ID	WORD	CONCRETENESS_MEAN	SUBTLEX_FREQ	CONCEPTICON_ID	MATCH
27536	salt	4.89	995	1274	115
27544	salty	3.93	127	1091	20
27556	same	2.64	21276	200	20
27575	sand	5	1035	671	143
27613	sap	4.37	178	345	7
27661	saturday	3.07	2423	1700	1
27662	sauce	4.75	795	132	2
27664	saucer	4.79	140	271	3
27671	sausage	4.88	397	1874	3
27685	savor	2.48	48	2190	1
27689	saw	4.46	20527	3543	2
27702	scab	4.71	32	2664	1
27715	scale	4.39	485	2783	2
27719	scales	4.74	103	266	1
27747	scar	4.74	432	497	7
27754	scared	2.5	6803	3033	1
27767	scatter	3.55	124	2064	1
27809	school	4.79	16989	673	9
27838	scissor	4.9	18	2155	1
27839	scissors	4.85	341	1328	2
27844	scold	3.07	67	299	4
27875	scorpion	4.84	136	1538	14
27899	scrape	4.15	210	1767	5
27909	scratch	4.16	961	1436	46
27920	scream	4.32	1347	2522	1
27935	screw	4.81	1912	1802	1
27960	scrotum	4.87	29	797	1
27987	sculptor	4.09	46	914	3
27999	scythe	4.29	16	20	6
28000	sea	4.79	3052	1474	67
28015	seal	4.63	752	651	2
28142	seek	2.68	934	1468	2
28049	season	3.32	1605	691	4
28073	second	3.3	14513	1384	11
28079	secret	2.19	5585	1121	4
28128	see	3.21	130393	1409	109
28130	seed	4.71	386	714	111
28138	seedling	4.56	5	3050	2
28145	seem	1.75	7131	1521	6
28189	self	3.1	722	1993	9
28197	sell	3.35	4705	1571	26
28207	semen	4.79	201	2283	2
28256	send	2.7	9169	1127	10
28272	sense	2.61	6722	2572	1
28364	servant	4.64	619	255	8
28365	serve	3.78	1935	3648	1
39247	sesame seed	4.67	0	2797	1
28380	set	3.41	11805	160	1
28390	seven	3.72	5327	1704	77
28392	seventeen	3.19	296	2453	8
28396	seventy	3.36	105	1721	12
28402	severe	2.43	480	419	2
28405	sew	3.93	280	1457	57
28411	sex	4.1	7761	2562	1
28436	shade	3.38	304	1388	4
28441	shadow	4.54	1080	2275	4
28458	shake	4.07	2021	1909	7
28471	shallow	3.45	301	193	18
28477	shaman	4.08	128	394	1
28480	shame	2.24	2120	1776	5
28506	share	2.96	3545	884	2
28514	shark	4.93	764	1110	6
28516	sharp	3.86	1213	1396	79
28517	sharpen	3.72	57	251	6
28530	shave	4.23	702	231	5
28536	shawl	5	70	2771	1
28537	she	3.36	190377	1834	13
28538	shear	3.37	21	1532	2
28550	sheep	4.9	685	1331	31
28567	shelf	4.96	355	745	5
28568	shell	4.8	674	598	7
28580	shepherd	4.67	379	2544	1
28585	shield	4.66	418	1064	14
28601	shin	4.86	157	186	12
28604	shine	3.85	1053	708	7
28613	ship	4.87	5043	740	6
28629	shirt	4.94	2365	1622	11
28651	shoe	4.97	1550	1381	19
28664	shoot	3.97	8412	1684	1
28668	shop	4.31	2731	746	3
28678	shore	4.79	1013	3464	1
28683	short	3.61	4367	1645	100
28711	shoulder	4.93	1336	1482	47
36946	yell	3.86	939	715	1
28718	shovel	4.97	349	1901	4
28720	show	3.97	24906	1868	1
28728	shower	4.89	2097	3128	2
28749	shrew	4.07	42	3676	1
28755	shriek	3.97	32	298	1
28758	shrimp	4.8	444	2349	3
28769	shrub	4.92	14	751	1
28786	shut	3.38	13455	2063	1
28796	shuttle	4.63	282	543	1
28797	shy	2.52	937	487	5
28802	sibling	4.37	49	1640	2
28810	sickle	4.88	28	341	17
28815	side	3.68	10247	682	10
28844	sieve	4.59	27	86	2
28851	sight	3.21	2311	2519	2
28888	silk	4.7	499	1641	3
28893	silkworm	4.62	3	2351	1
28900	silver	4.52	1619	759	36
28937	sin	1.85	813	2971	4
28945	sing	4.34	4977	1261	60
28946	singe	3.92	13	3698	1
28966	sink	4.74	863	1088	10
28983	sister	4	9207	1263	22
28986	sit	4.8	15879	1649	1
28996	six	3.43	10176	1703	78
28999	sixteen	3.88	418	2454	8
29004	sixty	3.56	277	1718	12
29008	size	3.13	2353	2845	2
29016	skate	4.56	301	3129	2
29024	skeleton	4.97	261	2668	3
29040	ski	4.63	413	2991	3
29049	skilled	1.96	121	807	1
29062	skin	4.79	2246	291	1
29211	slim	3.93	605	1400	1
29077	skirt	4.82	508	1600	7
29087	skull	4.83	750	1605	10
29090	sky	4.45	2285	1732	110
29104	slab	4.29	94	2952	1
29105	slack	3.15	302	2506	1
29134	slaughter	3.68	278	1796	1
29137	slave	4.38	940	812	9
29163	sleep	4.44	11625	2972	2
29181	sleeve	4.84	286	2953	5
29184	sleigh	4.71	167	16	1
29191	slice	3.85	435	2954	2
29202	slide	4.48	909	1324	2
29216	sling	4.52	117	387	4
29246	slope	4.07	150	3076	3
29268	slowly	3.1	1279	701	1
29306	small	3.22	6373	1246	137
29310	smallpox	4.25	75	1054	3
29327	smell	3.7	4240	1586	18
29332	smelly	3.07	211	42	1
29339	smiling	3.88	877	1451	1
29350	smoke	4.96	3337	2859	2
29358	smoking	4.32	1334	1689	1
29363	smooth	3.81	932	1234	64
29390	snail	4.93	90	1543	15
29392	snake	5	1140	730	131
29400	snap	4.1	887	460	1
29413	snare	3.9	39	3320	1
29430	sneeze	4.03	150	1621	11
29436	sniff	4.17	181	375	7
29472	snort	4.18	59	1983	1
29479	snow	4.85	1599	1255	3
29495	snowman	4.64	97	3098	2
29516	so	1.42	216452	2336	3
29517	soak	4.21	176	2069	1
29521	soap	4.93	775	788	7
29531	sober	2.86	515	69	1
29562	sock	4.91	458	1522	4
29570	sofa	4.9	299	3099	3
29581	softness	3.1	24	1856	1
29597	soldier	4.72	1985	1941	11
29600	sole	4.11	268	2666	3
29611	solid	4.42	998	3003	2
29642	some	2.48	88089	1241	48
29646	someone	3.71	22752	2422	4
29651	sometimes	1.77	9129	1544	9
29655	son	4.14	20949	1620	31
29658	song	4.46	4778	1096	12
29669	soon	1.79	13140	703	9
29671	soot	4.61	55	830	3
29689	sorcerer	4.47	87	823	1
29693	sore	3.23	765	3708	1
29698	sorrowful	1.74	20	145	1
29703	sort	3.34	7584	844	1
29708	soul	1.86	3925	811	6
29716	sound	3.7	7313	1811	3
29730	soup	4.72	1285	1547	7
29739	sourness	3.27	0	1906	1
29734	source	2.96	1437	849	1
29741	south	3.84	3288	1595	22
29768	sow	4.04	98	748	2
29772	soybean	4.82	25	2027	2
29775	space	3.54	3369	3006	1
29789	spade	4.46	118	1176	12
29817	sparks	4.39	256	518	1
29821	sparrow	4.85	133	1854	8
29822	sparse	2.31	11	207	1
29835	spawn	3.9	93	2227	1
29839	speak	3.7	9546	1623	23
29845	spear	5	232	945	48
29898	speech	3.37	1940	1115	5
29930	sperm	4.82	318	1505	1
29946	spider	4.97	515	843	49
29959	spill	4.07	432	3130	4
29964	spin	3.9	746	121	6
29965	spinach	4.77	130	975	1
29967	spindle	4.92	21	277	4
30002	spit	4.71	987	1440	51
30012	splash	4.19	215	365	3
30020	spleen	4.7	131	1744	3
30030	split	3.96	1954	1437	44
30036	spoil	2.82	593	92	1
30044	spoke	3.38	1970	182	1
30065	spoon	4.96	388	1378	15
30099	spouse	3.85	97	2514	2
30109	spread	3.68	1596	38	3
30161	square	4.33	1620	2757	1
30167	squat	4.32	160	3163	1
30192	squeeze	3.75	769	1414	49
30211	squirrel	4.89	279	1628	13
30217	stab	4.07	447	3189	2
30266	stalk	3.5	86	2628	1
30270	stall	4.37	457	851	1
30272	stallion	4.72	163	936	5
30284	stand	4.16	11536	570	1
30306	star	4.69	4149	1430	174
30315	starfish	4.9	38	3032	2
30325	starlight	4.34	81	2836	1
30333	start	2.71	17345	3447	2
30347	state	3.52	5500	2955	1
30379	statute	3.88	97	1002	1
30399	stealing	3.28	1265	713	1
30414	steel	4.87	941	2343	1
30423	steep	3.76	125	2717	4
30448	step	4.54	6052	1158	1
30451	stepdaughter	4.07	30	1058	3
30452	stepfather	4	151	237	3
30454	stepmother	4.23	216	236	4
30462	stepson	3.68	27	1059	3
30494	stick	4.59	4953	254	1
30520	still	3.46	40225	2919	2
30534	sting	4.41	358	571	4
30541	stingray	4.9	15	1910	3
30542	stingy	2	63	1774	5
30553	stir	3.76	301	696	5
30570	stocking	4.86	134	329	1
30592	stone	4.72	2072	1762	1
30608	stool	4.9	179	2058	9
30611	stop	3.68	36071	3351	1
30621	store	4.5	4178	752	1
30630	storm	4.7	1574	858	8
30635	story	3.3	11260	2060	7
30646	stove	4.96	387	859	6
30657	straight	2.76	6244	1404	77
30667	strain	3	361	940	1
30671	strait	4.04	9	1661	1
30677	strange	1.86	4408	600	3
30680	stranger	3.76	1377	791	5
30688	strap	4.79	263	2973	1
30700	straw	4.77	318	2230	2
30701	strawberry	5	282	3138	3
30711	stream	4.5	410	2858	1
30717	street	4.75	7557	1362	4
30725	strength	2.96	1883	202	12
30736	stretch	3.62	748	214	6
30751	strike	4.07	2324	353	3
30780	stroke	4.1	667	2993	1
30784	strong	3.14	4430	785	15
30817	student	4.92	2195	753	3
30832	stumble	3.75	100	3617	1
39723	tree stump	4.59	0	241	2
30860	stutter	3.97	96	1866	3
30861	stutterer	4.16	1	3367	1
31044	succeed	2.33	482	1112	3
31061	suck	3.46	1779	1421	52
31069	suddenly	1.84	2854	2920	4
31076	suffer	2.28	1148	1101	2
31080	suffice	1.72	84	3475	3
31091	sugar	4.87	1926	862	13
39539	sugar cane	4.82	0	146	9
31132	sulphur	4.23	43	3386	1
31147	summer	3.64	4012	1342	19
31152	summit	4.21	170	1614	1
31156	sun	4.83	3553	1343	168
31158	sunbathe	3.72	10	3131	1
31177	sunflower	4.8	34	1956	2
31180	sunglasses	4.83	201	3100	2
31186	sunlight	4.45	236	3276	1
31188	sunny	4.2	391	2340	2
31190	sunrise	4.69	309	2296	3
31194	sunset	4.54	526	2295	5
31319	surf	4.57	324	3132	2
31320	surface	4.26	930	547	1
31339	surname	2.79	48	3426	2
31340	surpass	2.73	18	402	1
31345	surprised	2.5	2808	1572	1
38160	give up	2.59	0	1696	1
31356	surround	2.81	156	3274	1
31377	suspect	2.59	2254	1841	2
31386	suspicion	1.62	373	3197	2
31406	swallow	3.89	649	3077	5
31409	swamp	4.96	458	1145	5
31412	swan	4.96	348	2837	3
31417	swarm	3.97	68	2974	1
31425	sway	3.6	129	573	1
31429	swear	2.45	4496	1939	4
31432	sweat	4.71	1115	125	12
31445	sweep	3.72	485	230	16
31461	sweetness	2.83	167	717	1
31507	swollen	3.6	165	1573	1
31465	swelling	4.13	161	1903	3
31478	swimming	4.44	1019	1439	1
31487	swing	4.54	1325	2901	1
31515	sword	4.93	1335	1535	16
31656	tail	4.96	1219	1220	161
31665	tailor	4.67	213	881	3
31674	take	3.06	96443	1749	22
31692	talk	4.07	43605	2933	1
31707	tambourine	4.86	45	3141	1
31708	tame	2.04	139	2838	1
31720	tangerine	4.81	38	2367	1
31729	tank	4.8	1306	3102	2
31784	tasteless	2.54	45	1771	2
31799	tattoo	4.71	610	68	2
31812	tax	3.89	742	873	2
31826	tea	4.69	2990	1373	11
31830	teach	3.15	3715	709	10
31832	teacher	4.52	2842	1038	11
31846	tear	4.56	1377	1651	5
31899	teeth	4.96	2440	1380	9
31940	television	4.83	1729	1788	2
31960	temple	4.53	895	1604	2
31973	ten	3.39	7395	1515	84
31994	tendon	4.47	29	1137	5
32007	tent	4.96	892	1316	4
32034	termite	4.7	38	883	11
32062	test	3.93	4288	2571	1
32079	tether	3.67	24	2891	1
32094	thank	3	56877	2412	2
32244	those	2.32	38404	78	8
32105	thatch	3.83	38	279	6
32108	thaw	3.8	81	2887	2
32122	theirs	2.4	395	2400	2
32127	then	1.44	75966	2921	5
32144	theory	1.47	1459	2433	2
32150	there	2.2	221754	1937	72
32170	thermometer	4.96	112	3104	2
32178	these	2.03	46104	1214	8
32182	they	2.93	209250	817	92
32194	thief	4.37	1238	1160	11
32200	thigh	4.9	191	800	31
32204	thin	3.83	1029	2305	1
35382	utensil	4.56	12	738	2
32209	think	2.41	137261	1415	11
32218	third	3.44	3801	1859	12
32220	thirst	3.04	190	848	6
32224	thirsty	3.86	627	847	15
32225	thirteen	3.69	268	1708	11
32228	thirty	3.75	876	1715	13
32245	thou	2.19	1144	1215	185
32247	thought	1.97	41232	2975	1
32254	thousand	3.08	3534	1843	38
32260	thread	4.83	263	1161	25
32265	threaten	2.63	435	1192	6
32268	three	3.62	27654	492	150
32273	threshold	3.48	141	1727	2
32288	throat	4.97	1837	1346	23
32297	through	2.9	28026	97	4
32300	throw	4.04	6570	1456	57
32307	thrust	3.29	197	246	1
32314	thumb	4.96	603	1781	16
32323	thunder	4.34	679	2378	4
32328	thundering	3.29	47	1150	1
32349	tick	4.57	370	1527	1
32366	tide	4.1	375	891	2
32379	tiger	5	945	846	26
32381	tight	3.87	2597	3053	6
32391	tile	4.68	108	3404	3
32404	time	3.07	99890	892	16
32431	tin	4.87	441	893	3
32442	tinkle	3.52	47	2888	1
32452	tip	4.5	1409	2992	2
32465	tire	5	631	1996	2
32466	tired	3	5745	1757	15
32488	to	1.55	1156570	2754	2
32489	toad	5	290	894	4
32496	tobacco	4.88	356	974	18
32498	today	2.57	22124	1283	42
32501	toe	4.93	647	1389	16
32504	toenail	4.86	44	1896	1
32508	together	2.74	19553	2482	11
32514	toilet	4.97	1474	219	3
32537	tomato	5	301	986	12
32545	tomorrow	2.04	17134	1329	56
32548	tone	3.07	860	2995	1
32554	tongs	5	40	272	2
32555	tongue	4.93	1589	1205	167
32566	tool	4.6	548	1361	8
32576	toothbrush	5	255	2579	2
35287	upon	2.83	3199	1753	1
32609	torch	4.76	254	1919	2
33214	turtle	5	869	895	2
32633	torture	3.59	812	1952	1
32644	total	2.8	1920	2277	1
32651	toucan	4.66	4	308	3
32652	touch	3.86	7534	1892	7
32681	towel	4.86	722	1021	4
32683	tower	4.76	1165	1671	4
32689	town	4.64	12644	1391	11
32708	toy	4.93	859	2403	3
32733	trade	3.08	1795	898	2
32752	tragedy	2.07	723	2434	1
32761	train	4.79	4848	900	3
32845	translate	2.69	246	2906	2
32887	trap	4.3	1216	1075	4
32917	tray	4.74	410	2629	1
32922	tread	3.57	116	575	1
32939	tree	5	3315	906	161
32981	tribe	4.14	325	1549	3
33005	tried	2.07	9529	1812	1
33016	trillion	2.72	52	3602	1
33079	trough	4.17	72	205	2
33084	trout	4.72	205	795	1
33102	trumpet	4.86	210	775	2
33107	trunk	4.71	1010	2667	1
33125	truth	1.96	9801	1638	8
33182	turban	4.76	66	3066	1
33194	turkey	4.89	1153	2386	1
33196	turn	3.44	15630	1445	1
33203	turnip	4.79	88	3062	8
33219	tusk	4.76	13	3280	1
33244	twelve	3.61	960	1707	28
33247	twenty	3.67	1378	1710	48
33250	twice	2.93	3191	1546	5
33253	twig	4.75	69	3222	1
33256	twin	4.17	532	1005	1
33266	twist	3.9	643	3199	2
33280	two	4.18	54384	1498	202
33287	type	3.3	3093	3134	2
33321	udder	5	11	154	5
33324	ugly	3.23	2150	1548	11
33326	ulcer	4.69	131	1189	1
33350	umbrella	5	382	3105	5
33619	uncle	4.24	6327	1327	10
33750	uncover	3.42	98	1108	1
33807	under	3.45	13358	415	1
33876	underneath	3.71	829	1485	1
33914	understand	2.28	24605	1536	9
39584	take off	3.62	0	1755	2
34422	university	4.65	1203	2435	1
34652	unpleasant	1.91	311	26	2
34847	unripe	3.31	2	1958	4
35125	untie	3.89	264	352	8
35127	until	1.33	15426	2753	2
35332	upwards	2.63	46	1591	1
35344	urge	1.93	339	2881	2
35354	urine	4.93	332	1142	36
35359	us	3.59	86478	2310	4
35363	use	2.78	17536	2072	7
35410	vacuum	4.22	294	3135	2
35414	vagina	4.82	258	1836	9
35439	valley	4.72	1275	921	14
35515	vegetable	4.89	291	924	12
35524	vehicle	4.64	1153	2549	2
35526	veil	4.45	151	1151	3
35529	vein	4.63	183	1924	9
35573	veranda	4.54	39	3269	1
35610	vertical	3.48	141	2375	2
35615	very	1.43	63304	1311	13
35617	vest	4.52	284	3140	1
35660	victory	2.55	1094	783	4
35690	village	4.89	1712	930	48
35703	vine	4.86	107	343	11
35704	vinegar	4.89	86	985	2
35714	violence	3.07	1173	2976	1
35725	virgin	3.31	961	2298	2
35756	visit	3.92	2993	1377	2
35798	voice	4.13	4394	1363	14
35813	volcano	4.75	170	2291	1
35857	vulgar	1.97	167	1080	1
35867	vulture	4.73	90	1185	5
35868	vulva	4.5	6	1837	7
35888	wages	3.96	198	1122	4
35895	waist	4.72	262	1681	13
35910	waken	2.95	20	1602	1
35915	walk	4.07	11009	2979	1
35925	wall	4.86	3605	933	17
35936	walnut	4.97	100	2042	5
35940	wander	2.28	299	3666	1
36577	wish	1.77	11991	1784	1
35952	war	3.63	8912	935	13
35956	wardrobe	4.67	330	3106	2
35957	ware	3.54	112	2957	1
35996	wart	4.89	63	2665	1
36003	wash	4.35	2077	3371	1
36005	washbasin	4.74	1	915	2
36022	wasp	4.96	73	1517	9
36023	waste	3.24	2716	79	1
36034	watch	4.61	16831	1650	8
36048	water	5	11478	2516	1
36055	waterfall	4.9	95	943	9
36071	watermelon	4.89	112	2766	2
36088	wave	4.55	1084	3544	1
36104	way	2.34	72661	667	1
36112	we	3.08	459607	1131	1
36113	weak	2.79	1607	1601	18
36119	wealth	2.63	324	2996	2
36123	weapon	4.76	2379	951	2
36126	wear	3.61	5576	976	3
36138	weather	3.83	1746	952	10
36152	weaving	3.37	43	133	1
36151	weaver	4.29	413	3637	1
36153	web	4.37	470	1065	2
36172	wedding	3.92	5173	1259	3
36180	weed	4.9	600	3288	1
36186	week	3.48	12164	1469	18
36199	weigh	3.79	363	1098	8
36203	weight	3.94	1850	2466	4
36226	well	3.33	152523	954	11
36238	west	3.44	3088	1817	22
36248	wet	4.46	2000	1726	90
36261	whale	4.96	574	957	6
36269	what	2	501965	1236	157
36273	wheat	4.89	293	1077	22
36275	wheel	4.86	1380	710	15
36287	when	1.6	103739	1238	81
36290	where	1.66	93341	1237	101
36301	whetstone	4.68	9	295	1
36303	which	1.54	24339	727	19
36306	while	1.55	17821	726	2
36323	whip	4.68	671	2630	4
36332	whirlpool	4.64	31	1982	4
36345	whisper	4.34	403	55	7
36351	whistle	4.42	788	3107	2
36355	white	3.89	8744	1335	155
36379	who	1.74	113370	1235	159
36414	why	1.86	114687	1270	17
36422	wide	3.06	1214	1244	1
36425	wideness	3.07	0	1243	1
36429	widow	4.33	617	1756	14
36431	widower	3.96	72	1981	7
36441	wife	4.13	17795	1199	87
36458	wildcat	4.79	71	2241	1
39889	willow tree	4.94	0	818	1
36484	win	2.67	6867	866	5
36489	wind	3.93	3028	960	120
36503	window	4.86	4386	1375	21
36519	wine	4.79	3078	1524	11
36527	wing	4.86	1032	1257	102
36542	winter	3.84	1337	1471	18
39911	wipe off	4.32	0	1454	1
36557	wire	4.72	1403	2631	1
36569	wise	1.97	1452	698	7
36591	witch	4.17	1410	824	1
36597	with	2	257465	1340	48
36614	without	2.15	18087	1478	3
36619	witness	4.07	2621	1144	3
36638	wok	4.57	38	2056	3
36640	wolf	4.79	1034	522	20
36646	woman	4.46	22166	962	139
36657	womb	4.37	177	804	6
36658	wombat	4.48	15	2841	1
36675	wood	4.85	1377	1803	31
36699	woodpecker	4.93	50	2447	3
36717	wool	4.86	161	964	15
36725	word	3.56	12013	1599	14
36737	work	3.48	40699	2281	4
36750	worker	4.59	558	2977	3
36788	worm	4.9	516	1219	69
36802	worry	2.55	14638	150	1
36810	worship	2.62	409	257	3
36827	wound	4.24	1353	1109	5
39937	wrap up	2.88	0	1113	1
36872	wring	4	62	3224	1
36873	wrinkle	4.3	96	2294	2
36874	wrinkled	4.29	86	380	4
36877	wrist	4.93	527	799	11
36880	wristwatch	4.85	59	3349	1
36882	write	4.22	6467	1672	15
36890	wrong	1.83	26678	1390	14
36918	yak	4.65	71	2477	3
36919	yam	4.93	43	410	15
36927	yard	4.82	1278	736	1
36937	year	3.25	14174	1226	104
36939	yearling	3.92	12	3329	1
36948	yellow	4.3	1724	1424	124
36963	yesterday	3	4935	1174	58
36965	yet	1.39	17428	2577	3
36981	yoke	4.83	22	14	17
36983	yolk	4.78	21	1556	2
36986	you	4.11	2134713	2312	1
36987	young	3.16	12402	2513	1
36993	your	2.37	328715	2091	0
36994	yours	2.14	10441	732	1
37016	zebra	4.86	128	3675	3
37020	zero	2.86	1094	1294	7
37231	big brother	4.41	0	1759	1
37281	blood vessel	4.76	0	525	2
37304	body part	4.47	0	2213	1
37408	call for	2.74	0	1084	1
37545	citrus fruit	4.65	0	1126	2
37649	coral snake	5	0	2240	1
37651	corn field	4.87	0	449	1
37919	fairy tale	2.96	0	2937	1
37921	fall asleep	4.15	0	1106	1
38016	fishing line	4.86	0	19	3
38117	full moon	5	0	3690	1
38215	grow up	2.14	0	552	2
38248	hang up	3.15	0	357	4
38389	in vain	1.69	0	1765	2
38391	index finger	4.89	0	577	1
38509	lie down	4.21	0	215	18
38563	look after	2.73	0	253	1
38656	milky way	4.52	0	2289	1
38679	mosquito net	4.93	0	2795	2
38731	new moon	4.28	0	3691	1
38776	old lady	4.78	0	907	2
38901	pile up	3.85	0	1576	3
38935	polar bear	5	0	3143	1
39010	pubic hair	4.69	0	36	5
39164	run away	3.75	0	2142	1
39255	sewing machine	5	0	3097	2
39281	shoulder blade	4.92	0	172	4
39560	sweet potato	5	0	159	15
39633	tennis ball	5	0	3103	2
39724	tree trunk	4.97	0	344	2
39739	turn around	3.8	0	1444	5
39745	turn out	2.89	0	1723	1
39746	turn over	3.93	0	1588	1
39755	umbilical cord	4.86	0	2663	3
39774	vegetable oil	4.93	0	2555	2
