ID	AUTHOR	YEAR	LIST_SUFFIX	ITEMS	TAGS	SOURCE_LANGUAGE	TARGET_LANGUAGE	URL	REFS	PDF	NOTE	PAGES	ALIAS
Urban-2011-160	Urban, Matthias	2011		160	annotated	English	Global		Urban2011	Urban2011	This list was created for the purpose of investigating directional aspects of semantic change patterns by investigating patterns of colexification an overt marking in a large sample of languages. The concept list itself is inspired by the list of the [Intercontinental Dictionary Series](:ref:Key-2016-1310) and the list of the [World Loanword Database](:ref:Haspelmath-2009-1460), but contains additional items which cannot be found on either of the two concept lists. The compiler lists findings regarding directed patterns of semantic change by providing source and target concept as well as the number of colexifications and the number of overtly marked cases. These patterns (a total of 47) are provided in the column ``SEMANTIC CHANGE``, where we list the number of the pattern in the source in square brackets, the source and the target concept, and the number of colexifications and overtly marked cases in normal brackets.	9-13, 46f	
Borin-2015-1532	Borin, Lars	2015		1532	annotated	English	Global	http://spraakbanken.gu.se/eng/resource/lwt-pwn	Borin2013		This list is basically identical with the concept list used in the [Intercontinental Dictionary Series](:ref:Key-2016-1310), yet it contains an additional mapping to the [Princeton Wordnet](http://wordnetweb.princeton.edu/perl/webwn) provided by the compiler. It thus defines additional metadata that may be useful for different purposes. Note that the linking to the Princeton Wordnet is not unique, but *one to many*: One concept of the original concept list may be linked to multiple senses of the Princeton Wordnet. The additional columns give the identifier used in the Intercontinental Dictionary Series (IDS_KEY), the Princeton Wordnet Word Sense (PWN_WORD_SENSE), the definition of the Princeton Wordnet (PWN_DEFINITION). As additional links which may turn out to be useful, we added the corresponding synsets of the Princeton Wordnet (PWN_SYNSET), the part of speech as defined for the synset by the Princeton Wordnet, and a weblink to the [Open Multilingual Wordnet](http://compling.hss.ntu.edu.sg/omw/) (OMW_URL).		
Youn-2016-22	Youn, Hyejin and Sutton, Logan and Smith, Eric and Moore, Cristopher and Wilkins, Jon F. and Maddieson, Ian and Croft, William and Bhattacharya, Tanmoy	2016		22	annotated	English	Global	http://www.pnas.org/content/suppl/2016/01/26/1520752113.DCSupplemental/pnas.1520752113.sapp.pdf	Youn2016	Youn2016	This concept list contains a small subset of [Swadeshs list of 200 items](:ref:Swadesh-1952-200) to investigate polysemy structures in which the concepts are involded in a large sample of the languages of the world.	39 (supplement)	
Kassian-2010-116	Kassian, Alexei and Starostin, George S. and Dybo, A. and Chernov, V.	2010		116	annotated	English, Russian	Global		Kassian2010	Kassian2010	This is an attempt by the authors to further specify the meanings of concept lists for the purpose of language comparison. They take the list of [Starostin 1991](:ref:Starostin-1991-110) as a basis, which is itself a merger of the concept list proposed by [Sergej Yakhontov](:ref:Yakhontov-1991-100) and the 100-item list proposed by [Swadesh (1955)](:ref:Swadesh-1955-100). This lists contains a total of 116 items, since the authors subdivided certain parts of the 110-item list in order to get a more precise definition of the concepts. Thus, the authors clearly distinguish between different kinds of «thin», depending on the shape of the object (be it flat or long).	51-89	
Bulakh-2013-870	Bulakh, Maria and Ganenkov, Dimitrij and Gruntov, Ilya and Maisak, Timur and Rousseau, Maxim and Zalizniak, Anna A.	2013		870	annotated	English	Global		Zalizniak2012,Bulakh2013		This is a small subset of the most frequent concepts in the [Database of semantic shifts in the languages of the world (DatSemShifts)](http://semshifts.iling-ran.ru). The list was created by extracting all concepts occuring three or more times within a sourc-target-relation in the database. The original number of concepts is rather large (we counted as many as 2424 distinct glosses). In selecting only a subset of these, we hope to reduce the number of more or less identical concepts which are assigned different glosses and IDs in the database.		DatSemShifts
Mann-2004-210	Mann, Noel Walter	2004		210	areal	English	Global	http://li.payap.ac.th/images/stories/survey/Mann%20(2004)%20(MSEA%20Comparative%20Wordlist).pdf	Mann2004	Mann2004	This list contains those elements which -- according to the analysis of the compiler -- occur in the alternative conceptlist by Matisoff ([1978](:ref:Matisoff-1978-200)). Although Mann himself writes that this list contains 209 items, we could find 210 items in the first representation which he published. The difference is due to the concept «you (plural)» which originally does not occur in Matisoff's list but is included in the big [comparative list of Mann](:ref:Mann-2004-500) as an item that appears on Matisoff's list.	Mar 13	
Trask-1996-207	Trask, Robert L.	1996		207	basic	English	Global		Trask1996	Trask1996	According to the author, this list is taken from [Gudschinsky (1956)](:ref:Gudschinsky-1956-200), but since Gudschinsky only has 200 items, the lists are not completely identical, and it seems more that it follows [Comrie's merger of the two Swadesh lists](:ref:Comrie-1977-207) which was, to our knowledge, the first list that merged the [first](:ref:Swadesh-1952-200) and [second](:ref:Swadesh-1955-100) list of Swadesh (1952, 1955) to 207 items. This list is presented in a introductory textbook for historical linguistics as an example for the method of glottochronology and lexicostatistics. The words of the [100 item list](:ref:Trask-1996-100) in the same book, taken from Swadesh (1955), are given in bold face in the text, and in starred form in our source.	408f	
Trask-1996-100	Trask, Robert L.	1996		100	basic	English	Global		Trask1996	Trask1996	This is the authors version of [Swadesh's list of 100 items](:ref:Swadesh-1955-100), presented in a introductory textbook for historical linguistics as an example for the method of glottochronology and lexicostatistics.	373f	
Ringe-1992-100	Ringe, Donald	1992		100	basic	English	Global		Ringe1992	Ringe1992	This list is supposed to mirror the [100-item list by Swadesh (1955)] completely. It was used to test to which degree it is possible to calculate the factor of chance in language comparison. The list is, however, not completely identical with the original, since the compiler adds closer annotations to the semantic glosses, which at times also diverge from the original 100-item list. Thus «burn» is labelled as *transitive* in Swadesh's original list, but labelled as *intransitive* by Ringe.	83-85	
Mann-2004-209	Mann, Noel Walter	2004		209	basic	English	Global	http://li.payap.ac.th/images/stories/survey/Mann%20(2004)%20(MSEA%20Comparative%20Wordlist).pdf	Mann2004	Mann2004	This list contains those elements which -- according to the analysis of the compiler -- occur in the union of both lists proposed by Swadesh ([1952](:ref:Swadesh-1952-200), [1955](:ref:Swadesh-1955-100). Although Mann himself writes that this list contains 210 items, we could only find 209 items in both representations which he published. The difference in contrast to the «traditional» accounts which list [207 items](:ref:Comrie-1977-207) is that Mann counts certain concepts differently. Thus, he counts «grease» and «fat (nount)» as different concepts.	Mar 13	
Nahhas-2006-100	Nahhas, Ramzi W. and Mann, Noel Walter	2006		100	basic	English	Global	http://li.payap.ac.th/images/stories/survey/Steps%20of%20Word%20Lists.pdf	Nahhas2006	Nahhas2006	According to the compilers, this list is a replication of the [100 item list by Swadesh (1955)](:ref:Swadesh-1955-100). The author further add semantic field descriptions of the 100 items in an ad-hoc manner.	7	
Comrie-1977-207	Comrie, Bernard and Smith, N.	1977		207	basic	English	Global	https://www.eva.mpg.de/lingua/tools-at-lingboard/questionnaire/linguaQ.php	Comrie1977		Judging from the number of items, it is clear that this list is a merger of the two concept lists proposed by Swadesh in [1952](:ref:Swadesh-1952-200) and [1955](:ref:Swadesh-1955-100). There are, however, some deviations from Swadesh's original concept labels, and these again show that the list of [Gudschinsky (1956)](:ref:Gudschinsky-1956-200) may have served as the base list for 200 of the 207 items. Since the list appears in an influential questionnaire for linguistic fieldwork, it can be expected that the impact of this list on fieldworkers was much higher than the impact of the original concept lists proposed by Swadesh.		Swadesh-207
Bowern-2008-207	Bowern, Claire	2008		207	basic	English	Global	http://pamanyungan.sites.yale.edu/sites/default/files/SwadeshSemField.pdf	Bowern2008	Bowern2008	In the supplementary material to her practical guide on fieldwork, Bowern offers a concept list which is organized by semantic fields. In the book, a normal concept list is given, which is, according to the compiler, taken from [the list by Comrie and Smith](:ref:Comrie-1977-207), although it contains a small amount of modifications. Here, we show only the online list, not the list in the book, since the semantic field ordering seems to be more interesting than the raw listing of concept labels.	35f, 223f	
Swadesh-1971-100	Swadesh, Morris	1971		100	basic	English	Global		Swadesh1971	Swadesh1971	This is a post-humously published 100-item list by Morris Swadesh. Basically, it is identical with the one published in [1955](:ref:Swadesh-1955-100), yet the labels in this list are simplified and not completely identical with the ones proposed before. In the version we consulted, some items seem to have been written in italic font, although we couldn't find any general pattern, what this practice might hint to. In order to keep as closely to the original, however, we marked all those entries with an asterisk.	273	
Wiktionary-2003-207	Wiktionary	2003		207	basic	English	Global	http://en.wiktionary.org/wiki/Appendix:Swadesh_lists	Wiktionary, Swadesh1952, Swadesh1955		As far as it is possible to follow the editing history of the [Wiktionary project](http://en.wiktionary.org), it seems that this concept list was first proposed in 2003. It was supposed to be a pure merger of the concepts which Swadesh proposed in [1952](:ref:Swadesh-1952-200) and [1955](:ref:Swadesh-1955-100). However, the editors did not notice (or deliberately ignored) that the former list explicitly lists the intransitive form of «to burn», while the latter lists «to burn» as transitive. Similar problems hold for «rain» which is explicitly labelled as a verb in the 200 item list, while no further specification is given in the 100 item list. One may of course say that these differences are minor ones, yet as a comparison with alternative approaches using the classical «Swadesh list» show, the incomplete descriptions of glosses have lead to a rather great degree of fuzziness in the application of concept lists for the purpose of language comparison.		
Gudschinsky-1956-200	Gudschinsky, Sarah C.	1956		200	basic	English	Global		Gudschinsky1956	Gudschinsky1956	Although the compiler of this list claims that this list reflects the original [Swadesh-list of 200 items](:ref:Swadesh-1952-200), it contains in fact some deviations. For example, Gudschinsky introduces dashed labels (like «fat-grease») in those cases where Swadesh had put one of the items in brackets (like «fat (grease)»). This practice has led to some confusion in later work by scholars who would claim to use Swadesh's list of 200 items but who were in fact only referring to Gudschinsky's list.	186-200	
Samarin-1967-218	Samarin, William J.	1967		218	basic	English	Global		Samarin1967	Samarin1967	As the compiler of this concept list notes, the reason why there are 218 concepts for what the compiler himself calls a 200-word list, is that the list is a «conflation of [Swadesh 1955](:bib:Swadesh1955) (where the words are listed both by semantic groups and alphabetically) and [Gudschinsky 1956](:bib:Gudschinsky1956a).» In the list, those items which are missing in Gudschinsky are marked with an asterisk. As the original source suggests, the list is intended to serve as a starting point for field work. The compiler of the list seems to be indifferent regarding the validity of lexicostatistics, but deems the word lists quite useful for comparison with other resources. In the study, the author also presents a [100-item list](:ref:Samarin-1967-100) which is given in a more detailed form along with additional translations into French, Spanish, and German.	220	
Holman-2008-100	Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik	2008		100	basic	English	Global	http://www.researchgate.net/profile/Soren_Wichmann/publication/40853552_Explorations_in_automated_language_classification/links/09e41508a4943d4255000000.pdf	Holman2008	Holman2008	This list contains 100 items which are drawn from [Swadesh's list of 100 items](:ref:Swadesh-1955-100) in ranked order. The compilers of this ranked list later extracted a [list of 40 items](:ref:Holman-2008-40) to become the basic concept list of the [ASJP project](http://asjp.clld.org). In this list, these items are marked with an asterisk.	27-30	
Swadesh-1960-100a	Swadesh, Morris	1960	a	100	basic	English	Global		Hymes1960	Hymes1960	The source labels this list as Swadesh's standard list of 100 items, so it should be identical with the [one he published in 1955](:ref:Swadesh-1955-100). However, the concept labels differ to some degree. Be it for reasons of space or for other reasons unknown to us, all additional information of the labels was removed, thus making it impossible to distinguish, for example, whether «burn» is aiming at the transitive or the intransitive version of the concept. Similar confusion is created by items like «flesh» (is it human, animal, serving as food, or referring to the substance of living creatures?), and «rain» (verb or noun?), which actually also occurs on the [second, supposedly less stable list](:ref:Swadesh-1960-100b) also attributed to Swadesh and reported in the same source.	6	
Swadesh-1960-200	Swadesh, Morris	1960		100	basic	English	Global		Hymes1960	Hymes1960	According to the source, this list should be equivalent with Swadesh's [list of 200 items from 1952](:ref:Swadesh-1952-200). This is, however, not the case, since the list differs greatly in the labels for the glosses originally used by Swadesh. Given the idiosyncratic structure of labeling which uses dash-symbols to label concepts with help of two glosses (e.g., «hold-take», «meat-flesh»), it is much more likely that the source would use the [version published by Gudschinsky](:ref:Gudschinsky-1956-200). It is, not exactly identical with Gudschinsky's version of Swadesh's list of 200 items, since it uses slightly different concept labels in which, for example, question marks for interrogatives are omitted. In the mapping to our Concepticon, however, these minor modifications in the labels do not show up and all items are mapped to the same concept. We add it in our collection in order to illustrate how easily changes have been propagated in the history of concept list compilation.	6	
Swadesh-1950-215	Swadesh, Morris	1950		215	basic	English	Global		Swadesh1950	Swadesh1950	The first list which was proposed by Swadesh. He never applied it to the Salish language, since there was not enough data to translate the items into all Salish languages, but this was the initial list which Swadesh had envisioned. Note that in the original text, there is a spelling error, pointing to 225 items, although the actual number of items directly mentioned by Swadesh sums up to only 215.	161	
Starostin-1991-110	Starostin, Sergej A.	1991		110	basic	English, Russian	Global	http://starling.rinet.ru/	Starostin1991	Starostin1991	This list of 110 items is the basis of the large lexicostatistical data collection of the [Tower of Babel](http://starling.rinet.ru/) project and serves also as the basic concept list of its successor, the [Global Lexicostatistical Database](http://starling.rinet.ru/new100/main.htm). The list itself is a merger of [Swadesh's 100-item list](:ref:Swadesh-1955-100) and [Yakhontov's 100-item list](:ref:Yakhontov-1991-100). It is also available in [ranked order](:ref:Starostin-2007-110) with ranks reflecting the supposed stability of the items.	93	
Swadesh-1955-100	Swadesh, Morris	1955		100	basic	English	Global		Swadesh1955	Swadesh1955	Swadesh's most famous concept list of 100 items. The original article lists all 215 items originally proposed in the first article on [lexicostatistics in 1950](:bib:Swadesh1950), but marks the most stable 92 items, and adds eight more items which became then the list of 100 items as shown here. In the list, we marked the eight additional items with an asterisk preceding the concept label. Since this list was only implicitly provided in Swadesh's original publication, we ordered the items alphabetically.	133-137	Swadesh-100
Swadesh-1952-200	Swadesh, Morris	1952		200	basic	English	Global		Swadesh1952	Swadesh1952	Swadesh's famous list of 200 supposedly stable concepts.	456f	Swadesh-200
Yakhontov-1991-100	Yakhontov, Sergej	1991		100	basic	Russian, English	Global		Starostin1991	Starostin1991	This is a concept list proposed by Sergej Yakhontov as an alternative to [Swadesh's original list of 100 items](:ref:Swadesh-1955-100). In this list, 10 items from the original list were removed and 10 new items were added. The list was proposed much earlier than the source, apparently already in the beginning of the 1960ies ([Djačok 2008](:bib:Djacok2008]), but Yakhontov never published his list officially. Note that there is a spelling error in the source of [Starostin (1991: 91)](:bib:Starostin1991): In the source, the second item is labelled «течь» («float») in Russian, although the alphabetical order suggests that «жечь» («burn tr.») was originally intended by the author.	93	
Samarin-1967-100	Samarin, William J.	1967		100	basic	English, Spanish, French, German	Global		Samarin1967	Samarin1967	As the original source suggests, the list is intended to serve as a starting point for field work, and according ot the compiler, the list was originally provided by Swadesh himself and then slightly modified by the author. The compiler of the list seems to be indifferent regarding the validity of lexicostatistics, but deems the word lists quite useful for comparison with other resources. In the study, the author also presents a [200-item list](:ref:Samarin-1967-218) which in fact contains 218 items.	221-223	
Gabelentz-1891-120	Gabelentz, Hans Georg Conon von der	1891		121	historical	German	Global		Gabelentz1891	Gabelentz1891	This list is not a real concept list in the strict sense, but rather a proposal for a useful semantic ordering of lexical entries for the purpose of language comparison. Gabelentz himself calls these «Collectaneen zum Verwandtschaftsnachweise» («collections [of words] for the purpose of proving language relationship»), and instead of providing strict glosses to be translated into different languages, he provides a schema on how a given collection of lexical entries can be ordered in order to ease the work of historical linguists. Despite the fact that this is no real concept list, we thought it would be useful to include it inour collection, since it illustrates one important purpose of concept lists: to provide an initial heuristic to search for probably related words. Since Gabelentz does not provide direct glosses as examples for all parts of his schema, we added some hopefully useful examples in all those cases where an original gloss was missing. These cases, which constitute the majority of this concept list, are marked with help of an asterisk preceding the gloss.	177f	
Leibniz-1768-128	von Leibniz, Gottfried Wilhelm	1768		128	historical	Latin	Global		Leibniz1768	Leibniz1768	This list is part of the fifteenth <em>desideratum</em> expressed by Leibniz in a letter to Dn. Podesta where he tries to encourage the collection of language resources, and among these, lists of words expressing «things of daily use» (<em>res usitiatiores</em>. The list contains 128 concepts. Unfortunately, we were not yet able to determine, when this list was published first. Our source stems from the first complete edition of Leibniz' opus which was published in 1768 by Louis Dutens.	230	
Pallas-1789-285	Pallas, Peter Simon	1789		285	historical	Russian, Latin	Global		Pallas1789	Pallas1789	This list corresponds to a large dictionary, commissioned by Catherine the Great and compiled by Peter Simon Pallas, which was intended to describe all languages of the world. The list itself is a reduced list of the [larger list](:ref:Pallas-1786-442). The list is not a completely reduced form of the original list, but also contains certain revisions. As an example, the concept «hand», which is ambiguous in Russian, where it may also refer to «arm» was now explicitly translated as *manus* in Latin, thus making it very clear that the broader concept «arm / hand» was no longer intended.	493-494	
Pallas-1786-442	Pallas, Peter Simon	1786		442	historical	Russian, German, Latin, French	Global		Pallas1786	Pallas1786	This is a very early collection of words compiled for the purpose of language comparison. From the digital version of the source, the original date of publication could not be determined. However, according to [Adelung (1815: 53)](:bib:Adelung1815), the collection was published in 1786 by order of Catherine the Great, in order to create a large collection of words from all languages in the world. Later, the list was reduced to [285 words](:ref:Pallas-1789-285), and the translations were published in two volumes. The count of 442 items is based on our digitization of the source. As a matter of fact, the item «to sing» occurs twice in the data with the exact identical Russian, French, and Latin words.	03. Aug	
Ardila-2007-40	Ardila, Alfredo	2007		40	naming test	English,Spanish,Esperanto,Latin,Turkish,Basque,Russian,Sikuani	Global	http://dx.doi.org/10.1016/j.acn.2007.01.016	Ardila2007	Ardila2007	This list was created as an alternative to current *naming tests* which are used in medicine to determine degrees of aphasia and for similar purposes. For this reason, the tests are usually accompanied by images, and the same holds for [this test](http://ars.els-cdn.com/content/image/1-s2.0-S088761770700011X-gr1.jpg), which, in contrast to earlier tests, like the Boston Naming Test, uses the idea of Swadesh lists as a new starting point for the creation of a test list. According to the author, the list has 38 items from the list of [Swadesh (1955)](:ref:Swadesh-1955-100) and 2 items from the list of [Swadesh (1952)](:ref:Swadesh-1952-200), namely «snake» and «worm». The item selection was based on different factors, including recognizability on images, a coverage of five core semantic categories. Note that the list we give here was merged from two tables in the original paper (one containing the test items, the other translations in additional languages).	300305	
Key-2016-1310	Key, Mary Ritchie and Comrie, Bernard	2015		1310	questionnaire	English, Russian, French, Portuguese, Spanish	Global	http://ids.clld.org	Key2016		This is the most recent version of the concept list underlying the [Intercontinental Dictionary Series](https://ids.clld.org/) which was first launched in 2007 and now significantly enhanced and expanded (while the concept list itself was left unchanged). The list also served as the core list underlying the [World Loanwoard Database](http://wold.clld.org) and was used for the investigation of cross-linguistic colexification patterns in the [CLICS database](http://clics.lingpy.org).		IDS
Peust-2013-54	Peust, Carsten	2013		54	ratings	English	Global	http://www.peust.de/peustBasicVocabularyList.pdf	Peust2013	Peust2013	This list is the result of applying a procedure for stability-checking by comparing the survival rate of words in couples of ancestral and descendant languages in 13 such pairs. This procedure for stability checking is different from the ones proposed by [Starostin (2007)](:ref:Starostin-2007-110), [Holman et al. (2008)](:ref:Holman-2008-40), and [Pozdniakov (2014)](:ref:Pozdniakov-2014-100a). The column STABILITY in the data reflects the degree of the correponding category for each concept and ranges from 1 to 6.	14	
Pozdniakov-2014-100a	Pozdniakov, Konstantin	2014	a	100	ranked	English	Global	http://jolr.ru/files/(144)jlr2014-11(187-237).pdf	Pozdniakov2014	Pozdniakov2014	This list presents an alternative ranking of the data underlying the ranked list presented by [Starostin (2007)](:ref:Starostin-2007-110). In contrast to the original ranking, it calculates the results by averaging them. Given that we know the original data underlying this list, the mapping to concept sets was carried out by comparing with our mapping of Starostin's ranked list. As a result, there are some mappings which may seem unintuitive («ground» being mapped to «EARTH (SOIL)»), but they result from different translations from the Russian source into English, not from wrong mappings.  200	202	
Tadmor-2009-100	Tadmor, Uri	2009		100	ranked	English	Global	http://wold.clld.org/meaning	Tadmor2009	Tadmor2009	This list is assumed to contain concepts which are not only stable but also resistant to borrowing. The concepts were selected with help of the [World Loanword Database](http://wold.clld.org) which contains various information regarding lexical borrowing in different languages of the world. It is known under the name «Leipzig-Jakarta list».	69-71	Leipzig-Jakarta
Swadesh-1955-215	Swadesh, Morris	1955		100	ranked	English	Global		Swadesh1955	Swadesh1955	Apart from Swadesh's most famous concept list of [100 items](:ref:Swadesh-1955-100), the article from 1955 gives the full [list of 215 items](:ref:Swadesh-1950-215) first presented in [1950](:bib:Swadesh1955) in ranked form with stability percentages and assignment of all items to semantic fields. This list combines two tables in the paper, the table which groups the items according to categories, and the table showing the stabilities. Items marked with an asterisk refer to those 92 items which were later selected for the 100 item list (eight more items are only mentioned in the text but not included in the table). In some cases the concept labels slightly diverged in the two tables. This was indicated by adding the different concept label in the list on semantic categories (page 133) to the main field and separating it by a back slash.	133-137	
Starostin-2007-110	Starostin, Sergej A.	2007		110	ranked	Russian	Global		Starostin2007	Starostin2007	This is a ranked version of the «traditional» concept list of the [Tower of Babel](http://starling.rinet.ru) project.	838	
Haspelmath-2009-1460	Haspelmath, Martin and Tadmor, Uri	2009		1460	ranked	English	Global	http://wold.clld.org/meaning/	Haspelmath2009		This is the large list of concepts underlying the [World Loanword Database](http://wold.clld.org).		WOLD
Goddard-2001-42	Goddard, Cliff	2001		42	specific	English	Global		Goddard2001	Goddard2001	This list contains concept labels for 42 semantic primes (taken from proposals based on [Natural Semantic Metalanguage](https://de.wikipedia.org/wiki/Natural_Semantic_Metalanguage)) which the author, based on a closer investigation outlined in the paper, claims to be universal.	57	
Yakhontov-1991-35	Yakhontov, Sergej	1991		35	stable,ultra-stable	Russian, English	Global		Starostin1991	Starostin1991	This is the supposedly most stable part of [Yakhontovs list of 100 items](:ref:Yakhontov-1991-100).	93	
Starostin-2010-50	Starostin, George S.	2010		50	ultra-stable	English	Global		Starostin2010	Starostin2010	This list is used by the [GLD](http://starling.rinet.ru/new100/main.htm) project to test deep genetic relations between languages. It is supposed to represent very stable items. The stability was determined with help of the ranking procedure that was also underlying [Starostin's ranked list of 110 items](:ref:Starostin-2007-110). The list does not mechanically derive from the ranked list, but contains some concepts which were chosen for pragmatic reasons. The concept «liver», for example, was excluded, although it is very stable, but since it is not often not included in language surveys and available wordlists.	113	
Pagel-2013-23	Pagel, Mark and Atkinson, Quentin D. and Calude, Andreea S. and Meade, Andrew	2013		23	ultra-stable	English	Global		Pagel2013	Pagel2013	This list gives supposedly very stable meanings for Eurasian languages, based on an investigation of cognate sets across etymological dictionaries.	8474	
Borin-2012-40	Borin, Lars	2012		40	ultra-stable	English	Global		Borin2012	Borin2012	This list contains those concepts which occur in 8 of the 9 languages investigated in the [KELLY](http://spraakbanken.gu.se/eng/kelly) project, which aims at developing vocabularies for different proficiency levels of the [CEFR](http://www.coe.int/t/dg4/linguistic/cadre1_en.asp). In contrast to most of the other concept lists in our sample, it is thus oriented towards basic concepts for language learning, rather than basic concepts for language comparison.	62	
Trask-2000-15	Trask, Robert L.	2000		15	ultra-stable	English	Global		Trask2000	Trask2000	According to the author, this list is the [15-item list by Dolgopolsky (1964)](:ref:Dolgopolsky-1964-15). It deviates, however, both in the concept labels which were used in the [English translation from 1986](:bib:Dolgopolsky1986) and in the literal translation of Dolgopolsky's list. It is therefore much more likely that Trask quoted Dolgopolsky's list intermediately from [Shevoroshkin's list of 23 items](:ref:Shevoroshkin-1991-23). Since this list is again a rather specific translation of Dolgopolsky's list, it explains why Trask's list of Dolgopolsky and Dolgopolsky's list deviate in the item «louse» which Trask (following Shevoroshkin) translates as «louse/nit».	96	
Beaufils-2015-18	Beaufils, Vincent	2015		18	ultra-stable	English	Global	http://www.elinguistics.net/Lexical_comparison.html	Beaufils2015	Beaufils2015	This list is proposed as part of the [eLinguistics.net project](http://www.elinguistics.net) which aims to automatically compare languages all over the world by means of 18 words which are converted to sound classes and compared for similarity by using pre-established scores for sound-correspondence probability (using the findings by [Brown et al. 2011](:bib:Brown2013)). According to the compiler, the selection of the words was based on a comparison of proposed concept lists (e.g. by [Jakhontov](:ref:Yakhontov-1991-35), [Dolgopolsky](:ref:Dolgopolsky-1964-15), and [Holman](:ref:Holman-2008-40)) along with a test of the performance of the words in producing senseful language trees based on the algorithm proposed by the eLinguistics.net project.		
Dolgopolsky-1964-15	Dolgopolsky, Aaron B.	1964		15	ultra-stable	Russian, English	Global		Dolgopolsky1964, Dolgopolsky1986	Dolgopolsky1964, Dolgopolsky1986	This list proposed by A. Dolgopolsky in 1964 was claimed to be «ultrastable», reflecting concepts which are barely replaced during language evolution. Since Dolgopolsky makes no distinction between «who» and «what», the list can be mapped to more than just the proposed 15 concepts in other concept lists (such as, for example, the [100 item list by Swadesh](:ref:Swadesh-1955-100)).	55, 34f	
Holman-2008-40	Holman, Eric W. and Wichmann, Søren and Brown, Cecil H. and Velupillai, Viveka and Müller, Andreas and Bakker, Dik	2008		40	ultra-stable	English	Global	http://www.researchgate.net/profile/Soren_Wichmann/publication/40853552_Explorations_in_automated_language_classification/links/09e41508a4943d4255000000.pdf	Holman2008	Holman2008	This list is supposed to be very stable and has been used as the reference list for the [ASJP project](http://asjp.clld.org) in which 40-word lists of more than two thirds of all languages of the world were collected. We provide the original rankins along with the [list of 100 items](:ref:Holman-2008-100).		ASJP
Shevoroshkin-1991-23	Shevoroshkin, Vitalij V. and Manaster Ramer, Alexis	1991		23	ultra-stable	English	Global		Shevoroshkin1991	Shevoroshkin1991	This list is an extension to [Dolgopolsky's short list of 15 items](:ref:Dolgopolsky-1964-15). According to the compilers, it was obtained by slightly relaxing Dolgopolsky's original criteria for concept selection.	188f	
Meillet-1921-16	Meillet, Antoine	1921		16	ultra-stable	French	Global		Meillet1965, Hymes1960		This is not a real list proposed by Meillet, but rather a collection of examples for words which are less frequently replaced during language history. The original list was published in 1921, but for our research we had to rely on a later edition from 1965, which is why we can't provide the exact page on which the original «list» can be found.	?, 5	
Yakhontov-1991-65	Yakhontov, Sergej	1991		65	unstable	Russian, English	Global		Starostin1991	Starostin1991	This is the supposedly less stable part of [Yakhontovs list of 100 items](:ref:Yakhontov-1991-100).	93	
Swadesh-1960-100b	Swadesh, Morris	1960	b	100	unstable	English	Global		Hymes1960	Hymes1960	According to the source, this list was proposed by Swadesh as a diagnostic test list that could supplement the [list of 100 items](:ref:Swadesh-1955-100) in case researchers would face difficulties in identifying all translational equivalents for the 100 item list. Unfortunately, the only source which we could find for this list, [Hymes (1960)](http:bibliography.lingpy.org?key=Hymes1960), presents the concept glosses in an abbreviated form which does not allow us to distinguish whether we are dealing with verbal or nominal meanings. As a confusing result of this, the concept «rain» occurs twice, both in this [stable list of 100 items](:ref:Swadesh-1960-100a) (item 76) and in this supplementary list (item 121).	6	
Ringe-2002-333	Ringe, Donald and Warnow, Tandy and Taylor, Ann	2002		333	areal	English	Indo-European	http://www.cs.rice.edu/~nakhleh/CPHL/ie-wordlist-07.pdf	Ringe2002	Ringe2002	This list was used for a cladistic study of 24 Indo-European languages ([Ringe et al. 2002](:bib:Ringe2002)). The authors describe the list as being derived from the two traditional Swadesh lists ([Swadesh 1952](:ref:Swadesh-1952-200), and [1955](:ref:Swadesh-1955-100)), to which they added an additional number of 121 lexical items which are supposed to be indicative of subgrouping of Indo-European languages. The first two Swadesh lists originally make up about 207 items, but since the compilers further split five items into two sets, the «Swadesh part» of the list consists of 212 items in total. For this reason, the complete list contains 333 items. The compilers give further specifications of some of their concepts which we added in an additional column called ANNOTATION. Since many of these specifications are, however, optional, they were not entirely considered to carry out the mapping.		
Dyen-1992-200	Dyen, Isidore and Kruskal, Joseph B. and Black, Paul	1992		200	basic	English	Indo-European	http://www.wordgumbo.com/ie/cmp/iedata.txt	Dyen1992		This is the famous concept list underlying the Dyen, Kruskal, and Black database which was first presented in 1992 but later published electronically in 1997. The database was used for multiple studies and inspired the creation of IELex as a successor database, with an [expanded list of 207 concepts](:ref:Dunn-2012-207). Regarding the intended concepts, the list is entirely identical with [Swadesh's 200 item list](:ref:Swadesh-1952-200). Regarding the concept labels, however, the list shows some slight differences. For a ranked version of this list, based on the inferred stability of words in a phylogenetic analysis, see the list by [Pagel et al. (2007)](:ref:Pagel-2007-200).		
