# Wordlist

# DATA
ID	LIST_ID	CONCEPTLIST	CONCEPTID	CONCEPT	ENGLISH	AGE SCORE	AGE_SCORE	ANALYZABILITY SCORE	BENNET1976100	BORROWED SCORE	BORROWING_SCORE	CATEGORY	CHEN1996200	CHINESE	COMMON_CHINESE	COMPOSITE SCORE	CONCEPTICON_GLOSS	CONTEXT	DEFINITION	DESCRIPTION	DSS_ID	FRENCH	GERMAN	HAUSA	IDS_ID	JACHONTOV_35	LATIN	NUMBER	NUMBERINSOURCE	OCCURRENCES	OMEGAWIKI	ONTOLOGICAL_CATEGORY	PAGENUMBER	RANK	REPRESENTATION	REPRESENTATION SCORE	RUSSIAN	SEEALSO	SEMANTICFIELD	SEMANTIC_FIELD	SIMPLICITY_SCORE	SPANISH	SWADESH_100	SWADESH_200	SWADESH_GLOSS	URL	WIKTIONARY	WOLD	WOLD_ID	RELATIONS
#
3141	Zgraggen-1980-380-163	Zgraggen-1980-380	630	LIGHT OF FIRE	LIGHT OF FIRE												LIGHT RADIATION											163																						similar
#
10490		0CONCEPTICON	630	LIGHT RADIATION													LIGHT RADIATION		Electromagnetic radiation that is capable of causing a visual sensation. (Source: CED)												2158	Person/Thing						-	The physical world									1.61		similar
#
10912		0CONCEPTICON	1052	LIGHT WEIGHT													LIGHT WEIGHT		With a small mass, little weight or density; the opposite of heavy.												452743	Property						-	Sense perception									15.82		similar
#
10597		0CONCEPTICON	737	LIGHT, IGNITE													LIGHT, IGNITE		To start a fire or light a flame.												339690	Action/Process						-	The physical world									1.86		similar
#
2227	Huber-1992-374-70	Huber-1992-374	1654	LIGHTNING	LIGHTNING												LIGHTNING											70														RELÁMPAGO								similar
3264	Zgraggen-1980-380-318c	Zgraggen-1980-380	1654	LIGHTNING	LIGHTNING												LIGHTNING											318c																						similar
11514		0CONCEPTICON	1654	LIGHTNING													LIGHTNING		The flash of light caused by the discharge of atmospheric electrical charge.												6811	Person/Thing						-	The physical world									1.55		similar
#
10977		0CONCEPTICON	1117	LIKE													LIKE		To enjoy, be in favor/favour of.												486031	Action/Process						-	Emotions and values									-		similar
#
3111	Zgraggen-1980-380-130	Zgraggen-1980-380	982	LIME	LIME												LIME											130																						similar
10842		0CONCEPTICON	982	LIME													LIME		A green citrus fruit												422609	Person/Thing						-	Agriculture and vegetation									-		similar
#
10226		0CONCEPTICON	366	LIMP													LIMP		To walk lamely, as if favouring one leg.												1511001	Action/Process						-	Motion									10.451		similar
#
10908		0CONCEPTICON	1048	LINE													LINE		An infinitely long, infinitely thin, not bent line in geometry.												451773	Person/Thing						873185	Spatial relations									12.84		similar
#
10776		0CONCEPTICON	916	LINEN													LINEN		A material made from the fibers of the flax plant.												389134	Person/Thing						-	Clothing and grooming									6.23		similar
#
11246		0CONCEPTICON	1386	LION													LION		A large cat (Panthera leo) that is native to Africa, Asia and formerly much of Europe.												5961	Person/Thing						-	Animals									3.72		similar
#
2160	Huber-1992-374-3	Huber-1992-374	478	LIP	LIP												LIP											3														LABIO								similar
10338		0CONCEPTICON	478	LIP													LIP		Either of the two fleshy protrusions around the opening of the mouth.												154710	Person/Thing						-	The body									4.25		similar
#
9918		0CONCEPTICON	58	LIQUID													LIQUID		Existing as or having characteristics of a liquid.												1108224	Property						-	The physical world									-		similar
#
10702		0CONCEPTICON	842	LIQUOR													LIQUOR		Alcoholic beverage containing more than 20 percent alcohol.												358484	Person/Thing						-	Food and drink									-		similar
#
11468		0CONCEPTICON	1608	LISTEN													LISTEN		To perceive with the ear (paying attention to what is heard).												6576	Action/Process						-	Sense perception									15.42		similar
#
2422	Huber-1992-374-273	Huber-1992-374	1224	LIVER	LIVER												LIVER											273														HÍGADO								similar
3066	Zgraggen-1980-380-81	Zgraggen-1980-380	1224	LIVER	LIVER												LIVER											81																						similar
11084		0CONCEPTICON	1224	LIVER													LIVER		A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.												5476	Person/Thing						-	The body									4.45		similar
#
10491		0CONCEPTICON	631	LIVESTOCK													LIVESTOCK		Cattle, horses, and similar animals kept for domestic use especially on a farm.												2183	Person/Thing						-	Animals									3.15		similar
#
10492		0CONCEPTICON	632	LIZARD													LIZARD		Any reptile of the suborder Lacertilia, especially those of the family Lacertidae, typically having an elongated body, four limbs, and a small tail: includes the gechos, iguanas, chameleons, monitors, and slow worms.												2189	Person/Thing						-	Animals									3.96		similar
#
11539		0CONCEPTICON	1679	LOAD													LOAD		The weight (materials, products, etc.) to be borne or conveyed.												691664	Person/Thing						-	Basic actions and technology									-		similar
#
11456		0CONCEPTICON	1596	LOCK													LOCK		Something used for fastening, which can only be opened with a key or combination.												6546	Person/Thing						-	The house									7.23		similar
#
10670		0CONCEPTICON	810	LOCUST													LOCUST		Migratory grasshoppers of the order Orthoptera of warm regions having short antennae.												349672	Person/Thing						-	Animals									-		similar
#
10047		0CONCEPTICON	187	LOIN													LOIN		The part of the body (of humans and quadrupeds) each side of the backbone between the ribs and hips.												1398982	Person/Thing						-	The body									-		similar
#
3185	Zgraggen-1980-380-213	Zgraggen-1980-380	1965	LOINCLOTH	LOINCLOTH												LOINCLOTH											213																						similar
11825		0CONCEPTICON	1965	LOINCLOTH													LOINCLOTH		A cloth worn to cover the loins.												907107	Person/Thing						-	Clothing and grooming									-		similar
#
2413	Huber-1992-374-263	Huber-1992-374	1203	LONG	LONG												LONG											263														LARGO								similar
3205	Zgraggen-1980-380-240	Zgraggen-1980-380	1203	LONG	LONG												LONG											240																						similar
11063		0CONCEPTICON	1203	LONG													LONG		Having much distance from one terminating point on an object or an area to another terminating point.												5438	Property						-	Spatial relations									12.57		similar
#
10233		0CONCEPTICON	373	LONG AGO													LONG AGO		At a time in the past, especially the distant past.												1511039	Other						-	Time									-		similar
#
2387	Huber-1992-374-236	Huber-1992-374	444	LONG HAIR	LONG HAIR												LONG HAIR											236														PELO LARGO								similar
10304		0CONCEPTICON	444	LONG HAIR													LONG HAIR		Hair that is not cut.												1541248	Person/Thing						-	The body									-		similar
#
11679		0CONCEPTICON	1819	LOOK													LOOK		To actively use one's eyes.												7550	Action/Process						-	Sense perception									15.52		similar
#
3295	Zgraggen-1980-380-353	Zgraggen-1980-380	1468	LOOK FOR	LOOK FOR												LOOK FOR											353																						similar
11328		0CONCEPTICON	1468	LOOK FOR													LOOK FOR		To try to find something.												6142	Action/Process						-	Possession									11.31		similar
#
11647		0CONCEPTICON	1787	LOOM													LOOM		A frame or machine (made of wood or other material) in which a weaver forms cloth out of thread; a machine for interweaving yarn or threads into a fabric.												7280	Person/Thing						-	Clothing and grooming									6.34		similar
#
11793		0CONCEPTICON	1933	LOOSEN													LOOSEN		To make undone or untied ; to free from any fastening.												853143	Action/Process						-	Basic actions and technology									-		similar
#
11520		0CONCEPTICON	1660	LOSE													LOSE		To be beaten or to fail to win in an event.												6832	Action/Process						-	Possession									11.33		similar
#
10237		0CONCEPTICON	377	LOUD													LOUD		A sound of great intensity; noisy.												1511054	Property						-	Sense perception									15.45		similar
#
2300	Huber-1992-374-143	Huber-1992-374	1392	LOUSE	LOUSE												LOUSE											143														PIOJO								similar
3094	Zgraggen-1980-380-112	Zgraggen-1980-380	1392	LOUSE	LOUSE												LOUSE											112																						similar
11252		0CONCEPTICON	1392	LOUSE													LOUSE		A small wingless parasitic insect of the order Phthiraptera that lives on humans, other mammals and birds.												5980	Person/Thing						1510396,1510400	Animals									3.811		similar
#
10783		0CONCEPTICON	923	LOVE													LOVE		To have an intense feeling of affection and care towards another person.												395193	Action/Process						-	Emotions and values									16.27		similar
#
10581		0CONCEPTICON	721	LOW													LOW		In a position comparatively close to the ground.												336887	Property						-	Spatial relations									12.32		similar
#
10886		0CONCEPTICON	1026	LOW TIDE													LOW TIDE		the tide at the point of maximum ebb.												440739	Person/Thing						-	The physical world									1.353		similar
#
10396		0CONCEPTICON	536	LOW VOICE													LOW VOICE		Speaking quietly: to talk in a low voice.												1581352	Other						-	Speech and language									-		similar
#
2391	Huber-1992-374-240	Huber-1992-374	446	LOWER ARM	LOWER ARM												LOWER ARM											240														ANTEBRAZO								similar
10306		0CONCEPTICON	446	LOWER ARM													LOWER ARM		the part of the arm between the elbow and the hand.												1541256	Person/Thing						-	The body									-		similar
#
2393	Huber-1992-374-242	Huber-1992-374	447	LOWER LEG	LOWER LEG												LOWER LEG											242														LA PIERNA INFERIOR								similar
10307		0CONCEPTICON	447	LOWER LEG													LOWER LEG		part of the leg between the knee and the foot.												1541261	Person/Thing						-	The body									-		similar
#
10628		0CONCEPTICON	768	LUNCH													LUNCH		Meal usually eaten at midday.												343542	Person/Thing						-	Food and drink									5.43		similar
#
3067	Zgraggen-1980-380-82	Zgraggen-1980-380	688	LUNG	LUNG												LUNG											82																						similar
10548		0CONCEPTICON	688	LUNG													LUNG		A biological organ that extracts oxygen from the air.												334158	Person/Thing						-	The body									4.441		similar
#
2192	Huber-1992-374-35	Huber-1992-374	688	LUNGS	LUNGS												LUNG											35														PULMONES								similar
#
2286	Huber-1992-374-129	Huber-1992-374	1630	MACAW	MACAW												MACAW											129														GUACAMAYO								similar
11490		0CONCEPTICON	1630	MACAW													MACAW		Large colorful parrots of the Americas, classified into six of the many Psittacidae genera: Ara, Anodorhynchus, Cyanopsitta, Primolius, Orthopsittaca, and Diopsittaca.												667122	Person/Thing						-	Animals									-		similar
#
10004		0CONCEPTICON	144	MACHINE													MACHINE		A device able to perform a particular, more or less complex, job.												1309356	Person/Thing						-	Modern world									23.19		similar
#
11759		0CONCEPTICON	1899	MAD													MAD		Mentally ill.												833779	Property						1067624	Cognition									17.23		similar
#
10252		0CONCEPTICON	392	MAGIC													MAGIC		The use of rituals or actions, especially based on supernatural or occult knowledge, to manipulate or obtain information about the natural world, especially when seen as falling outside the realm of religion; also the forces allegedly drawn on for such practices. A specific ritual or procedure associated with supernatural magic or with mysticism; a spell.												1511137	Person/Thing						-	Religion and belief									22.42		similar
#
10315		0CONCEPTICON	455	MAHOGANY TREE													MAHOGANY TREE		A species of trees in the mahogany family Meliaceae, native to tropical Africa and Madagascar.												1542685	Person/Thing						-	Agriculture and vegetation									-		similar
#
10027		0CONCEPTICON	167	MAIL													MAIL		A batch of letters and parcels received via post.												1366616	Person/Thing						-	Modern world									23.4		similar
#
10938		0CONCEPTICON	1078	MAIN													MAIN		The most important element.												467005	Other						-	Cognition									-		similar
#
10026		0CONCEPTICON	166	MAINLAND													MAINLAND		A large and continuous mass of land representing most of a region or a country but excluding outlying islands.												1364993	Person/Thing						1373397	The physical world									1.26		similar
#
10366		0CONCEPTICON	506	MAIZE													MAIZE		A type of grain of the species Zea mays.												157264	Person/Thing						-	Agriculture and vegetation									8.47		similar
#
3296	Zgraggen-1980-380-354	Zgraggen-1980-380	734	MAKE	MAKE												MAKE											354																						similar
10594		0CONCEPTICON	734	MAKE													MAKE		To create something by combining or assembling materials or parts or by changing it.												339200	Action/Process						-	Basic actions and technology									9.111		similar
#
11875		0CONCEPTICON	2015	MAKE DRY													MAKE DRY		To remove the moisture and make dry.												980597	Action/Process						7277	Basic actions and technology									-		similar
#
2196	Huber-1992-374-39	Huber-1992-374	1553	MALE	MALE												MALE											39														VARÓN								similar
3089	Zgraggen-1980-380-107	Zgraggen-1980-380	1553	MALE	MALE												MALE											107																						similar
11413		0CONCEPTICON	1553	MALE													MALE		Of, relating to, or denoting a member of the sex that begets young by fertilizing ova.												6396	Property						6395	Kinship									2.23;3.12		similar
#
2195	Huber-1992-374-38	Huber-1992-374	1554	MAN	MAN												MAN											38														HOMBRE								similar
3012	Zgraggen-1980-380-1	Zgraggen-1980-380	1554	MAN	MAN												MAN											1																						similar
11414		0CONCEPTICON	1554	MAN													MAN		An adult human member of the sex that begets young by fertilizing ova.												6397	Person/Thing						-	Kinship									2.21		similar
#
11778		0CONCEPTICON	1918	MANE													MANE		The long hair in the neck of horses and lions.												8446	Person/Thing						-	The body									-		similar
#
10210		0CONCEPTICON	350	MANGROVE													MANGROVE		Any of various tropical evergreen trees or shrubs that grow in shallow coastal water; Plants of the Rhizophoraceae family and/or of the genus Rhizophora.												1510912	Person/Thing						-	Agriculture and vegetation									-		similar
#
2320	Huber-1992-374-163	Huber-1992-374	927	MANIOC	MANIOC												MANIOC											163														YUCA								similar
10787		0CONCEPTICON	927	MANIOC													MANIOC		Shrub (Manihot esculenta) whose roots are rich in starch												395809	Person/Thing						-	Agriculture and vegetation									8.92		similar
#
10267		0CONCEPTICON	407	MANIOC BREAD													MANIOC BREAD		Bread made of the roots of the cassava plant.												1526633	Person/Thing						-	Food and drink									5.983		similar
#
2321	Huber-1992-374-164	Huber-1992-374	324	MANIOC FLOUR	MANIOC FLOUR												MANIOC FLOUR											164														HARINA DE YUCA								similar
10184		0CONCEPTICON	324	MANIOC FLOUR													MANIOC FLOUR		Flour made of the cassava plant or root.												1510514	Person/Thing						-	Agriculture and vegetation									-		similar
#
10348		0CONCEPTICON	488	MANNER													MANNER		Way of performing or effecting anything.												155620	Person/Thing						-	Cognition									17.49		similar
#
11829		0CONCEPTICON	1969	MANTOU													MANTOU		Steamed bun made of flour, water and yeast originating from Chinese cuisine.												910204	Person/Thing						-	Food and drink									-		similar
#
2412	Huber-1992-374-262	Huber-1992-374	1198	MANY	MANY												MANY											262														MUCHO(S)								similar
3207	Zgraggen-1980-380-242	Zgraggen-1980-380	1198	MANY	MANY												MANY											242																						similar
11058		0CONCEPTICON	1198	MANY													MANY		An indefinite large number of.												5423	Other						-	Quantity									13.15		similar
#
10380		0CONCEPTICON	520	MANZANITA													MANZANITA		Species of the genus Arctostaphylos; evergreen shrubs or small trees present in the chaparral biome of western North America.												1579894	Person/Thing						-	Agriculture and vegetation									-		similar
#
10798		0CONCEPTICON	938	MARE													MARE		An adult female horse.												400028	Person/Thing						-	Animals									3.44		similar
#
10493		0CONCEPTICON	633	MARKET													MARKET		Place of commercial activity in which articles are bought and sold.												2276	Person/Thing						-	Possession									11.85		similar
#
10284		0CONCEPTICON	424	MARRIED MAN													MARRIED MAN		A married man												1539796	Person/Thing						-	Kinship									2.38		similar
#
10286		0CONCEPTICON	426	MARRIED WOMAN													MARRIED WOMAN		a married woman												1539812	Person/Thing						-	Kinship									2.39		similar
#
11695		0CONCEPTICON	1835	MARROW													MARROW		Any of various squash plants grown for their elongated fruit with smooth dark green skin and whitish flesh.												7679	Person/Thing						-	Agriculture and vegetation									-		similar
#
10063		0CONCEPTICON	203	MARRY													MARRY		To enter marriage; to take a husband or a wife.												1411401	Action/Process						8234;8236	Kinship									2.33		similar
#
10416		0CONCEPTICON	556	MARRY OFF													MARRY OFF		To force someone to get married, usually a relative.												1581779	Action/Process						-	Kinship									-		similar
#
2348	Huber-1992-374-197	Huber-1992-374	2005	MASK	MASK												MASK											197														MÁSCARA								similar
11865		0CONCEPTICON	2005	MASK													MASK		A cover, or partial cover, for the face, used for disguise or protection.												962485	Person/Thing						-	Clothing and grooming									-		similar
#
10737		0CONCEPTICON	877	MASON													MASON		A craftsman who builds in stone or brick otherwise known as masonry.												372205	Person/Thing						-	The house									7.61		similar
#
10044		0CONCEPTICON	184	MAST													MAST		Post of wood or steel, long, round and straight, standing on a ship, intended to carry the sails, flags, floodlights, or communications equipment.												1393299	Person/Thing						-	Motion									10.87		similar
#
10243		0CONCEPTICON	383	MASTER													MASTER		Someone who has control over something or someone; the owner of an animal or slave or someone who employs others.												1511091	Person/Thing						-	Social and political relations									19.41		similar
#
2236	Huber-1992-374-79	Huber-1992-374	195	MAT	MAT												MAT											79														ESTERA								similar
10055		0CONCEPTICON	195	MAT													MAT		A flat object laid on the floor to protect a person from the hard floor.												1405241	Person/Thing						-	Basic actions and technology									9.77		similar
#
10993		0CONCEPTICON	1133	MATCH													MATCH		A stick with inflammable substance on one end that can be set on fire by friction.												499237	Person/Thing						-	The physical world									1.87		similar
#
9965		0CONCEPTICON	105	MATTRESS													MATTRESS		A pad on which a person can recline and sleep.												1188104	Person/Thing						-	Modern world									23.53		similar
#
10801		0CONCEPTICON	941	MEAD													MEAD		Wine made of honey.												403676	Person/Thing						-	Food and drink									5.91		similar
#
11386		0CONCEPTICON	1526	MEAL													MEAL		Food that is prepared and eaten, usually at a specific time.												6332	Person/Thing						-	Food and drink									5.41		similar
#
11366		0CONCEPTICON	1506	MEASURE													MEASURE		To ascertain the quantity of a unit of material via calculated comparison with respect to a standard.												626882	Action/Process						-	Spatial relations									12.54		similar
#
3097	Zgraggen-1980-380-116	Zgraggen-1980-380	634	MEAT	MEAT												MEAT											116																						similar
10494		0CONCEPTICON	634	MEAT													MEAT		The edible flesh of animals, especially that of mammals.												2300	Person/Thing						-	Food and drink									5.61		similar
#
11232		0CONCEPTICON	1372	MEDICINE													MEDICINE		A substance which specifically promotes healing.												5919	Person/Thing						-	The body									4.88		similar
#
11691		0CONCEPTICON	1831	MEET													MEET		To collect in one place, usually for a purpose.												7643	Action/Process						343877	Social and political relations									19.65		similar
#
10195		0CONCEPTICON	335	MEETING HOUSE													MEETING HOUSE		A building where people meet for a purpose.												1510584	Person/Thing						-	The house									7.18		similar
#
10367		0CONCEPTICON	507	MELON													MELON		A fruit of any of the species from the family Cucurbitaceae that has relatively hard inedible shells and plenty of sweet flesh. The fruits may vary in size but is usually not smaller than one decimeter in diameter.												157304	Person/Thing						-	Agriculture and vegetation									-		similar
#
10878		0CONCEPTICON	1018	MEMORY													MEMORY		The ability of an organism to record information combined with the facility of recall.												435393	Person/Thing						-	Cognition									-		similar
#
10268		0CONCEPTICON	408	MEN'S HOUSE													MEN'S HOUSE		A separate building for male persons.												1526639	Person/Thing						-	The house									7.16		similar
#
10626		0CONCEPTICON	766	MENSTRUATION													MENSTRUATION		The period in the menstrual cycle when the endometrium is shed when conception did not take place.												343457	Person/Thing						-	The body									-		similar
#
10942		0CONCEPTICON	1082	MERCHANT													MERCHANT		A businessperson engaged in trade.												470229	Person/Thing						-	Possession									11.84		similar
#
11836		0CONCEPTICON	1976	MERRY													MERRY		In good spirits.												920639	Property						-	Emotions and values									-		similar
#
10943		0CONCEPTICON	1083	MESS													MESS		A state of confusion and disorderliness.												470273	Person/Thing						-	The physical world									-		similar
#
9872		0CONCEPTICON	12	MIDDAY													MIDDAY		Time of day when the sun is in its zenith.												1026415	Person/Thing						-	Time									14.45		similar
#
10953		0CONCEPTICON	1093	MIDDLE													MIDDLE		Being in the midway between the ends.												475332	Person/Thing						-	Spatial relations									12.37		similar
#
2468	Huber-1992-374-319	Huber-1992-374	635	MILK	MILK												MILK FLUID											319														LECHE								similar
#
10495		0CONCEPTICON	635	MILK FLUID													MILK FLUID		The whitish fluid secreted by the mammary gland for the nourishment of the young; composed of carbohydrates, proteins, fats, mineral salts, vitamins, and antibodies.												2358	Person/Thing						-	Food and drink									5.86		similar
#
10496		0CONCEPTICON	636	MILL													MILL		A building where grain is crushed into flour.												2359	Person/Thing						-	Food and drink									5.57		similar
#
10791		0CONCEPTICON	931	MILLET													MILLET		A group of small-seeded species of cereal crops, widely grown around the world for food and fodder.												397763	Person/Thing						-	Agriculture and vegetation									8.911		similar
#
11422		0CONCEPTICON	1562	MIND													MIND		The ability for rational thought.												6418	Person/Thing						-	Cognition									17.11		similar
#
10346		0CONCEPTICON	486	MINISTER													MINISTER		A person appointed to a high office in the government.												155405	Person/Thing						-	Modern world									23.32		similar
#
11031		0CONCEPTICON	1171	MIRROR													MIRROR		A smooth surface, usually made of glass with reflective material painted on the underside, that reflects light so as to give an image of what is in front of it.												520838	Person/Thing						7472	Clothing and grooming									6.96		similar
#
10021		0CONCEPTICON	161	MISS													MISS		To fail to hit (a target, a bell, etc.).												1337987	Action/Process						-	Warfare and hunting									20.63		similar
#
11153		0CONCEPTICON	1293	MISTAKE													MISTAKE		A mistake, an oversight, a slight; usually apologetic, referring to one's own failures.												5651	Person/Thing						-	Emotions and values									16.77		similar
#
11877		0CONCEPTICON	2017	MIX													MIX		To mix together different elements.												982997	Action/Process						-	Food and drink									5.49		similar
#
9888		0CONCEPTICON	28	MOISTEN													MOISTEN		To make moist.												1061652	Action/Process						-	Basic actions and technology									-		similar
#
10909		0CONCEPTICON	1049	MOLAR TOOTH													MOLAR TOOTH		A tooth located in the back of the mouth used for crushing and grinding food.												451991	Person/Thing						-	The body									4.272		similar
#
10149		0CONCEPTICON	289	MOLD													MOLD		To create something, usually for a specific function.												1507122	Action/Process						-	Basic actions and technology									9.72		similar
#
11767		0CONCEPTICON	1907	MOLE													MOLE		Small insectivorous mammal, especially of the family Talpidae, living chiefly underground, and having velvety fur, very small eyes, and strong forefeet.												8385	Person/Thing						-	Animals									-		similar
#
11557		0CONCEPTICON	1697	MONDAY													MONDAY		The first day of the week in Europe and in systems using the ISO 8601 norm; the second day of the week in the United States of America.												6992	Person/Thing						-	Time									14.63		similar
#
11419		0CONCEPTICON	1559	MONEY													MONEY		An unspecified amount in a currency.												6408	Person/Thing						-	Possession									11.43		similar
#
11210		0CONCEPTICON	1350	MONKEY													MONKEY		A primate from the group “New World monkeys” or “Old World monkeys” (Simiiformes, excluding the superfamily Hominoidea or apes) that lives mainly in rainforests and is distinguished from an Ape by its smaller size and its tail.												5870	Person/Thing						-	Animals									3.76		similar
#
11230		0CONCEPTICON	1370	MONTH													MONTH		A period into which a year is divided, historically based on the phases of the moon. In the Gregorian calendar there are twelve months.												5914	Person/Thing						-	Time									14.71		similar
#
2222	Huber-1992-374-65	Huber-1992-374	1313	MOON	MOON												MOON											65														LUNA								similar
3148	Zgraggen-1980-380-173	Zgraggen-1980-380	1313	MOON	MOON												MOON											173																						similar
11173		0CONCEPTICON	1313	MOON													MOON		A natural satellite of a planet.												5729	Person/Thing						-	The physical world									1.53		similar
#
11852		0CONCEPTICON	1992	MORE													MORE		[Used in forming the comparative form of many adjectives and almost all comparable adverbs.]												950694	Other						1379482	Quantity									13.16		similar
#
3224	Zgraggen-1980-380-268	Zgraggen-1980-380	1339	MORNING	MORNING												MORNING											268																						similar
11199		0CONCEPTICON	1339	MORNING													MORNING		The period of time from the start of the day (midnight) until midday (12:00).												5840	Person/Thing						1452308	Time									14.44		similar
#
11591		0CONCEPTICON	1731	MORTAR BINDER													MORTAR BINDER		Paste made of a mixture of a binder (cement, plaster or lime), sand and water used in masonry to make bricks, stones, etc. stick together.												703845	Person/Thing						-	The house									7.63		similar
#
10084		0CONCEPTICON	224	MORTAR CRUSHER													MORTAR CRUSHER		A bowl used to crush and grind ingredients with a pestle.												1454028	Person/Thing						-	Food and drink									5.58		similar
#
11463		0CONCEPTICON	1603	MOSQUE													MOSQUE		A place of worship for followers of the Islamic faith.												6563	Person/Thing						-	Religion and belief									22.132		similar
#
2301	Huber-1992-374-144	Huber-1992-374	1509	MOSQUITO	MOSQUITO												MOSQUITO											144														ZANCUDO								similar
3095	Zgraggen-1980-380-114	Zgraggen-1980-380	1509	MOSQUITO	MOSQUITO												MOSQUITO											114																						similar
11369		0CONCEPTICON	1509	MOSQUITO													MOSQUITO		A small flying insect (of the family Culicidae) known for biting and sucking blood.												630453	Person/Thing						-	Animals									3.832		similar
#
10497		0CONCEPTICON	637	MOSS													MOSS		Any plant of the class Bryophyta, occurring in nearly all damp habitats.												2413	Person/Thing						-	Agriculture and vegetation									-		similar
#
2202	Huber-1992-374-45	Huber-1992-374	1216	MOTHER	MOTHER												MOTHER											45														MADRE								similar
3020	Zgraggen-1980-380-12	Zgraggen-1980-380	1216	MOTHER	MOTHER												MOTHER											12																						similar
11076		0CONCEPTICON	1216	MOTHER													MOTHER		A woman who has at least one child.												5463	Person/Thing						-	Kinship									2.36		similar
#
11844		0CONCEPTICON	1984	MOTHER'S BROTHER													MOTHER'S BROTHER		The brother of someone’s mother.												936024	Person/Thing						-	Kinship									2.511		similar
#
10031		0CONCEPTICON	171	MOTHER'S SISTER													MOTHER'S SISTER		The sister of one's mother.												1372595	Person/Thing						-	Kinship									2.521		similar
#
10910		0CONCEPTICON	1050	MOTHER-IN-LAW													MOTHER-IN-LAW		The mother of someone's spouse.												452350	Person/Thing						-	Kinship									2.62;2.621		similar
#
11496		0CONCEPTICON	1636	MOTIONLESS													MOTIONLESS		Not moving.												669395	Other						-	Motion									-		similar
#
9970		0CONCEPTICON	110	MOTOR													MOTOR		A machine in which power is applied to do work by the conversion of various forms of energy into mechanical force and motion.												1200	Person/Thing						-	Modern world									23.185		similar
#
10498		0CONCEPTICON	638	MOTORCYCLE													MOTORCYCLE		Single-track, two-wheeled motor vehicle.												2414	Person/Thing						-	Modern world									23.135		similar
#
11026		0CONCEPTICON	1166	MOULD													MOULD		A frame or model around or on which something is formed or shaped.												517445	Person/Thing						-	Basic actions and technology									-		similar
#
2442	Huber-1992-374-293	Huber-1992-374	639	MOUNTAIN	MOUNTAIN												MOUNTAIN											293														MONTAÑA								similar
3149	Zgraggen-1980-380-174	Zgraggen-1980-380	639	MOUNTAIN	MOUNTAIN												MOUNTAIN											174																						similar
10499		0CONCEPTICON	639	MOUNTAIN													MOUNTAIN		A feature of the earth's surface that rises high above the base and has generally steep slopes and a relatively small summit area.												2421	Person/Thing						-	The physical world									1.22		similar
#
2277	Huber-1992-374-120	Huber-1992-374	1491	MOUSE	MOUSE												MOUSE											120														RATÓN								similar
11351		0CONCEPTICON	1491	MOUSE													MOUSE		Any of numerous small rodents of the genus ''mus'' or various related genera of the ''Muridæ'' family characterised by a long hairless tail, rounded ears, and a pointed nose.												6237	Person/Thing						-	Animals									3.63		similar
#
11025		0CONCEPTICON	1165	MOUSTACHE													MOUSTACHE		A growth of facial hair between the nose and the upper lip.												517265	Person/Thing						-	The body									-		similar
#
2159	Huber-1992-374-2	Huber-1992-374	674	MOUTH	MOUTH												MOUTH											2														BOCA								similar
3036	Zgraggen-1980-380-41	Zgraggen-1980-380	674	MOUTH	MOUTH												MOUTH											41																						similar
10534		0CONCEPTICON	674	MOUTH													MOUTH		Opening in the lower half of a human face which is used for food ingestion and articulation.												332000	Person/Thing						161654	The body									4.24		similar
#
10625		0CONCEPTICON	765	MOVE													MOVE		To change the location of an object.												343359	Action/Process						-	Motion									10.11		similar
#
10089		0CONCEPTICON	229	MOVE AWAY													MOVE AWAY		To change one's domicile or place of business.												1462871	Action/Process						-	Basic actions and technology									-		similar
#
10076		0CONCEPTICON	216	MOVIE													MOVIE		A sequence of animated images.												1431	Person/Thing						-	Modern world									23.62		similar
#
10050		0CONCEPTICON	190	MOW													MOW		To cut all [the grass, crop or any thin plants] of a surface area of the ground.												1403529	Action/Process						-	Agriculture and vegetation									8.32		similar
#
10500		0CONCEPTICON	640	MUD													MUD		A mixture of clay and/or silt with water to form a plastic mass with a particle size preponderantly below 0.06 mm diameter. It is deposited in low-energy environments in lakes, estuaries and lagoons. It may also be deposited in deep-sea environments. (Source: WHIT)												2428	Person/Thing						-	The physical world									1.214		similar
#
10750		0CONCEPTICON	890	MULE													MULE		The offspring of a male donkey and a female horse.												377499	Person/Thing						-	Animals									3.47		similar
#
10398		0CONCEPTICON	538	MULTITUDE													MULTITUDE		A large number of something.												1581546	Person/Thing						-	Quantity									-		similar
#
9988		0CONCEPTICON	128	MUMBLE													MUMBLE		To speak unintelligibly and without articulating.												1258410	Action/Process						-	Speech and language									18.16		similar
#
10705		0CONCEPTICON	845	MURDER													MURDER		The intentional or premeditated killing of another person.												359371	Person/Thing						-	Law									21.42		similar
#
10864		0CONCEPTICON	1004	MUSCLE													MUSCLE		An organ formed by contractile tissue that moves other organs.												431414	Person/Thing						-	The body									-		similar
#
10260		0CONCEPTICON	400	MUSH													MUSH		Soaked clay or soil; very soft ground.												1521277	Person/Thing						-	The physical world									-		similar
#
