ID	Number	KBA_ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENTS	French	German	Afrikaans	Tswana	Scientific	Category	Möhlig	Swadesh	LJ
KBA-2021-912-233	233	m133-k-bp22-fl-fa	belly	1251	BELLY		ventre	Bauch	buik	mpa, di-		2. What refers to the body  2A.Parts of the Body and Secretions		s010	
KBA-2021-912-234	234	m134-k-bp-fl-fa	navel	1838	NAVEL		nombril	Nabel	nawel	khubu, di-; mohubu, me-		2. What refers to the body  2A.Parts of the Body and Secretions	M034		lj042
KBA-2021-912-235	235	m135-k-bp17-fl-fa	leg	1297	LEG		jambe	Bein	been, poot (dier)	leoto, ma-		2. What refers to the body  2A.Parts of the Body and Secretions		s088	lj037
KBA-2021-912-236	236	m136-k-bp16-fl-fa	thigh	471	UPPER LEG (THIGH)		cuisse	Oberschenkel	dy, bobeen			2. What refers to the body  2A.Parts of the Body and Secretions			lj076
KBA-2021-912-237	237	m137-k-bp20-fl-fa	knee	1371	KNEE		genou	Knie	knie	lengole, ma-		2. What refers to the body  2A.Parts of the Body and Secretions	M035	(s100)	lj059
KBA-2021-912-238	238	m138-k-bp13-fl-fa	foot	1301	FOOT		pied	Fuß	voet	lenao, ma-; lonao, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M036	s056	lj037
KBA-2021-912-239	239	m139-k-bp-fl-fa	ankle	803	ANKLE		cheville	Fußgelenk, Fußknöchel	enkel	legwejana, ma- (bone), lelengana, ma- (joint)		2. What refers to the body  2A.Parts of the Body and Secretions	M037		
KBA-2021-912-240	240	m14-k-bp-fl-fa	twins	1005	TWINS		jumeaux	Zwillinge	tweeling	lefatlha, ma-		1. Social life  1A.Social structure	M128		
KBA-2021-912-241	241	m140-k-bp12-fl-fa	heel	980	HEEL		talon	Ferse	hiel	serethe, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M038		
KBA-2021-912-242	242	m141-k-bp27-fl-fa	body	1480	BODY		corps	Körper	liggaam	mmele, mbele		2. What refers to the body  2A.Parts of the Body and Secretions	M001		
KBA-2021-912-243	243	m142-k-bp25-fl-fa	skin, hide				peau	Haut; Fell	huid	letlalo, ma-		2. What refers to the body  2A.Parts of the Body and Secretions	M039	s137	lj067
KBA-2021-912-244	244	m143-k-bp-fl-fa	flesh (meat)	2615	FLESH OR MEAT		chair	Fleisch	vleis	nama, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M040	s096	lj018
KBA-2021-912-245	245	m144-k-bp100-fl-fa	bone	1394	BONE		os	Knochen	been, knok	lerapo, ma-		2. What refers to the body  2A.Parts of the Body and Secretions	M041	s017	lj007
KBA-2021-912-246	246	m145-k-bp60-fl-fa	blood	946	BLOOD		sang	Blut	bloed	madi		2. What refers to the body  2A.Parts of the Body and Secretions	M043	s015	lj007
KBA-2021-912-247	247	m146-k-bp-fl-fa	vein, artery				veine, artère	Ader, Vene, Arterie	aar, slagaar	lesika, ma-; losika, ditshika; tshika, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M042		
KBA-2021-912-248	248	m147-k-bp53-fl-fa	intestines, guts	1991	INTESTINES		intestins, boyaux	Eingeweide	ingewande	lela, ma-		2. What refers to the body  2A.Parts of the Body and Secretions	M044	s064	
KBA-2021-912-249	249	m148-k-bp56-fl-fa	heart	1223	HEART		coeur	Herz	hart	pelo, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M045	s070	
KBA-2021-912-250	250	m149-k-bp97-fl-fa	lungs	688	LUNG		poumon	Lunge	long	lekwafo, ma-		2. What refers to the body  2A.Parts of the Body and Secretions	M046		
KBA-2021-912-251	251	m15-k2-bp-fl-fa	elder brother	1759	OLDER BROTHER		frêre aîné	älterer Bruder	ouder broer	mogolole, bo-		1. Social life  1A.Social structure			
KBA-2021-912-252	252	m15-k6-bp-fl-fa	elder brother	1759	OLDER BROTHER		frêre aîné	älterer Bruder	ouder broer	mogolole, bo-		1. Social life  1A.Social structure	M124		
KBA-2021-912-253	253	m150-k-bp-fl-fa	to breathe, breathe in	1407	BREATHE		respirer, inspirer	atmen, einatmen	asemhaal, inasem	hema		2. What refers to the body  2A.Parts of the Body and Secretions	M047	s018	
KBA-2021-912-254	254	m151-k-bp55-fl-fa	liver	1224	LIVER		foie	Leber	lewer	sebete, di		2. What refers to the body  2A.Parts of the Body and Secretions	M048	s091	lj066
KBA-2021-912-255	255	m152-k-bp98-fl-fa	kidney	489	KIDNEY		rein	Niere	nier	philo, di-		2. What refers to the body  2A.Parts of the Body and Secretions	M049		
KBA-2021-912-256	256	m153-k-bp-fl-fa	saliva (spittle)	1503	SALIVA		salive	Speichel, Spucke	spuug, speeksel	mate		2. What refers to the body  2A.Parts of the Body and Secretions	M050		
KBA-2021-912-257	257	m154-k-bp-fl-fa	sweat	125	SWEAT (SUBSTANCE)		sueur	Schweiß	sweet	mofufutso, me-		2. What refers to the body  2A.Parts of the Body and Secretions	M051		
KBA-2021-912-258	258	m155-k-bp-fl-fa	to take a bath, bathe	138	BATHE		se baigner	baden	bad, baai			2B. Hygiene and Medicine	M052		
KBA-2021-912-259	259	m156-k-bp-fl-fa	to wash (hands)	1453	WASH		laver	waschen (sich die Hände waschen)	was (hande)	-thlapa		2B. Hygiene and Medicine	M053	s180	
KBA-2021-912-260	260	m157-k-bp-fl-fa	to sneeze	1621	SNEEZE		éternuer	niesen	nies	-ethimola		2B. Hygiene and Medicine	M054		
KBA-2021-912-261	261	m158-k-bp-fl-fa	to be tired	1757	TIRED		être fatigué	müde sein	moeg wees	-lapa (become tired)		2B. Hygiene and Medicine	M055		
KBA-2021-912-262	262	m159-k-bp-fl-fa	to sleep	1585	SLEEP		dormir	schlafen	slaap	-robala		2B. Hygiene and Medicine	M056	s139	
KBA-2021-912-263	263	m16-k1-bp-fl-fa	elder sister	1758	OLDER SISTER		soeur ainée	ältere Schwester	ouder suster	nkgonne, bo-		1. Social life  1A.Social structure			
KBA-2021-912-264	264	m16-k5-bp-fl-fa	elder sister	1758	OLDER SISTER		soeur ainée	ältere Schwester	ouder suster	nkgonne, bo-		1. Social life  1A.Social structure	M125		
KBA-2021-912-265	265	m160-k-bp-fl-fa	to dream	1920	DREAM (SOMETHING)		rêver	träumen	droom	-lora		2B. Hygiene and Medicine	M057		
KBA-2021-912-266	266	m161-k-bp-fl-fa	dream	2374	DREAM		rêve	Traum	droom	toro, di-		2B. Hygiene and Medicine	M058		
KBA-2021-912-267	267	m162-k-bp-fl-fa	to snore	1983	SNORE		ronfler	schnarchen	snork	-rora; -gona		2B. Hygiene and Medicine	M059		
KBA-2021-912-268	268	m163-k-bp-fl-fa	blind	1653	BLIND		aveugle	blind	blind	-foufala (become blind, from sefofu)		2B. Hygiene and Medicine	M060		
KBA-2021-912-269	269	m164-k-bp-fl-fa	mute	1666	MUTE		muet	stumm	stom	bomumu (dumbness)		2B. Hygiene and Medicine	M061		
KBA-2021-912-270	270	m165-k-bp-fl-fa	deaf	996	DEAF		sourd	taub	doof, leeg	bosusu (deafness)		2B. Hygiene and Medicine	M062		
KBA-2021-912-271	271	m166-k-bp-fl-fa	sickness	1986	DISEASE		maladie	Krankheit	siekte	-kgwa; -lwala (be sick); bolwetse (illness)		2B. Hygiene and Medicine	M063		
KBA-2021-912-272	272	m167-k-bp-fl-fa	to fall ill	2327	BECOME SICK		tomber malade	krank werden, erkranken	siek word	-bobola; -lwala (be ill)		2B. Hygiene and Medicine	M064		
KBA-2021-912-273	273	m168-k-bp-fl-fa	fever	1534	FEVER		fièvre	Fieber	koors	letshoroma, ma-; mogote		2B. Hygiene and Medicine	M065		
KBA-2021-912-274	274	m169-k-bp-fl-fa	to shiver	52	SHIVER		frissonner	zittern	sidder, tril	-rorma; -tetesela		2B. Hygiene and Medicine	M066		
KBA-2021-912-275	275	m17-k7-bp-fl-fa	younger sister	1761	YOUNGER SISTER		soeur cadette	jüngere Schwester	jonger suster			1. Social life  1A.Social structure			
KBA-2021-912-276	276	m170-k-bp-fl-fa	to vomit	1278	VOMIT		vomir	brechen, sich erbrechen, sich übergeben	vomeer, uitbraak	-tlhatsa; -kgwa		2B. Hygiene and Medicine	M067	s177	
KBA-2021-912-277	277	m171-k-bp-fl-fa	cough	879	COUGH		toux	Husten	hoes	-gotlhola		2B. Hygiene and Medicine	M068		
KBA-2021-912-278	278	m172-k-bp110-fl-fa	wound	1109	WOUND		blessure	Wunde	wond	ntho, dintho		2B. Hygiene and Medicine	M069		
KBA-2021-912-279	279	m174-k-bp-fl-fa	to get hurt				se blesser	verletzt werden, sich verletzen	beseerd word	-bolawa (be hurt)		2B. Hygiene and Medicine	M071		
KBA-2021-912-280	280	m175-k-bp-fl-fa	to swell	1573	SWELL		gonfler, enfler	anschwellen	swel, opswel	-emera		2B. Hygiene and Medicine	M072	s158	
KBA-2021-912-281	281	m176-k-bp-fl-fa	blister	1584	BLISTER		ampoule	Blase	blaar	lerophi, ma-		2B. Hygiene and Medicine	M073		
KBA-2021-912-282	282	m177-k-bp-fl-fa	scar, cicatrice	497	SCAR		cicatrice	Narbe	litteken, merk			2B. Hygiene and Medicine	M074		
KBA-2021-912-283	283	m178-k-bp-fl-fa	to cure	499	CURE		heilen	guérir	gesond maak	-alafa		2B. Hygiene and Medicine	M075		
KBA-2021-912-284	284	m179-k-bp-fl-fa	medicine	1372	MEDICINE		Arznei, Heilmittel, Medizin	remède, médecine	medisyne	molemo, me-		2B. Hygiene and Medicine	M076		
KBA-2021-912-285	285	m18-k8-bp-fl-fa	younger brother	1760	YOUNGER BROTHER		frère cadet	jüngerer Bruder	jonger broer			1. Social life  1A.Social structure			
KBA-2021-912-286	286	m180-k-bp-fl-fa	to give birth	1195	GIVE BIRTH		accoucher de, donner naissance à	gebären	baar, voortbring	-tsala ga phologolo ???, -belega		2B. Hygiene and Medicine	M077		
KBA-2021-912-287	287	m181-k-bp-fl-fa	to be born	1090	BE BORN		être né, naître	geboren werden	gebore wees	-petšwa (pepa)		2B. Hygiene and Medicine	M078		
KBA-2021-912-288	288	m182-k-bp-fl-fa	to spit	1440	SPIT		cracher	spucken, speien	spoeg	-kgwa		2B. Hygiene and Medicine		s147	
KBA-2021-912-289	289	m183-k-bp-fl-fa	to urinate, pass water (piss)	592	PISS		uriner	urinieren, Wasser lassen (pinkeln)	urineer (pis)	-tlhapologa; -rota		2B. Hygiene and Medicine			
KBA-2021-912-290	290	m184-k-bp108-fl-fa	to defecate, clear one's bowels (shit)	676	SHIT (DEFECATE)		déféquer	den Darm entleeren (scheißen)	ontlas (kak)	-nnyela		2B. Hygiene and Medicine			
KBA-2021-912-291	291	m185-k-bp-fl-fa	to go	695	GO		aller	gehen; fahren	gaan	-tsamaya		2C. Motions	M079		lj003
KBA-2021-912-292	292	m186-k-bp-fl-fa	to go away (depart, leave)				s'en aller, partir	weggehen, abfahren, losfahren	weggaan	-fulara; -hulara		2C. Motions	M080		
KBA-2021-912-293	293	m187-k-bp-fl-fa	to leave	1752	LEAVE		quitter	verlassen	verlaat	-tloga		2C. Motions	M081		
KBA-2021-912-294	294	m188-k-bp-fl-fa	to remain, stay	987	REMAIN		rester, demeurer,attendre	bleiben	bly	-sala		2C. Motions	M082		
KBA-2021-912-295	295	m189-k-bp-fl-fa	to return, come back	581	COME BACK		retourner, revenir	zurückgehen, zurückkommen	terugkeer	-boa		2C. Motions	M094		
KBA-2021-912-296	296	m19-k-bp-fl-fa	uncle (father's brother, mother's brother)	1327	UNCLE		oncle (frère du père; frère de la mère)	Onkel (Bruder des Vaters, Bruder der Mutter)	oom	malome, bo- (mother's brother?)		1. Social life  1A.Social structure	M119		
KBA-2021-912-297	297	m19-k23-bp-fl-fa	uncle (father's brother, mother's brother)	1327	UNCLE		oncle (frère du père; frère de la mère)	Onkel (Bruder des Vaters, Bruder der Mutter)	oom	malome, bo- (mother's brother?)		1. Social life  1A.Social structure	M119		
KBA-2021-912-298	298	m19-k26-bp-fl-fa	uncle (father's brother, mother's brother)	1327	UNCLE		oncle (frère du père; frère de la mère)	Onkel (Bruder des Vaters, Bruder der Mutter)	oom	malome, bo- (mother's brother?)		1. Social life  1A.Social structure	M119		
KBA-2021-912-299	299	m19-k27-bp-fl-fa	uncle (father's brother, mother's brother)	1327	UNCLE		oncle (frère du père; frère de la mère)	Onkel (Bruder des Vaters, Bruder der Mutter)	oom	malome, bo- (mother's brother?)		1. Social life  1A.Social structure	M119		
KBA-2021-912-300	300	m190-k-bp-fl-fa	to come	1446	COME		venir	kommen	kom	-tla		2C. Motions	M084	s023	lj011
KBA-2021-912-301	301	m191-k-bp-fl-fa	to come from				venir de	komen von, aus	(weg)kom van ... af	-tswa		2C. Motions	M083		
KBA-2021-912-302	302	m192-k-bp-fl-fa	to arrive	1387	ARRIVE		arriver, atteindre	ankommen, erreichen	aankom	-goroga		2C. Motions	M085		
KBA-2021-912-303	303	m193-k-bp-fl-fa	to rest	168	REST		se reposer	sich ausruhen	rus	-lapolosa (lapa)		2C. Motions	M086		
KBA-2021-912-304	304	m194-k-bp-fl-fa	to wait	1590	WAIT (FOR)		attendre	warten	wag	-leta, -ema		2C. Motions	M087		
KBA-2021-912-305	305	m195-k-bp-fl-fa	to stand up	570	STAND UP			aufstehen	opstaan			2C. Motions	M088	s151	lj045
KBA-2021-912-306	306	m196-k-bp-fl-fa	to sit down	1649	SIT DOWN		s'asseoir	sich setzen	(neer)set	-nna; -dula (nna fa fatse)		2C. Motions	M089		
KBA-2021-912-307	307	m197-k-bp-fl-fa	to sit	1416	SIT		être assis	sitzen	sit	-nna; -dula (nna fa fatse)		2C. Motions		s136	
KBA-2021-912-308	308	m198-k-bp-fl-fa	to squat				être accroupi	hocken, kauern	hurk	-kotama		2C. Motions	M090		
KBA-2021-912-309	309	m199-k-bp-fl-fa	to lie	1411	LIE (REST)		être couché, s'allonger	liegen	lê	-lala, -robala		2C. Motions		s089	
KBA-2021-912-310	310	m2-k111-bp-fl-fa	name	1405	NAME		nom	Name	naam	leina, ma-		1. Social life  1A.Social structure	M105	s100	lj015
KBA-2021-912-311	311	m20-k-bp-fl-fa	aunt (mother's sister, father's sister)	1272	AUNT		tante (soeur de la mère, soeur du père)	Tante (Schwester der Mutter, Schwester des Vaters)	tante	rakgadi, bo- (father's sister?)		1. Social life  1A.Social structure	M120		
KBA-2021-912-312	312	m20-k22-bp-fl-fa	aunt (mother's sister, father's sister)	1272	AUNT		tante (soeur de la mère, soeur du père)	Tante (Schwester der Mutter, Schwester des Vaters)	tante	rakgadi, bo- (father's sister?)		1. Social life  1A.Social structure	M120		
KBA-2021-912-313	313	m20-k24-bp-fl-fa	aunt (mother's sister, father's sister)	1272	AUNT		tante (soeur de la mère, soeur du père)	Tante (Schwester der Mutter, Schwester des Vaters)	tante	rakgadi, bo- (father's sister?)		1. Social life  1A.Social structure	M120		
KBA-2021-912-314	314	m20-k25-bp-fl-fa	aunt (mother's sister, father's sister)	1272	AUNT		tante (soeur de la mère, soeur du père)	Tante (Schwester der Mutter, Schwester des Vaters)	tante	rakgadi, bo- (father's sister?)		1. Social life  1A.Social structure	M120		
KBA-2021-912-315	315	m200-k-bp78-fl-fa	to walk	1443	WALK		marcher	laufen, gehen	stap, loop	-tsamaya; -sepela		2C. Motions	M091	s178	
KBA-2021-912-316	316	m201-k-bp-fl-fa	to run	1519	RUN		courir	rennen, laufen	hardloop, spoed	-taboga		2C. Motions			lj081
KBA-2021-912-317	317	m202-k-bp-fl-fa	to run away	2142	RUN AWAY		s'enfuir	weglaufen, wegrennen	wegloop	-sia; -tshaba		2C. Motions	M092		
KBA-2021-912-318	318	m203-k-bp-fl-fa	to follow	1085	FOLLOW		suivre	folgen	(op)volg	-lata; -latela		2C. Motions	M093		
KBA-2021-912-319	319	m204-k-bp-fl-fa	to jump (over)	1829	JUMP		sauter	springen (über)	spring (oor)	-tlola		2C. Motions	M101		
KBA-2021-912-320	320	m205-k-bp-fl-fa	to go up, mount, climb	705	GO UP (ASCEND)		monter	hinaufgehen, steigen (auf)	opgaan, klim	-pagama, -palama		2C. Motions			
KBA-2021-912-321	321	m206-k-bp-fl-fa	to go down, descend	2014	GO DOWN (DESCEND)		descendre	hinuntergehen, herunterkommen	afgaan, daal	-fologa		2C. Motions			
KBA-2021-912-322	322	m207-k-bp-fl-fa	to fall, fall down	1280	FALL		tomber	fallen, herunterfallen	val, neerdaal	-wa		2C. Motions	M103	s040	lj081
KBA-2021-912-323	323	m208-k-bp-fl-fa	to swim	1439	SWIM		nager	schwimmen	swem	-tšhapha, -thuma		2C. Motions	M100	s159	
KBA-2021-912-324	324	m209-k-bp-fl-fa	to flow	2003	FLOW		couler	fließen, rinnen	vloei	-keleketlo, -elela		2C. Motions		s052	
KBA-2021-912-325	325	m21-k32-bp-fl-fa	grandmother	1496	GRANDMOTHER		grand-mère	Großmutter (Oma)	ouma			1. Social life  1A.Social structure			
KBA-2021-912-326	326	m21-k34-bp-fl-fa	grandmother	1496	GRANDMOTHER		grand-mère	Großmutter (Oma)	ouma			1. Social life  1A.Social structure			
KBA-2021-912-327	327	m21-k35-bp-fl-fa	grandmother	1496	GRANDMOTHER		grand-mère	Großmutter (Oma)	ouma			1. Social life  1A.Social structure			
KBA-2021-912-328	328	m210-k-bp-fl-fa	to float	1574	FLOAT		flotter	treiben, schwimmen	swem, drywe, vlot	-kokobala		2C. Motions		s051	
KBA-2021-912-329	329	m211-k-bp-fl-fa	to take	1749	TAKE		prendre	nehmen	neem, optel, aanvaar	-tsaya		2C. Motions		s074	lj071
KBA-2021-912-330	330	m212-k-bp-fl-fa	to grasp (seize)	855	SEIZE		saisir, attraper	ergreifen, packen, fassen, umfassen	vat, gryp	-tshwara		2C. Motions	M098		
KBA-2021-912-331	331	m213-k-bp-fl-fa	to hold	1448	HOLD		tenir	halten, festhalten	hou, vashou	-tshwara		2C. Motions		s074	
KBA-2021-912-332	332	m214-k-bp-fl-fa	to take sth./sb. along (to)				emmener, emporter qc./qn.	mitnehmen	saamneem (darnatoe)	-tseela (appl)		2C. Motions	M097		
KBA-2021-912-333	333	m215-k-bp-fl-fa	to put down, lay down	2071	LAY (VERB)		poser, mettre	hinlegen, hinstellen	neerlê, neersit	-letse, -robetse		2C. Motions	M099		
KBA-2021-912-334	334	m216-k-bp-fl-fa	to send	1127	SEND		envoyer	schicken, senden	stuur	-roma		2C. Motions	M095		
KBA-2021-912-335	335	m217-k-bp-fl-fa	to bring	692	BRING		apporter, amener	bringen, holen	bring (hiernatoe)	-tla; -tlisa		2C. Motions	M096		
KBA-2021-912-336	336	m218-k-bp-fl-fa	to throw	1456	THROW		jeter	werfen, schmeißen	gooi, smyt	kolopa, -konopa		2C. Motions	M102	s170	
KBA-2021-912-337	337	m219-k-bp-fl-fa	to build	1840	BUILD		bâtir,construire	bauen	bou, oprig	go aga		3. Domestic life  3A. House	M196		
KBA-2021-912-338	338	m22-k33-bp-fl-fa	grandfather	1383	GRANDFATHER		grand-père	Großvater (Opa)	oupa			1. Social life  1A.Social structure			
KBA-2021-912-339	339	m22-k36-bp-fl-fa	grandfather	1383	GRANDFATHER		grand-père	Großvater (Opa)	oupa			1. Social life  1A.Social structure			
KBA-2021-912-340	340	m22-k37-bp-fl-fa	grandfather	1383	GRANDFATHER		grand-père	Großvater (Opa)	oupa			1. Social life  1A.Social structure			
KBA-2021-912-341	341	m220-k126-bp-fl-fa	house	1252	HOUSE		maison	Haus	huis	ntlo		3. Domestic life  3A. House	M197		lj026
KBA-2021-912-342	342	m221-k-bp-fl-fa	wall	3830	WALL		mur	Wand, Mauer	muur	lebotana		3. Domestic life  3A. House	M198		
KBA-2021-912-343	343	m222-k-bp-fl-fa	roof	769	ROOF		toit	Dach	dak	marulelo		3. Domestic life  3A. House	M199		
KBA-2021-912-344	344	m223-k-bp-fl-fa	window	1375	WINDOW		fenêtre	Fenster	venster	letlhabisa phefo		3. Domestic life  3A. House	M200		
KBA-2021-912-345	345	m224-k-bp-fl-fa	door	1567	DOOR		porte	Tür	deur	kgoro		3. Domestic life  3A. House	M201		
KBA-2021-912-346	346	m225-k-bp-fl-fa	to open	1156	OPEN		ouvrir	öffnen, aufmachen	oopmaak	go bula		3. Domestic life  3A. House	M202		
KBA-2021-912-347	347	m226-k-bp-fl-fa	to shut	1046	SHUT		fermer	schließen, zumachen	sluit	go tswala		3. Domestic life  3A. House	M203		
KBA-2021-912-348	348	m227-k-bp-fl-fa	to enter	749	ENTER		entrer	hineingehen, eintreten, betreten	inkom	go tsena		3. Domestic life  3A. House	M204		
KBA-2021-912-349	349	m228-k-bp-fl-fa	room	1450	ROOM		pièce, chambre	Zimmer, Raum	kamer	ntlwana		3. Domestic life  3A. House	M205		
KBA-2021-912-350	350	m229-k-bp-fl-fa	enclosure (pen)					Umzäunung, Einzäunung, Koppel, Kraal	omheining	ntlwana		3. Domestic life  3A. House	M206		
KBA-2021-912-351	351	m23-k55-bp30-fl-fa	husband	1200	HUSBAND		mari	Mann, Ehemann	eggenoot, man	monona, ba-		1. Social life  1A.Social structure	M113	s077	
KBA-2021-912-352	352	m230-k-bp-fl-fa	fence	1690	FENCE		barrière, clôture	Zaun	heining	boagelelo		3. Domestic life  3A. House	M207		
KBA-2021-912-353	353	m231-k-bp-fl-fa	well; spring	2144	SPRING OR WELL		puits; source	Brunnen; Quelle	bron, well	sediba		3. Domestic life  3A. House	M208		
KBA-2021-912-354	354	m232-k-bp-fl-fa	garden	586	GARDEN		jardin	Garten	tuin	katene		3. Domestic life  3A. House	M209		
KBA-2021-912-355	355	m233-k-bp-fl-fa	to go out	1107	GO OUT		sortir	hinausgehen, herauskommen	uitgaan	go tswela kontle		3. Domestic life  3A. House			
KBA-2021-912-356	356	m234-k-bp-fl-fa	fireplace	185	FIREPLACE		foyer	Feuerstelle, Kamin, Herd	vuurherd	leiso		3. Domestic life  3A. House	M210		
KBA-2021-912-357	357	m235-k-bp-fl-fa	to light (kindle, ignate) (fire)	737	LIGHT (IGNITE)			entfachen, anzünden	aansteek, aanblaas, aanhits	go gotsa		3. Domestic life  3A. House	M211		
KBA-2021-912-358	358	m236-k-bp-fl-fa	fire	221	FIRE		feu	Feuer	vuur	molelo		3B. In the Kitchen	M212	s048	lj001
KBA-2021-912-359	359	m237-k-bp-fl-fa	to burn	2102	BURN		brûler	verbrennen	brand	go tshuba		3B. In the Kitchen	M213	s019	lj053
KBA-2021-912-360	360	m238-k-bp-fl-fa	to burn	2102	BURN		brûler	brennen, verbrennen	brand			3B. In the Kitchen	M213	s019	
KBA-2021-912-361	361	m239-k-bp-fl-fa	charcoal	1188	CHARCOAL		charbon de bois	Holzkohle	(hout)kool	magala		3B. In the Kitchen	M214		
KBA-2021-912-362	362	m24-k54-bp32-fl-fa	wife	1199	WIFE		femme, épouse	Frau, Ehefrau	eggenote, vrou	mosadi, ba-		1. Social life  1A.Social structure	M115	s190	
KBA-2021-912-363	363	m240-k-bp-fl-fa	smoke	778	SMOKE (EXHAUST)		fumée	Rauch	rook	mosi		3B. In the Kitchen	M215	s142	lj049
KBA-2021-912-364	364	m241-k-bp-fl-fa	ash, ashes	646	ASH		cendres	Asche	as	molora wa leiso		3B. In the Kitchen	M216	s004	lj084
KBA-2021-912-365	365	m242-k-bp-fl-fa	to extinguish	127	EXTINGUISH		éteindre	löschen	blus	go tima		3B. In the Kitchen	M217		
KBA-2021-912-366	366	m243-k-bp-fl-fa	firewood	10	FIREWOOD		bois (de chauffage), bûches	Feuerholz	vuurmaakhout	dikgong		3B. In the Kitchen	M218		
KBA-2021-912-367	367	m244-k-bp-fl-fa	bundle (of firewood)				fagot, faisceau de (menu) bois	Bündel (Feuerholz)	bondel	paka ya dikgong		3B. In the Kitchen	M219		
KBA-2021-912-368	368	m245-k-bp-fl-fa	to cook	1100	COOK (SOMETHING)		cuire	kochen (tr.)	kook (tr.)	go apaya		3B. In the Kitchen	M221		
KBA-2021-912-369	369	m246-k-bp-fl-fa	to fry, roast	2146	ROAST OR FRY		frire, rôtir	braten; grillen, rösten	braai	go gadika		3B. In the Kitchen	M222		
KBA-2021-912-370	370	m247-k-bp-fl-fa	to bake (bread)	183	BAKE		cuire au four	backen	bak	go baka		3B. In the Kitchen	M223		
KBA-2021-912-371	371	m248-k-bp-fl-fa	to boil	2493	BOIL		bouillir	kochen (itr.)	kook (intr.)	go bedisa		3B. In the Kitchen	M224		
KBA-2021-912-372	372	m249-k-bp-fl-fa	pot (metal cooking pot)	3653	COOKING POT		casserole, marmite	Topf	pot (van metal)	pitsa		3B. In the Kitchen	M225		
KBA-2021-912-373	373	m25-k57-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-374	374	m25-k58-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-375	375	m25-k59-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-376	376	m25-k60-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-377	377	m25-k62-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-378	378	m25-k66-bp-fl-fa	father-in-law	1055	FATHER-IN-LAW		beau-père	Schwiegervater	skoonpa			1. Social life  1A.Social structure			
KBA-2021-912-379	379	m250-k-bp-fl-fa	pot (earthen pot, such as for water)	1462	POT		pot, marmite (en terre)	Topf (aus Ton), irdener Topf	pot (erde pot)	pitsa		3B. In the Kitchen	M226		
KBA-2021-912-380	380	m251-k-bp-fl-fa	to draw water	1911	DRAW (WATER)		puiser de l'eau	Wasser holen, Wasser schöpfen	put water, skep water	go ga metsi		3B. In the Kitchen	M227		
KBA-2021-912-381	381	m252-k-bp-fl-fa	to carry (~ water; generic)				porter	tragen	dra (water; algemeen)	go ya nokeng		3B. In the Kitchen	M228		lj070
KBA-2021-912-382	382	m253-k-bp-fl-fa	to pour	1487	POUR		verser	gießen, schütten	giet	go tshela		3B. In the Kitchen	M229		
KBA-2021-912-383	383	m254-k-bp-fl-fa	to shake	1909	SHAKE		secouer,agiter	schütteln	skud	go tshikinya		3B. In the Kitchen	M230		
KBA-2021-912-384	384	m255-k-bp-fl-fa	to strain (liquid), sieve (solids)	3448	SIEVE OR STRAIN		passer	sieben, filtern, passieren	deursyfer (vloeistof)	go kgotlhokgotsa		3B. In the Kitchen	M231		
KBA-2021-912-385	385	m256-k-bp-fl-fa	to fill	2006	FILL		remplir	füllen	vool maak, vul	go tlatsa		3B. In the Kitchen	M232		
KBA-2021-912-386	386	m257-k-bp-fl-fa	to mix (stir)	2017	MIX		mêler, mélanger	mischen (rühren)	meng	go tlhakatlhakanya		3B. In the Kitchen	M233		
KBA-2021-912-387	387	m258-k-bp77-fl-fa	to cover (a pot)	761	COVER		couvrir	zudecken, bedecken	('n pot) toemaak	go khurumela		3B. In the Kitchen	M234		
KBA-2021-912-388	388	m259-k-bp-fl-fa	to uncover	1108	UNCOVER		découvrir	aufdecken, den Deckel abnehmen	oopmaak	go khurumolola		3B. In the Kitchen	M235		
KBA-2021-912-389	389	m26-k81-bp-fl-fa	to marry (of the woman; of the man)	203	MARRY	Marry is specified in concepticon (Mann heiratet Frau, etc.)	se marier, épouser	heiraten, ehelichen	trou	-nyala, -tsaya		1. Social life  1A.Social structure	M112		
