ID	NUMBER	ENGLISH	CONCEPT_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	NORWEGIAN	NORWEGIAN_FREQUENCY	SWEDISH	SWEDISH_FREQUENCY	BORROWING	ANIMACY	MASS_NOUN	ABSTRACTNESS
Epps-2021-843-412	412	LEG	LEG	1297	LEG	bein	70	ben	72	c	0	0	0
Epps-2021-843-413	413	LETTER	LETTER	1612	LETTER	brev	173	brev	135	l	0	1	0
Epps-2021-843-414	414	LICENSE PLATE	LICENSE PLATE	1790	LICENSE PLATE	nummerskilt&	32	nummerskylt&	28	l	0	0	0
Epps-2021-843-415	415	LICENSE PLATE/PLATE	LICENSE PLATE/PLATE	480	PLATE	plate	80	nummerplåt	12	l	0	0	0
Epps-2021-843-416	416	LIFE	LIFE	210	LIFE	liv	549	liv	560	c	0	1	1
Epps-2021-843-417	417	LIGHT/CANDLE	LIGHT/CANDLE	1273	CANDLE	lys	150	ljus	124	c	0	1	0
Epps-2021-843-418	418	LIGHTNING	LIGHTNING 1 // LIGHTNING 2	1654	LIGHTNING	eling& / --	7 / --	eldning / blixt	0 / 4	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-419	419	LINE	LINE 1 // LINE 2 // LINE 3	1048	LINE	rå / strek / line	250 / 18 / 155	rad / streck / linje	313 / 6 / 193	c / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-420	420	LINEN	LINEN	916	LINEN	lin	0	linne	5	l	0	0	0
Epps-2021-843-421	421	LIP	LIP	478	LIP	leppe	21	läpp	10	c	0	0	0
Epps-2021-843-422	422	LIVER	LIVER	1224	LIVER	lever	1	lever	11	c	0	0	0
Epps-2021-843-423	423	LIVESTOCK	LIVESTOCK 1 // LIVESTOCK 2	631	LIVESTOCK	kreatur / fe	1 / 5	kreatur / --	3 / --	l / c	1 / 1	0 / 1	0 / 0
Epps-2021-843-424	424	LIZARD	LIZARD	632	LIZARD	øgle	1	ödla	5	c	1	0	0
Epps-2021-843-425	425	LOCK	LOCK	1596	LOCK	--	--	knäppe	--	c	0	0	0
Epps-2021-843-426	426	LONELINESS	LONELINESS	3994	LONELINESS	einsemd@	--	ensamhet	--	l	0	1	1
Epps-2021-843-427	427	LOOM	LOOM	1787	LOOM	vevstol	0	vävstol	7	c	0	0	0
Epps-2021-843-428	428	LOTTERY	LOTTERY	3995	LOTTERY	lotteri	--	lotteri	--	l	0	1	1
Epps-2021-843-429	429	LOUSE	LOUSE	1392	LOUSE	lus	6	lus	8	c	1	1	0
Epps-2021-843-430	430	LUNCH	LUNCH 1 // LUNCH 2	768	LUNCH	undorn / dugurd	0 / 0	-- / dagvard	-- / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-431	431	LUNG	LUNG	688	LUNG	lunge	5	lunga	6	c	0	0	0
Epps-2021-843-432	432	MACHINE	MACHINE	144	MACHINE	maskin	78	maskin	120	l	0	0	0
Epps-2021-843-433	433	MAGIC	MAGIC 1 // MAGIC 2 // MAGIC 3	392	MAGIC	trolldom / trollkunst / --	0 / 0 / --	trolldom / trollkonst / --	0 / 3 / --	c / l / --	0 / 0 / 0	1 / 1 / 1	1 / 1 / 1
Epps-2021-843-434	434	MAIN THING	MAIN THING			hovudsak	--	huvudsak	--	c	0	0	0
Epps-2021-843-435	435	MAIZE/CORN	MAIZE/CORN	506	MAIZE	mais	0	majs	2	l	0	1	0
Epps-2021-843-436	436	MANAGEMENT	MANAGEMENT	3996	MANAGEMENT	styre	--	styrelse	--	c	0	0	0
Epps-2021-843-437	437	MANNER	MANNER 1 // MANNER 2 // MANNER 3	488	MANNER	måte / sett / vis	645 / 58 / 133	måtta / sätt / vis	4 / 832 / 65	l / c / c	0 / 0 / 0	x / x / x	1 / 1 / 1
Epps-2021-843-438	438	MARKET	MARKET	633	MARKET	marknad	108	marknad	110	c	0	1	1
Epps-2021-843-439	439	MASON	MASON	877	MASON	murar	2	murare	0	l	0	0	0
Epps-2021-843-440	440	MAST	MAST	184	MAST	mast	5	mast	6	l	0	0	0
Epps-2021-843-441	441	MASTER	MASTER	383	MASTER	meister	48	mästare	--	l	1	0	0
Epps-2021-843-442	442	MAT/RUG	MAT/RUG	195	MAT	matte	4	matta	23	l	0	0	0
Epps-2021-843-443	443	MATCH	MATCH	1133	MATCH	fyrstikk,fyrstikke	15	tändsticka	6	c	0	0	0
Epps-2021-843-444	444	MATTRESS	MATTRESS 1 // MATTRESS 2	105	MATTRESS	bolster / madrass	0 / 0	bolster / madrass	0 / 1	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-445	445	MEAD	MEAD	941	MEAD	mjød	1	mjöd	0	c	0	0	0
Epps-2021-843-446	446	MEAL	MEAL 1 // MEAL 2	1526	MEAL	måltid / mål	10 / 377	måltid / mål	17 / 38	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-447	447	MEDICINE	MEDICINE	1372	MEDICINE	medisin	26	medicin	33	l	0	1	0
Epps-2021-843-448	448	MERCHANT	MERCHANT	1082	MERCHANT	handlar	0	handlare	2	l	1	0	0
Epps-2021-843-449	449	MIDDLE	MIDDLE	1093	MIDDLE	midt	47	mitten	75	c	0	0	0
Epps-2021-843-450	450	MILK	MILK	635	MILK	mjølk	76	mjölk	19	c	0	1	0
Epps-2021-843-451	451	MILL	MILL	636	MILL	kvern	6	kvarn	7	c	0	0	0
Epps-2021-843-452	452	MIND	MIND	1562	MIND	sinn	18	sinne	55	l	0	0	1
Epps-2021-843-453	453	MINISTER	MINISTER	486	MINISTER	minister	9	minister	49	l	1	0	0
Epps-2021-843-454	454	MIRROR	MIRROR	1171	MIRROR	spegel	14	spegel	18	l	0	0	0
Epps-2021-843-455	455	MISTAKE	MISTAKE 1 // MISTAKE 2	1293	MISTAKE	-- / mistak	-- / 14	misslycka / misstag	0 / 54	l / c	0 / 0	0 / 0	1 / 1
Epps-2021-843-456	456	MOBILE PHONE	MOBILE PHONE	3997	MOBILE PHONE	mobil	--		--	l	0	0	0
Epps-2021-843-457	457	MOLAR TOOTH	MOLAR TOOTH	1049	MOLAR TOOTH	jeksel	0	oxel	0	c	0	1	0
Epps-2021-843-458	458	MONDAY	MONDAY	1697	MONDAY	måndag	136	måndag	119	c	0	0	1
Epps-2021-843-459	459	MONEY	MONEY	1559	MONEY	penning	0	pänning	5	c	0	1	0
Epps-2021-843-460	460	MONTH	MONTH	1370	MONTH	månad	276	månad	277	c	0	0	1
Epps-2021-843-461	461	MOON	MOON 1 // MOON 2	1313	MOON	måne / --	17 / --	måne / tungel	20 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-462	462	MORNING	MORNING	1339	MORNING	morgon	203	morgon	110	c	0	0	1
Epps-2021-843-463	463	MORTAR	MORTAR	224	MORTAR	mortar	0	mortel	0	l	0	0	0
Epps-2021-843-464	464	MOSQUE	MOSQUE	1603	MOSQUE	moske	0	moské	0	l	0	0	0
Epps-2021-843-465	465	MOTOR	MOTOR	110	MOTOR	motor	21	motor	60	l	0	0	0
Epps-2021-843-466	466	MOTORCYCLE	MOTORCYCLE	638	MOTORCYCLE	motorsykkel	14		9	l	0	0	0
Epps-2021-843-467	467	MOUND	MOUND	2984	HEAP	--	--	kuv	0	c	0	0	0
Epps-2021-843-468	468	MOUNTAIN	MOUNTAIN 1 // MOUNTAIN 2 // MOUNTAIN 3	639	MOUNTAIN	berg / fjell / varde	28 / 184 / 1	berg / fjäll / varde	87 / 19 / 0	c / c / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-469	469	MOUSE	MOUSE	1491	MOUSE	mus	12	mus	5	c	1	1	0
Epps-2021-843-470	470	MOUTH	MOUTH 1 // MOUTH 2 // MOUTH 3	674	MOUTH	-- / munn / gip	-- / 81 / 0	slappra / mun / gipa	0 / 25 / 0	-- / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-471	471	MOVEMENT	MOVEMENT	3695	MOVEMENT	rørsle	--	rörelse	--	c	0	0	1
Epps-2021-843-472	472	MULE	MULE	890	MULE	--	--	mula	6	l	1	0	0
Epps-2021-843-473	473	MURDER	MURDER	845	MURDER	mord	11	mord	52	c	0	0	1
Epps-2021-843-474	474	MUSHROOM	MUSHROOM 1 // MUSHROOM 2	641	MUSHROOM	kjuke / sopp	0 / 16	ticka, tjuka / sopp	0 / 0	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-475	475	MUSIC	MUSIC	642	MUSIC	musikk	183	musik	191	l	0	0	1
Epps-2021-843-476	476	NAIL	NAIL	1896	FINGERNAIL OR TOENAIL	spikar	3	spik	4	c	0	0	0
Epps-2021-843-477	477	NAME	NAME	1405	NAME	namn	257	namn	378	c	0	0	1
Epps-2021-843-478	478	NASAL MUCUS	NASAL MUCUS	208	NASAL MUCUS (SNOT)	snørr	1	snor	0	c	0	1	0
Epps-2021-843-479	479	NATIVE COUNTRY	NATIVE COUNTRY	89	NATIVE COUNTRY	heimland	11	hemland	38	c	0	0	0
Epps-2021-843-480	480	NAVEL	NAVEL	1838	NAVEL	navle	1	navel	2	c	0	0	0
Epps-2021-843-481	481	NECK	NECK	1333	NECK	nakke	37	nacke	20	c	0	0	0
Epps-2021-843-482	482	NECKLACE	NECKLACE 1 // NECKLACE 2	1961	NECKLACE	halsband / halskjede	52 / 2	halsband / kedja	2 / 15	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-483	483	NEED OR NECESSITY	NEED OR NECESSITY 1 // NEED OR NECESSITY 2	422	NECESSITY	behov / naud, nød	125 / 25	behov / nöd	208 / 32	l / c	0 / 0	0 / 0	1 / 1
Epps-2021-843-484	484	NEEDLE (PINE)	NEEDLE (PINE) 1 // NEEDLE (PINE) 2	286	NEEDLE TREE	barnål / bar	3 / 15	-- / barr	-- / 1	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-485	485	NEEDLE (SEWING)	NEEDLE (SEWING)	1382	NEEDLE (FOR SEWING)	nål	--	nål	6	c	0	0	0
Epps-2021-843-486	486	NEIGHBOUR	NEIGHBOUR	1332	NEIGHBOUR	granne	33	granne	35	c	1	0	0
Epps-2021-843-487	487	NEST	NEST 1 // NEST 2	539	NEST	-- / reir	-- / 3	fågelbo / rede	1 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-488	488	NETTLE	NETTLE	33	NETTLE	nesle	0	nässla	1	l	0	1	0
Epps-2021-843-489	489	NEWSPAPER	NEWSPAPER 1 // NEWSPAPER 2	1298	NEWSPAPER	avis / --	284 / --	avi / tidning	0 / 245	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-490	490	NIGHT	NIGHT	1233	NIGHT	natt	210	natt	153	c	0	0	1
Epps-2021-843-491	491	NIPPLE OR TEAT	NIPPLE OR TEAT 1 // NIPPLE OR TEAT 2	796	NIPPLE	brystvorte / pappe	1 / 0	bröstvårta / pappe	1 / 0	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-492	492	NOBLE	NOBLE	482	NOBLE	adelsmann	2	adelsman	12	c	1	0	0
Epps-2021-843-493	493	NOSE	NOSE	1221	NOSE	nase	46	näsa	20	c	0	0	0
Epps-2021-843-494	494	NOSTRIL	NOSTRIL	1178	NOSTRIL	nasehole	0	näshål	0	c	0	0	0
Epps-2021-843-495	495	NUMBER	NUMBER	1356	NUMBER	nummer	216	nummer	106	l	0	0	1
Epps-2021-843-496	496	NURSE	NURSE	1104	NURSE	--	--	sjuksköterska	12	c	1	0	0
Epps-2021-843-497	497	NUT	NUT	191	NUT	nøtt	2	nöt	5	c	0	0	0
Epps-2021-843-498	498	OAK	OAK	644	OAK	eik	2	ek	6	c	0	1	0
Epps-2021-843-499	499	OAR	OAR	3137	OAR	år, åre	15	åra	2	c	0	0	0
Epps-2021-843-500	500	OATH	OATH	1712	OATH	eid	5	ed	3	c	0	0	1
Epps-2021-843-501	501	OATS	OATS 1 // OATS 2	60	OAT	havre / gryn	0 / 1	havre / havregryn	6 / 0	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-502	502	OCEAN	OCEAN	645	OCEAN	osean	--	ocean	10	l	0	1	0
Epps-2021-843-503	503	OIL	OIL	1484	OIL (ORGANIC SUBSTANCE)	olje	69	olja	35	l	0	1	0
Epps-2021-843-504	504	OINTMENT	OINTMENT 1 // OINTMENT 2	1926	OINTMENT	smurning / salve	0 / 4	smorning / salva	0 / 3	c / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-505	505	OLIVE	OLIVE	1154	OLIVE	oliven	0	oliv	1	l	0	0	0
Epps-2021-843-506	506	OMEN	OMEN 1 // OMEN 2 // OMEN 3	107	OMEN	-- / omen / varsel	-- / 3 / 0	förebud / omen / varsel	2 / 1 / 5	c / l / c	0 / 0 / 0	0 / 0 / 0	1 / 1 / 1
Epps-2021-843-507	507	ONE'S OWN BUSINESS	ONE'S OWN BUSINESS			--	--	ensak	--	c	0	0	0
Epps-2021-843-508	508	ORNAMENT OR ADORNMENT	ORNAMENT OR ADORNMENT 1 // ORNAMENT OR ADORNMENT 2	917	ORNAMENT	utsmykking / prydnad	5 / 0	utsmyckning / prydnad	11 / 3	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-509	509	OUTSKIRTS	OUTSKIRTS	3998	OUTSKIRTS	utkant	--	utkant	--	l	0	0	1
Epps-2021-843-510	510	OVEN	OVEN	1143	OVEN	omn	47	ugn	13	c	0	0	0
Epps-2021-843-511	511	OWL	OWL	735	OWL	ugle	4	uggla	5	c	1	0	0
Epps-2021-843-512	512	OX	OX	1169	OX	okse	13	oxe	1	c	1	1	0
Epps-2021-843-513	513	PADDLE	PADDLE	234	PADDLE	--	--	paddel	0	l	0	0	0
Epps-2021-843-514	514	PADLOCK	PADLOCK	336	PADLOCK	hengelås	4	hänglås	11	c	0	0	0
Epps-2021-843-515	515	PAIN	PAIN 1 // PAIN 2 // PAIN 3 // PAIN 4 // PAIN 5	1783	PAIN	vondt / rensel / verk / -- / smerte	-- / 0 / 4 / -- / 12	ont / ränsel / värk / pen / smärta	0 / 0 / 2 / 0 / 14	c / c / c / l / l	0 / 0 / 0 / 0 / 0	x / x / x / x / x	1 / 1 / 1 / 1 / 1
Epps-2021-843-516	516	PAINT; COLOR	PAINT; COLOR	1613	COLOR	farge	48	färg	189	l	0	0	0
Epps-2021-843-517	517	PAIR	PAIR	1888	PAIR	par	244	par	427	l	0	0	1
Epps-2021-843-518	518	PALM OF THE HAND	PALM OF THE HAND 1 // PALM OF THE HAND 2 // PALM OF THE HAND 3	1183	PALM OF HAND	handflate / hand& / neve	4 / 397 / 36	handflata / hand& / näve	0 / 482 / 7	c / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-519	519	PALM TREE	PALM TREE	1181	PALM TREE	palme	2	palm	9	l	0	1	0
Epps-2021-843-520	520	PAN	PAN	31	PAN	panne	24	panna	20	l	0	0	0
Epps-2021-843-521	521	PAPER	PAPER	648	PAPER	papir	41	papper	76	l	0	0	0
Epps-2021-843-522	522	PARENTS	PARENTS	505	PARENTS	forelder	126	föräldrar	137	c	1	1	0
Epps-2021-843-523	523	PART	PART 1 // PART 2	779	PART	del / --	1097 / --	del / klyva	1177 / 0	l / c	0 / 0	0 / 0	1 / 1
Epps-2021-843-524	524	PASTRY	PASTRY	3999	PASTRY	--	--	bakelse	--	l	0	0	0
Epps-2021-843-525	525	PASTURE	PASTURE 1 // PASTURE 2 // PASTURE 3	649	PASTURE	hage / åker / --	38 / 25 / --	hage / åker / kätte&	1 / 13 / 0	c / c / l	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-526	526	PATH	PATH 1 // PATH 2	2252	PATH	veg / stig, sti	986 / --	väg / stig	552 / 3	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-527	527	PEACE	PEACE	1338	PEACE	fred	152	fred	68	c	0	1	1
Epps-2021-843-528	528	PEG	PEG 1 // PEG 2 // PEG 3 // PEG 4 // PEG 5 // PEG 6	361	PEG	spuns / tapp / stift / pinn, pinne / tind / kavl	1 / 22 / 4 / 9 / 0 / 0	spuns / tapp / stift / pinne / tinne / kavle	0 / 0 / 16 / 4 / 5 / 0	c / c / l / c / c / c	0 / 0 / 0 / 0 / 0 / 0	0 / 0 / 0 / 0 / 0 / 0	0 / 0 / 0 / 0 / 0 / 0
Epps-2021-843-529	529	PEN	PEN	794	PEN	penn	15	penna	22	l	0	0	0
Epps-2021-843-530	530	PENALTY OR PUNISHMENT	PENALTY OR PUNISHMENT 1 // PENALTY OR PUNISHMENT 2	390	PUNISHMENT	straff / --	21 / --	straff / bestraffning	32 / 2	l / l	0 / 0	0 / 0	1 / 1
Epps-2021-843-531	531	PENIS	PENIS 1 // PENIS 2	1222	PENIS	peis / kuk, kukk	4 / 0	-- / nan	-- / 0	c / --	0 / 0	0 / 0	0 / 0
Epps-2021-843-532	532	PENSION	PENSION	4000	PENSION (FUND)	pensjon	--	pension	--	l	0	0	1
Epps-2021-843-533	533	PEOPLE	PEOPLE	789	PEOPLE	folk	1523	folk	519	c	1	1	0
Epps-2021-843-534	534	PEPPER	PEPPER	1385	PEPPER	pepar	0	peppar	4	l	0	1	0
Epps-2021-843-535	535	PERJURY	PERJURY	1792	PERJURY	meined	0	mened	1	c	0	0	1
Epps-2021-843-536	536	PERSON	PERSON	683	PERSON	menneske, menneskje	--	människa	844	l	1	0	0
Epps-2021-843-537	537	PERSONALITY	PERSONALITY	4001	PERSONALITY	personlegdom	--	personlighet	--	l	0	1	1
Epps-2021-843-538	538	PESTLE	PESTLE	225	PESTLE	støyt	11	mortelstöt	8	c	0	0	0
Epps-2021-843-539	539	PETROLEUM	PETROLEUM	650	PETROLEUM	bensin	11	bensin	14	l	0	1	0
Epps-2021-843-540	540	PIECE	PIECE 1 // PIECE 2	594	PIECE	bete, bit / stykke	0 / 126	bit / stycke	65 / 128	c / c	0 / 0	0 / 0	1 / 1
Epps-2021-843-541	541	PIG	PIG 1 // PIG 2 // PIG 3	1337	PIG	gris / sugge / svin	24 / 0 / 5	gris / sugga / svin	4 / 0 / 3	c / c / c	1 / 1 / 1	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-542	542	PILL OR TABLET	PILL OR TABLET	395	PILL	tablett	0	tablett	2	l	0	0	0
Epps-2021-843-543	543	PILLOW	PILLOW 1 // PILLOW 2	1044	PILLOW	kodde / pute	1 / 9	kudde / puta	2 / 1	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-544	544	PINE	PINE	1740	PINE	toll	10	tall	7	c	0	1	0
Epps-2021-843-545	545	PIPE	PIPE	1124	PIPE	pipe	35	pipa	18	l	0	0	0
Epps-2021-843-546	546	PITCHFORK	PITCHFORK 1 // PITCHFORK 2	337	PITCHFORK	kvissel& / greip	0 / 2	-- / grep	-- / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-547	547	PITY	PITY	1141	PITY	synd	76	synd	44	l	0	x	1
Epps-2021-843-548	548	PLACE	PLACE	723	PLACE (POSITION)	plass	522	plats	463	l	0	0	0
Epps-2021-843-549	549	PLAIN	PLAIN	652	PLAIN	slette	14	slätt	16	c	0	1	0
Epps-2021-843-550	550	PLAINTIFF	PLAINTIFF	2020	PLAINTIFF	--	--	kärande	0	l	1	0	0
Epps-2021-843-551	551	PLAIT/BRAID	PLAIT/BRAID	1729	PLAIT OR BRAID OR WEAVE	flette	2	fläta	5	c	0	0	0
Epps-2021-843-552	552	PLANT	PLANT	653	PLANT (VEGETATION)	vekst	55	växt	22	c	0	1	0
Epps-2021-843-553	553	PLASTIC	PLASTIC	654	PLASTIC	plast	9	plast	31	l	0	1	0
Epps-2021-843-554	554	PLATE	PLATE	480	PLATE	tallerk, tallerken	6	tallrik	7	l	0	0	0
Epps-2021-843-555	555	PLOT	PLOT 1 // PLOT 2 // PLOT 3	2024	PLOT	komplott / intrige / baktanke	0 / 2 / 406	komplott / intrig / baktanke	2 / 28 / 1	l / l / l	0 / 0 / 0	0 / 0 / 0	1 / 1 / 1
Epps-2021-843-556	556	POCKET	POCKET 1 // POCKET 2	1851	POCKET	fikke / lomme	0 / 25	ficka / lomma	13 / 0	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-557	557	POET	POET	1045	POET	diktar	60	diktare	58	l	1	0	0
Epps-2021-843-558	558	POISON	POISON	655	POISON	gift	6	gift	18	l	0	1	1
Epps-2021-843-559	559	POLICE	POLICE	656	POLICE	polis, polise	2	polis	202	l	1	0	0
Epps-2021-843-560	560	PORT	PORT	610	PORT	hamn	37	hamn	111	c	0	0	0
Epps-2021-843-561	561	PORTION	PORTION	779	PART	porsjon	--	portion	--	l	0	0	1
Epps-2021-843-562	562	POST OR POLE	POST OR POLE 1 // POST OR POLE 2	281	POST	-- / påle	-- / 0	pelare / påle	10 / 1	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-563	563	POST/MAIL	POST/MAIL	167	MAIL	post	81	post	59	l	0	1	0
Epps-2021-843-564	564	POSTCARD	POSTCARD	1497	POSTCARD	postkort	2	vykort	3	l	0	0	0
Epps-2021-843-565	565	POT	POT	1462	POT	gryte	16	gryta	1	c	0	0	0
Epps-2021-843-566	566	POTATO	POTATO 1 // POTATO 2	593	POTATO	pære / potet	3 / 50	pära / potatis	0 / 14	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-567	567	POTTER	POTTER	359	POTTER	--	--	krukmakare	0	l	1	0	0
Epps-2021-843-568	568	PRAISE	PRAISE 1 // PRAISE 2 // PRAISE 3 // PRAISE 4	1687	PRAISE	-- / skryt / ros / lovord	-- / 3 / 18 / 9	beröm / skryt / ros / lovord	14 / 1 / 0 / 5	l / c / c / c	0 / 0 / 0 / 0	x / x / x / 0	1 / 1 / 1 / 1
Epps-2021-843-569	569	PRAISE/ BOASTING	PRAISE/ BOASTING	4002	BRAG	skrepp	0	skräpp	--	c	0	x	1
Epps-2021-843-570	570	PRAWN OR SHRIMP	PRAWN OR SHRIMP	2349	SHRIMP	reke	3	räka	5	l	1	1	0
Epps-2021-843-571	571	PRECIPICE	PRECIPICE	618	PRECIPICE	stup	5	stup	4	c	0	0	0
Epps-2021-843-572	572	PRESIDENT	PRESIDENT	899	PRESIDENT	president	63	president	205	l	1	0	0
Epps-2021-843-573	573	PRICE	PRICE	657	PRICE	pris	241	pris	283	l	0	1	1
Epps-2021-843-574	574	PRIEST	PRIEST	852	PRIEST	prest	157	präst	89	l	1	0	0
Epps-2021-843-575	575	PRINTING	PRINTING			trykkeri	--	tryckeri	--	l	0	0	0
Epps-2021-843-576	576	PRISON	PRISON	1281	PRISON	fengsel	37	fängelse	60	l	0	0	0
Epps-2021-843-577	577	PROPERTY	PROPERTY	3860	POSSESSIONS	eigedom	--	egendom	--	c	0	0	1
Epps-2021-843-578	578	PUMPKIN OR SQUASH	PUMPKIN OR SQUASH 1 // PUMPKIN OR SQUASH 2	864	PUMPKIN	-- / graskar	-- / 0	pumpa / greskar, gräskar	3 / 0	l / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-579	579	PUNISHMENT	PUNISHMENT	390	PUNISHMENT	refsing	0	räfsing	0	c	0	0	1
Epps-2021-843-580	580	PUPIL	PUPIL 1 // PUPIL 2	753	PUPIL (STUDENT)	elev / --	282 / --	elev / lärjunge	249 / 9	l / l	1 / 1	0 / 0	0 / 0
Epps-2021-843-581	581	PUS	PUS	1808	PUS	var	1	var	0	c	0	1	0
Epps-2021-843-582	582	QUARREL	QUARREL 1 // QUARREL 2 // QUARREL 3 // QUARREL 4 // QUARREL 5	1848	QUARREL	-- / -- / tvist / krangel / trette	-- / -- / 0 / 8 / 2	gräl / bråk / tvist / krångel / träta	10 / 22 / 6 / 1 / 1	c / l / l / c / c	0 / 0 / 0 / 0 / 0	0 / 0 / 0 / 0 / 0	1 / 1 / 1 / 1 / 1
Epps-2021-843-583	583	QUEEN	QUEEN	1306	QUEEN	dronning	4	drottning	62	c	1	0	0
Epps-2021-843-584	584	RABBIT	RABBIT	1136	RABBIT	kanin	14	kanin	1	l	1	0	0
Epps-2021-843-585	585	RADIO	RADIO	1315	RADIO	radio	91		126	l	0	0	0
Epps-2021-843-586	586	RAFT	RAFT	1664	RAFT	flåte	14	flotte	4	c	0	0	0
Epps-2021-843-587	587	RAFTER	RAFTER 1 // RAFTER 2	829	RAFTER	takstol / --	0 / --	takstol / --	0 / --	c / --	0 / 0	0 / 0	0 / 0
Epps-2021-843-588	588	RAIN	RAIN	658	RAIN (PRECIPITATION)	regn	59	regn	28	c	0	1	0
Epps-2021-843-589	589	RAINBOW	RAINBOW	1733	RAINBOW	regnboge	4	regnbåge	1	c	0	0	0
Epps-2021-843-590	590	RAKE	RAKE 1 // RAKE 2 // RAKE 3	338	RAKE	harv / kratt& / harke	1 / 1 / 0	harv, harva / kratta / harka	0 / 0 / 0	c / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-591	591	RAPE	RAPE	953	RAPE	valdtekt	5	våldtäkt	6	c	0	0	0
Epps-2021-843-592	592	RAT	RAT	1490	RAT	rotte	3	råtta	8	l	1	1	0
Epps-2021-843-593	593	RATTLE	RATTLE	300	RATTLE	--	--	skallra	1	c	0	0	0
Epps-2021-843-594	594	RAZOR	RAZOR	151	RAZOR	høvel	0	rakhyvel	0	l	0	0	0
Epps-2021-843-595	595	REINDEER/CARIBOU	REINDEER/CARIBOU	1876	REINDEER	rein	15	ren	1	c	1	0	0
Epps-2021-843-596	596	RELATIVES	RELATIVES 1 // RELATIVES 2	1644	RELATIVES	slekt / --	45 / --	släkt / släkting	41 / --	l / l	1 / 1	1 / 1	0 / 0
Epps-2021-843-597	597	RELIGION	RELIGION	661	RELIGION	religion	22	religion	75	l	0	1	1
Epps-2021-843-598	598	RICE	RICE	926	RICE	ris	4	ris	7	l	0	1	0
Epps-2021-843-599	599	RIDGEPOLE	RIDGEPOLE	280	RIDGEPOLE	takås	0	takås	3	c	0	0	0
Epps-2021-843-600	600	RING	RING	1374	RING	ring	37	ring	24	c	0	0	0
Epps-2021-843-601	601	RIVER OR STREAM	RIVER OR STREAM 1 // RIVER OR STREAM 2 // RIVER OR STREAM 3	666	RIVER	å / flod / elv	15 / 2 / 121	å / flod / älv	7 / 32 / 11	c / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-602	602	ROAD	ROAD	667	ROAD	gate	69	gata	119	c	0	0	0
Epps-2021-843-603	603	ROD	ROD	1295	STICK	svige	--	svig	0	c	0	0	0
Epps-2021-843-604	604	ROOF	ROOF	769	ROOF	tak	218	tak	73	c	0	0	0
Epps-2021-843-605	605	ROOM	ROOM	1450	ROOM	rom	216	rum	301	c	0	0	0
Epps-2021-843-606	606	ROOT	ROOT	670	ROOT	rot	49	rot	43	c	0	1	0
Epps-2021-843-607	607	ROPE	ROPE	1218	ROPE	reip	0	rep	3	c	0	0	0
Epps-2021-843-608	608	RUDDER	RUDDER 1 // RUDDER 2	108	RUDDER	styre / ror	286 / 4	styre / roder	2 / 12	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-609	609	RUIN	RUIN	4003	RUINS	ruin	0	ruin	17	l	0	0	0
Epps-2021-843-610	610	RYE	RYE	23	RYE	rug	1	råg	1	c	0	1	0
Epps-2021-843-611	611	SACRIFICE	SACRIFICE	1103	SACRIFICE	offer	27	offer	66	l	0	1	1
Epps-2021-843-612	612	SAIL	SAIL	787	SAIL	segl	10	segel	27	c	0	0	0
Epps-2021-843-613	613	SALT	SALT	1274	SALT	salt	18	salt	20	c	0	1	0
Epps-2021-843-614	614	SAND	SAND	671	SAND	sand	19	sand	32	c	0	1	0
