ID	NUMBER	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SHIFTS	SHIFT_URL	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2591-273	273	to hear	HEAR	1408	273:→:30 273:—:9 273:→:5 273:→:1 273:→:1	shift18 shift953 shift1142 shift3495 shift3471	5	46
Zalizniak-2020-2591-274	274	to harness	YOKE (VERB)	2217	274:→:4 274:→:1 274:→:1 274:—:1 274:—:1	shift1819 shift3509 shift3510 shift727 shift1462	5	8
Zalizniak-2020-2591-275	275	to go, walk	GO	695	275:→:8 275:→:7 275:→:2 275:→:2 275:—:2	shift5 shift1385 shift2211 shift3554 shift1639	5	21
Zalizniak-2020-2591-276	276	to go away			276:→:17 276:→:3 276:—:1 276:—:1 276:→:1	shift1350 shift1564 shift2066 shift665 shift3363	5	23
Zalizniak-2020-2591-277	277	to give	GIVE	1447	277:→:20 277:→:4 277:→:2 277:→:1 277:→:1	shift1169 shift3614 shift3279 shift2745 shift1572	5	28
Zalizniak-2020-2591-278	278	to get tired	GET TIRED	1996	278:—:2 278:—:2 278:—:2 278:→:1 278:—:1	shift2016 shift185 shift1792 shift1983 shift189	5	8
Zalizniak-2020-2591-279	279	to finish	FINISH	1766	279:→:11 279:→:2 279:—:1 279:—:1 279:—:1	shift1104 shift3461 shift3880 shift665 shift2505	5	16
Zalizniak-2020-2591-280	280	to fight, scuffle	BRAWL (FIGHT)	2902	280:—:6 280:—:2 280:→:1 280:—:1 280:—:1	shift711 shift21 shift3617 shift1580 shift3616	5	11
Zalizniak-2020-2591-281	281	to feel	FEEL	1079	281:→:17 281:→:3 281:—:2 281:—:1 281:—:1	shift1067 shift1068 shift2178 shift2261 shift4169	5	24
Zalizniak-2020-2591-282	282	to endure	ENDURE	833	282:—:10 282:—:2 282:—:1 282:—:1 282:—:1	shift137 shift138 shift2323 shift3720 shift82	5	15
Zalizniak-2020-2591-283	283	to do	DO	813	283:→:6 283:→:3 283:→:2 283:—:1 283:→:1	shift2551 shift1976 shift3680 shift2810 shift2300	5	13
Zalizniak-2020-2591-284	284	to deceive	DECEIVE	3230	284:—:3 284:—:2 284:—:1 284:—:1 284:—:1	shift2784 shift4079 shift2023 shift227 shift3918	5	8
Zalizniak-2020-2591-285	285	to cry, weep	CRY	1839	285:—:3 285:—:2 285:—:1 285:—:1 285:—:1	shift622 shift3767 shift1510 shift1489 shift1128	5	8
Zalizniak-2020-2591-286	286	to choose	CHOOSE	1750	286:—:1 286:—:1 286:—:1 286:→:1 286:—:1	shift1454 shift3621 shift3905 shift3584 shift191	5	5
Zalizniak-2020-2591-287	287	to change (tr.)	CHANGE	1264	287:↔:6 287:→:2 287:→:2 287:→:1 287:→:1	shift1361 shift1880 shift1101 shift1362 shift2208	5	12
Zalizniak-2020-2591-288	288	to call (somebody), to make respond	CALL	1084	288:→:20 288:→:5 288:—:4 288:—:1 288:—:1	shift1455 shift1799 shift86 shift3766 shift2677	5	31
Zalizniak-2020-2591-289	289	to breathe	BREATHE	1407	289:→:16 289:—:9 289:→:5 289:—:3 289:—:1	shift1853 shift749 shift786 shift3099 shift3758	5	34
Zalizniak-2020-2591-290	290	to boil (intr.)	BOIL (OF LIQUID)	792	290:→:15 290:→:9 290:→:7 290:→:4 290:→:1	shift3333 shift1390 shift1389 shift1199 shift3482	5	36
Zalizniak-2020-2591-291	291	to begin (tr.)	BEGIN	1806	291:—:1 291:—:1 291:—:1 291:→:1 291:→:1	shift3622 shift3620 shift1462 shift3538 shift3592	5	5
Zalizniak-2020-2591-292	292	to be awake	AWAKE	825	292:—:10 292:→:3 292:→:2 292:—:1 292:→:1	shift2010 shift1804 shift2021 shift2809 shift3601	5	17
Zalizniak-2020-2591-293	293	to adorn, decorate	DECORATE	1739	293:→:1 293:—:1 293:→:1 293:—:1 293:→:1	shift3257 shift3353 shift3354 shift1593 shift1279	5	5
Zalizniak-2020-2591-294	294	taste	TASTE	2190	294:→:12 294:→:7 294:—:3 294:→:2 294:→:1	shift1113 shift817 shift1112 shift798 shift1616	5	25
Zalizniak-2020-2591-295	295	talkative person	CHATTERER	2207	295:↔:21 295:↔:13 295:—:2 295:—:1 295:—:1	shift2507 shift2798 shift3850 shift3849 shift3698	5	38
Zalizniak-2020-2591-296	296	sweet (taste)	SWEET	717	296:→:17 296:→:14 296:—:5 296:→:1 296:→:1	shift16 shift73 shift376 shift332 shift929	5	38
Zalizniak-2020-2591-297	297	sweat	SWEAT (SUBSTANCE)	125	297:—:2 297:→:1 297:—:1 297:→:1 297:→:1	shift2953 shift3382 shift2956 shift2955 shift2954	5	6
Zalizniak-2020-2591-298	298	stranger, foreign	STRANGER	791	298:→:3 298:→:3 298:—:1 298:→:1 298:—:1	shift3855 shift2184 shift3969 shift3520 shift2574	5	9
Zalizniak-2020-2591-299	299	stone (of a fruit)	STONE (OF FRUIT)	1762	299:—:2 299:→:1 299:—:1 299:—:1 299:→:1	shift4095 shift2346 shift3992 shift4137 shift2345	5	6
Zalizniak-2020-2591-300	300	star	STAR	1430	300:→:11 300:→:2 300:—:1 300:→:1 300:→:1	shift3262 shift2666 shift2754 shift3294 shift2087	5	16
Zalizniak-2020-2591-301	301	spicy	SPICY	544	301:—:3 301:—:2 301:—:1 301:→:1 301:—:1	shift3632 shift56 shift2233 shift2265 shift3881	5	8
Zalizniak-2020-2591-302	302	soul	SOUL	811	302:—:11 302:→:10 302:→:5 302:→:3 302:—:1	shift1647 shift666 shift1643 shift1602 shift3998	5	30
Zalizniak-2020-2591-303	303	side (n.)	SIDE	682	303:→:11 303:→:2 303:→:2 303:→:1 303:—:1	shift1046 shift1047 shift1044 shift1045 shift4293	5	17
Zalizniak-2020-2591-304	304	sharp point	POINT (POINTED END)	3255	304:↔:2 304:—:2 304:—:1 304:→:1 304:—:1	shift945 shift2005 shift3630 shift594 shift3327	5	7
Zalizniak-2020-2591-305	305	raw	RAW	1959	305:—:3 305:→:3 305:→:2 305:—:1 305:—:1	shift87 shift1818 shift1782 shift940 shift3911	5	10
Zalizniak-2020-2591-306	306	poor	POOR	1674	306:→:8 306:→:1 306:—:1 306:—:1 306:—:1	shift584 shift2303 shift4114 shift3235 shift91	5	12
Zalizniak-2020-2591-307	307	poison	POISON	655	307:—:5 307:—:4 307:→:2 307:—:1 307:—:1	shift3824 shift629 shift2621 shift2234 shift4284	5	13
Zalizniak-2020-2591-308	308	old man	OLD MAN	406	308:→:12 308:—:9 308:→:1 308:→:1 308:—:1	shift1329 shift860 shift2862 shift3222 shift3807	5	24
Zalizniak-2020-2591-309	309	old (vs. young)	OLD (AGED)	2112	309:—:3 309:→:2 309:→:2 309:—:1 309:—:1	shift577 shift2358 shift2876 shift3638 shift583	5	9
Zalizniak-2020-2591-310	310	near	NEAR	1942	310:→:11 310:→:2 310:→:1 310:—:1 310:→:1	shift1122 shift2250 shift3228 shift3595 shift161	5	16
Zalizniak-2020-2591-311	311	mud	MUD	640	311:→:15 311:—:3 311:—:1 311:→:1 311:→:1	shift387 shift386 shift122 shift3024 shift3007	5	21
Zalizniak-2020-2591-312	312	morning	MORNING	1339	312:—:23 312:→:3 312:—:2 312:→:1 312:→:0	shift68 shift2384 shift834 shift3349 shift75	5	29
Zalizniak-2020-2591-313	313	meat	MEAT	634	313:→:11 313:—:11 313:—:8 313:→:2 313:—:1	shift2080 shift1665 shift4101 shift2324 shift3600	5	33
Zalizniak-2020-2591-314	314	loins	LOIN	187	314:—:4 314:—:2 314:—:1 314:—:1 314:—:0	shift621 shift3636 shift3573 shift3576 shift863	5	8
Zalizniak-2020-2591-315	315	liquid (adj.)	LIQUID	58	315:→:4 315:—:2 315:→:1 315:—:1 315:→:1	shift651 shift1216 shift652 shift891 shift1859	5	9
Zalizniak-2020-2591-316	316	lightning	LIGHTNING	1654	316:→:6 316:↔:4 316:—:1 316:—:1 316:—:1	shift2107 shift90 shift2537 shift3639 shift2390	5	13
Zalizniak-2020-2591-317	317	knot	KNOT	760	317:—:4 317:→:2 317:→:2 317:—:1 317:—:1	shift4180 shift2055 shift1944 shift2966 shift2967	5	10
Zalizniak-2020-2591-318	318	husband	HUSBAND	1200	318:—:9 318:—:5 318:—:2 318:—:1 318:—:1	shift860 shift2086 shift4029 shift2716 shift4306	5	18
Zalizniak-2020-2591-319	319	hump (of a person or camel)	HUMP	534	319:—:12 319:—:3 319:—:1 319:—:1 319:→:1	shift838 shift409 shift410 shift2144 shift4145	5	18
Zalizniak-2020-2591-320	320	horse (Equus caballus)	HORSE	615	320:→:14 320:→:6 320:→:2 320:→:1 320:→:1	shift3810 shift1157 shift948 shift3107 shift2561	5	24
Zalizniak-2020-2591-321	321	high (size)	TALL	711	321:→:10 321:—:4 321:—:1 321:→:1 321:—:1	shift917 shift892 shift2872 shift2306 shift2823	5	17
Zalizniak-2020-2591-322	322	hedgehog (Еrinaceus)	HEDGEHOG	1797	322:→:2 322:—:2 322:→:2 322:—:2 322:—:1	shift2556 shift2664 shift4136 shift2663 shift3851	5	9
Zalizniak-2020-2591-323	323	harvest	HARVEST	611	323:—:4 323:—:3 323:—:2 323:↔:2 323:—:1	shift2404 shift4063 shift2403 shift1416 shift4064	5	12
Zalizniak-2020-2591-324	324	guest	GUEST	1782	324:→:3 324:→:2 324:—:1 324:—:1 324:—:1	shift3671 shift1417 shift2574 shift837 shift1609	5	8
Zalizniak-2020-2591-325	325	goat	GOAT	1502	325:→:2 325:→:2 325:→:2 325:→:2 325:—:1	shift1703 shift2408 shift3707 shift1190 shift4081	5	9
Zalizniak-2020-2591-326	326	girl	GIRL	1646	326:—:12 326:→:10 326:—:6 326:—:2 326:—:1	shift575 shift668 shift2926 shift1086 shift3297	5	31
Zalizniak-2020-2591-327	327	frog	FROG	503	327:—:2 327:→:2 327:—:2 327:→:1 327:→:1	shift3401 shift2557 shift1434 shift4223 shift1210	5	8
Zalizniak-2020-2591-328	328	forest	FOREST	420	328:→:7 328:—:6 328:—:2 328:→:2 328:—:1	shift2659 shift601 shift600 shift2473 shift3789	5	18
Zalizniak-2020-2591-329	329	footprint, track	FOOTPRINT	318	329:→:5 329:→:1 329:→:1 329:→:1 329:→:1	shift1453 shift329 shift330 shift182 shift238	5	9
Zalizniak-2020-2591-330	330	flat (adj)	FLAT	1633	330:—:7 330:→:4 330:—:2 330:→:2 330:→:2	shift256 shift790 shift226 shift1904 shift2101	5	17
Zalizniak-2020-2591-331	331	elbow	ELBOW	981	331:→:16 331:→:6 331:—:3 331:—:1 331:→:1	shift1370 shift535 shift1293 shift3020 shift1523	5	27
Zalizniak-2020-2591-332	332	doll	DOLL	1659	332:→:5 332:—:4 332:—:3 332:—:2 332:—:1	shift669 shift927 shift1085 shift1086 shift3832	5	15
Zalizniak-2020-2591-333	333	correct (adj.)	CORRECT (RIGHT)	1725	333:—:9 333:—:4 333:→:1 333:—:1 333:—:1	shift797 shift59 shift2569 shift3930 shift2027	5	16
Zalizniak-2020-2591-334	334	colour	COLOR	1613	334:—:1 334:→:1 334:—:1 334:—:1 334:—:1	shift2230 shift1863 shift3966 shift2079 shift4269	5	5
Zalizniak-2020-2591-335	335	bold, insolent	INSOLENT	91	335:—:6 335:—:1 335:—:1 335:—:1 335:—:0	shift3367 shift105 shift1110 shift3223 shift2327	5	9
Zalizniak-2020-2591-336	336	body	BODY	1480	336:—:3 336:—:3 336:→:2 336:→:1 336:—:1	shift3991 shift3666 shift3533 shift3456 shift2959	5	10
Zalizniak-2020-2591-337	337	blood	BLOOD	946	337:↔:9 337:→:2 337:→:1 337:→:1 337:→:1	shift801 shift3603 shift3419 shift3958 shift3196	5	14
Zalizniak-2020-2591-338	338	blind	BLIND	1653	338:→:4 338:→:3 338:→:2 338:—:1 338:→:1	shift1402 shift1307 shift1733 shift3990 shift3033	5	11
Zalizniak-2020-2591-339	339	behind	BEHIND	1686	339:→:10 339:—:9 339:→:3 339:—:1 339:—:1	shift712 shift1433 shift889 shift2209 shift244	5	24
Zalizniak-2020-2591-340	340	beard	BEARD	678	340:→:3 340:→:2 340:→:1 340:→:1 340:→:1	shift389 shift1669 shift3030 shift3029 shift2401	5	8
Zalizniak-2020-2591-341	341	bald	BALD	1125	341:—:4 341:→:3 341:→:2 341:—:1 341:—:1	shift2712 shift1332 shift3200 shift1111 shift2816	5	11
Zalizniak-2020-2591-342	342	autumn	AUTUMN	1276	342:→:4 342:—:4 342:—:1 342:→:1 342:—:1	shift2374 shift2404 shift4109 shift4052 shift3840	5	11
Zalizniak-2020-2591-343	343	armpit	ARMPIT	1886	343:—:2 343:—:1 343:—:1 343:→:1 343:→:1	shift724 shift3018 shift4116 shift1913 shift1912	5	6
Zalizniak-2020-2591-344	344	<fruit>			344:→:14 344:→:5 344:→:4 344:→:1 344:→:1	shift2727 shift1194 shift1321 shift2157 shift305	5	25
Zalizniak-2020-2591-345	345	wrong	WRONG	1390	345:—:13 345:—:1 345:—:1 345:—:1	shift733 shift3635 shift4287 shift3097	4	16
Zalizniak-2020-2591-346	346	world	WORLD	965	346:—:15 346:→:3 346:—:1 346:—:1	shift3031 shift1448 shift3876 shift3032	4	20
Zalizniak-2020-2591-347	347	work (n.)	WORK (LABOUR)	984	347:—:3 347:→:2 347:→:1 347:→:1	shift1516 shift1903 shift1900 shift2996	4	7
Zalizniak-2020-2591-348	348	wood, timber	WOOD	1803	348:—:9 348:—:6 348:—:4 348:↔:3	shift602 shift601 shift599 shift597	4	22
Zalizniak-2020-2591-349	349	willow	WILLOW	818	349:→:4 349:—:1 349:—:1 349:—:1	shift2425 shift2434 shift76 shift2439	4	7
Zalizniak-2020-2591-350	350	west	WEST	1817	350:—:2 350:—:1 350:—:1 350:—:1	shift861 shift3917 shift2209 shift3669	4	5
Zalizniak-2020-2591-351	351	water	WATER	948	351:—:2 351:—:1 351:—:1 351:→:1	shift3700 shift3978 shift3980 shift152	4	5
Zalizniak-2020-2591-352	352	vagina	VAGINA	1836	352:→:2 352:—:2 352:—:1 352:→:1	shift3008 shift3000 shift3001 shift3009	4	6
Zalizniak-2020-2591-353	353	ugly, unpleasant			353:—:4 353:—:3 353:—:2 353:—:1	shift3673 shift3674 shift2232 shift802	4	10
Zalizniak-2020-2591-354	354	trunk (of a tree)	TREE TRUNK	344	354:→:3 354:—:2 354:→:1 354:—:1	shift1000 shift1550 shift3502 shift422	4	7
Zalizniak-2020-2591-355	355	to turn, rotate (tr.)	TURN (SOMETHING)	1445	355:→:5 355:→:3 355:→:3 355:→:1	shift80 shift79 shift2878 shift3655	4	12
Zalizniak-2020-2591-356	356	to turn sour	BECOME SOUR	2229	356:→:4 356:→:1 356:→:1 356:→:1	shift854 shift1277 shift1280 shift1282	4	7
Zalizniak-2020-2591-357	357	to tear, rend	TEAR (SHRED)	1735	357:→:3 357:→:2 357:—:2 357:→:2	shift2252 shift1249 shift1260 shift2763	4	9
Zalizniak-2020-2591-358	358	to take off	TAKE OFF	3538	358:—:5 358:—:3 358:—:2 358:—:1	shift4159 shift4160 shift4161 shift4162	4	11
Zalizniak-2020-2591-359	359	to sweep	SWEEP	230	359:→:2 359:—:1 359:→:1 359:—:1	shift284 shift661 shift85 shift4278	4	5
Zalizniak-2020-2591-360	360	to swear, curse, abuse one another			360:—:2 360:—:2 360:—:2 360:—:1	shift866 shift2774 shift1499 shift2141	4	7
Zalizniak-2020-2591-361	361	to sway	SWAY	573	361:→:16 361:→:7 361:→:5 361:→:2	shift1393 shift1854 shift2117 shift1515	4	30
Zalizniak-2020-2591-362	362	to strew	STREW	572	362:—:17 362:→:2 362:→:1 362:→:1	shift354 shift1591 shift287 shift2580	4	21
Zalizniak-2020-2591-363	363	to strain	STRAIN	940	363:→:2 363:→:2 363:→:1 363:→:1	shift969 shift1743 shift970 shift2674	4	6
Zalizniak-2020-2591-364	364	to sting	STING	571	364:—:9 364:→:2 364:—:2 364:—:1	shift2632 shift1892 shift56 shift283	4	14
Zalizniak-2020-2591-365	365	to sleep	SLEEP	1585	365:—:8 365:→:8 365:→:1 365:→:1	shift1837 shift184 shift1826 shift2594	4	18
Zalizniak-2020-2591-366	366	to shear	SHEAR	1532	366:→:2 366:→:2 366:—:1 366:→:1	shift2482 shift1919 shift618 shift217	4	6
Zalizniak-2020-2591-367	367	to set (of heavenly bodies)	SET (HEAVENLY BODIES)	160	367:→:3 367:—:3 367:—:2 367:—:1	shift2067 shift2824 shift1909 shift2066	4	9
Zalizniak-2020-2591-368	368	to row (with oars)	ROW	1849	368:→:2 368:—:2 368:—:1 368:→:1	shift1978 shift84 shift3329 shift2287	4	6
Zalizniak-2020-2591-369	369	to rise (of heavenly bodies)	RISE (MOVE UPWARDS)	568	369:→:4 369:↔:2 369:—:1 369:—:1	shift2068 shift1888 shift2224 shift2069	4	8
Zalizniak-2020-2591-370	370	to remain, stay	REMAIN	987	370:→:5 370:—:3 370:→:2 370:—:1	shift1476 shift3512 shift1477 shift3626	4	11
Zalizniak-2020-2591-371	371	to pass by	PASS BY	558	371:→:11 371:—:4 371:→:2 371:—:1	shift1967 shift1648 shift3240 shift3635	4	18
Zalizniak-2020-2591-372	372	to move quickly	MOVE QUICKLY	2220	372:—:7 372:→:1 372:→:1 372:—:1	shift980 shift1833 shift3522 shift2000	4	10
Zalizniak-2020-2591-373	373	to move	MOVE	765	373:—:3 373:→:2 373:→:2 373:—:1	shift4242 shift3609 shift4097 shift116	4	8
Zalizniak-2020-2591-374	374	to milk	DRAW MILK	93	374:→:5 374:→:2 374:→:1 374:—:1	shift1644 shift1331 shift2743 shift737	4	9
Zalizniak-2020-2591-375	375	to meet	MEET	1831	375:—:5 375:→:4 375:→:1 375:—:0	shift4194 shift3432 shift39 shift3737	4	10
Zalizniak-2020-2591-376	376	to marry	MARRY	203	376:—:4 376:—:1 376:—:1 376:→:1	shift1424 shift3624 shift3880 shift3065	4	7
Zalizniak-2020-2591-377	377	to live	LIVE	2309	377:→:7 377:→:6 377:—:2 377:→:2	shift1700 shift1696 shift2524 shift2353	4	17
Zalizniak-2020-2591-378	378	to lie (posture)	LIE (REST)	1411	378:→:10 378:—:8 378:→:3 378:→:1	shift1460 shift1837 shift2475 shift4073	4	22
Zalizniak-2020-2591-379	379	to leave	LEAVE	1752	379:—:13 379:→:8 379:—:1 379:→:1	shift113 shift1884 shift3526 shift3551	4	23
Zalizniak-2020-2591-380	380	to kiss	KISS	578	380:—:3 380:—:2 380:→:1 380:→:1	shift3012 shift912 shift1266 shift3064	4	7
Zalizniak-2020-2591-381	381	to hide (tr.)	HIDE (CONCEAL)	602	381:↔:7 381:→:4 381:→:1 381:→:1	shift1326 shift374 shift921 shift2476	4	13
Zalizniak-2020-2591-382	382	to heat up	HEAT UP	1341	382:→:4 382:→:3 382:—:1 382:→:1	shift559 shift996 shift605 shift169	4	9
Zalizniak-2020-2591-383	383	to hang	HANG	2884	383:→:11 383:→:3 383:→:2 383:—:1	shift1816 shift2308 shift3485 shift2656	4	17
Zalizniak-2020-2591-384	384	to grow (plants)	GROW PLANTS	3461	384:—:3 384:—:2 384:→:2 384:—:1	shift3670 shift832 shift3239 shift2225	4	8
Zalizniak-2020-2591-385	385	to go upstream			385:—:6 385:—:2 385:→:1 385:→:1	shift3717 shift4188 shift4189 shift4191	4	10
Zalizniak-2020-2591-386	386	to fly away			386:→:1 386:→:1 386:→:1 386:→:0	shift3907 shift1092 shift197 shift1351	4	3
Zalizniak-2020-2591-387	387	to fill (tr.)	FILL	2006	387:→:17 387:→:1 387:→:1 387:→:1	shift758 shift1847 shift1886 shift1711	4	20
Zalizniak-2020-2591-388	388	to feed	FEED	739	388:→:11 388:→:2 388:→:1 388:→:1	shift855 shift2888 shift3113 shift3436	4	15
Zalizniak-2020-2591-389	389	to fall asleep	FALL ASLEEP	1106	389:→:9 389:→:7 389:→:2 389:→:2	shift1347 shift783 shift1348 shift3207	4	20
Zalizniak-2020-2591-390	390	to extinguish	EXTINGUISH	127	390:→:6 390:—:1 390:→:1 390:→:1	shift2602 shift608 shift3216 shift2963	4	9
Zalizniak-2020-2591-391	391	to err, be wrong	ERR	839	391:↔:12 391:→:8 391:—:3 391:↔:3	shift757 shift2900 shift2901 shift2019	4	26
Zalizniak-2020-2591-392	392	to drop (of liquid)	DRIP (FALL IN GLOBULES)	808	392:—:3 392:—:2 392:—:1 392:→:1	shift2020 shift1258 shift1272 shift3413	4	7
Zalizniak-2020-2591-393	393	to drink	DRINK	1401	393:—:6 393:→:6 393:→:2 393:—:1	shift1565 shift1456 shift2201 shift3013	4	15
Zalizniak-2020-2591-394	394	to choke	CHOKE	129	394:→:1 394:—:1 394:—:1 394:—:1	shift402 shift401 shift400 shift2220	4	4
Zalizniak-2020-2591-395	395	to cause to sit (to set)			395:→:6 395:→:4 395:→:1 395:—:1	shift4053 shift4054 shift379 shift2803	4	12
Zalizniak-2020-2591-396	396	to cause	CAUSE	860	396:—:8 396:—:5 396:—:4 396:—:3	shift4230 shift114 shift86 shift3712	4	20
Zalizniak-2020-2591-397	397	to bury	BURY	1719	397:↔:7 397:—:3 397:→:1 397:—:1	shift1326 shift2525 shift2719 shift2803	4	12
Zalizniak-2020-2591-398	398	to bind			398:→:4 398:→:2 398:→:1 398:→:1	shift1065 shift1831 shift306 shift200	4	8
Zalizniak-2020-2591-399	399	to bend, bow (intr.)	BEND (ONESELF)	2761	399:→:6 399:→:2 399:→:1 399:→:1	shift754 shift3159 shift2906 shift277	4	10
Zalizniak-2020-2591-400	400	to be glad			400:—:1 400:—:1 400:—:1 400:—:0	shift1638 shift3058 shift2788 shift1835	4	3
Zalizniak-2020-2591-401	401	to ask, inquire	ASK (INQUIRE)	1309	401:—:3 401:→:2 401:→:1 401:—:1	shift1089 shift3389 shift2740 shift2677	4	7
Zalizniak-2020-2591-402	402	to ask, beg	ASK (REQUEST)	1828	402:→:11 402:—:1 402:—:1 402:—:1	shift960 shift3646 shift2585 shift3623	4	14
Zalizniak-2020-2591-403	403	thick (of a growth, hair)			403:—:4 403:→:2 403:—:1 403:→:1	shift1420 shift235 shift1624 shift1821	4	8
Zalizniak-2020-2591-404	404	tasty	TASTY	1813	404:—:5 404:↔:2 404:→:1 404:→:1	shift376 shift2937 shift3439 shift3466	4	9
Zalizniak-2020-2591-405	405	table; desk	TABLE	1775	405:→:3 405:→:3 405:—:3 405:→:1	shift2707 shift2197 shift2731 shift4043	4	10
Zalizniak-2020-2591-406	406	summer	SUMMER	1342	406:→:7 406:→:2 406:—:2 406:—:1	shift62 shift2383 shift2403 shift3915	4	12
Zalizniak-2020-2591-407	407	stick (n.)	STICK	1295	407:→:11 407:→:1 407:→:1 407:—:1	shift1372 shift2995 shift2748 shift708	4	14
Zalizniak-2020-2591-408	408	spruce (Picea)	SPRUCE	545	408:—:6 408:—:5 408:→:2 408:→:1	shift74 shift2424 shift2153 shift2440	4	14
Zalizniak-2020-2591-409	409	spear	SPEAR	945	409:→:1 409:—:1 409:—:1 409:→:1	shift3365 shift2390 shift3811 shift3366	4	4
Zalizniak-2020-2591-410	410	son	SON	1620	410:—:8 410:—:1 410:—:1 410:→:1	shift574 shift4026 shift4235 shift4020	4	11
Zalizniak-2020-2591-411	411	soldier	SOLDIER	1941	411:→:3 411:→:1 411:→:1 411:—:1	shift1960 shift2096 shift1959 shift3788	4	6
Zalizniak-2020-2591-412	412	smoke	SMOKE (EXHAUST)	778	412:→:2 412:→:2 412:→:2 412:—:1	shift2638 shift2637 shift2639 shift697	4	7
Zalizniak-2020-2591-413	413	skull	SKULL	1605	413:—:2 413:—:2 413:—:1 413:—:1	shift3607 shift2815 shift2817 shift2816	4	6
Zalizniak-2020-2591-414	414	skin (of a person)	SKIN (HUMAN)	2613	414:→:5 414:→:2 414:—:1 414:—:0	shift1352 shift544 shift2805 shift2326	4	8
Zalizniak-2020-2591-415	415	short (size)	SHORT	1645	415:→:13 415:—:8 415:→:2 415:→:1	shift1626 shift902 shift2869 shift214	4	24
Zalizniak-2020-2591-416	416	shadow	SHADE	1388	416:→:7 416:→:3 416:→:2 416:—:1	shift1601 shift211 shift2721 shift1694	4	13
Zalizniak-2020-2591-417	417	sea	SEA	1474	417:—:4 417:→:3 417:—:2 417:—:1	shift1095 shift1981 shift2529 shift2782	4	10
Zalizniak-2020-2591-418	418	satiated, full	SATIATED	106	418:→:2 418:→:2 418:→:2 418:→:1	shift2025 shift1790 shift2024 shift2248	4	7
Zalizniak-2020-2591-419	419	rough, uneven	ROUGH	1923	419:→:10 419:→:2 419:→:2 419:→:1	shift807 shift808 shift2002 shift3160	4	15
Zalizniak-2020-2591-420	420	rope, string, cord, lashing			420:→:6 420:→:3 420:—:1 420:—:1	shift2700 shift2412 shift2966 shift4205	4	11
Zalizniak-2020-2591-421	421	poplar (Populus alba)	POPLAR	821	421:—:4 421:→:1 421:—:1 421:→:1	shift2426 shift2432 shift2435 shift2431	4	7
Zalizniak-2020-2591-422	422	period of time	PERIOD	508	422:→:8 422:—:3 422:→:2 422:—:1	shift405 shift4063 shift2899 shift407	4	14
Zalizniak-2020-2591-423	423	penis	PENIS	1222	423:—:3 423:—:2 423:—:1 423:—:1	shift1768 shift3000 shift2999 shift3006	4	7
Zalizniak-2020-2591-424	424	pear	PEAR	922	424:→:3 424:↔:2 424:→:1 424:→:1	shift4247 shift1698 shift300 shift3427	4	7
Zalizniak-2020-2591-425	425	paper	PAPER	648	425:—:15 425:→:9 425:→:2 425:—:1	shift699 shift701 shift700 shift1032	4	27
Zalizniak-2020-2591-426	426	pain	PAIN	1783	426:—:9 426:→:2 426:—:1 426:—:1	shift2185 shift1172 shift2653 shift3881	4	13
Zalizniak-2020-2591-427	427	nut, hazel			427:→:2 427:→:1 427:—:1 427:→:1	shift148 shift4253 shift4061 shift3796	4	5
Zalizniak-2020-2591-428	428	numerous			428:→:1 428:→:1 428:—:1 428:—:1	shift2991 shift2990 shift267 shift2851	4	4
Zalizniak-2020-2591-429	429	noise	NOISE	1182	429:—:13 429:—:2 429:—:2 429:→:1	shift625 shift2396 shift4049 shift2688	4	18
Zalizniak-2020-2591-430	430	nettle (Urtica)	NETTLE	33	430:→:4 430:→:3 430:→:2 430:—:2	shift1388 shift1141 shift1387 shift3837	4	11
Zalizniak-2020-2591-431	431	necessary	NECESSARY	1030	431:—:2 431:→:1 431:—:1 431:—:1	shift3931 shift377 shift3940 shift4051	4	5
Zalizniak-2020-2591-432	432	narrow	NARROW	1267	432:→:1 432:—:1 432:→:1 432:→:1	shift1786 shift2041 shift158 shift2879	4	4
Zalizniak-2020-2591-433	433	nail (body part)	FINGERNAIL OR TOENAIL	1896	433:—:11 433:—:6 433:→:5 433:→:2	shift1118 shift1203 shift541 shift1079	4	24
Zalizniak-2020-2591-434	434	muzzle	SNOUT	2200	434:→:3 434:→:1 434:—:1 434:—:1	shift1562 shift1561 shift1285 shift3326	4	6
Zalizniak-2020-2591-435	435	mind (n.)	MIND	1562	435:→:10 435:→:2 435:—:2 435:—:1	shift1051 shift3406 shift3754 shift250	4	15
Zalizniak-2020-2591-436	436	mane	MANE	1918	436:→:6 436:—:1 436:—:1 436:—:1	shift513 shift1940 shift510 shift4176	4	9
Zalizniak-2020-2591-437	437	long (size)	LONG	1203	437:—:22 437:→:9 437:→:8 437:→:2	shift1186 shift1629 shift2870 shift1415	4	41
Zalizniak-2020-2591-438	438	location of emotions	LOCATION OF EMOTIONS	2198	438:↔:24 438:—:17 438:—:12 438:—:1	shift1171 shift47 shift2714 shift250	4	54
Zalizniak-2020-2591-439	439	light (n.)	LIGHT (RADIATION)	630	439:→:10 439:—:3 439:—:1 439:—:1	shift1072 shift2796 shift3075 shift2506	4	15
Zalizniak-2020-2591-440	440	life	LIFE	210	440:—:3 440:→:2 440:↔:2 440:—:1	shift3960 shift4282 shift439 shift3755	4	8
