ID	NUMBER	CHINESE	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALENCE_MEAN	AROUSAL_MEAN	CONCRETENESS_MEAN	FAMILIARITY_MEAN	IMAGEABILITY_MEAN	CONTEXT_AVAILABILITY_MEAN
Yao-2017-1100-675	675	轻易	easily			5.09	5	5.23	3.95	5.89	5.71
Yao-2017-1100-676	676	倾听	listen attentively			6.07	5.61	6.73	6.63	6.86	6.05
Yao-2017-1100-677	677	清单	list			4.59	4.61	5.95	5.27	5.98	5.23
Yao-2017-1100-678	678	清新	fresh	FRESH	243	1.96	8.11	4	5.75	2.91	4.9
Yao-2017-1100-679	679	蜻蜓	dragonfly	DRAGONFLY	2352	3	4.97	5.6	4.92	6.08	6.03
Yao-2017-1100-680	680	情妇	mistress			6.4	6.2	6.63	5.53	7.42	5.77
Yao-2017-1100-681	681	情景	situation			4.18	3.32	5.23	4.94	5.59	5.89
Yao-2017-1100-682	682	情侣	lovers			7.33	6.67	7.17	6.97	7.33	6.81
Yao-2017-1100-683	683	情杀	kill in the name of love			5.05	4.98	5.51	5.03	5.51	5.86
Yao-2017-1100-684	684	情调	atmosphere			2.59	6.32	5.27	4.73	3.97	4.39
Yao-2017-1100-685	685	情绪	feelings	FEELING (EMOTION)	2573	4.74	5	6.8	5.6	6.94	6.41
Yao-2017-1100-686	686	请柬	invitation letter			1.64	7.45	4.27	5.23	3.71	4.39
Yao-2017-1100-687	687	穷酸	poor and cheap			2.99	5.57	4.7	3.37	6	5.25
Yao-2017-1100-688	688	囚车	prisoner van			7.1	5.57	4.8	5.22	5.2	5.14
Yao-2017-1100-689	689	囚犯	inmate			6.73	6.05	3.27	4.03	4.59	4.55
Yao-2017-1100-690	690	囚禁	prison	PRISON	1281	3.5	7.17	5.33	6.08	6.6	6.37
Yao-2017-1100-691	691	囚徒	locked up people			3.08	5.3	3.4	2.47	5.33	4.94
Yao-2017-1100-692	692	囚衣	inmate suit			2.51	6.9	4.56	5.64	5.72	5.79
Yao-2017-1100-693	693	求婚	propose			7.43	6.53	7.37	7.2	7.59	6.84
Yao-2017-1100-694	694	求学	pursue studies			6.69	5.17	6.44	5.22	7.49	6.51
Yao-2017-1100-695	695	求知	seeking knowledge			4.96	5.46	3.71	5.54	4.09	4.99
Yao-2017-1100-696	696	球场	court for ball game			7.47	6.33	4.33	6.69	4.98	5.58
Yao-2017-1100-697	697	躯体	body	BODY	1480	5.97	5.27	6.23	4.37	6.81	6.41
Yao-2017-1100-698	698	趋势	trend			4.5	3.82	3.95	5.5	2.84	3.39
Yao-2017-1100-699	699	娶亲	marry	MARRY	203	5.56	5.86	6.61	6.12	7.35	6.86
Yao-2017-1100-700	700	去年	last year	LAST YEAR	514	7.06	6.63	5.43	5.04	6.3	5.83
Yao-2017-1100-701	701	去世	pass away			3.82	4.59	5.5	3.47	6.2	6.01
Yao-2017-1100-702	702	去向	future directions			4.97	2.66	3.77	5	3.64	4.92
Yao-2017-1100-703	703	圈套	trap	SNARE (TRAP)	3320	7.89	5.53	5.64	3.21	7.3	6.39
Yao-2017-1100-704	704	权力	power	POWER	2526	4.51	5.29	5.15	5.31	5.78	5.59
Yao-2017-1100-705	705	全球	worldwide			4.59	3.77	6.09	5.09	6.68	5.89
Yao-2017-1100-706	706	蜷缩	curl up			3.29	5.86	6.4	6.77	6.81	6.76
Yao-2017-1100-707	707	雀斑	freckle	FRECKLE	530	7.4	4.87	3.97	3.78	5.26	5.56
Yao-2017-1100-708	708	热爱	love			2.41	5.23	4.82	5.5	5.94	6.19
Yao-2017-1100-709	709	热泪	passionate cry			4.98	5.8	6.27	5.39	6.95	6.06
Yao-2017-1100-710	710	热恋	passionate love			1.32	6.05	5.64	6.11	5.35	5.44
Yao-2017-1100-711	711	热切	eager			6.55	6.36	4.82	5.23	3.82	4.87
Yao-2017-1100-712	712	热情	passionate	PASSIONATE	1880	4.64	4.11	4.25	4.86	5.26	5.93
Yao-2017-1100-713	713	热心	warmhearted			6	4.23	6.59	6.93	7.2	7.12
Yao-2017-1100-714	714	人才	talents			6.2	5.2	5.51	5.78	5.77	5.25
Yao-2017-1100-715	715	人格	personality			5.91	4.25	4.15	5.4	4.43	4.49
Yao-2017-1100-716	716	人类	human	PERSON	683	4.63	5.07	3.1	5.77	3.61	5.06
Yao-2017-1100-717	717	人情	human connection			2.74	6.54	5.03	5.05	6.44	5.75
Yao-2017-1100-718	718	人生	life			5.2	4.83	6.67	5.57	8.04	6.7
Yao-2017-1100-719	719	人质	hostage			2.64	5.72	5.31	5.67	5.53	5.72
Yao-2017-1100-720	720	仁爱	benevolence			7.53	5.93	6.67	6.63	6.87	6.55
Yao-2017-1100-721	721	仁慈	benevolent			6.29	5.71	6.61	6.5	7.77	7.01
Yao-2017-1100-722	722	任务	mission			4.38	4.29	4.19	4.76	4.76	5.47
Yao-2017-1100-723	723	日常	daily life			2.63	5.9	4.29	5.03	4.62	4.76
Yao-2017-1100-724	724	日历	calendar	CALENDAR	1967	5.29	3.54	4.57	6.28	5	5.36
Yao-2017-1100-725	725	日期	date			4.18	3.55	5.55	5.18	6.11	5.26
Yao-2017-1100-726	726	荣幸	honor	HONOR (SOMEBODY)	3628	2.38	7.18	5.68	5.18	6.76	6.31
Yao-2017-1100-727	727	容貌	appearance	APPEARANCE	1017	6.15	5.27	5.83	5.51	6.02	5.71
Yao-2017-1100-728	728	容易	easy	EASY	686	6	6	6.81	5.83	6.74	6.12
Yao-2017-1100-729	729	榕树	banyan tree			5.41	5.95	6.55	6.5	4.66	4.79
Yao-2017-1100-730	730	融合	combine			4.95	3.68	6.85	7.59	8.31	6.97
Yao-2017-1100-731	731	冗长	wordy			3.93	4.76	6.02	6.44	6.51	5.97
Yao-2017-1100-732	732	柔情	tenderness			6.54	5.27	6.34	6.02	7.31	6.52
Yao-2017-1100-733	733	柔软	soft	SOFT	1856	7.47	6.53	4.94	4.31	5.7	5.65
Yao-2017-1100-734	734	柔弱	weak and tender			1.5	6.25	4.14	4	3.95	4.61
Yao-2017-1100-735	735	肉搏	fist fight			6.61	6.18	4.46	3.32	5.69	6.31
Yao-2017-1100-736	736	睿智	wise	WISE	698	2.71	6.89	4.46	5.29	4	5.24
Yao-2017-1100-737	737	撒谎	lie	LIE (MISLEAD)	601	5.07	4.9	3.95	4.09	3.18	3.61
Yao-2017-1100-738	738	丧服	memorial suit for the dead			1.67	7.33	4.25	4.78	4.67	4.81
Yao-2017-1100-739	739	丧礼	funeral	FUNERAL	3336	1.93	8.32	5.89	6.39	7.43	6.53
Yao-2017-1100-740	740	丧失	lose	LOSE	1660	6.73	6.23	6.5	5.17	6.28	5.67
Yao-2017-1100-741	741	丧亡	pass away	DIE	1494	1.22	7.36	4.42	4.31	5.51	5.28
Yao-2017-1100-742	742	扫兴	bummer			2.2	5.36	4.73	4.5	5.53	5
Yao-2017-1100-743	743	色斑	color spot			3.64	5.89	3.83	4.97	5.05	4.79
Yao-2017-1100-744	744	色情	porn			3.14	7.71	4.79	4.36	4.16	5.16
Yao-2017-1100-745	745	杀戮	killing			2.61	5.54	4.73	5.41	6.03	6.09
Yao-2017-1100-746	746	沙尘	sand	SAND	671	4.66	4.61	5.15	5.34	5.82	5.52
Yao-2017-1100-747	747	沙漠	desert	DESERT	3687	2.3	7.4	6.3	4.43	6.86	6.2
Yao-2017-1100-748	748	傻瓜	fool			3.22	3.68	5.32	5.51	6.51	5.66
Yao-2017-1100-749	749	傻子	fool	FOOL	1438	3	2.7	5.57	4.9	6.97	5.8
Yao-2017-1100-750	750	山崩	landslide			4.82	3.71	3.82	3.68	4.97	4.47
Yao-2017-1100-751	751	山峰	mountain	MOUNTAIN	639	1.94	8.58	4.39	5.25	4.47	5.11
Yao-2017-1100-752	752	善良	kind	KIND	3299	7.83	5.53	5.3	6.77	5.46	6.03
Yao-2017-1100-753	753	伤疤	scar	SCAR	497	6.67	5.14	4.56	4.66	6.2	5.26
Yao-2017-1100-754	754	伤痕	scar			2.51	6.14	5.28	4.4	5.65	5.46
Yao-2017-1100-755	755	伤口	scar	WOUND	1109	5.11	5.96	4.82	2.73	4.42	4.47
Yao-2017-1100-756	756	伤势	condition for the injury			5.27	5.53	5	6.2	5.72	5.71
Yao-2017-1100-757	757	烧伤	burn	BURN	2102	2.63	7.03	4.83	5.5	4.79	5.23
Yao-2017-1100-758	758	稍微	a bit	A LITTLE	2924	2.54	5.44	5.37	3.97	6.1	5.25
Yao-2017-1100-759	759	少女	young lady	GIRL	1646	6.57	5.37	6.93	6.8	6.64	6.17
Yao-2017-1100-760	760	申请	apply			5.79	3.18	6.75	6.82	7.1	6.18
Yao-2017-1100-761	761	身份	identity	IDENTITY	3960	6.42	5.51	5.36	4.09	6.32	5.16
Yao-2017-1100-762	762	身世	personal history			4.72	4.66	5.85	4.74	6.52	5.87
Yao-2017-1100-763	763	呻吟	moan			3.14	4.89	5.64	3.21	6.86	6.17
Yao-2017-1100-764	764	绅士	gentlemen			2.86	3.93	4.89	6.79	5.27	5.51
Yao-2017-1100-765	765	深沉	thoughtful			5.64	5.64	4.54	5.23	3.76	4.49
Yao-2017-1100-766	766	深度	depth	DEPTH	2534	6.51	4.97	6.57	5.18	7.47	6.47
Yao-2017-1100-767	767	深情	deep love			6.29	6.24	5.49	6.1	5.03	5.26
Yao-2017-1100-768	768	深思	deep thought			6.83	5.42	7	6.58	7.95	7.51
Yao-2017-1100-769	769	神奇	amazing	AMAZING	1863	3.41	5.29	5.39	6.39	5.77	6.07
Yao-2017-1100-770	770	神圣	sacred			6.29	6.29	6.29	6.07	7.26	6.22
Yao-2017-1100-771	771	审美	aesthetics			2.18	6.82	4.5	6.04	4.73	5.34
Yao-2017-1100-772	772	审阅	edit			4.64	4.83	5.03	5.5	4.81	5.33
Yao-2017-1100-773	773	升华	sublimation			2.57	6.17	5.68	4.96	6.46	5.83
Yao-2017-1100-774	774	生活	life	LIFE	210	5.21	4.5	6.21	5.86	7.35	6.86
Yao-2017-1100-775	775	生命	life			5.03	6.26	5.68	6.77	4.92	5.34
Yao-2017-1100-776	776	生日	birthday	BIRTHDAY	2407	7.08	5.92	6.97	6.56	6.79	6.4
Yao-2017-1100-777	777	生态	eco system			2.89	5.39	5.64	6.23	3.71	4.47
Yao-2017-1100-778	778	生长	grow	GROW	479	6.66	6.97	6	5.68	7.37	6.95
Yao-2017-1100-779	779	绳子	rope	ROPE	1218	6.1	6.95	5.66	5.71	6.94	6.31
Yao-2017-1100-780	780	圣洁	holy	HOLY	1702	6.73	6.73	5.36	6.09	4.24	4.5
Yao-2017-1100-781	781	尸骨	dead body			4.43	5.75	4	4.07	5.79	5.63
Yao-2017-1100-782	782	失宠	out of grace			4.32	4.18	4.91	4.32	6.29	5.53
Yao-2017-1100-783	783	失恋	failed relationship			2.33	6.37	2.63	5.17	3.48	4.58
Yao-2017-1100-784	784	失眠	insomnia			3.39	5.15	5.76	5.73	6.97	6.28
Yao-2017-1100-785	785	失身	lose oneself			5.09	4.68	5.23	4.43	6.43	6.54
Yao-2017-1100-786	786	师范	normal school			5.32	4.44	6.46	6.05	7.91	7.08
Yao-2017-1100-787	787	诗歌	poetry	POETRY	541	5.77	5.8	5	5.63	5.65	5.95
Yao-2017-1100-788	788	虱子	lice	LOUSE	1392	5.39	5.54	5.64	3	6.82	5.84
Yao-2017-1100-789	789	湿度	humility			5.98	5.49	5.15	4.63	6.31	5.26
Yao-2017-1100-790	790	时代	times			6.55	5.82	5.36	3.95	5.24	4.89
Yao-2017-1100-791	791	时光	time			2.66	6.1	4.66	5.34	4.83	5.58
Yao-2017-1100-792	792	时间	time	TIME	892	4.05	4.77	5.82	4.64	4.68	4.76
Yao-2017-1100-793	793	时尚	fashion			1.23	7.41	4.18	4.77	3.26	3.76
Yao-2017-1100-794	794	实际	factual			3.03	6.66	4.63	3.97	4.74	5.01
Yao-2017-1100-795	795	实力	power			8.23	5.32	6.73	6.07	7.25	6.66
Yao-2017-1100-796	796	拾荒	scavenge			3.56	6.86	4.92	5.44	5.26	5
Yao-2017-1100-797	797	食品	food	FOOD	256	5.23	5.45	6.27	5	6.63	5.34
Yao-2017-1100-798	798	史书	historic books			1.87	7.3	5.73	5.14	5.71	5.76
Yao-2017-1100-799	799	使命	mission			4.54	5.86	3.5	5.11	3.06	4.2
Yao-2017-1100-800	800	始终	from the beginning to the end			6.71	6.46	5.14	5.86	6.97	6.27
Yao-2017-1100-801	801	士兵	soldier	SOLDIER	1941	4.39	4.61	6.39	5.51	6.89	6.11
Yao-2017-1100-802	802	世纪	century			4.29	3.68	5	5.66	3.94	4.8
Yao-2017-1100-803	803	世界	world	WORLD	965	4.82	4.45	5.91	5.68	5.82	5.26
Yao-2017-1100-804	804	世俗	worldly			4.14	3.29	5.57	6.24	6.74	5.21
Yao-2017-1100-805	805	世袭	hereditary			6.59	5.68	5.23	3.67	5.45	4.84
Yao-2017-1100-806	806	势利	snobbish			7.18	6.82	4.23	2.82	5.53	5.08
Yao-2017-1100-807	807	事故	accident			2.17	7.1	2.67	3.43	4.32	4.96
Yao-2017-1100-808	808	事实	fact			4.77	4.23	4.55	5.18	3.47	4
Yao-2017-1100-809	809	事态	situation			4.71	4.14	7.61	5.39	7.99	7
Yao-2017-1100-810	810	事物	matters	MATTER	2150	4.98	3.75	5.61	4.31	7.09	6.42
Yao-2017-1100-811	811	事业	career			5.64	5.55	5.73	5.82	4	4.61
Yao-2017-1100-812	812	侍卫	body guard			6.57	5.47	5.07	3.86	6.75	6.46
Yao-2017-1100-813	813	视角	perspective			4.17	3.46	5.88	5.46	7.15	6.15
Yao-2017-1100-814	814	视觉	sense of sight			4.58	4.13	5.77	5.14	5.87	5.42
Yao-2017-1100-815	815	视线	eye sight			5.17	4.07	5.44	5.15	5.25	5.2
Yao-2017-1100-816	816	是非	moral compass			2.86	4.78	6.28	4.86	6.58	6.53
Yao-2017-1100-817	817	适当	proper			5.14	5.73	2.97	5.33	3.86	5.04
Yao-2017-1100-818	818	适度	proper			6.61	6.34	6.59	7	7.58	6.29
Yao-2017-1100-819	819	适宜	proper			5.8	4.53	6.47	5.73	7.06	6.59
Yao-2017-1100-820	820	释怀	resolution			6.36	4.73	5.14	5.91	4.08	4.86
Yao-2017-1100-821	821	誓言	vow			6.69	4.72	6.44	5.89	6.72	6.58
Yao-2017-1100-822	822	收藏	collection			2.98	3.27	4.51	5.37	6.03	5.46
Yao-2017-1100-823	823	收获	harvest	HARVEST CROPS	1827	6.27	5.98	5.88	6.27	5.57	6.17
Yao-2017-1100-824	824	收纳	collect			1.86	6.44	4.72	5.68	4.53	4.78
Yao-2017-1100-825	825	收押	confiscate			2.22	6.92	5.47	3.58	7	6.6
Yao-2017-1100-826	826	收养	adopt			5.42	4.5	6.11	4.89	5.81	5.33
Yao-2017-1100-827	827	收益	profit			6.54	4.95	5.18	6.77	4.18	4.76
Yao-2017-1100-828	828	手法	method	METHOD	3971	6.27	4.59	5.41	5.07	6.98	6.17
Yao-2017-1100-829	829	手工	handcraft			1.5	6.4	4.57	5.57	4.31	5.47
Yao-2017-1100-830	830	手铐	cuff			4	4.27	4.27	2.77	3.68	3.97
Yao-2017-1100-831	831	手枪	rifle	PISTOL	3881	2.8	6.49	4.66	4.39	6.08	5.78
Yao-2017-1100-832	832	手艺	skill			7.04	6.18	6.75	6.44	7.05	6.98
Yao-2017-1100-833	833	守灵	vigil			4.86	5.86	4.47	4.25	4.84	5.65
Yao-2017-1100-834	834	守则	rules			1.86	6.91	5.66	5.22	6.54	6.05
Yao-2017-1100-835	835	首创	innovate			5.97	4.95	5.54	5.15	7.37	6.58
Yao-2017-1100-836	836	首饰	jewelry			4.86	6.04	6.04	5.96	7.37	6.6
Yao-2017-1100-837	837	寿命	life span			5.44	3.44	5.32	5.09	5.37	4.76
Yao-2017-1100-838	838	寿桃	peaches offered as a birthday present			6.05	6.09	5.77	5.73	4.29	4.66
Yao-2017-1100-839	839	寿星	the long-living people			5.61	4.66	5.37	5.09	3.59	4.86
Yao-2017-1100-840	840	枢纽	hub			6.66	7.34	6.83	6.36	7.67	7.47
Yao-2017-1100-841	841	淑女	lady	LADY	2471	6.17	6.19	7.06	5.58	7.28	6.6
Yao-2017-1100-842	842	舒畅	comfortable			4.03	3.43	4.03	6.73	5.48	4.84
Yao-2017-1100-843	843	蔬菜	vegetables	VEGETABLES	924	6.64	3.89	7.53	7.78	7.49	6.7
Yao-2017-1100-844	844	熟悉	familiar	FAMILIAR	3005	5.36	3.95	6.09	5.45	4.37	4.5
Yao-2017-1100-845	845	暑假	summer holiday			7.58	5.25	4.58	6.42	5.51	5.91
Yao-2017-1100-846	846	属性	nature			5.34	4.71	4.83	5.22	5.17	5.77
Yao-2017-1100-847	847	树冠	tree crown			3.68	6.14	4.36	4.59	3.76	5.05
Yao-2017-1100-848	848	树林	woods			6.2	4.57	5	5.33	4.93	4.84
Yao-2017-1100-849	849	数据	statistics			4.73	6.27	4.55	5.05	3.82	4.08
Yao-2017-1100-850	850	数量	quantity			4.41	3.68	4.45	4.45	7.42	6.87
Yao-2017-1100-851	851	刷新	refresh			5.78	3.44	3.25	6.69	4.67	5.56
Yao-2017-1100-852	852	衰老	age	AGE	1789	1.97	6.69	4.11	3.54	4.61	4.74
Yao-2017-1100-853	853	衰弱	weak	WEAK	1601	6.71	5.37	5.17	3.59	5.65	5.02
Yao-2017-1100-854	854	爽快	readily			7.06	6.08	7.83	7.67	7.63	7.53
Yao-2017-1100-855	855	爽朗	bright and clear			7.27	4.33	6.83	6.86	6.76	6.76
Yao-2017-1100-856	856	水稻	rice plant	WILD RICE	3390	5.69	4.31	4.75	5.08	4.95	5.62
Yao-2017-1100-857	857	水晶	crystal			5.36	6.58	6.89	7.19	6.79	6.58
Yao-2017-1100-858	858	水平	competence			4.44	3.39	4.63	5.31	4.81	4.7
Yao-2017-1100-859	859	水仙	narcissus			3.41	5.23	6.5	5.8	5.29	4.49
Yao-2017-1100-860	860	税收	tax	TAX	873	6.66	5.63	5.97	4.2	6.04	5.86
Yao-2017-1100-861	861	睡眠	sleep	SLEEP (STATE)	2972	6.82	5.13	5.23	7.23	4.92	5.03
Yao-2017-1100-862	862	顺序	order	ORDER	1128	4.22	4.34	5.63	5.1	6.89	6.28
Yao-2017-1100-863	863	瞬间	instant			3.31	6.54	4.29	5.11	4.14	4.81
Yao-2017-1100-864	864	司仪	host	HOST	1545	4.82	3.29	4.68	4.96	5.44	5.97
Yao-2017-1100-865	865	私奔	elope			2.52	5.28	3.6	4.74	3.91	4.88
Yao-2017-1100-866	866	思考	think	THINK (REFLECT)	1415	5.36	5.04	5.46	4.94	5.51	5.78
Yao-2017-1100-867	867	思维	logic	LOGIC	2429	2.06	7.22	4.56	5	4.81	5.23
Yao-2017-1100-868	868	死囚	Death row inmates			2.29	6.85	3.78	3.68	5.77	4.97
Yao-2017-1100-869	869	死刑	death penalty			4.64	4.29	6.5	3.07	6.48	5.54
Yao-2017-1100-870	870	死罪	death penalty			5.1	4.95	4.88	5.27	6.62	6.32
Yao-2017-1100-871	871	寺院	temple	TEMPLE	911	5.05	5.09	6.09	3.95	6.71	5.66
Yao-2017-1100-872	872	夙愿	wish			4.45	3.76	4.62	4.81	3.97	4.21
Yao-2017-1100-873	873	素质	quality			5.5	4.05	5.55	5.36	7.53	6.47
Yao-2017-1100-874	874	速度	speed			4.02	4.44	5.98	6.44	7.77	6.82
Yao-2017-1100-875	875	算计	calculate	CALCULATE	2867	5.11	5.29	6.23	4.23	5.12	5.07
Yao-2017-1100-876	876	岁月	ages			5.23	4.45	5.91	5.91	6.76	6.74
Yao-2017-1100-877	877	太监	eunuck			3.82	6.54	4.14	4.43	4.94	5.53
Yao-2017-1100-878	878	贪婪	greedy	GREEDY	2018	4.68	4.32	4.86	3.69	6.42	6.03
Yao-2017-1100-879	879	贪污	corruption			2	7.55	2.91	2.5	4.42	4.21
Yao-2017-1100-880	880	瘫痪	paralyze			4.83	4.67	6.53	4.47	6.13	6.45
Yao-2017-1100-881	881	逃兵	army deserter			6.03	5.3	6.33	5.33	6.65	6.42
Yao-2017-1100-882	882	逃跑	run away	RUN AWAY	2142	4.89	2.58	6.83	6.53	7.51	7.19
Yao-2017-1100-883	883	讨伐	hunt down			6.75	7.07	4.25	4.44	4.86	5.7
Yao-2017-1100-884	884	梯田	terraced fields			4.17	3	6.9	6.33	6.42	5.91
Yao-2017-1100-885	885	题材	theme			5.5	5.05	4.45	4.86	3.97	4.18
Yao-2017-1100-886	886	体操	gymnastics			4.95	5.82	6.82	4.55	7	6.37
Yao-2017-1100-887	887	体验	experience			7.55	6.59	4.14	4.89	4.16	5.32
Yao-2017-1100-888	888	天鹅	swan	SWAN	2837	7.23	5.3	6.93	6.53	6.94	6.07
Yao-2017-1100-889	889	天空	sky	SKY	1732	7.57	5.41	7.17	8.13	6.54	6.52
Yao-2017-1100-890	890	天文	cosmology			5.03	4.9	3.33	5.43	3.42	4.83
Yao-2017-1100-891	891	田野	wild fields			4.92	4.28	7	6.63	7.3	6.41
Yao-2017-1100-892	892	条理	organization			6.06	4.51	6.54	5.25	7.26	6.76
Yao-2017-1100-893	893	条例	regulation			6.61	4.39	3.94	4.89	4.49	4.91
Yao-2017-1100-894	894	条目	items	ITEM	2981	4.55	3.55	6.18	4.91	7.13	6.03
Yao-2017-1100-895	895	调和	coordinate			3.53	5.47	5.81	5.97	7.37	6.77
Yao-2017-1100-896	896	铁路	rail road			6.46	5.98	6.93	6.9	8.32	7.15
Yao-2017-1100-897	897	通讯	communication			4.68	3.36	7.71	5.89	7.86	7.41
Yao-2017-1100-898	898	同胞	country man			6.74	6.66	6.54	5.21	7.37	6.67
Yao-2017-1100-899	899	同情	sympathize	SYMPATHIZE	3903	6.93	6.87	6.87	6.03	7.68	6.97
Yao-2017-1100-900	900	童年	childhood			7.31	5.54	5.94	6.03	5.22	5.7
Yao-2017-1100-901	901	头发	hair	HAIR (HEAD)	2648	4.95	2.71	4.49	5.1	2.97	3.34
Yao-2017-1100-902	902	头绪	clue			6.8	6.11	6.71	6.8	7.15	6.38
Yao-2017-1100-903	903	投资	invest			6.68	5.5	6.61	4.94	6.65	6.16
Yao-2017-1100-904	904	屠夫	butcher	BUTCHER	2569	3.85	4.29	7.02	6.83	8.06	6.68
Yao-2017-1100-905	905	屠杀	massacre			1.33	6.31	5.67	4.89	6.91	6.26
Yao-2017-1100-906	906	土匪	bandits			4.31	4.8	3.6	3.83	5.05	5.43
Yao-2017-1100-907	907	团聚	reunion			7.47	6.83	6.97	7.23	7.7	7.39
Yao-2017-1100-908	908	退化	degenerate			2.8	4.27	5.22	5.1	4.85	5.14
Yao-2017-1100-909	909	吞并	merge			6.53	4.7	6.5	5.45	6.14	4.74
Yao-2017-1100-910	910	外交	diplomatic			4.71	3.29	6.46	6.93	7.29	6.67
Yao-2017-1100-911	911	完美	perfect			6.94	6.44	5.61	5.83	5.21	5.02
Yao-2017-1100-912	912	晚霞	sunset	SUNSET	2295	6.9	7.47	7.07	6.5	7.42	6.74
Yao-2017-1100-913	913	婉约	euphemistic			5.82	5.32	4.59	5	3.39	3.42
Yao-2017-1100-914	914	旺盛	prosperous			5.39	6.19	6.03	6.22	6.98	6.7
Yao-2017-1100-915	915	威胁	threat			2.17	6.32	4.24	5.85	5.2	5.77
Yao-2017-1100-916	916	威严	dignified			6.05	5.17	5.83	4.68	6.89	6.35
Yao-2017-1100-917	917	微妙	subtle	KEEN OR SUBTLE	2232	6.29	7.06	6	5.88	6.68	6.3
Yao-2017-1100-918	918	微笑	smile	SMILE	1451	4.47	4.97	6.97	7.5	7.09	6.68
Yao-2017-1100-919	919	维持	persist			2.62	6.36	6.97	5.75	7.47	7.49
Yao-2017-1100-920	920	伟大	great 			3	4.5	5.73	5.54	6.34	6
Yao-2017-1100-921	921	伪装	fake			5.5	4.86	4.72	4.83	4.67	4.79
Yao-2017-1100-922	922	委屈	feel wronged			1.67	6.72	5.67	4.53	6.47	6.07
Yao-2017-1100-923	923	委婉	euphemistic			4.6	4.4	4.17	5.43	4.44	5.5
Yao-2017-1100-924	924	畏惧	timid			6.5	6.89	4.07	3.46	4.54	5.37
Yao-2017-1100-925	925	温泉	hot spring			7.11	4.81	5.86	6.33	5.21	5.21
Yao-2017-1100-926	926	文化	culture			5.31	4.74	4.77	6	4.81	5.54
Yao-2017-1100-927	927	文明	civilization			4.6	3.89	4.29	5.21	4.41	5.22
Yao-2017-1100-928	928	文学	literature			6.6	3.74	5.91	6.34	7.14	7.16
Yao-2017-1100-929	929	问号	period	PERIOD	508	5.46	3.71	5.98	5.24	6.29	5.46
Yao-2017-1100-930	930	问题	problem	PROBLEM	2425	4.55	4.77	6.09	5.8	6.92	6.24
Yao-2017-1100-931	931	乌鸦	black crow			3.75	6.25	5.47	4.1	5.74	5.94
Yao-2017-1100-932	932	污垢	dirt	DIRT	25	4.29	5.08	4.2	4.8	5.05	5.08
Yao-2017-1100-933	933	巫婆	witch	WITCH	824	6.56	6.08	5.56	3.64	6.19	5.58
Yao-2017-1100-934	934	诬告	set a person up			3.25	4.57	3.14	2.05	4.89	4.53
Yao-2017-1100-935	935	无赖	jackass			2.09	6.03	3.37	4.51	4	4.43
Yao-2017-1100-936	936	无情	ruthless			2.39	6.18	5.75	3.86	6.44	5.94
Yao-2017-1100-937	937	梧桐	parasol tree			5.71	5.23	4.69	5.51	3.3	4.57
Yao-2017-1100-938	938	五官	facial features			6.93	5.68	5.45	6	5.79	5.21
Yao-2017-1100-939	939	舞台	stage			1.45	7.77	6.23	5.59	5.95	5.53
Yao-2017-1100-940	940	误会	misunderstanding			2.82	5.86	4.73	4.41	6.29	5.35
Yao-2017-1100-941	941	夕阳	sunset			7.07	5.87	6.63	6.87	7.06	7
Yao-2017-1100-942	942	西餐	western food			5.17	5.03	3.83	4.69	3.89	4.76
Yao-2017-1100-943	943	西施	Xi Shi (an ancient beauty)			5.82	3.21	6.36	5.94	7.6	6.58
Yao-2017-1100-944	944	西式	western			5.67	4.93	4.63	4.9	4.23	4.89
Yao-2017-1100-945	945	昔日	old times			4.77	3.14	4.41	5.41	3.03	3.53
Yao-2017-1100-946	946	习惯	habit			5.05	5.17	5.9	6.83	4.09	5.51
Yao-2017-1100-947	947	喜爱	like	LIKE	1117	7.64	6.64	7.25	5.89	6.24	5.35
Yao-2017-1100-948	948	喜报	good news			7.5	7.2	5.8	6.93	5.78	4.91
Yao-2017-1100-949	949	喜庆	festive			6.39	6.82	4.14	7.59	4.24	5.21
Yao-2017-1100-950	950	喜鹊	magpie	MAGPIE	2039	6.14	6.42	6.44	5.94	7.21	7.07
Yao-2017-1100-951	951	喜糖	candies for wedding			4.02	5.83	5.88	5.44	5.62	5.05
Yao-2017-1100-952	952	细胞	cell			4.42	3.44	4.42	5.97	5.86	6.16
Yao-2017-1100-953	953	细腻	subtle			5.23	4.05	4.95	4.91	4.82	4.61
Yao-2017-1100-954	954	显赫	outstanding			7.14	5.18	5.68	6.4	6.86	6.36
Yao-2017-1100-955	955	现实	reality			6.68	6.32	4.86	6.03	6.35	5.81
Yao-2017-1100-956	956	乡亲	village people			4.85	4.83	4.72	4.97	3.85	3.97
