ID	NUMBER	ENGLISH	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	Page	categoryID	subcategoryID	subsubcategoryID	categoryNAME	subcategoryNAME	subsubcategoryNAME
Snider-2004-1700-433	433	say	dire	1458	SAY	13	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-434	434	voice	voix	1363	VOICE	13	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-435	435	speak, talk	parler	1623	SPEAK	13	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-436	436	whisper (v)	chuchoter	55	WHISPER	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-437	437	shout (v), cry out	hurler, parler fort, crier	715	SHOUT	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-438	438	chat (v)	causer, bavarder	2903	CHAT (WITH SOMEBODY)	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-439	439	mumble	marmonner, bredouiller	128	MUMBLE	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-440	440	stutter	bégayer	1866	STUTTER	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-441	441	(be) eloquent	(être) éloquent			14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-442	442	(be) silent	se taire, (être) silencieux	48	BE SILENT	14	4	2		PERSONAL INTERACTION	SPEECH, LANGUAGE	
Snider-2004-1700-443	443	greet (v)	saluer	3552	GREET	14	4	2	1	PERSONAL INTERACTION	SPEECH, LANGUAGE	Greeting
Snider-2004-1700-444	444	call (someone)	appeler, interpeller	1084	CALL	14	4	2	1	PERSONAL INTERACTION	SPEECH, LANGUAGE	Greeting
Snider-2004-1700-445	445	say goodbye, take leave of	prendre congé, faire ses adieux			14	4	2	1	PERSONAL INTERACTION	SPEECH, LANGUAGE	Greeting
Snider-2004-1700-446	446	announce	annoncer	9	ANNOUNCE	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-447	447	announcement	annonce			14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-448	448	news	nouvelles	2964	NEWS	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-449	449	explain	expliquer	1626	EXPLAIN	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-450	450	advise	counseiller			14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-451	451	gossip (v)	faire des commérages	3640	GOSSIP	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-452	452	lie (n) (falsehood)	mensonge	2826	LIE (FALSEHOOD)	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-453	453	ask, request	demander	1828	ASK (REQUEST)	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-454	454	plead, implore	supplier, implorer			14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-455	455	request (n)	demande, requête			14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-456	456	answer, reply (v)	répondre			14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-457	457	thank	remercier	2412	THANK (SOMBEODY)	14	4	2	2	PERSONAL INTERACTION	SPEECH, LANGUAGE	Information and questions
Snider-2004-1700-458	458	promise (n)	promesse			14	4	2	3	PERSONAL INTERACTION	SPEECH, LANGUAGE	Promise
Snider-2004-1700-459	459	oath	serment	1712	OATH	14	4	2	3	PERSONAL INTERACTION	SPEECH, LANGUAGE	Promise
Snider-2004-1700-460	460	swear	jurer, prêter serment	1939	SWEAR	14	4	2	3	PERSONAL INTERACTION	SPEECH, LANGUAGE	Promise
Snider-2004-1700-461	461	insult (v)	insulter	3204	INSULT	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-462	462	insult (n)	insulte			14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-463	463	slander (v)	calomnier	3641	SLANDER	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-464	464	threaten	menacer	1192	THREATEN	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-465	465	argue	se disputer	3302	QUARREL (VERB)	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-466	466	argument	dispute			14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-467	467	grumble, complain	se plaindre, râler	3642	COMPLAIN	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-468	468	contradict	contredire			14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-469	469	accuse	accuser	1814	ACCUSE	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-470	470	deny	nier	755	DENY	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-471	471	admit (to a wrong)	admettre, avouer (un tort)	2022	ADMIT	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-472	472	agree	être/ se mettre d'accord	3643	AGREE	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-473	473	agreement	accord	3644	AGREEMENT	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-474	474	persuade	persuader	3645	PERSUADE	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-475	475	praise (n)	louange	1687	PRAISE	14	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-476	476	bless, praise (someone)	bénir, louer			15	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-477	477	congratulate	féliciter			15	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-478	478	boast, brag	se vanter	101	BOAST	15	4	2	4	PERSONAL INTERACTION	SPEECH, LANGUAGE	Strife and praise
Snider-2004-1700-479	479	tell, recount (story)	raconter (un conte)	1711	TELL	15	4	2	5	PERSONAL INTERACTION	SPEECH, LANGUAGE	Discourse genres
Snider-2004-1700-480	480	story (tale)	conte, histoire	2060	STORY	15	4	2	5	PERSONAL INTERACTION	SPEECH, LANGUAGE	Discourse genres
Snider-2004-1700-481	481	proverb	proverbe	3646	PROVERB	15	4	2	5	PERSONAL INTERACTION	SPEECH, LANGUAGE	Discourse genres
Snider-2004-1700-482	482	speech, discourse	discours	1115	SPEECH	15	4	2	5	PERSONAL INTERACTION	SPEECH, LANGUAGE	Discourse genres
Snider-2004-1700-483	483	account (report) (n)	rapport, compte rendu			15	4	2	5	PERSONAL INTERACTION	SPEECH, LANGUAGE	Discourse genres
Snider-2004-1700-484	484	embrace, hug (v)	embrasser, êtreindre	928	EMBRACE	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-485	485	caress (v)	caresser			15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-486	486	kiss (v)	embrasser, donner un baiser	578	KISS	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-487	487	copulate, have sexual intercourse	faire l'amour, avoir des relations sexuelles	1785	HAVE SEX	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-488	488	nurse, suckle (baby) (tr)	téter, allaiter	2472	SUCKLE (BREASTFEED, NURSE)	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-489	489	tickle (v)	chatouiller	3647	TICKLE (SOMEBODY)	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-490	490	spank (child)	donner une fessée, fesser			15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-491	491	whip (n)	fouet, chicotte	2630	WHIP	15	4	3		PERSONAL INTERACTION	INTERPERSONAL CONTACT	
Snider-2004-1700-492	492	help	aider	1897	HELP	15	4	4		PERSONAL INTERACTION	HELP AND CARE	
Snider-2004-1700-493	493	protect, defend	protéger, défendre	2900	PROTECT	15	4	4		PERSONAL INTERACTION	HELP AND CARE	
Snider-2004-1700-494	494	look after	prendre soin (de qqn)	253	CARE FOR	15	4	4		PERSONAL INTERACTION	HELP AND CARE	
Snider-2004-1700-495	495	bring up (a child)	élever (un enfant)	2134	RAISE (BRING UP)	15	4	4		PERSONAL INTERACTION	HELP AND CARE	
Snider-2004-1700-496	496	rule over, dominate	gouverner, dominer	1846	RULE	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-497	497	order (someone to do something)	commander, ordonner (à qqn de faire qqch)	1128	ORDER	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-498	498	command (n)	ordre			15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-499	499	duty, obligation	(un) devoir, obligation	3471	OBLIGATION (DUTY)	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-500	500	send (someone to do something)	envoyer en commission	1127	SEND	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-501	501	serve	servir	3648	SERVE (SOMEONE)	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-502	502	lead, guide (v)	diriger, guider	43	LEAD (GUIDE)	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-503	503	follow	suivre	1085	FOLLOW	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-504	504	obey	obéir	1635	OBEY	15	4	5		PERSONAL INTERACTION	DOMINION AND CONTROL	
Snider-2004-1700-505	505	please, satisfy	plaire, satisfaire	1271	DELIGHT	15	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-506	506	annoy, disturb	embêter, déranger, ennuyer	2869	BOTHER (HARASS)	15	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-507	507	deceive	tromper, décevoir	3230	DECEIVE	15	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-508	508	quarrel	querelle	1848	QUARREL	15	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-509	509	fight	se battre, combattre	1423	FIGHT	15	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-510	510	stab	poignarder	1434	STAB	16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-511	511	kill, murder	tuer	1417	KILL	16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-512	512	take revenge	se venger	495	REVENGE	16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-513	513	resolve, settle (dispute)	résoudre, régler (une dispute)			16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-514	514	intercede, mediate	intercéder, servir d'intermédiaire			16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-515	515	compromise	compromis			16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-516	516	appease, pacify	apaiser			16	4	6		PERSONAL INTERACTION	CONFLICT AND RESOLUTION	
Snider-2004-1700-517	517	steal	voler (dérober)	713	STEAL	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-518	518	rape	viol	953	RAPE	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-519	519	judge (v)	juger	1818	ADJUDICATE	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-520	520	law	loi	1062	LAW	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-521	521	(be) fair, just	(être) juste			16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-522	522	(be) guilty	(être) coupable	1682	GUILTY	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-523	523	(be) innocent	(être) innocent	90	INNOCENT	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-524	524	punish	punir	3649	PUNISH	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-525	525	penalty, punishment	pénalité, punition	390	PUNISHMENT	16	4	7		PERSONAL INTERACTION	CRIME AND JUSTICE	
Snider-2004-1700-526	526	dwell, inhabit	habiter	363	DWELL (LIVE, RESIDE)	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-527	527	inhabitant, resident	habitant, résident			16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-528	528	bush dweller	habitant de la brousse, campagnard			16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-529	529	move away, migrate	émigrer, déménager	229	MOVE AWAY	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-530	530	country, ethnic area	pays	1300	COUNTRY	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-531	531	frontier (of ethnic area)	frontière (de pays)			16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-532	532	town, city	ville	1391	TOWN	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-533	533	village	village	930	VILLAGE	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-534	534	camp, encampment	campement	1105	CAMP	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-535	535	market (n)	marché	633	MARKET	16	5	1		HUMAN CIVILISATION	SETTLEMENT HABITATION	
Snider-2004-1700-536	536	article of clothing, clothes	vêtement(s), habit(s)	1895	CLOTHES	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-537	537	wear clothes	porter des vêtements	976	WEAR	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-538	538	dress (v)	s'habiller, se vétir	814	DRESS UP	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-539	539	undress	se déshabiller	1755	UNDRESS	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-540	540	(be) naked	(être) nu	590	NAKED	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-541	541	hat	chapeau	771	HAT	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-542	542	shirt	chemise	1622	SHIRT	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-543	543	trousers	pantalon	809	TROUSERS	16	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-544	544	loincloth	pagne, cache-sexe	1965	LOINCLOTH	17	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-545	545	robe (man's gown)	boubou	461	BOUBOU	17	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-546	546	cloth worn by a woman	pagne (de femme)			17	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-547	547	baby sling	écharpe (pour porter bébé)			17	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-548	548	shoe, sandal	chaussure, sandale	1381	SHOE	17	5	2	1	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Clothing
Snider-2004-1700-549	549	bead	perle	1860	BEAD	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-550	550	string, thread (beads) (v)	enfiler (perles)			17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-551	551	bracelet	bracelet	1754	BRACELET	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-552	552	necklace	collier	1961	NECKLACE	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-553	553	ankle ring, bangle	anneau de cheville			17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-554	554	ring (finger)	bague, anneau (de doigt)	1374	RING	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-555	555	earring	boucle d'oreille	770	EARRING	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-556	556	pierce (ears)	percer les oreilles			17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-557	557	labret, lip plug, lip disk	labret			17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-558	558	plait, braid (hair)	tresser (les cheveux)	3295	BRAID (VERB)	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-559	559	(facial) incision(s), tattoo(s)	scarification(s), tatouage(s)			17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-560	560	cane, walking stick	canne	1296	WALKING STICK	17	5	2	2	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Adornment and accessories
Snider-2004-1700-561	561	bathe, wash oneself	se laver	138	BATHE	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-562	562	apply (ointment), besmear	s'enduire	3650	APPLY (OINTMENT)	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-563	563	wipe off (excreta)	s'essuyer (des excréments)			17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-564	564	cut (hair)	couper les cheveux	2155	CUT (WITH SCISSORS)	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-565	565	shave (v)	se raser	231	SHAVE	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-566	566	razor	rasoir	151	RAZOR	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-567	567	comb (n)	peigne	1475	COMB	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-568	568	tooth stick, toothbrush	brosse à dents, frotte-dents en bois	2579	TOOTHBRUSH	17	5	2	3	HUMAN CIVILISATION	CLOTHING AND ADORNMENT OF BODY	Care for body
Snider-2004-1700-569	569	food	aliments, nourriture	256	FOOD	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-570	570	meat	viande	634	MEAT	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-571	571	fat	graisse	323	FAT (ORGANIC SUBSTANCE)	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-572	572	oil	huile	1484	OIL (ORGANIC SUBSTANCE)	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-573	573	soup, broth	soupe	1547	SOUP	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-574	574	pap, mushy food	bouillie	3651	MUSH (FOOD)	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-575	575	bread	pain	1368	BREAD	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-576	576	crust (n)	croûte			17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-577	577	flour	farine	1594	FLOUR	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-578	578	salt	sel	1274	SALT	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-579	579	breakfast	petit déjeuner	1322	BREAKFAST	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-580	580	evening meal	repas du soir	1833	DINNER (SUPPER)	17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-581	581	feast	fête			17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-582	582	leftovers	les restes			17	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-583	583	spoil (food) (intr)	pourrir, se gâter (aliments)	569	SPOIL (BECOME SPOILED)	18	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-584	584	mould (n)	moisissure	3251	MOLD (GET ROTTEN)	18	5	3	1	HUMAN CIVILISATION	FOOD AND DRINK	Food
Snider-2004-1700-585	585	milk (n)	lait	635	MILK	18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-586	586	curdled milk	lait caillé			18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-587	587	alcohol (general)	alcool (général)	2050	ALCOHOL (DRINK)	18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-588	588	beer (traditional)	bière (traditionelle)	1639	BEER	18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-589	589	mead, honey beer	hydromel (bière de miel)	941	MEAD	18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-590	590	palm wine	vin de palme			18	5	3	2	HUMAN CIVILISATION	FOOD AND DRINK	Drink
Snider-2004-1700-591	591	prepare (food to cook)	préparer (la nourriture)	2909	PREPARE	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-592	592	cut (tr)	couper	1432	CUT	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-593	593	cut open (fruit)	fendre, ouvrir avec un couteau (fruit)	3080	SPLIT OPEN	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-594	594	slice	trancher	2954	SLICE	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-595	595	peel (v)	peler, éplucher	275	PEEL	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-596	596	mix (v)	mélanger	2017	MIX	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-597	597	stir	remuer	696	STIR	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-598	598	strain (food) (v)	passer, filtrer, égoutter	940	STRAIN	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-599	599	pound	piler	354	POUND	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-600	600	grind	moudre	1033	GRIND	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-601	601	knead	pétrir	274	KNEAD	18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-602	602	pluck (feathers)	plumer, arracher les plumes			18	5	4	1	HUMAN CIVILISATION	FOOD PREPARATION	Kitchen preparation
Snider-2004-1700-603	603	cook (v)	(faire) cuire, cuisiner	1100	COOK (SOMETHING)	18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-604	604	roast	rôtir	1962	ROAST (SOMETHING)	18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-605	605	fry	frire	991	FRY	18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-606	606	bake (in ashes)	faire cuire (dans les cendres)			18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-607	607	(be) smoked	(être) fumé			18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-608	608	boil (water), bubble up	(faire) bouillir (l'eau), bouillonner	792	BOIL (OF LIQUID)	18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-609	609	ferment (alcohol) (v)	fermenter	3652	FERMENT	18	5	4	2	HUMAN CIVILISATION	FOOD PREPARATION	Cooking
Snider-2004-1700-610	610	cooking pot (earthenware)	marmite (en terre)	3653	COOKING POT	18	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-611	611	metal pot	pot (en métal)			18	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-612	612	pot (for water)	jarre (à eau)	1462	POT	18	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-613	613	ladle	louche	2657	LADLE	18	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-614	614	cooking stone	pierre de foyer			18	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-615	615	grinding stone	pierre à moudre	2459	GRINDSTONE	19	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-616	616	upper grinding stone	meule supérieure	3022	TOP GRINDSTONE	19	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
Snider-2004-1700-617	617	lower grinding stone	meule inférieure	3023	BOTTOM GRINDSTONE	19	5	5	1	HUMAN CIVILISATION	DOMESTIC UTENSILS AND CONTAINMENT	Kitchen utensils
