ID	NUMBER	RELATION	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOSS	GERMAN	WORD_RESPONSE	SIMILARITY_MEAN	POS
Scheible-2014-5052-1087	1087	HYP	2230	UNTAMED OR WILD	wild	wild	zahm	0.6	ADJ
Scheible-2014-5052-1088	1088	HYP			funny	witzig	humorlos	0.4	ADJ
Scheible-2014-5052-1089	1089	HYP			funny	witzig	humorvoll	7	ADJ
Scheible-2014-5052-1090	1090	HYP			funny	witzig	lustig	8.8	ADJ
Scheible-2014-5052-1091	1091	HYP			funny	witzig	unlustig	1.8	ADJ
Scheible-2014-5052-1092	1092	HYP			funny	witzig	unterhaltsam	8.8	ADJ
Scheible-2014-5052-1093	1093	SYN			chargeable	kostenpflichtig	kostenlos	0.2	ADJ
Scheible-2014-5052-1094	1094	SYN			operational	operativ	langfristig	2.4	ADJ
Scheible-2014-5052-1095	1095	SYN			obvious	naheliegend	entfernt	1.2	ADJ
Scheible-2014-5052-1096	1096	SYN			unjustified	unberechtigt	autorisiert	0	ADJ
Scheible-2014-5052-1097	1097	SYN			cheerful	heiter	traurig	0	ADJ
Scheible-2014-5052-1098	1098	SYN			lush	üppig	mager	0.8	ADJ
Scheible-2014-5052-1099	1099	SYN			hierarchic	hierarchisch	anarchistisch	2.6	ADJ
Scheible-2014-5052-1100	1100	SYN	704	CLEAN	clean	sauber	unrein	0	ADJ
Scheible-2014-5052-1101	1101	SYN			incompatible	inkompatibel	kompatibel	0	ADJ
Scheible-2014-5052-1102	1102	SYN	717	SWEET	sweet	süß	sauer	0.4	ADJ
Scheible-2014-5052-1103	1103	SYN			highly toxic	hochgiftig	ungiftig	0.6	ADJ
Scheible-2014-5052-1104	1104	SYN	717	SWEET	sweet	süß	bitter	0.4	ADJ
Scheible-2014-5052-1105	1105	SYN			live	lebend	tot	0	ADJ
Scheible-2014-5052-1106	1106	SYN			naive	naiv	erfahren	0.4	ADJ
Scheible-2014-5052-1107	1107	SYN			harmoniously	harmonisch	unharmonisch	0.2	ADJ
Scheible-2014-5052-1108	1108	SYN			relocated	verlegt	unveröffentlicht	0.4	ADJ
Scheible-2014-5052-1109	1109	SYN			hierarchic	hierarchisch	demokratisch	1.8	ADJ
Scheible-2014-5052-1110	1110	SYN	712	RICH	rich	reichhaltig	spärlich	0.8	ADJ
Scheible-2014-5052-1111	1111	SYN	1674	POOR	poor	arm	wohlhabend	0	ADJ
Scheible-2014-5052-1112	1112	SYN			no classes	unterrichtsfrei	planmäßig	0.4	ADJ
Scheible-2014-5052-1113	1113	SYN			federal-republican	bundesrepublikanisch	ausländisch	1.4	ADJ
Scheible-2014-5052-1114	1114	SYN	1396	SHARP	sharp	scharf	stumpf	0.6	ADJ
Scheible-2014-5052-1115	1115	SYN			cheerful	heiter	trist	1	ADJ
Scheible-2014-5052-1116	1116	SYN	2504	DIFFERENT	different	verschieden	gleichartig	0	ADJ
Scheible-2014-5052-1117	1117	SYN			cheerless	freudlos	freudig	0.6	ADJ
Scheible-2014-5052-1118	1118	SYN			overfull	übervoll	leer	0	ADJ
Scheible-2014-5052-1119	1119	SYN			indignantly	empört	entzückt	1	ADJ
Scheible-2014-5052-1120	1120	SYN			registered	registriert	anonym	0	ADJ
Scheible-2014-5052-1121	1121	SYN			vigorously	energisch	lasch	0	ADJ
Scheible-2014-5052-1122	1122	SYN			apathetic	teilnahmslos	engagiert	0	ADJ
Scheible-2014-5052-1123	1123	SYN			quick	fix	lahm	0.2	ADJ
Scheible-2014-5052-1124	1124	SYN	1633	FLAT	flat	platt	wellig	0.2	ADJ
Scheible-2014-5052-1125	1125	SYN			obvious	naheliegend	fern	0	ADJ
Scheible-2014-5052-1126	1126	SYN	90	INNOCENT	innocent	unschuldig	schuldig	0	ADJ
Scheible-2014-5052-1127	1127	SYN			incompatible	inkompatibel	passend	0	ADJ
Scheible-2014-5052-1128	1128	SYN			unanimously	übereinstimmend	ungleichartig	0.2	ADJ
Scheible-2014-5052-1129	1129	SYN			known	bekannt	unbekannt	0	ADJ
Scheible-2014-5052-1130	1130	SYN			spatial	räumlich	linear	0.6	ADJ
Scheible-2014-5052-1131	1131	SYN			Middle High German	mittelhochdeutsch	umgangssprachlich	2.2	ADJ
Scheible-2014-5052-1132	1132	SYN			operational	operativ	non-invasiv	1	ADJ
Scheible-2014-5052-1133	1133	SYN			germ-free	keimfrei	verkeimt	0	ADJ
Scheible-2014-5052-1134	1134	SYN			protective	schützend	gefährdend	0.2	ADJ
Scheible-2014-5052-1135	1135	SYN	1552	GLOOMY	gloomy	düster	heiter	1.2	ADJ
Scheible-2014-5052-1136	1136	SYN			racist	rassistisch	fremdenfreundlich	2	ADJ
Scheible-2014-5052-1137	1137	SYN			bottomless	bodenlos	begrenzt	0.8	ADJ
Scheible-2014-5052-1138	1138	SYN			undecided	unentschieden	entschieden	0	ADJ
Scheible-2014-5052-1139	1139	SYN			modular	modular	vielfach	4.4	ADJ
Scheible-2014-5052-1140	1140	SYN			accurate	präzis	unpräzise	0	ADJ
Scheible-2014-5052-1141	1141	SYN			modular	modular	monolithisch	1.6	ADJ
Scheible-2014-5052-1142	1142	SYN			accurate	präzis	ungenau	0	ADJ
Scheible-2014-5052-1143	1143	SYN			undecided	unentschieden	siegreich	0.4	ADJ
Scheible-2014-5052-1144	1144	SYN	1564	LAZY	lazy	faul	fleißig	1	ADJ
Scheible-2014-5052-1145	1145	SYN			dominant	tonangebend	schüchtern	0.4	ADJ
Scheible-2014-5052-1146	1146	SYN			noble	edel	billig	0.8	ADJ
Scheible-2014-5052-1147	1147	SYN	3053	TIGHT	tight	stramm	locker	0.2	ADJ
Scheible-2014-5052-1148	1148	SYN			artistic	künstlerisch	banal	1.8	ADJ
Scheible-2014-5052-1149	1149	SYN			no classes	unterrichtsfrei	schulpflichtig	1	ADJ
Scheible-2014-5052-1150	1150	SYN			vigorously	energisch	vorsichtig	1.2	ADJ
Scheible-2014-5052-1151	1151	SYN			incalculable	unübersehbar	versteckt	2.4	ADJ
Scheible-2014-5052-1152	1152	SYN			ready talk	gesprächsbereit	verschlossen	0.4	ADJ
Scheible-2014-5052-1153	1153	SYN			barren	unfruchtbar	fruchtbar	0	ADJ
Scheible-2014-5052-1154	1154	SYN			relaxed	locker	steif	0	ADJ
Scheible-2014-5052-1155	1155	SYN			unclean	unrein	rein	0.2	ADJ
Scheible-2014-5052-1156	1156	SYN			relaxed	locker	fest	0.4	ADJ
Scheible-2014-5052-1157	1157	SYN			opaque	undurchsichtig	durchsichtig	0.2	ADJ
Scheible-2014-5052-1158	1158	SYN			biblical	biblisch	weltlich	0.8	ADJ
Scheible-2014-5052-1159	1159	SYN			not free	unfrei	ungebunden	1.8	ADJ
Scheible-2014-5052-1160	1160	SYN	2410	GOOD-LOOKING	attractive	attraktiv	hässlich	0	ADJ
Scheible-2014-5052-1161	1161	SYN			gratinated	überbacken	unüberbacken	0	ADJ
Scheible-2014-5052-1162	1162	SYN			conventional	konventionell	modern	1.4	ADJ
Scheible-2014-5052-1163	1163	SYN			excessive	überhöht	tief	1	ADJ
Scheible-2014-5052-1164	1164	SYN			quick	fix	langsam	0.8	ADJ
Scheible-2014-5052-1165	1165	SYN	207	SPARSE	sparse	spärlich	üppig	0.2	ADJ
Scheible-2014-5052-1166	1166	SYN			cleverly	geschickt	tollpatschig	0.4	ADJ
Scheible-2014-5052-1167	1167	SYN			protective	schützend	ausliefernd	1.2	ADJ
Scheible-2014-5052-1168	1168	SYN	2316	FREE	free	frei	gefangen	1	ADJ
Scheible-2014-5052-1169	1169	SYN	3053	TIGHT	tight	stramm	schlaff	0	ADJ
Scheible-2014-5052-1170	1170	SYN			funny	witzig	humorlos	0	ADJ
Scheible-2014-5052-1171	1171	SYN			representative	repräsentativ	bescheiden	1.4	ADJ
Scheible-2014-5052-1172	1172	SYN			French	französisch	unfranzösisch	0	ADJ
Scheible-2014-5052-1173	1173	SYN			transfer	übertragen	behalten	1.4	ADJ
Scheible-2014-5052-1174	1174	SYN			cheerless	freudlos	fröhlich	0.8	ADJ
Scheible-2014-5052-1175	1175	SYN			apathetic	teilnahmslos	interessiert	0.2	ADJ
Scheible-2014-5052-1176	1176	SYN			refreshing	erfrischend	ermüdend	0.2	ADJ
Scheible-2014-5052-1177	1177	SYN	2504	DIFFERENT	different	verschieden	gleich	0	ADJ
Scheible-2014-5052-1178	1178	SYN			Satanic	satanisch	satanistisch	8.8	ADJ
Scheible-2014-5052-1179	1179	SYN	1552	GLOOMY	gloomy	düster	hell	0	ADJ
Scheible-2014-5052-1180	1180	SYN			not free	unfrei	frei	0	ADJ
Scheible-2014-5052-1181	1181	SYN			esthetic	ästhetisch	unattraktiv	0.2	ADJ
Scheible-2014-5052-1182	1182	SYN			gratinated	überbacken	einfach	0.8	ADJ
Scheible-2014-5052-1183	1183	SYN			harmoniously	harmonisch	disharmonisch	0	ADJ
Scheible-2014-5052-1184	1184	SYN			restless	unruhig	ruhig	0	ADJ
Scheible-2014-5052-1185	1185	SYN			ready talk	gesprächsbereit	unkooperativ	0.6	ADJ
Scheible-2014-5052-1186	1186	SYN			restless	unruhig	still	1.4	ADJ
Scheible-2014-5052-1187	1187	SYN			biblical	biblisch	unbiblisch	0	ADJ
Scheible-2014-5052-1188	1188	SYN			racist	rassistisch	tolerant	1.2	ADJ
Scheible-2014-5052-1189	1189	SYN			done	erledigt	energiegeladen	0.8	ADJ
Scheible-2014-5052-1190	1190	SYN			imaginable	vorstellbar	unmöglich	1.6	ADJ
Scheible-2014-5052-1191	1191	SYN			artistically	kunstvoll	laienhaft	1.4	ADJ
Scheible-2014-5052-1192	1192	SYN			exaggerated	übertrieben	untertrieben	0	ADJ
Scheible-2014-5052-1193	1193	SYN			chargeable	kostenpflichtig	kostenfrei	0	ADJ
Scheible-2014-5052-1194	1194	SYN			downright	richtiggehend	ungenau	0.8	ADJ
Scheible-2014-5052-1195	1195	SYN	3633	CURIOUS	curious; excited	gespannt	entspannt	0.4	ADJ
Scheible-2014-5052-1196	1196	SYN			unanimously	übereinstimmend	abweichend	0.2	ADJ
Scheible-2014-5052-1197	1197	SYN	2316	FREE	free	frei	unfrei	0	ADJ
Scheible-2014-5052-1198	1198	SYN			inviolable	unantastbar	verfügbar	1.2	ADJ
Scheible-2014-5052-1199	1199	SYN			Occidental	abendländisch	morgenländisch	0.4	ADJ
Scheible-2014-5052-1200	1200	SYN			representative	repräsentativ	unauffällig	0.8	ADJ
Scheible-2014-5052-1201	1201	SYN			Occidental	abendländisch	östlich	2	ADJ
Scheible-2014-5052-1202	1202	SYN			plastic	plastisch	organisch	1.2	ADJ
Scheible-2014-5052-1203	1203	SYN			furious	furios	ruhig	0.4	ADJ
Scheible-2014-5052-1204	1204	SYN	1631	FAST	fast	schnell	langsam	0	ADJ
Scheible-2014-5052-1205	1205	SYN			horny	geil	prüde	0.4	ADJ
Scheible-2014-5052-1206	1206	SYN			naive	naiv	clever	0.6	ADJ
Scheible-2014-5052-1207	1207	SYN			highly toxic	hochgiftig	gesund	1.2	ADJ
Scheible-2014-5052-1208	1208	SYN			unsporting	unsportlich	sportlich	0.6	ADJ
Scheible-2014-5052-1209	1209	SYN			artistic	künstlerisch	grobschlächtig	0.6	ADJ
Scheible-2014-5052-1210	1210	SYN			spatial	räumlich	zweidimensional	1.4	ADJ
Scheible-2014-5052-1211	1211	SYN			fixed	fixiert	lose	0	ADJ
Scheible-2014-5052-1212	1212	SYN			downright	richtiggehend	falsch	0.2	ADJ
Scheible-2014-5052-1213	1213	SYN			droll	drollig	schroff	0.6	ADJ
Scheible-2014-5052-1214	1214	SYN	207	SPARSE	sparse	spärlich	großzügig	0.2	ADJ
Scheible-2014-5052-1215	1215	SYN			unstable	instabil	stabil	0	ADJ
Scheible-2014-5052-1216	1216	SYN			inhospitable	unwirtlich	gastlich	0.2	ADJ
Scheible-2014-5052-1217	1217	SYN			French	französisch	treu	0	ADJ
Scheible-2014-5052-1218	1218	SYN			dominant	tonangebend	zurückhaltend	0.2	ADJ
Scheible-2014-5052-1219	1219	SYN	1279	FAT (OBESE)	fat	fett	mager	0	ADJ
Scheible-2014-5052-1220	1220	SYN			ungainly	plump	subtil	1.6	ADJ
Scheible-2014-5052-1221	1221	SYN	3633	CURIOUS	curious; excited	gespannt	gelangweilt	0.4	ADJ
Scheible-2014-5052-1222	1222	SYN			exaggerated	übertrieben	realistisch	1	ADJ
Scheible-2014-5052-1223	1223	SYN			done	erledigt	unerledigt	0	ADJ
Scheible-2014-5052-1224	1224	SYN	2230	UNTAMED OR WILD	wild	wild	zahm	0	ADJ
Scheible-2014-5052-1225	1225	SYN			shrewd	gewitzt	dumm	0	ADJ
Scheible-2014-5052-1226	1226	SYN	1425	GREEN	green	grün	rot	0.6	ADJ
Scheible-2014-5052-1227	1227	SYN			imaginable	vorstellbar	unvorstellbar	0	ADJ
Scheible-2014-5052-1228	1228	SYN	1425	GREEN	green	grün	orange	0.8	ADJ
Scheible-2014-5052-1229	1229	SYN	1725	CORRECT (RIGHT)	correct	richtig	unwahr	0.8	ADJ
Scheible-2014-5052-1230	1230	SYN	706	DARK	dark	dunkel	hell	0	ADJ
Scheible-2014-5052-1231	1231	SYN			neugotisch	neugotisch	altgotisch	1.4	ADJ
Scheible-2014-5052-1232	1232	SYN			noticeably	merklich	unbemerkbar	0	ADJ
Scheible-2014-5052-1233	1233	SYN			funny	witzig	unlustig	0.2	ADJ
Scheible-2014-5052-1234	1234	SYN			horny	geil	langweilig	0.2	ADJ
Scheible-2014-5052-1235	1235	SYN			plastic	plastisch	elastisch	1.6	ADJ
Scheible-2014-5052-1236	1236	SYN			refreshing	erfrischend	schal	0.4	ADJ
Scheible-2014-5052-1237	1237	SYN			neugotisch	neugotisch	modern	1.8	ADJ
Scheible-2014-5052-1238	1238	SYN			Middle High German	mittelhochdeutsch	niederdeutsch	2.4	ADJ
Scheible-2014-5052-1239	1239	SYN			incalculable	unübersehbar	übersehbar	0	ADJ
Scheible-2014-5052-1240	1240	SYN	1564	LAZY	lazy	faul	eifrig	0.2	ADJ
Scheible-2014-5052-1241	1241	SYN	2230	UNTAMED OR WILD	wild	wild	gezähmt	0	ADJ
Scheible-2014-5052-1242	1242	SYN			conventional	konventionell	unkonventionell	0	ADJ
Scheible-2014-5052-1243	1243	SYN			unclean	unrein	sauber	0	ADJ
Scheible-2014-5052-1244	1244	SYN			artistically	kunstvoll	banal	0.6	ADJ
Scheible-2014-5052-1245	1245	SYN			overfull	übervoll	menschenleer	0	ADJ
Scheible-2014-5052-1246	1246	SYN			esthetic	ästhetisch	unästhetisch	0	ADJ
Scheible-2014-5052-1247	1247	SYN			registered	registriert	unregistriert	0	ADJ
Scheible-2014-5052-1248	1248	SYN	1279	FAT (OBESE)	fat	fett	dünn	0	ADJ
Scheible-2014-5052-1249	1249	SYN			opaque	undurchsichtig	transparent	0.2	ADJ
Scheible-2014-5052-1250	1250	SYN			droll	drollig	groß	1	ADJ
Scheible-2014-5052-1251	1251	SYN			radical	radikal	gemäßigt	0	ADJ
Scheible-2014-5052-1252	1252	SYN			unstable	instabil	robust	0	ADJ
Scheible-2014-5052-1253	1253	SYN	712	RICH	rich	reichhaltig	mangelhaft	0	ADJ
Scheible-2014-5052-1254	1254	SYN			noble	edel	unedel	0	ADJ
Scheible-2014-5052-1255	1255	SYN			relocated	verlegt	gefunden	0	ADJ
Scheible-2014-5052-1256	1256	SYN			furious	furios	besonnen	0.4	ADJ
Scheible-2014-5052-1257	1257	SYN			lush	üppig	karg	0	ADJ
Scheible-2014-5052-1258	1258	SYN	1674	POOR	poor	arm	reich	0	ADJ
Scheible-2014-5052-1259	1259	SYN			Satanic	satanisch	göttlich	1	ADJ
Scheible-2014-5052-1260	1260	SYN	2410	GOOD-LOOKING	attractive	attraktiv	abstoßend	0	ADJ
Scheible-2014-5052-1261	1261	SYN			transfer	übertragen	abstrakt	3.8	ADJ
Scheible-2014-5052-1262	1262	SYN			indignantly	empört	zufrieden	0.4	ADJ
Scheible-2014-5052-1263	1263	SYN	1725	CORRECT (RIGHT)	correct	richtig	falsch	0	ADJ
Scheible-2014-5052-1264	1264	SYN			known	bekannt	fremd	0.2	ADJ
Scheible-2014-5052-1265	1265	SYN			ungainly	plump	feinfühlig	0.4	ADJ
Scheible-2014-5052-1266	1266	SYN			long-term	längerfristig	kurzfristig	0.2	ADJ
Scheible-2014-5052-1267	1267	SYN	1633	FLAT	flat	platt	hügelig	0.2	ADJ
Scheible-2014-5052-1268	1268	SYN			mild	mild	stark	0.2	ADJ
Scheible-2014-5052-1269	1269	SYN	1396	SHARP	sharp	scharf	lasch	0.2	ADJ
Scheible-2014-5052-1270	1270	SYN			mild	mild	scharf	0.2	ADJ
Scheible-2014-5052-1271	1271	SYN			excessive	überhöht	niedrig	0.2	ADJ
Scheible-2014-5052-1272	1272	SYN			federal-republican	bundesrepublikanisch	weltmännisch	0.6	ADJ
Scheible-2014-5052-1273	1273	SYN			radical	radikal	tolerant	0.6	ADJ
Scheible-2014-5052-1274	1274	SYN			cleverly	geschickt	ungeschickt	0	ADJ
Scheible-2014-5052-1275	1275	SYN	704	CLEAN	clean	sauber	schmutzig	0	ADJ
Scheible-2014-5052-1276	1276	SYN			bottomless	bodenlos	flach	1.2	ADJ
Scheible-2014-5052-1277	1277	SYN			unsporting	unsportlich	fair	0.2	ADJ
Scheible-2014-5052-1278	1278	SYN			noticeably	merklich	unmerklich	0	ADJ
Scheible-2014-5052-1279	1279	SYN			unjustified	unberechtigt	berechtigt	0	ADJ
Scheible-2014-5052-1280	1280	SYN			fixed	fixiert	unbestimmt	0.2	ADJ
Scheible-2014-5052-1281	1281	SYN			inhospitable	unwirtlich	einladend	0	ADJ
Scheible-2014-5052-1282	1282	SYN			shrewd	gewitzt	naiv	0.6	ADJ
Scheible-2014-5052-1283	1283	SYN			inviolable	unantastbar	antastbar	0	ADJ
Scheible-2014-5052-1284	1284	SYN			germ-free	keimfrei	dreckig	0.2	ADJ
Scheible-2014-5052-1285	1285	SYN			barren	unfruchtbar	potent	0.6	ADJ
Scheible-2014-5052-1286	1286	SYN			biblical	biblisch	religiös	7	ADJ
Scheible-2014-5052-1287	1287	SYN	1725	CORRECT (RIGHT)	correct	richtig	genau	8.4	ADJ
Scheible-2014-5052-1288	1288	SYN			excessive	überhöht	teuer	7.6	ADJ
Scheible-2014-5052-1289	1289	SYN			lush	üppig	voluminös	9.2	ADJ
Scheible-2014-5052-1290	1290	SYN	1564	LAZY	lazy	faul	bequem	7.4	ADJ
Scheible-2014-5052-1291	1291	SYN			obvious	naheliegend	neben	6.2	ADJ
Scheible-2014-5052-1292	1292	SYN			inhospitable	unwirtlich	öde	7.8	ADJ
Scheible-2014-5052-1293	1293	SYN	706	DARK	dark	dunkel	lichtlos	9.4	ADJ
Scheible-2014-5052-1294	1294	SYN	712	RICH	rich	reichhaltig	voll	6.8	ADJ
Scheible-2014-5052-1295	1295	SYN			dominant	tonangebend	führend	7.8	ADJ
Scheible-2014-5052-1296	1296	SYN			indignantly	empört	erregt	6	ADJ
Scheible-2014-5052-1297	1297	SYN			representative	repräsentativ	vertretbar	5.4	ADJ
Scheible-2014-5052-1298	1298	SYN			exaggerated	übertrieben	überhöht	7.6	ADJ
Scheible-2014-5052-1299	1299	SYN			known	bekannt	bedeutend	6.2	ADJ
Scheible-2014-5052-1300	1300	SYN			highly toxic	hochgiftig	tödlich	8.4	ADJ
Scheible-2014-5052-1301	1301	SYN	90	INNOCENT	innocent	unschuldig	jungfräulich	8.8	ADJ
Scheible-2014-5052-1302	1302	SYN			shrewd	gewitzt	klug	7.4	ADJ
Scheible-2014-5052-1303	1303	SYN			Satanic	satanisch	böse	7.4	ADJ
Scheible-2014-5052-1304	1304	SYN			opaque	undurchsichtig	unklar	8.4	ADJ
Scheible-2014-5052-1305	1305	SYN			relocated	verlegt	verschwunden	6.8	ADJ
Scheible-2014-5052-1306	1306	SYN			known	bekannt	berühmt	8	ADJ
Scheible-2014-5052-1307	1307	SYN			mild	mild	leicht	7.6	ADJ
Scheible-2014-5052-1308	1308	SYN	207	SPARSE	sparse	spärlich	karg	8.8	ADJ
Scheible-2014-5052-1309	1309	SYN			lush	üppig	viel	8.2	ADJ
Scheible-2014-5052-1310	1310	SYN			shrewd	gewitzt	schlau	8.8	ADJ
Scheible-2014-5052-1311	1311	SYN			incompatible	inkompatibel	unverträglich	9	ADJ
Scheible-2014-5052-1312	1312	SYN			restless	unruhig	erregt	7.8	ADJ
Scheible-2014-5052-1313	1313	SYN			quick	fix	vereinbart	5	ADJ
Scheible-2014-5052-1314	1314	SYN			naive	naiv	harmlos	6	ADJ
Scheible-2014-5052-1315	1315	SYN			unjustified	unberechtigt	verboten	7.4	ADJ
Scheible-2014-5052-1316	1316	SYN			federal-republican	bundesrepublikanisch	staatsangehörig	3.8	ADJ
Scheible-2014-5052-1317	1317	SYN			unstable	instabil	unsicher	8.6	ADJ
Scheible-2014-5052-1318	1318	SYN			unclean	unrein	dreckig	8.4	ADJ
Scheible-2014-5052-1319	1319	SYN	2410	GOOD-LOOKING	attractive	attraktiv	schön	8.8	ADJ
Scheible-2014-5052-1320	1320	SYN			spatial	räumlich	lokal	5.2	ADJ
Scheible-2014-5052-1321	1321	SYN	1631	FAST	fast	schnell	zügig	9.2	ADJ
Scheible-2014-5052-1322	1322	SYN			French	französisch	fremdsprachlich	4.4	ADJ
Scheible-2014-5052-1323	1323	SYN			artistically	kunstvoll	schön	7.4	ADJ
Scheible-2014-5052-1324	1324	SYN	717	SWEET	sweet	süß	verzuckert	7	ADJ
Scheible-2014-5052-1325	1325	SYN			fixed	fixiert	bekannt	1.6	ADJ
Scheible-2014-5052-1326	1326	SYN			relaxed	locker	unbefestigt	8.4	ADJ
Scheible-2014-5052-1327	1327	SYN			transfer	übertragen	zugeteilt	5	ADJ
Scheible-2014-5052-1328	1328	SYN			furious	furios	gut	1.8	ADJ
Scheible-2014-5052-1329	1329	SYN			live	lebend	existierend	8.4	ADJ
Scheible-2014-5052-1330	1330	SYN			inhospitable	unwirtlich	lebensbedrohend	4.2	ADJ
Scheible-2014-5052-1331	1331	SYN			noble	edel	hochwertig	9.4	ADJ
Scheible-2014-5052-1332	1332	SYN			unstable	instabil	labil	9.4	ADJ
Scheible-2014-5052-1333	1333	SYN	1396	SHARP	sharp	scharf	pikant	8.2	ADJ
Scheible-2014-5052-1334	1334	SYN			harmoniously	harmonisch	ausgeglichen	9	ADJ
Scheible-2014-5052-1335	1335	SYN			modular	modular	beschaffen	2	ADJ
Scheible-2014-5052-1336	1336	SYN	1631	FAST	fast	schnell	rasch	9.2	ADJ
Scheible-2014-5052-1337	1337	SYN	2230	UNTAMED OR WILD	wild	wild	natürlich	5.8	ADJ
Scheible-2014-5052-1338	1338	SYN			done	erledigt	beendet	9.2	ADJ
Scheible-2014-5052-1339	1339	SYN			artistic	künstlerisch	ästhetisch	6.8	ADJ
Scheible-2014-5052-1340	1340	SYN			apathetic	teilnahmslos	unaufmerksam	7.2	ADJ
Scheible-2014-5052-1341	1341	SYN	2230	UNTAMED OR WILD	wild	wild	frei	7	ADJ
Scheible-2014-5052-1342	1342	SYN			bottomless	bodenlos	tief	7.2	ADJ
Scheible-2014-5052-1343	1343	SYN			radical	radikal	einseitig	4.2	ADJ
Scheible-2014-5052-1344	1344	SYN			no classes	unterrichtsfrei	ferienmäßig	6	ADJ
Scheible-2014-5052-1345	1345	SYN	2504	DIFFERENT	different	verschieden	ungleich	9.8	ADJ
Scheible-2014-5052-1346	1346	SYN	2316	FREE	free	frei	unabhängig	9.4	ADJ
Scheible-2014-5052-1347	1347	SYN			neugotisch	neugotisch	historisch	2.8	ADJ
Scheible-2014-5052-1348	1348	SYN			overfull	übervoll	voll	7.2	ADJ
Scheible-2014-5052-1349	1349	SYN	1425	GREEN	green	grün	farblich	3.6	ADJ
Scheible-2014-5052-1350	1350	SYN			mild	mild	warm	6.8	ADJ
Scheible-2014-5052-1351	1351	SYN			protective	schützend	sicher	7.8	ADJ
Scheible-2014-5052-1352	1352	SYN	2410	GOOD-LOOKING	attractive	attraktiv	ansprechend	8.4	ADJ
Scheible-2014-5052-1353	1353	SYN			operational	operativ	strategisch	5.2	ADJ
Scheible-2014-5052-1354	1354	SYN			undecided	unentschieden	unklar	7.2	ADJ
Scheible-2014-5052-1355	1355	SYN			Occidental	abendländisch	regional	3.2	ADJ
Scheible-2014-5052-1356	1356	SYN			chargeable	kostenpflichtig	bezahlbar	2.8	ADJ
Scheible-2014-5052-1357	1357	SYN			protective	schützend	fürsorglich	8	ADJ
Scheible-2014-5052-1358	1358	SYN			biblical	biblisch	alt	5.2	ADJ
Scheible-2014-5052-1359	1359	SYN			ungainly	plump	ungeschickt	8.8	ADJ
Scheible-2014-5052-1360	1360	SYN			undecided	unentschieden	gleich	5	ADJ
Scheible-2014-5052-1361	1361	SYN			funny	witzig	unterhaltsam	8.6	ADJ
Scheible-2014-5052-1362	1362	SYN	1279	FAT (OBESE)	fat	fett	übergewichtig	8.8	ADJ
Scheible-2014-5052-1363	1363	SYN			conventional	konventionell	etabliert	6	ADJ
Scheible-2014-5052-1364	1364	SYN			incalculable	unübersehbar	massiv	7	ADJ
Scheible-2014-5052-1365	1365	SYN			vigorously	energisch	stark	7	ADJ
Scheible-2014-5052-1366	1366	SYN			modular	modular	komplex	5	ADJ
Scheible-2014-5052-1367	1367	SYN			gratinated	überbacken	überzogen	5.6	ADJ
Scheible-2014-5052-1368	1368	SYN			bottomless	bodenlos	endlos	7.4	ADJ
Scheible-2014-5052-1369	1369	SYN			operational	operativ	betrieblich	6.4	ADJ
Scheible-2014-5052-1370	1370	SYN	717	SWEET	sweet	süß	geschmacklich	2.8	ADJ
Scheible-2014-5052-1371	1371	SYN	3633	CURIOUS	curious; excited	gespannt	neugierig	8.2	ADJ
Scheible-2014-5052-1372	1372	SYN			registered	registriert	erfasst	8	ADJ
Scheible-2014-5052-1373	1373	SYN			inviolable	unantastbar	unerreichbar	8.2	ADJ
Scheible-2014-5052-1374	1374	SYN			horny	geil	super	7.6	ADJ
Scheible-2014-5052-1375	1375	SYN			live	lebend	organisch	5	ADJ
Scheible-2014-5052-1376	1376	SYN			dominant	tonangebend	dominant	9	ADJ
Scheible-2014-5052-1377	1377	SYN			French	französisch	europäisch	2.2	ADJ
Scheible-2014-5052-1378	1378	SYN			plastic	plastisch	formbar	5.8	ADJ
Scheible-2014-5052-1379	1379	SYN			no classes	unterrichtsfrei	frei	5	ADJ
Scheible-2014-5052-1380	1380	SYN	1425	GREEN	green	grün	farbig	3.4	ADJ
Scheible-2014-5052-1381	1381	SYN			artistically	kunstvoll	wertvoll	4.8	ADJ
Scheible-2014-5052-1382	1382	SYN			unsporting	unsportlich	träge	3.8	ADJ
Scheible-2014-5052-1383	1383	SYN			ready talk	gesprächsbereit	indiskret	1.4	ADJ
Scheible-2014-5052-1384	1384	SYN			long-term	längerfristig	lang	7	ADJ
Scheible-2014-5052-1385	1385	SYN	3053	TIGHT	tight	stramm	fest	7.8	ADJ
Scheible-2014-5052-1386	1386	SYN			furious	furios	aufreibend	5.6	ADJ
Scheible-2014-5052-1387	1387	SYN			naive	naiv	einfältig	8.8	ADJ
Scheible-2014-5052-1388	1388	SYN	1396	SHARP	sharp	scharf	schneidend	7.4	ADJ
Scheible-2014-5052-1389	1389	SYN			indignantly	empört	aufgebracht	9.2	ADJ
Scheible-2014-5052-1390	1390	SYN			noticeably	merklich	deutlich	8.8	ADJ
Scheible-2014-5052-1391	1391	SYN			barren	unfruchtbar	kinderlos	5.8	ADJ
Scheible-2014-5052-1392	1392	SYN			horny	geil	lüstern	9	ADJ
