ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GROUP	SEMANTIC FIELD	VISUAL SALIENCE	BROADER_CONCEPT	BROADER_ID
Tjuka-2022-784-657	657	614	HILL	HILL	object	landscape	visual	MOUNTAIN OR HILL	2118
Tjuka-2022-784-658	658	618	PRECIPICE	PRECIPICE	object	landscape	visual	PRECIPICE OR SLOPE	3297
Tjuka-2022-784-659	659	622	ISLAND	ISLAND	object	landscape	visual		
Tjuka-2022-784-660	660	623	LAGOON	LAGOON	object	landscape	visual		
Tjuka-2022-784-661	661	624	LAKE	LAKE	object	landscape	visual	POND OR LAKE	3321
Tjuka-2022-784-662	662	639	MOUNTAIN	MOUNTAIN	object	landscape	visual	MOUNTAIN OR HILL	2118
Tjuka-2022-784-663	663	645	OCEAN	OCEAN	object	landscape	visual	SEA OR OCEAN	2282
Tjuka-2022-784-664	664	652	PLAIN	PLAIN	object	landscape	visual		
Tjuka-2022-784-665	665	660	REEF	REEF	object	landscape	visual		
Tjuka-2022-784-666	666	663	BAY	BAY	object	landscape	visual		
Tjuka-2022-784-667	667	666	RIVER	RIVER	object	landscape	visual	RIVER OR WATER	2798
Tjuka-2022-784-668	668	668	ROCK	ROCK	object	landscape	visual	STONE OR ROCK	2125
Tjuka-2022-784-669	669	690	BOTTOM	BOTTOM	object	spatial relation	non-visual		
Tjuka-2022-784-670	670	826	BRANCH (BIFURCATION)	BRANCH (BIFURCATION)	object	landscape	visual		
Tjuka-2022-784-671	671	849	SPRING (OF WATER)	SPRING (OF WATER)	object	landscape	non-visual	SPRING OR WELL	2144
Tjuka-2022-784-672	672	857	STONE	STONE	object	landscape	visual	STONE OR ROCK	2125
Tjuka-2022-784-673	673	889	FLAME	FLAME	object	tool	visual		
Tjuka-2022-784-674	674	921	VALLEY	VALLEY	object	landscape	visual		
Tjuka-2022-784-675	675	943	WATERFALL	WATERFALL	object	landscape	visual		
Tjuka-2022-784-676	676	947	STREAM	STREAM	object	landscape	visual		
Tjuka-2022-784-677	677	954	WELL	WELL	object	landscape	non-visual	SPRING OR WELL	2144
Tjuka-2022-784-678	678	961	PEBBLES	PEBBLES	object	landscape	visual		
Tjuka-2022-784-679	679	978	WAVE	WAVE	object	landscape	visual		
Tjuka-2022-784-680	680	990	CREEK (TIDAL)	CREEK (TIDAL)	object	landscape	visual		
Tjuka-2022-784-681	681	992	CLIFF	CLIFF	object	landscape	visual		
Tjuka-2022-784-682	682	993	RIVER BED	RIVER BED	object	landscape	visual		
Tjuka-2022-784-683	683	1133	MATCH	MATCH	object	tool	visual		
Tjuka-2022-784-684	684	1145	SWAMP	SWAMP	object	landscape	visual		
Tjuka-2022-784-685	685	1150	THUNDER	THUNDER	object	landscape	visual		
Tjuka-2022-784-686	686	1155	CAVE	CAVE	object	landscape	visual		
Tjuka-2022-784-687	687	1188	CHARCOAL	CHARCOAL	object	tool	visual	CHARCOAL OR COAL	2659
Tjuka-2022-784-688	688	1295	STICK	STICK	object	tool	visual		
Tjuka-2022-784-689	689	1313	MOON	MOON	object	landscape	visual	MOON OR MONTH	2463
Tjuka-2022-784-690	690	1343	SUN	SUN	object	landscape	visual	DAY OR SUN	2140
Tjuka-2022-784-691	691	1430	STAR	STAR	object	landscape	visual		
Tjuka-2022-784-692	692	1474	SEA	SEA	object	landscape	visual	SEA OR OCEAN	2282
Tjuka-2022-784-693	693	1489	CLOUD	CLOUD	object	landscape	visual		
Tjuka-2022-784-694	694	1525	COAST	COAST	object	landscape	visual		
Tjuka-2022-784-695	695	1614	SUMMIT	SUMMIT	object	landscape	visual		
Tjuka-2022-784-696	696	1661	STRAIT	STRAIT	object	landscape	visual		
Tjuka-2022-784-697	697	1662	CAPE	CAPE	object	landscape	visual		
Tjuka-2022-784-698	698	1670	RAPIDS	RAPIDS	object	landscape	visual		
Tjuka-2022-784-699	699	1701	RIVER MOUTH	RIVER MOUTH	object	landscape	visual		
Tjuka-2022-784-700	700	1732	SKY	SKY	object	landscape	visual		
Tjuka-2022-784-701	701	1733	RAINBOW	RAINBOW	object	landscape	visual		
Tjuka-2022-784-702	702	1748	RIDGE	RIDGE	object	landscape	visual		
Tjuka-2022-784-703	703	1803	WOOD	WOOD	object	landscape	visual	TREE OR WOOD	2141
Tjuka-2022-784-704	704	1930	RAVINE	RAVINE	object	landscape	visual		
Tjuka-2022-784-705	705	1982	WHIRLPOOL	WHIRLPOOL	object	landscape	visual		
Tjuka-2022-784-706	706	2007	BOLT (OF LIGHTNING)	BOLT (OF LIGHTNING)	object	landscape	visual		
Tjuka-2022-784-707	707	2035	POND	POND	object	landscape	visual	POND OR LAKE	3321
Tjuka-2022-784-708	708	2122	MOUNTAIN FOOT	MOUNTAIN FOOT	object	landscape	visual		
Tjuka-2022-784-709	709	2123	MOUNTAIN RIDGE	MOUNTAIN RIDGE	object	landscape	visual		
Tjuka-2022-784-710	710	2284	CLEARING	CLEARING	object	landscape	visual		
Tjuka-2022-784-711	711	2286	ESTUARY	ESTUARY	object	landscape	visual		
Tjuka-2022-784-712	712	2287	HORIZON	HORIZON	object	landscape	visual		
Tjuka-2022-784-713	713	2288	METEROID (SHOOTING OR SHINING STAR)	METEROID (SHOOTING OR SHINING STAR)	object	landscape	visual		
Tjuka-2022-784-714	714	2289	MILKY WAY	MILKY WAY	object	landscape	visual		
Tjuka-2022-784-715	715	2290	PUDDLE	PUDDLE	object	landscape	visual		
Tjuka-2022-784-716	716	2291	VOLCANO	VOLCANO	object	landscape	visual		
Tjuka-2022-784-717	717	2252	PATH	PATH	object	landscape	visual	PATH OR ROAD	2457
Tjuka-2022-784-718	718	2299	STRAW	STRAW	object	plant	visual		
Tjuka-2022-784-719	719	2532	TORNADO	TORNADO	object	landscape	visual		
Tjuka-2022-784-720	720	2538	TRENCH (FOSSE)	TRENCH (FOSSE)	object	landscape	non-visual		
Tjuka-2022-784-721	721	2539	PIT (POTHOLE)	PIT (POTHOLE)	object	landscape	non-visual		
Tjuka-2022-784-722	722	2658	COAL	COAL	object	tool	visual	CHARCOAL OR COAL	2659
Tjuka-2022-784-723	723	2672	HEADWATERS	HEADWATERS	object	landscape	visual		
Tjuka-2022-784-724	724	2818	FORD (CROSSING)	FORD (CROSSING)	object	landscape	visual		
Tjuka-2022-784-725	725	2835	SHOOTING STAR	SHOOTING STAR	object	landscape	visual		
Tjuka-2022-784-726	726	2935	CURRENT (STREAM)	CURRENT (STREAM)	object	landscape	visual		
Tjuka-2022-784-727	727	2936	ELEVATION	ELEVATION	object	landscape	visual		
Tjuka-2022-784-728	728	3019	SAND HILL	SAND HILL	object	landscape	visual		
Tjuka-2022-784-729	729	3028	GRAVEL	GRAVEL	object	landscape	visual		
Tjuka-2022-784-730	730	3076	SLOPE	SLOPE	object	landscape	visual	PRECIPICE OR SLOPE	3297
Tjuka-2022-784-731	731	3179	CORAL ROCK	CORAL ROCK	object	landscape	non-visual		
Tjuka-2022-784-732	732	3311	FLOWING BODY OF WATER	FLOWING BODY OF WATER	object	landscape	visual		
Tjuka-2022-784-733	733	3339	POLAR STAR	POLAR STAR	object	landscape	visual		
Tjuka-2022-784-734	734	3340	MORNING STAR	MORNING STAR	object	landscape	visual		
Tjuka-2022-784-735	735	3341	EVENING STAR	EVENING STAR	object	landscape	visual		
Tjuka-2022-784-736	736	3342	URSA MAJOR	URSA MAJOR	object	landscape	visual		
Tjuka-2022-784-737	737	3343	ORION’S BELT	ORION’S BELT	object	landscape	visual		
Tjuka-2022-784-738	738	3460	BEACH	BEACH	object	landscape	visual		
Tjuka-2022-784-739	739	3463	RIVERBANK	RIVERBANK	object	landscape	visual		
Tjuka-2022-784-740	740	3464	SHORE OF LAKE	SHORE OF LAKE	object	landscape	visual		
Tjuka-2022-784-741	741	3465	SHORE OF SEA	SHORE OF SEA	object	landscape	visual		
Tjuka-2022-784-742	742	3687	DESERT	DESERT	object	landscape	visual		
Tjuka-2022-784-743	743	3688	MARSH	MARSH	object	landscape	visual		
Tjuka-2022-784-744	744	3689	BUBBLE	BUBBLE	object	landscape	visual		
Tjuka-2022-784-745	745	3690	FULL MOON	FULL MOON	object	landscape	visual		
Tjuka-2022-784-746	746	3691	NEW MOON	NEW MOON	object	landscape	non-visual		
Tjuka-2022-784-747	747	3740	WHIRLWIND	WHIRLWIND	object	landscape	visual		
Tjuka-2022-784-748	748	3800	IVORY	IVORY	object	animal	visual		
Tjuka-2022-784-749	749	3810	BOULDER	BOULDER	object	landscape	visual		
Tjuka-2022-784-750	750	3816	WAXING MOON	WAXING MOON	object	landscape	visual		
Tjuka-2022-784-751	751	3817	WANING MOON	WANING MOON	object	landscape	visual		
Tjuka-2022-784-752	752	3821	BROOK	BROOK	object	landscape	visual		
Tjuka-2022-784-753	753	3878	DIAMOND	DIAMOND	object	clothing	visual		
Tjuka-2022-784-754	754	1323	CLOCK	CLOCK	object	household items	visual		
Tjuka-2022-784-755	755	3349	WRISTWATCH	WRISTWATCH	object	clothing	visual		
Tjuka-2022-784-756	756	19	FISHING LINE	FISHING LINE	object	tool	visual		
Tjuka-2022-784-757	757	386	BATTLE-AXE	BATTLE-AXE	object	tool	visual		
Tjuka-2022-784-758	758	387	SLING	SLING	object	tool	visual		
Tjuka-2022-784-759	759	388	FISHNET	FISHNET	object	tool	visual		
Tjuka-2022-784-760	760	389	FISH TRAP	FISH TRAP	object	tool	visual		
Tjuka-2022-784-761	761	432	BLOWGUN	BLOWGUN	object	tool	visual		
Tjuka-2022-784-762	762	841	FISHING SPEAR	FISHING SPEAR	object	tool	visual		
Tjuka-2022-784-763	763	869	BLADE	BLADE	object	tool	visual		
Tjuka-2022-784-764	764	945	SPEAR	SPEAR	object	tool	visual		
Tjuka-2022-784-765	765	977	ARROW	ARROW	object	tool	visual		
Tjuka-2022-784-766	766	994	BOW	BOW	object	tool	visual	BOW OR CROSSBOW	3228
Tjuka-2022-784-767	767	995	QUIVER (FOR ARROWS)	QUIVER (FOR ARROWS)	object	tool	visual		
Tjuka-2022-784-768	768	1064	SHIELD	SHIELD	object	tool	visual		
Tjuka-2022-784-769	769	1071	HOOK	HOOK	object	tool	visual		
Tjuka-2022-784-770	770	1074	FISHHOOK	FISHHOOK	object	tool	visual		
Tjuka-2022-784-771	771	1075	TRAP (PITFALL)	TRAP (PITFALL)	object	tool	visual		
Tjuka-2022-784-772	772	1114	BULLET	BULLET	object	tool	visual		
Tjuka-2022-784-773	773	1535	SWORD	SWORD	object	tool	visual		
Tjuka-2022-784-774	774	1566	GUN	GUN	object	tool	visual	CANNON OR GUN	3203
Tjuka-2022-784-775	775	1680	HELMET	HELMET	object	clothing	visual		
Tjuka-2022-784-776	776	1763	CLUB	CLUB	object	tool	visual		
Tjuka-2022-784-777	777	1878	COCK	COCK	object	tool	visual		
Tjuka-2022-784-778	778	2013	BAIT	BAIT	object	tool	visual		
Tjuka-2022-784-779	779	2677	SPEARTHROWER	SPEARTHROWER	object	tool	visual		
Tjuka-2022-784-780	780	3102	TANK	TANK	object	vehicle	visual		
Tjuka-2022-784-781	781	3193	CROSSBOW	CROSSBOW	object	tool	visual	BOW OR CROSSBOW	3228
Tjuka-2022-784-782	782	3202	CANNON	CANNON	object	tool	visual	CANNON OR GUN	3203
Tjuka-2022-784-783	783	3320	SNARE (TRAP)	SNARE (TRAP)	object	tool	visual		
Tjuka-2022-784-784	784	3881	PISTOL	PISTOL	object	tool	visual		
