ID	NUMBER	PICTURE	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ITALIAN	SPANISH	GERMAN	WESTERNFLEMISH	FRENCH	H_INDEX_ENGLISH	MODAL_NAME_ENGLISH	VALID_RESPONSES_ENGLISH	NUMBER_DIFFERENT_RESPONSES_ENGLISH	UNKNOWN_RESPONSES_ENGLISH	VISUAL_COMPLEXITY_ENGLISH	H_INDEX_ITALIAN	MODAL_NAME_ITALIAN	VALID_RESPONSES_ITALIAN	NUMBER_DIFFERENT_RESPONSES__ITALIAN	UNKNOWN_RESPONSES__ITALIAN	IDIOSYNCRATIC_RESPONSES__ITALIAN	VISUAL_COMPLEXITY__ITALIAN	H_INDEX_SPANISH	MODAL_NAME_SPANISH	VALID_RESPONSES_SPANISH	NUMBER_DIFFERENT_RESPONSES_SPANISH	UNKNOWN_RESPONSES_SPANISH	IDIOSYNCRATIC_RESPONSES_SPANISH	VISUAL_COMPLEXITY_SPANISH	H_INDEX_GERMAN	MODAL_NAME_GERMAN	VALID_RESPONSES_GERMAN	NUMBER_DIFFERENT_RESPONSES_GERMAN	UNKNOWN_RESPONSES_GERMAN	IDIOSYNCRATIC_RESPONSES_GERMAN	VISUAL_COMPLEXITY_GERMAN	H_INDEX_WESTERNFLEMISH	MODAL_NAME_WESTERNFLEMISH	VALID_RESPONSES_WESTERNFLEMISH	NUMBER_DIFFERENT_RESPONSES_WESTERNFLEMISH	UNKNOWN_RESPONSES_WESTERNFLEMISH	IDIOSYNCRATIC_RESPONSES_WESTERNFLEMISH	VISUAL_COMPLEXITY_WESTERNFLEMISH	H_INDEX_FRENCH	MODAL_NAME_FRENCH	VALID_RESPONSES_FRENCH	NUMBER_DIFFERENT_RESPONSES_FRENCH	UNKNOWN_RESPONSES_FRENCH	IDIOSYNCRATIC_RESPONSES_FRENCH	VISUAL_COMPLEXITY_FRENCH
Dunabeitia-2018-750-429	429	PICTURE_429	234	PADDLE	paddle	remo	remo	paddel	peddel	rame	1.386938096	55.69620253	79	4	17	2.11	0.734529921	85.71428571	84	3	12	4	1.86	1.006747113	76.04166667	96	3	4	0	1.85	1.423282581	62.3655914	93	4	0	7	1.76	1.728963527	38.46153846	88.13559322	4	6.779661017	5.084745763	2.101694915	1.516893675	58.13953488	86	4	8	6	1.767676768
Dunabeitia-2018-750-428	428	PICTURE_428	2348	CRAB	crab	granchio	cangrejo	krebs	krab	crabe	0.14372617	97.95918367	98	2	2	2.818181818	0.0	100	97	1	2	1	2.39	0.441605765	92.85714286	98	3	1	1	2.56	1.086377958	64.64646465	99	3	0	1	2.85	0.693965967	81.3559322	100	2	0	0	3.169491525	0	100	98	1	1	1	2.616161616
Dunabeitia-2018-750-427	427	PICTURE_427	457	BLIND PERSON	blind man	cieco	ciego	blinder	blinde	aveugle	1.214992927	75.75757576	99	5	0	3.07	0.966640787	79.78723404	94	4	2	4	2.97979798	0.854829087	83	100	4	0	0	3.07	1.68235129	47.82608696	92	6	1	7	3.86	1.338411997	68.62745098	86.44067797	4	1.694915254	11.86440678	3.596491228	0.959365062	84.61538462	91	6	0	9	2.858585859
Dunabeitia-2018-750-426	426	PICTURE_426	1475	COMB	comb	pettine	peine	kamm	kam	peigne	0.32984607	93.93939394	99	2	1	2.05	0.0	100	99	1	1	0	1.78	0.14372617	97.95918367	98	2	0	2	1.69	0	100	99	1	0	1	1.8	0	100	98.33333333	1	1.666666667	0	1.915254237	0	100	98	1	0	2	1.606060606
Dunabeitia-2018-750-425	425	PICTURE_425			bagpipes	cornamusa	gaita	dudelsack	doedelzak	cornemuse	0.0	100.0	75	1	20	2.81	0.653725806	87.5	80	3	18	2	3.08	0	100	93	1	5	2	2.68	0	100	96	1	2	2	2.9	0	100	90	1	8.333333333	1.666666667	3.233333333	0.617988141	90.14084507	71	4	25	4	2.878787879
Dunabeitia-2018-750-424	424	PICTURE_424			car park	parcheggio	garaje	parkhaus	garage	parking	0.651607034	87.87878788	99	3	0	3.02	0.846820187	78.57142857	98	3	0	2	3.16	1.342581798	49	100	3	0	0	3.15	1.659535919	37.75510204	98	4	0	2	3.51	2.003069091	35.18518519	90	5	0	10	3.866666667	1.439670668	62	100	4	0	0	3.04040404
Dunabeitia-2018-750-423	423	PICTURE_423	744	EGG	egg	uovo	huevo	ei	ei	oeuf	0.0	100.0	100	1	0	2.48	0.0	100	100	1	0	0	2.13	0	100	100	1	0	0	2.35	0.493353017	91.66666667	96	3	1	3	2.48	0.710138764	88.13559322	98.33333333	4	0	1.666666667	2.616666667	0.40790598	91.83673469	98	2	0	2	2.111111111
Dunabeitia-2018-750-422	422	PICTURE_422	677	AXE	axe	ascia	hacha	axt	bijl	hache	0.634067881	87.91208791	91	3	7	1.99	1.220771703	65.30612245	98	4	2	0	1.91	0.141440543	98	100	2	0	0	1.65	0.676197461	85.71428571	98	3	0	2	1.73	0.643373348	87.71929825	95	3	1.666666667	3.333333333	1.833333333	0.441605765	92.85714286	98	3	0	2	1.535353535
Dunabeitia-2018-750-421	421	PICTURE_421	2643	INK	squid	calamaro	calamar	tintenfisch	inktvis	calamar	0.596573482	90.47619048	84	4	16	2.93	2.021787547	56.04395604	91	8	9	0	2.676767677	0.98822996	77.89473684	95	4	4	1	2.56	2.094987461	44.70588235	85	6	8	7	2.91	1.638622854	63.41463415	68.33333333	5	26.66666667	5	3.457627119	1.750048648	44.28571429	70	5	23	7	2.787878788
Dunabeitia-2018-750-420	420	PICTURE_420			throne	trono	trono	thron	troon	trône	0.881290899	70.0	100	2	0	2.66	0.337576423	94.94949495	99	3	0	1	2.353535354	0.726717019	87.75510204	98	4	1	1	2.51	0.242292189	96	100	2	0	0	2.63	0.222284831	96.42857143	94.91525424	2	1.694915254	3.389830508	2.93220339	0.906711618	83.15789474	95	4	0	5	2.505050505
Dunabeitia-2018-750-42	42	PICTURE_42	922	PEAR	pear	pera	pera	birne	peer	poire	0.0	100.0	99	1	0	2.23	0.0	100	99	1	0	1	1.81	0	100	100	1	0	0	1.88	0	100	100	1	0	0	2.13	0	100	100	1	0	0	2.366666667	0	100	100	1	0	0	1.767676768
Dunabeitia-2018-750-419	419	PICTURE_419	1037	ELF	elf	folletto	duende	elfe	elf	lutin	2.004878566	41.46341463	82	6	14	2.85	1.455052706	64.13043478	92	5	6	2	2.76	0.98465873	80.41237113	97	4	2	1	2.71	1.948247571	47.12643678	87	6	1	12	2.88	1.277132953	67.9245283	88.33333333	4	8.333333333	3.333333333	3.25	0.992771205	77.55102041	98	3	1	1	2.585858586
Dunabeitia-2018-750-418	418	PICTURE_418	2621	CURTAIN	curtain	tenda	cortina	vorhang	gordijn	rideau	0.0	100.0	97	1	0	2.38	0.327444919	94	100	2	0	0	1.98	0	100	99	1	1	0	2.22	0.908741706	80	100	3	0	0	2.27	0.52545068	88.13559322	98.33333333	2	1.666666667	0	2.762711864	0.194391858	97	100	2	0	0	2.03030303
Dunabeitia-2018-750-417	417	PICTURE_417			trumpet	tromba	trompeta	posaune	trompet	trombone	1.29496299	51.61290323	93	4	5	2.2	1.244024819	69.89247312	93	5	6	1	1.95	1.682669837	57.77777778	90	6	9	1	1.99	1.540141704	46.875	96	5	2	2	2.04	1.513762423	47.27272727	93.22033898	3	0	6.779661017	2.203389831	1.948150596	48.31460674	89	7	10	1	2.04040404
Dunabeitia-2018-750-416	416	PICTURE_416	1522	SOCK	sock	calzino	calcetín	socke	kous	chaussette	0.0	100.0	100	1	0	2.37	0.994030211	54.54545455	99	2	0	1	2.07	0	100	100	1	0	0	2.24	0.290715865	94.89795918	98	2	0	2	2.45	1	50	94.91525424	2	0	5.084745763	2.627118644	0	100	100	1	0	0	2.060606061
Dunabeitia-2018-750-415	415	PICTURE_415			letterbox	urna	urna	wahlurne	brievenbus	urne	2.046315957	42.70833333	96	5	3	2.555555556	2.801296732	27.5862069	87	9	9	4	2.53	1.327694244	71.57894737	95	5	1	4	2.27	2.491207424	32.58426966	89	9	1	10	2.5	1.747198711	42.30769231	86.66666667	4	0	13.33333333	2.65	1.016619293	83.33333333	90	6	4	6	2.04040404
Dunabeitia-2018-750-414	414	PICTURE_414	625	LAMP	lamp	lampada	lámpara	lampe	lamp	lampe	0.195909271	96.96969697	99	2	0	2.19	0.197453004	96.93877551	98	2	1	1	1.888888889	0	100	99	1	0	1	1.91	0.758753664	87	100	4	0	0	1.93	0.520773137	91.07142857	93.33333333	3	1.666666667	5	2.216666667	0.195909271	96.96969697	99	2	0	1	1.838383838
Dunabeitia-2018-750-413	413	PICTURE_413	68	TATTOO	tattoo	tatuaggio	tatuaje	tattoo	tattoo	tatouage	0.0	100.0	97	1	1	2.27	0.575160186	89	100	3	0	0	2.32	0.631171805	87.87878788	99	3	0	1	2.34	0.51659875	90.72164948	97	3	1	2	2.54	1.47314887	55.17241379	98.30508475	4	0	1.694915254	2.627118644	0.757980364	86.73469388	98	4	0	2	1.98989899
Dunabeitia-2018-750-412	412	PICTURE_412			factory	fabbrica	fábrica	fabrik	fabriek	usine	0.55666344	91.30434783	92	4	6	2.89	1.134688234	73.11827957	93	4	3	4	2.909090909	0.195909271	96.96969697	99	2	0	1	2.85	0.809094755	83.33333333	96	3	2	2	3.22	0.442660898	92.85714286	94.91525424	3	1.694915254	3.389830508	3.440677966	0.144899618	97.93814433	97	2	1	2	2.939393939
Dunabeitia-2018-750-411	411	PICTURE_411	1473	FIST	fist	pugno	puño	faust	vuist	poing	0.144899618	97.93814433	97	2	0	2.515151515	0.0	100	99	1	1	0	2.242424242	0.141440543	98	100	2	0	0	2.31	0	100	99	1	0	1	2.55	0	100	100	1	0	0	2.683333333	0.144899618	97.93814433	97	2	0	3	2.151515152
Dunabeitia-2018-750-410	410	PICTURE_410			pistachio	pistacchio	pistacho	pistazie	pistachenoot	pistache	1.133483607	63.26530612	49	3	43	2.93	0.844421792	84.50704225	71	4	23	6	2.95	0.28376897	95.0617284	81	2	12	7	2.89	1.512449196	65.38461538	78	6	14	8	2.8	1.696747891	58.69565217	76.66666667	5	18.33333333	5	3.116666667	1.096831343	79.51807229	83	5	15	2	2.888888889
Dunabeitia-2018-750-41	41	PICTURE_41	633	MARKET	market	mercato	mercado	markt	supermarkt	marche	2.120125805	38.1443299	97	7	1	3.52	0.806989605	75.2688172	93	2	3	4	3.66	0.823313897	85.85858586	99	5	0	1	3.41	2.503615109	33.69565217	92	9	0	8	3.82	2.112125449	49.09090909	91.66666667	7	0	8.333333333	3.983333333	2.327357753	35.10638298	94	7	0	6	3.515151515
Dunabeitia-2018-750-409	409	PICTURE_409			cork	tappo	corcho	korken	kurk	bouchon	0.220283267	96.47058824	85	2	12	3.44	0.0	100	95	1	4	1	3.131313131	0.249882293	95.83333333	96	2	2	2	3.08	0.156491063	97.72727273	88	2	5	7	3.74	0.322756959	94.11764706	86.44067797	2	10.16949153	3.389830508	3.983050847	0.830828165	79.3814433	97	3	3	0	3.323232323
Dunabeitia-2018-750-408	408	PICTURE_408	1303	FINGER	finger	dito	dedo	finger	wijsvinger	doigt	0.0	100.0	100	1	0	2.73	0.985815037	57	100	2	0	0	2.23	0.642064289	83.67346939	98	2	0	2	2.37	0.992476004	55.10204082	98	2	0	2	2.67	0.987137774	56.66666667	100	2	0	0	2.816666667	0.88864667	69.3877551	98	2	0	2	2.242424242
Dunabeitia-2018-750-407	407	PICTURE_407	639	MOUNTAIN	mountain	montagna	montaña	berg	berg	montagne	0.0	100.0	96	1	1	3.050505051	0.506650334	88.7755102	98	2	0	2	2.37	0.830683636	73.73737374	99	2	0	1	2.81	0.342978951	94.84536082	97	3	0	3	3.16	0	100	93.22033898	1	0	6.779661017	3.525423729	0	100	96	1	0	4	2.888888889
Dunabeitia-2018-750-406	406	PICTURE_406	1511	ROOSTER	rooster	gallo	gallo	hahn	haan	coq	2.100259314	34.69387755	98	6	1	3.5	0.0	100	100	1	0	0	2.898989899	0.242292189	96	100	2	0	0	3.09	0.194391858	97	100	2	0	0	3.57	0.474345438	89.83050847	98.33333333	2	1.666666667	0	4	0.195909271	96.96969697	99	2	0	1	3.161616162
Dunabeitia-2018-750-405	405	PICTURE_405	1870	ANCHOR	anchor	ancora	ancla	anker	anker	ancre	0.151096971	97.82608696	92	2	6	2.49	0.0	100	97	1	2	1	1.97	0	100	100	1	0	0	2	0	100	98	1	0	2	2.08	0	100	93.33333333	1	1.666666667	5	2.3	0	100	93	1	3	4	2.101010101
Dunabeitia-2018-750-404	404	PICTURE_404	2352	DRAGONFLY	dragonfly	libellula	libélula	libelle	libelle/libel	libellule	1.466539857	68.75	96	5	3	3.7	0.718813502	85.10638298	94	3	4	2	3.24	0.450251183	92.47311828	93	3	5	2	3.33	0.244141642	95.95959596	99	2	0	1	3.67	0	100	91.66666667	1	1.666666667	6.666666667	4.083333333	0.144899618	97.93814433	97	2	2	1	3.343434343
Dunabeitia-2018-750-403	403	PICTURE_403			cathedral	cattedrale	catedral	kirche	kathedraal	cathédrale	2.053265844	45.05494505	91	6	5	3.6	1.834709616	52.57731959	97	6	1	2	3.27	1.366003152	60.20408163	98	3	0	2	3.47	2.266609519	32.9787234	94	6	1	5	3.85	1.470580049	52.72727273	93.22033898	3	1.694915254	5.084745763	4.220338983	1.592139313	59.57446809	94	5	4	2	3.494949495
Dunabeitia-2018-750-402	402	PICTURE_402			chalkboard	lavagna	pizarra	tafel	bord	tableau	1.920434144	43.87755102	98	5	0	2.4	0.390452131	93.93939394	99	3	1	0	2.27	0.334944487	95	100	3	0	0	2	0.583206835	89.58333333	96	3	0	4	2.43	1.47476948	51.72413793	98.30508475	3	0	1.694915254	2.508474576	0.490221221	92.70833333	96	4	0	4	2.090909091
Dunabeitia-2018-750-401	401	PICTURE_401	2368	GARLIC	onion	cipolla	ajo	zwiebel	ui	oignon	0.934231351	75.36231884	69	3	26	3.11	1.382997254	64.40677966	59	4	34	7	3.161616162	1.123381927	55.95238095	84	3	14	2	3.01	0.73275255	79.45205479	73	2	19	8	2.94	2.197290094	31.70731707	68.33333333	5	21.66666667	10	3.55	1.509210142	50.70422535	71	5	25	4	3.303030303
Dunabeitia-2018-750-400	400	PICTURE_400	1360	DUCK	duck	anatra	pato	ente	eend	canard	0.47853391	92.0	100	3	0	3.7	1.600797504	57.89473684	95	5	4	1	3.17	0	100	99	1	0	1	3.22	0.731178427	85.56701031	97	3	0	3	3.64	0	100	96.66666667	1	1.666666667	1.666666667	3.783333333	0	100	99	1	0	1	3.272727273
Dunabeitia-2018-750-40	40	PICTURE_40			clover	trifoglio	trébol	kleeblatt	klaver	trèfle	0.716618381	87.5	96	4	2	2.212121212	0.56466958	86.73469388	98	2	1	1	1.77	0	100	99	1	0	1	1.79	0.661617906	82.82828283	99	2	0	1	2.43	1.985462454	54.54545455	93.22033898	6	0	6.779661017	2.220338983	0.432883796	92.85714286	98	3	0	2	1.585858586
Dunabeitia-2018-750-4	4	PICTURE_4	853	ALTAR	church	altare	altar	altar	altaar	église	0.858981037	71.73913043	92	2	3	3.14	0.827374478	73.95833333	96	2	0	4	3.060606061	1.552676484	59.57446809	94	4	1	5	2.95	0.968778287	77.31958763	97	4	1	2	3.4	0.707669	80.70175439	95	2	1.666666667	3.333333333	3.796610169	1.265265179	52.94117647	85	4	9	6	3.03030303
Dunabeitia-2018-750-399	399	PICTURE_399			ballerina	ballerina	bailarina	ballerina	ballerina	danseuse	1.257140763	66.0	100	3	0	2.64	0.195909271	96.96969697	99	2	1	0	2.52	0.194391858	97	100	2	0	0	2.56	1.617214276	62.62626263	99	5	0	1	2.96	1.079644747	70.1754386	96.61016949	3	0	3.389830508	3.15	1.161848815	76	100	4	0	0	2.555555556
Dunabeitia-2018-750-398	398	PICTURE_398			steering wheel	volante	volante	lenkrad	stuur	volant	1.162872082	51.51515152	99	3	0	2.13	0.246022578	95.91836735	98	2	1	1	1.91	0	100	99	1	0	1	1.89	0.144899618	97.93814433	97	2	0	3	2.03	0.431016769	93.10344828	96.66666667	3	1.666666667	1.666666667	2.05	0	100	99	1	0	1	1.757575758
Dunabeitia-2018-750-397	397	PICTURE_397	322	FIG	onion	fico	higo	feige	vijg	figue	1.298554917	71.875000	64	5	29	2.52	0.887001337	83.90804598	87	4	9	4	2.24	1.283652073	68.53932584	89	4	9	2	2.25	1.772814352	54.21686747	83	7	9	8	2.24	1.882102253	50	60	5	28.33333333	11.66666667	2.666666667	0.873838275	84.88372093	86	5	11	3	2.161616162
Dunabeitia-2018-750-396	396	PICTURE_396			atm	bancomat	cajero	bankautomat	bankautomaat	distributeur	1.466691783	44.79166667	96	3	1	2.82	0.645357603	87.32394366	71	3	23	6	3.03	0.14372617	97.95918367	98	2	0	2	2.7	1.90200904	39.02439024	82	6	7	11	3.04	0.446481347	90.69767442	71.66666667	2	15	13.33333333	3.483333333	2.543921709	43.75	64	10	10	26	3.03030303
Dunabeitia-2018-750-395	395	PICTURE_395	1044	PILLOW	pillow	cuscino	almohada	bettdecke	bed	lit	2.306054781	36.26373626	91	7	5	2.55	1.875762651	56.98924731	93	7	4	3	2.88	1.943107658	53.76344086	93	7	2	5	2.55	3.192259861	22.61904762	84	12	7	9	2.46	2.818702058	26.82926829	68.33333333	8	11.66666667	20	3.116666667	2.432291348	41.89189189	74	9	15	11	2.707070707
Dunabeitia-2018-750-394	394	PICTURE_394	3314	LYNX	cat	lince	lince	luchs	lynx	lynx	1.528486042	68.18181818	88	7	7	3.66	1.097663935	64.77272727	88	3	7	5	3.333333333	1.126716636	66.66666667	96	3	3	1	3.34	1.493539414	70.21276596	94	6	2	4	3.68	2.267539862	43.39622642	88.33333333	8	5	6.666666667	4.016666667	1.182599597	78.65168539	89	6	5	6	3.404040404
Dunabeitia-2018-750-393	393	PICTURE_393			man	beduino	turbante	turban	arabier	touareg	2.304060385	32.87671233	73	6	20	3.18	3.018896249	27.27272727	88	12	9	3	3.2	2.581879863	35.95505618	89	9	4	7	3.14	1.89045938	60.71428571	84	8	5	11	3.35	2.097538344	40.47619048	70	5	11.66666667	18.33333333	3.666666667	2.646414017	35	60	9	23	17	3.121212121
Dunabeitia-2018-750-392	392	PICTURE_392			teapot	teiera	tetera	teekanne	theepot	théière	0.66776345	88.7755102	98	4	1	2.02	0.30149693	95.65217391	92	3	4	4	1.75	0.195909271	96.96969697	99	2	0	1	1.82	1.21445979	58.16326531	98	4	0	2	1.92	1.142875544	75.86206897	96.66666667	4	0	3.333333333	2.13559322	0	100	95	1	2	3	1.747474747
Dunabeitia-2018-750-391	391	PICTURE_391	1627	CHAIN	chain	catena	cadena	kette	ketting	chaine	0.0	100.0	96	1	2	2.33	0.0	100	100	1	0	0	1.95	0	100	97	1	1	2	2.08	0.246022578	95.91836735	98	2	0	2	2.26	0	100	91.66666667	1	1.666666667	6.666666667	2.169491525	0	100	95	1	2	3	1.939393939
Dunabeitia-2018-750-390	390	PICTURE_390	784	SNOW	snow	neve	nieve	schnee	sneeuw	neige	1.341140753	66.66666667	99	4	0	1.69	1.237343495	72.16494845	97	4	1	2	1.64	1.21808085	73.46938776	98	4	0	2	1.54	1.934651242	62.24489796	98	8	0	2	1.51	1.02166441	79.62962963	90	4	0	10	1.55	1.109193061	74.74747475	99	4	0	1	1.333333333
Dunabeitia-2018-750-39	39	PICTURE_39	1851	POCKET	pocket	tasca	bolsillo	hosentasche	broekzak	poche	0.298940797	95.69892473	93	3	6	2.34	0.15374218	97.77777778	90	2	8	2	2.31	0	100	96	1	3	1	2.17	1.094767827	78.31325301	83	5	10	7	2.35	1.350467822	73.58490566	88.33333333	5	10	1.666666667	2.491525424	0.746598325	84.7826087	92	3	4	4	2.121212121
Dunabeitia-2018-750-389	389	PICTURE_389			aerial	antenna	antena	antenne	antenne	antenne	1.995643181	43.02325581	86	6	10	2.96	0.0	100	93	1	4	3	2.595959596	0	100	98	1	0	2	2.56	0.597010482	90.58823529	85	4	2	13	2.92	2.010056029	54.16666667	80	6	6.666666667	13.33333333	3.35	0.459442076	92.47311828	93	3	4	3	2.707070707
Dunabeitia-2018-750-388	388	PICTURE_388	2468	BAG	bag	borsa	bolso	tasche	handtas	sac	1.023775576	67.0	100	3	0	2.28	0.327444919	94	100	2	0	0	2.14	0.194391858	97	100	2	0	0	2.09	0.944320214	73	100	3	0	0	2.56	0.885612871	69.64285714	93.33333333	2	1.666666667	5	2.583333333	0.921659703	66.32653061	98	2	0	2	2.070707071
Dunabeitia-2018-750-387	387	PICTURE_387			stapler	pinzatrice	grapadora	tacker	nietjesmachine	agrafeuse	0.0	100.0	99	1	1	2.52	1.498524141	61.05263158	95	4	2	3	2.39	0	100	100	1	0	0	2.17	0.340254161	94.89795918	98	3	0	2	2.49	0.856405239	71.92982456	96.61016949	2	1.694915254	1.694915254	2.627118644	0.247935838	95.87628866	97	2	2	1	2.232323232
Dunabeitia-2018-750-386	386	PICTURE_386	1804	BOMB	bomb	bomba	bomba	bombe	bom	bombe	0.0	100.0	99	1	0	1.95	0.0	100	98	1	1	1	1.74	0	100	100	1	0	0	1.65	0.284545683	95.95959596	99	3	0	1	2.13	0	100	98.33333333	1	1.666666667	0	1.966666667	0	100	95	1	1	4	1.545454545
Dunabeitia-2018-750-385	385	PICTURE_385			treasure chest	forziere	tesoro	schatztruhe	schatkist	coffre	1.871488874	36.73469388	98	5	0	2.85	1.756237802	45.65217391	92	5	4	4	2.585858586	1.391815998	45.45454545	99	3	0	1	2.59	1.84947699	54.73684211	95	6	0	5	2.77	1.12611241	79.31034483	98.30508475	5	0	1.694915254	3.06779661	1.645587724	48.95833333	96	6	0	4	2.393939394
Dunabeitia-2018-750-384	384	PICTURE_384	1143	OVEN	oven	forno	horno	backofen	oven	four	1.324353623	76.04166667	96	6	1	2.84	0.761350394	84.21052632	95	3	0	5	2.61	0.141440543	98	100	2	0	0	2.54	1.75667265	41.93548387	93	6	1	6	2.81	0.431016769	93.10344828	98.30508475	3	1.694915254	0	3.186440678	0.394683556	93.75	96	3	0	4	2.464646465
Dunabeitia-2018-750-383	383	PICTURE_383	1867	COIN	coin	moneta	moneda	muenze	munt	pièce	0.606090653	90.0	100	4	0	2.54	0.0	100	98	1	0	2	2.3	0	100	100	1	0	0	2.26	0.197453004	96.93877551	98	2	0	2	2.45	0.879135767	70.1754386	95	2	1.666666667	3.333333333	2.65	0.665580063	82.65306122	98	2	0	2	2.171717172
Dunabeitia-2018-750-382	382	PICTURE_382			wallet	portafoglio	cartera	geldbeutel	portefeuille	portefeuille	0.0	100.0	99	1	0	2.33	0.621188403	90	100	4	0	0	2.07	0.592904561	89	100	3	0	0	1.83	1.800272962	49.48453608	97	4	0	3	2.26	0.693965967	81.3559322	98.33333333	2	0	1.666666667	2.383333333	0.893922323	80.80808081	99	3	0	1	2.111111111
Dunabeitia-2018-750-381	381	PICTURE_381	3138	STRAWBERRY	strawberry	fragola	fresa	erdbeere	aardbei	fraise	0.0	100.0	100	1	0	2.6	0.0	100	99	1	1	0	2.05	0	100	100	1	0	0	2.17	0	100	100	1	0	0	2.45	0	100	98.30508475	1	1.694915254	0	2.711864407	0	100	100	1	0	0	2.02020202
Dunabeitia-2018-750-380	380	PICTURE_380	3144	GORILLA	gorilla	gorilla	gorila	gorilla	gorilla	gorille	0.526904356	90.81632653	98	3	0	3.68	1.262867835	72.44897959	98	4	2	0	2.81	0.950833312	81	100	4	0	0	3.15	1.096341	68.68686869	99	3	0	1	3.56	0.760785993	77.96610169	98.33333333	2	0	1.666666667	3.933333333	0.74148274	79	100	2	0	0	3.090909091
Dunabeitia-2018-750-38	38	PICTURE_38	843	SPIDER	spider	ragno	araña	spinne	spin	araignée	0.0	100.0	99	1	0	2.39	0.14609425	97.91666667	96	2	2	2	2.23	0	100	98	1	0	2	2.21	0	100	99	1	0	1	2.34	0	100	98.33333333	1	1.666666667	0	2.766666667	0	100	98	1	0	2	2.232323232
Dunabeitia-2018-750-379	379	PICTURE_379	3675	ZEBRA	zebra	zebra	cebra	zebra	zebra	zèbre	0.0	100.0	100	1	0	3.02	0.0	100	99	1	1	0	2.54	0	100	99	1	1	0	2.646464646	0	100	99	1	0	1	3.06	0	100	98.30508475	1	0	1.694915254	3.517241379	0	100	100	1	0	0	2.767676768
Dunabeitia-2018-750-378	378	PICTURE_378	2397	LOBSTER	lobster	aragosta	langosta	hummer	kreeft	homard	0.520508661	90.625000	96	3	2	3.06	1.220137116	76.28865979	97	5	1	2	2.535353535	1.474729496	68.42105263	95	5	1	4	2.79	1.332151407	76.53061224	98	7	0	2	3.16	0.357646706	93.22033898	98.33333333	2	1.666666667	0	3.4	1.658413858	50	92	5	3	5	2.696969697
Dunabeitia-2018-750-377	377	PICTURE_377			bib	bavaglino	babero	laetzchen	slabbetje	bavoir	0.359101626	93.18181818	88	2	10	2.84	1.557060573	45.65217391	92	4	4	4	2.62	0	100	99	1	1	0	2.5	1.22487796	47.6744186	86	3	9	5	2.97	1.932317897	40	84.74576271	5	8.474576271	6.779661017	3.13559322	0.862841942	78.02197802	91	3	5	4	2.636363636
Dunabeitia-2018-750-376	376	PICTURE_376	914	SCULPTOR	sculptor	scultore	escultor	bildhauer	beeldhouwer	sculpteur	1.452555124	72.72727273	77	6	19	3.13	0.293968111	95.78947368	95	3	1	4	3.18	0	100	90	1	3	7	3.12	1.73212474	65.16853933	89	7	0	11	3.83	0.219297308	96.49122807	95	2	1.666666667	3.333333333	3.8	0.614214192	91	100	5	0	0	3.111111111
Dunabeitia-2018-750-375	375	PICTURE_375			circus	circo	circo	zirkuszelt	circustent	chapiteau	1.169291527	48.95833333	96	3	4	2.62	1.164902841	51.02040816	98	3	1	1	2.45	0.948613198	63.26530612	98	2	0	2	2.27	1.512111676	47.95918367	98	3	0	2	2.64	1.400993479	46.66666667	100	3	0	0	2.983050847	0.959905894	75.78947368	95	3	1	4	2.282828283
Dunabeitia-2018-750-374	374	PICTURE_374	1369	GOLD	gold	lingotto	lingote	goldbarren	goud	lingot	1.316191228	63.91752577	97	5	0	2.090909091	0.749595257	78.57142857	98	2	1	1	1.9	0.953498582	62.62626263	99	2	0	1	1.84	0.870864469	70.83333333	96	2	1	3	2.04	1.926922247	50.84745763	98.33333333	5	0	1.666666667	1.95	1.511063852	43.87755102	98	3	0	2	1.717171717
Dunabeitia-2018-750-373	373	PICTURE_373	2843	CAULIFLOWER	cauliflower	cavolfiore	coliflor	blumenkohl	bloemkool	chou-fleur	1.004792126	71.73913043	92	3	6	3.02020202	1.290948395	64.21052632	95	4	2	3	2.61	0.943563143	81.91489362	94	4	4	2	2.69	0.41381685	91.66666667	96	2	1	3	2.99	0	100	98.30508475	1	0	1.694915254	3.559322034	0.948613198	63.26530612	98	2	0	2	2.686868687
Dunabeitia-2018-750-372	372	PICTURE_372	308	TOUCAN	toucan	tucano	tucán	tukan	toekan	toucan	1.94590879	38.04347826	92	5	7	3.0	1.20576817	73.11827957	93	4	3	4	2.5	1.169082822	79.34782609	92	6	6	2	2.64	2.351520791	25.55555556	90	6	4	6	2.85	1.822503625	41.66666667	81.3559322	4	13.55932203	5.084745763	3.1	2.02077674	37.66233766	77	5	18	5	2.454545455
Dunabeitia-2018-750-371	371	PICTURE_371	607	GRASSHOPPER	grasshopper	cavalletta	saltamontes	heuschrecke	sprinkhaan	sauterelle	1.429985016	62.76595745	94	4	5	3.26	1.656948906	48.97959184	98	5	2	0	2.98	0.345117315	93.5483871	93	2	3	4	2.95	1.5927996	45.36082474	97	4	1	2	3.5	0.899743759	68.42105263	95	2	1.666666667	3.333333333	3.796610169	0.942925883	81.44329897	97	4	2	1	2.98989899
