ID	NUMBER	RUSSIAN	GLOSS	GERMAN	LATIN	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Pallas-1786-442-275	275	Поле	field (noun)	Feld	Campus	Plaine	652	PLAIN
Pallas-1786-442-276	276	Пашня	field, acre (noun)	Acker	Ager	Champ	212	FIELD
Pallas-1786-442-277	277	Сѣять	to sow (verb)	Sæen	Serere	Semer	748	SOW SEEDS
Pallas-1786-442-278	278	Лугъ	meadow (noun)	Wieße	Pratum	Prairie	2819	GRASSLAND
Pallas-1786-442-279	279	Жито	crop (noun)	Getraide	Frumentum	Bled	605	GRAIN
Pallas-1786-442-280	280	Рожь	rye (noun)	Roggen	Secale	Seigle	23	RYE
Pallas-1786-442-281	281	Пшеница	wheat (noun)	Waitzen	Triticum	Froment	1077	WHEAT
Pallas-1786-442-282	282	Овесъ	oat (noun)	Haber	Avena	Avoine	60	OAT
Pallas-1786-442-283	283	Ячмень	barley (noun)	Gerßte	Hordeum	Orge	932	BARLEY
Pallas-1786-442-284	284	Горохъ	pea (noun)	Erbße	Pißum	Pois	2025	PEA
Pallas-1786-442-285	285	Звѣрь	animal (wild, noun)	Thier	Animal	Animal	958	WILD ANIMAL
Pallas-1786-442-286	286	Рыба	fish (noun)	Fißch	Pißcis	Poißßon	227	FISH
Pallas-1786-442-287	287	Китъ	whale (noun)	WallFißch	Cete	Baleine	957	WHALE
Pallas-1786-442-288	288	Ракъ	cancer (animal, noun)	Krebs	Cancer	Ecrevißße	2348	CRAB
Pallas-1786-442-289	289	Змея	snake (noun)	Schlange	Serpens	Serpent	730	SNAKE
Pallas-1786-442-290	290	Лягушка	frog (noun)	Froßch	Rana	Grénouille	503	FROG
Pallas-1786-442-291	291	Червь	worm (noun)	Wurm	Vermis	Ver	1219	WORM
Pallas-1786-442-292	292	Муха	fly (noun)	Fliege	Mußca	Mouche	1504	FLY (INSECT)
Pallas-1786-442-293	293	Комарь	mosquito (noun)	Mücke	Culex	Coußin	1509	MOSQUITO
Pallas-1786-442-294	294	Муравей	ant (noun)	Ameiße	Formica	Fourmis	587	ANT
Pallas-1786-442-295	295	Паукъ	spider (noun)	Spinne	Aranea	Araignée	843	SPIDER
Pallas-1786-442-296	296	Пчела	bee (noun)	Biene	Apis	Abeille	665	BEE
Pallas-1786-442-297	297	Медъ	honey (noun)	Honig	Mel	Miel	942	HONEY
Pallas-1786-442-298	298	Быкъ	bull, ox (noun)	Ochße	Bos	Boeuf	1008	BULL
Pallas-1786-442-299	299	Корова	cow (noun)	Kuh	Vacca	Vache	1007	COW
Pallas-1786-442-300	300	Теля	calf (noun)	Kalb	Vitulus	Veau	1989	CALF
Pallas-1786-442-301	301	Овца	sheep (noun)	Schaf	Ovis	Brebis	1331	SHEEP
Pallas-1786-442-302	302	Баранъ	ram (animal, noun)	Widder	Aries	Bélier	1344	RAM
Pallas-1786-442-303	303	Коза	goat (noun)	Ziege	Capra	Chêvre	1502	GOAT
Pallas-1786-442-304	304	Рогъ	horn (noun)	Horn	Cornu	Corne	1393	HORN (ANATOMY)
Pallas-1786-442-305	305	Конь	horse (noun)	Pferd	Caballus	Cheval	615	HORSE
Pallas-1786-442-306	306	Верблюдъ	camel (noun)	Kameel	Camelus	Chameau	1871	CAMEL
Pallas-1786-442-307	307	Оселъ	ass, donkey (animal, noun)	Eßel	Aßinus	Ane	1862	DONKEY
Pallas-1786-442-308	308	Свинья	pig (noun)	Schwein	Sus	Cochon	1337	PIG
Pallas-1786-442-309	309	Собака,Пѣсь	dog (noun)	Hund	Canis	Chien	2009	DOG
Pallas-1786-442-310	310	Котъ	cat (noun)	Katze	Catus	Chat	1208	CAT
Pallas-1786-442-311	311	Левъ	lion (noun)	Loewe	Leo	Lion	1386	LION
Pallas-1786-442-312	312	Медвѣдь	bear (noun)	Baer	Urßus	Ours	1820	BEAR
Pallas-1786-442-313	313	Волкъ	wolf (noun)	Wolf	Lupus	Loup	522	WOLF
Pallas-1786-442-314	314	Лисица	fox (noun)	Fuchs	Vulpes	Renard	1312	FOX
Pallas-1786-442-315	315	Заецъ	hare (noun)	Haße	Lepus	Liévre	1190	HARE
Pallas-1786-442-316	316	Мышъ	mouse (noun)	Maus	Mus	Souris	1491	MOUSE
Pallas-1786-442-317	317	Пѣтелъ	cock (noun)	Hahn	Gallus	Coq	1511	ROOSTER
Pallas-1786-442-318	318	Курица	chicken (noun)	Huhn	Gallina	Poule	1318	CHICKEN
Pallas-1786-442-319	319	Гусь	goose (noun)	Gans	Anßer	Oye	1187	GOOSE
Pallas-1786-442-320	320	Утка	duck (noun)	Ente	Anas	Canard	1360	DUCK
Pallas-1786-442-321	321	Голубь	pigeon (noun)	Taube	Columba	Pigeon	1853	DOVE
Pallas-1786-442-322	322	Орелъ	eagle (noun)	Adler	Aquila	Aigle	1905	EAGLE
Pallas-1786-442-323	323	Воронъ	raven (noun)	Rabe	Corvus	Corbeau	2543	RAVEN
Pallas-1786-442-324	324	Ворона	crow (noun)	Kraehe	Cornix	Corneille	913	CROW
Pallas-1786-442-325	325	Птица	bird (noun)	Vogel	Avis	Oißeau	937	BIRD
Pallas-1786-442-326	326	Воробей	sparrow (noun)	Sperling	Paßßer	Moineau	1854	SPARROW
Pallas-1786-442-327	327	Ласточка	swallow (noun)	Schwalbe	Hirundo	Hirondelle	897	SWALLOW
Pallas-1786-442-328	328	Перо	feather (noun)	Feder	Penna, Pluma	Plume	1201	FEATHER
Pallas-1786-442-329	329	Яицо	egg (noun)	Ey	Ovum	Oeuf	744	EGG
Pallas-1786-442-330	330	Гнѣздо	nest (noun)	Neßt	Nidus	Nid	539	NEST
Pallas-1786-442-331	331	Пастухъ	shepherd (noun)	Hirte	Paßtor	Berger	2544	SHEPHERD
Pallas-1786-442-332	332	Пахать	to plow, plough (verb)	Pflügen	Arare	Labourer	1921	PLOUGH
Pallas-1786-442-333	333	Соха	plough (noun)	Pflughaken	Aratrum	NAN	2154	PLOUGH (INSTRUMENT)
Pallas-1786-442-334	334	Плугъ	plough (noun)	Pflug	Aratrum	Charue	2154	PLOUGH (INSTRUMENT)
Pallas-1786-442-335	335	Борона	harrow (noun)	Egge	Occa	Herße	2545	HARROW (TOOL)
Pallas-1786-442-336	336	Жатва	harvest (noun)	Erndte	Meßßis	Recolte	3541	HARVEST OR HARVEST SEASON
Pallas-1786-442-337	337	Межа	border, frontier (noun)	Graentze	Terminus	Limite	2546	BORDER
Pallas-1786-442-338	338	Домъ	house (noun)	Haus	Domus	Maißon	1252	HOUSE
Pallas-1786-442-339	339	Шалашъ, хижина	hut (noun)	Hütte	Tugurium	Cabane	1678	HUT
Pallas-1786-442-340	340	Шатеръ	tent (noun)	Zelt	Tentorium	Tente	1316	TENT
Pallas-1786-442-341	341	Дверь	door (noun)	Thür	Porta	Porte	1567	DOOR
Pallas-1786-442-342	342	Очагъ	stove (noun)	Heerd	Focus	Foyer	859	STOVE
Pallas-1786-442-343	343	Полъ	ground, floor (noun)	Boden	Pavimentum	Plancher	2159	GROUND
Pallas-1786-442-344	344	Городъ	city (noun)	Stadt	Urbs	Ville	2547	CITY
Pallas-1786-442-345	345	Деревня	village (noun)	Dorf	Pagus	Village	930	VILLAGE
Pallas-1786-442-346	346	Топоръ	axe (noun)	Axt	Securis	Hache	677	AXE
Pallas-1786-442-347	347	Мѣра	measure (noun)	Maas	Menßura	Meßure	1506	MEASURE
Pallas-1786-442-348	348	Ножъ	knife (noun)	Meßßer	Culter	Couteau	1352	KNIFE
Pallas-1786-442-349	349	Котелъ	kettle (noun)	Keßßel	Olla	Chaudron	854	KETTLE
Pallas-1786-442-350	350	Столъ	table (noun)	Tißch	Menßa	Table	1775	TABLE
Pallas-1786-442-351	351	Скамья	bank (noun)	Bank	Scamnum	Banc	2584	BENCH
Pallas-1786-442-352	352	Кадь	barrel (noun)	Faßs	Cadus	Cuve	2548	BARREL
Pallas-1786-442-353	353	Судно	ship (noun)	Küße, Schif	Navis	Vaißßeau	740	SHIP
Pallas-1786-442-354	354	Лодья	boat (noun)	Kahn	Scapha	Eßquif	1844	BOAT
Pallas-1786-442-355	355	Возъ	vehicle (noun)	Fuhre	Vectura	Voiture	2549	VEHICLE
Pallas-1786-442-356	356	Возить	to drive (a vehicle, verb)	Führen	Veture	Voiturer	741	DRIVE
Pallas-1786-442-357	357	ѣхать	to drive (in a vehicle, verb)	Fahren	Vehi	NAN	741	DRIVE
Pallas-1786-442-358	358	Строить	to build (verb)	Bauen	Struere	Batir	1840	BUILD
Pallas-1786-442-359	359	Платье	clothing (noun)	Kleidung	Veßtis	Vetement	1895	CLOTHES
Pallas-1786-442-360	360	Шуба	fur, pelt (noun)	Peltz	Pelliceamentum	Pelißße	3232	PELT
Pallas-1786-442-361	361	Обувь	shoe (noun)	NAN	NAN	Chaußßure	1381	SHOE
Pallas-1786-442-362	362	Чулокъ	sock (noun)	Strumpf	Tibiale	Bas	1522	SOCK
Pallas-1786-442-363	363	Башмакъ	shoe, boot (noun)	Schu	Calceus	Souiller	1381	SHOE
Pallas-1786-442-364	364	Шапка	cap, hat (noun)	Mütze	Mitra	Bonnet	771	HAT
Pallas-1786-442-365	365	Поясъ	belt (noun)	Gürtel	Cingulum	Ceinture	772	BELT
Pallas-1786-442-366	366	Шелкъ	silk (noun)	Seyde	Sericum	Soye	1641	SILK
Pallas-1786-442-367	367	Шерсть	wool (noun)	Wolle	Lana	Laine	964	WOOL
Pallas-1786-442-368	368	Бумага	cotton (noun)	Baumwolle	Goßßypium	Coton	1850	COTTON
Pallas-1786-442-369	369	Ленъ	linen (noun)	Flachs, Lein	Linum	Lin	3462	FLAX OR LINEN
Pallas-1786-442-370	370	Яствы	viands, provisions of food (noun)	Speißen	Cibus, Eßca	NAN	2550	VIANDS (PROVISIONS)
Pallas-1786-442-371	371	Сыро	raw (noun)	Roh	Crudus	Crû	1959	RAW
Pallas-1786-442-372	372	Варить	to boil (verb)	Kochen	Coquere	Cuire	1100	COOK (SOMETHING)
Pallas-1786-442-373	373	Пиво	beer (noun)	Bier	Cerevißia	Bière	1639	BEER
Pallas-1786-442-374	374	Вино	wine (noun)	Wein	Vinum	Vin	1524	WINE
Pallas-1786-442-375	375	Масло	oil, butter (noun)	Oel, Butter	Oleum, Butyrum	Huile, Beurre	2551	ORGANIC FAT OR OIL
Pallas-1786-442-376	376	Хлѣбъ	bread (noun)	Brod	Panis	Pain	1368	BREAD
Pallas-1786-442-377	377	Денги	money (noun)	Geld	Pecunia	Monnoye	1559	MONEY
Pallas-1786-442-378	378	Тать	thief (noun)	Dieb	Fur	Voleur	1160	THIEF
Pallas-1786-442-379	379	Война	war (noun)	Krieg	Bellum	Guerre	935	WAR
Pallas-1786-442-380	380	Воинъ	warrior (noun)	Krieger	Miles	Guerrier	1941	SOLDIER
Pallas-1786-442-381	381	Брань	quarrel (noun)	Zank	Rixa	Querelle	1848	QUARREL
Pallas-1786-442-382	382	Драка	fight (noun)	Schlaegerey	Pugna	Batterie	3301	BRAWL
Pallas-1786-442-383	383	Латы	harness (noun)	Harnißch	Lorica	Harnois	2552	HARNESS (ARMOUR)
Pallas-1786-442-384	384	Шлемъ	helmet (noun)	Helm	Galea	Caßque	1680	HELMET
Pallas-1786-442-385	385	Щитъ	shield (noun)	Schild	Scutum	Ecu	1064	SHIELD
Pallas-1786-442-386	386	Копье	spear (noun)	Spießs, Lanze	Haßta	Lance	945	SPEAR
Pallas-1786-442-387	387	Бѣда	need, misery (noun)	Noth	Mißeria	Mißère	2553	MISERY
Pallas-1786-442-388	388	Побѣда	victory (noun)	Sieg	Victoria	Victoire	783	VICTORY
Pallas-1786-442-389	389	Другъ	friend (noun)	Freund	Amicus	Ami	1325	FRIEND
Pallas-1786-442-390	390	Врагъ	enemy (noun)	Feind	Inimicus	Enemi	1358	ENEMY
Pallas-1786-442-391	391	Господинъ	sir (noun)	Herr	Dominus	Seigneur		
Pallas-1786-442-392	392	Рабъ	slave (noun)	Knecht	Servus	Serf	812	SLAVE
Pallas-1786-442-393	393	Князь	prince, ruler (noun)	Fürßt	Princeps	Prince	2554	PRINCE (RULER)
Pallas-1786-442-394	394	Король	king (noun)	Koenig	Rex	Roy	1508	KING
Pallas-1786-442-395	395	Сторожъ	watchmen (noun)	Waechter	Cußtos	Garde	1940	GUARD
Pallas-1786-442-396	396	Законъ	law (noun)	Geßetz	Lex	Loix	1062	LAW
Pallas-1786-442-397	397	Иго	yoke (noun)	Joch	Jugum	Joug	14	YOKE
Pallas-1786-442-398	398	Читать	to read (verb)	Leßen	Legere	Lire	724	READ
Pallas-1786-442-399	399	Писать	to write (verb)	Schreiben	Scribere	Ecrire	1672	WRITE
Pallas-1786-442-400	400	Начало	start, beginning (noun)	Anfang	Initium	Commencement	1557	BEGINNING
Pallas-1786-442-401	401	Конецъ	end (noun)	Ende	Finis	Fin	743	END (OF TIME)
Pallas-1786-442-402	402	Да	yes (other)	Ja	Ita	Oui	1268	YES
Pallas-1786-442-403	403	Нѣтъ	no (other)	Nein	Non	Non	1269	NO
Pallas-1786-442-404	404	Теперь	now (adverb)	Izt	Nunc	à prefent	1376	NOW
Pallas-1786-442-405	405	Прежде	before (adverb)	Zuvor	Prius	Auparavant	1882	BEFORE
Pallas-1786-442-406	406	Послѣ	after (adverb)	Nachher	Proßtea	Après	1685	AFTER
Pallas-1786-442-407	407	Блиско	near (adjective)	Nahe	Prope	Proche	1942	NEAR
Pallas-1786-442-408	408	Далеко	far (adjective)	Fern	Longinque	Loin	1406	FAR
Pallas-1786-442-409	409	Здѣсь	here (adverb)	Hier	Heic	Ici	136	HERE
Pallas-1786-442-410	410	Тамъ	there (adverb)	Dort	Ibi	Là	1937	THERE
Pallas-1786-442-411	411	Вчера	yesterday (adjective)	Geßtern	Heri	Hier	1174	YESTERDAY
Pallas-1786-442-412	412	Нынѣ	today (adjective)	Heute	Hodie	Aujourd'hui	1283	TODAY
Pallas-1786-442-413	413	Завтра	tomorrow (adjective)	Morgen	Cras	Demain	1329	TOMORROW
Pallas-1786-442-414	414	Вотъ	look	Siehe da	Ecce	Voilà	1819	LOOK
Pallas-1786-442-415	415	Или	or (conjunction)	Oder	Sive	Ou	1014	OR
Pallas-1786-442-416	416	Какъ	how (interrogative)	Wie	Quomodo	Comment	1239	HOW
Pallas-1786-442-417	417	Гдѣ	where (interrogative)	Wo	Ubi	Où	1237	WHERE
Pallas-1786-442-418	418	Когда	when (interrogative)	Wann	Quando	Quand	1238	WHEN
Pallas-1786-442-419	419	Что	what (interrogative)	Was	Quid	Quoi	1236	WHAT
Pallas-1786-442-420	420	Кто	who (interrogative)	Wer	Quis	Qui	1235	WHO
Pallas-1786-442-421	421	Кѣмъ	with whom (interrogative)	Mit wem	Quocum	Avec qui	1235	WHO
Pallas-1786-442-422	422	Чемъ	whith what (interrogative)	Womit	Quonam	Avec quoi	1236	WHAT
Pallas-1786-442-423	423	Подъ	under (preposition)	Unter	Sub	Sous	1485	BELOW OR UNDER
Pallas-1786-442-424	424	Надъ	over (preposition)	Ueber	Supra	Sur	1741	ABOVE
Pallas-1786-442-425	425	Безъ	without (preposition)	Ohne	Sine	Sans	1478	WITHOUT
Pallas-1786-442-426	426	Во	in (preposition)	In	In	En	1460	IN
Pallas-1786-442-427	427	Число	number (noun)	Zahl	Numerus	Nombre	1356	NUMBER
Pallas-1786-442-428	428	Одинъ	one (numeral)	Eins	Unus	Un	1493	ONE
Pallas-1786-442-429	429	Два	two (numeral)	Zwey	Duo	Deux	1498	TWO
Pallas-1786-442-430	430	Три	three (numeral)	Drey	Tria	Trois	492	THREE
Pallas-1786-442-431	431	Четыре	four (numeral)	Vier	Quatuor	Quatre	1500	FOUR
Pallas-1786-442-432	432	Пять	five (numeral)	Fünf	Quinque	Cinq	493	FIVE
Pallas-1786-442-433	433	Шесть	six (numeral)	Sechs	Sex	Six	1703	SIX
Pallas-1786-442-434	434	Семь	seven (numeral)	Sieben	Septem	Sept	1704	SEVEN
Pallas-1786-442-435	435	Восемь	eight (numeral)	Acht	Octo	Huit	1705	EIGHT
Pallas-1786-442-436	436	Девять	nine (numeral)	Neun	Novem	Neuf	1483	NINE
Pallas-1786-442-437	437	Десять	tene (numeral)	Zehn	Dix	Decem	1515	TEN
Pallas-1786-442-438	438	Одинатцать	eleven (numeral)	Eilfe	Undecim	Onze	1706	ELEVEN
Pallas-1786-442-439	439	Дватцать	twelve (numeral)	Zwanzig	Viginti	Vingt	1710	TWENTY
Pallas-1786-442-440	440	Тритцать	thirty (numeral)	Dreyßßig	Triginta	Trente	1715	THIRTY
Pallas-1786-442-441	441	Сто	hundred (numeral)	Hundert	Centum	Cent	1634	HUNDRED
Pallas-1786-442-442	442	Тысяча	thousand (numeral)	Taußend	Mille	Mille	1843	THOUSAND
