ID	NUMBER	GLOSS	GERMAN	PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	PAGE	SEMANTIC_CATEGORY	SEMANTIC_SUBCATEGORY
KochGrunberg-1914-821-238	238	bowstring	Bogensehne	corda do arco	2119	BOW STRING	817	C. Haus, Gerät	
KochGrunberg-1914-821-239	239	arrow	Pfeil	flecha	977	ARROW	817	C. Haus, Gerät	
KochGrunberg-1914-821-240	240	large poisoned arrows for high hunting	Große vergiftete Pfeile für Hochjagd	flechas grandes envenedadas para caçar			817	C. Haus, Gerät	
KochGrunberg-1914-821-241	241	case for the tips of these poison arrows	Futteral für die Spitzen dieser Giftpfeile	estojo para as pontas dessas flechas envenenadas			817	C. Haus, Gerät	
KochGrunberg-1914-821-242	242	fish arrow with double iron point	Fischpfeil mit doppelter Eisenspitze	flecha para peixe com ponta dupla de ferro			817	C. Haus, Gerät	
KochGrunberg-1914-821-243	243	harpoon arrow	Harpunenpfeil	flecha de arpão			817	C. Haus, Gerät	
KochGrunberg-1914-821-244	244	iron harpoon of this arrow	Eiserne Harpune dieses Pfeils	arpão de ferro dessa flecha			818	C. Haus, Gerät	
KochGrunberg-1914-821-245	245	tip of the harpoon	Spitze der Harpune	ponta do arpão			818	C. Haus, Gerät	
KochGrunberg-1914-821-246	246	barb of the tip	Widerhaken der Spitze	farpa da ponta			818	C. Haus, Gerät	
KochGrunberg-1914-821-247	247	wrap around the top	Umwicklung der Spitze	invólucro envolta da ponta			818	C. Haus, Gerät	
KochGrunberg-1914-821-248	248	wooden stick into which the harpoon is inserted	Holzastab, in den die Harpune gestecket wird	graveto de madeira onde o arpão é inserido			818	C. Haus, Gerät	
KochGrunberg-1914-821-249	249	pipe shaft of the harpoon arrow	Rohrschaft des Harpunenpfeils	tubo da flecha do arpão			818	C. Haus, Gerät	
KochGrunberg-1914-821-250	250	hand end of the tubular shaft	Handende des Rohrschaftes	final do tubo			818	C. Haus, Gerät	
KochGrunberg-1914-821-251	251	harpoon string	Schnur der Harpune	corda do arpão			818	C. Haus, Gerät	
KochGrunberg-1914-821-252	252	pitch (resin)	Pech	piche			818	C. Haus, Gerät	
KochGrunberg-1914-821-253	253	club	Keule	clava	1763	CLUB	818	C. Haus, Gerät	
KochGrunberg-1914-821-254	254	string of the club	Schnur der Keule	corda da clava			818	C. Haus, Gerät	
KochGrunberg-1914-821-255	255	blowgun	Blasrohr	zarabatana	432	BLOWGUN	818	C. Haus, Gerät	
KochGrunberg-1914-821-256	256	blowgun arrow	Blasrohrpfeilchen	flecha para zarabatana			818	C. Haus, Gerät	
KochGrunberg-1914-821-257	257	mouthpiece of the blowgun	Mundstück des Blasrohres	bocal da zarabatana			818	C. Haus, Gerät	
KochGrunberg-1914-821-258	258	quiver for the poison arrows	Köcher für die Giftpfeilchen	aljava de flechas envenenadas			818	C. Haus, Gerät	
KochGrunberg-1914-821-259	259	poison for dart	Pfeilgift	veneno para o dardo			818	C. Haus, Gerät	
KochGrunberg-1914-821-260	260	tree silk (samaúma) to wrap arround the blowgun darts	Baumseide (Samaúma) zum Umwickeln der Blasrohrpfeilchen	tecido de samaúma para enrolar os dardos da zarabatana			818	C. Haus, Gerät	
KochGrunberg-1914-821-261	261	poison lance (spear)	Giftlanze	lança envenenada			818	C. Haus, Gerät	
KochGrunberg-1914-821-262	262	case for the tips of the poison lances (spears)	Futteral für die Spitzen der Giftlanzen	caixa para as pontas envenenadas das lanças			818	C. Haus, Gerät	
KochGrunberg-1914-821-263	263	point of the poison lance (spear)	Spitze der Giftlanze	ponta da lança envenenada			818	C. Haus, Gerät	
KochGrunberg-1914-821-264	264	shield	Schild	escudo	1064	SHIELD	818	C. Haus, Gerät	
KochGrunberg-1914-821-265	265	war shield	Kriegsschild	escudo de guerra			818	C. Haus, Gerät	
KochGrunberg-1914-821-266	266	fishnet	Fischnetz	rede de pesca	388	FISHNET	818	C. Haus, Gerät	
KochGrunberg-1914-821-267	267	big trap	Große Reuse	armadilha grande			818	C. Haus, Gerät	
KochGrunberg-1914-821-268	268	small trap	Kleine Reuse	armadilha pequena			818	C. Haus, Gerät	
KochGrunberg-1914-821-269	269	fish trap	Fischfalle	armadilha para peixe	389	FISH TRAP	818	C. Haus, Gerät	
KochGrunberg-1914-821-270	270	fishing rod	Angel	vara de pesca			818	C. Haus, Gerät	
KochGrunberg-1914-821-271	271	fishing line	Angelschnur	linha de pesca	19	FISHING LINE	818	C. Haus, Gerät	
KochGrunberg-1914-821-272	272	gun	Gewehr	arma de fogo	1566	GUN	818	C. Haus, Gerät	
KochGrunberg-1914-821-273	273	gunpowder	Pulver	pólvora	1798	GUNPOWDER	818	C. Haus, Gerät	
KochGrunberg-1914-821-274	274	shot	Schrot	tiro			818	C. Haus, Gerät	
KochGrunberg-1914-821-275	275	hip cord	Hüftschnur	cordão da cintura			818	C. Haus, Gerät	
KochGrunberg-1914-821-276	276	man's loincloth	Schambinde des Mannes	tanga masculina			818	C. Haus, Gerät	
KochGrunberg-1914-821-277	277	woman's loincloth	Schamschurz der Frau	tanga feminina			818	C. Haus, Gerät	
KochGrunberg-1914-821-278	278	wide raffia belt (men's costume)	Breiter Bastgürtel (Tracht der Männer)	cinto largo de ráfia (traje masculino)			818	C. Haus, Gerät	
KochGrunberg-1914-821-279	279	bracelets made of raffia (men's costume)	Armbänder aus Bast (Tracht der Männer)	braceletes feitos de ráfia (traje masculino)			818	C. Haus, Gerät	
KochGrunberg-1914-821-280	280	softer strips of raffia to tie belts and bracelets	Weichere Baststreifen, um Gürtel und Armbänder festzubinden	pedaços mais maleáveis de ráfia para amarrar cintos e braceletes			818	C. Haus, Gerät	
KochGrunberg-1914-821-281	281	male braid	Männerzopf	trança masculina			818	C. Haus, Gerät	
KochGrunberg-1914-821-282	282	raffia wrap around the braid	Bastumwicklung des Zopfes	ráfia enrolada em torno da trança			818	C. Haus, Gerät	
KochGrunberg-1914-821-283	283	mirror	Spiegel	espelho	1171	MIRROR	818	C. Haus, Gerät	
KochGrunberg-1914-821-284	284	needle (for sewing)	Nadel	agulha	1382	NEEDLE (FOR SEWING)	818	C. Haus, Gerät	
KochGrunberg-1914-821-285	285	earring	Ohrring	brinco	770	EARRING	818	C. Haus, Gerät	
KochGrunberg-1914-821-286	286	pearl	Perlen	pérola	3325	PEARL	818	C. Haus, Gerät	
KochGrunberg-1914-821-287	287	box or chest	Koffer	caixa ou baú	3150	BOX OR CHEST	818	C. Haus, Gerät	
KochGrunberg-1914-821-288	288	comb	Kamm	pente	1475	COMB	818	C. Haus, Gerät	
KochGrunberg-1914-821-289	289	fine head feathers, gala jewelery (língua geral: kangatára) mahápoali (macaw feathers)	Feine Kopffederbinde, Galaschmuck (lingoa geral: kangatára) mahápoali (Ararafedern)	cocar, indumentária (língua geral: kangatára) mahápoali (Ararafedern)			818	C. Haus, Gerät	
KochGrunberg-1914-821-290	290	headdress made of toucan feathers in straw headband	Kopfputz aus Tukanfederchen in Strohreif	cocar feito com penas de tucano em uma faixa de palha para a cabeça			819	C. Haus, Gerät	
KochGrunberg-1914-821-291	291	straw headband for this jewelry	Strohreif zu diesem Schmuck	faixa de palha para a cabeça dessa joia			819	C. Haus, Gerät	
KochGrunberg-1914-821-292	292	dance device that represents a fish trap and is worn on the braid	Tanzgerät, das eine Fischreuse darstellt und am Zopf getragen wird	dispositivo de dança que representa uma armadilha de peixe e é usado na trança			819	C. Haus, Gerät	
KochGrunberg-1914-821-293	293	macaw tail feather that is worn on this dance device	Araraschwanzfeder, die an diesem Tanzgerät getragen wird	pena da cauda da arara que é usada nesse dispositivo de dança			819	C. Haus, Gerät	
KochGrunberg-1914-821-294	294	long nose piercing made of smoothed palm wood	Langer Nasenstab aus geglättetem Palmholz	piercing de nariz longo feito de madeira de palmeira polida			819	C. Haus, Gerät	
KochGrunberg-1914-821-295	295	carved tucumá fruit peel bracelet	Armband aus geschnitzten Tucumáfruchtschalen	bracelete curvado de pele da fruta tucumá			819	C. Haus, Gerät	
KochGrunberg-1914-821-296	296	knee band woven from curauá fibers	Kniebänder aus Curauáfasern gewebt	faixa para o joelho de fibra de tucumá			819	C. Haus, Gerät	
KochGrunberg-1914-821-297	297	quartz cylinder, men's breast jewelry	Quarzzylinder, Brustschmuck der Männer	cilindro de quartzo, jóia maculina para os peitos			819	C. Haus, Gerät	
KochGrunberg-1914-821-298	298	black seeds that are always associated with this quartz jewelry	Schwarze Samen, die stets mit diesem Quarzschmuck verbunden sind	sementes pretas que são sempre associadas a esse cilindro de quartzo			819	C. Haus, Gerät	
KochGrunberg-1914-821-299	299	necklace made from black cocoons	Halskette aus schwarzen Cocons	colar feito de casulos pretos			819	C. Haus, Gerät	
KochGrunberg-1914-821-300	300	necklace made from gray grass seeds (Sta. Maria Capim)	Halskette aus grauen Grassamen (Sta. Maria Capim)	colar feito de sementes de erva-de-santa-maria			819	C. Haus, Gerät	
KochGrunberg-1914-821-301	301	cerimonial mask suit	Tanzmaskenanzug	traje com máscara para cerimônias			819	C. Haus, Gerät	
KochGrunberg-1914-821-302	302	raffia jacket of the mask suit	Bastjacke des Maskenanzuges	jaqueta de ráfia para o traje com máscara			819	C. Haus, Gerät	
KochGrunberg-1914-821-303	303	raffia hanging of the mask suit	Bastbehang des Maskenanzuges	fios de ráfia pendentes do traje			819	C. Haus, Gerät	
KochGrunberg-1914-821-304	304	face cover made of raffia	Gesichtsüberzug aus Bast	cobertura para o resto feito de ráfia			819	C. Haus, Gerät	
KochGrunberg-1914-821-305	305	wooden headpiece of the mask suit	Hölzerner Kopfaufsatz des Maskenanzuges	chapéu de madeira do taje			819	C. Haus, Gerät	
KochGrunberg-1914-821-306	306	ears on this headpiece	Ohren an diesem Kopfaufsatz	orelhas nesse chapéu			819	C. Haus, Gerät	
KochGrunberg-1914-821-307	307	white down feathers on those ears	Weiße Flaumfedern an diesen Ohren	penas brancas nessas orelhas			819	C. Haus, Gerät	
KochGrunberg-1914-821-308	308	edge painting of the headpiece	Randbemalung des Kofaufsatzes	pintura nos cantos desse chapéu			819	C. Haus, Gerät	
KochGrunberg-1914-821-309	309	braid of the mask suit	Zopf des Maskenanzuges	trança da máscara do taje			819	C. Haus, Gerät	
KochGrunberg-1914-821-310	310	dance rattle (pumpkin rattle)	Tanzrassel (Kürbisrassel)	chocalho de dança (chocalho de abóbora)			819	C. Haus, Gerät	
KochGrunberg-1914-821-311	311	dance rattles from halved fruit pods, which are worn around the ankle	Tanzklappern aus halbierten Fruchtschalen, die um den Fußköchel getragen werden	chocalhos de dança de cascas de fruta cortadas ao meio, os quais são usados em torno do tornozelo			819	C. Haus, Gerät	
KochGrunberg-1914-821-312	312	dance pole made of hollowed ambaúva wood	Tanzstab aus ausgehöhltem Ambaúvaholz	poste de dança feito de madeira oca de Ambaúva			819	C. Haus, Gerät	
KochGrunberg-1914-821-313	313	handle of the dance rattle	Stiel der Tanzrassel	cabo do chocalho de dança			819	C. Haus, Gerät	
KochGrunberg-1914-821-314	314	slot of the dance rattle	Schlitz der Tanzrassel	buraco do chocalho de dança			819	C. Haus, Gerät	
KochGrunberg-1914-821-315	315	incised pattern on the dance rattle	Ritzmuster auf der Tanzrassel	padrão entalhado no chocalho de dança			819	C. Haus, Gerät	
KochGrunberg-1914-821-316	316	ordinary flute made of pipe	Gewöhnliche Flötenpfeife aus Rohr	flauta comum feita de tubo			819	C. Haus, Gerät	
KochGrunberg-1914-821-317	317	panpipe	Panpeife	flauta de pã			819	C. Haus, Gerät	
KochGrunberg-1914-821-318	318	wooden horn	Hölzerne Signaltute	corneta de madeira			819	C. Haus, Gerät	
KochGrunberg-1914-821-319	319	signal horn made out of clay	Signaltute aus Ton	corneta feita de argila			819	C. Haus, Gerät	
KochGrunberg-1914-821-320	320	big signal drum	Große Signaltrommel	tambor grande de sinal			819	C. Haus, Gerät	
KochGrunberg-1914-821-321	321	dance (in circles), singing	Rundtanz, Gesang	dança (em círculos), cantando			819	C. Haus, Gerät	
KochGrunberg-1914-821-322	322	Yuruparý dance festival	Yuruparý-Tanzfest	vestival de dança Jurupari			819	C. Haus, Gerät	
KochGrunberg-1914-821-323	323	let's dance!	laßt uns tanzen!	vamos dançar!			819	C. Haus, Gerät	
KochGrunberg-1914-821-324	324	yuruparý whip	Yuruparý-Peitsche	chicote Jurupari			819	C. Haus, Gerät	
KochGrunberg-1914-821-325	325	small flute pipe	Kleine Flötenpfeife	flauta de pã pequena			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-326	326	larger flute pipe	Größere Flötenpfeife	flauta de pã maior			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-327	327	big flute pipe	Große Flötenpfeife	flauta de pã grande			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-328	328	very large flute pipe	Sehr große Flötenpfeife	flauta de pã muito grande			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-329	329	cone-shaped instrument that is &quot;tooted&quot; (like a horn)	Tute	instrumento musical em forma de cone			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-330	330	big cone-shaped instrument that is &quot;tooted&quot; (like a horn)	Große Tute	instrumento musical em forma de cone grande			820	C. Haus, Gerät	Instrumente, die bei diesem Fest geblasen werden
KochGrunberg-1914-821-331	331	kasiri	Kaschiri	caxiri			820	C. Haus, Gerät	
KochGrunberg-1914-821-332	332	manicuéra (sweet boiled mandioca juice)	Manicuéra (süßer, abgekochter Mandiocasaft)	manicuera			820	C. Haus, Gerät	
KochGrunberg-1914-821-333	333	cachaça (rum)	Cachaça (Rum)	cachaça			820	C. Haus, Gerät	
KochGrunberg-1914-821-334	334	coca	Coca	coca	137	COCA	820	C. Haus, Gerät	
KochGrunberg-1914-821-335	335	ash from ambaúva leaves as an additive to coca	Asche aus Ambaúvablättern als Zusatz zu Coca	cinzas das folhas de ambuava como um aditivo à coca			820	C. Haus, Gerät	
KochGrunberg-1914-821-336	336	round polished calabash for coca (only worn during festivities)	Kugelige, polierte Kalabasse für Coca (nur bei Festlichkeiten getragen)	cabaça esférica e polida para coca (apenas usadas nos festivais)			820	C. Haus, Gerät	
KochGrunberg-1914-821-337	337	hollow heron bones to this device	Hohler Reiherknochen zu diesem Gerät	ossos ocos de garça desse dispositivo			820	C. Haus, Gerät	
KochGrunberg-1914-821-338	338	wax sticks made from inambú feathers that are dipped in beeswax and then bent together	Wachsstöcke aus Inambúfedern, die in Bienenwachs getaucht und dann zusammengebogen werden	paus de cera feitos de penas de inambu, as quais são mergulhadas em cera de abelha e coladas juntas			820	C. Haus, Gerät	
KochGrunberg-1914-821-339	339	human	Mensch	humano	683	PERSON	820	D. Mensch, Familie	
KochGrunberg-1914-821-340	340	people	Leute	pessoas	789	PEOPLE	820	D. Mensch, Familie	
KochGrunberg-1914-821-341	341	man	Mann	homem	1554	MAN	820	D. Mensch, Familie	
KochGrunberg-1914-821-342	342	husband	Ehemann	marido	1200	HUSBAND	820	D. Mensch, Familie	
KochGrunberg-1914-821-343	343	father	Vater	pai	1217	FATHER	820	D. Mensch, Familie	
KochGrunberg-1914-821-344	344	daddy	Papa	papai			820	D. Mensch, Familie	
KochGrunberg-1914-821-345	345	mother	Mutter	mãe	1216	MOTHER	820	D. Mensch, Familie	
KochGrunberg-1914-821-346	346	mummy	Mama	mamãe			820	D. Mensch, Familie	
KochGrunberg-1914-821-347	347	father-in-law	Schwievatter	sogro	1055	FATHER-IN-LAW	820	D. Mensch, Familie	
KochGrunberg-1914-821-348	348	mother-in-law	Schwiegermutter	sogra	1050	MOTHER-IN-LAW	820	D. Mensch, Familie	
KochGrunberg-1914-821-349	349	child	Kind	criança	1304	CHILD (YOUNG HUMAN)	820	D. Mensch, Familie	
KochGrunberg-1914-821-350	350	infant	Säugling	bebê	1289	BABY	820	D. Mensch, Familie	
KochGrunberg-1914-821-351	351	my son	mein Sohn	meu filho			820	D. Mensch, Familie	
KochGrunberg-1914-821-352	352	grandson	Enkel	neto	1618	GRANDSON	820	D. Mensch, Familie	
KochGrunberg-1914-821-353	353	boy	Knabe	menino	1366	BOY	820	D. Mensch, Familie	
KochGrunberg-1914-821-354	354	young man	Jüngling	homem jovem	76	YOUNG MAN	820	D. Mensch, Familie	
KochGrunberg-1914-821-355	355	brother	Bruder	irmão	1262	BROTHER	820	D. Mensch, Familie	
KochGrunberg-1914-821-356	356	older brother	älterer Bruder	irmão mais velho	1759	OLDER BROTHER	820	D. Mensch, Familie	
KochGrunberg-1914-821-357	357	younger brother	jüngerer Bruder	irmão mais novo	1760	YOUNGER BROTHER	820	D. Mensch, Familie	
KochGrunberg-1914-821-358	358	brother in law	Schwager	cunhado	2314	BROTHER-IN-LAW	820	D. Mensch, Familie	
KochGrunberg-1914-821-359	359	sister	Schwester	irmã	1263	SISTER	820	D. Mensch, Familie	
KochGrunberg-1914-821-360	360	older sister	ältere Schwester	irmã mais velha	1758	OLDER SISTER	820	D. Mensch, Familie	
KochGrunberg-1914-821-361	361	younger sister	jüngere Schwester	irmã mais nova	1761	YOUNGER SISTER	820	D. Mensch, Familie	
KochGrunberg-1914-821-362	362	sister in law	Schwägerin	cunhada	2317	SISTER-IN-LAW	820	D. Mensch, Familie	
KochGrunberg-1914-821-363	363	woman	Weib	mulher	962	WOMAN	820	D. Mensch, Familie	
KochGrunberg-1914-821-364	364	wife	Gattin	esposa	1199	WIFE	821	D. Mensch, Familie	
KochGrunberg-1914-821-365	365	his wife	seine Gattin	esposa dele			821	D. Mensch, Familie	
KochGrunberg-1914-821-366	366	girl	Mädchen	menina	1646	GIRL	821	D. Mensch, Familie	
KochGrunberg-1914-821-367	367	daughter	Tochter	filha	1357	DAUGHTER	821	D. Mensch, Familie	
KochGrunberg-1914-821-368	368	granddaughter	Enkelin	neta	1619	GRANDDAUGHTER	821	D. Mensch, Familie	
KochGrunberg-1914-821-369	369	widow	Witwe	viúva	1756	WIDOW	821	D. Mensch, Familie	
KochGrunberg-1914-821-370	370	uncle	Oheim	tio	1327	UNCLE	821	D. Mensch, Familie	
KochGrunberg-1914-821-371	371	aunt	Tante	tia	1272	AUNT	821	D. Mensch, Familie	
KochGrunberg-1914-821-372	372	male cousin	Vetter	primo	3822	MALE COUSIN	821	D. Mensch, Familie	
KochGrunberg-1914-821-373	373	female cousin	Base	prima	3823	FEMALE COUSIN	821	D. Mensch, Familie	
KochGrunberg-1914-821-374	374	old man	Greis	velho	406	OLD MAN	821	D. Mensch, Familie	
KochGrunberg-1914-821-375	375	old woman	Greisin	velha	907	OLD WOMAN	821	D. Mensch, Familie	
KochGrunberg-1914-821-376	376	grandfather	Großvater	avô	1383	GRANDFATHER	821	D. Mensch, Familie	
KochGrunberg-1914-821-377	377	grandmother	Großmutter	avó	1496	GRANDMOTHER	821	D. Mensch, Familie	
KochGrunberg-1914-821-378	378	chief	Häuptling	chefe	301	CHIEFTAIN	821	D. Mensch, Familie	
KochGrunberg-1914-821-379	379	white man	Weißer	homem branco	2839	WHITE MAN	821	D. Mensch, Familie	
KochGrunberg-1914-821-380	380	magician	Zauberarzt	mago	2137	MAGICIAN	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-381	381	drug	Arzneimittel	droga	1372	MEDICINE	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-382	382	poison used to treat illnesses	Krankheitsgift	veneno usado para tratar doenças			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-383	383	fever	Fieber	febre	1534	FEVER	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-384	384	diarrhea	Dysenterie	diarreia	1177	DIARRHEA	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-385	385	tobacco	Tabak	tabaco	974	TOBACCO	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-386	386	tobacco leaf	Tabakblatt	folha de tabaco			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-387	387	big cigar	Große Zigarre	charuto grande			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-388	388	cigar fork	Zigarrengabel	forquilha para cigarro			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-389	389	snuff tobacco	Schnupftabak	rapé			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-390	390	device to sniff tobacco	Schnupfapparat	inalador de rapé			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-391	391	box for snuff tobacco	Schnupftabakdose	caixa de rapé			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-392	392	large snail shell that is used as a box for snuff tobacco	Große Schneckenschale, die als Schnupftabakdose verwendet wird	concha grande de caracol usada como uma caixa de rapé			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-393	393	wound scratches (triangular calabash shard, studded with teeth of the trahíra fish)	Wundkratzer (dreieckige Kalabassenscherbe, mit Zähnchen d.Trahíra-Fisches besetzt)	feridas (fragmento triangular de cabaça)			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-394	394	deity	Gott	deidade	3231	DEITY	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-395	395	ghost, demon	Gespenst, Dämon 	fantasma, demônio 			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-396	396	forest spirit (língua geral: kurupira)	Waldgeist (lingoa geral: kurupira)	espírito da floresta (língua geral: kurupira)			821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-397	397	soul	Seele	alma	811	SOUL	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-398	398	language	Sprache	língua (idioma)	1307	LANGUAGE	821	E. Medizin, Religion, Zauber	
KochGrunberg-1914-821-399	399	capuchin monkey	Affe (Macaco prego)	macaco-prego	439	CEBUS MONKEY	821	F. Säugetiere	
KochGrunberg-1914-821-400	400	howler monkey	Brüllaffe	bugio	433	HOWLER MONKEY	821	F. Säugetiere	
KochGrunberg-1914-821-401	401	uacari monkey	Uacarí-Affe	uacari			821	F. Säugetiere	
KochGrunberg-1914-821-402	402	oayapisá monkey	Oayapisá-Affe	macaco uaiapuçá (japuçá/uapuçá)			821	F. Säugetiere	
KochGrunberg-1914-821-403	403	yuruparý monkey	Yuruparý-Affe	macaco jurupari			822	F. Säugetiere	
KochGrunberg-1914-821-404	404	caiarára monkey	Caiarára-Affe	baiarara			822	F. Säugetiere	
KochGrunberg-1914-821-405	405	barrigudo monkey	Barrigudo-Affe	macaco barrigudo			822	F. Säugetiere	
KochGrunberg-1914-821-406	406	macaquinho	Macaquinho	macaquinho			822	F. Säugetiere	
KochGrunberg-1914-821-407	407	bat	Fledermaus	morcego	1793	BAT	822	F. Säugetiere	
KochGrunberg-1914-821-408	408	small bat	Kleine Fledermaus	morcego pequeno			822	F. Säugetiere	
KochGrunberg-1914-821-409	409	opossum	Micura	mucura (saruê)	309	OPOSSUM	822	F. Säugetiere	
KochGrunberg-1914-821-410	410	colorful jaguar	Jaguar, bunter	onça pintada	1250	JAGUAR	822	F. Säugetiere	
KochGrunberg-1914-821-411	411	black jaguar	Jaguar, schwarzer	onça preta			822	F. Säugetiere	
KochGrunberg-1914-821-412	412	puma	Puma	suçuarana, onça-parda	1891	PUMA	822	F. Säugetiere	
KochGrunberg-1914-821-413	413	maracajá	Maracajá	gato-maracajá			822	F. Säugetiere	
KochGrunberg-1914-821-414	414	deer	Hirsch	veado	1936	DEER	822	F. Säugetiere	
KochGrunberg-1914-821-415	415	red deer	Hirsch (Rothirsch)	veado-vermelho	3983	RED DEER	822	F. Säugetiere	
KochGrunberg-1914-821-416	416	otter	Fischotter	lontra	15	OTTER	822	F. Säugetiere	
KochGrunberg-1914-821-417	417	tapir	Tapir	anta	312	TAPIR	822	F. Säugetiere	
KochGrunberg-1914-821-418	418	capybara	Capivara	capivara	314	CAPYBARA	822	F. Säugetiere	
KochGrunberg-1914-821-419	419	paca	Paca	paca	316	PACA	822	F. Säugetiere	
KochGrunberg-1914-821-420	420	agutí	Agutí	cutia			822	F. Säugetiere	
KochGrunberg-1914-821-421	421	agutiuaya	Agutiuaya	cutiara			822	F. Säugetiere	
KochGrunberg-1914-821-422	422	coati (coatimundi)	Cuatí	quati	2389	COATI (COATIMUNDI)	822	F. Säugetiere	
KochGrunberg-1914-821-423	423	cuatipurú	Cuatipurú	quatipuru (tipo de esquilo)			822	F. Säugetiere	
KochGrunberg-1914-821-424	424	small cuatipurú	Kleines Cuatipurú	quatipuru pequeno			822	F. Säugetiere	
KochGrunberg-1914-821-425	425	muroid (mouse or rat)	Ratte, Maus	rato, camundongo	2139	MUROID (MOUSE OR RAT)	822	F. Säugetiere	
KochGrunberg-1914-821-426	426	mouse	Maus	camundongo	1491	MOUSE	822	F. Säugetiere	
KochGrunberg-1914-821-427	427	armadillo	Gürteltier	tatu	1885	ARMADILLO	822	F. Säugetiere	
KochGrunberg-1914-821-428	428	giant armadillo	Riesengürteltiers	tatu grande			822	F. Säugetiere	
KochGrunberg-1914-821-429	429	armadillo shell	Schale des Gürteltiers	casco de tatu			822	F. Säugetiere	
KochGrunberg-1914-821-430	430	sloth	Faultier	bicho-preguiça	2446	SLOTH	822	F. Säugetiere	
KochGrunberg-1914-821-431	431	giant anteater	Großer Ameisenbär	tamanduá bandeira			822	F. Säugetiere	
KochGrunberg-1914-821-432	432	small anteater	Kleiner Ameisenbär	tamanduá mirim			822	F. Säugetiere	
KochGrunberg-1914-821-433	433	taitetú pig	Taitetú-Schwein	caititu			822	F. Säugetiere	
KochGrunberg-1914-821-434	434	taiasu pig	Taiasú-Schwein	queixada			822	F. Säugetiere	
KochGrunberg-1914-821-435	435	pig teeth	Schweinszähne	dente de porco			822	F. Säugetiere	
KochGrunberg-1914-821-436	436	european pig	Schwein, europaisches	porco europeu	1337	PIG	822	F. Säugetiere	
KochGrunberg-1914-821-437	437	dog	Hund	cão	2009	DOG	822	F. Säugetiere	
KochGrunberg-1914-821-438	438	cat	Katze	gato	1208	CAT	822	F. Säugetiere	
KochGrunberg-1914-821-439	439	manatee	Manatí	peixe-boi			822	F. Säugetiere	
KochGrunberg-1914-821-440	440	dolphin	Delphin	golfinho	1479	DOLPHIN	822	F. Säugetiere	
KochGrunberg-1914-821-441	441	small bird (=passarinho)	Vogel (=passarinho)	passarinho			822	G. Vögel	
KochGrunberg-1914-821-442	442	egg	Ei	ovo	744	EGG	822	G. Vögel	
KochGrunberg-1914-821-443	443	red macaw	Arara, rot	arara vermelha			822	G. Vögel	
KochGrunberg-1914-821-444	444	blue macaw	Arara, blau	arara azul			822	G. Vögel	
KochGrunberg-1914-821-445	445	periquito	Periquito	periquito			822	G. Vögel	
KochGrunberg-1914-821-446	446	parrot	Papagei	papagaio	882	PARROT	822	G. Vögel	
KochGrunberg-1914-821-447	447	anacã	Anacã	anacã			822	G. Vögel	
KochGrunberg-1914-821-448	448	curassow	Mutum	mutum	315	CURASSOW	823	G. Vögel	
KochGrunberg-1914-821-449	449	nocturnal curassow	Urumutum	urumutum			823	G. Vögel	
KochGrunberg-1914-821-450	450	guan	Jacú	jacu	437	GUAN	823	G. Vögel	
KochGrunberg-1914-821-451	451	red-throated piping guan	Cujubim	cujubi			823	G. Vögel	
KochGrunberg-1914-821-452	452	dark-winged trumpeter	Jacamý	jacamim			823	G. Vögel	
KochGrunberg-1914-821-453	453	green ibis	Corocoró	coró-coró			823	G. Vögel	
KochGrunberg-1914-821-454	454	big tinamou	Großes Inambú	inambu grande			823	G. Vögel	
KochGrunberg-1914-821-455	455	small tinamou	Kleines Inambú	inambu pequeno			823	G. Vögel	
KochGrunberg-1914-821-456	456	dove	Taube	pombo	1853	DOVE	823	G. Vögel	
