ID	NUMBER	GLOSS	GERMAN	PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
KochGrunberg-1914-809-289	289	Fine head feathers, gala jewelery (lingoa yamáhapoa geral: kangatára) mahápoali (macaw feathers)	Feine Kopffederbinde, Galaschmuck (lingoa yamáhapoa geral: kangatára) mahápoali (Ararafedern)	Cocar, indumentária		
KochGrunberg-1914-809-290	290	Headdress made of toucan feathers in straw	Kopfputz aus Tukanfederchen in Strohreif	Cocar feito com penas de tucano e palha		
KochGrunberg-1914-809-291	291	Straw frost on this jewelry	Strohreif zu diesem Schmuck			
KochGrunberg-1914-809-292	292	Dance device that represents a fish trap and is worn on the braid	Tanzgerät, das eine Fischreuse darstellt und am Zopf getragen wird	Dispositivo de dança que representa uma armadilha de peixe e é usado na trança		
KochGrunberg-1914-809-293	293	Macaw tail feather that is worn on this dance device	Araraschwanzfeder, die an diesem Tanzgerät getragen wird	Pena da cauda da arara que é usada nesse dispositivo de dança		
KochGrunberg-1914-809-294	294	Long nose piercing made of smoothed palm wood	Langer Nasenstab aus geglättetem Palmholz	Piercing de nariz longo feito de madeira de palmeira polida		
KochGrunberg-1914-809-295	295	Carved tucumá fruit peel bracelet	Armband aus geschnitzten Tucumáfruchtschalen	Bracelete curvado de pele da fruta tucumá		
KochGrunberg-1914-809-296	296	Knee band woven from curauá fibers	Kniebänderz aus Curauáfasern gewebt	Faixa para o joelho de fibra de tucumá		
KochGrunberg-1914-809-297	297	Quartz cylinder, men's breast jewelry	Quarzzylinder, Brustschmuck der Männer	Cilindro de quartzo, jóia maculina para os peitos		
KochGrunberg-1914-809-298	298	Black seeds that are always associated with this quartz jewelry	Shwarze Samen, die stets mit diesem Quarzschmuck verbunden sind	Sementes pretas que são sempre associadas a esse cilindro de quartzo		
KochGrunberg-1914-809-299	299	Necklace made from black cocoons	Halskette aus schwarzen Cocons	Colar feito de casulos pretos		
KochGrunberg-1914-809-300	300	Necklace made from gray grass seeds (sta.maria capim)	Halskette aus grauen Grassamen (Sta. Maria Capim)	Colar feito de sementes de erva-de-santa-maria		
KochGrunberg-1914-809-301	301	Cerimonial mask	Tanzmaskenanzug	Máscara para cerimônias		
KochGrunberg-1914-809-302	302	Raffia jacket of the mask suit	Bastjacke des Maskenanzuges	Jaqueta de ráfia para o traje com máscaras		
KochGrunberg-1914-809-303	303	Raffia hanging of the mask suit	Bastbehang des Maskenanzuges	Fios de ráfia pendentes do traje		
KochGrunberg-1914-809-304	304	Face cover made of raffia	Gesichtsüberzug aus Bast	Cobertura para o resto feito de ráfia		
KochGrunberg-1914-809-305	305	Wooden headpiece of the mask suit	Hölzerner Kopfaufsatz des Maskenanzuges	Chapéu de madeira do taje		
KochGrunberg-1914-809-306	306	Ears on this headpiece	Ohren an diesem Kopfaufsatz	Orelhas nesse chapéu		
KochGrunberg-1914-809-307	307	White down feathers on those ears	Weiße Flaumfedern an diesen Ohren	Penas brancas nessas orelhas		
KochGrunberg-1914-809-308	308	Edge painting of the headpiece	Randbemalung des Kofaufsatzes	Pintura nos cantos desse chapéu		
KochGrunberg-1914-809-309	309	Braid of the mask suit	Zopf des Maskenanzuges	Trança da máscara do taje		
KochGrunberg-1914-809-310	310	Dance rattle (pumpkin rattle)	Tanzrassel (Kürbisrassel)	Chocalho de dança (chocalho de abóbora)		
KochGrunberg-1914-809-311	311	The clatter of dance from halved fruit pods, which are worn around the ankle	Tanzklappern aus halbierten Fruchtschalen, die um den Fußköchel getragen werden			
KochGrunberg-1914-809-312	312	Dance pole made of hollowed ambaúva wood	Tanzstab aus ausgehöhltem Ambaúvaholz	Poste de dança feito de madeira oca de Ambaúva		
KochGrunberg-1914-809-313	313	Handle of the dance rattle	Stiel der Tanzrassel	Cabo do chocalho de dança		
KochGrunberg-1914-809-314	314	Slot of the dance rattle	Schlitz der Tanzrassel	Buraco do chocalho de dança		
KochGrunberg-1914-809-315	315	Incised pattern on the dance rattle	Ritzmuster auf der Tanzrassel	Padrão entalhado no chocalho de dança		
KochGrunberg-1914-809-316	316	Ordinary flute pipe made of pipe	Gewöhnliche Flötenpfeife aus Rohr	Flauta comum feita de tubo		
KochGrunberg-1914-809-317	317	Panpipe	Panpeife	Flauta de pã		
KochGrunberg-1914-809-318	318	Wooden horn	Hölzerne Signaltute	Trumpa de madeira		
KochGrunberg-1914-809-319	319	Sound signal horn	Signaltute aus Ton	Trompa do sinal de som		
KochGrunberg-1914-809-320	320	Big signal drum	Große Signaltrommel	Tambor grande de sinal		
KochGrunberg-1914-809-321	321	Round dance while singing	Rundtanz, Gesang	Dança de roda enquanto canta		
KochGrunberg-1914-809-322	322	Yuruparý dance festival	Yuruparý-Tanzfest	Vestival de dança Jurupari		
KochGrunberg-1914-809-323	323	Let's dance!	laßt uns tanzen!	Vamos dançar!		
KochGrunberg-1914-809-324	324	Yuruparý whip	Yuruparý-Peitsche	Chicote Jurupari		
KochGrunberg-1914-809-325	325	Small flute pipe	Kleine Flötenpfeife	Flauta de pã pequena		
KochGrunberg-1914-809-326	326	Larger flute pipe	Größere Flötenpfeife	Flauta de pã maior		
KochGrunberg-1914-809-327	327	Big flute pipe	Große Flötenpfeife	Flauta de pã grande		
KochGrunberg-1914-809-328	328	Very large flute pipe	Sehr große Flötenpfeife	Flauta de pã muito grande		
KochGrunberg-1914-809-329	329	Bag	Tute	Bolsa	2468	BAG
KochGrunberg-1914-809-330	330	Big bag	Große Tute	Bolsa grande		
KochGrunberg-1914-809-331	331	Kasiri	Kaschiri	Caxiri		
KochGrunberg-1914-809-332	332	Manicuéra (sweet boiled mandioca juice)	Manicuéra (süßer, abgekochter Mandiocasaft)	Manicuera		
KochGrunberg-1914-809-333	333	Cachaça (rum)	Cachaça (Rum)	Cachaça		
KochGrunberg-1914-809-334	334	Coca	Coca	Coca	137	COCA
KochGrunberg-1914-809-335	335	Ash from ambaúva leaves as an additive to coca	Asche aus Ambaúvablättern als Zusatz zu Coca	Cinzas das folhas de ambuava como um aditivo à coca		
KochGrunberg-1914-809-336	336	Round polished calabash for coca (only worn during festivities)	Kugelige, polierte Kalabasse für Coca (nur bei Festlichkeiten getragen)	Cabaça esférica e polida para coca (apenas usadas nos festivais)		
KochGrunberg-1914-809-337	337	Hollow heron bones to this device	Hohler Reiherknochen zu diesem Gerät	Ossos ocos de garça desse dispositivo		
KochGrunberg-1914-809-338	338	Wax sticks made from inambú feathers that are dipped in beeswax and then bent together	Wachsstöcke aus Inambúfedern, die in Bienenwachs getaucht und dann zusammengebogen werden	Paus de cera feitos de penas de inambu, as quais são mergulhadas em cera de abelha e coladas juntas		
KochGrunberg-1914-809-339	339	Human	Mensch	Humano	683	PERSON
KochGrunberg-1914-809-340	340	People	Leute	Pessoas	789	PEOPLE
KochGrunberg-1914-809-341	341	Man	Mann	Homem	1554	MAN
KochGrunberg-1914-809-342	342	Husband	Ehemann	Marido	1200	HUSBAND
KochGrunberg-1914-809-343	343	Father	Vater	Pai	1217	FATHER
KochGrunberg-1914-809-344	344	Daddy	Papa	Papai		
KochGrunberg-1914-809-345	345	Mother	Mutter	Mãe	1216	MOTHER
KochGrunberg-1914-809-346	346	Mummy	Mama	Mamãe		
KochGrunberg-1914-809-347	347	Father-in-law	Schwievatter	Sogro	1055	FATHER-IN-LAW
KochGrunberg-1914-809-348	348	Mother-in-law	Schwiegermutter	Sogra	1050	MOTHER-IN-LAW
KochGrunberg-1914-809-349	349	Child	Kind	Criança	1304	CHILD (YOUNG HUMAN)
KochGrunberg-1914-809-350	350	Infant	Säugling	Bebê	1289	BABY
KochGrunberg-1914-809-351	351	My son	mein Sohn	Meu filho	1620	SON
KochGrunberg-1914-809-352	352	Grandson	Enkel	Neto	1618	GRANDSON
KochGrunberg-1914-809-353	353	Boy	Knabe	Menino	1366	BOY
KochGrunberg-1914-809-354	354	Youth	Jüngling	Jovem	76	YOUNG MAN
KochGrunberg-1914-809-355	355	Brother	Bruder	Irmão	1262	BROTHER
KochGrunberg-1914-809-356	356	Older brother	älterer Bruder	Irmão mais velho	1759	OLDER BROTHER
KochGrunberg-1914-809-357	357	Younger brother	jüngerer Bruder	Irmão mais novo	1760	YOUNGER BROTHER
KochGrunberg-1914-809-358	358	Brother in law	Schwager	Cunhado	2314	BROTHER-IN-LAW
KochGrunberg-1914-809-359	359	Sister	Schwester	Irmã	1263	SISTER
KochGrunberg-1914-809-360	360	Older sister	ältere Schwester	Irmã mais velha	1758	OLDER SISTER
KochGrunberg-1914-809-361	361	Younger sister	üngere Schwester	Irmã mais nova	1761	YOUNGER SISTER
KochGrunberg-1914-809-362	362	Sister in law	Schwägerin	Cunhada	2317	SISTER-IN-LAW
KochGrunberg-1914-809-363	363	Woman	Weib	Mulher	962	WOMAN
KochGrunberg-1914-809-364	364	Wife	Gattin	Esposa	1199	WIFE
KochGrunberg-1914-809-365	365	His wife	seine Gattin	Esposa dele		
KochGrunberg-1914-809-366	366	Girl	Mädchen	Menina	1646	GIRL
KochGrunberg-1914-809-367	367	Daughter	Tochter	Filha	1357	DAUGHTER
KochGrunberg-1914-809-368	368	Granddaughter	Enkelin	Neta	1619	GRANDDAUGHTER
KochGrunberg-1914-809-369	369	Widow	Witwe	Viúva	1756	WIDOW
KochGrunberg-1914-809-370	370	Uncle	Oheim	Tio	1327	UNCLE
KochGrunberg-1914-809-371	371	Aunt	Tante	Tia	1272	AUNT
KochGrunberg-1914-809-372	372	Male cousin	Vetter	Primo	3822	MALE COUSIN
KochGrunberg-1914-809-373	373	Female cousin	Base	Prima	3823	FEMALE COUSIN
KochGrunberg-1914-809-374	374	Old man	Greis	Velho	406	OLD MAN
KochGrunberg-1914-809-375	375	Old woman	Greisin	Velha	907	OLD WOMAN
KochGrunberg-1914-809-376	376	Grandfather	Großvater	Avô	1383	GRANDFATHER
KochGrunberg-1914-809-377	377	Grandmother	Großmutter	Avó	1496	GRANDMOTHER
KochGrunberg-1914-809-378	378	Chief	Häuptling	Chefe	301	CHIEFTAIN
KochGrunberg-1914-809-379	379	White man	Weißer	Homem branco	2839	WHITE MAN
KochGrunberg-1914-809-380	380	Magician	Zauberarzt	Mago	2137	MAGICIAN
KochGrunberg-1914-809-381	381	Drug	Arzneimittel	Droga	1372	MEDICINE
KochGrunberg-1914-809-382	382	Poison	Krankheitsgift	Veneno	655	POISON
KochGrunberg-1914-809-383	383	Fever	Fieber	Febre	1534	FEVER
KochGrunberg-1914-809-384	384	Diarrhea	Dysenterie	Diarreia 	1177	DIARRHEA
KochGrunberg-1914-809-385	385	Tobacco	Tabak	Tabaco	974	TOBACCO
KochGrunberg-1914-809-386	386	Tobacco leaf	Tabakblatt	Folha de tabaco		
KochGrunberg-1914-809-387	387	Big cigar	Große Zigarre	Charuto grande		
KochGrunberg-1914-809-388	388	Cigar fork	Zigarrengabel	Forquilha para cigarro		
KochGrunberg-1914-809-389	389	Snuff	Schnupftabak	Rapé		
KochGrunberg-1914-809-390	390	Sniffing device	Schnupfapparat	Aparelho de rapé		
KochGrunberg-1914-809-391	391	Snuffbox	Schnupftabakdose	Porta-tabaco		
KochGrunberg-1914-809-392	392	Large snail shell that is used as a snuffbox	Große Schneckenschale, die als Schnupftabakdose verwendet wird	Concha grande de lesma usada como um porta-tabaco		
KochGrunberg-1914-809-393	393	Wound scratches (triangular calabash shard, studded with teeth of the trahíra fish)	Wundkratzer (dreieckige Kalabassenscherbe, mit Zähnchen d.Trahíra-Fisches besetzt)	Feridas (fragmento triangular de cabaça)		
KochGrunberg-1914-809-394	394	Deity	Gott	Deidade	3231	DEITY
KochGrunberg-1914-809-395	395	Demon	Gespenst	Demônio	1973	DEMON
KochGrunberg-1914-809-396	396	Forest spirit	Waldgeist	Espírito da floresta		
KochGrunberg-1914-809-397	397	Soul	Seele	Alma	811	SOUL
KochGrunberg-1914-809-398	398	Language	Sprache	Língua	1307	LANGUAGE
KochGrunberg-1914-809-399	399	Capuchin monkey	Affe (Macaco prego)	Macaco-prego	439	CEBUS MONKEY
KochGrunberg-1914-809-400	400	Howler monkey	Brüllaffe	Bugio	433	HOWLER MONKEY
KochGrunberg-1914-809-401	401	Uacari monkey	Uacarí-Affe	Uacari		
KochGrunberg-1914-809-402	402	Oayapisá monkey	Oayapisá-Affe	Macaco uaiapuçá (japuçá/uapuçá)		
KochGrunberg-1914-809-403	403	Yuruparý monkey	Yuruparý-Affe	Macaco jurupari		
KochGrunberg-1914-809-404	404	Caiarára monkey	Caiarára-Affe	Baiarara		
KochGrunberg-1914-809-405	405	Barrigudo monkey	Barrigudo-Affe	Macaco barrigudo		
KochGrunberg-1914-809-406	406	Macaquinho	Macaquinho	Macaquinho		
KochGrunberg-1914-809-407	407	Bat	Fledermaus	Morcego	1793	BAT
KochGrunberg-1914-809-408	408	Small bat	Kleine Fledermaus	Morcego pequeno		
KochGrunberg-1914-809-409	409	Opossum	Micura	Mucura (saruê)	309	OPOSSUM
KochGrunberg-1914-809-410	410	More colorful jaguar	Jaguar, bunter	Onça pintada	1250	JAGUAR
KochGrunberg-1914-809-411	411	Black jaguar	Jaguar, schwarzer	Onça preta		
KochGrunberg-1914-809-412	412	Puma	Puma	Suçuarana, Onça-Parda	1891	PUMA
KochGrunberg-1914-809-413	413	Maracajá	Maracajá	Gato-maracajá		
KochGrunberg-1914-809-414	414	Deer	Hirsch	Veado-Campeiro	1936	DEER
KochGrunberg-1914-809-415	415	Stag	Hirsch (Rothirsch)	Veado-Vermelho		
KochGrunberg-1914-809-416	416	Otter	Fischotter	Lontra	15	OTTER
KochGrunberg-1914-809-417	417	Tapir	Tapir	Anta	312	TAPIR
KochGrunberg-1914-809-418	418	Capybara	Capivara	Capivara	314	CAPYBARA
KochGrunberg-1914-809-419	419	Paca	Paca	Paca	316	PACA
KochGrunberg-1914-809-420	420	Agutí	Agutí	Cutia		
KochGrunberg-1914-809-421	421	Agutiuaya	Agutiuaya	Cutiara		
KochGrunberg-1914-809-422	422	Coati (coatimundi)	Cuatí	Quati	2389	COATI (COATIMUNDI)
KochGrunberg-1914-809-423	423	Cuatipurú	Cuatipurú	Quatipuru (tipo de esquilo)		
KochGrunberg-1914-809-424	424	Small cuatipurú	Kleines Cuatipurú	Quatipuru pequeno		
KochGrunberg-1914-809-425	425	Muroid (mouse or rat)	Ratte, Maus	Rato, camundongo	2139	MUROID (MOUSE OR RAT)
KochGrunberg-1914-809-426	426	Mouse	Maus	Camundongo	1491	MOUSE
KochGrunberg-1914-809-427	427	Armadillo	Gürteltier	Tatu	1885	ARMADILLO
KochGrunberg-1914-809-428	428	Giant armadillo	Riesengürteltiers	Tatu grande		
KochGrunberg-1914-809-429	429	Armadillo shell	Schale des Gürteltiers	Casco de tatu		
KochGrunberg-1914-809-430	430	Sloth	Faultier	Bicho-preguiça	2446	SLOTH
KochGrunberg-1914-809-431	431	Giant anteater	Großer Ameisenbär	Tamanduá bandeira		
KochGrunberg-1914-809-432	432	Small anteater	Kleiner Ameisenbär	Tamanduá mirim		
KochGrunberg-1914-809-433	433	Taitetú pig	Taitetú-Schwein	Caititu		
KochGrunberg-1914-809-434	434	Taiasu pig	Taiasú-Schwein	Queixada		
KochGrunberg-1914-809-435	435	Pig teeth	Schweinszähne	Dente de porco		
KochGrunberg-1914-809-436	436	European pig	Schwein, europaisches	Porco europeu	1337	PIG
KochGrunberg-1914-809-437	437	Dog	Hund	Cão	2009	DOG
KochGrunberg-1914-809-438	438	Cat	Katze	Gato	1208	CAT
KochGrunberg-1914-809-439	439	Manatee	Manatí	Peixe-boi		
KochGrunberg-1914-809-440	440	Dolphin	Delphin	Golfinho	1479	DOLPHIN
KochGrunberg-1914-809-441	441	Bird (= passarinho)	Vogel (=passarinho)	Passarinho	937	BIRD
KochGrunberg-1914-809-442	442	Egg	Ei	Ovo	744	EGG
KochGrunberg-1914-809-443	443	Red macaw	Arara, rot	Arara vermelha		
KochGrunberg-1914-809-444	444	Blue macaw	Arara, blau	Arara azul		
KochGrunberg-1914-809-445	445	Periquito	Periquito	Periquito		
KochGrunberg-1914-809-446	446	Parrot	Paragei	Papagaio	882	PARROT
KochGrunberg-1914-809-447	447	Anacã	Anacã	Anacã		
KochGrunberg-1914-809-448	448	Curassow	Mutum	Mutum	315	CURASSOW
KochGrunberg-1914-809-449	449	Nocturnal curassow	Urumutum	Urumutum		
KochGrunberg-1914-809-450	450	Guan	Jacú	Jacu	437	GUAN
KochGrunberg-1914-809-451	451	Red-throated piping guan	Cujubim	Cujubi		
KochGrunberg-1914-809-452	452	Dark-winged trumpeter	Jacamý	Jacamim		
KochGrunberg-1914-809-453	453	Green ibis	Corocoró	Coró-coró		
KochGrunberg-1914-809-454	454	Big tinamou	Großes Inambú	Inambu grande		
KochGrunberg-1914-809-455	455	Small tinamou	Kleines Inambú	Inambu pequeno		
KochGrunberg-1914-809-456	456	Dove	Taube	Pombo	1853	DOVE
KochGrunberg-1914-809-457	457	Toucan	Tucáno	Tucano	308	TOUCAN
KochGrunberg-1914-809-458	458	Oropendola	Yapú	Japu		
KochGrunberg-1914-809-459	459	Yellow-rumped cacique	Japeim	Japiim		
KochGrunberg-1914-809-460	460	Woodpecker (arapaso)	Specht (Arapaso)	Pica-pau (Arapaçu)	2447	WOODPECKER
KochGrunberg-1914-809-461	461	Thunder (bird sp.)	Trovão	Trovão (espécie de ave)		
KochGrunberg-1914-809-462	462	Taiasuirá	Taiasuirá	Taiasuirá		
KochGrunberg-1914-809-463	463	Aracuã	Aracuã	Aracuã		
KochGrunberg-1914-809-464	464	Anacoró	Anacoró	Anacoró		
KochGrunberg-1914-809-465	465	Swallow	Andurĩ	Andorinha	3077	SWALLOW (BIRD)
KochGrunberg-1914-809-466	466	Small white swallow	Kleine weiße Schwalbe	Andorinha branca pequena		
KochGrunberg-1914-809-467	467	Nightjar	Nachtschwalbe	Noitibó		
KochGrunberg-1914-809-468	468	Uratauí	Uratauí	Uratau		
KochGrunberg-1914-809-469	469	Hummingbird	Kolibri	Beija-flor	1589	HUMMINGBIRD
KochGrunberg-1914-809-470	470	Bird	Vogel	Pássaro	937	BIRD
KochGrunberg-1914-809-471	471	Rooster, chicken	Hahn, Huhn	Galo, frango	2512	CHICK
KochGrunberg-1914-809-472	472	Duck	Ente	Pato	1360	DUCK
KochGrunberg-1914-809-473	473	Small colorful duck	Kleine bunte Ente	Pato pequeno colorido		
KochGrunberg-1914-809-474	474	Martim pescador (type of kingfisher)	Martim pescador (Art Eisvogel)	Martim pescador		
KochGrunberg-1914-809-475	475	Carará	Carará	Carará		
KochGrunberg-1914-809-476	476	Mergulhão	Mergulhão	Mergulhão		
KochGrunberg-1914-809-477	477	Small gull	Kleine Möve	Gaivota-pequena		
KochGrunberg-1914-809-478	478	Saracúra (type of coot)	Saracúra (Art Wasserhuhn)	Saracura		
KochGrunberg-1914-809-479	479	Socó	Socó	Socó		
KochGrunberg-1914-809-480	480	White heron	Weißer Reiher	Garça-branca		
KochGrunberg-1914-809-481	481	Yaburú	Yaburú	Jaburu		
KochGrunberg-1914-809-482	482	Maguarý	Maguarý	Maguari		
KochGrunberg-1914-809-483	483	Tuyuyú	Tuyuyú	Tuiuiú		
KochGrunberg-1914-809-484	484	Vulture	Urubú	Urubu	1185	VULTURE
KochGrunberg-1914-809-485	485	Big hawk	Großer Gavião	Gavião grande		
KochGrunberg-1914-809-486	486	Hawk	Habicht	Gavião	307	HAWK
KochGrunberg-1914-809-487	487	Cancão	Cancão	Cancão		
KochGrunberg-1914-809-488	488	Big owl	Große Eule	Coruja grande		
KochGrunberg-1914-809-489	489	Small owl	Kleine Eule	Corujinha		
KochGrunberg-1914-809-490	490	Lung	Lunge	Pulmão	688	LUNG
KochGrunberg-1914-809-491	491	Liver	Leber	Fígado	1224	LIVER
KochGrunberg-1914-809-492	492	Wattle	Kehllappen	Barbela de ave		
KochGrunberg-1914-809-493	493	Fish	Fisch	Peixe	227	FISH
KochGrunberg-1914-809-494	494	Scale	Schuppen	Escamas	266	SCALE
KochGrunberg-1914-809-495	495	Fishbone	Gräten	Espinha de peixe	3799	FISHBONE
KochGrunberg-1914-809-496	496	Stingray	Rochen	Arraia	1910	STINGRAY
KochGrunberg-1914-809-497	497	Sorubim	Sorubim	Sorubim		
KochGrunberg-1914-809-498	498	Piranha	Piranha	Piranha	317	PIRANHA
KochGrunberg-1914-809-499	499	Electric eel	Zitteraal	Enguia elétrica	2443	ELECTRIC EEL
KochGrunberg-1914-809-500	500	Pirarára	Pirarára	Piraraba		
KochGrunberg-1914-809-501	501	Pirahíba	Pirahíba	Piraíba		
KochGrunberg-1914-809-502	502	Tucunaré	Tucunaré	Tucunaré		
KochGrunberg-1914-809-503	503	Pacu	Pacú	Pacu	3922	PACU
KochGrunberg-1914-809-504	504	Aracú	Aracú	Aracu		
KochGrunberg-1914-809-505	505	Acará	Acará	Acará		
KochGrunberg-1914-809-506	506	Trahira	Trahira	Traíra		
KochGrunberg-1914-809-507	507	Yataiuarana	Yataiuarana	Jatuarana		
KochGrunberg-1914-809-508	508	Jacundá	Jacundá	Jacundá		
KochGrunberg-1914-809-509	509	Mandubé	Mandubé	Mandubé		
KochGrunberg-1914-809-510	510	Pirarucú	Pirarucú	Pirarucu		
KochGrunberg-1914-809-511	511	Peixe cachorro	Peixe cachorro	Peixe-cachorro		
KochGrunberg-1914-809-512	512	Candirú	Candirú	Candiru		
KochGrunberg-1914-809-513	513	Alligator	Alligator	Jacaré	1581	ALLIGATOR
KochGrunberg-1914-809-514	514	Iguana	Leguan	Iguana	1578	IGUANA
KochGrunberg-1914-809-515	515	Lizard	Eidechse	Lagarto	632	LIZARD
KochGrunberg-1914-809-516	516	Frog	Frosch	Rã	503	FROG
KochGrunberg-1914-809-517	517	Toad	Kröte	Sapo	894	TOAD
KochGrunberg-1914-809-518	518	Frog or toad	Frosch oder Kröter	Rã ou sapo		
KochGrunberg-1914-809-519	519	Turtle	Tartaruga	Tartaruga	112	TURTLE
KochGrunberg-1914-809-520	520	Big-headed amazon river turtle	Cabeçudo	Cabeçudo (tipo de tartaruga)		
KochGrunberg-1914-809-521	521	Tortoise	Jabutí	Jabuti	895	TORTOISE
KochGrunberg-1914-809-522	522	Shell of the Big-headed Amazon River turtle	Schild der Cabeçudo	Casco de cabeçudo		
KochGrunberg-1914-809-523	523	Snake	Schlange	Cobra	730	SNAKE
KochGrunberg-1914-809-524	524	Big water snake	Große Wasserschlange	Cobra d'água grande		
KochGrunberg-1914-809-525	525	Boa	Jiboya	Jiboia		
KochGrunberg-1914-809-526	526	Jararáca	Jararáca	Jararaca		
KochGrunberg-1914-809-527	527	Surucucú	Surucucú	Surucucu		
KochGrunberg-1914-809-528	528	Earthworm	Erdergenwurm	Minhoca	2350	EARTHWORM
KochGrunberg-1914-809-529	529	Palm weevil larva	Baumregenwurm	Mochiva (larva de besouro que fica na árvore)		
KochGrunberg-1914-809-530	530	Ant	Ameise	Formiga	587	ANT
KochGrunberg-1914-809-531	531	Saúba ant	Saúba-Ameise	Saúva		
KochGrunberg-1914-809-532	532	Maniuára ant	Maniuára-Ameise	Maniuara		
KochGrunberg-1914-809-533	533	Tocandíra ant	Tocandíra-Ameise	Tocandira		
KochGrunberg-1914-809-534	534	Termite	Termiten	Cupim	883	TERMITE
KochGrunberg-1914-809-535	535	Taracuá	Taracuá	Taracuá (tipo de formiga)		
KochGrunberg-1914-809-536	536	Fly (insect)	Fliege	Mosca	1504	FLY (INSECT)
KochGrunberg-1914-809-537	537	Mosquito	Mosquito	Mosquito	1509	MOSQUITO
KochGrunberg-1914-809-538	538	Small mosquito	Kleine Mosquito	Mosquito pequeno		
KochGrunberg-1914-809-539	539	Pium	Pium	Pium		
KochGrunberg-1914-809-540	540	Mutuca	Mutuca	Mutuca		
KochGrunberg-1914-809-541	541	Bee	Biene	Abelha	665	BEE
KochGrunberg-1914-809-542	542	Honey	Honig	Mel	942	HONEY
KochGrunberg-1914-809-543	543	Wasp	Wespe	Vespa	1517	WASP
KochGrunberg-1914-809-544	544	Grasshopper	Heuschrecke	Gafanhoto	607	GRASSHOPPER
KochGrunberg-1914-809-545	545	Cricket	Grille	Grilo	2354	CRICKET
KochGrunberg-1914-809-546	546	Dragonfly	Wasserjungfer	Libélula	2352	DRAGONFLY
KochGrunberg-1914-809-547	547	Butterfly	Shmetterling	Borboleta	1791	BUTTERFLY
KochGrunberg-1914-809-548	548	Big blue butterfly	Großer blauer Schmetterling	Borboleta grande azul		
KochGrunberg-1914-809-549	549	Caterpillar	Raupe	Lagarta	2247	CATERPILLAR
KochGrunberg-1914-809-550	550	Dung beetle	Mistkäfer	Besouro rola-bosta		
KochGrunberg-1914-809-551	551	Firefly	Leuchtkäfer	Vagalume	206	FIREFLY
KochGrunberg-1914-809-552	552	Cockroach	Barata	Barata	1575	COCKROACH
KochGrunberg-1914-809-553	553	Tick	Carapato	Carrapato	1527	TICK
KochGrunberg-1914-809-554	554	Very small tick	Sehr kleine Carapato	Carrapato muito pequeno		
KochGrunberg-1914-809-555	555	Louse	Laus	Piolho	1392	LOUSE
KochGrunberg-1914-809-556	556	Flea	Floh	Pulga	232	FLEA
KochGrunberg-1914-809-557	557	Sand flea	Sandfloh	Bicho-de-pé		
KochGrunberg-1914-809-558	558	Micuim	Micuim	Micuim		
KochGrunberg-1914-809-559	559	Spider	Spinne	Aranha	843	SPIDER
KochGrunberg-1914-809-560	560	Crab	Krebs	Caranguejo	2348	CRAB
KochGrunberg-1914-809-561	561	Shrimp	Camarão	Camarão	2349	SHRIMP
KochGrunberg-1914-809-562	562	Scorpion	Skorpion	Escorpião	1538	SCORPION
KochGrunberg-1914-809-563	563	Water spider	Wasserspinne	Aranha d'água		
KochGrunberg-1914-809-564	564	Centipede	Tausendfuß	Centopeia	1974	CENTIPEDE
KochGrunberg-1914-809-565	565	Maruim	Maruim	Maruim		
KochGrunberg-1914-809-566	566	Páca	Páca	Paca (tipo de inseto)		
KochGrunberg-1914-809-567	567	Shell	Muschel	Concha	598	SHELL
KochGrunberg-1914-809-568	568	Snail	Schnecke	Lesma	1543	SNAIL
KochGrunberg-1914-809-569	569	Tree	Baum	Árvore	906	TREE
KochGrunberg-1914-809-570	570	Leaf	Blatt	Folha	628	LEAF
KochGrunberg-1914-809-571	571	Branch	Ast	Galho	1531	BRANCH
KochGrunberg-1914-809-572	572	Bark	Rinde	Casca da árvore	1204	BARK
KochGrunberg-1914-809-573	573	Root	Wurzel	Raiz	670	ROOT
KochGrunberg-1914-809-574	574	Thron	Dorn	Espinho		
KochGrunberg-1914-809-575	575	Seed	Samen	Semente	714	SEED
KochGrunberg-1914-809-576	576	Resin	Harz	Resina	664	RESIN
KochGrunberg-1914-809-577	577	Peel, pod	Schale, Hülse (d.Frucht)	Casca da fruta	2373	SKIN (OF FRUIT)
KochGrunberg-1914-809-578	578	Blossom	Blüte	Flor	3287	BLOOM
KochGrunberg-1914-809-579	579	Fruit	Frucht	Fruta	1507	FRUIT
KochGrunberg-1914-809-580	580	Shrub	Strauch	Arbusto	751	SHRUB
KochGrunberg-1914-809-581	581	Grass	Gras	Grama	606	GRASS
KochGrunberg-1914-809-582	582	Maize	Mais	Milho	506	MAIZE
KochGrunberg-1914-809-583	583	Manioc	Mandioca	Mandioca	927	MANIOC
KochGrunberg-1914-809-584	584	Manioc flour	Mandiocamehl (Farinha)	Farinha de mandioca	324	MANIOC FLOUR
KochGrunberg-1914-809-585	585	Manioc bread	Mandiocafladen (Beijú)	Beiju	407	MANIOC BREAD
KochGrunberg-1914-809-586	586	Curatá	Curatá	Curatá		
KochGrunberg-1914-809-587	587	Tapioca	Tapioca	Tapioca	925	CASSAVA
KochGrunberg-1914-809-588	588	Banana	Banane	Banana	868	BANANA
KochGrunberg-1914-809-589	589	Potato	Batate	Batata	593	POTATO
