ID	NUMBER	RUSSIAN	TRANSLITERATION	ENGLISH	CATEGORY	ABSTRACTNESS	LENGTH	GENDER	OBJECTIVE_WORD_FREQUENCY	VISUAL_MEAN	AUDITORY_MEAN	OLFACTORY_MEAN	GUSTATORY_MEAN	HAPTIC_MEAN	IMAGEABILITY_MEAN	MANIPULABILITY_MEAN	SPATIAL_LOCALIZATION_MEAN	AOA_MEAN	SUBJECTIVE_FREQ_MEAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
Miklashevsky-2018-506-148	148	картофель	kartofel	potatoes	Food	concrete	9	m	1.1	4.33	1.7	4.97	5.64	4.79	6.78	5.41	1.97	4.07	6.25	593	POTATO
Miklashevsky-2018-506-149	149	кастрюля	kastryulya	pan	Tool_power_grip	concrete	8	f	1.2	4.7	2.71	3.58	3.39	4.37	6.69	6.22	2.81	3.69	6.3	1462	POT
Miklashevsky-2018-506-150	150	катер	kater	boat	Transport	concrete	5	m	1.3	5.43	4.36	1.85	1.25	3.04	6.34	5.7	2.5	5.73	2.2		
Miklashevsky-2018-506-151	151	кашель	kashel	cough	Sound	concrete	6	m	1	2.14	5.21	2.1	2	2.24	4.12	2.1	3.03	4	4.86		
Miklashevsky-2018-506-152	152	кенгуру	kenguru	kangaroo	Animal	concrete	7	m	0.5	4.8	2.47	2.03	2.29	3.38	6.26	2.28	3.11	5.67	1.93	164	KANGAROO
Miklashevsky-2018-506-153	153	кепка	kepka	cap	Clothes	concrete	5	f	1.1	4.47	1.93	1.46	1.07	3.44	6.79	5.59	4.16	3.65	3.63		
Miklashevsky-2018-506-154	154	киви	kivi	kiwi	Food	concrete	4	m	0.3	4.2	1.61	4.46	6.5	4.85	6.79	5.08	3.81	5.96	4.27	3247	KIWIFRUIT
Miklashevsky-2018-506-155	155	кисть	kist	brush	Tool_precise_grip	concrete	5	f	1.4	4.61	2	2.57	2.04	5.38	6.55	6.27	3.24	4.67	4.58		
Miklashevsky-2018-506-156	156	клавиша	klavisha	key	Tool_precise_grip	concrete	7	f	1	3.93	3.52	1.5	1.47	5.28	6.45	6.48	2.69	7.52	5.24		
Miklashevsky-2018-506-157	157	клюква	klyukva	cranberry	Food	concrete	6	f	0.7	3.93	2.04	4.13	5.67	3.41	6.59	4.13	3.16	5.89	2.76		
Miklashevsky-2018-506-158	158	ключ	klyuch	key	Tool_precise_grip	concrete	4	m	1.9	4	2.41	1.67	1.97	4.69	6.72	6.32	3.13	4.26	6.03	1472	KEY
Miklashevsky-2018-506-159	159	кнопка	knopka	button	Tool_precise_grip	concrete	6	f	1.5	4.07	2.8	1.38	1.52	5.5	6.6	6.2	2.58	4.27	5.33		
Miklashevsky-2018-506-160	160	коза	koza	she-goat	Animal	concrete	4	f	1.2	4.38	3.69	3.24	2.41	3.59	6.81	3.83	2.66	3.52	3.43	2476	FEMALE GOAT
Miklashevsky-2018-506-161	161	козырек	kozyirek	visor	Clothes	concrete	7	m	1	4.37	1.82	1.46	1	3.63	5.76	4.89	4.94	5.12	2.5		
Miklashevsky-2018-506-162	162	кокос	kokos	coconut	Food	concrete	5	m	0.3	3.93	1.9	5.66	5.69	4.88	6.43	3.43	4.06	6.33	3.1	970	COCONUT
Miklashevsky-2018-506-163	163	колодец	kolodets	well	Ground	concrete	7	m	1.4	3.52	2.21	2.72	1.97	3.24	6.55	4.3	2.09	5.07	2.03	954	WELL
Miklashevsky-2018-506-164	164	кольцо	koltso	ring	Clothes	concrete	6	n	1.8	4.31	1.69	1.69	1.61	4.21	6.69	5.73	3.33	4.63	4.38	1374	RING
Miklashevsky-2018-506-165	165	коляска	kolyaska	baby carriage	Transport	concrete	7	f	1.3	4.33	2.83	1.97	1.39	4.41	5.78	5.84	2.62	3.6	3.04		
Miklashevsky-2018-506-166	166	конь	kon	horse	Animal	concrete	4	m	1.7	4.53	3.7	3.47	2.3	4.03	6.28	4.68	3.44	3.63	3.52	615	HORSE
Miklashevsky-2018-506-167	167	копье	kope	spear	Tool_power_grip	concrete	5	n	1	4.7	1.75	1.38	1.21	4.56	6.48	6.38	3.38	5.73	2.13	945	SPEAR
Miklashevsky-2018-506-168	168	корабль	korabl	ship	Transport	concrete	7	m	2.1	5.37	3.57	2	1.29	3.15	6.62	5.92	3.13	4	3.47	740	SHIP
Miklashevsky-2018-506-169	169	корова	korova	cow	Animal	concrete	6	f	1.7	5	5.32	3.97	3.27	3.96	6.71	3.84	3.03	2.97	3.73	1007	COW
Miklashevsky-2018-506-170	170	кошка	koshka	cat	Animal	concrete	5	f	1.7	5.83	4.36	3.81	1.86	5.93	6.83	4.54	2.5	2.58	5.9	1208	CAT
Miklashevsky-2018-506-171	171	крейсер	kreyser	cruiser	Transport	concrete	7	m	0.8	5.13	4.29	1.34	1.32	2.71	5.82	4.26	3.38	8.37	2.3		
Miklashevsky-2018-506-172	172	крокодил	krokodil	crocodile	Animal	concrete	8	m	1.1	4.41	2.8	2.52	2	2.83	6.8	1.77	1.88	3.53	3.1	1857	CROCODILE
Miklashevsky-2018-506-173	173	кружка	kruzhka	mug	Tool_precise_grip	concrete	6	f	1.4	5.39	2.39	2.33	2.44	5	6.93	5.93	3.18	2.93	6.5		
Miklashevsky-2018-506-174	174	крыжовник	kryizhovnik	gooseberry	Food	concrete	9	m	0.4	4.03	1.5	5.31	5.83	4.5	6.43	3.43	2.3	5.07	2.7		
Miklashevsky-2018-506-175	175	крыса	kryisa	rat	Animal	concrete	5	f	1.3	4.9	2.89	2.58	1.5	3.48	6.69	3.08	1.47	4.19	3.33	1490	RAT
Miklashevsky-2018-506-176	176	крышка	kryishka	cover	Tool_power_grip	concrete	6	f	1.5	3.28	2.8	1.79	1.9	4.96	6.47	5.47	3.24	3.73	5.1	2319	LID (COVER, CAP)
Miklashevsky-2018-506-177	177	крючок	kryuchok	hook	Tool_precise_grip	concrete	6	m	1.3	3.77	1.67	1.33	1.37	3.79	6.41	5.81	3.72	5.41	2.93	1071	HOOK
Miklashevsky-2018-506-178	178	кукуруза	kukuruza	corn	Food	concrete	8	f	0.9	3.97	1.38	4.66	6.12	4.03	6.79	4.73	2.94	5.2	2.97	506	MAIZE
Miklashevsky-2018-506-179	179	кукушка	kukushka	cuckoo	Animal	concrete	7	f	0.7	4.07	4.61	1.69	1.29	2.37	6	2.73	4.84	4.42	3.2	2934	CUCKOO
Miklashevsky-2018-506-180	180	курага	kuraga	dried apricots	Food	concrete	6	f	0.3	4.38	1.1	4.62	5.88	3.69	6.79	4.47	2.73	6.07	2.66		
Miklashevsky-2018-506-181	181	курица	kuritsa	hen	Animal	concrete	6	f	1.5	4.6	3.11	4.7	4.93	3.55	6.62	3.32	2.38	3.93	4.96	1514	HEN
Miklashevsky-2018-506-182	182	лампочка	lampochka	bulb	Tool_power_grip	concrete	8	f	1.4	4.93	1.9	1.93	1.62	4.83	6.96	5.31	4.81	4	5.25	2617	BULB
Miklashevsky-2018-506-183	183	ластик	lastik	eraser	Tool_precise_grip	concrete	6	m	0.3	4.27	2.57	2.35	1.96	4.74	6.48	6.68	2.84	5.38	3.9		
Miklashevsky-2018-506-184	184	лев	lev	lion	Animal	concrete	3	m	1.8	4.38	4.63	3.17	1.72	3.25	6.8	1.77	2.97	3.63	4.43	1386	LION
Miklashevsky-2018-506-185	185	ледокол	ledokol	ice-breaker	Transport	concrete	7	m	0.6	3.52	3.6	1.66	1.55	2.58	5.97	4.6	2.73	7.34	2.63		
Miklashevsky-2018-506-186	186	лемур	lemur	lemur	Animal	concrete	5	m	0	5.17	3	2.31	1.21	2.63	5.9	2.73	4.44	7.15	2.17		
Miklashevsky-2018-506-187	187	леопард	leopard	leopard	Animal	concrete	7	m	0.5	4.8	3.37	1.9	1.6	3.03	6.34	1.94	2.84	5.7	2.55	1139	LEOPARD
Miklashevsky-2018-506-188	188	лимон	limon	lemon	Food	concrete	5	m	1.1	4.57	1.46	5.65	6.43	3.81	6.9	5.08	3.59	3.58	5.67	3091	LEMON
Miklashevsky-2018-506-189	189	линейка	lineyka	ruler	Tool_precise_grip	concrete	7	f	1	4.1	1.86	1.34	1.58	4.41	6.62	6.2	2.64	4.83	4.21	3405	RULER
Miklashevsky-2018-506-190	190	лиса	lisa	fox	Animal	concrete	4	f	1	4.53	2.37	1.93	1.73	3.28	6.66	2.65	2.56	3.85	2.66	1312	FOX
Miklashevsky-2018-506-191	191	лифт	lift	elevator	Transport	concrete	4	m	1.5	3.79	3.57	2.03	1.69	3.42	6.53	5.57	4.45	5.1	5.83		
Miklashevsky-2018-506-192	192	лицо	litso	face	Body_Part	concrete	4	n	2.9	5.37	1.82	2.23	1.71	5.22	6.46	4.22	4.13	2.96	6.4	1560	FACE
Miklashevsky-2018-506-193	193	лоб	lob	forehead	Body_Part	concrete	3	m	1.9	4.07	1.79	1.35	1.57	4.37	6.72	4.03	4.34	3.27	5.63	123	FOREHEAD
Miklashevsky-2018-506-194	194	лодка	lodka	boat	Transport	concrete	5	f	1.8	4.27	2.85	2.2	1.4	3.55	6.38	5.74	2.28	4.59	2.9	1844	BOAT
Miklashevsky-2018-506-195	195	ложка	lozhka	spoon	Tool_precise_grip	concrete	5	f	1.6	4.28	3	1.76	3.72	5.63	6.8	6.8	2.3	2.8	6.47	1378	SPOON
Miklashevsky-2018-506-196	196	локомотив	lokomotiv	locomotive	Transport	concrete	9	m	1.2	4.26	4.71	2.13	1.37	2.54	5.72	4.4	3.33	8.4	2.38		
Miklashevsky-2018-506-197	197	лопата	lopata	shovel	Tool_power_grip	concrete	6	f	1.3	3.83	2.03	1.76	1.67	4.86	6.48	6.5	2.58	4.73	2.97	1901	SHOVEL
Miklashevsky-2018-506-198	198	лось	los	elk	Animal	concrete	4	m	0.9	4.67	3.1	2.79	3.5	3.21	6.11	2.53	3.14	5.03	2.89	1772	ELK
Miklashevsky-2018-506-199	199	лошадь	loshad	mare	Animal	concrete	6	f	1.9	4.38	4.3	4.62	2.62	4.5	6.77	3.57	2.67	4	4.4	938	MARE
Miklashevsky-2018-506-200	200	лук	luk	bow/onion (homonyms)	Food	concrete	3	m	1.4	4.21	1.38	5.48	6.03	4.03	6.52	4.67	2.39	4.13	4.34		
Miklashevsky-2018-506-201	201	луна	luna	moon	Space	concrete	4	f	1.7	6	1.5	1.59	1.41	1.79	6.79	1.58	6.56	3.33	5.07	1313	MOON
Miklashevsky-2018-506-202	202	лыжи	lyizhi	skis	Transport	concrete	4	plur_tant	0	4.43	3.18	2.23	1.07	3.67	6.69	5.46	2.06	5	4.5	2991	SKI
Miklashevsky-2018-506-203	203	любовь	lyubov	love	Sense_Emotion	abstract	6	f	2.5	4.1	2.97	2.41	2.93	2.79	2.97	3.03	4.64	7.24	5.28		
Miklashevsky-2018-506-204	204	люк	lyuk	hatch	Ground	concrete	3	m	1.2	4.57	1.96	1.7	1.37	3	6.14	5.45	1.94	6.37	2.59		
Miklashevsky-2018-506-205	205	люстра	lyustra	chandelier	Object	concrete	6	f	1	4.66	1.7	1.62	1.59	3.83	6.57	4.67	4.03	5.1	4.4		
Miklashevsky-2018-506-206	206	лягушка	lyagushka	frog	Animal	concrete	7	f	1.1	5.16	4.25	2.21	2.59	3.93	6.86	2.39	1.94	3.6	3.43	503	FROG
Miklashevsky-2018-506-207	207	макушка	makushka	crown (of the head)	Body_Part	concrete	7	f	1	3.1	1.28	2.17	1.24	4.62	5.44	3	4.59	5.41	3.11	1943	CROWN (OF HEAD)
Miklashevsky-2018-506-208	208	малина	malina	red raspberry	Food	concrete	6	f	0.9	4.66	1.45	5.55	6.59	4.86	7	5.34	3.19	3.52	4.11		
Miklashevsky-2018-506-209	209	мамонт	mamont	mammoth	Animal	concrete	6	m	0.9	4.3	4.07	2.03	2.21	2.45	5.85	2.41	4	6.07	1.96		
Miklashevsky-2018-506-210	210	манго	mango	mango	Food	concrete	5	n	0.3	4.65	1.21	4.37	5.26	4.19	6.28	4.83	3.61	10.13	2.12	2398	MANGO
Miklashevsky-2018-506-211	211	мандарин	mandarin	mandarin	Food	concrete	8	m	0.6	5.74	1.61	6.07	6.11	5.12	6.86	5.43	3.94	3.57	4.65	2367	MANDARINE
Miklashevsky-2018-506-212	212	манера	manera	manner	Sense_Emotion	abstract	6	f	1.6	3.37	2.33	1.2	1.37	1.14	3.79	3.13	4.06	8.23	4.48	488	MANNER
Miklashevsky-2018-506-213	213	маркер	marker	marker	Tool_precise_grip	concrete	6	m	0.7	4.69	2.2	2.97	2.48	4.71	6.73	6.4	2.18	6.27	4.17		
Miklashevsky-2018-506-214	214	мартышка	martyishka	marmoset	Animal	concrete	8	f	0.6	4.7	4.53	3.07	2	3.48	5.96	2.72	3.73	4.73	2.43		
Miklashevsky-2018-506-215	215	машина	mashina	car	Transport	concrete	6	f	2.7	4.93	5.43	3.62	1.5	4.59	6.72	6.59	2.81	3.12	6.2		
Miklashevsky-2018-506-216	216	медведь	medved	bear	Animal	concrete	7	m	1.5	4.79	4.83	2.62	2.21	3.38	6.93	2.17	3.38	3.04	3.93	1820	BEAR
Miklashevsky-2018-506-217	217	мел	mel	chalk	Tool_precise_grip	concrete	3	m	1	4.35	2.57	3	3.52	5.5	6.72	6.1	3.09	5	4.77		
Miklashevsky-2018-506-218	218	метеорит	meteorit	meteorite	Space	concrete	8	m	0.6	5.07	3.77	1.66	1.64	2.93	5.7	2.16	6.47	7.63	2.25		
Miklashevsky-2018-506-219	219	метла	metla	broom	Tool_power_grip	concrete	5	f	0.9	3.93	2.41	1.93	1.58	4.14	6.59	6	2.33	5.1	2.79	245	BROOM
Miklashevsky-2018-506-220	220	метро	metro	subway	Building	concrete	5	n	1.7	3.86	4.9	2.9	1.69	2.66	5.85	4.17	1.1	7.89	2.96		
Miklashevsky-2018-506-221	221	могила	mogila	grave	Ground	concrete	6	f	1.7	3.41	1.9	3.59	1.59	2.75	6.77	4.6	1.79	6.53	2.73	1773	GRAVE
Miklashevsky-2018-506-222	222	молния	molniya	lightning	Space	concrete	6	f	1.4	5.33	5	2.12	1.18	2.04	6.69	2.73	6.16	4.35	3.33	1654	LIGHTNING
Miklashevsky-2018-506-223	223	молоток	molotok	hammer	Tool_power_grip	concrete	7	m	1.1	3.83	5	1.66	1.54	4.52	6.74	6.78	2.62	3.93	4.64	1481	HAMMER
Miklashevsky-2018-506-224	224	молчание	molchanie	silence	Sound	concrete	8	n	1.7	1.9	5.3	1.43	1.73	1.38	4.5	1.45	3.75	4.37	5.41	3458	SILENCE
Miklashevsky-2018-506-225	225	мопед	moped	moped	Transport	concrete	5	m	0.3	4.77	5.43	3	1.43	4.33	6.86	6.24	2.56	7.19	2.73		
Miklashevsky-2018-506-226	226	морковь	morkov	carrot	Food	concrete	7	f	1	5.31	2.36	3.93	6.05	4.57	7	5.26	1.97	3.53	4.73	3085	CARROT
Miklashevsky-2018-506-227	227	мотоцикл	mototsikl	motorcycle	Transport	concrete	8	m	1.3	4.7	4.89	3.87	1.63	4.55	6.59	6.29	2.88	5.23	3.38	638	MOTORCYCLE
Miklashevsky-2018-506-228	228	мотылек	motyilek	moth	Animal	concrete	7	m	0.6	5.03	2.36	1.55	1.36	3.11	6.46	2.61	3.85	5.47	2.93	2828	MOTH
Miklashevsky-2018-506-229	229	мухомор	muhomor	amanita	Food	concrete	7	m	0.5	4.76	1.17	3.52	3.52	3.55	6.9	2.9	2	5.37	2.03		
Miklashevsky-2018-506-230	230	мысль	myisl	thought	Intelligence	abstract	5	f	2.5	3.24	2.83	1.79	1.36	1.72	3.07	1.8	5.73	6.57	6.21	2975	THOUGHT
Miklashevsky-2018-506-231	231	мышление	myishlenie	thinking	Intelligence	abstract	8	n	1.6	2.26	1.43	1.66	1.36	1.86	3.81	1.94	4.5	8.43	5.13		
Miklashevsky-2018-506-232	232	мышь	myish	mouse	Animal	concrete	4	f	1.6	4.03	3.18	2.45	1.86	3.36	6.81	2.9	1.72	3.67	3.75	1491	MOUSE
Miklashevsky-2018-506-233	233	мягкость	myagkost	softness	Sense_Phys	abstract	8	f	0.8	2.53	1.71	1.48	2.59	4.71	4.14	2.9	3.44	5.27	4.37	1856	SOFT
Miklashevsky-2018-506-234	234	мята	myata	mint	Food	concrete	4	f	0.5	4.2	1.67	6.41	5.79	3.62	5.37	3.91	2.14	6.43	3.96		
Miklashevsky-2018-506-235	235	мяч	myach	ball	Tool_power_grip	concrete	3	m	1.4	4.66	3.9	1.97	1.72	5.83	6.93	5.23	2.85	3.07	4.97	1845	BALL
Miklashevsky-2018-506-236	236	набор	nabor	recruitment	Action	abstract	5	m	1.7	3.38	1.77	1.24	1.86	2.13	2.93	4.9	2.7	4.97	5.4		
Miklashevsky-2018-506-237	237	навес	naves	awning	Building	concrete	5	m	0.9	4.13	1.68	1.69	1.11	2.81	5	4.57	4.75	7.36	2.7		
Miklashevsky-2018-506-238	238	навык	navyik	skill	Action	abstract	5	m	1.3	2.31	1.62	1.24	1.28	2.34	2.56	3.45	4.03	9.3	4.75		
Miklashevsky-2018-506-239	239	наперсток	naperstok	thimble	Tool_precise_grip	concrete	9	m	0.4	5	1.54	1.35	1.11	5.19	6.14	6.43	2.91	8	2.13		
Miklashevsky-2018-506-240	240	напильник	napilnik	file	Tool_power_grip	concrete	9	m	0.4	3.83	3.33	2	1.23	3.69	6.07	6.42	2.88	9.3	2.03	3407	FILE (TOOL)
Miklashevsky-2018-506-241	241	наушники	naushniki	headphones	Clothes	concrete	8	plur_tant	0	4	6.38	1.66	1.61	4.9	6.76	5.4	3.64	8.33	5.72		
Miklashevsky-2018-506-242	242	небо	nebo	sky	Space	concrete	4	n	2.3	6.03	1.61	1.57	1.41	1.62	6.79	1.03	6.82	3.17	6.08	1732	SKY
Miklashevsky-2018-506-243	243	небосвод	nebosvod	firmament	Space	concrete	8	m	0.5	5	1.53	1.48	1.57	1.38	4.93	1.72	6.35	7.9	2.44		
Miklashevsky-2018-506-244	244	небосклон	nebosklon	sky	Space	concrete	9	m	0.5	4.67	1.64	1.58	1.25	1.89	5.38	2.53	6.53	7	2.47		
Miklashevsky-2018-506-245	245	небоскреб	neboskreb	skyscraper	Building	concrete	9	m	0.9	4.83	2.33	1.59	1.48	2.71	6.6	4.45	5.91	7.27	4		
Miklashevsky-2018-506-246	246	нитка	nitka	thread	Tool_precise_grip	concrete	5	f	1.3	3.93	1.38	1.71	1.64	4.55	6.9	5.17	2.48	4.63	3.34	1161	THREAD
Miklashevsky-2018-506-247	247	нож	nozh	knife	Tool_precise_grip	concrete	3	m	1.8	4.27	2.56	1.9	2.33	4.83	6.59	6.65	3.09	3.67	6.1	1352	KNIFE
Miklashevsky-2018-506-248	248	ножницы	nozhnitsyi	scissors	Tool_precise_grip	concrete	7	plur_tant	1	3.97	2.3	1.77	1.53	4.45	6.45	6.35	2.75	4.26	4.86	356	SHEARS
Miklashevsky-2018-506-249	249	носок	nosok	sock	Clothes	concrete	5	m	1.4	4.14	1.28	3.97	1.24	4.69	6.81	5.86	1.81	2.96	6.07	1522	SOCK
Miklashevsky-2018-506-250	250	носорог	nosorog	rhino	Animal	concrete	7	m	0.5	4.14	3.17	3.1	1.59	3.17	6.6	1.93	2.88	4.63	2.03	2591	RHINOCEROS
Miklashevsky-2018-506-251	251	ностальгия	nostalgiya	nostalgia	Sense_Emotion	abstract	10	f	0.9	3.45	1.59	2.59	1.82	2.34	3.72	1.9	4.64	10.2	4.31		
Miklashevsky-2018-506-252	252	обезьяна	obezyana	monkey	Animal	concrete	8	f	1.3	4.55	4.72	3.24	1.59	3.45	6.59	2.45	4.03	3.7	3.5	1350	MONKEY
Miklashevsky-2018-506-253	253	обида	obida	offense	Sense_Emotion	abstract	5	f	1.6	2.07	2.63	1.5	1.97	1.45	4.5	2.32	3.47	4.96	5.48		
Miklashevsky-2018-506-254	254	облако	oblako	cloud	Space	concrete	6	n	1.6	5.61	1.36	1.5	1.78	2.27	6.83	1.13	6.61	3.17	5.27	1489	CLOUD
Miklashevsky-2018-506-255	255	обоняние	obonyanie	sense of smell	Sense_Phys	abstract	8	n	0.5	2.29	1.43	5.27	2.7	2.08	3.18	1.33	4.39	7.17	3.12	2520	SMELLING (OLFACTORY SENSE)
Miklashevsky-2018-506-256	256	образ	obraz	image	Intelligence	abstract	5	m	2.7	5.17	2.28	2.14	1.39	2.34	2.86	2.37	4.91	7.77	4.72		
Miklashevsky-2018-506-257	257	овца	ovtsa	sheep	Animal	concrete	4	f	1.3	4.47	4.17	2.83	2.89	3.59	6.15	3.41	2.51	4.43	3.75	1331	SHEEP
Miklashevsky-2018-506-258	258	оговорка	ogovorka	slip of the tongue	Action	abstract	8	f	1.1	1.63	4.86	1.31	1.18	1.22	3.52	1.97	3.31	7.96	3.93		
Miklashevsky-2018-506-259	259	огурец	ogurets	cucumber	Food	concrete	6	m	1.3	4.24	1.31	4.62	6.39	4.45	6.72	5.1	2.45	3.6	4.07	496	CUCUMBER
Miklashevsky-2018-506-260	260	ожерелье	ozherele	necklace	Clothes	concrete	8	n	0.6	4.69	1.66	1.14	1.31	5.03	6.56	4.97	3.34	6	2.96	1961	NECKLACE
Miklashevsky-2018-506-261	261	ожог	ozhog	burn	Body_Part	concrete	4	m	0.9	4.53	2.57	2.03	1.55	5.11	5.61	3.77	3.12	4.63	3.2	3622	BURN (INJURY)
Miklashevsky-2018-506-262	262	озноб	oznob	fever	Sense_Phys	abstract	5	m	0.9	2.53	2.04	1.83	1.5	3.21	3.75	2.06	3.35	8.87	2.73	1534	FEVER
Miklashevsky-2018-506-263	263	орел	orel	eagle	Animal	concrete	4	m	1.3	5.77	3.57	2.15	1.43	2.11	6.68	2.97	6.06	4.5	3.1	1905	EAGLE
Miklashevsky-2018-506-264	264	орех	oreh	nut	Food	concrete	4	m	1.2	4.75	2.25	3.9	6.32	4.43	6.43	4.77	3.68	4.73	3.77	191	NUT
Miklashevsky-2018-506-265	265	осел	osel	donkey	Animal	concrete	4	m	0.9	3.76	3.9	3.1	1.69	3.72	6.7	3.03	2.5	4	2.96	1862	DONKEY
Miklashevsky-2018-506-266	266	осьминог	osminog	octopus	Animal	concrete	8	m	0.4	4.97	2.11	2.31	2.95	3.14	6.75	2.65	1.85	5.1	2.13	2581	OCTOPUS
Miklashevsky-2018-506-267	267	осязание	osyazanie	touch	Sense_Phys	abstract	8	n	0.3	1.45	1.5	1.34	1.83	4.13	2.69	4.97	4.12	6.83	3.37	2521	FEELING (HAPTIC SENSE)
Miklashevsky-2018-506-268	268	отбор	otbor	selection	Action	abstract	5	m	1.4	1.97	1.53	1.24	1.32	1.97	2.44	3.66	3.57	7.57	3.85		
Miklashevsky-2018-506-269	269	отвертка	otvertka	screwdriver	Tool_power_grip	concrete	8	f	0.5	4.66	2.18	1.79	1.18	4.75	6.82	6.48	2.47	5.33	3.73	836	SCREWDRIVER
Miklashevsky-2018-506-270	270	отвращение	otvraschenie	disgust	Sense_Emotion	abstract	10	n	1.3	2.97	1.97	2.41	2.52	2.31	3.08		3.09	7.48	4.48	2465	DISGUST
Miklashevsky-2018-506-271	271	отговорка	otgovorka	excuse	Action	abstract	9	f	0.5	2.3	3.67	1.21	1.32	1.59	2.88	1.53	3.41	6.8	4.86		
Miklashevsky-2018-506-272	272	отзвук	otzvuk	echo	Sound	concrete	6	m	0.6	1.38	5.39	1.34	1.23	1.32	3.25	2	3.35	8.85	2.43	2816	ECHO
Miklashevsky-2018-506-273	273	отчаяние	otchayanie	despair	Sense_Emotion	abstract	8	n	1.6	2.27	2.23	1.62	1.86	1.72	3.04	1.78	3.24	7.96	3.93		
Miklashevsky-2018-506-274	274	очки	ochki	spectacles	Clothes	concrete	4	plur_tant	1.8	5.9	1.52	1.66	1.62	5.1	6.67	5.21	3.66	4.04	5.36	1898	SPECTACLES
Miklashevsky-2018-506-275	275	ощущение	oschuschenie	sensation	Sense_Phys	abstract	8	n	2	2.63	3.3	2.77	2.1	4.17	3.75	3.23	5.06	6.33	5.34		
Miklashevsky-2018-506-276	276	память	pamyat	memory	Intelligence	abstract	6	f	2.2	3.41	3.14	2.07	1.33	2.1	3.45	2.37	5.48	6.9	5.45	1018	MEMORY
Miklashevsky-2018-506-277	277	параплан	paraplan	paraglider	Transport	concrete	8	m	0	4.94	2.71	1.37	1.44	3.04	5.86	5.53	6	9.28	2.04		
Miklashevsky-2018-506-278	278	парашют	parashyut	parachute	Transport	concrete	7	m	1	4.52	2.72	1.45	1.52	3.45	6.74	5.24	6.09	6.7	3.14		
Miklashevsky-2018-506-279	279	парик	parik	wig	Clothes	concrete	5	m	0.9	3.93	1.34	2.1	1.52	3.79	6.48	5.27	3.67	6.8	1.79		
Miklashevsky-2018-506-280	280	паркет	parket	parquet	Ground	concrete	6	m	1	4.63	2.32	2.23	1.25	4.26	6.55	4.81	1.56	8.46	2.83		
Miklashevsky-2018-506-281	281	паровоз	parovoz	steam locomotive	Transport	concrete	7	m	1.1	5.29	5.29	2.8	1.56	2.85	6.41	5.13	3.24	4.43	3.12		
Miklashevsky-2018-506-282	282	паром	parom	ferryboat	Transport	concrete	5	m	0.7	3.59	4.17	2.07	1.66	3.21	6.1	4.2	2.7	7.87	2.43	3733	FERRY
Miklashevsky-2018-506-283	283	пароход	parohod	steamship	Transport	concrete	7	m	1.4	5.32	4.54	2	1.37	2.69	6.55	5.07	3.21	5.83	2.5		
Miklashevsky-2018-506-284	284	парус	parus	sail	Transport	concrete	5	m	1.2	5.19	2.39	1.4	1.26	3.42	6.72	5.1	4.61	5.1	2.42	786	SAILCLOTH
Miklashevsky-2018-506-285	285	парусник	parusnik	sailing ship	Transport	concrete	8	m	0.6	4.28	2.47	1.9	1.38	3.17	6.6	4.77	3.76	6.77	3.1		
Miklashevsky-2018-506-286	286	паук	pauk	spider	Animal	concrete	4	m	1	5.28	1.75	1.52	1.32	3.57	6.57	2.71	2.35	3.47	4.07	843	SPIDER
Miklashevsky-2018-506-287	287	педаль	pedal	pedal	Tool_power_grip	concrete	6	f	1	3.5	2.67	1.5	1	4.41	6.45	2.61	1.94	5.78	3.21		
Miklashevsky-2018-506-288	288	переживание	perezhivanie	experience	Sense_Emotion	abstract	11	n	1.5	2.33	2.67	1.57	1.79	1.93	2.96	1.91	4.14	6.93	5.57		
Miklashevsky-2018-506-289	289	перец	perets	pepper	Food	concrete	5	m	1.2	4.77	1.54	4.9	5.78	4.23	6.83	4.37	3.03	4.47	4.65	1385	PEPPER
Miklashevsky-2018-506-290	290	персик	persik	peach	Food	concrete	6	m	0.8	4.48	1.55	5.52	6.31	5.07	6.96	5.34	3.97	4.07	4.18	2043	PEACH
Miklashevsky-2018-506-291	291	петрушка	petrushka	parsley	Food	concrete	8	f	0.9	3.9	1.67	5.45	5.17	4.58	6.43	3.53	2.12	5.2	3.9		
Miklashevsky-2018-506-292	292	петух	petuh	cock	Animal	concrete	5	m	1.2	4.4	5.33	2.72	3.14	3.62	6.33	3.47	2.22	3.47	3.07	1511	ROOSTER
Miklashevsky-2018-506-293	293	печаль	pechal	sorrow	Sense_Emotion	abstract	6	f	1.3	2.84	2.11	1.45	2.55	1.61	4.43	2.06	4.09	6.17	4.97		
Miklashevsky-2018-506-294	294	пила	pila	saw	Tool_power_grip	concrete	4	f	1	4.14	5.38	2	1.24	5.14	6.89	6.24	2.25	4.81	3.5	1948	SAW
Miklashevsky-2018-506-295	295	пинцет	pintset	tweezers	Tool_precise_grip	concrete	6	m	0.4	4.28	1.67	1.52	2	4.92	6.5	6.67	2.24	7.77	3.7		
Miklashevsky-2018-506-296	296	писк	pisk	squeak	Sound	concrete	4	m	0.7	1.71	5.32	1.1	1.11	1.58	3.54	1.67	4.12	4.77	3.38		
Miklashevsky-2018-506-297	297	плинтус	plintus	plinth	Ground	concrete	7	m	0.3	4.07	1.48	1.41	1.36	3.41	6.45	3.97	2.09	8.6	2		
