ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	ENGLISH2	NOTE
Castro-2015-608-364	364	to raise (head)	501	LIFT	抬（起头来） 	to lift up, raise (one's head)	
Castro-2015-608-365	365	to gaze			望（远处） 	to gaze into the distance	
Castro-2015-608-366	366	to face upward			仰（仰头的状态） 	to face upward	
Castro-2015-608-367	367	to smell	2124	SMELL	闻（用鼻子） 	to smell	
Castro-2015-608-368	368	to speak	1623	SPEAK	说（说汉话） 	to speak, to say	
Castro-2015-608-369	369	to tell	1711	TELL	说，指责（“我说你！”） 	to reprimand, to advise	
Castro-2015-608-370	370	to sing	1261	SING	唱（水歌） 	to sing (trad. Sui songs)	
Castro-2015-608-371	371	to scold	299	SCOLD	骂 	to scold	
Castro-2015-608-372	372	to accompany	1542	ACCOMPANY	陪 	to accompany	
Castro-2015-608-373	373	to ask	1309	ASK (INQUIRE)	问 	to ask	
Castro-2015-608-374	374	to chat	2903	CHAT (WITH SOMEBODY)	聊天，玩 	to chat, to hang out	
Castro-2015-608-375	375	to lie	1411	LIE (REST)	撒谎，假 	to tell lies, false	
Castro-2015-608-376	376	to agree			同意 	to agree	
Castro-2015-608-377	377	to be willing to			愿意 	to be willing (to do sth.)	
Castro-2015-608-378	378	to laugh	1355	LAUGH	笑 	to laugh	
Castro-2015-608-379	379	to cry	1839	CRY	哭 	to cry	
Castro-2015-608-380	380	to blow	176	BLOW (WITH MOUTH)	吹 	to blow	
Castro-2015-608-381	381	to untie	352	UNTIE	解（解开鞋带 ） 	to untie	
Castro-2015-608-382	382	to bark	1206	BARKING	吠 	to bark	
Castro-2015-608-383	383	to graze	3058	GRAZE	放（牛） 	to herd, to graze	
Castro-2015-608-384	384	to grow	479	GROW	栽（菜） 	to grow (from seedling), to plant	
Castro-2015-608-385	385	to plant (seedings)	1486	PLANT (SOMETHING)	栽（秧） 	to plant (young rice plants)	
Castro-2015-608-386	386	to bear (fruit)	3054	BEAR FRUIT	结（果子） 	to bear (fruit)	
Castro-2015-608-387	387	to call	1084	CALL	叫（人过来） 	to call (sb. over), to be called	
Castro-2015-608-388	388	to feel (with hands)	2559	FEEL (TACTUALLY)	摸 	to feel, touch, squeeze (to see if it's hard or soft)	
Castro-2015-608-389	389	to write	1672	WRITE	写 	to write	
Castro-2015-608-390	390	to carry on body	976	WEAR	佩戴（刀，手表等） 	to wear, to carry on one's body	
Castro-2015-608-391	391	to select	1750	CHOOSE	挑选 	to select, to choose	
Castro-2015-608-392	392	to hide	2486	HIDE	躲 	to avoid, to hide	
Castro-2015-608-393	393	to pour out	1487	POUR	倒（倒出来） 	to pour (to pour out)	
Castro-2015-608-394	394	to spurt			喷 	to spurt	
Castro-2015-608-395	395	to brush on			涂上（漆在棺材上） 	to apply (lacquer to a coffin)	
Castro-2015-608-396	396	to sweep	230	SWEEP	扫 	to sweep	
Castro-2015-608-397	397	to open (door)	1156	OPEN	开（门） 	to open (a door wide)	
Castro-2015-608-398	398	to open (mouth)			张（嘴） 	to open (mouth)	
Castro-2015-608-399	399	to turn off	1046	SHUT	关（门） 	finished	
Castro-2015-608-400	400	to shut (eyes)	2063	CLOSE (EYES)	闭（眼睛） 	to shut, close (eyes)	
Castro-2015-608-401	401	to hold in mouth			衔 	to hold in one's mouth (e.g. a pipe)	
Castro-2015-608-402	402	to bite	1403	BITE	咬 	to bite	
Castro-2015-608-403	403	to nod			点（头） 	to nod	
Castro-2015-608-404	404	to wring			拧（毛巾） 	to wring (towel)	
Castro-2015-608-405	405	to turn inside out			反（把里面翻到外面） 	to turn inside out	
Castro-2015-608-406	406	to turn over	1445	TURN (SOMETHING)	翻（翻身） 	to turn over	
Castro-2015-608-407	407	to turn (pages)			翻（书） 	to turn (the pages of a book)	
Castro-2015-608-408	408	to weave (cloth)	133	WEAVE	织（布） 	to weave (cloth)	
Castro-2015-608-409	409	to weave (a basket)			编（篮子） 	to weave (a basket)	
Castro-2015-608-410	410	to sew	1457	SEW	缝（用手） 	to sew (by hand with needle)	
Castro-2015-608-411	411	to erect			搭（桥） 	to build, erect (a simple bridge)	
Castro-2015-608-412	412	completet			完（用完了） 	finished	
Castro-2015-608-413	413	to become	1990	BECOME	成，成为 	to become	
Castro-2015-608-414	414	to complain			责怪，抱怨 	to complain, grumble	
Castro-2015-608-415	415	to love	923	LOVE	爱，疼爱（小孩） 	to love (a child)	
Castro-2015-608-416	416	to like	1117	LIKE	喜欢 	to like	
Castro-2015-608-417	417	to snap	2558	BREAK (CLEAVE)	断（筷子断了） 	broken, snap (into two)	
Castro-2015-608-418	418	to tear into two (paper)			撕开（撕成两块） 	to tear into two (paper)	
Castro-2015-608-419	419	to tear (cloth)	1735	TEAR (SHRED)	撕（撕布） 	to tear (cloth)	
Castro-2015-608-420	420	to bend over	2761	BEND (ONESELF)	弯（下身来） 	to bend (in order to pick something up)	
Castro-2015-608-421	421	to fear	1419	FEAR (BE AFRAID)	怕 	to fear	
Castro-2015-608-422	422	to cover	761	COVER	罩（用罩盖菜） 	to cover (with a shade, e.g. covering many dishes to stop the flies getting at them)	
Castro-2015-608-423	423	to cook	1100	COOK (SOMETHING)	煮（菜；通称） 	to cook (food, dinner; general word)	
Castro-2015-608-424	424	to fry	991	FRY	炒（菜） 	to fry, to stir-fry	
Castro-2015-608-425	425	to roast	1962	ROAST (SOMETHING)	烤（肉串） 	to roast (meat sticks on a barbecue)	
Castro-2015-608-426	426	to soak	2069	SOAK (VERB)	泡（米） 	to soak (rice)	
Castro-2015-608-427	427	to extinguish	127	EXTINGUISH	熄灭 	to extinguish (pinch out a flame)	
Castro-2015-608-428	428	to peel	275	PEEL	削（皮） 	to peel, to pare (with knife)	
Castro-2015-608-429	429	to pound	354	POUND	舂（米） 	to pound, pestle	
Castro-2015-608-430	430	to wipe	1454	WIPE	擦（擦桌子） 	to wipe (a table clean)	
Castro-2015-608-431	431	to scrub			搓洗（用力地） 	to scrub (with two hands)	
Castro-2015-608-432	432	to warm oneself			烤（火） 	to warm oneself (by a fire)	
Castro-2015-608-433	433	to dry by the fire			烤，烘干（衣服） 	to warm (clothes in front of a fire order to dry them)	
Castro-2015-608-434	434	to dry in sun	2015	MAKE DRY	晾（衣服） 	to dry clothes (in the wind)	
Castro-2015-608-435	435	to burn (fields)			烧（地） 	to burn (fields)	
Castro-2015-608-436	436	to know (a fact)	1410	KNOW (SOMETHING)	知道 	to know (a fact)	
Castro-2015-608-437	437	to know (a person)	2248	KNOW (SOMEBODY)	认识 	to know (a person)	
Castro-2015-608-438	438	to wait	1590	WAIT (FOR)	等 	to wait, to greet, to welcome	
Castro-2015-608-439	439	to have	773	HAVE	有 	to have	
Castro-2015-608-440	440	to take	1749	TAKE	拿（拿给你） 	to take (to take sth. to give to sb.)	
Castro-2015-608-441	441	to want	1784	WANT	要 	to want, to take	
Castro-2015-608-442	442	to do	813	DO	做（做事情） 	to do	
Castro-2015-608-443	443	to disappear	485	DISAPPEAR	消失 	to disappear	
Castro-2015-608-444	444	to forget	1523	FORGET	忘记 	to forget	
Castro-2015-608-445	445	to carry on shoulder pole			挑（水） 	to carry on a shoulder pole	
Castro-2015-608-446	446	carry over shoulder	413	CARRY ON SHOULDER	挎 	to carry over one's shoulder or on one's arm, e.g. a backpack, a handbag, etc.	
Castro-2015-608-447	447	to carry on back	465	CARRY ON BACK	背（小孩） 	to carry (on back)	
Castro-2015-608-448	448	to hold (a child)			抱（小孩） 	to hold (child)	
Castro-2015-608-449	449	to hurt	2411	HURT (SOMEBODY)	痛 	to hurt	
Castro-2015-608-450	450	to itch	148	ITCH	痒 	to itch	
Castro-2015-608-451	451	to scratch	1436	SCRATCH	抓痒 	to scratch (an itch)	
Castro-2015-608-452	452	to drip	2253	DRIP (EMIT LIQUID)	滴 	to drip	
Castro-2015-608-453	453	to perspire	126	SWEAT (PERSPIRE)	出汗 	to perspire, to sweat	
Castro-2015-608-454	454	to sneeze	1621	SNEEZE	打喷嚏 	to sneeze	
Castro-2015-608-455	455	to vomit	1278	VOMIT	呕吐 	to vomit	
Castro-2015-608-456	456	to fart	1159	FART	放屁 	to fart	
Castro-2015-608-457	457	to die	1494	DIE	死 	to die	
Castro-2015-608-458	458	to kill	1417	KILL	杀 	to kill	
Castro-2015-608-459	459	¹ sG; I, me	1209	I	我 	1S I, me	
Castro-2015-608-460	460	² sG; you	1215	THOU	你 	2S you	
Castro-2015-608-461	461	³ sG; he, she	2642	HE OR SHE	他 	3S he, she	
Castro-2015-608-462	462	1PL; we(incl.)	1131	WE (INCLUSIVE)	咱们 	1PL we (incl.)	
Castro-2015-608-463	463	1PL; we(excl.)	1130	WE (EXCLUSIVE)	我们 	1PL we (excl.)	
Castro-2015-608-464	464	² pL; you	1213	YOU	你们 	2PL you	
Castro-2015-608-465	465	³ pL; they	817	THEY	他们 	3PL they	
Castro-2015-608-466	466	this	1214	THIS	这 	this	
Castro-2015-608-467	467	that	78	THAT	那 	that	
Castro-2015-608-468	468	what	1236	WHAT	什么？ 	what?	
Castro-2015-608-469	469	who	1235	WHO	谁 	who?	
Castro-2015-608-470	470	where	1237	WHERE	哪里？ 	where?	
Castro-2015-608-471	471	place	723	PLACE (POSITION)	处〈方位词〉(如这里) 	place (location prefix)	
Castro-2015-608-472	472	side	682	SIDE	边（如那边） 	side	
Castro-2015-608-473	473	left	244	LEFT	左（左边） 	left	
Castro-2015-608-474	474	right	1019	RIGHT	右（右边） 	right	
Castro-2015-608-475	475	middle	1093	MIDDLE	中（中间） 	middle	
Castro-2015-608-476	476	in	1460	IN	里（里面） 	in (inside)	
Castro-2015-608-477	477	out	762	OUTSIDE	外（外面） 	out (outside)	
Castro-2015-608-478	478	behind	1686	BEHIND	后（后面） 	behind, next (time)	
Castro-2015-608-479	479	along			沿着（沿着路走） 	along	
Castro-2015-608-480	480	at	1461	AT	在，住 	at, to live	
Castro-2015-608-481	481	not	1240	NOT	不 	no, not	
Castro-2015-608-482	482	very	1311	VERY	很，太 	very	
Castro-2015-608-483	483	clf. for animal	3056	ANIMAL (CLASSIFIER)	头，只〈量〉 	m.w. for animal	
Castro-2015-608-484	484	one, single			一，单一 	one, single	
Castro-2015-608-485	485	one	1493	ONE	一（一个人） 	one	
Castro-2015-608-486	486	one (first)	728	FIRST	一（第一） 	one	
Castro-2015-608-487	487	two	1498	TWO	二 	two	
Castro-2015-608-488	488	two (second)	1384	SECOND	二（第二） 	two	
Castro-2015-608-489	489	three	492	THREE	三 	three	
Castro-2015-608-490	490	four	1500	FOUR	四 	four	
Castro-2015-608-491	491	five	493	FIVE	五 	five	
Castro-2015-608-492	492	six	1703	SIX	六 	six	
Castro-2015-608-493	493	seven	1704	SEVEN	七 	seven	
Castro-2015-608-494	494	eight	1705	EIGHT	八 	eight	
Castro-2015-608-495	495	nine	1483	NINE	九 	nine	
Castro-2015-608-496	496	ten	1515	TEN	十 	ten	
Castro-2015-608-497	497	hundred	1634	HUNDRED	百 	hundred	
Castro-2015-608-498	498	zero	1294	ZERO	零 	zero	
Castro-2015-608-499	499	half	816	HALF	半（木头的一半） 	half (e.g. something long and straight cut into two; one of the halves)	
Castro-2015-608-500	500	to be	1579	BE	是 	to be	
Castro-2015-608-501	501	expensive	1426	EXPENSIVE	贵 	expensive	
Castro-2015-608-502	502	cheap	1887	CHEAP	便宜 	cheap	
Castro-2015-608-503	503	hot	1286	HOT	热（身体） 	hot (feel hot, but not çƒ«)	
Castro-2015-608-504	504	cold	1287	COLD	冷（天气） 	cold (weather)	
Castro-2015-608-505	505	cold (weather)	2483	COLD (OF WEATHER)	凉（凉快） 	cool, to be cold	
Castro-2015-608-506	506	cool (body)			冷（身体） 	cold (body)	
Castro-2015-608-507	507	clear (day)			晴 	clear (day)	
Castro-2015-608-508	508	bright	679	BRIGHT	亮 	bright	
Castro-2015-608-509	509	gloomy	1552	GLOOMY	暗（光线不好） 	dark, gloomy (in house)	
Castro-2015-608-510	510	dark (night)	706	DARK	黑（黑夜） 	dark, black (e.g. at night)	
Castro-2015-608-511	511	white	1335	WHITE	白（白色） 	white	
Castro-2015-608-512	512	black	163	BLACK	黑（黑色） 	black	
Castro-2015-608-513	513	grey	153	GREY	灰（灰色） 	grey	
Castro-2015-608-514	514	red	156	RED	红（红色） 	red	
Castro-2015-608-515	515	yellow	1424	YELLOW	黄（黄色） 	yellow	
Castro-2015-608-516	516	green	1425	GREEN	绿（绿色） 	green	
Castro-2015-608-517	517	early (morning)	672	EARLY	早（早上，很早） 	early (in the morning)	
Castro-2015-608-518	518	late (evening)	477	LATE	晚（晚上） 	late (in the evening)	
Castro-2015-608-519	519	late, delayed	425	BE LATE	晚，迟（来得晚） 	late, delayed, tardy	
Castro-2015-608-520	520	first, before	2915	AT FIRST	先 	first, before	
Castro-2015-608-521	521	clever	1310	CLEVER	聪明，有智慧 	clever, wise	
Castro-2015-608-522	522	sharp, quick-witted	1396	SHARP	机灵 	sharp, clever, intelligent	
Castro-2015-608-523	523	stupid	1518	STUPID	傻 	silly, stupid	
Castro-2015-608-524	524	beautiful	1427	BEAUTIFUL	漂亮 	beautiful	
Castro-2015-608-525	525	deaf	996	DEAF	聋 	deaf	
Castro-2015-608-526	526	a shame			可惜 	a shame	
Castro-2015-608-527	527	tired	1757	TIRED	累 	tired	
Castro-2015-608-528	528	bored			烦闷（郁闷） 	bored, nothing to do, anxious	
Castro-2015-608-529	529	lazy	1564	LAZY	懒 	lazy	
Castro-2015-608-530	530	short-tempered			毛躁（容易发脾气） 	short-tempered, irritable	
Castro-2015-608-531	531	insane	1899	MAD	癫，疯 	insane	
Castro-2015-608-532	532	difficult	584	DIFFICULT	难（难学） 	difficult, hard	
Castro-2015-608-533	533	toilsome			辛苦 	toilsome, laborious	
Castro-2015-608-534	534	raw	1959	RAW	生（肉） 	raw, fresh	
Castro-2015-608-535	535	cooked	269	COOKED	熟 	ripe, cooked	
Castro-2015-608-536	536	hungry	1533	BE HUNGRY	饿 	hungry	
Castro-2015-608-537	537	satiated	106	SATIATED	饱 	full, satiated	
Castro-2015-608-538	538	full	1429	FULL	满 	full	
Castro-2015-608-539	539	left over			剩（剩饭） 	left over	
Castro-2015-608-540	540	fragrant	376	FRAGRANT	香 	fragrant	
Castro-2015-608-541	541	stinky	42	STINKING	臭 	smelly, stinky	
Castro-2015-608-542	542	tasty	1813	TASTY	好吃 	tasty	
Castro-2015-608-543	543	sweet	717	SWEET	甜 	sweet	
Castro-2015-608-544	544	sour	1906	SOUR	酸 	sour	
Castro-2015-608-545	545	bitter	887	BITTER	苦 	bitter	
Castro-2015-608-546	546	salty	1091	SALTY	咸 	salty	
Castro-2015-608-547	547	fishy			腥（味） 	fishy (taste)	
Castro-2015-608-548	548	puckery			涩（味） 	puckery, astringent	
Castro-2015-608-549	549	bland			淡 	bland	
Castro-2015-608-550	550	crispy			脆 	crispy	
Castro-2015-608-551	551	wet (clothes)	1726	WET	湿（衣服湿） 	wet (clothes)	
Castro-2015-608-552	552	dry (clothes)	1398	DRY	干（衣服干） 	dry (clothes)	
Castro-2015-608-553	553	soft	1856	SOFT	软 	soft	
Castro-2015-608-554	554	hard	1884	HARD	硬 	hard	
Castro-2015-608-555	555	round (spherical)	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	圆（球形） 	round (spherical)	
Castro-2015-608-556	556	thick	1244	THICK	厚 	thick	
Castro-2015-608-557	557	thin (flat)	2249	THIN (OF SHAPE OF OBJECT)	薄 	thin (flat, e.g. piece of paper)	
Castro-2015-608-558	558	fine (sand)	2157	FINE OR THIN	细（沙子） 	fine (e.g. sand)	
Castro-2015-608-559	559	narrow	1267	NARROW	窄 	narrow	
Castro-2015-608-560	560	big	1202	BIG	大 	big	
Castro-2015-608-561	561	small	1246	SMALL	小 	small	
Castro-2015-608-562	562	light (weight)	1052	LIGHT (WEIGHT)	轻 	light (in weight)	
Castro-2015-608-563	563	heavy	1210	HEAVY	重 	heavy	
Castro-2015-608-564	564	long	1203	LONG	长 	long	
Castro-2015-608-565	565	short (length)	1645	SHORT	短 	short (in length)	
Castro-2015-608-566	566	high	1265	HIGH	高 	high, tall	
Castro-2015-608-567	567	low	721	LOW	矮 	low, short (in height)	
Castro-2015-608-568	568	far	1406	FAR	远 	far	
Castro-2015-608-569	569	near	1942	NEAR	近 	near, close	
Castro-2015-608-570	570	steep	2717	STEEP	陡 	steep	
Castro-2015-608-571	571	straight	1404	STRAIGHT	直 	straight	
Castro-2015-608-572	572	deep	1593	DEEP	深 	deep	
Castro-2015-608-573	573	shallow	193	SHALLOW	浅 	shallow	
Castro-2015-608-574	574	tight (clothes)			紧（衣服紧） 	tight (e.g. clothes are tight)	
Castro-2015-608-575	575	many	1198	MANY	多 	many	
Castro-2015-608-576	576	few	1242	FEW	少 	few	
Castro-2015-608-577	577	clear	989	CLEAR	清楚（讲得清楚） 	clear	
Castro-2015-608-578	578	clean	704	CLEAN	干净（洗得干净的） 	clean	
Castro-2015-608-579	579	concave	1155	CAVE	凹 	concave, hollow, sunken	
Castro-2015-608-580	580	pointed	372	POINTED	尖 	pointed, sharp	
Castro-2015-608-581	581	sharp (blade)	1396	SHARP	锋利 	sharp, to be	
Castro-2015-608-582	582	fat	1279	FAT (OBESE)	肥 	fat	
Castro-2015-608-583	583	skinny	1400	THIN (SLIM)	瘦 	skinny, lean	
Castro-2015-608-584	584	male	1553	MALE	男 	male	
Castro-2015-608-585	585	female	1551	FEMALE	女 	female	
Castro-2015-608-586	586	rich	712	RICH	富 	rich	
Castro-2015-608-587	587	poor	1674	POOR	穷 	poor, impoverished	
Castro-2015-608-588	588	good	1035	GOOD	好 	good	
Castro-2015-608-589	589	bad, broken	1292	BAD	坏（电视机坏了） 	bad, broken	
Castro-2015-608-590	590	fast	1631	FAST	快 	quick, fast	
Castro-2015-608-591	591	slow	701	SLOW	慢（慢走！） 	slow	
Castro-2015-608-592	592	new	1231	NEW	新 	new	
Castro-2015-608-593	593	old (thing)	2113	OLD (USED)	旧 	old (thing)	
Castro-2015-608-594	594	half old half new			半新旧 	not old and not new	
Castro-2015-608-595	595	well-behaved			乖，听话 	obedient, well-behaved	
Castro-2015-608-596	596	hard-working			勤劳 	diligent, hard-working	
Castro-2015-608-597	597	muddy			泥，烂（马路） 	muddy and rocky (a road)	
Castro-2015-608-598	598	a while	726	WHILE	一会儿（坐一会儿） 	a while	
Castro-2015-608-599	599	for a moment	374	ONE TIME	一下（过来一下） 	for a moment	
Castro-2015-608-600	600	identical	2276	IDENTICAL	一样（一模一样） 	the same (two objects are identical, e.g. two stools)	
Castro-2015-608-601	601	look alike	1777	RESEMBLE	像（他像他爸爸） 	to be alike (e.g. he looks like his father)	
Castro-2015-608-602	602	together	2482	TOGETHER	一起，同（“我们一起去”） 	together ("We're going together")	
Castro-2015-608-603	603	every	98	ALL	每（每个人，每天） 	every (everyone, every day)	
Castro-2015-608-604	604	moment			时刻，时候 	moment, time (the time when...)	
Castro-2015-608-605	605	a long time	418	FOR A LONG TIME	久（长时间） 	a long time	
Castro-2015-608-606	606	just now	1376	NOW	刚刚（“他刚刚走”） 	just now, just (he's just gone)	
Castro-2015-608-607	607	often	1852	OFTEN	经常（“他经常去县城”） 	often (he often goes to town)	
Castro-2015-608-608	608	PART.PERF			了 〈语气〉（指完成式） 	particle for completed action	
