ID	NUMBER	RUSSIAN	GLOSS	GERMAN	LATIN	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Pallas-1786-441-277	276	Сѣять	to sow (verb)	Sæen	Serere	Semer	1351	SOW (FEMALE PIG)
Pallas-1786-441-278	277	Лугъ	meadow (noun)	Wieße	Pratum	Prairie	649	PASTURE
Pallas-1786-441-279	278	Жыто	crop (noun)	Getraide	Frumentum	Bled	605	GRAIN
Pallas-1786-441-280	279	Рожь	rye (noun)	Roggen	Secale	Seigle	23	RYE
Pallas-1786-441-281	280	Пшеница	wheat (noun)	Waitzen	Triticum	Froment	1077	WHEAT
Pallas-1786-441-282	281	Овесъ	oat (noun)	Haber	Avena	Avoine	60	OAT
Pallas-1786-441-283	282	Ячмень	barley (noun)	Gerßte	Hordeum	Orge	932	BARLEY
Pallas-1786-441-284	283	Горохъ	pea (noun)	Erbße	Pißum	Pois	2025	PEA
Pallas-1786-441-285	284	Звѣрь	animal (wild, noun)	Thier	Animal	Animal	958	WILD ANIMAL
Pallas-1786-441-286	285	Рыба	fish (noun)	Fißch	Pißcis	Poißßon	227	FISH
Pallas-1786-441-287	286	Китъ	whale (noun)	WallFißch	Cete	Baleine	957	WHALE
Pallas-1786-441-288	287	Ракъ	cancer (animal, noun)	Krebs	Cancer	Ecrevißße	2348	CRAB
Pallas-1786-441-289	288	Змея	snake (noun)	Schlange	Serpens	Serpent	730	SNAKE
Pallas-1786-441-290	289	Лягушка	frog (noun)	Froßch	Rana	Grénouille	503	FROG
Pallas-1786-441-291	290	Червь	worm (noun)	Wurm	Vermis	Ver	1219	WORM
Pallas-1786-441-292	291	Муха	fly (noun)	Fliege	Mußca	Mouche	1504	FLY (INSECT)
Pallas-1786-441-293	292	Комарь	mosquito (noun)	Mücke	Culex	Coußin	1509	MOSQUITO
Pallas-1786-441-294	293	Муравей	ant (noun)	Ameiße	Formica	Fourmis	587	ANT
Pallas-1786-441-295	294	Паукъ	spider (noun)	Spinne	Aranea	Araignée	843	SPIDER
Pallas-1786-441-296	295	Пчела	bee (noun)	Biene	Apis	Abeille	665	BEE
Pallas-1786-441-297	296	Медъ	honey (noun)	Honig	Mel	Miel	942	HONEY
Pallas-1786-441-298	297	Быкъ	bull, ox (noun)	Ochße	Bos	Boeuf	1008	BULL
Pallas-1786-441-299	298	Корова	cow (noun)	Kuh	Vacca	Vache	1007	COW
Pallas-1786-441-300	299	Теля	calf (noun)	Kalb	Vitulus	Veau	1989	CALF
Pallas-1786-441-301	300	Овца	sheep (noun)	Schaf	Ovis	Brebis	1331	SHEEP
Pallas-1786-441-302	301	Баранъ	ram (animal, noun)	Widder	Aries	Bélier	1344	RAM
Pallas-1786-441-303	302	Коза	goat (noun)	Ziege	Capra	Chêvre	1502	GOAT
Pallas-1786-441-304	303	Рогъ	horn (noun)	Horn	Cornu	Corne	1393	HORN (ANATOMY)
Pallas-1786-441-305	304	Конь	horse (noun)	Pferd	Caballus	Cheval	615	HORSE
Pallas-1786-441-306	305	Верблюдъ	camel (noun)	Kameel	Camelus	Chameau	1871	CAMEL
Pallas-1786-441-307	306	Оселъ	ass, donkey (animal, noun)	Eßel	Aßinus	Ane	1862	DONKEY
Pallas-1786-441-308	307	Свинья	pig (noun)	Schwein	Sus	Cochon	1337	PIG
Pallas-1786-441-309	308	Собака,Пѣсь	dog (noun)	Hund	Canis	Chien	2009	DOG
Pallas-1786-441-310	309	Котъ	cat (noun)	Katze	Catus	Chat	1208	CAT
Pallas-1786-441-311	310	Левъ	lion (noun)	Loewe	Leo	Lion	1386	LION
Pallas-1786-441-312	311	Медвѣдь	bear (noun)	Baer	Urßus	Ours	1820	BEAR
Pallas-1786-441-313	312	Волкъ	wolf (noun)	Wolf	Lupus	Loup	522	WOLF
Pallas-1786-441-314	313	Лисица	fox (noun)	Fuchs	Vulpes	Renard	1312	FOX
Pallas-1786-441-315	314	Заецъ	hare (noun)	Haße	Lepus	Liévre	1190	HARE
Pallas-1786-441-316	315	Мышъ	mouse (noun)	Maus	Mus	Souris	1491	MOUSE
Pallas-1786-441-317	316	Пѣтелъ	cock (noun)	Hahn	Gallus	Coq	1878	COCK
Pallas-1786-441-318	317	Курица	chicken (noun)	Huhn	Gallina	Poule	1318	CHICKEN
Pallas-1786-441-319	318	Гусь	goose (noun)	Gans	Anßer	Oye	1187	GOOSE
Pallas-1786-441-320	319	Утка	duck (noun)	Ente	Anas	Canard	1360	DUCK
Pallas-1786-441-321	320	Голубь	pigeon (noun)	Taube	Columba	Pigeon	1853	DOVE
Pallas-1786-441-322	321	Орелъ	eagle (noun)	Adler	Aquila	Aigle	1905	EAGLE
Pallas-1786-441-323	322	Воронъ	raven (noun)	Rabe	Corvus	Corbeau	2543	RAVEN
Pallas-1786-441-324	323	Ворона	crow (noun)	Kraehe	Cornix	Corneille	913	CROW
Pallas-1786-441-325	324	Птица	bird (noun)	Vogel	Avis	Oißeau	937	BIRD
Pallas-1786-441-326	325	Воробей	sparrow (noun)	Serling	Paßßer	Moineau	1854	SPARROW
Pallas-1786-441-327	326	Ласточка	swallow (noun)	Schwalbe	Hirundo	Hirondelle	897	SWALLOW
Pallas-1786-441-328	327	Перо	feather (noun)	Feder	Penna, Pluma	Plume	1201	FEATHER
Pallas-1786-441-329	328	Яицо	egg (noun)	Ey	Ovum	Oeuf	744	EGG
Pallas-1786-441-330	329	Гнѣздо	nest (noun)	Neßt	Nidus	Nid	539	NEST
Pallas-1786-441-331	330	Пастухъ	shepherd (noun)	Hirte	Paßtor	Berger	2544	SHEPHERD
Pallas-1786-441-332	331	Пахать	to plow, plough (verb)	Pflügen	Arare	Labourer	1921	PLOUGH
Pallas-1786-441-333	332	Соха	plough (noun)	Pflughaken	Aratum	?	2154	PLOUGH (INSTRUMENT)
Pallas-1786-441-334	333	Плугъ	plough (noun)	Pflug	Aratum	Charue	2154	PLOUGH (INSTRUMENT)
Pallas-1786-441-335	334	Борона	harrow (noun)	Egge	Occa	Herße	2545	HARROW (TOOL)
Pallas-1786-441-336	335	Жатва	harvest (noun)	Erndte	Meßßis	Recolte	611	HARVEST
Pallas-1786-441-337	336	Межа	border, frontier (noun)	Graentze	Terminus	Limite	2546	BORDER
Pallas-1786-441-338	337	Домъ	house (noun)	Haus	Domus	Maison	1252	HOUSE
Pallas-1786-441-339	338	Шалашъ, хижина	hut (noun)	Hütte	Tugurium	Cabane	1678	HUT
Pallas-1786-441-340	339	Шатеръ	tent (noun)	Zelt	Tentorium	Tente	1316	TENT
Pallas-1786-441-341	340	Дверъ	door (noun)	Thür	Porta	Porter	1567	DOOR
Pallas-1786-441-342	341	Очагъ	stove (noun)	Heerd	Focus	Foyer	859	STOVE
Pallas-1786-441-343	342	Полъ	ground, floor (noun)	Boden	Pavimentum	Plancher	2159	GROUND
Pallas-1786-441-344	343	Городъ	city (noun)	Stadt	Urbs	Ville	2547	CITY
Pallas-1786-441-345	344	Деревня	village (noun)	Dorf	Pagus	Village	930	VILLAGE
Pallas-1786-441-346	345	Топоръ	axe (noun)	Axt	Securis	Hache	677	AXE
Pallas-1786-441-347	346	Мѣра	measure (noun)	Maas	Menßura	Meßure	1506	MEASURE
Pallas-1786-441-348	347	Ножъ	knife (noun)	Meßßer	Culter	Couteau	1352	KNIFE
Pallas-1786-441-349	348	Котелъ	kettle (noun)	Keßßel	Olla	Chaudron	854	KETTLE
Pallas-1786-441-350	349	Столъ	table (noun)	Tißch	Menßa	Table	1775	TABLE
Pallas-1786-441-351	350	Скамья	bank (noun)	Bank	Scamnum	Banc	1284	BANK
Pallas-1786-441-352	351	Кадь	barrel (noun)	Faßs	Dcadus	Cuve	2548	BARREL
Pallas-1786-441-353	352	Судно	ship (noun)	Küße, Schif	Navis	Vaißßeau	740	SHIP
Pallas-1786-441-354	353	Лодья	boat (noun)	Kahn	Scapha	Eßquif	1844	BOAT
Pallas-1786-441-355	354	Возъ	vehicle (noun)	Fuhre	Vectura	Voiture	2549	VEHICLE
Pallas-1786-441-356	355	Возить	to drive (a vehicle, verb)	Führen	Veture	Voiturer	741	DRIVE
Pallas-1786-441-357	356	ѣхать	to drive (in a vehicle, verb)	Fahren	vehi	?	741	DRIVE
Pallas-1786-441-358	357	Строить	to build (verb)	Bauen	Struere	Batir	1840	BUILD
Pallas-1786-441-359	358	Платье	clothing (noun)	Kleidung	Veßtis	Vetement	1895	CLOTHES
Pallas-1786-441-360	359	Шуба	fur, pelt (noun)	Peltz	Pelliceamentum	Pelißße	580	FUR
Pallas-1786-441-361	360	Обувь	shoe (noun)	?	?	Chaußßure	1381	SHOE
Pallas-1786-441-362	361	Чулокъ	sock (noun)	Strumpf	Tibiale	Bas	1522	SOCK
Pallas-1786-441-363	362	Башмакъ	shoe, boot (noun)	Schu	Calceus	Souiller	1381	SHOE
Pallas-1786-441-364	363	Шапка	cap, hat (noun)	Mütze	Mitra	Bonnet	771	HAT
Pallas-1786-441-365	364	Поясь	belt (noun)	Gürtel	Cingulum	Ceinture	772	BELT
Pallas-1786-441-366	365	Шелкъ	silk (noun)	Seyde	Seridum	Soye	1641	SILK
Pallas-1786-441-367	366	Шерсть	wool (noun)	Wolle	Lana	Laine	964	WOOL
Pallas-1786-441-368	367	Бумага	cotton (noun)	Baumwolle	Goßßypium	Coton	1850	COTTON
Pallas-1786-441-369	368	Ленъ	linen (noun)	Flachs, Lein	Linum	Lin	916	LINEN
Pallas-1786-441-370	369	Яствы	viands, provisions of food (noun)	Speißen	Cibus, Eßca	?	2550	VIANDS (PROVISIONS)
Pallas-1786-441-371	370	Сыро	raw (noun)	Roh	Crudus	Crû	1959	RAW
Pallas-1786-441-372	371	Варить	to boil (verb)	Kochen	Coquere	Cuire	1100	COOK (SOMETHING)
Pallas-1786-441-373	372	Пиво	beer (noun)	Bier	Cervißia	Bière	1639	BEER
Pallas-1786-441-374	373	Вино	wine (noun)	Wein	Vinum	Vin	1524	WINE
Pallas-1786-441-375	374	Масло	oil, butter (noun)	Oel, Butter	Oleum, Butyrum	Huile, Beurre	2551	ORGANIC FAT OR OIL
Pallas-1786-441-376	375	Хлѣбъ	bread (noun)	Brod	Panis	Pain	1368	BREAD
Pallas-1786-441-377	376	Денги	money (noun)	Geld	Pecunia	Monnoye	1559	MONEY
Pallas-1786-441-378	377	Тать	thief (noun)	Dieb	Fur	Voleur	1160	THIEF
Pallas-1786-441-379	378	Война	war (noun)	Krieg	Bellum	Guerre	935	WAR
Pallas-1786-441-380	379	Воинъ	warrior (noun)	Krieger	Miles	Guerrier	1941	SOLDIER
Pallas-1786-441-381	380	Брань	quarrel (noun)	Zank	Rixa	Querelle	1848	QUARREL
Pallas-1786-441-382	381	Драка	fight (noun)	Schlaegerey	Pugna	Batterie	1423	FIGHT
Pallas-1786-441-383	382	Латы	harness (noun)	Harnißch	Lorica	Harnois	2552	HARNESS (ARMOUR)
Pallas-1786-441-384	383	Шлемъ	helmet (noun)	Helm	Galea	Caßque	1680	HELMET
Pallas-1786-441-385	384	Щитъ	shield (noun)	Schild	Scutum	Ecu	1064	SHIELD
Pallas-1786-441-386	385	Копье	spear (noun)	Spießs, Lanze	Haßta	Lance	945	SPEAR
Pallas-1786-441-387	386	Бѣда	need, misery (noun)	Noth	Mißeria	Mißère	2553	MISERY
Pallas-1786-441-388	387	Побѣда	victory (noun)	Sieg	Victoria	Victoire	783	VICTORY
Pallas-1786-441-389	388	Другъ	friend (noun)	Freund	Amicus	Ami	1325	FRIEND
Pallas-1786-441-390	389	Врагъ	enemy (noun)	Feind	Inimucus	Enemi	1358	ENEMY
Pallas-1786-441-391	390	Госпдинъ	sir (noun)	Herr	Dominus	Seigner		
Pallas-1786-441-392	391	Рабъ	slave (noun)	Knecht	Servus	Serf	812	SLAVE
Pallas-1786-441-393	392	Князь	prince, ruler (noun)	Fürßt	Princeps	Prince	2554	PRINCE (RULER)
Pallas-1786-441-394	393	Король	king (noun)	Koenig	Rex	Roy	1508	KING
Pallas-1786-441-395	394	Сторожъ	watchmen (noun)	Waechter	Cußtos	Garde	1940	GUARD
Pallas-1786-441-396	395	Законъ	law (noun)	Geßetz	Lex	Loix	1062	LAW
Pallas-1786-441-397	396	Иго	yoke (noun)	Joch	Jugum	Joug	14	YOKE
Pallas-1786-441-398	397	Читать	to read (verb)	Leßen	Legere	Lire	724	READ
Pallas-1786-441-399	398	Писать	to write (verb)	Schreiben	Scribere	Ecrire	1672	WRITE
Pallas-1786-441-400	399	Начало	start, beginning (noun)	Anfang	Initium	Commencement	1557	BEGINNING
Pallas-1786-441-401	400	Конецъ	end (noun)	Ende	Finis	Fin	743	END (OF TIME)
Pallas-1786-441-402	401	Да	yes (other)	Ja	Ita	Oui	1268	YES
Pallas-1786-441-403	402	Нѣтъ	no (other)	Nein	Non	Non	1269	NO
Pallas-1786-441-404	403	Теперь	now (adverb)	Ozt	Nunc	à prefent	1376	NOW
Pallas-1786-441-405	404	Прежде	before (adverb)	Zuvor	Prius	Auparavant	1882	BEFORE
Pallas-1786-441-406	405	Послѣ	after (adverb)	Nachher	Proßtea	Après	1685	AFTER
Pallas-1786-441-407	406	Блиско	near (adjective)	Nahe	Prope	Proche	1942	NEAR
Pallas-1786-441-408	407	Далеко	far (adjective)	Fern	Longinque	Loin	1406	FAR
Pallas-1786-441-409	408	Здѣсь	here (adverb)	Hier	Heic	Ici	136	HERE
Pallas-1786-441-410	409	Тамъ	there (adverb)	Dort	Ibi	Là	1937	THERE
Pallas-1786-441-411	410	Вчера	yesterday (adjective)	Geßtern	Heri	Hier	1174	YESTERDAY
Pallas-1786-441-412	411	Нынѣ	today (adjective)	Heute	Hodie	Aujourd'hui	1283	TODAY
Pallas-1786-441-413	412	Завтра	tomorrow (adjective)	Morgen	Cras	Demain	1329	TOMORROW
Pallas-1786-441-414	413	Вотъ	look	Siehe da	Ecce	Voilà	1819	LOOK
Pallas-1786-441-415	414	Или	or (conjunction)	Oder	Sive	Ou	1014	OR
Pallas-1786-441-416	415	Какъ	how (interrogative)	Wie	Quomodo	Comment	1239	HOW
Pallas-1786-441-417	416	Гдѣ	where (interrogative)	Wo	Ubi	Où	1237	WHERE
Pallas-1786-441-418	417	Когда	when (interrogative)	Wann	Quando	Quand	1238	WHEN
Pallas-1786-441-419	418	Что	what (interrogative)	Was	Quid	Quoi	1236	WHAT
Pallas-1786-441-420	419	Кто	who (interrogative)	Wer	Quis	Qui	1235	WHO
Pallas-1786-441-421	420	Кѣмъ	with whom (interrogative)	Mit wem	Quocum	Avec qui	1235	WHO
Pallas-1786-441-422	421	Чемъ	whith what (interrogative)	Womit	Quonam	Avec quoi	1236	WHAT
Pallas-1786-441-423	422	Подъ	under (preposition)	Unter	Sub	Sous	1485	BELOW OR UNDER
Pallas-1786-441-424	423	Надъ	over (preposition)	Ueber	Supra	Sur	1741	ABOVE
Pallas-1786-441-425	424	Безъ	without (preposition)	Ohne	Sine	Sans	1478	WITHOUT
Pallas-1786-441-426	425	Во	in (preposition)	In	In	Enemi	1460	IN
Pallas-1786-441-427	426	Число	number (noun)	Zahl	Numerus	Nombre	1356	NUMBER
Pallas-1786-441-428	427	Одинъ	one (numeral)	Eins	Unus	Un	1493	ONE
Pallas-1786-441-429	428	Два	two (numeral)	Zwey	Duo	Deux	1498	TWO
Pallas-1786-441-430	429	Три	three (numeral)	Drey	Tria	Trois	492	THREE
Pallas-1786-441-431	430	Четыре	four (numeral)	Vier	Quatuor	Quatre	1500	FOUR
Pallas-1786-441-432	431	Пять	five (numeral)	Fünf	Quinque	Cinq	493	FIVE
Pallas-1786-441-433	432	Шесть	six (numeral)	Sechs	Sex	Six	1703	SIX
Pallas-1786-441-434	433	Семь	seven (numeral)	Sieben	Septem	Septentrion	1704	SEVEN
Pallas-1786-441-435	434	Восемь	eight (numeral)	Acht	Octo	Huit	1705	EIGHT
Pallas-1786-441-436	435	Девять	nine (numeral)	Neun	Novem	Neuf	1483	NINE
Pallas-1786-441-437	436	Десять	tene (numeral)	Zehn	Dix	Decem	1515	TEN
Pallas-1786-441-438	437	Одинатцать	eleven (numeral)	Eilfe	Undecim	Onze	1706	ELEVEN
Pallas-1786-441-439	438	Дватцать	twelve (numeral)	Zwanzig	Viginti	Vingt	1707	TWELVE
Pallas-1786-441-440	439	Трицать	thirty (numeral)	Dreyßßig	Triginta	Trente	1715	THIRTY
Pallas-1786-441-441	440	Сто	hundred (numeral)	Hundert	Centum	Cent	1634	HUNDRED
Pallas-1786-441-442	441	Тысяча	thousand (numeral)	Taußend	Mille	Mille	1843	THOUSAND
