ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	URL	ENGLISH	FRENCH
TeilDautrey-2008-430-227	227	244	LEFT	https://abvd.shh.mpg.de/bantu/word.php?v=227	left (hand)	(main) gauche
TeilDautrey-2008-430-228	228	1297	LEG	https://abvd.shh.mpg.de/bantu/word.php?v=228	leg	jambe
TeilDautrey-2008-430-229	229	319	LICK	https://abvd.shh.mpg.de/bantu/word.php?v=229	lick	lécher
TeilDautrey-2008-430-230	230	2116	REST OR SLEEP	https://abvd.shh.mpg.de/bantu/word.php?v=230	lie down, sleep	se coucher, dormir
TeilDautrey-2008-430-231	231	630	LIGHT (RADIATION)	https://abvd.shh.mpg.de/bantu/word.php?v=231	light	léger
TeilDautrey-2008-430-232	232	1654	LIGHTNING	https://abvd.shh.mpg.de/bantu/word.php?v=232	lightning	éclair
TeilDautrey-2008-430-233	233	478	LIP	https://abvd.shh.mpg.de/bantu/word.php?v=233	lip	lèvre
TeilDautrey-2008-430-234	234	1608	LISTEN	https://abvd.shh.mpg.de/bantu/word.php?v=234	listen	écouter
TeilDautrey-2008-430-235	235	1224	LIVER	https://abvd.shh.mpg.de/bantu/word.php?v=235	liver	foie
TeilDautrey-2008-430-236	236	810	LOCUST	https://abvd.shh.mpg.de/bantu/word.php?v=236	locust	criquet
TeilDautrey-2008-430-237	237	1203	LONG	https://abvd.shh.mpg.de/bantu/word.php?v=237	long	long
TeilDautrey-2008-430-238	238	1819	LOOK	https://abvd.shh.mpg.de/bantu/word.php?v=238	look at	regarder
TeilDautrey-2008-430-239	239	1468	LOOK FOR	https://abvd.shh.mpg.de/bantu/word.php?v=239	look for	chercher
TeilDautrey-2008-430-240	240	1392	LOUSE	https://abvd.shh.mpg.de/bantu/word.php?v=240	louse	pou
TeilDautrey-2008-430-241	241	2117	DESIRE	https://abvd.shh.mpg.de/bantu/word.php?v=241	love, want	vouloir, aimer
TeilDautrey-2008-430-242	242	688	LUNG	https://abvd.shh.mpg.de/bantu/word.php?v=242	lung	poumon
TeilDautrey-2008-430-243	243	506	MAIZE	https://abvd.shh.mpg.de/bantu/word.php?v=243	maize	maïs
TeilDautrey-2008-430-244	244	1198	MANY	https://abvd.shh.mpg.de/bantu/word.php?v=244	many	beaucoup
TeilDautrey-2008-430-245	245	203	MARRY	https://abvd.shh.mpg.de/bantu/word.php?v=245	marry	épouser (sujet : homme)
TeilDautrey-2008-430-246	246	634	MEAT	https://abvd.shh.mpg.de/bantu/word.php?v=246	meat	viande
TeilDautrey-2008-430-247	247	1372	MEDICINE	https://abvd.shh.mpg.de/bantu/word.php?v=247	medicine	remède
TeilDautrey-2008-430-248	248	394	SHAMAN (FOLK HEALER)	https://abvd.shh.mpg.de/bantu/word.php?v=248	medicine man, doctor	guérisseur, tradipraticie
TeilDautrey-2008-430-249	249	1831	MEET	https://abvd.shh.mpg.de/bantu/word.php?v=249	meet	rencontrer
TeilDautrey-2008-430-250	250	635	MILK	https://abvd.shh.mpg.de/bantu/word.php?v=250	milk	lait
TeilDautrey-2008-430-251	251	1313	MOON	https://abvd.shh.mpg.de/bantu/word.php?v=251	moon	lune
TeilDautrey-2008-430-252	252	1509	MOSQUITO	https://abvd.shh.mpg.de/bantu/word.php?v=252	mosquito	moustique
TeilDautrey-2008-430-253	253	1166	MOULD	https://abvd.shh.mpg.de/bantu/word.php?v=253	mould pottery	façonner de la poterie
TeilDautrey-2008-430-254	254	2118	MOUNTAIN OR HILL	https://abvd.shh.mpg.de/bantu/word.php?v=254	mountain, (hill)	montagne, (colline)
TeilDautrey-2008-430-255	255	674	MOUTH	https://abvd.shh.mpg.de/bantu/word.php?v=255	mouth	bouche
TeilDautrey-2008-430-256	256	229	MOVE AWAY	https://abvd.shh.mpg.de/bantu/word.php?v=256	move away	émigrer, déménager
TeilDautrey-2008-430-257	257	640	MUD	https://abvd.shh.mpg.de/bantu/word.php?v=257	mud	boue
TeilDautrey-2008-430-258	258	1405	NAME	https://abvd.shh.mpg.de/bantu/word.php?v=258	name	nom
TeilDautrey-2008-430-259	259	1347	NAPE (OF NECK)	https://abvd.shh.mpg.de/bantu/word.php?v=259	nape	nuque
TeilDautrey-2008-430-260	260	1838	NAVEL	https://abvd.shh.mpg.de/bantu/word.php?v=260	navel	nombril
TeilDautrey-2008-430-261	261	1942	NEAR	https://abvd.shh.mpg.de/bantu/word.php?v=261	near	près
TeilDautrey-2008-430-262	262	1333	NECK	https://abvd.shh.mpg.de/bantu/word.php?v=262	neck	cou
TeilDautrey-2008-430-263	263	1231	NEW	https://abvd.shh.mpg.de/bantu/word.php?v=263	new	nouveau
TeilDautrey-2008-430-264	264	1233	NIGHT	https://abvd.shh.mpg.de/bantu/word.php?v=264	night	nuit
TeilDautrey-2008-430-265	265	1483	NINE	https://abvd.shh.mpg.de/bantu/word.php?v=265	nine	neuf
TeilDautrey-2008-430-266	266	1221	NOSE	https://abvd.shh.mpg.de/bantu/word.php?v=266	nose	nez
TeilDautrey-2008-430-268	268	725	OLD PERSON	https://abvd.shh.mpg.de/bantu/word.php?v=268	old person	vieillard
TeilDautrey-2008-430-270	270	1493	ONE	https://abvd.shh.mpg.de/bantu/word.php?v=270	one	un
TeilDautrey-2008-430-271	271	1156	OPEN	https://abvd.shh.mpg.de/bantu/word.php?v=271	open	ouvrir
TeilDautrey-2008-430-272	272	780	OUR	https://abvd.shh.mpg.de/bantu/word.php?v=272	ours	notre
TeilDautrey-2008-430-273	273	762	OUTSIDE	https://abvd.shh.mpg.de/bantu/word.php?v=273	outside	dehors
TeilDautrey-2008-430-274	274	1999	OVERCOME	https://abvd.shh.mpg.de/bantu/word.php?v=274	overcome	vaincre
TeilDautrey-2008-430-275	275	1183	PALM OF HAND	https://abvd.shh.mpg.de/bantu/word.php?v=275	palm of hand	paume
TeilDautrey-2008-430-276	276	402	SURPASS	https://abvd.shh.mpg.de/bantu/word.php?v=276	pass, surpass	dépasser
TeilDautrey-2008-430-277	277	2252	PATH	https://abvd.shh.mpg.de/bantu/word.php?v=277	path	sentier, chemin
TeilDautrey-2008-430-278	278	718	PAY	https://abvd.shh.mpg.de/bantu/word.php?v=278	pay	payer
TeilDautrey-2008-430-279	279	275	PEEL	https://abvd.shh.mpg.de/bantu/word.php?v=279	peel	peler
TeilDautrey-2008-430-280	280	1222	PENIS	https://abvd.shh.mpg.de/bantu/word.php?v=280	penis	pénis
TeilDautrey-2008-430-281	281	683	PERSON	https://abvd.shh.mpg.de/bantu/word.php?v=281	person	personne
TeilDautrey-2008-430-282	282	1337	PIG	https://abvd.shh.mpg.de/bantu/word.php?v=282	pig	porc (sauvage), potamochère
TeilDautrey-2008-430-283	283	1124	PIPE	https://abvd.shh.mpg.de/bantu/word.php?v=283	pipe	pipe
TeilDautrey-2008-430-284	284	1667	HOLE	https://abvd.shh.mpg.de/bantu/word.php?v=284	pit, hole	fosse, trou dans le sol
TeilDautrey-2008-430-285	285	723	PLACE (POSITION)	https://abvd.shh.mpg.de/bantu/word.php?v=285	place	endroit, lieu
TeilDautrey-2008-430-286	286	653	PLANT (VEGETATION)	https://abvd.shh.mpg.de/bantu/word.php?v=286	plant	planter
TeilDautrey-2008-430-288	288			https://abvd.shh.mpg.de/bantu/word.php?v=288	pound grain	piler
TeilDautrey-2008-430-289	289	1487	POUR	https://abvd.shh.mpg.de/bantu/word.php?v=289	pour away	verser
TeilDautrey-2008-430-290	290	1455	PULL	https://abvd.shh.mpg.de/bantu/word.php?v=290	pull	tirer
TeilDautrey-2008-430-291	291	1452	PUSH	https://abvd.shh.mpg.de/bantu/word.php?v=291	push	pousser
TeilDautrey-2008-430-292	292	998	PUT	https://abvd.shh.mpg.de/bantu/word.php?v=292	put, set	mettre, poser
TeilDautrey-2008-430-293	293	1848	QUARREL	https://abvd.shh.mpg.de/bantu/word.php?v=293	quarrel	se disputer
TeilDautrey-2008-430-294	294	658	RAIN (PRECIPITATION)	https://abvd.shh.mpg.de/bantu/word.php?v=294	rain	pluie
TeilDautrey-2008-430-295	295	1181	PALM TREE	https://abvd.shh.mpg.de/bantu/word.php?v=295	raphia palm	palmier raphia
TeilDautrey-2008-430-296	296	190	MOW	https://abvd.shh.mpg.de/bantu/word.php?v=296	reap	récolter
TeilDautrey-2008-430-297	297	1978	RECOVER	https://abvd.shh.mpg.de/bantu/word.php?v=297	recover	guérir
TeilDautrey-2008-430-298	298	156	RED	https://abvd.shh.mpg.de/bantu/word.php?v=298	red	rouge
TeilDautrey-2008-430-299	299	659	REED	https://abvd.shh.mpg.de/bantu/word.php?v=299	reed	roseau
TeilDautrey-2008-430-300	300			https://abvd.shh.mpg.de/bantu/word.php?v=300	refuse to give	refuser
TeilDautrey-2008-430-301	301	49	REFUSE	https://abvd.shh.mpg.de/bantu/word.php?v=301	refuse, say no	refuser
TeilDautrey-2008-430-302	302	707	REMEMBER	https://abvd.shh.mpg.de/bantu/word.php?v=302	remember	se souvenir
TeilDautrey-2008-430-303	303	1777	RESEMBLE	https://abvd.shh.mpg.de/bantu/word.php?v=303	resemble	ressembler
TeilDautrey-2008-430-304	304	581	COME BACK	https://abvd.shh.mpg.de/bantu/word.php?v=304	return	revenir
TeilDautrey-2008-430-305	305	801	RIB	https://abvd.shh.mpg.de/bantu/word.php?v=305	rib	côte
TeilDautrey-2008-430-306	306	1019	RIGHT	https://abvd.shh.mpg.de/bantu/word.php?v=306	right (hand)	(main) droite
TeilDautrey-2008-430-307	307	179	RIPEN	https://abvd.shh.mpg.de/bantu/word.php?v=307	ripen	mûrir
TeilDautrey-2008-430-308	308	666	RIVER	https://abvd.shh.mpg.de/bantu/word.php?v=308	river	fleuve, rivière
TeilDautrey-2008-430-309	309	1962	ROAST (SOMETHING)	https://abvd.shh.mpg.de/bantu/word.php?v=309	roast	rôtir
TeilDautrey-2008-430-310	310	1511	ROOSTER	https://abvd.shh.mpg.de/bantu/word.php?v=310	rooster	coq
TeilDautrey-2008-430-311	311	670	ROOT	https://abvd.shh.mpg.de/bantu/word.php?v=311	root	racine
TeilDautrey-2008-430-312	312	1728	ROTTEN	https://abvd.shh.mpg.de/bantu/word.php?v=312	rotten	pourri
TeilDautrey-2008-430-313	313	1519	RUN	https://abvd.shh.mpg.de/bantu/word.php?v=313	run	courir
TeilDautrey-2008-430-314	314	1503	SALIVA	https://abvd.shh.mpg.de/bantu/word.php?v=314	saliva, spittle	salive
TeilDautrey-2008-430-315	315	1274	SALT	https://abvd.shh.mpg.de/bantu/word.php?v=315	salt	sel
TeilDautrey-2008-430-316	316	671	SAND	https://abvd.shh.mpg.de/bantu/word.php?v=316	sand	sable
TeilDautrey-2008-430-317	317	1458	SAY	https://abvd.shh.mpg.de/bantu/word.php?v=317	say	dire
TeilDautrey-2008-430-318	318	1409	SEE	https://abvd.shh.mpg.de/bantu/word.php?v=318	see	voir
TeilDautrey-2008-430-319	319	714	SEED	https://abvd.shh.mpg.de/bantu/word.php?v=319	seed	semence
TeilDautrey-2008-430-320	320	855	SEIZE	https://abvd.shh.mpg.de/bantu/word.php?v=320	seize	saisir
TeilDautrey-2008-430-321	321	1993	SELF	https://abvd.shh.mpg.de/bantu/word.php?v=321	self	soi-même
TeilDautrey-2008-430-322	322	1571	SELL	https://abvd.shh.mpg.de/bantu/word.php?v=322	sell	vendre
TeilDautrey-2008-430-323	323	1127	SEND	https://abvd.shh.mpg.de/bantu/word.php?v=323	send	envoyer
TeilDautrey-2008-430-324	324	2015	MAKE DRY	https://abvd.shh.mpg.de/bantu/word.php?v=324	set out to dry	mettre du linge à sécher
TeilDautrey-2008-430-325	325	1704	SEVEN	https://abvd.shh.mpg.de/bantu/word.php?v=325	seven	sept
TeilDautrey-2008-430-326	326	1457	SEW	https://abvd.shh.mpg.de/bantu/word.php?v=326	sew	coudre
TeilDautrey-2008-430-327	327	1388	SHADE	https://abvd.shh.mpg.de/bantu/word.php?v=327	shadow	ombre
TeilDautrey-2008-430-328	328	1776	SHAME	https://abvd.shh.mpg.de/bantu/word.php?v=328	shame	honte
TeilDautrey-2008-430-329	329	251	SHARPEN (SOMETHING)	https://abvd.shh.mpg.de/bantu/word.php?v=329	sharpen	aiguiser
TeilDautrey-2008-430-330	330	231	SHAVE	https://abvd.shh.mpg.de/bantu/word.php?v=330	shave	se raser
TeilDautrey-2008-430-331	331	1331	SHEEP	https://abvd.shh.mpg.de/bantu/word.php?v=331	sheep	mouton
TeilDautrey-2008-430-332	332	1064	SHIELD	https://abvd.shh.mpg.de/bantu/word.php?v=332	shield	bouclier
TeilDautrey-2008-430-333	333	186	SHIN	https://abvd.shh.mpg.de/bantu/word.php?v=333	shin	tibia
TeilDautrey-2008-430-334	334	52	SHIVER	https://abvd.shh.mpg.de/bantu/word.php?v=334	shiver	trembler
TeilDautrey-2008-430-335	335	1645	SHORT	https://abvd.shh.mpg.de/bantu/word.php?v=335	short	court
TeilDautrey-2008-430-336	336	1482	SHOULDER	https://abvd.shh.mpg.de/bantu/word.php?v=336	shoulder	épaule
TeilDautrey-2008-430-337	337	1847	SICK	https://abvd.shh.mpg.de/bantu/word.php?v=337	sick (man)	malade
TeilDautrey-2008-430-338	338	1261	SING	https://abvd.shh.mpg.de/bantu/word.php?v=338	sing	chanter
TeilDautrey-2008-430-339	339	1416	SIT	https://abvd.shh.mpg.de/bantu/word.php?v=339	sit	être assis
TeilDautrey-2008-430-340	340	1703	SIX	https://abvd.shh.mpg.de/bantu/word.php?v=340	six	six
TeilDautrey-2008-430-341	341	763	SKIN	https://abvd.shh.mpg.de/bantu/word.php?v=341	skin	peau (d'animal)
TeilDautrey-2008-430-342	342	1732	SKY	https://abvd.shh.mpg.de/bantu/word.php?v=342	sky	ciel
TeilDautrey-2008-430-343	343			https://abvd.shh.mpg.de/bantu/word.php?v=343	slap, flat of hand	gifle
TeilDautrey-2008-430-344	344	1796	SLAUGHTER	https://abvd.shh.mpg.de/bantu/word.php?v=344	slaughter	égorger
TeilDautrey-2008-430-345	345	1585	SLEEP	https://abvd.shh.mpg.de/bantu/word.php?v=345	sleep	sommeil
TeilDautrey-2008-430-346	346	1246	SMALL	https://abvd.shh.mpg.de/bantu/word.php?v=346	small	petit
TeilDautrey-2008-430-347	347	1054	SMALLPOX	https://abvd.shh.mpg.de/bantu/word.php?v=347	smallpox	variole
TeilDautrey-2008-430-348	348	2124	SMELL	https://abvd.shh.mpg.de/bantu/word.php?v=348	smell	sentir
TeilDautrey-2008-430-349	349	42	STINKING	https://abvd.shh.mpg.de/bantu/word.php?v=349	smell bad	sentir mauvais, puer
TeilDautrey-2008-430-350	350	376	FRAGRANT	https://abvd.shh.mpg.de/bantu/word.php?v=350	smell good	sentir bon
TeilDautrey-2008-430-351	351	778	SMOKE (EXHAUST)	https://abvd.shh.mpg.de/bantu/word.php?v=351	smoke	fumée
TeilDautrey-2008-430-352	352	730	SNAKE	https://abvd.shh.mpg.de/bantu/word.php?v=352	snake	serpent
TeilDautrey-2008-430-353	353	1983	SNORE	https://abvd.shh.mpg.de/bantu/word.php?v=353	snore, snort	ronfler
TeilDautrey-2008-430-354	354	830	SOOT	https://abvd.shh.mpg.de/bantu/word.php?v=354	soot	suie
TeilDautrey-2008-430-355	355	823	SORCERER	https://abvd.shh.mpg.de/bantu/word.php?v=355	sorceror	sorcier
TeilDautrey-2008-430-356	356	518	SPARK	https://abvd.shh.mpg.de/bantu/word.php?v=356	spark	étincelle
TeilDautrey-2008-430-357	357	1623	SPEAK	https://abvd.shh.mpg.de/bantu/word.php?v=357	speak	parler
TeilDautrey-2008-430-358	358	945	SPEAR	https://abvd.shh.mpg.de/bantu/word.php?v=358	spear	lance
TeilDautrey-2008-430-359	359	1505	SPERM	https://abvd.shh.mpg.de/bantu/word.php?v=359	sperm	sperme
TeilDautrey-2008-430-360	360	843	SPIDER	https://abvd.shh.mpg.de/bantu/word.php?v=360	spider	araignée
TeilDautrey-2008-430-361	361	1440	SPIT	https://abvd.shh.mpg.de/bantu/word.php?v=361	spit	cracher
TeilDautrey-2008-430-362	362	1437	SPLIT	https://abvd.shh.mpg.de/bantu/word.php?v=362	split, crack	fendre
TeilDautrey-2008-430-363	363	519	SPOT	https://abvd.shh.mpg.de/bantu/word.php?v=363	spot, speckle	tache
TeilDautrey-2008-430-364	364	38	SPREAD OUT	https://abvd.shh.mpg.de/bantu/word.php?v=364	spread	étendre
TeilDautrey-2008-430-365	365	849	SPRING (OF WATER)	https://abvd.shh.mpg.de/bantu/word.php?v=365	spring	source
TeilDautrey-2008-430-366	366	93	DRAW MILK	https://abvd.shh.mpg.de/bantu/word.php?v=366	squeeze, milk	serrer
TeilDautrey-2008-430-367	367	1442	STAND	https://abvd.shh.mpg.de/bantu/word.php?v=367	stand	être debout
TeilDautrey-2008-430-368	368	1430	STAR	https://abvd.shh.mpg.de/bantu/word.php?v=368	star	étoile
TeilDautrey-2008-430-369	369	713	STEAL	https://abvd.shh.mpg.de/bantu/word.php?v=369	steal	voler (dérober)
TeilDautrey-2008-430-370	370	1295	STICK	https://abvd.shh.mpg.de/bantu/word.php?v=370	stick	bâton
TeilDautrey-2008-430-371	371	857	STONE	https://abvd.shh.mpg.de/bantu/word.php?v=371	stone	pierre
TeilDautrey-2008-430-372	372	791	STRANGER	https://abvd.shh.mpg.de/bantu/word.php?v=372	stranger, guest	étranger, hôte
TeilDautrey-2008-430-373	373	202	STRENGTH	https://abvd.shh.mpg.de/bantu/word.php?v=373	strength	force
TeilDautrey-2008-430-374	374	214	STRETCH	https://abvd.shh.mpg.de/bantu/word.php?v=374	stretch oneself	s'étirer
TeilDautrey-2008-430-375	375	362	STRING	https://abvd.shh.mpg.de/bantu/word.php?v=375	string	ficelle
TeilDautrey-2008-430-376	376	1866	STUTTER	https://abvd.shh.mpg.de/bantu/word.php?v=376	stutter	bégayer
TeilDautrey-2008-430-377	377	1421	SUCK	https://abvd.shh.mpg.de/bantu/word.php?v=377	suck	téter, sucer
TeilDautrey-2008-430-378	378	833	ENDURE	https://abvd.shh.mpg.de/bantu/word.php?v=378	suffer, bear patiently	supporter
TeilDautrey-2008-430-379	379	146	SUGAR CANE	https://abvd.shh.mpg.de/bantu/word.php?v=379	sugar cane	canne à sucre
TeilDautrey-2008-430-380	380	1343	SUN	https://abvd.shh.mpg.de/bantu/word.php?v=380	sun	soleil
TeilDautrey-2008-430-381	381	897	SWALLOW	https://abvd.shh.mpg.de/bantu/word.php?v=381	swallow	avaler
TeilDautrey-2008-430-382	382	1939	SWEAR	https://abvd.shh.mpg.de/bantu/word.php?v=382	swear	jurer, faire un serment
TeilDautrey-2008-430-383	383	2458	PERSPIRE OR SWEAT	https://abvd.shh.mpg.de/bantu/word.php?v=383	sweat	sueur
TeilDautrey-2008-430-384	384	230	SWEEP	https://abvd.shh.mpg.de/bantu/word.php?v=384	sweep	balayer
TeilDautrey-2008-430-385	385	159	SWEET POTATO	https://abvd.shh.mpg.de/bantu/word.php?v=385	sweet potato	patate douce
TeilDautrey-2008-430-386	386	1573	SWELL	https://abvd.shh.mpg.de/bantu/word.php?v=386	swell	enfler
TeilDautrey-2008-430-387	387	1220	TAIL	https://abvd.shh.mpg.de/bantu/word.php?v=387	tail	queue
TeilDautrey-2008-430-388	388	1755	UNDRESS	https://abvd.shh.mpg.de/bantu/word.php?v=388	take off clothes	se déshabiller
TeilDautrey-2008-430-389	389	21	TASTE (SOMETHING)	https://abvd.shh.mpg.de/bantu/word.php?v=389	taste	goûter
TeilDautrey-2008-430-390	390	1651	TEAR (OF EYE)	https://abvd.shh.mpg.de/bantu/word.php?v=390	tears	larmes
TeilDautrey-2008-430-391	391	1515	TEN	https://abvd.shh.mpg.de/bantu/word.php?v=391	ten	dix
TeilDautrey-2008-430-392	392	883	TERMITE	https://abvd.shh.mpg.de/bantu/word.php?v=392	termite	termite
TeilDautrey-2008-430-393	393	797	TESTICLES	https://abvd.shh.mpg.de/bantu/word.php?v=393	testicle	testicule
TeilDautrey-2008-430-394	394	471	UPPER LEG (THIGH)	https://abvd.shh.mpg.de/bantu/word.php?v=394	thigh	cuisse
TeilDautrey-2008-430-395	395	848	THIRST	https://abvd.shh.mpg.de/bantu/word.php?v=395	thirst	soif
TeilDautrey-2008-430-396	396	124	THORN	https://abvd.shh.mpg.de/bantu/word.php?v=396	thorn	épine
TeilDautrey-2008-430-397	397	492	THREE	https://abvd.shh.mpg.de/bantu/word.php?v=397	three	trois
TeilDautrey-2008-430-398	398	1527	TICK	https://abvd.shh.mpg.de/bantu/word.php?v=398	tick	tique
TeilDautrey-2008-430-399	399	1917	TIE	https://abvd.shh.mpg.de/bantu/word.php?v=399	tie up	attacher
TeilDautrey-2008-430-400	400	1283	TODAY	https://abvd.shh.mpg.de/bantu/word.php?v=400	today	aujourd'hui
TeilDautrey-2008-430-401	401	1329	TOMORROW	https://abvd.shh.mpg.de/bantu/word.php?v=401	tomorrow	demain
TeilDautrey-2008-430-403	403	1205	TONGUE	https://abvd.shh.mpg.de/bantu/word.php?v=403	tongue	langue
TeilDautrey-2008-430-404	404	1380	TOOTH	https://abvd.shh.mpg.de/bantu/word.php?v=404	tooth	dent
TeilDautrey-2008-430-405	405	895	TORTOISE	https://abvd.shh.mpg.de/bantu/word.php?v=405	tortoise	tortue (terrestre)
TeilDautrey-2008-430-406	406	906	TREE	https://abvd.shh.mpg.de/bantu/word.php?v=406	tree	arbre
TeilDautrey-2008-430-407	407	1812	TRY	https://abvd.shh.mpg.de/bantu/word.php?v=407	try	essayer
TeilDautrey-2008-430-408	408	1005	TWINS	https://abvd.shh.mpg.de/bantu/word.php?v=408	twins	jumeaux
TeilDautrey-2008-430-409	409	1498	TWO	https://abvd.shh.mpg.de/bantu/word.php?v=409	two	deux
TeilDautrey-2008-430-410	410	1958	UNRIPE	https://abvd.shh.mpg.de/bantu/word.php?v=410	unripe	pas mûr, cru
TeilDautrey-2008-430-411	411	2379	UP OR ABOVE	https://abvd.shh.mpg.de/bantu/word.php?v=411	up, above	au-dessus
TeilDautrey-2008-430-412	412	592	PISS	https://abvd.shh.mpg.de/bantu/word.php?v=412	urinate	uriner, pisser
TeilDautrey-2008-430-413	413	1142	URINE	https://abvd.shh.mpg.de/bantu/word.php?v=413	urine	urine
TeilDautrey-2008-430-414	414	1924	VEIN	https://abvd.shh.mpg.de/bantu/word.php?v=414	vein	veine, tendon
TeilDautrey-2008-430-415	415	930	VILLAGE	https://abvd.shh.mpg.de/bantu/word.php?v=415	village	village
TeilDautrey-2008-430-416	416	1363	VOICE	https://abvd.shh.mpg.de/bantu/word.php?v=416	voice	voix
TeilDautrey-2008-430-417	417	1278	VOMIT	https://abvd.shh.mpg.de/bantu/word.php?v=417	vomit	vomir
TeilDautrey-2008-430-418	418	935	WAR	https://abvd.shh.mpg.de/bantu/word.php?v=418	war	guerre
TeilDautrey-2008-430-419	419	948	WATER	https://abvd.shh.mpg.de/bantu/word.php?v=419	water	eau
TeilDautrey-2008-430-420	420	1212	WE	https://abvd.shh.mpg.de/bantu/word.php?v=420	we	nous
TeilDautrey-2008-430-421	421	976	WEAR	https://abvd.shh.mpg.de/bantu/word.php?v=421	wear	mettre un vêtement
TeilDautrey-2008-430-422	422	954	WELL	https://abvd.shh.mpg.de/bantu/word.php?v=422	well	puits
TeilDautrey-2008-430-423	423	1236	WHAT	https://abvd.shh.mpg.de/bantu/word.php?v=423	what	quoi
TeilDautrey-2008-430-424	424	1335	WHITE	https://abvd.shh.mpg.de/bantu/word.php?v=424	white	blanc
TeilDautrey-2008-430-425	425			https://abvd.shh.mpg.de/bantu/word.php?v=425	white hair	cheveux blancs
TeilDautrey-2008-430-426	426	1235	WHO	https://abvd.shh.mpg.de/bantu/word.php?v=426	who	qui
TeilDautrey-2008-430-427	427	1199	WIFE	https://abvd.shh.mpg.de/bantu/word.php?v=427	wife	épouse
TeilDautrey-2008-430-428	428	960	WIND	https://abvd.shh.mpg.de/bantu/word.php?v=428	wind	vent
TeilDautrey-2008-430-429	429	1257	WING	https://abvd.shh.mpg.de/bantu/word.php?v=429	wing	aile
TeilDautrey-2008-430-430	430	1454	WIPE	https://abvd.shh.mpg.de/bantu/word.php?v=430	wipe	essuyer
TeilDautrey-2008-430-431	431	1174	YESTERDAY	https://abvd.shh.mpg.de/bantu/word.php?v=431	yesterday	hier
TeilDautrey-2008-430-432	432	1215	THOU	https://abvd.shh.mpg.de/bantu/word.php?v=432	you	vos
TeilDautrey-2008-430-433	433	76	YOUNG MAN	https://abvd.shh.mpg.de/bantu/word.php?v=433	young man	jeune homme
TeilDautrey-2008-430-434	434	732	YOUR (SINGULAR)	https://abvd.shh.mpg.de/bantu/word.php?v=434	yours	votre
TeilDautrey-2008-430-435	435			https://abvd.shh.mpg.de/bantu/word.php?v=435	come from	
