ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORDPAIR_GLOSS	WORDPAIR	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
Vulic-2020-3776-506	506	danger	1810	DANGER	danger; threat	word1-506	nouns	3.8	3.727272727	3.7	4.769230769	2.7	5.4	5.6	4	5.8	4.9	4.2	4.3	4.272727273	4.447435897	خطر	危险	perygl	oht	vaara	danger	סכנה	niebezpieczeństwo	опасность	peligro	hatari	危險
Vulic-2020-3776-507	507	word			word; dictionary	word1-507	nouns	3.1	0.454545455	1.7	0.692307692	1.7	1.3	2.7	1.9	0.8	0.8	1.2	1.7	0.727272727	1.306177156	كلمة	字	gair	sõna	sana	mot	מילה	słowo	слово	palabra	neno	字
Vulic-2020-3776-508	508	calf	1989	CALF	calf; bull	word1-508	nouns	4.5	3.181818182	1.8	1.615384615	1.5	2.3	3.1	2.6	2	2.2	2.3	2.2	3.363636364	2.346736597	عجل	小牛	llo	vasikas	vasikka	veau	עגל	cielę	теленок	becerro	ndama	小牛
Vulic-2020-3776-509	509	bath			bath; wife	word1-509	nouns	0	0	0	0	0	0	0.1	0.1	0	0	0.2	0	0.090909091	0.040909091	حمّام	沐浴	bàth	vann	kylpy	baignoire	אמבטיה	wanna	ванна	bañera	kuoga	沖涼
Vulic-2020-3776-510	510	crochet			crochet; uniform	word1-510	nouns	0.5	0.454545455	0	0	0.4	0	0.1	0.3	0	0.4	0.3	0	0	0.162878788	حبك	钩针编织	crosio	heegeldus	virkkaus	crochet	קרושה	robótka szydełkowa	вязание	tejer	sare	鈎織編織
Vulic-2020-3776-511	511	belief	3333	BELIEF (RELIGIOUS)	belief; flower	word1-511	nouns	0	0.181818182	0	0.230769231	0.1	0	0	0	0	0.1	0.1	0.1	0	0.067715618	ايمان	信念	cred	uskumus	uskomus	croyance	אמונה	przekonanie	вера	creencia	imani	信念
Vulic-2020-3776-512	512	hen	1514	HEN	hen; turkey	word1-512	nouns	3.3	2.272727273	2	1.153846154	1.5	2	3.4	1.6	3.2	1	0.8	0.9	2.181818182	1.834032634	دجاجة	母鸡	iâr	kana	naaraslintu	poule	תרנגולת	kura	курица	gallina	kuku	母雞
Vulic-2020-3776-513	513	root	670	ROOT	root; grass	word1-513	nouns	2.1	0.363636364	0.4	0.615384615	1.1	1	2.6	1.3	0.4	0.7	1.2	0.4	0.454545455	0.877797203	جذر	根	gwraidd	juur	juuri	racine	שורש	korzeń	корень	raíz	mzizi	根
Vulic-2020-3776-514	514	intelligence			intelligence; insight	word1-514	nouns	3.1	2.363636364	2.5	2.384615385	0.2	3.4	4.5	2.3	0	1.9	1.2	2.7	2.545454545	2.166142191	ذكاء	智力	deallusrwydd	intelligentsus	älykkyys	intelligence	אינטליגנציה	inteligencja	ум	inteligencia	akili	智力
Vulic-2020-3776-515	515	nature			nature; flora	word1-515	nouns	2.9	1.818181818	2	2.538461538	2.7	2.4	3.8	2.3	3.1	2.9	2.4	0.3	1.272727273	2.294114219	طبيعة	大自然	natur	loodus	luonto	nature	טבע	natura	природа	naturaleza	mimea	大自然
Vulic-2020-3776-516	516	blitz			blitz; attack	word1-516	nouns	3	3.454545455	3.3	3	4	4	2.9	3.3	5.5	3.3	2.8	4.9	3.090909091	3.628787879	حرب خاطفة	闪电攻击	blits	äkkrünnak	salamahyökkäys	blitz	בליץ	szturm	блицкриг	bombardeo aéreo	shambulio	閃電攻擊
Vulic-2020-3776-517	517	alcohol			alcohol; brandy	word1-517	nouns	3.4	3.636363636	2.3	1.384615385	2.4	2.8	3.6	2.5	3.3	2.2	1.8	3	3.636363636	2.713111888	كحول	酒	alcohol	alkohol	alkoholi	alcool	אלכוהול	alkohol	алкоголь	alcohol	kileo	酒
Vulic-2020-3776-518	518	butterfly	1791	BUTTERFLY	butterfly; rose	word1-518	nouns	2.6	0.545454545	0.4	0	0.4	0.3	0.7	0.5	0.2	0.6	0.3	0.1	0.090909091	0.34469697	فراشة	蝴蝶	Pili-pala	liblikas	perhonen	papillon	פרפר	motyl	бабочка	mariposa	waridi	蝴蝶
Vulic-2020-3776-519	519	bean	832	BEAN	bean; coffee	word1-519	nouns	0.3	0.363636364	0.8	0.692307692	1.4	0.6	0.7	1.4	1.1	0.8	0.2	0.4	0.545454545	0.75011655	فصوليا	豆	ffa	uba	papu	haricot	פול	ziarnko	боб	frijol	maharagwe	豆
Vulic-2020-3776-520	520	fertilizer			fertilizer; growth	word1-520	nouns	2.9	0.545454545	0.8	0.384615385	1.4	0.8	2.1	1.3	0.6	0.2	0.8	0.1	0.636363636	0.805536131	سماد	肥料	gwrtaith	väetis	lannoite	engrais	דשן	nawóz	удобрение	fertilizante	ukuaji	肥料
Vulic-2020-3776-521	521	ball			ball; sphere	word1-521	nouns	4.7	4	4.1	4.692307692	1.6	1.6	2.9	2.7	2.5	1.7	2.8	1.7	3.818181818	2.842540793	كرة	球	pêl	pall	pallo	ballon	כדור	piłka	мяч	pelota	mviringo	球
Vulic-2020-3776-522	522	historian			historian; historiographer	word1-522	nouns	3.9	5.545454545	2.9	3.538461538	5.3	3.5	4.3	3.1	2.2	2.9	2.7	5.7	5.818181818	3.958508159	مؤرّخ	历史学家	hanesydd	ajaloolane	historioitsija	historien	היסטוריון	historyk	историк	historiador	mwanahistoria	歷史學家
Vulic-2020-3776-523	523	hymn			hymn; conquest	word1-523	nouns	0.2	0	0	0	0.3	0	0.8	0.5	0	0	0.3	0.1	0	0.166666667	ترنيمة	圣歌	emyn	hümn	virsi	hymne	המנון	hymn	псалом	himno	nyimbo	聖歌
Vulic-2020-3776-524	524	alcohol			alcohol; whiskey	word1-524	nouns	4.4	3.636363636	2.3	1.615384615	2.4	2.7	3.5	2.2	3.1	2.3	1.8	4.3	4	2.820979021	كحول	酒	alcohol	alkohol	alkoholi	alcool	אלכוהול	alkohol	алкоголь	alcohol	kileo	酒
Vulic-2020-3776-525	525	matrix			matrix; molecule	word1-525	nouns	1.7	0.818181818	0.3	0.076923077	0.7	0	0.4	0.2	0.2	1	0.4	0	0.909090909	0.417016317	مصفوفة	基质	matrics	maatriks	matriisi	matrice	מטריצה	matryca	матрица	matriz	molekuli	基質
Vulic-2020-3776-526	526	cloud			cloud; mist	word1-526	nouns	5.4	2.909090909	3.2	2.769230769	2.7	2.6	3.4	2.5	1.3	1.2	2.9	1.9	2.454545455	2.486072261	غيمة	云	cwmwl	pilv	pilvi	nuage	ענן	chmura	облако	nube	wingu	雲
Vulic-2020-3776-527	527	bat	1793	BAT	bat; vampire	word1-527	nouns	3.5	0.545454545	1	0.538461538	1	1.5	3	2.8	0.8	0.2	1.9	0.9	1	1.26532634	خفاش	蝙蝠	ystlum	nahkhiir	lepakko	chauve-souris	עטלף	nietoperz	летучая мышь	murciélago	vampire	蝙蝠
Vulic-2020-3776-528	528	choice			choice; election	word1-528	nouns	4	2.727272727	2.9	1.615384615	3.1	2.3	3.8	2.8	2.5	2.5	4.2	3	2.363636364	2.817191142	خيار	选择	dewis	valik	valinta	choix	בחירה	wybór	выбор	decisión	uchaguzi	選擇
Vulic-2020-3776-529	529	beef	2570	BEEF	beef; meat	word1-529	nouns	4.2	3.636363636	2.8	2.307692308	3	3.4	3.6	2.5	4.3	2.6	3.9	3.2	3.272727273	3.209731935	لحم بقر	牛肉	cig eidion	veiseliha	naudanliha	boeuf	בקר	wołowina	говядина	carne de vaca	nyama	牛肉
Vulic-2020-3776-530	530	lover			lover; companion	word1-530	nouns	3.5	5.181818182	3.6	2.153846154	2.1	2.5	4.3	2	1.7	1.4	1.6	4.3	4.454545455	2.940850816	حبيب	情人	cariad	armastaja	rakastaja	amant	מאהב	kochanek	возлюбленный	amante	mpenzi	情人
Vulic-2020-3776-531	531	physician	597	PHYSICIAN	physician; doctor	word1-531	nouns	4.7	4.818181818	4.6	4.692307692	5	5.1	5.8	5.2	5.4	2.8	5.3	5.2	5	4.909207459	طبيب معالج	大夫	ffisigwr	arst	lääkäri	médecin	רופא	lekarz	терапевт	médico	tabibu	大夫
Vulic-2020-3776-532	532	journey			journey; trip	word1-532	nouns	5.4	4.090909091	3.1	5.230769231	4.8	4.5	3.8	4.2	5.2	4.3	3.6	3.5	4.909090909	4.269230769	رحلة	旅程	taith	teekond	matka	voyage	מסע	podróż	путешествие	ruta	safari	旅程
Vulic-2020-3776-533	533	emotion	2573	FEELING (EMOTION)	emotion; passion	word1-533	nouns	4.5	3.181818182	4	2.615384615	3.8	2.9	3.8	3.1	2.3	2.3	3.1	2.8	2.090909091	2.999009324	إحساس	情绪	emosiwn	emotsioon	tunne	émotion	רגש	emocja	эмоция	emoción	hisia	情緒
Vulic-2020-3776-534	534	doctor			doctor; temper	word1-534	nouns	0.3	0	0	0	0.2	0	0	0	0	0.3	0.3	0	0.363636364	0.096969697	طبيب	医生	meddyg	arst	tohtori	médecin	דוקטור	doktor	врач	médico	daktari	醫生
Vulic-2020-3776-535	535	topology			topology; structure	word1-535	nouns	2.2	0	1.5	1.923076923	1.5	2.5	3.7	2.6	2.6	2.6	1.5	3.5	0.090909091	2.001165501	طوبولوجيا	拓扑	topoleg	topoloogia	topologia	topologie	טופולוגיה	topologia	топология	topología	muundo	拓撲
Vulic-2020-3776-536	536	patient	3375	PATIENT (SICK PERSON)	patient; session	word1-536	nouns	1.5	0.363636364	0	0.153846154	0.8	0.2	0.2	1.1	0	0.3	0.7	0	0.636363636	0.371153846	مريض	病人	claf	patsient	potilas	patient	מטופל	pacjent	пациент	paciente	kikao	病人
Vulic-2020-3776-537	537	flag	2623	FLAG	flag; pole	word1-537	nouns	0.3	1.272727273	0.7	0.307692308	1.5	0.7	2	1.5	0.3	0.7	0.3	0.7	0.727272727	0.892307692	علم	旗	baner	lipp	lippu	drapeau	דגל	flaga	флаг	bandera	mlingoti	旗
Vulic-2020-3776-538	538	rhythm			rhythm; cadence	word1-538	nouns	3.5	4	0.1	2.846153846	1.6	1.7	5.8	4.4	1.1	0.3	2.4	0	5	2.437179487	تناغم	韵律	rhythm	rütm	rytmi	rythme	קצב	rytm	ритм	ritmo	uharamia	韻律
Vulic-2020-3776-539	539	suffrage			suffrage; exit	word1-539	nouns	0.4	0.363636364	0.1	0	0.3	0	0.6	0	0.1	0	0.1	0	0.090909091	0.137878788	اقتراع	选举权	pleidlais	valimisõigus	äänioikeus	suffrage	זכות בחירה	prawo wyborcze	избирательное право	sufragio	mahali ya kutokea	選舉權
Vulic-2020-3776-540	540	book			book; manuscript	word1-540	nouns	2.3	1	1.4	2.923076923	2.8	1.9	4.4	1.5	2.7	1.6	2.9	1.8	0.909090909	2.152680653	كتاب	书	llyfr	raamat	kirja	livre	ספר	książka	книга	libro	muswada	書
Vulic-2020-3776-541	541	ignorance			ignorance; intelligence	word1-541	nouns	0.9	0	0.1	0.076923077	0.6	0.4	2.2	0.9	0	0.5	0.7	0.4	0.090909091	0.497319347	جهل	无知	anwybodaeth	ignorantsus	tietämättömyys	ignorance	בורות	ignorancja	невежество	ignorancia	ujinga	無知
Vulic-2020-3776-542	542	bacon			bacon; bean	word1-542	nouns	0.8	0	0.2	0.076923077	0.5	0.4	1.3	1	0.4	0.2	0.3	0.2	0	0.381410256	لحم خنزير مقدد	培根	bacwn	peekon	pekoni	bacon	בייקון	bekon	бекон	tocino	nyama ya nguruwe	煙肉
Vulic-2020-3776-543	543	college			college; class	word1-543	nouns	2.8	0.181818182	1.2	0.615384615	1.3	0.5	2.9	1.4	0.6	0.9	1.5	2.6	0.090909091	1.149009324	كلّية	大学	coleg	kolledž	korkeakoulu	lycée	מכללה	koledż	колледж	Universidad	chuo	大學
Vulic-2020-3776-544	544	polyester			polyester; cotton	word1-544	nouns	2.5	1	1.5	0.846153846	1	1.4	2.5	1.4	0.6	0.3	1.4	0.1	0.454545455	1.041724942	بوليستر	聚酯纤维	polyester	polüester	polyesteri	polyester	פוליאסטר	poliester	полиэстер	poliéster	plastiki	聚酯纖維
Vulic-2020-3776-545	545	flu			flu; fever	word1-545	nouns	4.1	2.090909091	4.1	1.923076923	2.4	2.7	3.2	1.5	1.4	1.1	2.2	4.5	1	2.342832168	أنفلونزا	流感	ffliw	gripp	flunssa	grippe	שפעת	grypa	грипп	gripe	mafua	流感
Vulic-2020-3776-546	546	arm			arm; shoulder	word1-546	nouns	3.6	0.272727273	1.9	0.769230769	1.4	1.7	2.9	1.9	3.5	1.4	1	2.1	1.727272727	1.714102564	ذراع	手臂	braich	käsi	käsivarsi	bras	זרוע	ramię	рука	brazo	mkono	手臂
Vulic-2020-3776-547	547	dollar			dollar; people	word1-547	nouns	0	0	0	0	0.1	0	0.1	0.1	0	0	0.1	0.7	0	0.091666667	دولار	元	doler	dollar	dollari	dollar	דולר	dolar	доллар	dólar	dola	元
Vulic-2020-3776-548	548	wealth			wealth; prestige	word1-548	nouns	0.9	0.636363636	0.1	1.615384615	1.4	0.3	2.7	2.5	1.7	0.2	1	4.3	0.090909091	1.378554779	ثروة	财富	cyfoeth	jõukus	varakkuus	richesse	עושר	bogactwo	богатство	riqueza	utajiri	財富
Vulic-2020-3776-549	549	cow			cow; cattle	word1-549	nouns	3.1	3.545454545	4.8	4.230769231	1.5	3	4.1	3.9	4.9	2.5	2.6	2.8	4.090909091	3.497261072	بقرة	牛	buwch	lehm	lehmä	vache	פרה	krowa	корова	vaca	ngombe	牛
Vulic-2020-3776-550	550	horse	615	HORSE	horse; mare	word1-550	nouns	4.9	3.545454545	4.6	2.846153846	2.9	3.6	4.5	3.3	3.1	4.4	2.7	4	3.545454545	3.586421911	حصان	马	ceffyl	hobune	hevonen	cheval	סוס	koń	лошадь	caballo	farasi	馬
Vulic-2020-3776-551	551	exit			exit; doorway	word1-551	nouns	2.3	3.636363636	2	2.307692308	3.3	3.5	3.3	1.4	3.7	2.9	1.6	1.9	3.454545455	2.74988345	مخرج	出口	allanfa	väljapääs	uloskäynti	sortie	יציאה	wyjście	выход	salida	mlango wa kutoka	出口
Vulic-2020-3776-552	552	mutant			mutant; sociobiology	word1-552	nouns	0.1	0.454545455	0.2	0	0.7	0	0.5	0.8	0.3	0.5	0.4	0	0.272727273	0.343939394	متحول	突变体	mwtant	mutant	mutantti	mutant	מוטציה	mutant	мутант	mutante	jamii	突變體
Vulic-2020-3776-553	553	hammer	1481	HAMMER	hammer; teeth	word1-553	nouns	0.3	0	0	0	0.2	0	0	0	0	0.1	0.1	0	0.090909091	0.040909091	مطرقة	锤	morthwyl	haamer	vasara	marteau	פטיש	młotek	молоток	martillo	meno	鎚
Vulic-2020-3776-554	554	criminal			criminal; offender	word1-554	nouns	4	4.818181818	1.1	4.076923077	4.7	5.4	5	5.6	5.2	4.8	4.5	5.1	5.545454545	4.653379953	مجرم	罪犯	trosedd	kurjategija	rikollinen	criminel	פושע	kryminalista	преступник	criminal	mkosaji	罪犯
Vulic-2020-3776-555	555	tradition			tradition; handicraft	word1-555	nouns	0.5	2.181818182	0.1	0.307692308	1.4	0.4	3.2	1.1	0	0.7	1.5	0	0.545454545	0.952913753	تقليد	传统	traddodiad	traditsioon	perinne	tradition	מסורת	tradycja	традиция	tradición	kazi za mikono	傳統
Vulic-2020-3776-556	556	parent			parent; adult	word1-556	nouns	2.3	3.181818182	1.8	1.307692308	3.3	3.2	3.8	1.9	2.3	1.7	1.1	2.7	3.272727273	2.463519814	والد	家长	rhiant	vanem	vanhempi	parent	הורה	rodzic	родитель	padre	mzazi	家長
Vulic-2020-3776-557	557	intelligence			intelligence; skill	word1-557	nouns	2.7	2.454545455	1.8	1.846153846	1.7	1.8	3.7	1.5	2.1	0.5	2.3	2.4	2.090909091	2.015967366	ذكاء	智力	deallusrwydd	intelligentsus	älykkyys	intelligence	אינטליגנציה	inteligencja	ум	inteligencia	akili	智力
Vulic-2020-3776-558	558	word			word; clue	word1-558	nouns	0.9	0.181818182	0.4	0	0.7	0.2	1.6	0.7	0.9	0.1	0.2	0.4	0.272727273	0.471212121	كلمة	字	gair	sõna	sana	mot	מילה	słowo	слово	palabra	neno	字
Vulic-2020-3776-559	559	winner			winner; goal	word1-559	nouns	2.3	0	0.1	0.307692308	0.8	0.9	1.3	1	0.2	0.3	0.7	0.1	0.363636364	0.505944056	فائز	赢家	enillydd	võitja	voittaja	gagnant	מנצח	zwycięzca	победитель	ganador	mshindi	赢家
Vulic-2020-3776-560	560	religion	661	RELIGION	religion; secularist	word1-560	nouns	2.1	0	1.2	0.307692308	1.8	0.5	1.9	1.2	0	0.4	0.2	1.7	0.181818182	0.782459207	دين	宗教	crefydd	religioon	uskonto	religion	דת	religia	религия	religión	mwanaisilamu	宗教
Vulic-2020-3776-561	561	basilica			basilica; mosaic	word1-561	nouns	1.6	0	0.7	0.384615385	0.7	0.5	0.8	2.1	0.4	0.3	0.4	0.1	0	0.532051282	كاتدرائية	教堂	basilica	basiilika	basilikakirkko	basilique	בזיליקה	bazylika	базилика	basílica	mosaic	教堂
Vulic-2020-3776-562	562	trick			trick; size	word1-562	nouns	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.016666667	خدعة	戏法	tric	trikk	temppu	astuce	טריק	trik	трюк	truco	mbinu	戲法
Vulic-2020-3776-563	563	diplomacy			diplomacy; negotiation	word1-563	nouns	2.9	1.818181818	2.4	2.615384615	3.3	2.3	3.8	1.8	2.5	1.9	2.5	1.5	2.272727273	2.392191142	دبلوماسية	外交	diplomyddiaeth	diplomaatia	diplomatia	diplomatie	דיפלומטיה	dyplomacja	дипломатия	diplomacia	jadiliano	外交
Vulic-2020-3776-564	564	squall			squall; wind	word1-564	nouns	4	2.818181818	2.6	2.230769231	2.8	4.3	4.2	2.5	3.2	4.1	1.4	4.3	2.727272727	3.098018648	زوبعة	飑	sgol	torm	tuulenpuuska	bourrasque	סופה	szkwał	шквал	chubasco	upepo	颮
Vulic-2020-3776-565	565	classroom			classroom; hallway	word1-565	nouns	2.1	0.272727273	0.3	0.076923077	0.9	1.1	1.2	0.8	0.4	0.8	0.3	0	0.090909091	0.52004662	غرفة الصف	教室	ystafell ddosbarth	klassiruum	luokkahuone	salle de cours	כיתה	klasa	класс	clase	darasa	課堂
Vulic-2020-3776-566	566	area	2980	AREA	area; zone	word1-566	nouns	3.1	4.636363636	5.3	5	4.6	4.5	3.7	4.9	5.4	3.6	5.3	4.9	4	4.653030303	منطقة	地区	ardal	ala	alue	surface	שטח	obszar	область	área	eneo	地區
Vulic-2020-3776-567	567	alley			alley; bowl	word1-567	nouns	0	0	0	0.076923077	0	0	0	0	0	0	0	0.1	0	0.01474359	زقاق	小巷	ale	põiktänav	kuja	ruelle	סמטה	zaułek	дорожка	callejón	kichochoro	小巷
Vulic-2020-3776-568	568	tin			tin; aluminium	word1-568	nouns	4.1	0.727272727	2.1	1.692307692	1.4	0.7	2.6	1.9	2.7	0	1.1	2.3	2.272727273	1.624358974	قصدير	锡	tun	tina	säilyketölkki	étain	בדיל	blacha	банка	estaño	alumini	錫
Vulic-2020-3776-569	569	alien			alien; outlander	word1-569	nouns	4	3.727272727	3.5	2.153846154	2.2	4.2	3.4	2.3	4.8	3.1	1.4	0.1	4.363636364	2.937062937	أجنبي	异族	estron	tulnukas	alieni	extraterrestre	חייזר	obcy	пришелец	extraterrestre	outlander	異族
Vulic-2020-3776-570	570	scholarship			scholarship; tuition	word1-570	nouns	3	0.727272727	0.9	0.692307692	1.4	0.5	2.3	1.3	3.2	0.8	1.2	1.9	0.727272727	1.303904429	منحة	奖学金	ysgoloriaeth	stipendium	apuraha	bourse d'étude	מלגה	stypendium	стипендия	beca	ada	獎學金
Vulic-2020-3776-571	571	agriculture			agriculture; monoculture	word1-571	nouns	3.8	1.181818182	0.4	1.076923077	1.7	0.4	3.6	1.1	1.7	0.5	1.2	2.9	1.818181818	1.46474359	زراعة	农业	amaethyddiaeth	põllumajandus	maatalous	agriculture	חקלאות	rolnictwo	сельское хозяйство	agricultura	kilima cha zao moja	農業
Vulic-2020-3776-572	572	flower			flower; endurance	word1-572	nouns	0	0.454545455	0.2	0	0.3	0	0.4	0	0	0	0.1	0	0.090909091	0.128787879	زهرة	花朵	blodyn	lill	kukka	fleur	פרח	kwiat	цветок	flor	ua	花朵
Vulic-2020-3776-573	573	finger	1303	FINGER	finger; palm	word1-573	nouns	3	1.818181818	0	0.692307692	0.8	0	2.2	1.7	1.4	1	0.7	1.2	1.545454545	1.087995338	اصبع	手指	bys	sõrm	sormi	doigt	אצבע	palec	палец	dedo	kidole	手指
Vulic-2020-3776-574	574	wisdom			wisdom; intelligence	word1-574	nouns	4.3	3.909090909	3.4	3.846153846	4.7	3.8	4.2	5.2	4.5	3.6	3.8	3.8	4	4.062937063	حكمة	智慧	doethineb	tarkus	viisaus	sagesse	תבונה	mądrość	мудрость	sabiduría	hekima	智慧
Vulic-2020-3776-575	575	tobacco	974	TOBACCO	tobacco; cigarette	word1-575	nouns	4.1	4.818181818	2.9	2.153846154	2.9	5.3	4.5	1.7	2.8	1.8	3.6	4.4	3.636363636	3.375699301	تبغ	烟草	baco	tubakas	tupakka	tabac	טבק	tytoń	табак	tabaco	tumbaku	煙草
Vulic-2020-3776-576	576	cottage			cottage; cabin	word1-576	nouns	2	2.727272727	3.3	3.384615385	3.4	3.4	3.3	3.9	5	4.6	1.5	3.8	3.272727273	3.465384615	كوخ	茅屋	bwthyn	maamaja	mökki	chalet	בקתה	chata	коттедж	cabaña	nyumba ndogo	茅屋
Vulic-2020-3776-577	577	eagle	1905	EAGLE	eagle; falcon	word1-577	nouns	3.8	3.181818182	2.4	2.384615385	1.8	2.7	3.9	2.8	1.8	1.2	2.4	0.4	4.545454545	2.459324009	نسر	老鹰	eryr	kotkas	kotka	aigle	עיט	orzeł	орел	águila	kozi	老鷹
Vulic-2020-3776-578	578	composer			composer; writer	word1-578	nouns	4.8	2.545454545	3.2	3.076923077	1.3	1.4	3.8	2	0.8	0.7	2.4	4.6	2.272727273	2.341258741	مؤلف	作曲家	cyfansoddwr	helilooja	säveltäjä	compositeur	מלחין	kompozytor	композитор	compositor	mtungaji	作曲家
Vulic-2020-3776-579	579	disease			disease; infection	word1-579	nouns	3.3	2.909090909	5.4	3.230769231	2.9	3.5	4.5	2.4	2.9	3.1	2	3.9	1	3.144988345	مرض	疾病	afiechyd	tõbi	tauti	maladie	מחלה	dolegliwość	болезнь	dolencia	ugonjwa	疾病
Vulic-2020-3776-580	580	speed			speed; post	word1-580	nouns	1.4	0	0	0	0.3	0	0	0.6	0	0	0.4	0	0	0.108333333	سرعة	速度	cyflymder	kiirus	nopeus	vitesse	מהירות	szybkość	скорость	velocidad	nguzo	速度
Vulic-2020-3776-581	581	copilot			copilot; cockpit	word1-581	nouns	2.7	0.636363636	0	0.230769231	1.1	0.5	1.8	1.4	0.2	0.4	0.7	0.6	0.272727273	0.653321678	مساعد طيّار	副驾驶	cyd-beilot	kaaspiloot	lentoperämies	copilote	טייס משנה	drugi pilot	штурман	copiloto	chumba cha rubani	副駕駛
Vulic-2020-3776-582	582	uncle	1327	UNCLE	uncle; aunt	word1-582	nouns	3.9	0.636363636	1.9	1.692307692	1.4	1.4	3.9	3.2	1	1	3.2	0.3	0.545454545	1.681177156	عم	叔叔	ewythr	onu	setä	oncle	דוד	wujek	дядя	tío	mjomba	叔叔
Vulic-2020-3776-583	583	foot	1301	FOOT	foot; base	word1-583	nouns	1.4	3.272727273	1.2	2.384615385	0.5	0.2	3.1	1.1	0.6	0	2.2	0	3.363636364	1.493414918	قدم	底部	troed	jalg	jalkaterä	pied	כף רגל	stopa	ступня	pie	msingi	底部
Vulic-2020-3776-584	584	college			college; profession	word1-584	nouns	1.9	0.090909091	0.3	0.384615385	0.7	0.4	1.2	1.2	0	0.7	1	0.7	0.090909091	0.563869464	كلية	学院	coleg	kolledž	korkeakoulu	lycée	מכללה	koledż	колледж	Universidad	chuo	學院
Vulic-2020-3776-585	585	bone			bone; elbow	word1-585	nouns	2.5	0.272727273	1.4	1	1.4	1.1	2.3	1.8	1.1	1	0.9	0.4	0.272727273	1.078787879	عظم	骨头	asgwrn	luu	luu	os	עצם	kość	кость	hueso	mfupa	骨頭
Vulic-2020-3776-586	586	joystick			joystick; radar	word1-586	nouns	1	0.090909091	0.1	0.230769231	0.4	0.4	0.2	0.2	0	0.5	0.4	0.6	0.181818182	0.275291375	عصا التحكم	操纵杆	ffon reoli	juhtkang	sauvaohjain	manette	ג'ויסטיק	dżojstik	джойстик	palanca de mando	rada	操縱桿
Vulic-2020-3776-587	587	arm			arm; vein	word1-587	nouns	1.7	0.090909091	0.4	0.076923077	0.8	0.5	1.5	1.1	0.1	0.8	0.5	0.5	0.181818182	0.545804196	ذراع	手臂	braich	käsi	käsivarsi	bras	זרוע	ramię	рука	brazo	mkono	手臂
Vulic-2020-3776-588	588	bottom			bottom; top	word1-588	nouns	2.1	0.090909091	0.3	0.307692308	0.9	0.4	2.5	1	0	0.3	0.2	0.2	0	0.516550117	أسفل	下面	gwaelod	põhi	pohja	bas	תחתית	spód	низ	fondo	chini	下面
Vulic-2020-3776-589	589	penny			penny; bargain	word1-589	nouns	1.2	0.090909091	0.9	0.230769231	0.1	0.2	0.3	0.5	0.1	0.2	0.3	0	0.181818182	0.258624709	قرش	便士	ceiniog	penn	penni	centime	אגורה	pens	пенни	centavo	maafikiano	便士
Vulic-2020-3776-590	590	navy			navy; island	word1-590	nouns	0.8	0.090909091	0.2	0	0.4	0.1	1.3	0.4	0.1	0.7	0.4	0	0	0.307575758	أسطول	海军	llynges	merevägi	laivasto	marine	חיל הים	marynarka	флот	Armada	kisiwa	海軍
Vulic-2020-3776-591	591	tool			tool; job	word1-591	nouns	1.3	0.363636364	0	0.153846154	1.3	0.6	0.8	0.8	0.7	0.8	0.8	1.4	0.272727273	0.665850816	أداة	工具	offeryn	tööriist	työkalu	outil	כלי	narzędzie	инструмент	herramienta	kazi	工具
Vulic-2020-3776-592	592	appointment			appointment; engagement	word1-592	nouns	3.1	2.181818182	0.1	3.384615385	0.7	0.4	3.4	0.8	1	1.2	4	0.5	1	1.555536131	موعد	约定	apwyntiad	kohtumine	tapaaminen	rendez-vous	פגישה	mianowanie	назначение	cita	mkutano	約定
Vulic-2020-3776-593	593	north	1598	NORTH	north; west	word1-593	nouns	3.2	0.181818182	1.1	1	1	1.1	2.5	1.9	0.8	0.3	0.5	0.3	0.090909091	0.897727273	شمال	北方	gogledd	põhi	pohjoinen	nord	צפון	północ	север	norte	kaskazini	北
Vulic-2020-3776-594	594	student			student; professor	word1-594	nouns	3.1	0.272727273	0.9	0.230769231	1.1	0.9	2.7	1.2	0.5	0.7	0.6	0.6	0.272727273	0.831351981	طالب	学生	myfyriwr	üliõpilane	opiskelija	étudiant	סטודנט	student	студент	estudiante	mwanafunzi	學生
Vulic-2020-3776-595	595	sinner			sinner; saint	word1-595	nouns	1	0.090909091	0.7	0.153846154	0.8	0.4	1.7	0.9	0	0.3	0	0.1	0.090909091	0.436305361	كافر	罪人	pechadur	patune	synnintekijä	pécheur	חוטא	grzesznik	грешник	pecador	mkosaji	罪人
