ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH_FAMILIARITY_MEAN	ENGLISH_FEATURES_TAXONOMIC_SCORE	ENGLISH_FEATURES_FUNCTIONAL_SCORE	ENGLISH_FEATURES_VISUAL_MOTOR_SCORE	ENGLISH_FEATURES_VISUAL_SURFACE_SCORE	ENGLISH_FEATURES_VISUAL_COLOR_SCORE	ENGLISH_FEATURES_AUDITORY_SCORE	ENGLISH_FEATURES_GUSTATORY_SCORE	ENGLISH_FEATURES_OLFACTORY_SCORE	ENGLISH_FEATURES_HAPTIC_SCORE	ENGLISH_FEATURES_ENCYCLOPEDIC_SCORE
McRae-2005-541-279	279	level	3469	LEVEL	4.95	1	5	0	3	0	0	0	0	0	0
McRae-2005-541-280	280	lime	982	LIME (FRUIT)	5.35	1	3	0	2	1	0	2	0	1	3
McRae-2005-541-281	281	limousine			4.10	1	2	0	6	2	0	0	0	0	8
McRae-2005-541-282	282	lion	1386	LION	4.05	7	1	0	5	0	1	0	0	0	6
McRae-2005-541-283	283	lobster	2397	LOBSTER	5.85	3	3	1	4	1	0	1	0	0	4
McRae-2005-541-284	284	machete	2680	MACHETE	2.00	2	1	0	3	0	0	0	0	1	1
McRae-2005-541-285	285	mackerel			3.85	1	2	1	3	0	0	0	0	0	2
McRae-2005-541-286	286	magazine			8.15	0	1	0	7	1	0	0	0	1	4
McRae-2005-541-287	287	mandarin	2367	MANDARINE	3.70	2	1	0	5	1	0	2	0	1	3
McRae-2005-541-288	288	marble			6.20	0	4	1	4	2	0	0	0	2	1
McRae-2005-541-289	289	mat	195	MAT	6.85	1	5	0	3	0	0	0	0	0	4
McRae-2005-541-290	290	medal	4136	MEDAL	5.90	3	1	0	6	0	0	0	0	0	4
McRae-2005-541-291	291	menu			8.05	0	2	0	5	0	0	0	0	0	1
McRae-2005-541-292	292	microscope	4016	MICROSCOPE	5.70	1	4	0	5	0	0	0	0	0	3
McRae-2005-541-293	293	microwave			7.95	2	3	1	4	0	1	0	0	0	5
McRae-2005-541-294	294	mink			2.35	2	3	1	5	1	0	0	0	2	1
McRae-2005-541-295	295	mink_(coat)			3.15	0	2	0	3	3	0	0	0	2	1
McRae-2005-541-296	296	minnow			3.55	3	3	3	3	0	0	0	0	0	1
McRae-2005-541-297	297	mirror	1171	MIRROR	8.40	0	1	0	3	0	0	0	0	0	7
McRae-2005-541-298	298	missile			2.60	2	5	2	3	0	1	0	0	0	4
McRae-2005-541-299	299	mittens	867	GLOVE	6.45	1	4	0	3	1	0	0	0	0	6
McRae-2005-541-300	300	mixer			5.90	1	3	0	3	0	1	0	0	0	1
McRae-2005-541-301	301	mole_(animal)			2.55	2	0	2	6	1	0	0	0	1	2
McRae-2005-541-302	302	moose	1772	ELK	3.35	3	2	0	7	1	0	0	0	0	2
McRae-2005-541-303	303	moth	2828	MOTH	5.65	1	0	2	2	2	0	0	0	0	1
McRae-2005-541-304	304	motorcycle	638	MOTORCYCLE	4.90	1	4	1	3	0	1	0	0	0	6
McRae-2005-541-305	305	mouse	1491	MOUSE	4.95	2	2	2	5	2	1	0	0	0	5
McRae-2005-541-306	306	mouse_(computer)			8.60	0	3	0	7	0	1	0	0	0	1
McRae-2005-541-307	307	mug	4137	MUG	8.60	2	7	0	5	0	0	0	0	0	0
McRae-2005-541-308	308	mushroom	641	MUSHROOM	7.20	2	5	0	3	2	0	0	0	0	4
McRae-2005-541-309	309	muzzle			3.25	0	4	0	2	0	0	0	0	0	2
McRae-2005-541-310	310	napkin			8.25	0	5	0	3	2	0	0	0	1	3
McRae-2005-541-311	311	necklace	1961	NECKLACE	8.00	2	3	0	8	0	0	0	0	0	4
McRae-2005-541-312	312	nectarine			6.20	1	0	0	6	1	0	2	0	3	4
McRae-2005-541-313	313	nightgown			6.20	1	1	0	4	1	0	0	0	3	1
McRae-2005-541-314	314	nightingale	3723	NIGHTINGALE	1.80	1	0	1	3	0	1	0	0	0	0
McRae-2005-541-315	315	nylons			6.20	2	5	0	5	2	0	0	0	1	3
McRae-2005-541-316	316	oak	644	OAK	6.10	1	2	0	4	1	0	0	0	1	2
McRae-2005-541-317	317	octopus	2581	OCTOPUS	2.10	2	1	2	4	0	0	0	0	0	4
McRae-2005-541-318	318	olive	1154	OLIVE	5.70	3	6	0	3	3	0	1	0	0	1
McRae-2005-541-319	319	onions	2366	ONION	7.40	2	3	0	4	3	0	1	1	0	2
McRae-2005-541-320	320	orange	2627	ORANGE (FRUIT)	8.20	2	1	0	6	1	0	1	0	1	4
McRae-2005-541-321	321	oriole			2.40	1	0	1	3	2	0	0	0	0	2
McRae-2005-541-322	322	ostrich	3797	OSTRICH	2.55	1	0	3	8	0	0	0	0	0	7
McRae-2005-541-323	323	otter	15	OTTER	2.70	2	0	2	2	1	0	0	0	0	2
McRae-2005-541-324	324	oven	1143	OVEN	7.50	1	4	0	4	0	0	0	0	1	4
McRae-2005-541-325	325	owl	735	OWL	4.10	2	0	2	4	1	1	0	0	0	3
McRae-2005-541-326	326	ox	1169	OX	2.30	2	1	1	3	1	0	0	0	1	2
McRae-2005-541-327	327	paintbrush	3094	PAINTBRUSH	6.85	0	1	0	5	0	0	0	0	0	0
McRae-2005-541-328	328	pajamas			8.50	1	1	0	5	0	0	0	0	3	1
McRae-2005-541-329	329	pan	31	PAN	6.70	0	3	0	6	0	0	0	0	0	3
McRae-2005-541-330	330	panther	1139	LEOPARD	2.60	4	0	2	3	1	0	0	0	0	3
McRae-2005-541-331	331	pants	809	TROUSERS	8.95	3	5	0	11	1	0	0	0	0	1
McRae-2005-541-332	332	parakeet	886	PARAKEET	2.95	2	0	3	4	1	4	0	0	0	2
McRae-2005-541-333	333	parka			4.60	2	2	0	4	0	0	0	0	1	1
McRae-2005-541-334	334	parsley	4061	PARSLEY	5.00	3	3	0	1	1	0	1	0	0	1
McRae-2005-541-335	335	partridge	3681	PARTRIDGE	2.55	2	2	1	3	0	0	0	0	0	2
McRae-2005-541-336	336	peach	2043	PEACH	7.05	1	1	0	4	1	0	2	0	4	2
McRae-2005-541-337	337	peacock	3382	PEACOCK	3.85	2	0	2	5	3	0	0	0	0	4
McRae-2005-541-338	338	pear	922	PEAR	7.20	1	1	0	2	3	0	2	0	2	2
McRae-2005-541-339	339	pearl	3325	PEARL	5.10	0	2	0	3	2	0	0	0	2	6
McRae-2005-541-340	340	peas	2025	PEA	6.95	1	3	0	2	2	0	1	0	0	3
McRae-2005-541-341	341	peg	361	PEG	5.30	0	1	0	6	0	0	0	0	0	0
McRae-2005-541-342	342	pelican	472	PELICAN	2.85	2	0	3	6	1	0	0	0	0	3
McRae-2005-541-343	343	pen	794	PEN	8.95	0	2	0	9	3	0	0	0	0	1
McRae-2005-541-344	344	pencil	2578	PENCIL	8.60	1	4	0	7	1	0	0	0	0	3
McRae-2005-541-345	345	penguin	2831	PENGUIN	2.80	2	0	3	5	2	0	0	0	0	6
McRae-2005-541-346	346	pepper	1385	PEPPER	7.80	2	3	0	1	1	0	1	0	0	4
McRae-2005-541-347	347	perch	2966	PERCH (FISH)	4.00	2	2	1	5	0	0	1	0	1	3
McRae-2005-541-348	348	pheasant	3060	PHEASANT	3.15	2	2	1	3	0	0	0	0	0	1
McRae-2005-541-349	349	piano	3994	PIANO (INSTRUMENT)	5.95	2	1	0	6	2	1	0	0	0	1
McRae-2005-541-350	350	pickle			7.35	2	2	0	2	1	0	5	0	2	4
McRae-2005-541-351	351	pie			7.35	3	3	0	3	0	0	2	0	0	2
McRae-2005-541-352	352	pier			5.25	0	4	0	3	0	0	0	0	0	4
McRae-2005-541-353	353	pig	1337	PIG	5.15	3	4	1	8	1	2	0	1	0	2
McRae-2005-541-354	354	pigeon	1853	DOVE	5.80	2	0	3	5	1	1	0	0	0	2
McRae-2005-541-355	355	pillow	1044	PILLOW	8.80	0	3	0	3	1	0	0	0	3	3
McRae-2005-541-356	356	pin	64	PIN	6.85	0	2	0	5	1	0	0	0	1	1
McRae-2005-541-357	357	pine	1740	PINE	4.85	3	2	0	2	1	0	0	1	1	1
McRae-2005-541-358	358	pineapple	2440	PINEAPPLE	6.40	1	1	0	5	3	0	1	0	2	4
McRae-2005-541-359	359	pipe	2956	TUBE	4.45	0	3	0	7	0	0	0	0	1	1
McRae-2005-541-360	360	pipe_(smoking)	1124	PIPE	3.35	0	4	0	1	0	0	0	1	0	1
McRae-2005-541-361	361	pistol	3881	PISTOL	3.00	2	7	1	3	0	2	0	0	1	3
McRae-2005-541-362	362	plate	480	PLATE	8.90	1	4	0	10	1	0	0	0	0	4
McRae-2005-541-363	363	platypus			1.95	2	0	1	3	0	0	0	0	1	1
McRae-2005-541-364	364	pliers	4003	PLIERS	4.90	1	4	0	5	0	0	0	0	0	2
McRae-2005-541-365	365	plug_(electric)			7.75	0	3	0	6	0	0	0	0	0	4
McRae-2005-541-366	366	plum	4063	PLUM	6.20	1	3	0	5	2	0	2	0	1	1
McRae-2005-541-367	367	pony			4.70	3	3	2	9	0	0	0	0	0	1
McRae-2005-541-368	368	porcupine	2510	PORCUPINE	3.20	2	0	2	3	1	0	0	0	0	2
McRae-2005-541-369	369	pot	1462	POT	7.45	1	1	0	6	0	0	0	0	0	2
McRae-2005-541-370	370	potato	593	POTATO	8.15	1	6	0	3	1	0	0	0	0	8
McRae-2005-541-371	371	projector			6.60	0	3	0	1	0	0	0	0	1	1
McRae-2005-541-372	372	prune			5.15	1	4	0	6	2	0	1	0	1	3
McRae-2005-541-373	373	pumpkin	864	PUMPKIN	6.95	2	3	0	3	1	0	0	0	0	3
McRae-2005-541-374	374	pyramid	2600	PYRAMID	2.70	1	0	0	6	0	0	0	0	0	7
McRae-2005-541-375	375	python	1563	PYTHON	2.20	4	0	4	4	0	0	0	0	0	3
McRae-2005-541-376	376	rabbit	1136	RABBIT	6.05	2	2	2	6	0	0	0	0	1	1
McRae-2005-541-377	377	raccoon	828	RACCOON	5.10	1	0	1	5	2	0	0	0	1	2
McRae-2005-541-378	378	racquet	2585	RACQUET	5.75	1	6	0	6	0	0	0	0	0	0
McRae-2005-541-379	379	radio	1315	RADIO	8.70	0	8	0	4	0	1	0	0	0	4
McRae-2005-541-380	380	radish	2365	RADISH	4.95	2	1	0	5	4	0	1	0	1	2
McRae-2005-541-381	381	raft	1664	RAFT	4.70	1	4	1	5	0	0	0	0	0	3
McRae-2005-541-382	382	raisin	4139	RAISIN	6.55	1	3	0	3	3	0	1	0	0	3
McRae-2005-541-383	383	rake	338	RAKE	5.80	1	3	0	7	0	0	0	0	0	4
McRae-2005-541-384	384	raspberry	3803	RASPBERRY	6.15	2	2	0	2	1	0	3	0	0	1
McRae-2005-541-385	385	rat	1490	RAT	3.65	2	1	2	11	2	0	0	0	0	4
McRae-2005-541-386	386	rattle	300	RATTLE	5.00	1	1	0	4	1	1	0	0	0	1
McRae-2005-541-387	387	rattlesnake	871	RATTLESNAKE	2.70	2	0	4	7	1	1	0	0	0	4
McRae-2005-541-388	388	raven	2543	RAVEN	3.20	3	0	1	5	1	1	0	0	0	2
McRae-2005-541-389	389	razor	151	RAZOR	7.85	0	4	0	2	0	0	0	0	1	1
McRae-2005-541-390	390	revolver			3.05	2	4	1	3	1	1	0	0	0	3
McRae-2005-541-391	391	rhubarb			3.95	2	2	0	2	2	0	1	0	1	1
McRae-2005-541-392	392	rice	926	RICE	7.50	2	2	0	2	2	0	0	0	0	2
McRae-2005-541-393	393	rifle	4140	RIFLE	3.70	2	4	1	6	0	2	0	0	1	2
McRae-2005-541-394	394	ring_(jewelry)	1374	RING	8.00	0	1	0	6	0	0	0	0	0	6
McRae-2005-541-395	395	robe			7.40	1	5	0	5	1	0	0	0	3	1
McRae-2005-541-396	396	robin	2402	ROBIN	5.95	1	0	4	4	1	1	0	0	0	6
McRae-2005-541-397	397	rock	668	ROCK	7.85	3	2	0	0	1	0	0	0	5	1
McRae-2005-541-398	398	rocker			5.30	1	3	0	1	0	0	0	0	1	0
McRae-2005-541-399	399	rocket	4070	ROCKET	2.25	1	2	2	4	0	0	0	0	0	3
McRae-2005-541-400	400	rooster	1511	ROOSTER	3.75	4	2	0	6	2	1	0	0	0	3
McRae-2005-541-401	401	rope	1218	ROPE	6.90	0	6	0	5	0	0	0	0	0	1
McRae-2005-541-402	402	ruler	3405	RULER	7.75	1	3	0	11	0	0	0	0	0	3
McRae-2005-541-403	403	sack	2990	SACK	5.70	1	4	0	3	0	0	0	0	0	0
McRae-2005-541-404	404	saddle	3065	SADDLE	3.75	0	2	0	3	1	0	0	0	1	2
McRae-2005-541-405	405	sailboat	4026	SAILBOAT	4.95	1	4	1	6	0	0	0	0	0	2
McRae-2005-541-406	406	salamander			2.45	4	1	0	5	1	0	0	0	1	1
McRae-2005-541-407	407	salmon	944	SALMON	4.75	2	1	1	3	1	0	0	0	0	2
McRae-2005-541-408	408	sandals	4034	SANDALS	7.45	2	5	0	4	1	0	0	0	1	4
McRae-2005-541-409	409	sandpaper			5.75	0	3	0	4	1	0	0	0	2	2
McRae-2005-541-410	410	sardine	3992	SARDINE	3.15	1	2	1	1	0	0	2	1	1	2
McRae-2005-541-411	411	saucer	271	SAUCER	6.05	3	3	0	5	0	0	0	0	0	4
McRae-2005-541-412	412	saxophone	4024	SAXOPHONE	4.85	2	3	0	6	1	1	0	0	0	1
McRae-2005-541-413	413	scarf	3066	SCARF OR TURBAN	7.50	1	3	0	2	2	0	0	0	1	3
McRae-2005-541-414	414	scissors	356	SHEARS	7.55	1	2	0	5	0	0	0	0	1	1
McRae-2005-541-415	415	scooter			2.60	1	3	2	6	0	0	0	0	0	1
McRae-2005-541-416	416	screwdriver	836	SCREWDRIVER	6.35	2	9	0	7	0	0	0	0	0	2
McRae-2005-541-417	417	screws	1802	SCREW	6.55	1	8	0	8	0	0	0	0	0	2
McRae-2005-541-418	418	seagull	950	SEAGULL	6.70	1	0	5	3	2	1	0	0	0	3
McRae-2005-541-419	419	seal	651	SEAL	2.90	2	3	2	3	0	0	0	0	1	6
McRae-2005-541-420	420	seaweed			4.30	1	2	0	1	1	0	0	1	1	3
McRae-2005-541-421	421	shack			3.55	0	3	0	6	0	0	0	0	0	3
McRae-2005-541-422	422	shawl	2771	SHAWL	3.30	1	4	0	2	1	0	0	0	1	1
McRae-2005-541-423	423	shed	3025	BARN OR SHED	7.05	1	4	0	5	0	0	0	0	0	2
McRae-2005-541-424	424	sheep	1331	SHEEP	4.25	3	4	2	3	2	1	0	0	1	5
McRae-2005-541-425	425	shell	598	SHELL	6.20	1	1	0	1	1	0	0	0	1	3
McRae-2005-541-426	426	shelves	745	SHELF	7.90	0	3	0	4	0	0	0	0	0	4
McRae-2005-541-427	427	shield	1064	SHIELD	2.85	1	3	0	3	0	0	0	0	0	3
McRae-2005-541-428	428	ship	740	SHIP	4.90	0	4	1	4	0	0	0	0	0	4
McRae-2005-541-429	429	shirt	1622	SHIRT	8.80	2	6	0	8	1	0	0	0	0	1
McRae-2005-541-430	430	shoes	1381	SHOE	8.90	1	8	0	9	0	0	0	0	0	1
McRae-2005-541-431	431	shotgun	3948	SHOTGUN	3.00	2	3	0	2	0	1	0	0	0	2
McRae-2005-541-432	432	shovel	1901	SHOVEL	6.45	1	7	0	6	0	0	0	0	0	1
McRae-2005-541-433	433	shrimp	2349	SHRIMP	5.80	0	1	1	4	3	0	1	0	0	3
McRae-2005-541-434	434	sink	915	SINK (BASIN)	8.50	1	5	0	5	0	0	0	0	0	6
McRae-2005-541-435	435	skateboard			4.85	1	4	1	4	0	0	0	0	0	0
McRae-2005-541-436	436	skillet			4.95	1	3	0	4	0	0	0	0	0	3
McRae-2005-541-437	437	skirt	1600	SKIRT	7.75	2	2	0	6	2	0	0	0	1	1
McRae-2005-541-438	438	skis	2991	SKI	5.00	0	3	0	4	0	0	0	0	0	6
McRae-2005-541-439	439	skunk	3888	SKUNK	5.50	1	0	1	6	2	0	0	1	0	1
McRae-2005-541-440	440	skyscraper			6.45	1	4	0	6	0	0	0	0	0	1
McRae-2005-541-441	441	sled	16	SLED	6.35	0	4	1	3	1	0	0	0	0	3
McRae-2005-541-442	442	sledgehammer			3.80	1	2	0	7	0	0	0	0	1	0
McRae-2005-541-443	443	sleigh	16	SLED	5.35	0	3	0	3	0	0	0	0	0	3
McRae-2005-541-444	444	slingshot	4146	SLINGSHOT	4.15	2	9	0	3	0	0	0	0	0	1
McRae-2005-541-445	445	slippers			6.75	2	4	0	1	0	0	0	0	3	3
McRae-2005-541-446	446	snail	1543	SNAIL	5.40	0	2	1	3	0	0	0	0	1	2
McRae-2005-541-447	447	socks	1522	SOCK	8.90	2	3	0	5	1	0	0	1	0	3
McRae-2005-541-448	448	sofa	3099	SOFA	8.40	1	5	0	6	0	0	0	0	2	4
McRae-2005-541-449	449	spade	1176	SPADE	4.95	2	2	0	2	1	0	0	0	0	0
McRae-2005-541-450	450	sparrow	1854	SPARROW	4.35	2	0	1	4	0	2	0	0	0	4
McRae-2005-541-451	451	spatula			7.00	1	3	0	7	0	0	0	0	0	1
McRae-2005-541-452	452	spear	945	SPEAR	3.10	1	4	0	7	0	0	0	0	1	2
McRae-2005-541-453	453	spider	843	SPIDER	7.25	1	0	4	6	1	0	0	0	1	3
McRae-2005-541-454	454	spinach	975	SPINACH	5.00	1	4	0	1	1	0	0	0	0	4
McRae-2005-541-455	455	spoon	1378	SPOON	8.65	1	7	0	7	1	0	0	0	0	3
McRae-2005-541-456	456	squid	4142	SQUID	3.45	2	1	2	1	0	0	0	0	1	4
McRae-2005-541-457	457	squirrel	1628	SQUIRREL	7.85	2	0	5	6	2	0	0	0	0	3
McRae-2005-541-458	458	starling			2.75	1	0	3	4	1	1	0	0	0	2
McRae-2005-541-459	459	stereo			8.95	0	5	0	7	0	2	0	0	0	1
McRae-2005-541-460	460	stick	1295	STICK	7.55	2	3	0	4	0	0	0	0	1	1
McRae-2005-541-461	461	stone	857	STONE	7.40	2	2	0	2	1	0	0	0	4	0
McRae-2005-541-462	462	stool_(furniture)	2058	STOOL	7.80	0	1	0	10	0	0	0	0	0	2
McRae-2005-541-463	463	stork	3724	STORK	2.50	1	1	3	7	1	0	0	0	0	1
McRae-2005-541-464	464	stove	859	STOVE	8.35	1	3	0	4	0	0	0	0	1	4
McRae-2005-541-465	465	strainer			6.70	1	6	0	4	0	0	0	0	0	2
McRae-2005-541-466	466	strawberry	3138	STRAWBERRY	8.45	1	5	0	2	2	0	2	0	2	3
McRae-2005-541-467	467	submarine	4022	SUBMARINE	3.05	0	4	0	4	0	0	0	0	0	5
McRae-2005-541-468	468	subway			5.90	1	2	1	3	0	1	0	0	0	6
McRae-2005-541-469	469	surfboard			3.90	0	2	1	5	1	0	0	0	0	3
McRae-2005-541-470	470	swan	2837	SWAN	4.20	1	0	2	5	1	1	0	0	0	6
McRae-2005-541-471	471	sweater	4035	SWEATER	8.45	2	2	0	3	1	0	0	0	1	2
McRae-2005-541-472	472	swimsuit			7.50	2	5	0	4	1	0	0	0	1	6
McRae-2005-541-473	473	sword	1535	SWORD	2.95	1	3	0	9	0	0	0	0	1	2
McRae-2005-541-474	474	table	1775	TABLE	8.95	1	1	0	6	0	0	0	0	0	3
McRae-2005-541-475	475	tack			6.40	0	3	0	4	2	0	0	0	1	3
McRae-2005-541-476	476	tangerine	2367	MANDARINE	7.10	1	1	0	6	1	0	1	0	1	5
McRae-2005-541-477	477	tank_(army)	3102	TANK	2.55	0	3	0	5	1	0	0	0	1	3
McRae-2005-541-478	478	tank_(container)			5.50	0	5	0	5	0	0	0	0	0	0
McRae-2005-541-479	479	tap	1488	FAUCET	7.85	1	4	0	1	0	0	0	0	0	3
McRae-2005-541-480	480	tape_(scotch)			7.80	0	2	0	2	2	0	0	0	1	4
McRae-2005-541-481	481	taxi			7.35	2	2	1	0	1	0	0	0	0	4
McRae-2005-541-482	482	telephone	1379	TELEPHONE	8.85	0	3	0	6	0	1	0	0	0	2
McRae-2005-541-483	483	tent	1316	TENT	6.85	0	4	0	4	0	0	0	0	0	3
McRae-2005-541-484	484	thermometer	3104	THERMOMETER	7.00	0	6	0	5	0	0	0	0	0	1
McRae-2005-541-485	485	thimble	4143	THIMBLE	3.85	0	4	0	4	1	0	0	0	0	2
McRae-2005-541-486	486	tie	3711	TIE (NOUN)	6.90	2	2	0	6	1	0	0	0	0	3
McRae-2005-541-487	487	tiger	846	TIGER	3.80	5	1	0	8	2	1	0	0	0	7
McRae-2005-541-488	488	toad	894	TOAD	4.65	4	0	6	5	2	1	0	0	1	4
McRae-2005-541-489	489	toaster	4010	TOASTER	7.80	1	4	1	4	0	0	0	0	1	3
McRae-2005-541-490	490	toilet	219	TOILET	8.55	0	2	0	3	1	0	0	0	0	2
McRae-2005-541-491	491	tomahawk			2.10	3	4	0	6	0	0	0	0	1	0
McRae-2005-541-492	492	tomato	986	TOMATO	7.75	2	3	0	2	2	0	0	0	1	3
McRae-2005-541-493	493	tongs	272	TONGS	6.15	1	3	0	3	0	0	0	0	0	1
McRae-2005-541-494	494	tortoise	895	TORTOISE	2.40	3	0	2	4	1	0	0	0	1	3
McRae-2005-541-495	495	toy	2403	TOY	7.70	1	5	0	0	0	0	0	0	0	2
McRae-2005-541-496	496	tractor	4144	TRACTOR	6.00	1	1	1	5	2	1	0	0	0	2
McRae-2005-541-497	497	trailer			6.15	0	6	0	4	0	0	0	0	0	2
McRae-2005-541-498	498	train	900	TRAIN	6.05	0	4	1	5	0	1	0	0	0	4
McRae-2005-541-499	499	tray	2629	TRAY	6.75	0	5	0	6	0	0	0	0	0	1
McRae-2005-541-500	500	tricycle			6.20	2	4	1	7	1	0	0	0	0	2
McRae-2005-541-501	501	tripod	2607	TRIPOD	3.45	0	4	0	2	0	0	0	0	0	0
McRae-2005-541-502	502	trolley			3.70	0	3	0	4	0	0	0	0	0	1
McRae-2005-541-503	503	trombone			3.35	1	4	0	5	1	2	0	0	0	0
McRae-2005-541-504	504	trousers	809	TROUSERS	6.80	2	4	0	8	1	0	0	0	1	3
McRae-2005-541-505	505	trout	795	TROUT	5.05	2	2	1	4	0	0	1	1	0	3
McRae-2005-541-506	506	truck	4011	TRUCK	7.65	2	2	0	6	0	0	0	0	1	2
McRae-2005-541-507	507	trumpet	775	TRUMPET	4.20	1	4	0	6	1	1	0	0	0	0
McRae-2005-541-508	508	tuba			3.30	1	3	0	4	1	3	0	0	1	0
McRae-2005-541-509	509	tuna			5.65	1	4	1	3	0	0	1	1	0	3
McRae-2005-541-510	510	turkey	2386	TURKEY	5.50	3	3	1	3	0	1	0	0	0	7
McRae-2005-541-511	511	turnip	3062	TURNIP	4.75	1	2	0	1	1	0	1	0	1	2
McRae-2005-541-512	512	turtle	112	TURTLE	5.70	4	0	4	5	1	0	0	0	1	3
McRae-2005-541-513	513	typewriter			5.30	1	2	0	6	0	1	0	0	1	5
McRae-2005-541-514	514	umbrella	3105	UMBRELLA	7.35	0	3	0	6	1	0	0	0	0	1
McRae-2005-541-515	515	unicycle			2.75	1	3	0	3	0	0	0	0	0	2
McRae-2005-541-516	516	urn			2.60	0	2	0	2	0	0	0	0	0	3
McRae-2005-541-517	517	van			8.00	2	4	0	8	0	0	0	0	0	1
McRae-2005-541-518	518	veil	1151	VEIL	3.70	1	3	0	1	3	0	0	0	0	2
McRae-2005-541-519	519	vest	3140	VEST	7.00	1	2	0	3	1	0	0	0	0	3
McRae-2005-541-520	520	vine	343	VINE	5.00	1	2	0	2	1	0	0	0	0	2
McRae-2005-541-521	521	violin	4023	VIOLIN	3.80	1	3	0	3	1	1	0	0	0	2
McRae-2005-541-522	522	vulture	1185	VULTURE	2.40	3	0	3	8	0	0	0	0	0	4
McRae-2005-541-523	523	wagon	122	CART	5.60	1	5	0	6	1	0	0	0	0	1
McRae-2005-541-524	524	wall	3830	WALL	8.90	1	5	0	5	0	0	0	0	1	2
McRae-2005-541-525	525	walnut	2042	WALNUT	5.75	2	3	0	2	1	0	0	0	2	1
McRae-2005-541-526	526	walrus	4007	WALRUS	2.15	2	1	1	7	1	0	0	0	0	2
McRae-2005-541-527	527	wand			2.60	1	5	0	2	1	0	0	0	0	1
McRae-2005-541-528	528	wasp	1517	WASP	5.20	2	0	2	3	2	1	0	0	0	6
McRae-2005-541-529	529	whale	957	WHALE	3.50	2	1	3	2	0	0	0	0	0	4
McRae-2005-541-530	530	wheel	710	WHEEL	8.20	0	1	1	5	0	0	0	0	0	3
McRae-2005-541-531	531	wheelbarrow	4073	WHEELBARROW	5.40	0	5	0	8	0	0	0	0	0	1
McRae-2005-541-532	532	whip	2630	WHIP	3.75	1	3	0	4	1	1	0	0	0	4
McRae-2005-541-533	533	whistle	3107	WHISTLE (INSTRUMENT)	6.40	0	6	0	4	0	4	0	0	0	0
McRae-2005-541-534	534	willow	818	WILLOW	3.50	2	0	0	6	2	0	0	0	0	0
McRae-2005-541-535	535	woodpecker	2447	WOODPECKER	4.10	2	0	4	4	0	2	0	0	0	3
McRae-2005-541-536	536	worm	1219	WORM	6.55	0	2	3	2	1	0	0	0	1	2
McRae-2005-541-537	537	wrench	4145	WRENCH	4.70	1	8	0	3	0	0	0	0	1	1
McRae-2005-541-538	538	yacht			3.85	1	5	0	3	0	0	0	0	0	5
McRae-2005-541-539	539	yam	410	YAM	3.30	1	2	0	0	1	0	1	0	0	2
McRae-2005-541-540	540	zebra	3675	ZEBRA	2.60	3	2	2	5	2	0	0	0	0	2
McRae-2005-541-541	541	zucchini			5.10	1	4	0	4	3	0	1	0	0	2
