ID	NUMBER	GLOSS	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	LINKS	ENGLISH	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	CANTONESE	ENGLISH_IN_SOURCE	ARABIC_IN_SOURCE	CHINESE_IN_SOURCE	WELSH_IN_SOURCE	ESTONIAN_IN_SOURCE	FINNISH_IN_SOURCE	FRENCH_IN_SOURCE	HEBREW_IN_SOURCE	POLISH_IN_SOURCE	RUSSIAN_IN_SOURCE	SPANISH_IN_SOURCE	CANTONESE_IN_SOURCE	ENGLISH_SCORE	ARABIC_SCORE	CHINESE_SCORE	WELSH_SCORE	ESTONIAN_SCORE	FINNISH_SCORE	FRENCH_SCORE	HEBREW_SCORE	POLISH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	CANTONESE_SCORE	MANDARIN_ERRATUM	FRENCH_ERRATUM	RUSSIAN_ERRATUM	SPANISH_ERRATUM
Vulic-2020-2244-212	212	chair	nouns	1476	CHAIR	180:2 226:1 235:2 710:1 956:2	bed bench sofa stool telescope	299 506 583 425 2117	chair	كرسي	椅子	cadair	tool	tuoli	chaise	כיסא	krzesło	стул	silla	椅子	chair chair chair chair chair	كرسي كرسي كرسي كرسي كرسي	椅子 椅子 椅子 椅子 椅子	cadair cadair cadair cadair cadair	tool tool tool tool tool	tuoli tuoli tuoli tuoli tuoli	chaise chaise chaise chaise chaise	כיסא כיסא כיסא כיסא כיסא	krzesło krzesło krzesło krzesło krzesło	стул стул стул стул стул	silla silla silla silla silla	椅子 椅子 椅子 椅子 椅子	0.5384615384615384 2.6153846153846154 2.6923076923076925 2.769230769230769 0.0	2.1 5.6 4.1 5.2 0.6	0.36363636363636365 3.727272727272727 2.1818181818181817 5.545454545454546 0.0	0.6 3.0 2.6 2.9 0.0	0.9 3.9 1.7 4.0 0.0	1.2 3.8 2.3 4.3 0.0	2.1 3.6 3.5 4.2 0.4	1.2 2.6 2.3 3.3 0.3	0.3 1.6 1.1 3.1 0.0	0.2 1.7 1.0 2.9 0.0	1.4 3.5 2.6 3.2 0.2	1.8181818181818181 3.3636363636363638 3.090909090909091 4.363636363636363 0.09090909090909091	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
Vulic-2020-2244-213	213	keep	verbs	1477	KEEP	1437:2 1532:1 1621:1 1667:2 1563:1 1671:1 1675:2	lose give borrow retain protect possess cherish	298 196 355 1946 547 1847 1109	keep	يحتفظ	保持	cadw	hoidma	pitää	garder	לשמור	zachować	держать (хранить/сохранять)	mantener	保持	keep keep keep keep keep keep keep	يحتفظ يحتفظ يحتفظ يحتفظ يحتفظ يحتفظ يحتفظ	保持 保持 保持 保持 保持 保持 保持	cadw cadw cadw cadw cadw cadw cadw	hoidma hoidma hoidma hoidma hoidma hoidma hoidma	pitää pitää pitää pitää pitää pitää pitää	garder garder garder garder garder garder garder	לשמור לשמור לשמור לשמור לשמור לשמור לשמור	zachować zachować zachować zachować zachować zachować zachować	сохранять держать держать держать хранить хранить хранить	mantener mantener mantener mantener mantener mantener mantener	保持 保持 保持 保持 保持 保持 保持	0.0 0.0 0.23076923076923078 4.846153846153846 1.0 3.076923076923077 1.3076923076923077	1.0 0.7 1.3 3.0 2.4 3.4 1.7	0.18181818181818182 0.18181818181818182 0.0 3.1818181818181817 0.2727272727272727 0.45454545454545453 0.45454545454545453	0.4 0.1 0.2 4.6 1.2 2.8 1.2	0.4 0.5 0.5 3.9 3.2 2.0 2.8	0.2 0.4 0.4 4.0 0.7 1.5 1.9	1.5 1.9 1.9 5.2 4.4 3.1 2.3	0.7 0.6 1.1 2.9 4.6 2.8 5.4	0.0 0.2 0.0 3.5 1.7 2.1 0.1	0.1 0.2 0.2 1.5 1.9 1.4 1.5	0.1 0.7 0.2 5.0 1.8 2.6 0.4	0.09090909090909091 0.18181818181818182 0.0 3.909090909090909 0.5454545454545454 1.3636363636363635 0.09090909090909091	0 0 0 0 0 0 0	0 0 0 0 0 0 0	0 0 0 0 0 0 0	0 0 0 0 0 0 0
Vulic-2020-2244-214	214	body	nouns	1480	BODY	187:1 280:2 499:1 763:1 842:2 857:1 944:1 1029:2	stomach underwear chest spine arm shoulder nerve blood	803 2165 266 798 306 216 519 847	body	جسم	身体	corff	keha	vartalo	corps	גוף	ciało	тело	cuerpo	身體	body body body body body body body body	جسم جسم جسم جسم جسم جسم جسم جسم	身体 身体 身体 身体 身体 身体 身体 身体	corff corff corff corff corff corff corff corff	keha keha keha keha keha keha keha keha	vartalo vartalo vartalo vartalo vartalo vartalo vartalo vartalo	corps corps corps corps corps corps corps corps	גוף גוף גוף גוף גוף גוף גוף גוף	ciało ciało ciało ciało ciało ciało ciało ciało	тело тело тело тело тело тело тело тело	cuerpo cuerpo cuerpo cuerpo cuerpo cuerpo cuerpo cuerpo	身體 身體 身體 身體 身體 身體 身體 身體	0.7692307692307693 0.3076923076923077 0.8461538461538461 0.38461538461538464 0.3076923076923077 0.38461538461538464 0.0 0.3076923076923077	3.1 0.4 2.9 2.9 2.9 2.8 2.8 2.6	1.7272727272727273 0.0 2.0 1.3636363636363635 0.45454545454545453 0.7272727272727273 1.8181818181818181 0.9090909090909091	1.1 0.2 1.0 0.6 0.9 0.7 0.3 1.0	1.7 0.8 1.9 1.6 1.0 1.0 0.7 1.3	2.0 0.3 2.3 1.2 1.3 1.2 1.0 0.9	2.9 1.7 2.5 2.2 2.4 2.2 1.6 2.4	1.9 0.4 1.6 1.7 1.5 1.6 1.0 1.1	1.0 0.3 1.8 0.8 1.5 1.0 0.4 0.5	1.5 0.3 1.4 1.3 1.1 1.4 0.6 0.9	1.7 0.6 1.1 0.6 1.1 1.0 0.5 0.5	2.3636363636363638 0.7272727272727273 1.7272727272727273 0.5454545454545454 0.8181818181818182 0.7272727272727273 0.5454545454545454 0.7272727272727273	0 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0
Vulic-2020-2244-215	215	hammer	nouns	1481	HAMMER	553:1	teeth	165	hammer	مطرقة	锤	morthwyl	haamer	vasara	marteau	פטיש	młotek	молоток	martillo	鎚	hammer	مطرقة	锤	morthwyl	haamer	vasara	marteau	פטיש	młotek	молоток	martillo	鎚	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.1	0.09090909090909091	0	0	0	0
Vulic-2020-2244-216	216	shoulder	nouns	1482	SHOULDER	546:2 28:1 857:2	arm head body	306 89 214	shoulder	كتف	肩 (肩膀)	ysgwydd	õlg	olkapää	épaule	כתף	bark	плечо	hombro	肩 (肩膀)	shoulder shoulder shoulder	كتف كتف كتف	肩膀 肩 肩	ysgwydd ysgwydd ysgwydd	õlg õlg õlg	olkapää olkapää olkapää	épaule épaule épaule	כתף כתף כתף	bark bark bark	плечо плечо плечо	hombro hombro hombro	肩膀 肩 肩	0.7692307692307693 0.9230769230769231 0.38461538461538464	3.6 2.8 2.8	0.2727272727272727 0.18181818181818182 0.7272727272727273	1.9 0.9 0.7	1.4 1.1 1.0	1.7 0.9 1.2	2.9 2.7 2.2	1.9 1.4 1.6	3.5 0.7 1.0	1.4 0.6 1.4	1.0 1.5 1.0	1.7272727272727273 0.5454545454545454 0.7272727272727273	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-217	217	pour	verbs	1487	POUR	1417:1	drip	1315	pour	يصب	倒	arllwys	kallama	kaataa	verser	לשפוך	nalewać	наливать	verter	倒	pour	يصب	倒	arllwys	kallama	kaataa	verser	לשפוך	nalewać	наливать	verter	倒	1.0769230769230769	2.9	0.7272727272727273	2.3	1.1	1.0	1.6	2.4	1.4	0.2	1.6	0.7272727272727273	0	0	0	0
Vulic-2020-2244-218	218	cloud	nouns	1489	CLOUD	860:1 292:2 443:1 526:1 619:1 756:1 971:1	storm lake window mist fog weather haze	814 707 160 1675 481 851 1484	cloud	غيمة	云	cwmwl (cymyl)	pilv	pilvi	nuage	ענן	chmura	облако (туча)	nube	雲	cloud cloud cloud cloud cloud cloud cloud	غيمة غيمة غيمة غيمة غيمة غيمة غيمة	云 云 云 云 云 云 云	cwmwl cwmwl cwmwl cwmwl cymyl cwmwl cwmwl	pilv pilv pilv pilv pilv pilv pilv	pilvi pilvi pilvi pilvi pilvi pilvi pilvi	nuage nuage nuage nuage nuage nuage nuage	ענן ענן ענן ענן ענן ענן ענן	chmura chmura chmura chmura chmura chmura chmura	туча облако облако облако облако облако облако	nube nube nube nube nube nube nube	雲 雲 雲 雲 雲 雲 雲	0.5384615384615384 0.0 0.0 2.769230769230769 2.8461538461538463 0.8461538461538461 2.6153846153846154	2.7 1.2 0.2 5.4 3.3 2.1 1.9	0.8181818181818182 0.09090909090909091 0.0 2.909090909090909 2.5454545454545454 2.1818181818181817 2.0	0.9 0.3 0.0 3.2 2.5 1.0 2.7	1.3 0.4 0.3 2.7 2.2 1.5 1.9	0.9 0.3 0.0 2.6 2.5 1.1 3.3	2.1 0.8 0.8 3.4 3.2 2.5 4.0	2.2 0.8 0.6 2.5 2.5 1.2 1.9	0.8 0.4 0.0 1.3 1.6 0.8 1.6	1.2 0.3 0.4 1.2 1.7 0.8 2.3	1.1 0.3 0.7 2.9 2.3 0.7 0.9	1.6363636363636365 0.36363636363636365 0.0 2.4545454545454546 1.0 0.6363636363636364 2.5454545454545454	0 0 0 0 0 0 0	0 0 0 0 0 0 0	0 0 0 0 0 0 0	0 0 0 0 0 0 0
Vulic-2020-2244-219	219	rat	nouns	1490	RAT	931:1	mouse	220	rat	جرذ	鼠	llygoden fawr	rott	rotta	rat	חולדה	szczur	крыса	rata	鼠	rat	جرذ	鼠	llygoden fawr	rott	rotta	rat	חולדה	szczur	крыса	rata	鼠	2.6153846153846154	4.4	5.636363636363637	3.3	2.2	3.0	4.4	2.6	1.3	2.0	4.4	4.818181818181818	0	0	0	0
Vulic-2020-2244-220	220	mouse	nouns	1491	MOUSE	886:1 131:2 142:2 681:1 931:2	cat container deck management rat	64 1182 1241 1634 219	mouse	فأر	老鼠	llygoden	hiir	hiiri	souris	עכבר	mysz	мышь (мышка)	ratón	老鼠	mouse mouse mouse mouse mouse	فأر فأر فأر فأر فأر	老鼠 老鼠 老鼠 老鼠 老鼠	llygoden llygoden llygoden llygoden llygoden	hiir hiir hiir hiir hiir	hiiri hiiri hiiri hiiri hiiri	souris souris souris souris souris	עכבר עכבר עכבר עכבר עכבר	mysz mysz mysz mysz mysz	мышка мышь мышь мышь мышь	ratón ratón ratón ratón ratón	老鼠 老鼠 老鼠 老鼠 老鼠	0.3076923076923077 0.0 0.0 0.0 2.6153846153846154	2.7 0.0 0.3 0.0 4.4	0.2727272727272727 0.0 0.0 0.0 5.636363636363637	0.6 0.0 0.0 0.0 3.3	0.7 0.4 0.3 0.0 2.2	1.4 0.0 0.0 0.0 3.0	2.2 0.1 0.1 0.0 4.4	1.5 0.0 0.1 0.0 2.6	0.3 0.1 0.0 0.1 1.3	0.6 0.0 0.8 0.7 2.0	0.5 0.1 0.0 0.0 4.4	0.2727272727272727 0.0 0.09090909090909091 0.09090909090909091 4.818181818181818	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
Vulic-2020-2244-221	221	dumb	adjectives	1492	DUMB	1061:2 1081:1 1066:2 1082:2 1155:1 1169:1 1177:1 1204:1	stupid rare huge smart clever intelligent dense foolish	230 427 1510 492 120 491 1258 1400	dumb	أحمق (احمق)	笨	hurt	loll	tyhmä	stupide (idiot)	מטומטם	tępy	тупой (немой)	tonto	笨	dumb dumb dumb dumb dumb dumb dumb dumb	أحمق أحمق أحمق أحمق أحمق أحمق أحمق احمق	笨 笨 笨 笨 笨 笨 笨 笨	hurt hurt hurt hurt hurt hurt hurt hurt	loll loll loll loll loll loll loll loll	tyhmä tyhmä tyhmä tyhmä tyhmä tyhmä tyhmä tyhmä	idiot stupide stupide stupide stupide stupide stupide stupide	מטומטם מטומטם מטומטם מטומטם מטומטם מטומטם מטומטם מטומטם	tępy tępy tępy tępy tępy tępy tępy tępy	тупой немой тупой тупой тупой тупой тупой тупой	tonto tonto tonto tonto tonto tonto tonto tonto	笨 笨 笨 笨 笨 笨 笨 笨	5.384615384615385 0.0 0.07692307692307693 0.07692307692307693 0.07692307692307693 0.07692307692307693 2.923076923076923 4.230769230769231	4.9 0.3 0.3 1.3 1.3 1.1 4.4 5.2	5.818181818181818 0.0 0.09090909090909091 0.09090909090909091 0.18181818181818182 0.18181818181818182 5.545454545454546 5.2727272727272725	5.3 0.0 0.0 0.0 0.0 0.0 0.0 4.8	5.0 0.0 0.2 0.7 0.5 0.7 5.1 4.7	5.2 0.0 0.0 0.4 0.4 0.4 0.0 2.3	6.0 0.3 1.3 1.7 1.5 1.7 0.1 6.0	4.8 0.2 0.2 1.0 0.9 0.9 0.2 4.5	5.5 0.0 0.0 0.0 0.0 0.0 0.0 4.7	3.4 0.0 0.0 0.3 0.1 0.1 3.7 3.5	4.9 0.2 0.0 0.2 0.2 0.6 0.4 1.0	5.2727272727272725 0.2727272727272727 0.18181818181818182 0.09090909090909091 0.5454545454545454 0.5454545454545454 5.090909090909091 4.7272727272727275	0 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0	0 1 0 0 0 0 0 0	0 0 0 0 0 0 0 0
Vulic-2020-2244-222	222	die	verbs	1494	DIE	1334:2 1396:1	bury disintegrate	1050 1296	die	يموت	死	marw	surema	kuolla	mourir	למות	umrzeć	умереть	morir	死	die die	يموت يموت	死 死	marw marw	surema surema	kuolla kuolla	mourir mourir	למות למות	umrzeć umrzeć	умереть умереть	morir morir	死 死	0.7692307692307693 0.3076923076923077	3.2 0.9	2.090909090909091 0.2727272727272727	1.1 0.1	0.9 1.9	1.1 1.1	2.2 3.4	1.2 0.6	1.3 0.8	0.8 0.7	1.0 0.7	1.0 0.0	0 0	0 0	0 0	0 0
Vulic-2020-2244-223	223	happy	adjectives	1495	HAPPY	1108:1 1196:1 1202:1 1275:1 1277:1	cheerful mad young angry glad	1107 1624 63 356 1444	happy	سعيد	开心	hapus	õnnelik	onnellinen	heureux	שמח	szczęśliwy	счастливый	feliz	開心	happy happy happy happy happy	سعيد سعيد سعيد سعيد سعيد	开心 开心 开心 开心 开心	hapus hapus hapus hapus hapus	õnnelik õnnelik õnnelik õnnelik õnnelik	onnellinen onnellinen onnellinen onnellinen onnellinen	heureux heureux heureux heureux heureux	שמח שמח שמח שמח שמח	szczęśliwy szczęśliwy szczęśliwy szczęśliwy szczęśliwy	счастливый счастливый счастливый счастливый счастливый	feliz feliz feliz feliz feliz	開心 開心 開心 開心 開心	4.923076923076923 0.0 0.07692307692307693 0.07692307692307693 5.153846153846154	4.5 1.2 1.0 1.1 5.8	5.636363636363637 0.9090909090909091 0.09090909090909091 0.0 5.545454545454546	5.2 0.0 0.3 0.1 2.1	2.9 1.7 0.8 0.3 3.8	3.6 0.4 0.1 0.4 3.9	4.9 1.3 0.7 1.4 5.3	5.3 0.9 0.7 1.0 5.3	4.6 0.0 0.3 0.1 4.7	4.4 0.1 0.2 0.0 3.3	5.3 0.2 0.1 0.2 4.2	5.0 1.0 0.09090909090909091 0.2727272727272727 5.363636363636363	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
Vulic-2020-2244-224	224	juice	nouns	1499	JUICE	343:2 617:1 766:2 966:1	milk milkshake apple spoon	713 1666 125 162	juice	عصير	果汁	sudd	mahl	mehu	jus	מיץ	sok	сок	jugo	果汁	juice juice juice juice	عصير عصير عصير عصير	果汁 果汁 果汁 果汁	sudd sudd sudd sudd	mahl mahl mahl mahl	mehu mehu mehu mehu	jus jus jus jus	מיץ מיץ מיץ מיץ	sok sok sok sok	сок сок сок сок	jugo jugo jugo jugo	果汁 果汁 果汁 果汁	0.6153846153846154 0.6923076923076923 0.7692307692307693 0.0	2.2 2.3 2.4 0.5	0.6363636363636364 0.36363636363636365 1.4545454545454546 0.0	0.9 1.1 0.9 0.1	1.0 1.4 1.7 0.6	1.4 1.4 0.7 0.2	2.3 2.6 2.3 1.0	1.5 2.0 1.3 0.5	0.6 0.7 0.6 0.0	0.2 0.4 1.0 0.3	0.7 3.4 1.0 0.2	0.5454545454545454 0.6363636363636364 0.7272727272727273 0.36363636363636365	0 0 0 0	0 0 0 0	0 0 0 0	0 0 0 0
Vulic-2020-2244-225	225	worry	verbs	150	WORRY	1405:1	waste	792	worry	يقلق	担心	poeni	muretsema	murehtia	inquiéter	לדאוג	martwić	беспокоиться	preocuparse	擔心	worry	يقلق	担心	poeni	muretsema	murehtia	inquiéter	לדאוג	martwić	беспокоиться	preocuparse	擔心	0.0	0.2	0.0	0.0	0.3	0.1	0.3	0.2	0.0	0.0	0.1	0.0	0	0	0	0
Vulic-2020-2244-226	226	goat	nouns	1502	GOAT	120:2	cow	5	goat	ماعز	山羊	gafr	kits	vuohi	chèvre	עז	koza	коза	cabra	山羊	goat	ماعز	山羊	gafr	kits	vuohi	chèvre	עז	koza	коза	cabra	山羊	0.8461538461538461	2.8	0.45454545454545453	1.2	1.1	1.5	2.6	1.7	1.1	0.5	1.3	2.272727272727273	0	0	0	0
Vulic-2020-2244-227	227	fly	nouns	1504	FLY (INSECT)	297:1	ant	686	fly	ذبابة	苍蝇	hedfan	kärbes	kärpänen	mouche	חרק	mucha	муха	volar	蒼蠅	fly	ذبابة	苍蝇	hedfan	kärbes	kärpänen	mouche	חרק	mucha	муха	volar	蒼蠅	0.6153846153846154	2.9	0.6363636363636364	0.0	1.5	1.6	2.5	2.6	1.2	0.6	0.5	0.8181818181818182	0	0	0	0
Vulic-2020-2244-228	228	king	nouns	1508	KING	155:1 163:2 345:2 845:1	princess prince nepotism ruler	1867 499 1718 609	king	ملك	国王	brenin	kuningas	kuningas	roi	מלך	król	король	Rey	國王	king king king king	ملك ملك ملك ملك	国王 国王 国王 国王	brenin brenin brenin brenin	kuningas kuningas kuningas kuningas	kuningas kuningas kuningas kuningas	roi roi roi roi	מלך מלך מלך מלך	król król król król	король король король король	Rey Rey Rey Rey	國王 國王 國王 國王	0.7692307692307693 1.9230769230769231 0.3076923076923077 3.1538461538461537	3.1 3.1 0.6 4.4	0.0 2.0 0.36363636363636365 5.0	0.9 1.1 0.3 0.0	1.4 1.9 1.3 4.5	1.5 2.0 1.1 4.0	3.3 4.3 2.2 4.9	2.0 2.3 1.2 4.3	1.2 1.4 0.7 5.5	0.9 1.3 0.3 4.0	1.8 2.2 1.7 0.9	2.090909090909091 2.3636363636363638 0.09090909090909091 4.363636363636363	0 0 0 0	0 0 0 0	0 0 0 0	0 0 0 0
Vulic-2020-2244-229	229	hen	nouns	1514	HEN	479:2 512:1	bird turkey	843 460	hen	دجاجة	母鸡	iâr	kana	naaraslintu	poule	תרנגולת	kura	курица	gallina	母雞	hen hen	دجاجة دجاجة	母鸡 母鸡	iâr iâr	kana kana	naaraslintu naaraslintu	poule poule	תרנגולת תרנגולת	kura kura	курица курица	gallina gallina	母雞 母雞	1.5384615384615385 1.1538461538461537	3.0 3.3	1.6363636363636365 2.272727272727273	2.3 2.0	2.0 1.5	3.1 2.0	3.0 3.4	2.1 1.6	3.1 3.2	1.8 1.0	1.8 0.8	1.0909090909090908 2.1818181818181817	0 0	0 0	0 0	0 0
Vulic-2020-2244-230	230	stupid	adjectives	1518	STUPID	1061:1 1118:2 1229:2	dumb gullible stubborn	221 1462 626	stupid	غبي	笨 (蠢)	twp	rumal	typerä	stupide	טיפש (טיפשי)	głupi	глупый	estúpido	蠢	stupid stupid stupid	غبي غبي غبي	蠢 笨 笨	twp twp twp	rumal rumal rumal	typerä typerä typerä	stupide stupide stupide	טיפש טיפשי טיפש	głupi głupi głupi	глупый глупый глупый	estúpido estúpido estúpido	蠢 蠢 蠢	5.384615384615385 2.769230769230769 0.3076923076923077	4.9 3.4 1.5	5.818181818181818 0.36363636363636365 1.7272727272727273	5.3 1.0 0.2	5.0 2.9 2.3	5.2 1.6 0.7	6.0 3.8 2.0	4.8 2.2 0.8	5.5 2.5 0.6	3.4 0.5 0.7	4.9 2.2 0.7	5.2727272727272725 1.0 0.45454545454545453	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-231	231	run	verbs	1519	RUN	1323:2	ride	641	run	يركض	跑	rhedeg	jooksma	juosta	courir	לרוץ	biegać	бежать	correr	跑	run	يركض	跑	rhedeg	jooksma	juosta	courir	לרוץ	biegać	бежать	correr	跑	0.38461538461538464	1.0	0.36363636363636365	0.1	0.8	0.9	1.5	1.0	0.2	0.4	0.4	0.18181818181818182	0	0	0	0
Vulic-2020-2244-232	232	seem	verbs	1521	SEEM	1332:2 1692:2	become pretend	409 1863	seem	يبدو	似乎	ymddengys (ymddangos)	näima	näyttää	sembler	להראות	wydawać się	казаться	parecer	似乎	seem seem	يبدو يبدو	似乎 似乎	ymddengys ymddangos	näima näima	näyttää näyttää	sembler sembler	להראות להראות	wydawać się wydawać się	казаться казаться	parecer parecer	似乎 似乎	0.23076923076923078 1.3846153846153846	2.6 2.9	0.2727272727272727 0.2727272727272727	1.3 0.3	0.5 2.2	0.4 0.8	1.6 2.0	0.1 1.1	0.5 1.1	1.2 3.3	0.4 2.5	0.7272727272727273 0.36363636363636365	0 0	0 0	0 0	0 0
Vulic-2020-2244-233	233	forget	verbs	1523	FORGET	1299:1 1505:1 1681:2 1683:2 1720:1 1765:1	ignore learn remind forgive know retain	656 672 1934 237 623 1946	forget	ينسى	忘记	anghofio	unustama	unohtaa	oublier	לשכוח	zapominać	забывать	olvidar	忘記	forget forget forget forget forget forget	ينسى ينسى ينسى ينسى ينسى ينسى	忘记 忘记 忘记 忘记 忘记 忘记	anghofio anghofio anghofio anghofio anghofio anghofio	unustama unustama unustama unustama unustama unustama	unohtaa unohtaa unohtaa unohtaa unohtaa unohtaa	oublier oublier oublier oublier oublier oublier	לשכוח לשכוח לשכוח לשכוח לשכוח לשכוח	zapominać zapominać zapominać zapominać zapominać zapominać	забывать забывать забывать забывать забывать забывать	olvidar olvidar olvidar olvidar olvidar olvidar	忘記 忘記 忘記 忘記 忘記 忘記	0.7692307692307693 0.07692307692307693 0.07692307692307693 0.15384615384615385 0.07692307692307693 0.0	1.7 0.9 1.2 2.3 0.9 0.9	3.272727272727273 0.0 0.36363636363636365 0.5454545454545454 0.0 0.18181818181818182	1.0 0.3 0.1 1.2 0.1 0.0	1.6 0.5 0.7 0.7 0.4 0.6	1.9 0.4 0.4 0.8 0.3 0.1	3.7 1.5 1.5 3.4 1.6 1.5	1.4 0.9 1.0 1.8 1.0 0.9	1.4 0.0 0.0 2.1 0.0 0.6	2.1 0.2 0.0 1.3 0.1 0.1	2.4 0.1 0.1 2.2 0.2 0.3	2.4545454545454546 0.09090909090909091 0.09090909090909091 0.09090909090909091 0.09090909090909091 0.09090909090909091	0 0 0 0 0 0	0 0 0 0 0 0	0 0 0 0 0 0	0 0 0 0 0 0
Vulic-2020-2244-234	234	wine	nouns	1524	WINE	92:1 496:2 986:1	brandy alcohol liquor	1041 655 809	wine	نبيذ	红酒	gwin	vein	viini	vin	יין	wino	вино	vino	紅酒 (葡萄酒)	wine wine wine	نبيذ نبيذ نبيذ	红酒 红酒 红酒	gwin gwin gwin	vein vein vein	viini viini viini	vin vin vin	יין יין יין	wino wino wino	вино вино вино	vino vino vino	紅酒 葡萄酒 紅酒	1.3846153846153846 1.7692307692307692 1.3076923076923077	3.5 4.2 4.5	2.727272727272727 3.727272727272727 4.0	1.1 2.0 1.6	1.7 2.4 2.1	1.6 2.7 2.6	3.7 3.6 2.8	2.3 2.2 1.9	1.4 3.1 3.6	1.3 2.0 2.5	1.6 1.7 0.2	3.1818181818181817 3.6363636363636362 3.1818181818181817	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-235	235	coast	nouns	1525	COAST	878:2 275:2 317:2	shore beach gunboat	41 612 1466	coast	ساحل	海岸	arfordir	rannik	rannikkoalue	côte	חוף	wybrzeże (wybrzeże )	берег (побережье)	costa	海岸	coast coast coast	ساحل ساحل ساحل	海岸 海岸 海岸	arfordir arfordir arfordir	rannik rannik rannik	rannikkoalue rannikkoalue rannikkoalue	côte côte côte	חוף חוף חוף	wybrzeże  wybrzeże wybrzeże	побережье берег берег	costa costa costa	海岸 海岸 海岸	3.8461538461538463 2.6923076923076925 0.07692307692307693	3.9 4.4 1.4	2.8181818181818183 3.0 0.09090909090909091	2.8 1.9 0.1	3.5 3.2 0.7	5.1 3.888888888888889 0.3	4.9 3.8 0.4	3.1 5.3 1.2	4.8 3.4 0.0	3.6 2.5 0.2	4.7 3.5 0.7	3.090909090909091 3.727272727272727 0.09090909090909091	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-236	236	meal	nouns	1526	MEAL	881:1 251:1 746:2	waist dinner supper	312 360 361	meal	وجبة	餐 (一餐)	pryd bwyd	eine	ateria	repas	ארוחה	posiłek	трапеза	comida	餐 (一餐)	meal meal meal	وجبة وجبة وجبة	一餐 餐 餐	pryd bwyd pryd bwyd pryd bwyd	eine eine eine	ateria ateria ateria	repas repas repas	ארוחה ארוחה ארוחה	posiłek posiłek posiłek	трапеза трапеза трапеза	comida comida comida	一餐 餐 餐	0.0 2.923076923076923 2.3076923076923075	0.6 4.2 4.2	0.0 2.909090909090909 3.3636363636363638	0.0 3.1 3.2	0.3 3.1 3.3	0.1 3.3 3.5	0.3 4.2 4.9	0.8 5.6 5.8	0.1 3.6 4.5	0.0 3.0 3.2	0.5 3.6 3.7	0.0 2.909090909090909 2.909090909090909	0 0 0	0 0 0	0 0 0	0 0 0
Vulic-2020-2244-237	237	forgive	verbs	1528	FORGIVE	1358:2 1310:2 1608:2 1683:1	pardon understand accept forget	1785 242 874 233	forgive	يسامح	原谅	maddau	andestama	antaa anteeksi	pardonner (excuser)	לסלוח	wybaczać	прощать	perdonar	原諒	forgive forgive forgive forgive	يسامح يسامح يسامح يسامح	原谅 原谅 原谅 原谅	maddau maddau maddau maddau	andestama andestama andestama andestama	antaa anteeksi antaa anteeksi antaa anteeksi antaa anteeksi	excuser pardonner pardonner pardonner	לסלוח לסלוח לסלוח לסלוח	wybaczać wybaczać wybaczać wybaczać	прощать прощать прощать прощать	perdonar perdonar perdonar perdonar	原諒 原諒 原諒 原諒	4.769230769230769 0.7692307692307693 1.0 0.15384615384615385	5.6 2.3 2.0 2.3	3.8181818181818183 0.6363636363636364 2.5454545454545454 0.5454545454545454	2.2 0.7 1.0 1.2	1.1 2.3 2.5 0.7	4.5 1.1 1.5 0.8	5.8 2.8 2.1 3.4	5.9 1.2 1.5 1.8	3.9 2.0 2.4 2.1	3.8 2.0 1.3 1.3	2.8 1.0 2.6 2.2	3.090909090909091 0.36363636363636365 0.6363636363636364 0.09090909090909091	0 0 0 0	0 0 0 0	0 0 0 0	0 0 0 0
Vulic-2020-2244-238	238	bowl	nouns	1530	BOWL	316:1 340:2	tail plate	72 661	bowl	زبديّة	碗	bowlen	kauss	kulho	bol	קערה	miska	миска	cuenco	碗	bowl bowl	زبديّة زبديّة	碗 碗	bowlen bowlen	kauss kauss	kulho kulho	bol bol	קערה קערה	miska miska	миска миска	cuenco cuenco	碗 碗	0.0 1.5384615384615385	0.0 3.7	0.0 1.8181818181818181	0.0 1.3	0.0 2.4	0.0 2.4	0.1 2.9	0.0 2.8	0.0 3.1	0.0 3.3	0.2 2.4	0.0 2.3636363636363638	0 0	0 0	0 0	0 0
