ID	NUMBER	FRENCH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	POS	PICTURE_SOURCE	PICTURE_NUMBER	VALENCE_ALL_MEAN	AROUSAL_ALL_MEAN	VALENCE_MALE_MEAN	AROUSAL_MALE_MEAN	VALENCE_FEMALE_MEAN	AROUSAL_FEMALE_MEAN	NUMBER_LETTERS	NUMBER_PHONEMES	NUMBER_SYLLABLES	SUBTLEX_FREQ	BOKS_FREQ	IMAGEABILITY_MEAN
Monnier-2014-1031-689	689	ordre	order			NOUN			5.27848101265823	5.0379746835443	5.125	4.75	5.29577464788732	5.07042253521127	5	4	1	132.5	179.26	3.19
Monnier-2014-1031-690	690	oreille	ear	EAR	1247	NOUN	AF	83	5.67567567567568	3.67567567567568	6.17647058823529	3.52941176470588	5.25	3.8	7	4	2	34.46	103.45	6.73
Monnier-2014-1031-691	691	oreiller 	pillow	PILLOW	1044	NOUN	B	212	7.05405405405405	3.75675675675676	6.88235294117647	3.88235294117647	7.2	3.65	8	5	3	7.93	26.35	6.74
Monnier-2014-1031-692	692	orteil	toe	TOE	1389	NOUN	AF	235	4.83783783783784	3.08108108108108	4.94117647058824	3.41176470588235	4.75	2.8	6	5	2	4.04	1.96	6.84
Monnier-2014-1031-693	693	os 	bone	BONE	1394	NOUN	B	214	4.2972972972973	3.13513513513513	4.47058823529412	3.64705882352941	4.15	2.7	2	2	1	40.77	49.73	6.7
Monnier-2014-1031-694	694	osier	wicker			NOUN			4.96103896103896	3.5	5	3.41666666666667	4.95230769230769	3.51538461538462	5	4	2	0.35	12.3	
Monnier-2014-1031-695	695	oubli	oversight			NOUN			2.64864864864865	5	2.47058823529412	6.05882352941176	2.8	4.1	5	4	2	6.92	28.65	2.72
Monnier-2014-1031-696	696	ours	bear	BEAR	1820	NOUN	AF	21	6	5.35135135135135	7.11764705882353	5.58823529411765	5.05	5.15	4	3	1	23.96	17.36	
Monnier-2014-1031-697	697	outil	tool	TOOL	1361	NOUN			5.23376623376623	3.44155844155844	5.11111111111111	4.33333333333333	5.25	3.32352941176471	5	3	2	3.63	10.14	5.5
Monnier-2014-1031-698	698	pacifisme	pacifism			NOUN			7.36708860759494	3.55696202531646	6.75	3.5	7.43661971830986	3.56338028169014	9	8	3	0.14	0.54	
Monnier-2014-1031-699	699	pacte	pact			NOUN			5.77922077922078	4.8961038961039	5.66666666666667	4.33333333333333	5.8	5	5	4	1	7.29	11.49	3.1
Monnier-2014-1031-700	700	pain	bread	BREAD	1368	NOUN	AF	36	6.51351351351351	3.86486486486486	6.76470588235294	4.88235294117647	6.3	3	4	2	1	62.81	99.32	6.77
Monnier-2014-1031-701	701	paix	peace	PEACE	1338	NOUN			7.7027027027027	4.43243243243243	7.29411764705882	4.58823529411765	8.05	4.3	4	2	1	144.86	103.72	3.6
Monnier-2014-1031-702	702	panda	panda	PANDA	3951	NOUN	AF	370	7.24324324324324	4.64864864864865	7.23529411764706	5.05882352941176	7.25	4.3	5	4	2	1.46	0.14	6.72
Monnier-2014-1031-703	703	panier	basket	BASKET	1539	NOUN	AF	20	5.12	3.02	4.77777777777778	3.33333333333333	5.3125	2.84375	6	5	2	13.82	24.39	6.39
Monnier-2014-1031-704	704	pantalon	pants	TROUSERS	809	NOUN	AF	162	5.84	3.84	5.55555555555556	4.22222222222222	6	3.625	8	6	3	31.49	57.91	6.63
Monnier-2014-1031-705	705	paon 	peacock	PEACOCK	3382	NOUN	AF	164	6.40540540540541	3.7027027027027	6.17647058823529	3.82352941176471	6.6	3.6	4	2	1	0.6	3.85	5.47
Monnier-2014-1031-706	706	papier	paper	PAPER	648	NOUN			4.86	2.54	4.77777777777778	3.38888888888889	4.90625	2.0625	6	5	2	56.32	144.59	6.59
Monnier-2014-1031-707	707	papillon	butterfly	BUTTERFLY	1791	NOUN	AF	40	6.97297297297297	3.91891891891892	6.52941176470588	4.41176470588235	7.35	3.5	8	6	3	8.12	10.68	6.84
Monnier-2014-1031-708	708	paquet 	package			NOUN	B	217	5.3421052631579	4.05263157894737	4.88235294117647	3.88235294117647	5.71428571428571	4.19047619047619	6	4	2	36.9	62.77	5.5
Monnier-2014-1031-709	709	parachute	parachute			NOUN			6.44155844155844	6.50649350649351	6.66666666666667	5.55555555555556	6.41176470588235	6.63235294117647	9	7	3	4.12	3.04	6.59
Monnier-2014-1031-710	710	paradis	paradise			NOUN			6.64864864864865	4.05405405405405	6.17647058823529	4.29411764705882	7.05	3.85	7	6	3	33.23	28.04	4.71
Monnier-2014-1031-711	711	parapluie	umbrella	UMBRELLA	3105	NOUN	AF	245	4.08108108108108	3.48648648648649	4.41176470588235	3.11764705882353	3.8	3.8	9	8	3	6.37	12.5	6.77
Monnier-2014-1031-712	712	parc 	park			NOUN			6.5945945945946	4.51351351351351	6.47058823529412	4.76470588235294	6.7	4.3	4	4	1	31.02	38.72	6.4
Monnier-2014-1031-713	713	pardon	pardon			NOUN			6.82278481012658	4.45569620253165	6.25	3.875	6.88732394366197	4.52112676056338	6	5	2	54.7	26.08	2.62
Monnier-2014-1031-714	714	paresseux	indolent			ADJ			3.75324675324675	2.8961038961039	4.83333333333333	3.41666666666667	3.55384615384615	2.8	9	6	3	3.19	6.28	3.83
Monnier-2014-1031-715	715	passion	passion	PASSION	4060	NOUN			8.15584415584416	6.90909090909091	7.33333333333333	7	8.26470588235294	6.89705882352941	7	5	2	30.71	68.72	2.98
Monnier-2014-1031-716	716	pastèque	watermelon	WATERMELON	2766	NOUN	AF	252	6.89189189189189	4.24324324324324	7.35294117647059	3.94117647058824	6.5	4.5	8	6	2	2.39	1.62	4.56
Monnier-2014-1031-717	717	pâte	pasta			NOUN			6.5945945945946	4.35135135135135	6.41176470588235	4.47058823529412	6.75	4.25	4	3	1	7.04	18.45	6.5
Monnier-2014-1031-718	718	patins	skates			NOUN			5.35135135135135	4.08108108108108	4.76470588235294	2.88235294117647	5.85	5.1	6	4	2	2.65	4.26	6.84
Monnier-2014-1031-719	719	paupière	eyelid	EYELID	17	NOUN			4.97297297297297	2.67567567567568	4.58823529411765	2.82352941176471	5.3	2.55	8	6	2	0.97	7.03	6.41
Monnier-2014-1031-720	720	pays	country	COUNTRY	1300	NOUN			6.02702702702703	4.97297297297297	5.58823529411765	4.29411764705882	6.4	5.55	4	3	2	202.57	241.55	5.69
Monnier-2014-1031-721	721	pêche	peach	PEACH	2043	NOUN	AF	163	6.21621621621622	4.24324324324324	6.94117647058824	5.64705882352941	5.6	3.05	5	3	1	21.13	26.76	6.6
Monnier-2014-1031-722	722	peigne	comb	COMB	1475	NOUN	AF	65	4.97297297297297	3.13513513513513	4.82352941176471	2.94117647058824	5.1	3.3	6	3	1	6.07	8.85	6.75
Monnier-2014-1031-723	723	peine	distress			NOUN			2	4.54054054054054	2.23529411764706	5.11764705882353	1.8	4.05	5	3	1	193.42	388.24	4.11
Monnier-2014-1031-724	724	peinture	painting	PICTURE (PAINTING)	3303	NOUN			5.8421052631579	3.60526315789474	5.88235294117647	3.94117647058824	5.80952380952381	3.33333333333333	8	5	2	25.83	59.39	6.4
Monnier-2014-1031-725	725	pelle	dust pan	DUSTPAN	2051	NOUN	AF	275	4.64864864864865	3.05405405405405	4.88235294117647	3.47058823529412	4.45	2.7	5	3	1	8.75	11.35	6.54
Monnier-2014-1031-726	726	pelote 	ball of wool			NOUN	B	222	5.02702702702703	2.72972972972973	4.94117647058824	3	5.1	2.5	6	5	2	0.94	4.19	3.73
Monnier-2014-1031-727	727	pendule	clock	CLOCK	1323	NOUN	B	72	4.9	3.44	5.11111111111111	3.83333333333333	4.78125	3.21875	7	5	2	3.37	9.86	6.12
Monnier-2014-1031-728	728	pensée	mind	MIND	1562	NOUN			6.83116883116883	4.85714285714286	7	4.83333333333333	6.8	4.86153846153846	6	4	2	26.25	98.92	2.82
Monnier-2014-1031-729	729	pénurie	shortage			NOUN			1.67532467532468	5.71428571428571	2.55555555555556	5.44444444444444	1.55882352941176	5.75	7	6	3	2.12	2.7	3.01
Monnier-2014-1031-730	730	perceuse	drill	BORE	1501	NOUN			4.05063291139241	4.43037974683544	4.875	3	3.95774647887324	4.59154929577465	8	6	2	0.97	0.2	5.9
Monnier-2014-1031-731	731	père	father	FATHER	1217	NOUN			6.72972972972973	5.86486486486487	6.76470588235294	5.52941176470588	6.7	6.15	4	3	1	879.31	708.11	6.57
Monnier-2014-1031-732	732	père-Noël 	Father Christmas			NOUN	B	224	6.89189189189189	6.35135135135135	5.70588235294118	5.05882352941176	7.9	7.45						
Monnier-2014-1031-733	733	perroquet	parrot	PARROT	882	NOUN	AF	300	6.2972972972973	4.56756756756757	7	5.29411764705882	5.7	3.95	9	6	3	4.39	7.36	6.82
Monnier-2014-1031-734	734	petit	small	SMALL	1246	ADJ			4.94805194805195	3.68831168831169	4.91666666666667	3.75	4.95384615384615	3.67692307692308	5	4	2	573.72	653.78	4.44
Monnier-2014-1031-735	735	petits pois	peas	PEA	2025	NOUN	AF	371	4.7027027027027	3.21621621621622	5.29411764705882	3.05882352941176	4.2	3.35	11	7	3	0.1	0	
Monnier-2014-1031-736	736	peur	fear	FEAR (FRIGHT)	781	NOUN			3.02702702702703	6.43243243243243	4	6.35294117647059	2.2	6.5	4	3	1	551.83	307.23	3.32
Monnier-2014-1031-737	737	phénomène	phenomenon			NOUN			5.38961038961039	4.7012987012987	5.66666666666667	4.33333333333333	5.35294117647059	4.75	9	7	3	8.62	10.81	2.46
Monnier-2014-1031-738	738	phoque	seal	SEAL	651	NOUN	AF	201	5.94594594594595	4	6.58823529411765	4.82352941176471	5.4	3.3	6	3	1	2.24	2.77	6.6
Monnier-2014-1031-739	739	phrase	sentence			NOUN			5.54054054054054	3.05405405405405	5.70588235294118	3.35294117647059	5.4	2.8	6	4	1	15.4	86.76	4.93
Monnier-2014-1031-740	740	piano	piano	PIANO (INSTRUMENT)	3994	NOUN	AF	171	7.13513513513514	4.5945945945946	6.88235294117647	5.41176470588235	7.35	3.9	5	5	2	21.5	28.51	6.85
Monnier-2014-1031-741	741	pièce 	coin	COIN	1867	NOUN	B	227	6.08108108108108	3.62162162162162	5.52941176470588	3.17647058823529	6.55	4	5	4	1	110.66	193.78	5.76
Monnier-2014-1031-742	742	pied	foot	FOOT	1301	NOUN	AF	94	5	3.37837837837838	5.58823529411765	3.47058823529412	4.5	3.3	4	3	1	105.51	248.18	6.8
Monnier-2014-1031-743	743	pigeon 	pigeon	DOVE	1853	NOUN	B	228	4.02631578947368	3.26315789473684	4.35294117647059	3.41176470588235	3.76190476190476	3.14285714285714	6	4	2	8.56	7.97	6.76
Monnier-2014-1031-744	744	pile 	battery	BATTERY	662	NOUN	B	230	5.02702702702703	2.94594594594595	4.94117647058824	3.29411764705882	5.1	2.65	4	3	1	16.22	21.55	5.74
Monnier-2014-1031-745	745	pince	pliers	PLIERS	4003	NOUN	AF	176	3.71052631578947	2.86842105263158	3.70588235294118	3.47058823529412	3.71428571428571	2.38095238095238	5	3	1	5.62	7.64	6.1
Monnier-2014-1031-746	746	pinceau	paintbrush	PAINTBRUSH	3094	NOUN	AF	161	5.97297297297297	4.08108108108108	6.35294117647059	4.94117647058824	5.65	3.35	7	4	2	2.96	10.27	6.6
Monnier-2014-1031-747	747	pingouin	penguin	PENGUIN	2831	NOUN	AF	169	7.05405405405405	4.16216216216216	7.05882352941176	4.58823529411765	7.05	3.8	8	5	2	2.29	1.35	6.85
Monnier-2014-1031-748	748	pion 	pawn			NOUN	B	231	4.45945945945946	3.40540540540541	4.64705882352941	3.41176470588235	4.3	3.4	4	3	1	2.98	3.58	5.3
Monnier-2014-1031-749	749	pipe	pipe	PIPE	1124	NOUN			5.25316455696203	4.25316455696203	6.5	3.125	5.11267605633803	4.38028169014085	4	3	1	12.74	25.74	6.46
Monnier-2014-1031-750	750	piscine 	swimming pool			NOUN	B	232	7.40540540540541	5.97297297297297	7.41176470588235	5.82352941176471	7.4	6.1	7	5	2	22.19	15.74	6.88
Monnier-2014-1031-751	751	pistolet	gun	GUN	1566	NOUN			2.42857142857143	6.84415584415584	4	6.33333333333333	2.13846153846154	6.93846153846154	8	7	3	31.63	14.8	6.55
Monnier-2014-1031-752	752	pitié	pity	PITY	1141	NOUN			2.83116883116883	4.25974025974026	3.44444444444444	4.11111111111111	2.75	4.27941176470588	5	5	2	76.38	57.91	2.75
Monnier-2014-1031-753	753	placard	cupboard	CUPBOARD	3357	NOUN	AF	271	4.75675675675676	2.91891891891892	4.76470588235294	2.76470588235294	4.75	3.05	7	6	2	19.26	25.74	5.88
Monnier-2014-1031-754	754	place 	place	SQUARE	850	NOUN			5.2972972972973	2.97297297297297	5.58823529411765	3.11764705882353	5.05	2.85	5	4	1	280.54	437.97	3.53
Monnier-2014-1031-755	755	plage	beach	BEACH	3460	NOUN			7.82	5.78	7.44444444444444	5.16666666666667	8.03125	6.125	5	4	1	44.99	72.03	6.74
Monnier-2014-1031-756	756	plaisir	pleasure	JOY	2524	NOUN			8.21621621621622	7.86486486486487	8	7.88235294117647	8.4	7.85	7	6	2	177.4	208.78	4.16
Monnier-2014-1031-757	757	planche 	plank	BOARD	1227	NOUN			4.91891891891892	2.86486486486486	4.82352941176471	2.82352941176471	5	2.9	7	4	1	10.01	14.53	6.31
Monnier-2014-1031-758	758	planète 	planet	PLANET	4042	NOUN	B	233	6.43243243243243	4.86486486486487	6.47058823529412	5.29411764705882	6.4	4.5	7	6	2	55.29	19.86	6.4
Monnier-2014-1031-759	759	plante 	plant	PLANT (VEGETATION)	653	NOUN	B	234	6.25135135135135	3.44324324324324	6.54705882352941	4.2	6	2.8	6	4	1	9	11.49	6.81
Monnier-2014-1031-760	760	plat 	dish	DISH	481	NOUN	B	235	6.37837837837838	4.27027027027027	6.29411764705882	4.52941176470588	6.45	4.05	4	3	1	21.87	44.26	5.85
Monnier-2014-1031-761	761	pluie	rain	RAIN (PRECIPITATION)	658	NOUN			4.51351351351351	4.43243243243243	5.05882352941176	4.17647058823529	4.05	4.65	5	4	1	42.91	111.76	6.31
Monnier-2014-1031-762	762	plume	feather	FEATHER	1201	NOUN	AF	278	6.13513513513514	3.35135135135135	5.58823529411765	2.41176470588235	6.6	4.15	5	4	1	6.49	33.38	6.76
Monnier-2014-1031-763	763	pneu	tire			NOUN	AF	316	4.72972972972973	3.51351351351351	5.52941176470588	4.29411764705882	4.05	2.85	4	3	1	5.64	4.93	6.6
Monnier-2014-1031-764	764	poche 	pocket	POCKET	1851	NOUN	B	237	4.83684210526316	2.62105263157895	4.57647058823529	2.91764705882353	5.04761904761905	2.38095238095238	5	3	1	36.23	101.82	6.19
Monnier-2014-1031-765	765	poêle	frying pan	PAN	31	NOUN	AF	101	5.05405405405405	3.37837837837838	5	4	5.1	2.85	5	4	1	4.58	17.84	6.73
Monnier-2014-1031-766	766	poids 	weight	WEIGHT	2466	NOUN			3.81081081081081	3.7027027027027	4.41176470588235	3.11764705882353	3.3	4.2	5	3	1	34.42	89.05	4.5
Monnier-2014-1031-767	767	poignée	handle	HANDLE	1254	NOUN			5.08860759493671	3.65822784810127	4.625	2.375	5.14084507042254	3.80281690140845	7	5	2	11.65	36.35	5.43
Monnier-2014-1031-768	768	poing 	fist	FIST	1473	NOUN	B	238	3.52631578947368	3.63157894736842	4.05882352941176	4.35294117647059	3.0952380952381	3.04761904761905	5	3	1	13.25	47.97	6.04
Monnier-2014-1031-769	769	poire	pear	PEAR	922	NOUN	AF	166	5.91891891891892	3.32432432432432	6.11764705882353	3.76470588235294	5.75	2.95	5	4	1	5.67	10.81	6.64
Monnier-2014-1031-770	770	poireau 	leek			NOUN	B	239	4.72162162162162	3.61081081081081	5.41176470588235	3.76470588235294	4.135	3.48	7	5	2	0.61	0.88	6.04
Monnier-2014-1031-771	771	poisson	fish	FISH	227	NOUN	AF	89	6.48648648648649	4.5945945945946	6.82352941176471	5.05882352941176	6.2	4.2	7	5	2	53.61	30.14	6.88
Monnier-2014-1031-772	772	poivron	sweet pepper			NOUN			5.57142857142857	3.98701298701299	6.25	4.66666666666667	5.44615384615385	3.86153846153846	7	6	2	0.51	0.27	6.49
Monnier-2014-1031-773	773	politique	politics			NOUN			3.10810810810811	3.72222222222222	2.82352941176471	4	3.35	3.47368421052632	9	7	3	34.84	65.88	2.95
Monnier-2014-1031-774	774	pomme	apple	APPLE	1320	NOUN	AF	6	6.64864864864865	4	7.23529411764706	5.11764705882353	6.15	3.05	5	3	1	19.77	46.08	7
Monnier-2014-1031-775	775	pont 	bridge	BRIDGE	1011	NOUN	B	240	5.08108108108108	4	5.47058823529412	4.23529411764706	4.75	3.8	4	2	1	50.45	74.59	6.66
Monnier-2014-1031-776	776	population	population			NOUN			5.22077922077922	4.41558441558442	4.33333333333333	5	5.33823529411765	4.33823529411765	10	9	4	14.86	23.58	4.29
Monnier-2014-1031-777	777	porte	door	DOOR	1567	NOUN	AF	76	5.02	3.22	4.88888888888889	3.66666666666667	5.09375	2.96875	5	4	1	288.39	536.96	6.75
Monnier-2014-1031-778	778	possibilité	possibility			NOUN			7.18987341772152	5.62025316455696	6.375	4.25	7.28169014084507	5.77464788732394	11	10	5	16.79	19.46	2.38
Monnier-2014-1031-779	779	poste 	post office			NOUN			4.2972972972973	3.10810810810811	4.23529411764706	2.76470588235294	4.35	3.4	5	4	1	72.64	73.58	4.04
Monnier-2014-1031-780	780	postulat	postulate			NOUN			5.03896103896104	3.53246753246753	4.88888888888889	3.88888888888889	5.05882352941176	3.48529411764706	8	7	3	0.14	0.61	
Monnier-2014-1031-781	781	pot 	jar	POT	1462	NOUN	B	242	5.10810810810811	3.21621621621622	5.70588235294118	3.82352941176471	4.6	2.7	3	2	1	25.72	32.3	6.3
Monnier-2014-1031-782	782	poteau 	post	POST	281	NOUN	B	243	4.32432432432432	3.2972972972973	4.70588235294118	3.94117647058824	4	2.75	6	4	2	3.88	7.7	6.5
Monnier-2014-1031-783	783	poubelle	garbage can	GARBAGE CAN	4036	NOUN	AF	102	2.94594594594595	3.86486486486486	3.11764705882353	4.64705882352941	2.8	3.2	8	5	2	14.85	10.27	6.77
Monnier-2014-1031-784	784	pouce	thumb	THUMB	1781	NOUN	AF	231	5.08108108108108	3	5.11764705882353	3.05882352941176	5.05	2.95	5	3	1	11.89	29.86	6.55
Monnier-2014-1031-785	785	poule	hen	HEN	1514	NOUN	AF	55	5.10810810810811	3.35135135135135	5.94117647058824	3.17647058823529	4.4	3.5	5	3	1	23.5	16.69	6.87
Monnier-2014-1031-786	786	poulet 	chicken			NOUN	B	244	6.38	4.6	6.16666666666667	4.94444444444444	6.5	4.40625	6	4	2	32.33	14.53	6.77
Monnier-2014-1031-787	787	poupée	doll	DOLL	1659	NOUN	AF	74	5.19459459459459	3.27027027027027	4.76470588235294	3.05882352941176	5.56	3.45	6	4	2	22.05	18.58	6.66
Monnier-2014-1031-788	788	poussière	dust	DUST	2	NOUN			3.08	3.42	3.5	4.05555555555556	2.84375	3.0625	9	6	2	22.77	73.38	5.8
Monnier-2014-1031-789	789	poussin 	chick	CHICK	2512	NOUN	B	245	6.47368421052632	4.47368421052632	6.47058823529412	3.52941176470588	6.47619047619048	5.23809523809524	7	4	2	5.81	1.55	6.87
Monnier-2014-1031-790	790	pré 	meadow	GRASSLAND	2819	NOUN	B	83	6.83783783783784	3.91891891891892	7.17647058823529	4	6.55	3.85	3	3	1	5.03	19.8	5.9
Monnier-2014-1031-791	791	présent	present	GIFT	2982	NOUN			6.58227848101266	4.62025316455696	6	2.875	6.64788732394366	4.8169014084507	7	5	2	65.14	137.23	2.9
Monnier-2014-1031-792	792	prestige	prestige			NOUN			7.11688311688312	5.45454545454545	6.41666666666667	5.41666666666667	7.24615384615385	5.46153846153846	8	7	2	2.54	14.73	2.56
Monnier-2014-1031-793	793	prise	plug			NOUN	AF	177	3.91891891891892	2.94594594594595	3.94117647058824	3	3.9	2.9	5	4	1	22.92	27.7	3.27
Monnier-2014-1031-794	794	prix 	price	PRICE	657	NOUN			3.72	4.44	3.72222222222222	5.33333333333333	3.71875	3.9375	4	3	1	126.55	107.5	3.94
Monnier-2014-1031-795	795	profond	deep	DEEP	1593	ADJ			5.32467532467533	3.97402597402597	6.11111111111111	3.77777777777778	5.22058823529412	4	7	5	2	24.72	47.77	
Monnier-2014-1031-796	796	propre	clean	CLEAN	704	ADJ			7.44810126582278	4.08987341772152	6.75	4.5	7.52816901408451	4.04366197183099	6	5	1	120.61	149.8	3.88
Monnier-2014-1031-797	797	prune	plum	PLUM	4063	NOUN			5.10810810810811	3.64864864864865	5.11764705882353	3.88235294117647	5.1	3.45	5	4	1	1.07	1.55	6.48
Monnier-2014-1031-798	798	puissance	power	POWER	2526	NOUN			6.35064935064935	6.66233766233766	6.83333333333333	5.83333333333333	6.26153846153846	6.81538461538462	9	6	2	30.37	44.12	3.06
Monnier-2014-1031-799	799	puits	well	WELL	954	NOUN	AF	253	4.10810810810811	3.35135135135135	4	3.11764705882353	4.2	3.55	5	3	1	19.52	21.69	5.56
Monnier-2014-1031-800	800	pull-over	sweater	SWEATER	4035	NOUN	AF	224	5.81578947368421	3.02631578947368	5.88235294117647	2.76470588235294	5.76190476190476	3.23809523809524	9	7	3	0.78	5.27	5.2
Monnier-2014-1031-801	801	pur	pure	PURE	1147	ADJ			7.31168831168831	3.32467532467532	6.11111111111111	3.66666666666667	7.47058823529412	3.27941176470588	3	3	1	26.48	44.59	2.5
Monnier-2014-1031-802	802	puzzle 	jigsaw-puzzle			NOUN	B	247	4.78378378378378	3.54054054054054	5.11764705882353	3.47058823529412	4.5	3.6	6	5	2	4.38	7.77	6.36
Monnier-2014-1031-803	803	pyjama	pajamas			NOUN			6.15189873417722	3.40506329113924	5.375	3.25	6.23943661971831	3.42253521126761	6	6	3	7.1	15.07	6.71
Monnier-2014-1031-804	804	qualité	quality			NOUN			7.71428571428571	4.79220779220779	7.33333333333333	4.91666666666667	7.78461538461538	4.76923076923077	7	6	3	20.84	42.7	2.73
Monnier-2014-1031-805	805	quatre	four	FOUR	1500	ADJ:num			5.27027027027027	2.59459459459459	5.29411764705882	2.47058823529412	5.25	2.7	6	4	1	150.93	282.64	4.7
Monnier-2014-1031-806	806	quiche	quiche			NOUN			6.62162162162162	4.54054054054054	6.82352941176471	5.11764705882353	6.45	4.05	6	3	1	1.1	0.41	6.3
Monnier-2014-1031-807	807	quille 	skittle			NOUN	B	248	4.5945945945946	2.83783783783784	4.58823529411765	2.52941176470588	4.6	3.1	6	3	1	1.49	2.57	6.59
Monnier-2014-1031-808	808	quinze	fifteen	FIFTEEN	1709	ADJ:num			5.3	3.52	5.66666666666667	4.72222222222222	5.09375	2.84375	6	3	1	21.92	94.8	5.1
Monnier-2014-1031-809	809	racisme	racism			NOUN			1.36363636363636	6.85714285714286	2.11111111111111	6.88888888888889	1.26470588235294	6.85294117647059	7	6	2	2.09	2.77	
Monnier-2014-1031-810	810	radio	radio	RADIO	1315	NOUN			6.44303797468354	5.0253164556962	5.5	3.25	6.54929577464789	5.22535211267606	5	5	2	71.31	50.54	6.19
Monnier-2014-1031-811	811	rage	rage			NOUN			3.27027027027027	7.16216216216216	4.64705882352941	7.29411764705882	2.1	7.05	4	3	1	15.54	44.12	3.91
Monnier-2014-1031-812	812	rail	rail			NOUN			4.72	3.48	5.27777777777778	4.16666666666667	4.40625	3.09375	4	3	1	1.7	2.5	5.77
Monnier-2014-1031-813	813	raisin	grape	GRAPE	920	NOUN	AF	109	6.34	3.82	5.94444444444444	4.11111111111111	6.5625	3.65625	6	4	2	5.88	4.86	6.88
Monnier-2014-1031-814	814	rame	oar	OAR	3137	NOUN			4.56623376623377	3.67142857142857	5.08333333333333	3.25	4.46923076923077	3.74923076923077	4	3	1	2.47	5.74	6.26
Monnier-2014-1031-815	815	rampe 	banister			NOUN			5	3.34	4.94444444444444	4.44444444444444	5.03125	2.71875	5	3	1	5.32	18.18	5.9
Monnier-2014-1031-816	816	rang	row			NOUN			4.18918918918919	3.27027027027027	4.35294117647059	3.82352941176471	4.05	2.8	4	2	1	19.4	37.16	4.66
Monnier-2014-1031-817	817	rapide	fast	FAST	1631	ADJ			6.42857142857143	5.94805194805195	6.44444444444444	5.88888888888889	6.42647058823529	5.95588235294118	6	5	2	42.28	53.99	
Monnier-2014-1031-818	818	raquette	racket	RACKET	3096	NOUN			5.02702702702703	3.24324324324324	5.82352941176471	3.23529411764706	4.35	3.25	8	5	2	1.77	1.69	6.56
Monnier-2014-1031-819	819	rasoir	razor	RAZOR	151	NOUN			4.32911392405063	4.15443037974684	4.25	4.125	4.33802816901409	4.15774647887324	6	6	2	8.18	15.61	6.43
Monnier-2014-1031-820	820	rat	rat	RAT	1490	NOUN	AF	376	3.97297297297297	4.78378378378378	4.41176470588235	4.58823529411765	3.6	4.95	3	2	1	24.21	20.81	6.8
Monnier-2014-1031-821	821	râteau	rake	RAKE	338	NOUN	AF	304	4.37837837837838	3.18918918918919	4	3.76470588235294	4.7	2.7	6	4	2	0.77	1.62	6.47
Monnier-2014-1031-822	822	règle	ruler	RULER	3405	NOUN	AF	192	3.88918918918919	3.88918918918919	4.22941176470588	4.40588235294118	3.6	3.45	5	4	1	33.17	27.91	5.9
Monnier-2014-1031-823	823	regret	regret			NOUN			2.2972972972973	6.16216216216216	2.58823529411765	7	2.05	5.45	6	5	2	7.25	29.32	2.52
Monnier-2014-1031-824	824	reine 	queen	QUEEN	1306	NOUN	B	250	6	3.7027027027027	5.76470588235294	4.29411764705882	6.2	3.2	5	3	1	56.26	30	6.54
Monnier-2014-1031-825	825	religion	religion	RELIGION	661	NOUN			4.15584415584416	5.09090909090909	3	6.08333333333333	4.36923076923077	4.90769230769231	8	7	3	22.86	30.88	3.57
Monnier-2014-1031-826	826	remord	remorse			NOUN			2	5.79220779220779	3.11111111111111	5.11111111111111	1.85294117647059	5.88235294117647	7	5	2	10.67	27.64	
Monnier-2014-1031-827	827	renard	fox	FOX	1312	NOUN	AF	98	5.71052631578947	4.21052631578947	5.64705882352941	3.58823529411765	5.76190476190476	4.71428571428571	6	5	2	4.69	8.58	6.91
Monnier-2014-1031-828	828	renne	reindeer	REINDEER	1876	NOUN			5.77215189873418	3.72151898734177	5.5	2.875	5.80281690140845	3.8169014084507	5	3	1	0.81	0.47	5.06
Monnier-2014-1031-829	829	repos	rest			NOUN			7.72727272727273	2.38961038961039	7.16666666666667	2.58333333333333	7.83076923076923	2.35384615384615	5	4	2	42.29	43.58	3.9
Monnier-2014-1031-830	830	république	republic			NOUN			5.84415584415584	4.68831168831169	5.55555555555556	4.55555555555556	5.88235294117647	4.70588235294118	10	8	3	3.44	20.41	2.59
Monnier-2014-1031-831	831	requin	shark	SHARK	1110	NOUN	AF	381	4.43243243243243	5.51351351351351	5.11764705882353	5.29411764705882	3.85	5.7	6	4	2	8.15	1.62	6.83
Monnier-2014-1031-832	832	reste	rest			NOUN			4.7027027027027	3.18918918918919	5.47058823529412	3.47058823529412	4.05	2.95	5	4	1	203.1	152.91	2.79
Monnier-2014-1031-833	833	rêve	dream	DREAM	2374	NOUN			8.05405405405405	6.16216216216216	7.76470588235294	5.70588235294118	8.3	6.55	4	3	1	99.39	80.2	4.3
Monnier-2014-1031-834	834	réveil	alarm clock			NOUN			3.26582278481013	4.72151898734177	2.75	6.75	3.32394366197183	4.49295774647887	6	5	2	18.16	26.22	4.12
Monnier-2014-1031-835	835	revolver	revolver			NOUN	AF	112	3.39473684210526	5.07894736842105	4.17647058823529	5.41176470588235	2.76190476190476	4.80952380952381	8	8	3	28.05	23.31	6.09
Monnier-2014-1031-836	836	rhinocéros	rhinoceros	RHINOCEROS	2591	NOUN	AF	186	5.3421052631579	4.63157894736842	5.70588235294118	4.35294117647059	5.04761904761905	4.85714285714286	10	9	4	2.51	2.5	6.72
