ID	NUMBER	ENGLISH	LEXIBANK_GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	NORWEGIAN	NORWEGIAN_FREQUENCY	SWEDISH	SWEDISH_FREQUENCY	BORROWING	ANIMACY	MASS_NOUN	ABSTRACTNESS
Epps-2021-844-713	713	SUMMER	SUMMER	1342	SUMMER	sommar,sumar	261	sommar	137	c	0	1	1
Epps-2021-844-714	714	SUMMER PASTURE (FÄBOD)	SUMMER PASTURE (FÄBOD) 1 // SUMMER PASTURE (FÄBOD) 2 // SUMMER PASTURE (FÄBOD) 3 // SUMMER PASTURE (FÄBOD) 4			voll		vall	8	c	0	0	0
Epps-2021-844-715	715	SUN	SUN	1343	SUN	sol	98	sol	87	c	0	0	0
Epps-2021-844-716	716	SUNDAY	SUNDAY	1699	SUNDAY	sundag,søndag	222	söndag	87	l	0	0	1
Epps-2021-844-717	717	SUPPER	SUPPER 1 // SUPPER 2	1833	DINNER (SUPPER)	kveldsgraut	1	kvällsgröt	10	c	0	0	0
Epps-2021-844-718	718	SWAMP	SWAMP 1 // SWAMP 2 // SWAMP 3	1145	SWAMP	tjørn	0	tjärn	2	c	0	1	0
Epps-2021-844-719	719	SWEET THING	SWEET THING					sötsak		c	0	0	0
Epps-2021-844-720	720	SWELLING	SWELLING	1903	SWELLING	svoll, svull	0	svullnad@	0	c	0	1	0
Epps-2021-844-721	721	SWORD	SWORD	1535	SWORD	sverd	4	svärd	11	c	0	0	0
Epps-2021-844-722	722	TABLE	TABLE	1775	TABLE	bord	3	bord	93	c	0	0	0
Epps-2021-844-723	723	TABLET (COMPUTER)	TABLET (COMPUTER)			platte				l	0	0	0
Epps-2021-844-724	724	TAIL	TAIL 1 // TAIL 2	1220	TAIL	skate				c	0	0	0
Epps-2021-844-725	725	TAILOR	TAILOR	881	TAILOR	skreddar	3	skräddare	7	l	1	0	0
Epps-2021-844-726	726	TAP/FAUCET	TAP/FAUCET	1488	FAUCET	kran	19	kran	7	l	0	0	0
Epps-2021-844-727	727	TATTOO	TATTOO	68	TATTOO	tatovering	0	tatuering	0	l	0	0	0
Epps-2021-844-728	728	TAX	TAX	873	TAX	skatt	53	skatt	34	c	0	1	1
Epps-2021-844-729	729	TEA	TEA	1373	TEA	te	5	té	10	l	0	1	0
Epps-2021-844-730	730	TEACHER	TEACHER	1038	TEACHER	lærar	198	lärare	161	l	1	0	0
Epps-2021-844-731	731	TEAM	TEAM	3961	TEAM	lag		lag		c	x	1	0
Epps-2021-844-732	732	TEAR	TEAR	1651	TEAR (OF EYE)	tåre	37	tår	10	c	0	0	1
Epps-2021-844-733	733	TELEPHONE	TELEPHONE	1379	TELEPHONE	telefon	66		32	l	0	0	0
Epps-2021-844-734	734	TELEVISION	TELEVISION	1788	TELEVISION	tv	28		147	l	0	0	0
Epps-2021-844-735	735	TEMPLE	TEMPLE	911	TEMPLE	tempel	2	tempel	34	l	0	0	0
Epps-2021-844-736	736	TEMPLES	TEMPLES	1604	TEMPLES	tinning	5	tinning	2	c	0	0	0
Epps-2021-844-737	737	TENT	TENT	1316	TENT	telt	21	tält	12	l	0	0	0
Epps-2021-844-738	738	TESTICLE	TESTICLE	797	TESTICLES	testikkel	0	testikel	0	l	0	0	0
Epps-2021-844-739	739	TEXT MESSAGE	TEXT MESSAGE			sms		sms		l	0	0	0
Epps-2021-844-740	740	THATCH	THATCH	279	THATCH	halm	0	halm	3	c	0	0	0
Epps-2021-844-741	741	THIEF	THIEF	1160	THIEF	tjuv	21	tjuv	6	c	1	0	0
Epps-2021-844-742	742	THIGH	THIGH	471	UPPER LEG (THIGH)	lår	10	lår	3	c	0	0	0
Epps-2021-844-743	743	THING	THING 1 // THING 2	738	THING	sak	917	sak	453	c	0	0	0
Epps-2021-844-744	744	THREAD	THREAD	1161	THREAD	tråd	55	tråd	21	c	0	1	0
Epps-2021-844-745	745	THROAT	THROAT	1346	THROAT	hals	52	hals	27	c	0	0	0
Epps-2021-844-746	746	THUMB	THUMB	1781	THUMB	tommel@	10	tumling	0	c	0	0	0
Epps-2021-844-747	747	THUNDER	THUNDER 1 // THUNDER 2 // THUNDER 3	1150	THUNDER						0	1	0
Epps-2021-844-748	748	THURSDAY	THURSDAY	1693	THURSDAY	torsdag	150	torsdag	79	c	0	0	1
Epps-2021-844-749	749	TICK	TICK 1 // TICK 2	1527	TICK			fästing	0	c	1	0	0
Epps-2021-844-750	750	TIME	TIME 1 // TIME 2	892	TIME	tid	1755	tid	1383	c	0	1	1
Epps-2021-844-751	751	TIN OR TINPLATE	TIN OR TINPLATE	3217	TIN OR TINPLATE	tinn	2	tenn	1	c	0	1	0
Epps-2021-844-752	752	TIN/CAN	TIN/CAN 1 // TIN/CAN 2	1051	CAN			burk	34	c	0	0	0
Epps-2021-844-753	753	TIREDNESS	TIREDNESS	1140	FATIGUE	trøyttleik@		trötthet		l	0	1	1
Epps-2021-844-754	754	TOBACCO	TOBACCO 1 // TOBACCO 2	974	TOBACCO	kardus	0	kardus	0	l	0	1	0
Epps-2021-844-755	755	TOE	TOE	1389	TOE	tå	10	tå	9	c	0	0	0
Epps-2021-844-756	756	TOILET	TOILET	219	TOILET	dass	2	dass	0	l	0	0	0
Epps-2021-844-757	757	TONGS	TONGS	272	TONGS	tong	2	tång	6	c	0	1	0
Epps-2021-844-758	758	TONGUE	TONGUE	1205	TONGUE	tunge	19	tunga	8	c	0	0	0
Epps-2021-844-759	759	TOOL	TOOL 1 // TOOL 2 // TOOL 3 // TOOL 4	1361	TOOL	børnad,bunad	0				0	0	0
Epps-2021-844-760	760	TOOTH	TOOTH	1380	TOOTH	tann	55	tand	13	c	0	1	0
Epps-2021-844-761	761	TOP	TOP	1753	TOP	topp	121	topp	66	c	0	0	0
Epps-2021-844-762	762	TOWEL	TOWEL	1021	TOWEL	handduk	7	handduk	4	l	0	0	0
Epps-2021-844-763	763	TOWER	TOWER	1671	TOWER	torn	1	torn	25	l	0	0	0
Epps-2021-844-764	764	TOWN	TOWN	1391	TOWN	stad	696	stad	619	c	0	1	0
Epps-2021-844-765	765	TOY	TOY	2403	TOY			leksak		c	0	0	0
Epps-2021-844-766	766	TRACTOR	TRACTOR			traktor	78		9	l	0	0	0
Epps-2021-844-767	767	TRADITION	TRADITION	1747	CUSTOM	tradisjon		tradition		l	0	0	1
Epps-2021-844-768	768	TRAIN	TRAIN	900	TRAIN	tog	52	tåg	55	l	0	0	0
Epps-2021-844-769	769	TRAP	TRAP 1 // TRAP 2 // TRAP 3	1075	TRAP (PITFALL)	glefse	0	gläfs	0	c	0	1	0
Epps-2021-844-770	770	TREE	TREE	906	TREE	tre	15	träd	60	c	0	1	0
Epps-2021-844-771	771	TREE STUMP	TREE STUMP	241	TREE STUMP	stubbe	1	stubbe	1	c	0	0	0
Epps-2021-844-772	772	TREE TRUNK	TREE TRUNK 1 // TREE TRUNK 2 // TREE TRUNK 3	344	TREE TRUNK	låg	0	låga	0	c	0	0	0
Epps-2021-844-773	773	TROUGH	TROUGH	205	TROUGH	trau	0	tråg	0	c	0	0	0
Epps-2021-844-774	774	TROUSERS	TROUSERS 1 // TROUSERS 2	809	TROUSERS	brok	4	brok	0	l	0	0	0
Epps-2021-844-775	775	TUESDAY	TUESDAY	1695	TUESDAY	tysdag	117	tisdag	89	c	0	0	1
Epps-2021-844-776	776	TUFT	TUFT			tue, tuve		tuva		c	0	0	0
Epps-2021-844-777	777	TURTLE	TURTLE	112	TURTLE	skjelpadde	0	sköldpadda	1	c	1	0	0
Epps-2021-844-778	778	TWILIGHT	TWILIGHT	2297	DUSK	skyming	1	skymning	9	c	0	0	1
Epps-2021-844-779	779	TWIN	TWIN 1 // TWIN 2	1005	TWINS			billing	0	c	1	0	0
Epps-2021-844-780	780	UDDER	UDDER	154	UDDER	jur	5	juver	1	c	0	0	0
Epps-2021-844-781	781	UNFRIENDLINESS	UNFRIENDLINESS	3955	HOSTILITY	uvennskap		ovänskap		c	0	1	1
Epps-2021-844-782	782	UNIT	UNIT			eining@		enhet		l	0	0	1
Epps-2021-844-783	783	WAGES	WAGES	1122	WAGES	løn, lønn	69	lön	81	c	0	1	1
Epps-2021-844-784	784	VAGINA	VAGINA 1 // VAGINA 2 // VAGINA 3	1836	VAGINA	tuppe	0	tuppa	0	c	0	0	0
Epps-2021-844-785	785	WAIST	WAIST	1681	WAIST	midje	0	midja	12	c	0	0	0
Epps-2021-844-786	786	WALKING STICK	WALKING STICK 1 // WALKING STICK 2 // WALKING STICK 3	1296	WALKING STICK	staur	1	stör	5	c	0	0	0
Epps-2021-844-787	787	WALL	WALL	933	WALL (OF HOUSE)	vegg	104	vägg	91	c	0	0	0
Epps-2021-844-788	788	VALLEY	VALLEY	921	VALLEY	dal	57	dal	15	c	0	1	0
Epps-2021-844-789	789	VALUABLE	VALUABLE			verdisak		värdesak		c	0	0	0
Epps-2021-844-790	790	WAR OR BATTLE	WAR OR BATTLE 1 // WAR OR BATTLE 2	579	BATTLE	feide	0	fejd	2	l	0	1	1
Epps-2021-844-791	791	WASP	WASP 1 // WASP 2	1517	WASP			geting	0	c	1	1	0
Epps-2021-844-792	792	WASTE	WASTE	79	WASTE	sløsing@		slöseri		c	0	1	1
Epps-2021-844-793	793	WATER	WATER	948	WATER	vatn	308	vatten	207	c	0	1	0
Epps-2021-844-794	794	WATERFALL	WATERFALL 1 // WATERFALL 2	943	WATERFALL	foss	19	fors	1	c	0	0	0
Epps-2021-844-795	795	WAVE	WAVE	978	WAVE	våg	10	våg	61	l	0	0	0
Epps-2021-844-796	796	WEAPONS	WEAPONS	951	WEAPONS	våpen	62	vapen	69	c	0	1	0
Epps-2021-844-797	797	WEATHER	WEATHER	952	WEATHER	vêr	122	väder	53	c	0	1	0
Epps-2021-844-798	798	WEB PAGE	WEB PAGE			nettside				l	0	0	0
Epps-2021-844-799	799	WEDDING	WEDDING 1 // WEDDING 2	1259	WEDDING	gjestebod&	4	gästabud	2	c	0	0	1
Epps-2021-844-800	800	WEDNESDAY	WEDNESDAY	1694	WEDNESDAY	onsdag	124	onsdag	100	c	0	0	1
Epps-2021-844-801	801	WEEK	WEEK	1469	WEEK	veke	383	vecka	386	c	0	1	1
Epps-2021-844-802	802	VEGETABLE	VEGETABLE	924	VEGETABLES	grønsak	18	grönsak	17	c	0	0	0
Epps-2021-844-803	803	WEIGHT	WEIGHT	2466	WEIGHT	våg	10	våg	2	c	0	0	0
Epps-2021-844-804	804	VEIL	VEIL	1151	VEIL	slør@	8	slöja	7	l	0	0	0
Epps-2021-844-805	805	VEIN OR ARTERY	VEIN OR ARTERY	525	BLOOD VESSEL	år	387	blodåder	4	c	0	0	0
Epps-2021-844-806	806	VERSION	VERSION			versjon		version		l	0	0	1
Epps-2021-844-807	807	VESSEL	VESSEL			kjerald	1	kärl	2	c	0	0	0
Epps-2021-844-808	808	WHALE	WHALE	957	WHALE	kval		val		c	1	0	0
Epps-2021-844-809	809	WHEAT	WHEAT	1077	WHEAT	kveite	8	vete	7	c	0	1	0
Epps-2021-844-810	810	WHEEL	WHEEL	710	WHEEL	hjul	19	hjul	21	c	0	0	0
Epps-2021-844-811	811	WHETSTONE	WHETSTONE 1 // WHETSTONE 2 // WHETSTONE 3 // WHETSTONE 4	295	WHETSTONE	bryne	0	bryne	0	c	0	0	0
Epps-2021-844-812	812	WHIP	WHIP	2630	WHIP	pisk	4	piska	3	l	0	0	0
Epps-2021-844-813	813	WHOLE	WHOLE	2277	WHOLE			helhet		l	0	1	1
Epps-2021-844-814	814	VICTORY	VICTORY	783	VICTORY	siger	67	seger	55	c	0	1	0
Epps-2021-844-815	815	VILLAGE	VILLAGE	930	VILLAGE	by	328	by	86	c	0	1	0
Epps-2021-844-816	816	WIND	WIND	960	WIND	vind	92	vind	75	c	0	1	0
Epps-2021-844-817	817	WINDOW	WINDOW 1 // WINDOW 2	1375	WINDOW	vindauge	71	vindöga	0	c	0	0	0
Epps-2021-844-818	818	WINE	WINE	1524	WINE	vin	23	vin	22	l	0	1	0
Epps-2021-844-819	819	WING	WING	1257	WING	ving	0	vinge	15	c	0	0	0
Epps-2021-844-820	820	WINTER	WINTER	1471	WINTER	vinter	217	vinter	83	c	0	1	1
Epps-2021-844-821	821	WISDOM	WISDOM			visdom		visdom		c	0	1	1
Epps-2021-844-822	822	WITCH	WITCH 1 // WITCH 2	824	WITCH	heks	6	häxa	1	l	0	0	0
Epps-2021-844-823	823	WITNESS	WITNESS	1144	WITNESS	vitne	24	vittne	49	c	1	0	0
Epps-2021-844-824	824	VOICE	VOICE	1363	VOICE	røyst	163	röst	114	c	0	0	1
Epps-2021-844-825	825	WOLF	WOLF	522	WOLF	varg	1	varg	11	c	1	0	0
Epps-2021-844-826	826	WOMAN'S DRESS	WOMAN'S DRESS	474	DRESS	kledning	2	klänning	30	l	0	0	0
Epps-2021-844-827	827	WOMB	WOMB	804	WOMB	livmor	2	livmoder	0	c	0	0	0
Epps-2021-844-828	828	WOOD OR FIREWOOD	WOOD OR FIREWOOD	10	FIREWOOD	ved	22	ved	3	c	0	1	0
Epps-2021-844-829	829	WOODS OR FOREST	WOODS OR FOREST	420	FOREST	skog	146	skog	92	c	0	1	0
Epps-2021-844-830	830	WOODWORK	WOODWORK			vyrke	4	virke	5	c	0	0	0
Epps-2021-844-831	831	WOOL	WOOL 1 // WOOL 2 // WOOL 3	964	WOOL	to	0	to	0	c	0	1	0
Epps-2021-844-832	832	WORD	WORD	1599	WORD	ord	565	ord	492	c	0	0	1
Epps-2021-844-833	833	WORK	WORK 1 // WORK 2 // WORK 3	984	WORK (LABOUR)			andtime	0	c	0	1	1
Epps-2021-844-834	834	WORKSHOP	WORKSHOP	1677	WORKSHOP	verkstad	51	verkstad	49	l	0	0	0
Epps-2021-844-835	835	WORLD	WORLD	965	WORLD	verd	413	värld	570	l	0	1	0
Epps-2021-844-836	836	WORM	WORM	1219	WORM	makk	7	mask	12	c	1	1	0
Epps-2021-844-837	837	WOUND OR SORE	WOUND OR SORE	1109	WOUND	sår	23	sår	9	c	0	0	0
Epps-2021-844-838	838	WRIST	WRIST	799	WRIST	handled	7	handled	4	c	0	0	0
Epps-2021-844-839	839	VULTURE	VULTURE 1 // VULTURE 2	1185	VULTURE			gam	1	c	1	0	0
Epps-2021-844-840	840	YARD OR COURT	YARD OR COURT 1 // YARD OR COURT 2	736	YARD	gard	310	gård	79	c	0	0	0
Epps-2021-844-841	841	YEAR	YEAR	1226	YEAR	år	2293	år	2819	c	0	1	1
Epps-2021-844-842	842	YOKE	YOKE 1 // YOKE 2 // YOKE 3	14	YOKE	børetre	0				0	0	0
Epps-2021-844-843	843	YOLK	YOLK	1556	YOLK	eggegule		äggula	3	c	0	0	0
Epps-2021-844-844	844	YOUTH	YOUTH			ungdom		ungdom		c	0	1	1
