ID	NUMBER	ORIGINAL	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Steinthal-1875-1549-324	324	Heirath	Heirath	marriage		
Steinthal-1875-1549-325	325	Hochzeit	Hochzeit	wedding	1259	WEDDING
Steinthal-1875-1549-326	326	Er ist unverheirathet.	Er ist unverheirathet.	He is unmarried.		
Steinthal-1875-1549-327	327	Vater	Vater	father	1217	FATHER
Steinthal-1875-1549-328	328	Mutter	Mutter	mother	1216	MOTHER
Steinthal-1875-1549-329	329	schwanger	schwanger	pregnant	1123	PREGNANT
Steinthal-1875-1549-330	330	saugen	saugen	to suckle		
Steinthal-1875-1549-331	331	säugen	säugen	to breastfeed	2472	SUCKLE (BREASTFEED, NURSE)
Steinthal-1875-1549-332	332	Säugling	Säugling	infant	1289	BABY
Steinthal-1875-1549-333	333	Bruder (älterer, jüngerer)	Bruder	brother	1262	BROTHER
Steinthal-1875-1549-334	334	Bruder (älterer, jüngerer)	älterer Bruder	older brother	1759	OLDER BROTHER
Steinthal-1875-1549-335	335	Bruder (älterer, jüngerer)	jüngerer Bruder	younger brother	1760	YOUNGER BROTHER
Steinthal-1875-1549-336	336	Schwester (ältere, jüngere)	Schwester	sister	1263	SISTER
Steinthal-1875-1549-337	337	Schwester (ältere, jüngere)	ältere Schwester	older sister	1758	OLDER SISTER
Steinthal-1875-1549-338	338	Schwester (ältere, jüngere)	jüngere Schwester	younger sister	1761	YOUNGER SISTER
Steinthal-1875-1549-339	339	Grossvater (von Vaters, von Mutters Seiten)	Grossvater	grandfather	1383	GRANDFATHER
Steinthal-1875-1549-340	340	Grossvater (von Vaters, von Mutters Seiten)	Grossvater väterlicherseits	paternal grandfather	2560	PATERNAL GRANDFATHER
Steinthal-1875-1549-341	341	Grossvater (von Vaters, von Mutters Seiten)	Grossvater mütterlicherseits	maternal grandfather	2178	MATERNAL GRANDFATHER
Steinthal-1875-1549-342	342	Grossmutter	Grossmutter	grandmother	1496	GRANDMOTHER
Steinthal-1875-1549-343	343	Grossmutter	Grossmutter väterlicherseits	paternal grandmother	3015	PATERNAL GRANDMOTHER
Steinthal-1875-1549-344	344	Grossmutter	Grossmutter mütterlicherseits	maternal grandmother	2177	MATERNAL GRANDMOTHER
Steinthal-1875-1549-345	345	Vaters Bruder	Onkel väterlicherseits	paternal uncle (brother of father)	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Steinthal-1875-1549-346	346	Mutter Bruder (Oheim)	Onkel mütterlicherseits	maternal uncle (brother of mother)	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Steinthal-1875-1549-347	347	Neffe (Brudersohn, Schwestersohn)	Neffe	nephew	1063	NEPHEW
Steinthal-1875-1549-348	348	Neffe (Brudersohn, Schwestersohn)	Neffe brüderlicherseits	nephew (son of one's brother)		
Steinthal-1875-1549-349	349	Neffe (Brudersohn, Schwestersohn)	Neffe schwesterlicherseits	nephew (son of one's sister)		
Steinthal-1875-1549-350	350	Nichte	Nichte	niece	1642	NIECE
Steinthal-1875-1549-351	351	Nichte	Nichte brüderlicherseits	niece (daughter of one's brother)		
Steinthal-1875-1549-352	352	Nichte	Nichte schwesterlicherseits	niece (daughter of one's sister)		
Steinthal-1875-1549-353	353	Enkel	Enkel	grandson	1618	GRANDSON
Steinthal-1875-1549-354	354	Enkelin	Enkelin	granddaughter	1619	GRANDDAUGHTER
Steinthal-1875-1549-355	355	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegervater	father-in-law	1055	FATHER-IN-LAW
Steinthal-1875-1549-356	356	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegermutter	mother-in-law	1050	MOTHER-IN-LAW
Steinthal-1875-1549-357	357	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegersohn	son-in-law	1056	SON-IN-LAW
Steinthal-1875-1549-358	358	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegertochter	daughter-in-law	1057	DAUGHTER-IN-LAW
Steinthal-1875-1549-359	359	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwager	brother-in-law	2314	BROTHER-IN-LAW
Steinthal-1875-1549-360	360	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwägerin	sister-in-law	2317	SISTER-IN-LAW
Steinthal-1875-1549-361	361	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwester der eigenen Frau	sister of one's wife		
Steinthal-1875-1549-362	362	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwester des eigenen Mannes	sister of one's husband		
Steinthal-1875-1549-363	363	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Bruder der eigenen Frau	brother of one's wife	2380	BROTHER-IN-LAW (OF MAN)
Steinthal-1875-1549-364	364	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Bruder des eigenen Mannes	brother of one's husband		
Steinthal-1875-1549-365	365	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Mann der eigenen Schwester	husband of one's sister		
Steinthal-1875-1549-366	366	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Frau des eigenen Bruders	wife of one's brother		
Steinthal-1875-1549-367	367	Greis	Greis	old man	406	OLD MAN
Steinthal-1875-1549-368	368	alte Frau	alte Frau	old woman	907	OLD WOMAN
Steinthal-1875-1549-369	369	Er ist alt.	Er ist alt.	He is old.	2112	OLD (AGED)
Steinthal-1875-1549-370	370	Er altert.	Er altert.	He is ageing.		
Steinthal-1875-1549-371	371	Er bekommt graue Haare.	Er bekommt graue Haare.	He is greying.		
Steinthal-1875-1549-372	372	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist gestorben.	He died.		
Steinthal-1875-1549-373	373	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist todt.	He is dead.		
Steinthal-1875-1549-374	374	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist alt geworden.	He grew old.		
Steinthal-1875-1549-375	375	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist nicht alt geworden.	He died at a young age.		
Steinthal-1875-1549-376	376	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist noch jung.	He is still young.		
Steinthal-1875-1549-377	377	Waise	Waise	orphan	1149	ORPHAN
Steinthal-1875-1549-378	378	Familie	Familie	family	194	FAMILY
Steinthal-1875-1549-379	379	Stamm	Stamm	tribe	1549	TRIBE
Steinthal-1875-1549-380	380	Volk	Volk	people	789	PEOPLE
Steinthal-1875-1549-381	381	Leib (Körper)	Leib (Körper)	body	1480	BODY
Steinthal-1875-1549-382	382	Leichnam	Leichnam	dead body	767	CORPSE
Steinthal-1875-1549-383	383	Knochen	Knochen	bones	1394	BONE
Steinthal-1875-1549-384	384	Skelett	Skelett	skeleton	2668	SKELETON
Steinthal-1875-1549-385	385	Mark	Mark	bone marrow	1835	MARROW
Steinthal-1875-1549-386	386	Fleisch	Fleisch	flesh	2259	FLESH
Steinthal-1875-1549-387	387	Blut	Blut	blood	946	BLOOD
Steinthal-1875-1549-388	388	Adern	Adern	veins	1924	VEIN
Steinthal-1875-1549-389	389	Haut	Haut	skin	763	SKIN
Steinthal-1875-1549-390	390	Haar	Haar	hair	1040	HAIR
Steinthal-1875-1549-391	391	Glied	Glied	limb		
Steinthal-1875-1549-392	392	Kopf	Kopf	head	1256	HEAD
Steinthal-1875-1549-393	393	Schädel	Schädel	skull	1605	SKULL
Steinthal-1875-1549-394	394	Stirn (Vorderkopf, Hinterkopf)	Stirn	forehead	123	FOREHEAD
Steinthal-1875-1549-395	395	Stirn (Vorderkopf, Hinterkopf)	Vorderkopf	front of the head		
Steinthal-1875-1549-396	396	Stirn (Vorderkopf, Hinterkopf)	Hinterkopf	back of the head	523	BACK OF HEAD
Steinthal-1875-1549-397	397	Gehirn	Gehirn	brain	1583	BRAIN
Steinthal-1875-1549-398	398	Gesicht	Gesicht	face	1560	FACE
Steinthal-1875-1549-399	399	Auge	Auge	eye	1248	EYE
Steinthal-1875-1549-400	400	Brauen	Brauen	eyebrows	1173	EYEBROW
Steinthal-1875-1549-401	401	Lid	Lid	eyelid	17	EYELID
Steinthal-1875-1549-402	402	Wimper	Wimper	eyelash	1540	EYELASH
Steinthal-1875-1549-403	403	Augapfel	Augapfel	eyeball	3807	EYEBALL
Steinthal-1875-1549-404	404	Pupille	Pupille	pupil	1658	PUPIL
Steinthal-1875-1549-405	405	Der Hund spitzt die Ohren.	Der Hund spitzt die Ohren.	The dog pricks up its ears.		
Steinthal-1875-1549-406	406	Wange	Wange	cheek	1730	CHEEK
Steinthal-1875-1549-407	407	Nase	Nase	nose	1221	NOSE
Steinthal-1875-1549-408	408	Mund	Mund	mouth	674	MOUTH
Steinthal-1875-1549-409	409	Athem (ich athme)	Athem	breath	870	BREATH
Steinthal-1875-1549-410	410	Athem (ich athme)	Ich athme.	I breathe.	1407	BREATHE
Steinthal-1875-1549-411	411	Lippe	Lippe	lip	478	LIP
Steinthal-1875-1549-412	412	Kinn	Kinn	chin	1510	CHIN
Steinthal-1875-1549-413	413	Zahn	Zahn	tooth	1380	TOOTH
Steinthal-1875-1549-414	414	Ober- und Unterkiefer	Oberkiefer	upper jaw		
Steinthal-1875-1549-415	415	Ober- und Unterkiefer	Unterkiefer	lower jaw		
Steinthal-1875-1549-416	416	Zunge	Zunge	tongue	1205	TONGUE
Steinthal-1875-1549-417	417	Gaumen	Gaumen	palate	540	PALATE
Steinthal-1875-1549-418	418	Bart (Backen-, Schnurr-, Kinn-Bart)	Bart	beard	678	BEARD
Steinthal-1875-1549-419	419	Bart (Backen-, Schnurr-, Kinn-Bart)	Backenbart	muttonchops		
Steinthal-1875-1549-420	420	Bart (Backen-, Schnurr-, Kinn-Bart)	Schnurrbart	moustache	1165	MOUSTACHE
Steinthal-1875-1549-421	421	Bart (Backen-, Schnurr-, Kinn-Bart)	Kinnbart	goatee		
Steinthal-1875-1549-422	422	den Bart rasiren	den Bart rasiren	to shave one's beard	231	SHAVE
Steinthal-1875-1549-423	423	das Haar schneiden	das Haar schneiden	to cut one's hair		
Steinthal-1875-1549-424	424	Hals	Hals	neck	1333	NECK
Steinthal-1875-1549-425	425	Nacken	Nacken	nape	1347	NAPE (OF NECK)
Steinthal-1875-1549-426	426	Mähne	Mähne	mane	1918	MANE
Steinthal-1875-1549-427	427	Kehle (Luft-, Speise-Röhre)	Kehle	throat	1346	THROAT
Steinthal-1875-1549-428	428	Kehle (Luft-, Speise-Röhre)	Luftröhre	trachea		
Steinthal-1875-1549-429	429	Kehle (Luft-, Speise-Röhre)	Speiseröhre	oesophagus		
Steinthal-1875-1549-430	430	Rücken	Rücken	back	1291	BACK
Steinthal-1875-1549-431	431	Höcker (des Kameels)	Höcker (des Kameels)	hump (of camel)	534	HUMP
Steinthal-1875-1549-432	432	Schulter	Schulter	shoulder	1482	SHOULDER
Steinthal-1875-1549-433	433	Arm (Ober-, Unter-)	Arm	arm	1673	ARM
Steinthal-1875-1549-434	434	Arm (Ober-, Unter-)	Oberarm	upper arm	431	UPPER ARM
Steinthal-1875-1549-435	435	Arm (Ober-, Unter-)	Unterarm	lower arm	446	LOWER ARM
Steinthal-1875-1549-436	436	Ellenbogen	Ellenbogen	elbow	981	ELBOW
Steinthal-1875-1549-437	437	Hand, rechte, linke Hand	Hand	hand	1277	HAND
Steinthal-1875-1549-438	438	Hand, rechte, linke Hand	rechte Hand	right hand	2183	RIGHT HAND
Steinthal-1875-1549-439	439	Hand, rechte, linke Hand	linke Hand	left hand	2182	LEFT HAND
Steinthal-1875-1549-440	440	Faust	Faust	fist	1473	FIST
Steinthal-1875-1549-441	441	Finger	Finger	finger	1303	FINGER
Steinthal-1875-1549-442	442	Daumen	Daumen	thumb	1781	THUMB
Steinthal-1875-1549-443	443	die übrigen Finger	Zeigefinger	index finger	577	FOREFINGER
Steinthal-1875-1549-444	444	die übrigen Finger	Mittelfinger	middle finger	3387	MIDDLE FINGER
Steinthal-1875-1549-445	445	die übrigen Finger	Ringfinger	ring finger		
Steinthal-1875-1549-446	446	die übrigen Finger	kleiner Finger	little finger	2774	LITTLE FINGER
Steinthal-1875-1549-447	447	Nagel	Nagel	nail	1896	FINGERNAIL OR TOENAIL
Steinthal-1875-1549-448	448	Brustkasten	Brustkasten	chest	1592	CHEST
Steinthal-1875-1549-449	449	weibliche Brust	weibliche Brust	female breast	1402	BREAST
Steinthal-1875-1549-450	450	Bauch	Bauch	belly	1251	BELLY
Steinthal-1875-1549-451	451	Nabel	Nabel	navel	1838	NAVEL
Steinthal-1875-1549-452	452	Lunge	Lunge	lung	688	LUNG
Steinthal-1875-1549-453	453	Herz	Herz	heart	1223	HEART
Steinthal-1875-1549-454	454	Magen	Magen	stomach	819	STOMACH
Steinthal-1875-1549-455	455	Leber	Leber	liver	1224	LIVER
Steinthal-1875-1549-456	456	Galle	Galle	gall	1780	BILE
Steinthal-1875-1549-457	457	Milz	Milz	spleen	1744	SPLEEN
Steinthal-1875-1549-458	458	Gedärm	Gedärm	intestines	1991	INTESTINES
Steinthal-1875-1549-459	459	Rippe	Rippe	rib	801	RIB
Steinthal-1875-1549-460	460	Weiche	Weiche	flank		
Steinthal-1875-1549-461	461	Hüfte	Hüfte	hip	1745	HIP
Steinthal-1875-1549-462	462	Arsch	Arsch	ass	834	BUTTOCKS
Steinthal-1875-1549-463	463	Glied	Glied	penis	1222	PENIS
Steinthal-1875-1549-464	464	Hoden	Hoden	testicles	797	TESTICLES
Steinthal-1875-1549-465	465	entmannen	entmannen	to castrate (men)	29	GELD
Steinthal-1875-1549-466	466	weibliche Scham	weibliche Scham	vulva	1837	VULVA
Steinthal-1875-1549-467	467	Gebärmutter	Gebärmutter	uterus		
Steinthal-1875-1549-468	468	Euter	Euter	udder	154	UDDER
Steinthal-1875-1549-469	469	Zitze	Zitze	teat	796	NIPPLE
Steinthal-1875-1549-470	470	Schenkel (Ober-, Unter-)	Oberschenkel	upper leg	471	UPPER LEG (THIGH)
Steinthal-1875-1549-471	471	Schenkel (Ober-, Unter-)	Unterschenkel	lower leg	447	LOWER LEG
Steinthal-1875-1549-472	472	Bein	Bein	leg	1297	LEG
Steinthal-1875-1549-473	473	Knie	Knie	knee	1371	KNEE
Steinthal-1875-1549-474	474	Schienbein	Schienbein	shin	186	SHIN
Steinthal-1875-1549-475	475	Wade	Wade	calf	498	CALF OF LEG
Steinthal-1875-1549-476	476	Fuss	Fuss	foot	1301	FOOT
Steinthal-1875-1549-477	477	Ferse	Ferse	heel	980	HEEL
Steinthal-1875-1549-478	478	Knöchel	Knöchel	ankle	803	ANKLE
Steinthal-1875-1549-479	479	Sohle	Sohle	sole	2666	SOLE (FOOT)
Steinthal-1875-1549-480	480	Zehe	Zehe	toe	1389	TOE
Steinthal-1875-1549-481	481	nackt	nackt	naked	590	NAKED
Steinthal-1875-1549-482	482	barfuss	barfuss	barefoot	3737	BAREFOOT
Steinthal-1875-1549-483	483	barhaupt	barhaupt	bareheaded		
Steinthal-1875-1549-484	484	Schweiss	Schweiss	sweat	125	SWEAT (SUBSTANCE)
Steinthal-1875-1549-485	485	Thräne	Thräne	tear	1651	TEAR (OF EYE)
Steinthal-1875-1549-486	486	Rotz	Rotz	snot	208	NASAL MUCUS (SNOT)
Steinthal-1875-1549-487	487	Speichel	Speichel	saliva	1503	SALIVA
Steinthal-1875-1549-488	488	schwitzen	schwitzen	to sweat	126	SWEAT (PERSPIRE)
Steinthal-1875-1549-489	489	weinen	weinen	to cry	1839	CRY
Steinthal-1875-1549-490	490	sich schnäuzen	sich schnäuzen	to blow one's nose	2679	BLOW (WITH NOSE)
Steinthal-1875-1549-491	491	speien	speien	to vomit	1278	VOMIT
Steinthal-1875-1549-492	492	Milch	Milch	milk	635	MILK
Steinthal-1875-1549-493	493	Koth	Koth	excrement	675	FAECES (EXCREMENT)
Steinthal-1875-1549-494	494	Urin	Urin	urine	1142	URINE
Steinthal-1875-1549-495	495	kacken	kacken	to shit	676	SHIT (DEFECATE)
Steinthal-1875-1549-496	496	pissen	pissen	to piss	592	PISS
Steinthal-1875-1549-497	497	Wind lassen	Wind lassen	to fart	1159	FART
Steinthal-1875-1549-498	498	rein	rein	clean	704	CLEAN
Steinthal-1875-1549-499	499	reinlich	reinlich	tidy		
Steinthal-1875-1549-500	500	schmutzig	schmutzig	dirty	1230	DIRTY
Steinthal-1875-1549-501	501	sich waschen	sich waschen	to wash oneself	3371	WASH (ONESELF)
Steinthal-1875-1549-502	502	Seife	Seife	soap	788	SOAP
Steinthal-1875-1549-503	503	Fett einreiben	Fett einreiben	to grease		
Steinthal-1875-1549-504	504	Salbe	Salbe	ointment	1926	OINTMENT
Steinthal-1875-1549-505	505	sich mit Farbe bestreichen	sich mit Farbe bestreichen	to paint oneself		
Steinthal-1875-1549-506	506	tättowiren	tättowiren	to tattoo		
Steinthal-1875-1549-507	507	baden	baden	to bathe	138	BATHE
Steinthal-1875-1549-508	508	sich abtrocknen	sich abtrocknen	to dry oneself		
Steinthal-1875-1549-509	509	mager	mager	meagre		
Steinthal-1875-1549-510	510	bleich	bleich	pale		
Steinthal-1875-1549-511	511	fett	fett	fat	1279	FAT (OBESE)
Steinthal-1875-1549-512	512	abmagern	abmagern	to drastically lose weight		
Steinthal-1875-1549-513	513	fett werden	fett werden	to drastically gain weight		
Steinthal-1875-1549-514	514	Leben	Leben	life	210	LIFE
Steinthal-1875-1549-515	515	Gesundheit	Gesundheit	health		
Steinthal-1875-1549-516	516	Geburt	Geburt	birth	2805	BIRTH (ACCOUCHEMENT)
Steinthal-1875-1549-517	517	Name	Name	name	1405	NAME
Steinthal-1875-1549-518	518	Leichenbegängniss	Leichenbegängniss	burial	3336	FUNERAL
Steinthal-1875-1549-519	519	Klagegesang	Klagegesang	lament		
Steinthal-1875-1549-520	520	Speise	Speise	food	256	FOOD
Steinthal-1875-1549-521	521	Trank	Trank	drink	731	BEVERAGE
Steinthal-1875-1549-522	522	essen	essen	to eat	1336	EAT
Steinthal-1875-1549-523	523	trinken	trinken	to drink	1401	DRINK
Steinthal-1875-1549-524	524	tränken	tränken	to give water to an animal		
Steinthal-1875-1549-525	525	Hunger	Hunger	hunger	1864	HUNGER
Steinthal-1875-1549-526	526	Mich hungert, durstet.	Mich hungert.	I am hungry.	1533	BE HUNGRY
Steinthal-1875-1549-527	527	Mich hungert, durstet.	Mich durstet.	I am thirsty.	3474	BE THIRSTY
Steinthal-1875-1549-528	528	satt	satt	full (not hungry)	106	SATIATED
Steinthal-1875-1549-529	529	kauen	kauen	to chew	321	CHEW
Steinthal-1875-1549-530	530	schlucken	schlucken	to swallow	897	SWALLOW
Steinthal-1875-1549-531	531	verdauen	verdauen	to digest		
Steinthal-1875-1549-532	532	Mehl	Mehl	flour	1594	FLOUR
Steinthal-1875-1549-533	533	Brot	Brot	bread	1368	BREAD
Steinthal-1875-1549-534	534	Fleisch	Fleisch	meat	634	MEAT
Steinthal-1875-1549-535	535	Brühe (Suppe)	Brühe (Suppe)	broth	1547	SOUP
Steinthal-1875-1549-536	536	Brei (die üblichen Speisen)	Brei	mush	3651	MUSH (FOOD)
Steinthal-1875-1549-537	537	Frühstück	Frühstück	breakfast	1322	BREAKFAST
Steinthal-1875-1549-538	538	Hauptmahlzeit	Hauptmahlzeit	main meal		
Steinthal-1875-1549-539	539	Abendbrot	Abendbrot	dinner	1833	DINNER (SUPPER)
Steinthal-1875-1549-540	540	berauschendes Getränk	berauschendes Getränk	intoxicating drink	404	ALCOHOL (FERMENTED DRINK)
Steinthal-1875-1549-541	541	betrunken	betrunken	drunk	1463	DRUNK
Steinthal-1875-1549-542	542	Tabak rauchen	Tabak rauchen	to smoke tobacco	1689	SMOKE (INHALE)
Steinthal-1875-1549-543	543	schmecken	schmecken	to taste		
Steinthal-1875-1549-544	544	Geschmack	Geschmack	taste	2190	TASTE
Steinthal-1875-1549-545	545	süss	süss	sweet	717	SWEET
Steinthal-1875-1549-546	546	bitter	bitter	bitter	887	BITTER
Steinthal-1875-1549-547	547	sauer	sauer	sour	1906	SOUR
Steinthal-1875-1549-548	548	salzig	salzig	salty	1091	SALTY
Steinthal-1875-1549-549	549	fressen	fressen	to devour sth.		
Steinthal-1875-1549-550	550	nagen	nagen	to gnaw	2706	GNAW
Steinthal-1875-1549-551	551	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück	garment	1895	CLOTHES
Steinthal-1875-1549-552	552	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Kopf	head garment		
Steinthal-1875-1549-553	553	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Fuss	foot garment		
Steinthal-1875-1549-554	554	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Leib	upper garment		
Steinthal-1875-1549-555	555	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Aermel	arm garment		
Steinthal-1875-1549-556	556	sich anziehen	sich anziehen	to get dressed	814	DRESS UP
Steinthal-1875-1549-557	557	Staatskleider anlegen, ausziehen	Staatskleider anlegen	to put on a festive dress		
Steinthal-1875-1549-558	558	Staatskleider anlegen, ausziehen	Staatskleider ausziehen	to take off a festive dress		
Steinthal-1875-1549-559	559	Kleider reinigen	Kleider reinigen	to clean clothes	3434	WASH (CLOTHES)
Steinthal-1875-1549-560	560	waschen	waschen	to wash	1453	WASH
Steinthal-1875-1549-561	561	trocknen	trocknen	to dry	1786	DRY UP
Steinthal-1875-1549-562	562	schmutzig	schmutzig	dirty, unclean	1230	DIRTY
Steinthal-1875-1549-563	563	rein	rein	clean	704	CLEAN
Steinthal-1875-1549-564	564	nass	nass	wet	1726	WET
Steinthal-1875-1549-565	565	Schmuck	Schmuck	adornment	917	ORNAMENT
Steinthal-1875-1549-566	566	einzelne Gegenstände zum Schmuck, wie Ohrring, Armring u.s.w.	Ohrring	earring	770	EARRING
Steinthal-1875-1549-567	567	einzelne Gegenstände zum Schmuck, wie Ohrring, Armring u.s.w.	Armring	armlet	3149	ARMLET
Steinthal-1875-1549-568	568	Haus	Haus	house	1252	HOUSE
Steinthal-1875-1549-569	569	Hütte	Hütte	hut	1678	HUT
Steinthal-1875-1549-570	570	Zelt aufschlagen, abbrechen	Zelt	tent	1316	TENT
Steinthal-1875-1549-571	571	Zelt aufschlagen, abbrechen	Zelt aufschlagen	to erect a tent		
Steinthal-1875-1549-572	572	Zelt aufschlagen, abbrechen	Zelt abbrechen	to strike a tent		
Steinthal-1875-1549-573	573	Zeltpflock	Zeltpflock	tent stake		
Steinthal-1875-1549-574	574	Küche (Heerd)	Küche	kitchen	1365	KITCHEN
Steinthal-1875-1549-575	575	Küche (Heerd)	Heerd	hearth, stove	859	STOVE
Steinthal-1875-1549-576	576	Schlafstätte	Schlafstätte	sleeping place		
Steinthal-1875-1549-577	577	Bett	Bett	bed	1663	BED
Steinthal-1875-1549-578	578	Thür	Thür	door	1567	DOOR
Steinthal-1875-1549-579	579	Thorweg	Thorweg	gateway	2940	GATE
Steinthal-1875-1549-580	580	Schlüssel (Riegel)	Schlüssel	key	1472	KEY
Steinthal-1875-1549-581	581	Schlüssel (Riegel)	Riegel	bolt	1012	LATCH
Steinthal-1875-1549-582	582	Schloss	Schloss	lock	1596	LOCK
Steinthal-1875-1549-583	583	verschliessen	verschliessen	to lock		
Steinthal-1875-1549-584	584	zumachen	zumachen	to close	1046	SHUT
Steinthal-1875-1549-585	585	öffnen	öffnen	to open, to unlock		
Steinthal-1875-1549-586	586	Fenster	Fenster	window	1375	WINDOW
Steinthal-1875-1549-587	587	Rauchloch	Rauchloch	smoke hole		
Steinthal-1875-1549-588	588	Treppe	Treppe	stairs	34	STAIRS
Steinthal-1875-1549-589	589	oberes Geschoss	oberes Geschoss	upper floor		
Steinthal-1875-1549-590	590	Dach	Dach	roof	769	ROOF
Steinthal-1875-1549-591	591	Wand	Wand	wall	933	WALL (OF HOUSE)
Steinthal-1875-1549-592	592	Balken	Balken	bar		
Steinthal-1875-1549-593	593	Thürpfosten	Thürpfosten	door jamb		
Steinthal-1875-1549-594	594	Zeltpflock	Zeltpflock	tent stake		
Steinthal-1875-1549-595	595	bauen	bauen	to build	1840	BUILD
Steinthal-1875-1549-596	596	zimmern	zimmern	to do carpentry		
Steinthal-1875-1549-597	597	Matte flechten	Matte flechten	to weave a mat		
Steinthal-1875-1549-598	598	Tisch	Tisch	table	1775	TABLE
Steinthal-1875-1549-599	599	Stuhl	Stuhl	chair	1476	CHAIR
Steinthal-1875-1549-600	600	Bank	Bank	bench	2584	BENCH
Steinthal-1875-1549-601	601	Beil	Beil	axe	677	AXE
Steinthal-1875-1549-602	602	Säge	Säge	saw	1948	SAW
Steinthal-1875-1549-603	603	Hobel	Hobel	plane	3408	PLANE (TOOL)
Steinthal-1875-1549-604	604	Hammer	Hammer	hammer	1481	HAMMER
Steinthal-1875-1549-605	605	Nagel	Nagel	nail	502	NAIL (TOOL)
Steinthal-1875-1549-606	606	Topf	Topf	pot	1462	POT
Steinthal-1875-1549-607	607	Rost	Rost	grate, grid		
Steinthal-1875-1549-608	608	Teller	Teller	plate	480	PLATE
Steinthal-1875-1549-609	609	Kessel	Kessel	cauldron	854	KETTLE
Steinthal-1875-1549-610	610	Schüssel	Schüssel	bowl	1530	BOWL
Steinthal-1875-1549-611	611	Löffel	Löffel	spoon	1378	SPOON
Steinthal-1875-1549-612	612	Messer	Messer	knife	1352	KNIFE
Steinthal-1875-1549-613	613	Schneide	Schneide	knife edge		
Steinthal-1875-1549-614	614	Heft	Heft	knife handle		
Steinthal-1875-1549-615	615	schleifen	schleifen	to grind		
Steinthal-1875-1549-616	616	Gabel	Gabel	fork	1302	FORK
Steinthal-1875-1549-617	617	sonstiges Küchengeräth	sonstiges Küchengeräth	other kitchen utensils		
Steinthal-1875-1549-618	618	reinigen	reinigen	to clean	2235	CLEAN (SOMETHING)
Steinthal-1875-1549-619	619	Krug	Krug	jug	270	JUG
Steinthal-1875-1549-620	620	Becher	Becher	cup	476	CUP
Steinthal-1875-1549-621	621	Glas	Glas	glass	604	GLASS
Steinthal-1875-1549-622	622	Brunnen graben	Brunnen graben	to dig a well		
Steinthal-1875-1549-623	623	Hof	Hof	courtyard	4	COURTYARD
Steinthal-1875-1549-624	624	Stall	Stall	stable	851	STABLE
Steinthal-1875-1549-625	625	Garten	Garten	garden	586	GARDEN
