ID	NUMBER	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	AFRIKAANS_AOA	AFRIKAANS	AMERICANENGLISH_AOA	AMERICANENGLISH	CATALAN_AOA	CATALAN	CZECH_AOA	CZECH	DANISH_AOA	DANISH	DUTCH_AOA	DUTCH	ENGLISH_AOA	ENGLISH	FINNISH_AOA	FINNISH	GAELIC_AOA	GAELIC	GERMAN_AOA	GERMAN	GREEK_AOA	GREEK	HEBREW_AOA	HEBREW	HUNGARIAN_AOA	HUNGARIAN	ICELANDIC_AOA	ICELANDIC	IRISH_AOA	IRISH	XHOSA_AOA	XHOSA	ITALIAN_AOA	ITALIAN	LEBANESEARABIC_AOA	LEBANESEARABIC	LITHUANIAN_AOA	LITHUANIAN	LUXEMBOURGISH_AOA	LUXEMBOURGISH	MALAY_AOA	MALAY	MALTESE_AOA	MALTESE	PERSIAN_AOA	PERSIAN	POLISH_AOA	POLISH	RUSSIAN_AOA	RUSSIAN	SOUTHAFRICANENGLISH_AOA	SOUTHAFRICANENGLISH	SERBIAN_AOA	SERBIAN	SLOVAK_AOA	SLOVAK	SPANISH_AOA	SPANISH	SWEDISH_AOA	SWEDISH	TURKISH_AOA	TURKISH	WESTERNARMENIAN_AOA	WESTERNARMENIAN
Luniewska-2019-299-81	81	leg	1297	LEG	2.83783783783784	been [English: leg]	3	leg	2.4	cama	2.26923076923077	noha	2.17391304347826	ben	2.40909090909091	been	2.29032258064516	leg	1.29166666666667	jalka	2.95238095238095	cas	2.19047619047619	Bein	2.25	πόδι	1.92857142857143	regel	2.42857142857143	láb	4.91304347826087	fótleggur	2.05	cos	3.92	umlenze	2.4	gamba	2.33333333333333	ejer	2.35714285714286	koja	2.31818181818182	Been	4.27027027027027	kaki	6.15384615384615	riġel	2.19047619047619	پا	2.3125	noga	1.80555555555556	нога	2.19047619047619	leg	2.75757575757576	noga	1.72727272727273	noha	2.81818181818182	pierna	2.30434782608696	ben	2.53846153846154	bacak	1.83333333333333	Ոտք 
Luniewska-2019-299-82	82	lemon	3091	LEMON	4.05405405405405	suurlemoen	4.1304347826087	lemon	3.2	llimona	3.19230769230769	citron	3.30434782608696	citron	4.36363636363636	citroen	3.82258064516129	lemon	3.08333333333333	sitruuna	8.71428571428571	liomaid	3.04761904761905	Zitrone	3.18181818181818	λεμόνι	2.76190476190476	limon	3.66666666666667	citrom	4.34782608695652	sítróna	7.2	líomóid	5.65217391304348	ilemoni	3.2	limone	3.85714285714286	ha:mod	4.21428571428571	citrina	3.22727272727273	Zitroun	6.7027027027027	lemon	3.81818181818182	lumija	3.71428571428571	لیمو	3.59375	cytryna	3.22222222222222	лимон	3.45238095238095	lemon	4.33333333333333	limun	3.27272727272727	citrón	3.31818181818182	limón	3.34782608695652	citron	3.02564102564103	limon	3.41666666666667	Լիմոն 
Luniewska-2019-299-83	83	lighter	3092	LIGHTER	6.22857142857143	aansteker 	6.1304347826087	lighter	6.2	encenedor	5.53846153846154	zapalovač	4.77272727272727	lighter	6.09090909090909	aansteker	5.95161290322581	lighter	6	sytytin	12.7619047619048	lasadair	4.47619047619048	Feuerzeug	4.86764705882353	αναπτήρας	5.35294117647059	macit	5.5	öngyújtó	4.91304347826087	kveikjari	6.33333333333333	lastóir	6.15384615384615	ilayitha	5.08	accendino	5.14285714285714	edde:ha	6.85714285714286	žiebtuvėlis	4.95238095238095	Briquet	7.05405405405405	pemetik api	6.41176470588235	lajter	5.57142857142857	فندک	5.46875	zapalniczka	5.6	зажигалка	5.14634146341463	lighter	6.09090909090909	upaljač	6.12121212121212	zapaľovač	6.63636363636364	mechero	4.95652173913043	tändare	3.8974358974359	çakmak		-
Luniewska-2019-299-84	84	lion	1386	LION	3.40540540540541	leeu	3.43478260869565	lion	3.5	lleó	2.88461538461538	lev	2.82608695652174	løve	3.54545454545455	leeuw	2.91869918699187	lion	2.70833333333333	leijona	4.57142857142857	leòmhann	2.61904761904762	Löwe	3.22058823529412	λιοντάρι	2.42857142857143	arye	3.33333333333333	oroszlán	3.30434782608696	ljón	3.95	leon	5.83333333333333	ingonyama	2.84	leone	3.9047619047619	asad	3.96428571428571	liūtas	3.38636363636364	Léiw	4.60810810810811	singa	4.21428571428571	iljun	2.85714285714286	شیر	2.96875	lew	3.08333333333333	лев	2.88095238095238	lion	3.90909090909091	lav	3.66666666666667	lev	3.31818181818182	león	3.17391304347826	lejon	3.76923076923077	aslan	2.95833333333333	Առիւծ 
Luniewska-2019-299-85	85	lipstick	3093	LIPSTICK	5.54054054054054	lipstiffie	5.21739130434783	lipstick	5.25	pintallavis	5.30769230769231	rtěnka	4.34782608695652	læbestift	4.77272727272727	lippenstift	4.93145161290323	lipstick	3.70833333333333	huulipuna		-	4.76190476190476	Lippenstift	4.27272727272727	κραγιόν	3.9047619047619	odem	4.66666666666667	rúzs	4.30434782608696	varalitur	8	béaldath	7.15789473684211	iruji	4.56	rossetto	4.78571428571429	alam homra	5.03571428571429	lūpdažis	4.33333333333333	Lëppestëft	6.94594594594595	gincu	4.54545454545455	lipstik	5.85714285714286	رژ لب	4.96875	szminka	4.33333333333333	губная помада	3.78048780487805	lipstick	4.87878787878788	karmin	4.60606060606061	rúž	5.45454545454545	pintalabios	4.82608695652174	läppstift	4.82051282051282	ruj		-
Luniewska-2019-299-86	86	match	1133	MATCH	3.83783783783784	vuurhoutjie	4.82608695652174	match	6.35	llumí	4.23076923076923	sirky	3.95652173913043	tændstik	4.45454545454545	lucifer	4.81451612903226	match	3.08333333333333	tulitikku	5	maids(e)	4.19047619047619	Streichholz	4.25	σπίρτο	3.71428571428571	gafrur	4.23809523809524	gyufa	4.26086956521739	eldspýta	6.6	lasán	5.54545454545455	umcinga womatshisi	4.96	fiammifero	5.04761904761905	kabri:t	4.17857142857143	degtukas	3.81818181818182	Fixfeier	5.67567567567568	mancis	4.41666666666667	sulfarina	4.04761904761905	کبریت	3.875	zapałka	3.44444444444444	спичка	4.04878048780488	match	5.21212121212121	šibica	4.24242424242424	zápalka	5.13636363636364	cerilla	3.91304347826087	tändsticka	3.53846153846154	kibrit	4.54166666666667	Լուցկի 
Luniewska-2019-299-87	87	monkey	1350	MONKEY	3.16216216216216	apie	3.60869565217391	monkey	4	mico	2.88461538461538	opice	2.47826086956522	abe	2.72727272727273	aap	2.96774193548387	monkey	2.54166666666667	apina	4.23809523809524	muncaidh	2.66666666666667	Affe	3.95588235294118	πίθηκος	2.5	kof	3.19047619047619	majom	3.34782608695652	api	3.65	moncaí	4.83333333333333	inkawu	2.96	scimmia	4	se3de:n	4.75	beždžionė	3	Af	4.13513513513514	monyet	3.1	xadina	3.80952380952381	میمون	3.375	małpa	3.16666666666667	обезьяна	2.88095238095238	monkey	3.81818181818182	majmun	3.51515151515152	opica	3.54545454545455	mono	2.56521739130435	apa	3.71794871794872	maymun	2.70833333333333	Կապիկ
Luniewska-2019-299-88	88	moon	1313	MOON	2.91891891891892	maan	3.30434782608696	moon	2.65	lluna	3.5	měsíc	2.82608695652174	måne	2.27272727272727	maan	2.71370967741935	moon	1.83333333333333	kuu	3.76190476190476	gealach	2	Mond	3.29411764705882	φεγγάρι	2.66666666666667	yare'ax	3.33333333333333	hold	3.04347826086957	tungl	3.4	gealach	5.56521739130435	inyanga	2.72	luna	3.33333333333333	amar	3.21428571428571	mėnulis	2.93181818181818	Mound	4.54054054054054	bulan	3.38461538461538	qamar	3.0952380952381	ماه	3.21875	księżyc	2.69444444444444	луна	2.82926829268293	moon	3.81818181818182	mesec	2.96969696969697	mesiac	3.22727272727273	luna	2.69565217391304	måne	2.74358974358974	ay	2.625	Լուսին
Luniewska-2019-299-89	89	motorbike	638	MOTORCYCLE		-	5.39130434782609	motorcycle	5.1	moto	3.69230769230769	motorka	3.91304347826087	motorcykel	4.52941176470588	moter	4.68548387096774	motorbike	2.66666666666667	moottoripyörä	5.95238095238095	motair-baidhsagal	3.9047619047619	Motorrad		-	3.42857142857143	ofano'a	4.19047619047619	motor	4.65217391304348	mótorhjól	6.1	gluaisrothar	5.36363636363636	isikuta	3	moto		-	4.64285714285714	motociklas	3.68181818181818	Moto	5.24324324324324	motosikal	4.07142857142857	mutur	5	موتورسیکلت		-	3.94444444444444	мотоцикл	4.26190476190476	motorbike	5.15151515151515	motor	3.44444444444444	motorka	5.125	motocicleta	4.56521739130435	motorcykel	4.33333333333333	motosiklet		-
Luniewska-2019-299-90	90	mouse	1491	MOUSE	3.37837837837838	muis	3.60869565217391	mouse	3.3	ratolí	2.57692307692308	myš	2.17391304347826	mus	2.59090909090909	muis	2.90725806451613	mouse	1.91666666666667	hiiri	3.66666666666667	luch	2	Maus	3.20588235294118	ποντιίκι	2.52380952380952	axbar	3.14285714285714	egér	2.73913043478261	mús	2.35	luch	4.84	impuku	2.88	topo	3.42857142857143	fa:ra	3	pelė	2.59090909090909	Maus	4.51351351351351	tikus	3.86666666666667	ġurdien	3.42857142857143	موش	3.125	mysz	2.52777777777778	мышь	2.9047619047619	mouse	3.57575757575758	miš	2.60606060606061	myš	3.45454545454545	ratón	3.08695652173913	mus 	3	fare	2.5	Մուկ 
Luniewska-2019-299-91	91	mushroom	641	MUSHROOM	4.7027027027027	sampioen	5.47826086956522	mushroom	4.3	bolet	5.46153846153846	žampion	4.73913043478261	champignon	5.63636363636364	champignon	4.69354838709677	mushroom	2.66666666666667	sieni	8.76190476190476	balgan-buachair	3.33333333333333	Pilz	4.66176470588235	μανιτάρι	3.76190476190476	pitriya	3.9047619047619	gomba	5.1304347826087	sveppur	5.7	muisiriún	6.52173913043478	ikhowa	3.64	fungo	6.19047619047619	fotor	3.67857142857143	grybas	3.40909090909091	Champignon	5.7027027027027	cendawan	7.75	faqqiegħ	5.95238095238095	قارچ	4.21875	pieczarka	2.86111111111111	гриб	3.78048780487805	mushroom	4.6969696969697	pečurka	4.36363636363636	huba	5.11111111111111	seta	3.47826086956522	svamp	4.69230769230769	mantar	5.875	Սունկ
Luniewska-2019-299-92	92	needle	1382	NEEDLE (FOR SEWING)	4.10810810810811	naald	5.21739130434783	needle	3.95	agulla	4.07692307692308	jehla	3.17391304347826	nål	4.63636363636364	naald	5.06451612903226	needle	2.83333333333333	neula	5.52380952380952	snàthad	4.14285714285714	Nadel	5.15625	βελόνι	4.14285714285714	maxat	4.38095238095238	tű	3.95652173913043	nál	4.4	snáthaid	5.25	inaliti	4.32	ago	4.61904761904762	ebre	3.92857142857143	adata	3.38636363636364	Nol	3.5	jarum	4.64705882352941	labra	3.80952380952381	سوزن	4	igła	3.63888888888889	иголка	4.04878048780488	needle	4.48484848484848	igla	4	ihla	4.31818181818182	aguja	3.65217391304348	nål	5.23076923076923	dikiş iğnesi	4.16666666666667	Ասեղ 
Luniewska-2019-299-93	93	nest	539	NEST	3.72972972972973	nes	4.04347826086957	nest	3.65	niu	4	hnízdo	3.1304347826087	rede	3.86363636363636	nest	3.82926829268293	nest	2.70833333333333	pesä	4.38095238095238	nead	3.0952380952381	Nest	4.22058823529412	φωλιά	3.52380952380952	ken	4.19047619047619	fészek	4.21739130434783	hreiður	3.15	nead	6.375	indlu yentaka	3.8	nido	5	3ech	4.39285714285714	lizdas	3.27272727272727	Nascht	5.5945945945946	sarang	5.45454545454545	bejta	4.61904761904762	لانه پرنده	4.40625	gniazdo	3.66666666666667	гнездо	3.51219512195122	nest	4.72727272727273	gnezdo	3.90909090909091	hniezdo	4.40909090909091	nido	4.26086956521739	fågelbo	4.84615384615385	kuş yuvası	5	Բոյն 
Luniewska-2019-299-94	94	newspaper	1298	NEWSPAPER		-	5.04347826086957	newspaper	4.4	diari	3.88461538461538	noviny	3	avis	3.90909090909091	krant	4.75806451612903	newspaper	3.05555555555556	sanomalehti	5.23809523809524	pàipear-naidheachd	3.76190476190476	Zeitung		-	3.75	iton	4.19047619047619	újság	5.26086956521739	dagblað	5.35	nuachtán	4.20833333333333	iphepha	4.36	giornale		-	4.10714285714286	laikraštis	3.40909090909091	Zeitung	5.64864864864865	suratkhabar	4.90909090909091	gazzetta	5.19047619047619	روزنامه		-	3.47222222222222	газета	4.11904761904762	newspaper	4.60606060606061	novine	4	noviny	5.05882352941176	periódico	3.30434782608696	tidning	3.61904761904762	gazete	5.54166666666667	Թերթ
Luniewska-2019-299-95	95	nose	1221	NOSE	2.56756756756757	neus	2.8695652173913	nose	2.2	nas	1.96153846153846	nos	2.17391304347826	næse	2.13636363636364	neus	2.25806451612903	nose	1.29166666666667	nenä	3.33333333333333	sròn	1.61904761904762	Nase	2.36764705882353	μύτη	1.85714285714286	af	2.52380952380952	orr	1.82608695652174	nef	2.05	srón	4.03703703703704	impumlo	2.12	naso	2.0952380952381	menkha:r	2.39285714285714	nosis	2.15909090909091	Nues	3.48648648648649	hidung	3.16666666666667	mnieħer	3.14285714285714	بینی	2.29032258064516	nos	1.65277777777778	нос	1.97619047619048	nose	2.6969696969697	nos	1.75757575757576	nos	2.68181818181818	nariz	1.82608695652174	näsa	1.87179487179487	burun	1.70833333333333	Քիթ 
Luniewska-2019-299-96	96	onion	2366	ONION	3.89189189189189	ui	4.78260869565217	onion	3.6	ceba	3.38461538461538	cibule	3.30434782608696	løg	4	ui	4.33064516129032	onion	2.625	sipuli	4.28571428571429	uinnean	3.66666666666667	Zwiebel	4.25757575757576	κρεμμύδι	3.52380952380952	bacal	4	hagyma	4.39130434782609	laukur	2.9	oinniún	4.85185185185185	itswele	3.88	cipolla	4.42857142857143	basle	3.78571428571429	svogūnas	3.61363636363636	Ënn	5.51351351351351	bawang	4.76923076923077	basla	3.61904761904762	پیاز	3.5	cebula	2.66666666666667	лук	3.90243902439024	onion	4.27272727272727	luk	3.45454545454545	cibuľa	4.31818181818182	cebolla	3.04347826086957	lök	3.43589743589744	soğan	4.04166666666667	Սոխ 
Luniewska-2019-299-97	97	orange	2627	ORANGE (FRUIT)	3.10810810810811	lemoen	3.65217391304348	orange	2.8	taronja	3	pomeranč	2.52173913043478	appelsin	3.54545454545455	sinaasappel	2.88709677419355	orange	2.29166666666667	appelsiini	3.85714285714286	oraindsear	3.05	Orange	3	πορτοκάλι	2.5	tapuz	3.9	narancs	2.91304347826087	appelsína	2.6	oráiste	4.81818181818182	iorenji	2.92	arancia	3.28571428571429	laymoune	4.14285714285714	apelsinas	2.5	Orange	4.24324324324324	oren	3.36363636363636	larinġa	3.28571428571429	پرتقال	3.28125	pomarańcza	3.02777777777778	апельсин	2.80952380952381	orange	3.90909090909091	narandža	3.3030303030303	pomaranč	2.81818181818182	naranja	2.73913043478261	apelsin	2.71794871794872	portakal	2.29166666666667	Նարինջ 
Luniewska-2019-299-98	98	owl	735	OWL	3.89189189189189	uil	3.34782608695652	owl	4.25	mussol	3.42307692307692	sova	3.26086956521739	ugle	3.86363636363636	uil	3.48387096774194	owl	2.66666666666667	pöllö	4.52380952380952	cailleach-oidhche	3.57142857142857	Eule	3.77272727272727	κουκουβάγια	4.47619047619048	yanshuf	3.57142857142857	bagoly	4.04347826086957	ugla	7.21052631578947	ulcabhán	8.04	isikhova	4.4	gufo	6.0952380952381	bou:meh	4.17857142857143	pelėda	3.85714285714286	Eil	6.02702702702703	burung hantu	5.83333333333333	kokka	4.90476190476191	جغد	3.5	sowa	3.25	сова	3.71428571428571	owl	4.75757575757576	sova	3.21212121212121	sova	4.54545454545455	búho	3.69565217391304	uggla	5.43589743589744	baykuş		-
Luniewska-2019-299-99	99	paintbrush	3094	PAINTBRUSH	4.32432432432432	kwas	4.73913043478261	paintbrush	4.5	pinzell	3.76923076923077	štětec	3.43478260869565	pensel	3.81818181818182	kwast	3.93548387096774	paintbrush	3.25	pensseli	4.80952380952381	bruis-pheant	3.42857142857143	Pinsel	3.94117647058824	πινέλο	4.14285714285714	mikxol	4.14285714285714	ecset	4.60869565217391	pensill	4.8	scuab phéinte	6.11111111111111	ibrashi yokupeyinta	3.84	pennello	5	ri:che	4.42857142857143	teptukas	3.36363636363636	Pinsel	5.10810810810811	berus	5.1	pinzell	5.80952380952381	قلمو	3.6875	pędzel	3.61111111111111	кисточка	3.69047619047619	paintbrush	3.96969696969697	četkica	4.03030303030303	štetec	5.47619047619048	brocha	3.17391304347826	pensel	5	resim fırçası	3.41666666666667	Վրձին  
Luniewska-2019-299-100	100	pear	922	PEAR	3.10810810810811	peer	4.04347826086957	pear	2.85	pera	2.73076923076923	hruška	2.52173913043478	pære	2.77272727272727	peer	3.66935483870968	pear	2.79166666666667	päärynä	5.14285714285714	peur	2.9047619047619	Birne	3.22727272727273	αχλάδι	2.80952380952381	agas	3.28571428571429	körte	3.69565217391304	pera	6.52631578947368	piorra	4.68	ipere	2.52	pera	3.9047619047619	nja:sa	3.60714285714286	kriaušė	4.27272727272727	Bir	6.62162162162162	pear	4	lanġasa	3.66666666666667	گلابی	3.19354838709677	gruszka	2.77777777777778	груша	3.42857142857143	pear	3.72727272727273	kruška	2.81818181818182	hruška	2.90909090909091	pera	2.69565217391304	päron	2.87179487179487	armut	2.875	Տանձ 
Luniewska-2019-299-101	101	pen	794	PEN	3.37837837837838	pen	3.60869565217391	pen	5.25	bolígraf	4.42307692307692	propiska	3.73913043478261	kuglepen	2.81818181818182	pen	3.13709677419355	pen	1.91666666666667	kynä	4	peann	2.28571428571429	Stift	4.09090909090909	στυλό	3.61904761904762	et	3.9047619047619	toll	3.47826086956522	penni	3.3	peann 	5.6	ipeni	3.44	penna	2.57142857142857	alam 	5.62962962962963	rašiklis	3.36363636363636	Bic	4.51351351351351	pen	4.94117647058824	bajrow	4.66666666666667	خودکار	3.875	długopis	3.08333333333333	ручка	3.39024390243902	pen	4.6969696969697	hemijska olovka	3.66666666666667	pero	4.66666666666667	bolígrafo	4.17391304347826	bläckpenna 	5.69230769230769	tükenmez kalem	4.75	Գրիչ 
Luniewska-2019-299-102	102	pencil	2578	PENCIL	3.62162162162162	potlood	3.69565217391304	pencil	3.15	llapis	2.96153846153846	tužka	2.91304347826087	blyant	3.09090909090909	potlood	3.2741935483871	pencil	3.66666666666667	lyijykynä	3.71428571428571	peansail	3.33333333333333	Bleistift	3.18181818181818	μολύβι	3.33333333333333	iparon	3.33333333333333	ceruza	3.69565217391304	blýantur	3.4	peann luaidhe	4.88461538461539	ipensile	3.2	matita	3.33333333333333	alam rsa:s	3.64285714285714	pieštukas	3.27272727272727	Bläistëft	4.60810810810811	pensel	3.66666666666667	lapes	3.0952380952381	مداد	3.59375	ołówek	2.69444444444444	карандаш	3.5	pencil	3.66666666666667	olovka	3.06060606060606	ceruzka	3.27272727272727	lápiz	2.8695652173913	penna	4.33333333333333	kurşun kalem	2.33333333333333	Մատիտ
Luniewska-2019-299-103	103	penguin	2831	PENGUIN	4.72972972972973	pikkewyn	4.56521739130435	penguin	4.2	pingüí	3.76923076923077	tučňák	3.65217391304348	pingvin	4.95238095238095	pinguïn	3.97177419354839	penguin	3.45833333333333	pingviini	11.6190476190476	ceann-fionn	3.33333333333333	Pinguin	4.12121212121212	πιγκουίνος	3.9047619047619	pingwin	4.0952380952381	pingvin	4.8695652173913	mörgæs	6.94444444444444	piongain	5.8	iphengwini	3.8	pinguino	3.85714285714286	pingouin	4.89285714285714	pingvinas	3.95454545454545	Pinguin	6.67567567567568	penguin	4.54545454545455	pingwin	5.38095238095238	پنگوئن	4.15625	pingwin	4.19444444444444	пингвин	3.73170731707317	penguin	4.78787878787879	pingvin	5.09090909090909	tučniak	4.63636363636364	pingüino	4	pingvin	5.56410256410256	penguen		-
Luniewska-2019-299-104	104	pineapple	2440	PINEAPPLE		-	4.82608695652174	pineapple	3.75	pinya	4.07692307692308	ananas	4	ananas	5.04545454545455	ananas	4.7741935483871	pineapple	3.22222222222222	ananas	12.6666666666667	anann	4.25	Ananas		-	4.55	ananas	4.71428571428571	ananász	5.39130434782609	ananas	6.36842105263158	anann	4.88	ipayinapile	4.68	ananas		-	5.14814814814815	ananasas	3.77272727272727	Ananas	5.12162162162162	nenas	5.61538461538462	pineapple	6.0952380952381	آناناس		-	4.68571428571429	ананас	4.1219512195122	pineapple	5.12121212121212	ananas	4.77777777777778	ananás	4.17647058823529	piña	3.82608695652174	ananas	9.04761904761905	ananas	6.41666666666667	Արքայախնձոր 
Luniewska-2019-299-105	105	pizza	256	FOOD	6.2972972972973	pizza	3.65217391304348	pizza	8.5	pizza	6.15384615384615	pizza	5.34782608695652	pizza	5	pizza	3.95121951219512	pizza	5.26086956521739	pitsa	10.4761904761905	piotsa	4	Pizza	4.5	πίτσα	3.30555555555556	pica	9.14285714285714	pizza	9.17391304347826	pizza	7.21052631578947	pizza	7.05	i-pizza	3.16	pizza	4.33333333333333	pidza 	8.96296296296296	pica	4.84090909090909	Pizza	7.75675675675676	piza	6	pizza	6	پیتزا	5	pizza	8.57142857142857	пицца	5.73809523809524	pizza	5.6969696969697	pica	7.90909090909091	pizza	5.95454545454545	pizza	6.52173913043478	pizza	6.61538461538462	pizza	3	Բիցցա 
Luniewska-2019-299-106	106	postman	3095	POSTMAN	4.51351351351351	posman	4.73913043478261	mailman	4.4	carter	4.38461538461539	pošťák	3.39130434782609	postbud	4.36363636363636	postbode	3.80645161290323	postman	3.75	postinkantaja	3.95238095238095	post(a)	4.42857142857143	Postbote	4.85294117647059	ταχυδρόμος	4.38095238095238	davar	4	postás	3.95652173913043	póstur	2.9	fear an phoist	6.42307692307692	unoposi	4.28	postino	6.61904761904762	se3ilbari:d	4.85714285714286	paštininkas	3.56818181818182	Bréifdréier	5.93243243243243	posmen	6.08333333333333	pustier		-	4.09677419354839	listonosz	3.94444444444444	почтальон	3.925	postman	5.45454545454545	poštar	4.21212121212121	poštár	5.04545454545455	cartero	4.52173913043478	brevbärare	4.23076923076923	postacı	8.04166666666667	Նամակաբաշխ
Luniewska-2019-299-107	107	rabbit	1136	RABBIT	3.43243243243243	haas	3.1304347826087	bunny	3.15	conill	2.84615384615385	králík	2.52173913043478	kanin	2.72727272727273	konijn	2.625	rabbit	2.79166666666667	kani	5.04761904761905	rabaid	2.0952380952381	Hase	3.02941176470588	λαγός	2.52380952380952	arnav	3.23809523809524	nyúl	4	kanína	2.45	coinín	6.75	umvundla	2.76	coniglio	3.11904761904762	arnab	2.78571428571429	zuikis	3.13636363636364	Kanéngchen	4.66216216216216	arnab	3.46153846153846	fenek	3.28571428571429	خرگوش	3.375	królik	2.875	кролик	2.95238095238095	rabbit	3.51515151515152	zec	2.66666666666667	zajac	3.09090909090909	conejo	2.82608695652174	kanin 	2.79487179487179	tavşan	2.41666666666667	Նապաստակ
Luniewska-2019-299-108	108	racket	3096	RACKET	5	raket	5.8695652173913	racket	4.7	raqueta	4.69230769230769	raketa	5	ketcher	5.54545454545455	tennisracket	5.10483870967742	racket	4.33333333333333	tennismaila	6.76190476190476	racaid	4.4	Schläger	5.66176470588235	ρακέτα	5.88235294117647	maxbet tenis	5.38095238095238	teniszütő	6.21739130434783	tennisspaði	4.6	raicéad	7	intonga yentenetya	4.92	racchetta	5.28571428571429	rake:t	5.5	raketė	4.66666666666667	Raquette	6.2972972972973	raket	8.25	racket	6.19047619047619	راکت	4.65625	rakieta	5.08571428571429	ракетка	5.175	racquet	5.42424242424242	reket	5.42424242424242	raketa	5	raqueta	5.08695652173913	racket 	5.76923076923077	raket		-
Luniewska-2019-299-109	109	rainbow	1733	RAINBOW		-	4.26086956521739	rainbow	4.9	arc de Sant Martí	3.23076923076923	duha	3.95652173913043	regnbue	4.09090909090909	regenboog	3.45161290322581	rainbow	2.72222222222222	sateenkaari	4.80952380952381	bogha-frois	3.66666666666667	Regenbogen		-	3.57142857142857	keshet	4.66666666666667	szivárvány	3.78260869565217	regnbogi	6.15	bogha báistí 	8.7	iminyama	3.92	arcobaleno		-	4.32142857142857	vaivorykštė	3.77272727272727	Reebou	5.33783783783784	pelangi	5.54545454545455	qawsalla	4.95238095238095	رنگین کمان		-	3.25	радуга	3.30952380952381	rainbow	4.60606060606061	duga	3	dúha	4.05882352941176	arcoiris	3.56521739130435	regnbåge	4.19047619047619	gökkuşağı	5	Ծիածան 
Luniewska-2019-299-110	110	roof	769	ROOF	3.08108108108108	dak	4.39130434782609	roof	4	teulada	3.57692307692308	střecha	2.91304347826087	tag	3.22727272727273	dak	3.80645161290323	roof	2.16666666666667	katto	3.95238095238095	mullach	2.9047619047619	Dach	5.21212121212121	στέγη	3.0952380952381	gag	3.85714285714286	tető	3.69565217391304	þak	3.85	díon	5.8695652173913	uphahla	3.4	tetto	5.42857142857143	sa'ef	3.64285714285714	stogas	2.90909090909091	Dach	5.7027027027027	bumbung	4.07142857142857	bejt	4.52380952380952	سقف	3.54838709677419	dach	3.05555555555556	крыша	3.45238095238095	roof	4.54545454545455	krov	3.84848484848485	strecha	4.63636363636364	tejado	3.08695652173913	tak	4.33333333333333	çatı		-
Luniewska-2019-299-111	111	ruler	3405	RULER	5.05405405405405	liniaal	4.95652173913043	ruler	4.7	regle	4.84615384615385	pravítko	4.34782608695652	lineal	5.04545454545455	liniaal	4.23387096774194	ruler	4.58333333333333	viivotin	5.14285714285714	rùilear	4.71428571428571	Lineal	4.63235294117647	χάρακας	4.33333333333333	sargel	5.57142857142857	vonalzó	5.1304347826087	reglustika	4.52631578947368	rialóir	5.43478260869565	irula	4.52	righello	3.83333333333333	mastra	5.07142857142857	liniuotė	4.13636363636364	Lineal	4.97297297297297	pembaris	4.46666666666667	riga	4.71428571428571	خط کش	5.03125	linijka	4.5	линейка	4.4390243902439	ruler	5.27272727272727	lenjir	5.39393939393939	pravítko	5	regla	4.26086956521739	linjal	5.25641025641026	cetvel	4	Գծագաշ 
Luniewska-2019-299-112	112	sandwich			3.83783783783784	toebroodjie	4.08695652173913	sandwich	5.75	entrepà	6.26923076923077	sendvič	4.72727272727273	sandwich	2.63636363636364	boterham	3.30241935483871	sandwich	2	voileipä	11.6190476190476	ceapaire	6.38095238095238	Sandwich	4.89705882352941	σάντουιτς	3.76190476190476	sendvich	4.61904761904762	szendvics	4.60869565217391	samloka	4	ceapaire	6.88	isandwishi	2.96	panino	3.0952380952381	sandwich	4.62962962962963	sumuštinis	2.27272727272727	Schmier	6.2972972972973	sandwic	3.71428571428571	sandwich	4.52380952380952	ساندویچ	3.25	kanapka	3.19444444444444	бутерброд	3.30952380952381	sandwich	4.15151515151515	sendvič	4.81818181818182	obložený chlieb	5.81818181818182	sandwich	2.52173913043478	smörgås 	5.63157894736842	sandviç	2.66666666666667	Սանտուիչ  
Luniewska-2019-299-113	113	saw	1948	SAW	4.21621621621622	saag	4.26086956521739	saw	4.8	serra	4.26923076923077	pila	3.1304347826087	sav	4.18181818181818	zaag	4.38709677419355	saw	2.875	saha	4.61904761904762	sàbh	4	Säge	5.29411764705882	πριόνι	4.23809523809524	masor	4.47619047619048	fűrész	4.34782608695652	sög	4.05263157894737	sábh	6.23809523809524	isarha	4.88	sega	6.14285714285714	mencha:r	4.57142857142857	pjūklas	3.85714285714286	See	6.40540540540541	gergaji	5.90909090909091	serrieq	5.04761904761905	اره	5.0625	piła	4.05555555555556	пила	4.85365853658537	saw	5.15151515151515	testera	5.09090909090909	píla	6.71428571428571	serrucho	3.8695652173913	såg	5.58974358974359	testere	5.66666666666667	Սղոց
