ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	WOLD_ID	URL	IDS_ID	DESCRIPTION	CONTEXT	PART_OF_SPEECH	SEMANTIC_FIELD	AGE_SCORE	BORROWING_SCORE	SIMPLICITY_SCORE	REPRESENTATION	RANK
Haspelmath-2009-1460-1158	1623	SPEAK	1158	to speak or talk	18-21	http://wold.clld.org/meaning/18-21	18.21	-	-	Verb	18	0.8056716418	0.0925373134	0.7649253731	62	966
Haspelmath-2009-1460-1159	1866	STUTTER	1159	to stutter or stammer	18-211	http://wold.clld.org/meaning/18-211	18.211	-	-	Verb	18	0.7945054945	0.1263736264	0.7802197802	46	1120
Haspelmath-2009-1460-1160	1458	SAY	1160	to say	18-22	http://wold.clld.org/meaning/18-22	18.22	-	She said she'd be late.	Verb	18	0.8399260628	0.0277264325	0.9279112754	54	459
Haspelmath-2009-1460-1161	1711	TELL	1161	to tell	18-221	http://wold.clld.org/meaning/18-221	18.221	‘tell (a story)’	Our grandmother told us a story.	Verb	18	0.7855579869	0.1378555799	0.7702407002	46	1215
Haspelmath-2009-1460-1162	1115	SPEECH	1162	the speech	18-222	http://wold.clld.org/meaning/18-222	18.222	‘oration’	In his speech, the chief thanked the guests.	Noun	18	0.8066176471	0.3357843137	0.75	40	955
Haspelmath-2009-1460-1163	48	BE SILENT	1163	to be silent	18-23	http://wold.clld.org/meaning/18-23	18.23	-	-	Verb	18	0.7401785714	0.0736607143	0.7444196429	40	1429
Haspelmath-2009-1460-1164	1307	LANGUAGE	1164	the language	18-24	http://wold.clld.org/meaning/18-24	18.24	-	-	Noun	18	0.8426136364	0.3068181818	0.8678977273	45	427
Haspelmath-2009-1460-1165	1599	WORD	1165	the word	18-26	http://wold.clld.org/meaning/18-26	18.26	-	-	Noun	18	0.8353808354	0.2542997543	0.9373464373	44	524
Haspelmath-2009-1460-1166	1405	NAME	1166	the name	18-28	http://wold.clld.org/meaning/18-28	18.28	-	What's your name?	Noun	18	0.8818181818	0.0852272727	0.9545454545	44	88
Haspelmath-2009-1460-1167	1309	ASK (INQUIRE)	1167	to ask(1)	18-31	http://wold.clld.org/meaning/18-31	18.31	‘ask a question, inquire’	Where is your mother?, he asked.	Verb	18	0.826122449	0.1316326531	0.8897959184	45	669
Haspelmath-2009-1460-1168	1275	ANSWER	1168	to answer	18-32	http://wold.clld.org/meaning/18-32	18.32	-	I asked him where his mother was, but he didn't answer.	Verb	18	0.846708464	0.2163009404	0.7617554859	56	373
Haspelmath-2009-1460-1169	2022	ADMIT	1169	to admit	18-33	http://wold.clld.org/meaning/18-33	18.33	-	The suspect admitted he stole the car.	Verb	18	0.8167364017	0.3640167364	0.6956066946	43	796
Haspelmath-2009-1460-1170	755	DENY	1170	to deny	18-34	http://wold.clld.org/meaning/18-34	18.34	-	She denied she was the thief.	Verb	18	0.8344827586	0.3655172414	0.8068965517	40	544
Haspelmath-2009-1460-1171	1828	ASK (REQUEST)	1171	to ask(2)	18-35	http://wold.clld.org/meaning/18-35	18.35	‘ask for something, request’	She asked for a glass of water.	Verb	18	0.8447826087	0.0913043478	0.8826086957	46	397
Haspelmath-2009-1460-1172	1675	PROMISE	1172	to promise	18-36	http://wold.clld.org/meaning/18-36	18.36	-	-	Verb	18	0.8155844156	0.3214285714	0.7012987013	41	813
Haspelmath-2009-1460-1173	49	REFUSE	1173	to refuse	18-37	http://wold.clld.org/meaning/18-37	18.37	-	-	Verb	18	0.8189781022	0.200729927	0.7408759124	39	764
Haspelmath-2009-1460-1174	83	FORBID	1174	to forbid	18-38	http://wold.clld.org/meaning/18-38	18.38	-	-	Verb	18	0.7923705722	0.3222070845	0.7752043597	42	1143
Haspelmath-2009-1460-1175	299	SCOLD	1175	to scold	18-39	http://wold.clld.org/meaning/18-39	18.39	‘to rebuke’	-	Verb	18	0.839047619	0.1666666667	0.8142857143	56	468
Haspelmath-2009-1460-1176	1084	CALL	1176	to call(1)	18-41	http://wold.clld.org/meaning/18-41	18.41	‘to summon’	The king called his ministers for a meeting.	Verb	18	0.8198113208	0.1096698113	0.8195754717	46	755
Haspelmath-2009-1460-1177	180	CALL BY NAME	1177	to call(2)	18-42	http://wold.clld.org/meaning/18-42	18.42	‘to give a name’	The parents decided to call their son David.	Verb	18	0.7961832061	0.0801526718	0.6937022901	50	1102
Haspelmath-2009-1460-1178	9	ANNOUNCE	1178	to announce	18-43	http://wold.clld.org/meaning/18-43	18.43	-	-	Verb	18	0.8026768642	0.2351816444	0.7304015296	45	1013
Haspelmath-2009-1460-1179	1192	THREATEN	1179	to threaten	18-44	http://wold.clld.org/meaning/18-44	18.44	-	-	Verb	18	0.813877551	0.1224489796	0.7489795918	42	845
Haspelmath-2009-1460-1180	101	BOAST	1180	to boast	18-45	http://wold.clld.org/meaning/18-45	18.45	-	-	Verb	18	0.7961538462	0.0769230769	0.6538461538	55	1103
Haspelmath-2009-1460-1181	1672	WRITE	1181	to write	18-51	http://wold.clld.org/meaning/18-51	18.51	-	-	Verb	18	0.8256900212	0.2887473461	0.8938428875	43	674
Haspelmath-2009-1460-1182	724	READ	1182	to read	18-52	http://wold.clld.org/meaning/18-52	18.52	-	-	Verb	18	0.8253164557	0.4335443038	0.8702531646	47	677
Haspelmath-2009-1460-1183	648	PAPER	1183	the paper	18-56	http://wold.clld.org/meaning/18-56	18.56	-	She took a piece of paper and wrote down her name.	Noun	18	0.8474702886	0.719524618	0.99524618	43	365
Haspelmath-2009-1460-1184	794	PEN	1184	the pen	18-57	http://wold.clld.org/meaning/18-57	18.57	-	You must use a pen, not a pencil.	Noun	18	0.8154639175	0.7268041237	0.8969072165	50	817
Haspelmath-2009-1460-1185	963	BOOK	1185	the book	18-61	http://wold.clld.org/meaning/18-61	18.61	-	-	Noun	18	0.8574251312	0.6217968509	0.9827107132	44	260
Haspelmath-2009-1460-1186	1045	POET	1186	the poet	18-67	http://wold.clld.org/meaning/18-67	18.67	-	-	Noun	18	0.803125	0.375	0.7109375	32	1006
Haspelmath-2009-1460-1187	777	FLUTE	1187	the flute	18-71	http://wold.clld.org/meaning/18-71	18.71	-	He plays the flute and she plays the violin.	Noun	18	0.8447826087	0.3326086957	0.947826087	40	398
Haspelmath-2009-1460-1188	908	DRUM	1188	the drum	18-72	http://wold.clld.org/meaning/18-72	18.72	-	Don't beat the drum so hard, it's too loud.	Noun	18	0.8066666667	0.3944444444	0.9722222222	45	954
Haspelmath-2009-1460-1189	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	1189	the horn or trumpet	18-73	http://wold.clld.org/meaning/18-73	18.73	-	-	Noun	18	0.7869565217	0.4683794466	0.9169960474	45	1203
Haspelmath-2009-1460-1190	300	RATTLE	1190	the rattle	18-74	http://wold.clld.org/meaning/18-74	18.74	‘a wooden instrument that makes a loud knocking noise [used by people watching football games]’	-	Noun	18	0.796969697	0.196969697	0.8560606061	33	1088
Haspelmath-2009-1460-1191	1300	COUNTRY	1191	the country	19-11	http://wold.clld.org/meaning/19-11	19.11	-	He has traveled to Japan, China, India, and many other countries.	Noun	19	0.8330693992	0.4800884956	0.911970191	41	568
Haspelmath-2009-1460-1192	89	NATIVE COUNTRY	1192	the native country	19-12	http://wold.clld.org/meaning/19-12	19.12	-	After the civil war ended, the refugees were able to return to their native country.	Noun	19	0.7366666667	0.1666666667	0.5833333333	33	1435
Haspelmath-2009-1460-1193	1391	TOWN	1193	the town	19-15	http://wold.clld.org/meaning/19-15	19.15	‘an urban settlement’	Farmers come into town to sell their produce.	Noun	19	0.8172972973	0.4675675676	0.9027027027	51	787
Haspelmath-2009-1460-1194	930	VILLAGE	1194	the village	19-16	http://wold.clld.org/meaning/19-16	19.16	‘a rural settlement’	The farmers' fields are near their village.	Noun	19	0.8447418738	0.2887189293	0.8910133843	51	399
Haspelmath-2009-1460-1195	1010	BOUNDARY	1195	the boundary	19-17	http://wold.clld.org/meaning/19-17	19.17	-	The province boundary is also the border between the two countries.	Noun	19	0.766765359	0.4330125833	0.8612139156	48	1339
Haspelmath-2009-1460-1196	789	PEOPLE	1196	the people	19-21	http://wold.clld.org/meaning/19-21	19.21	'the populace, the inhabitants of a country (as opposed to the ruling class)'	The president is unpopular, but the people adore his daughter.	Noun	19	0.8207171315	0.3784860558	0.8207171315	46	736
Haspelmath-2009-1460-1197	302	CLAN	1197	the clan	19-23	http://wold.clld.org/meaning/19-23	19.23	‘extended family’	The entire clan lives in one large house.	Noun	19	0.7944680851	0.4489361702	0.8914893617	41	1121
Haspelmath-2009-1460-1198	301	CHIEFTAIN	1198	the chieftain	19-24	http://wold.clld.org/meaning/19-24	19.24	'leader/ruler of a tribe/clan'	-	Noun	19	0.8217192269	0.3444811801	0.7774669379	57	723
Haspelmath-2009-1460-1199	1296	WALKING STICK	1199	the walking stick	19-25	http://wold.clld.org/meaning/19-25	19.25	-	-	Noun	19	0.8076086957	0.2445652174	0.8858695652	48	943
Haspelmath-2009-1460-1200	1846	RULE	1200	to rule or govern	19-31	http://wold.clld.org/meaning/19-31	19.31	-	The president ruled the country for 25 years.	Verb	19	0.8389140271	0.3755656109	0.7036199095	42	469
Haspelmath-2009-1460-1201	1508	KING	1201	the king	19-32	http://wold.clld.org/meaning/19-32	19.32	-	King David	Noun	19	0.810720363	0.5290697674	0.9305161656	47	895
Haspelmath-2009-1460-1202	1306	QUEEN	1202	the queen	19-33	http://wold.clld.org/meaning/19-33	19.33	'female monarch', not 'king's wife'	Queen Elizabeth	Noun	19	0.8126472899	0.3203063629	0.7140612726	33	863
Haspelmath-2009-1460-1203	482	NOBLE	1203	the noble	19-36	http://wold.clld.org/meaning/19-36	19.36	-	Nobles are exempt from paying taxes.	Noun	19	0.8016806723	0.3781512605	0.7142857143	22	1032
Haspelmath-2009-1460-1204	1032	CITIZEN	1204	the citizen	19-37	http://wold.clld.org/meaning/19-37	19.37	-	a citizen of Germany	Noun	19	0.8125	0.4342105263	0.6973684211	27	865
Haspelmath-2009-1460-1205	383	MASTER	1205	the master	19-41	http://wold.clld.org/meaning/19-41	19.41	as opposed to 'slave, servant'	-	Noun	19	0.8788461538	0.3834134615	0.9086538462	40	105
Haspelmath-2009-1460-1206	812	SLAVE	1206	the slave	19-42	http://wold.clld.org/meaning/19-42	19.42	-	-	Noun	19	0.8228571429	0.3785714286	0.8571428571	37	711
Haspelmath-2009-1460-1207	255	SERVANT	1207	the servant	19-43	http://wold.clld.org/meaning/19-43	19.43	-	-	Noun	19	0.7875	0.3557692308	0.7884615385	54	1196
Haspelmath-2009-1460-1208	384	FREEMAN	1208	the freeman	19-44	http://wold.clld.org/meaning/19-44	19.44	-	His mother was a slave, but his father was a freeman.	Noun	19	0.7527472527	0.25	0.6208791209	31	1398
Haspelmath-2009-1460-1209	1128	ORDER	1209	to command or order	19-45	http://wold.clld.org/meaning/19-45	19.45	'tell someone to do something, using one's authority or power'	The officer commanded them to line up against the wall.	Verb	19	0.8113138686	0.4215328467	0.7645985401	49	888
Haspelmath-2009-1460-1210	1635	OBEY	1210	to obey	19-46	http://wold.clld.org/meaning/19-46	19.46	-	Soldiers are expected to obey their superiors.	Verb	19	0.7997172479	0.1131008483	0.6354853911	43	1056
Haspelmath-2009-1460-1211	1003	PERMIT	1211	to permit	19-47	http://wold.clld.org/meaning/19-47	19.47	-	I am afraid I cannot permit my daughter to marry you.	Verb	19	0.8077380952	0.2589285714	0.7311507937	49	939
Haspelmath-2009-1460-1212	1325	FRIEND	1212	the friend	19-51	http://wold.clld.org/meaning/19-51	19.51	-	-	Noun	19	0.8133858268	0.4133858268	0.9291338583	64	851
Haspelmath-2009-1460-1213	1358	ENEMY	1213	the enemy	19-52	http://wold.clld.org/meaning/19-52	19.52	-	-	Noun	19	0.8260869565	0.4456521739	0.847826087	47	670
Haspelmath-2009-1460-1214	1332	NEIGHBOUR	1214	the neighbour	19-54	http://wold.clld.org/meaning/19-54	19.54	-	It's hard to sleep because the neighbors are noisy.	Noun	19	0.8051282051	0.2051282051	0.7692307692	40	977
Haspelmath-2009-1460-1215	791	STRANGER	1215	the stranger	19-55	http://wold.clld.org/meaning/19-55	19.55	'someone whom one does not know'	She's not afraid of strangers.	Noun	19	0.784	0.222	0.706	46	1229
Haspelmath-2009-1460-1216	1782	GUEST	1216	the guest	19-56	http://wold.clld.org/meaning/19-56	19.56	-	-	Noun	19	0.864516129	0.2626728111	0.8755760369	40	198
Haspelmath-2009-1460-1217	1545	HOST	1217	the host	19-57	http://wold.clld.org/meaning/19-57	19.57	-	The host offered his guests some wine.	Noun	19	0.7346590909	0.2059659091	0.6619318182	33	1437
Haspelmath-2009-1460-1218	1897	HELP	1218	to help	19-58	http://wold.clld.org/meaning/19-58	19.58	-	-	Verb	19	0.8142076503	0.218579235	0.8142076503	47	839
Haspelmath-2009-1460-1219	1550	PREVENT	1219	to prevent	19-59	http://wold.clld.org/meaning/19-59	19.59	-	The police prevented the demonstrators from entering the building.	Verb	19	0.777986966	0.2378711079	0.7556118755	51	1275
Haspelmath-2009-1460-1220	1747	CUSTOM	1220	the custom	19-61	http://wold.clld.org/meaning/19-61	19.61	-	-	Noun	19	0.7966292135	0.4662921348	0.8426966292	46	1095
Haspelmath-2009-1460-1221	1848	QUARREL	1221	the quarrel	19-62	http://wold.clld.org/meaning/19-62	19.62	-	We have a quarrel with the neighbors over their noise.	Noun	19	0.8118644068	0.1843220339	0.7288135593	64	877
Haspelmath-2009-1460-1222	2024	PLOT	1222	the plot	19-63	http://wold.clld.org/meaning/19-63	19.63	‘conspiracy’	There was a plot to kill the queen.	Noun	19	0.8349206349	0.3293650794	0.7142857143	32	535
Haspelmath-2009-1460-1223	1831	MEET	1223	to meet	19-65	http://wold.clld.org/meaning/19-65	19.65	-	We agreed to meet in front of the theatre.	Verb	19	0.7732704403	0.0754716981	0.7429245283	59	1303
Haspelmath-2009-1460-1224	1610	PROSTITUTE	1224	the prostitute	19-72	http://wold.clld.org/meaning/19-72	19.72	-	-	Noun	19	0.7852459016	0.3483606557	0.8032786885	61	1219
Haspelmath-2009-1460-1225	1423	FIGHT	1225	to fight	20-11	http://wold.clld.org/meaning/20-11	20.11	-	The two tribes have been fighting for weeks.	Verb	20	0.8188854489	0.1323529412	0.7213622291	60	767
Haspelmath-2009-1460-1226	579	BATTLE	1226	the war or battle	20-13	http://wold.clld.org/meaning/20-13	20.13	-	-	Noun	20	0.7938110749	0.3412052117	0.8827361564	60	1127
Haspelmath-2009-1460-1227	1338	PEACE	1227	the peace	20-14	http://wold.clld.org/meaning/20-14	20.14	-	-	Noun	20	0.8662337662	0.3896103896	0.7987012987	39	179
Haspelmath-2009-1460-1228	1561	ARMY	1228	the army	20-15	http://wold.clld.org/meaning/20-15	20.15	‘military forces’	The Roman army conquered Jerusalem.	Noun	20	0.8038297872	0.5627659574	0.8468085106	44	996
Haspelmath-2009-1460-1229	1941	SOLDIER	1229	the soldier	20-17	http://wold.clld.org/meaning/20-17	20.17	-	-	Noun	20	0.7859060403	0.5771812081	0.8691275168	54	1213
Haspelmath-2009-1460-1230	951	WEAPONS	1230	the weapons	20-21	http://wold.clld.org/meaning/20-21	20.21	-	-	Noun	20	0.8012345679	0.3395061728	0.7901234568	41	1037
Haspelmath-2009-1460-1231	1763	CLUB	1231	the club	20-22	http://wold.clld.org/meaning/20-22	20.22	‘large stick used as weapon’	-	Noun	20	0.7628701595	0.3690205011	0.9453302961	40	1357
Haspelmath-2009-1460-1232	386	BATTLE-AXE	1232	the battle-axe	20-222	http://wold.clld.org/meaning/20-222	20.222	-	-	Noun	20	0.8161290323	0.2580645161	0.6774193548	18	805
Haspelmath-2009-1460-1233	387	SLING	1233	the sling	20-23	http://wold.clld.org/meaning/20-23	20.23	-	-	Noun	20	0.7897435897	0.3141025641	0.8269230769	39	1169
Haspelmath-2009-1460-1234	994	BOW	1234	the bow	20-24	http://wold.clld.org/meaning/20-24	20.24	'used to shoot arrows'	-	Noun	20	0.8616438356	0.1575342466	0.9109589041	41	227
Haspelmath-2009-1460-1235	977	ARROW	1235	the arrow	20-25	http://wold.clld.org/meaning/20-25	20.25	'used as a weapon'	-	Noun	20	0.8209876543	0.1913580247	0.9135802469	42	732
Haspelmath-2009-1460-1236	945	SPEAR	1236	the spear	20-26	http://wold.clld.org/meaning/20-26	20.26	-	-	Noun	20	0.7841463415	0.2530487805	0.9634146341	43	1227
Haspelmath-2009-1460-1237	1535	SWORD	1237	the sword	20-27	http://wold.clld.org/meaning/20-27	20.27	'metal weapon with a handle, blade , and sheath'	-	Noun	20	0.8324324324	0.4459459459	0.9391891892	37	576
Haspelmath-2009-1460-1238	1566	GUN	1238	the gun	20-28	http://wold.clld.org/meaning/20-28	20.28	‘rifle’	She shot the thief with a gun.	Noun	20	0.8343434343	0.5909090909	0.9494949495	51	549
Haspelmath-2009-1460-1239	1061	ARMOUR	1239	the armour	20-31	http://wold.clld.org/meaning/20-31	20.31	‘metal or leather clothing worn by soldiers in former times to protect their body’	The knight wore a shining armor.	Noun	20	0.856	0.37	0.79	25	269
Haspelmath-2009-1460-1240	1680	HELMET	1240	the helmet	20-33	http://wold.clld.org/meaning/20-33	20.33	-	Put on your helmet when you ride a motorcycle.	Noun	20	0.8060606061	0.3636363636	0.8712121212	33	961
Haspelmath-2009-1460-1241	1064	SHIELD	1241	the shield	20-34	http://wold.clld.org/meaning/20-34	20.34	-	He held up his shield to protect his head from the attack.	Noun	20	0.8155172414	0.224137931	0.9224137931	31	815
Haspelmath-2009-1460-1242	1938	FORTRESS	1242	the fortress	20-35	http://wold.clld.org/meaning/20-35	20.35	-	-	Noun	20	0.7933333333	0.4833333333	0.8333333333	31	1134
Haspelmath-2009-1460-1243	1671	TOWER	1243	the tower	20-36	http://wold.clld.org/meaning/20-36	20.36	-	From the tower you can see the entire town.	Noun	20	0.7838709677	0.5	0.8790322581	31	1231
Haspelmath-2009-1460-1244	783	VICTORY	1244	the victory	20-41	http://wold.clld.org/meaning/20-41	20.41	-	-	Noun	20	0.8358974359	0.3269230769	0.7435897436	41	517
Haspelmath-2009-1460-1245	782	DEFEAT	1245	the defeat	20-42	http://wold.clld.org/meaning/20-42	20.42	-	-	Noun	20	0.8373134328	0.223880597	0.7164179104	35	490
Haspelmath-2009-1460-1246	722	ATTACK	1246	the attack	20-43	http://wold.clld.org/meaning/20-43	20.43	-	-	Noun	20	0.8097222222	0.3263888889	0.7222222222	37	914
Haspelmath-2009-1460-1247	1330	DEFEND	1247	to defend	20-44	http://wold.clld.org/meaning/20-44	20.44	-	He defended himself but the robber took his wallet.	Verb	20	0.8148314607	0.191011236	0.7550561798	42	829
Haspelmath-2009-1460-1248	421	RETREAT	1248	to retreat	20-45	http://wold.clld.org/meaning/20-45	20.45	-	-	Verb	20	0.8260869565	0.1268115942	0.7089371981	41	671
Haspelmath-2009-1460-1249	1696	SURRENDER	1249	to surrender	20-46	http://wold.clld.org/meaning/20-46	20.46	-	-	Verb	20	0.8455882353	0.2132352941	0.625	36	386
Haspelmath-2009-1460-1250	1072	PRISONER	1250	the captive or prisoner	20-47	http://wold.clld.org/meaning/20-47	20.47	-	-	Noun	20	0.8180952381	0.3928571429	0.7047619048	54	777
Haspelmath-2009-1460-1251	1940	GUARD	1251	the guard	20-471	http://wold.clld.org/meaning/20-471	20.471	-	I wanted to go in but the guard wouldn't let me.	Noun	20	0.7625	0.4322916667	0.7552083333	48	1359
Haspelmath-2009-1460-1252	1022	BOOTY	1252	the booty	20-48	http://wold.clld.org/meaning/20-48	20.48	-	-	Noun	20	0.8181818182	0.2713068182	0.7613636364	31	776
Haspelmath-2009-1460-1253	65	AMBUSH	1253	the ambush	20-49	http://wold.clld.org/meaning/20-49	20.49	-	-	Noun	20	0.7709677419	0.1733870968	0.7580645161	32	1313
Haspelmath-2009-1460-1254	1858	FISHERMAN	1254	the fisherman	20-51	http://wold.clld.org/meaning/20-51	20.51	-	-	Noun	20	0.7642857143	0.1785714286	0.5892857143	42	1352
Haspelmath-2009-1460-1255	1074	FISHHOOK	1255	the fishhook	20-52	http://wold.clld.org/meaning/20-52	20.52	-	-	Noun	20	0.8068493151	0.1849315068	0.8219178082	42	953
Haspelmath-2009-1460-1256	19	FISHING LINE	1256	the fishing line	20-53	http://wold.clld.org/meaning/20-53	20.53	-	-	Noun	20	0.7409482759	0.2521551724	0.7025862069	41	1426
Haspelmath-2009-1460-1257	388	FISHNET	1257	the fishnet	20-54	http://wold.clld.org/meaning/20-54	20.54	-	-	Noun	20	0.8263157895	0.2631578947	0.8421052632	49	663
Haspelmath-2009-1460-1258	389	FISH TRAP	1258	the fish trap	20-55	http://wold.clld.org/meaning/20-55	20.55	-	-	Noun	20	0.7916666667	0.2291666667	0.8541666667	37	1148
Haspelmath-2009-1460-1259	2013	BAIT	1259	the bait	20-56	http://wold.clld.org/meaning/20-56	20.56	-	Worms are used as bait.	Noun	20	0.8018604651	0.1534883721	0.8837209302	37	1031
Haspelmath-2009-1460-1260	1435	HUNT	1260	to hunt	20-61	http://wold.clld.org/meaning/20-61	20.61	-	-	Verb	20	0.7726453726	0.0952088452	0.8331285831	46	1307
Haspelmath-2009-1460-1261	1172	SHOOT	1261	to shoot	20-62	http://wold.clld.org/meaning/20-62	20.62	-	She shot the intruder with her gun.	Verb	20	0.8139573071	0.0927750411	0.8054187192	58	842
Haspelmath-2009-1460-1262	161	MISS (A TARGET)	1262	to miss	20-63	http://wold.clld.org/meaning/20-63	20.63	‘miss a target’	He shot at the bird but missed it.	Verb	20	0.8322502031	0.1584077985	0.7806661251	44	580
Haspelmath-2009-1460-1263	1075	TRAP (PITFALL)	1263	the trap	20-64	http://wold.clld.org/meaning/20-64	20.64	-	The hunter lay a trap for the bear.	Noun	20	0.843003413	0.2354948805	0.933447099	52	423
Haspelmath-2009-1460-1264	1170	TRAP (CATCH)	1264	to trap	20-65	http://wold.clld.org/meaning/20-65	20.65	-	The hunter trapped a fox.	Verb	20	0.8028256705	0.0574712644	0.7545498084	46	1008
Haspelmath-2009-1460-1265	1062	LAW	1265	the law	21-11	http://wold.clld.org/meaning/21-11	21.11	'a rule that people in a particular country (or administrative area) must obey'	There ought to be a law against cutting down trees.	Noun	21	0.8205479452	0.6301369863	0.9178082192	37	740
Haspelmath-2009-1460-1266	1068	COURT	1266	the court	21-15	http://wold.clld.org/meaning/21-15	21.15	'(the judge and/or the jury in a) place where all the information concerning a crime is given so that it can be judged'	-	Noun	21	0.782832618	0.5472103004	0.8358369099	41	1241
Haspelmath-2009-1460-1267	1461	AT	1267	at	12-013	http://wold.clld.org/meaning/12-013	12.013	-	-	Function word	12	0.8854271357	0.0527638191	0.1.0	44	75
Haspelmath-2009-1460-1268	1818	ADJUDICATE	1268	to adjudicate	21-16	http://wold.clld.org/meaning/21-16	21.16	'decide whether someone is guilty of a crime in court'	-	Verb	21	0.7973856209	0.3071895425	0.7091503268	30	1083
Haspelmath-2009-1460-1269	1067	JUDGMENT	1269	the judgment	21-17	http://wold.clld.org/meaning/21-17	21.17	'official decision given by a judge or a court of law'	-	Noun	21	0.7567867036	0.3822714681	0.6911357341	34	1385
Haspelmath-2009-1460-1270	861	JUDGE	1270	the judge	21-18	http://wold.clld.org/meaning/21-18	21.18	-	-	Noun	21	0.7743589744	0.5448717949	0.7884615385	39	1292
Haspelmath-2009-1460-1271	2020	PLAINTIFF	1271	the plaintiff	21-21	http://wold.clld.org/meaning/21-21	21.21	-	-	Noun	21	0.7774193548	0.2822580645	0.5887096774	31	1276
Haspelmath-2009-1460-1272	1034	DEFENDANT	1272	the defendant	21-22	http://wold.clld.org/meaning/21-22	21.22	-	-	Noun	21	0.7405797101	0.1956521739	0.5652173913	36	1427
Haspelmath-2009-1460-1273	1144	WITNESS	1273	the witness	21-23	http://wold.clld.org/meaning/21-23	21.23	-	-	Noun	21	0.8083333333	0.5763888889	0.7708333333	36	933
Haspelmath-2009-1460-1274	1939	SWEAR	1274	to swear	21-24	http://wold.clld.org/meaning/21-24	21.24	'make a public official promise, especially in a court of law'	I swear to tell the truth.	Verb	21	0.8070422535	0.235915493	0.7676056338	38	950
Haspelmath-2009-1460-1275	1712	OATH	1275	the oath	21-25	http://wold.clld.org/meaning/21-25	21.25	'act of swearing'	-	Noun	21	0.8277777778	0.2222222222	0.7777777778	36	642
Haspelmath-2009-1460-1276	1814	ACCUSE	1276	to accuse	21-31	http://wold.clld.org/meaning/21-31	21.31	-	She accused him of stealing her purse.	Verb	21	0.7966292135	0.3595505618	0.7134831461	47	1096
Haspelmath-2009-1460-1277	484	CONDEMN	1277	to condemn	21-32	http://wold.clld.org/meaning/21-32	21.32	to find guilty or to sentence	The judge condemned the defendant and sentenced him to two years in prison.	Verb	21	0.8813953488	0.4689922481	0.7131782946	29	89
Haspelmath-2009-1460-1278	983	CONVICT	1278	to convict	21-33	http://wold.clld.org/meaning/21-33	21.33	‘to find guilty’	He was convicted and sentenced to life in prison.	Verb	21	0.8094915254	0.213559322	0.5881355932	29	918
Haspelmath-2009-1460-1279	988	ACQUIT	1279	to acquit	21-34	http://wold.clld.org/meaning/21-34	21.34	-	The defendant was acquitted of all charges.	Verb	21	0.7525083612	0.1939799331	0.7090301003	29	1400
Haspelmath-2009-1460-1280	1682	GUILTY	1280	guilty	21-35	http://wold.clld.org/meaning/21-35	21.35	-	The judge found the defendant guilty.	Adjective	21	0.8451282051	0.3551282051	0.6692307692	37	391
Haspelmath-2009-1460-1281	90	INNOCENT	1281	innocent	21-36	http://wold.clld.org/meaning/21-36	21.36	-	He was punished even though he was innocent.	Adjective	21	0.7751445087	0.3121387283	0.6213872832	30	1288
Haspelmath-2009-1460-1282	390	PUNISHMENT	1282	the penalty or punishment	21-37	http://wold.clld.org/meaning/21-37	21.37	-	-	Noun	21	0.8371747212	0.6133828996	0.8327137546	47	495
Haspelmath-2009-1460-1283	218	FINE (PENALTY)	1283	the fine	21-38	http://wold.clld.org/meaning/21-38	21.38	-	I had to pay a fine of $100 for speeding.	Noun	21	0.784057971	0.5362318841	0.847826087	35	1228
Haspelmath-2009-1460-1284	1281	PRISON	1284	the prison	21-39	http://wold.clld.org/meaning/21-39	21.39	-	-	Noun	21	0.7836734694	0.5102040816	0.8367346939	50	1232
Haspelmath-2009-1460-1285	845	MURDER	1285	the murder	21-42	http://wold.clld.org/meaning/21-42	21.42	'the crime of deliberately killing someone'	Murder is punished very severely.	Noun	21	0.8059574468	0.1404255319	0.6340425532	44	963
Haspelmath-2009-1460-1286	902	ADULTERY	1286	the adultery	21-43	http://wold.clld.org/meaning/21-43	21.43	-	-	Noun	21	0.8565217391	0.3695652174	0.7391304348	35	265
Haspelmath-2009-1460-1287	953	RAPE	1287	the rape	21-44	http://wold.clld.org/meaning/21-44	21.44	-	-	Noun	21	0.7890410959	0.3287671233	0.6575342466	39	1177
Haspelmath-2009-1460-1288	1889	ARSON	1288	the arson	21-46	http://wold.clld.org/meaning/21-46	21.46	‘deliberately setting fire to something to cause damage’	-	Noun	21	0.7876712329	0.1284246575	0.5924657534	26	1191
Haspelmath-2009-1460-1289	1792	PERJURY	1289	the perjury	21-47	http://wold.clld.org/meaning/21-47	21.47	-	-	Noun	21	0.7469387755	0.193877551	0.612244898	27	1416
Haspelmath-2009-1460-1290	713	STEAL	1290	to steal	21-51	http://wold.clld.org/meaning/21-51	21.51	-	-	Verb	21	0.8483670295	0.1306376361	0.8646967341	56	354
Haspelmath-2009-1460-1291	1160	THIEF	1291	the thief	21-52	http://wold.clld.org/meaning/21-52	21.52	-	-	Noun	21	0.8237623762	0.1732673267	0.7425742574	51	696
Haspelmath-2009-1460-1292	661	RELIGION	1292	the religion	22-11	http://wold.clld.org/meaning/22-11	22.11	-	-	Noun	22	0.8226666667	0.6466666667	0.8333333333	38	712
