ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	COLOR_MEAN	MOTION_MEAN	GRASP_MEAN	PAIN_MEAN	SOUND_MEAN	TASTE_MEAN	SMELL_MEAN	BODY_OBJECT_INTERACTION	CONCRETENESS	IMAGEABILITY	SEMANTIC_CATEGORY
DiezAlamo-2018-750-135	135	JARRA	jar	JUG	270	2.5625	2.92	7.54166666666667	2.69230769230769	2.80645161290323	2.65625	1.76	6.38983050847458	6.259	5.829	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-136	136	JOYA	jewel	JEWEL	1029	6.60606060606061	2.2	7.54166666666667	2.76923076923077	1.96774193548387	2.93548387096774	1.6	5.51724137931035	5.11	5.97	
DiezAlamo-2018-750-137	137	LADRILLO	brick	BRICK	1006	5.06060606060606	1.4	6.41666666666667	5.65384615384615	3.70967741935484	1.875	2.76	5.74576271186441	6.156	5.432	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-138	138	LÁTIGO	whip	WHIP	2630	3.34375	4.32	6.95833333333333	7.11538461538461	4.7741935483871	2.09375	1.8	5.76785714285714	6.551	6.225	Armas (A weapon)
DiezAlamo-2018-750-139	139	LAVABO	sink	SINK (BASIN)	915	3.51515151515152	1.16	2.625	2.73076923076923	3.29032258064516	1.5625	3.4	5.38333333333333	6.279	6.622	Muebles (An article of furniture)
DiezAlamo-2018-750-140	140	LAZO	ribbon	RIBBON	2969	5.24242424242424	2.72	7.375	1.84615384615385	1.16129032258065	3	1.48	5.39655172413793	6.181	6.465	
DiezAlamo-2018-750-141	141	LIEBRE	hare	HARE	1190	3.51515151515152	7.44	4.375	2.53846153846154	2.87096774193548	5.78125	4.44	4.45	6.198	6.089	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-142	142	LIENZO	canvas			4.75757575757576	1.92	6.04166666666667	2.19230769230769	1.67741935483871	2.5	3.68	5.25862068965517	5.314	5.587	
DiezAlamo-2018-750-143	143	LINTERNA	lantern			5.5625	3.36	7.625	2.69230769230769	1.7741935483871	2.3125	1.28	5.82758620689655	6.373	5.793	
DiezAlamo-2018-750-144	144	LLAVE	key	KEY	1472	3.6969696969697	3.48	7.91666666666667	2.76923076923077	3	2.15625	2.48	5.8448275862069	5.908	5.768	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-145	145	LORO	parrot	PARROT	882	7.21212121212121	6.8	5.04166666666667	2.65384615384615	4.61290322580645	4.03125	4.64	4.98245614035088	6.341	6.109	Aves (A bird)
DiezAlamo-2018-750-146	146	MANGA	sleeve	SLEEVE	2953	3.51515151515152	2.88	6.66666666666667	1.42307692307692	1.25806451612903	2.54838709677419	1.88	5.6140350877193	5.257	5.542	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-147	147	MANTEL	tablecloth			4.5625	2.4	7.125	1.69230769230769	1.61290322580645	2.9375	2.44	5.79310344827586	6.375	6.036	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-148	148	MANTO	cloak	CLOAK	326	4.09090909090909	2.52	6.625	1.57692307692308	1.45161290322581	2.53125	2.68	5.24561403508772	4.527	5.462	Flores (A flower)
DiezAlamo-2018-750-149	149	MANZANA	apple	APPLE	1320	6.36363636363636	2.48	7.79166666666667	1.88461538461538	1.58064516129032	7.3125	4.6	6.10169491525424	6.133	6.58	Frutas (A fruit)
DiezAlamo-2018-750-150	150	MAPA	map	MAP	2625	4.66666666666667	2.08	7.04166666666667	1.69230769230769	1.41935483870968	2.45161290322581	2.16	5.18333333333333	4.827	6.17	
DiezAlamo-2018-750-151	151	MARCO	framework			4.28125	1.44	6.17391304347826	3.07692307692308	2.06451612903226	2.375	1.44	4.89830508474576	4.417	5.62	Dinero (A kind of money)
DiezAlamo-2018-750-152	152	MARIPOSA	butterfly	BUTTERFLY	1791	7.25	7.44	6	1.11538461538462	1.2258064516129	2.75	1.76	4.32203389830508	6.239	6.657	Insectos (An insect)
DiezAlamo-2018-750-153	153	MECHERO	lighter	LIGHTER	3092	4.84848484848485	3.36	7.875	4.76923076923077	2.32258064516129	1.96875	3.52	6.17241379310345	6.646	6.552	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-154	154	MEDALLA	medal			5.90909090909091	2.24	7.66666666666667	2.38461538461538	2.19354838709677	2.6875	2.12	5.76271186440678	5.628	6.391	Graduaciones militares (A military title)
DiezAlamo-2018-750-155	155	MERIENDA	snack			4.9375	2.24	6.625	1.69230769230769	1.87096774193548	7.34375	5.08	4.44827586206897	6.086	5.842	
DiezAlamo-2018-750-156	156	MERLUZA	hake			3.09375	6.08	5.5	2	1.7741935483871	6.53125	5.72	5.22033898305085	5.94	5.971	Peces (A fish)
DiezAlamo-2018-750-157	157	MERMELADA	marmalade			6.57575757575758	2.32	6.45833333333333	1.46153846153846	1.45161290322581	7.5625	5.32	5.96666666666667	5.901		
DiezAlamo-2018-750-158	158	METRALLETA	machine gun			4.21212121212121	3.96	4.83333333333333	8	7.29032258064516	1.5625	2.4	5.01724137931035	6.42	5.847	Armas (A weapon)
DiezAlamo-2018-750-159	159	MORA	blackberry			6.51515151515152	2.12	7.5	1.42307692307692	1.29032258064516	7.15625	4.8	5.6551724137931	4.835	6.213	Frutas (A fruit)
DiezAlamo-2018-750-160	160	MOSCA	housefly	FLY (INSECT)	1504	3.83333333333333	7.52	5.79166666666667	1.46153846153846	2.70967741935484	1.53125	1.4	4.66101694915254	6.111	6.502	Insectos (An insect)
DiezAlamo-2018-750-161	161	MULA	mule	MULE	890	3.84375	7.04	1.5	4.26923076923077	4.64516129032258	4.21875	5.96	4.72881355932203	6.167	5.446	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-162	162	MUÑECA	doll	DOLL	1659	5.51515151515152	3.04	7.33333333333333	2.26923076923077	2.25806451612903	3	2.44	6.27118644067797	5.708		Juguetes (A toy)
DiezAlamo-2018-750-163	163	MURO	wall	WALL (OF HOUSE)	933	2.5	1.16	1.375	4.30769230769231	2.87096774193548	1.84375	1.6	5.11864406779661	5.663	6.284	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-164	164	NEVERA	fridge			3.125	1.6	2.79166666666667	3.23076923076923	2.64516129032258	2.625	4.88	6	6.304	6.234	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-165	165	NIDO	nest	NEST	539	3.43333333333333	1.8	5.33333333333333	1.61538461538462	2.35483870967742	2.09375	3.52	4.92982456140351	5.399	6.33	
DiezAlamo-2018-750-166	166	NOVELA	novel			3.06060606060606	2.28	7.04166666666667	2	1.90322580645161	2.59375	2.48	5.08620689655172	5.989	5.874	Material de lectura (A type of reading material)
DiezAlamo-2018-750-167	167	NUDO	knot	KNOT	760	2.42424242424242	1.76	5.875	2.84615384615385	1.32258064516129	2.375	1.16	5.55357142857143	4.772	5.231	Unidades de longitud (A unit of distance)
DiezAlamo-2018-750-168	168	NUEZ	walnut	WALNUT	2042	3.53125	1.92	7.75	2.34615384615385	2.54838709677419	6.53125	3.2	6.42372881355932	5.716	5.309	Condimentos (A substance for flavoring food)
DiezAlamo-2018-750-169	169	OLLA	pot	POT	1462	3.57575757575758	2.32	6.1304347826087	4.26923076923077	4.45161290322581	2.5625	2.8	5.8135593220339	5.962	6.186	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-170	170	ÓRGANO	organ			5.24242424242424	3.88	3.625	3.34615384615385	4.35483870967742	2.4375	4.16	4.03448275862069	4.767	5.587	Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-171	171	OSO	bear	BEAR	1820	4.75	6.88	1.29166666666667	6.19230769230769	6.12903225806452	4.3125	6.08	4.05084745762712	6.383	5.342	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-172	172	OVEJA	sheep	SHEEP	1331	3.15151515151515	6.76	2.625	2.73076923076923	4.12903225806452	5.4375	6.2	5.06779661016949	6.207	6.322	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-173	173	PALMA	palm	PALM OF HAND	1183	3.24242424242424	4.08	5.125	3.26923076923077	3.45161290322581	2.9375	2.92	5.1864406779661	4.05	6.417	Unidades de longitud (A unit of distance)
DiezAlamo-2018-750-174	174	PALO	stick	STICK	1295	2.75	2.6	7.58333333333333	5.15384615384615	2.48387096774194	2.54838709677419	2.08	6.17543859649123	5.265	5.184	Armas (A weapon)
DiezAlamo-2018-750-175	175	PALOMA	dove	DOVE	1853	3.5625	7.52	4.83333333333333	2.57692307692308	3.06451612903226	3.96875	4.76	4.91525423728814	6.424	6.393	Aves (A bird)
DiezAlamo-2018-750-176	176	PANTALLA	screen			6.125	1.88	4.70833333333333	3.42307692307692	2.7741935483871	2.4375	1.48	5.23728813559322	4.929	5.551	
DiezAlamo-2018-750-177	177	PANTALÓN	trousers	TROUSERS	809	4.66666666666667	3.36	7.45833333333333	1.88461538461538	1.58064516129032	2.8125	2.8	6.27118644067797	6.343	6.37	Prendas de vestir (An article of clothing)
DiezAlamo-2018-750-178	178	PAPEL	paper	PAPER	648	2.42424242424242	2.72	7.83333333333333	2.11538461538462	1.58064516129032	3	2.64	6.38983050847458	5.795	6.395	Combustibles (A type of fuel)
DiezAlamo-2018-750-179	179	PARCHE	patch	PATCH	3550	2.72727272727273	1.76	7.125	1.73076923076923	1.38709677419355	2.3125	1.6	5.26315789473684	5.114	5.929	
DiezAlamo-2018-750-180	180	PARED	wall	WALL (OF HOUSE)	933	3.06060606060606	1.08	1.25	4.11538461538461	2.48387096774194	2.09375	1.92	4.63793103448276	6.253	5.83	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-181	181	PASAPORTE	passport			3.3030303030303	2.96	7.54166666666667	1.46153846153846	1.2258064516129	2.71875	1.92	4.98305084745763	5.592	5.912	
DiezAlamo-2018-750-182	182	PASTA	pasta			2.9375	2	6.83333333333333	1.61538461538462	1.64516129032258	7.5	4.64	5.45	4.072	5.652	Dinero (A kind of money)
DiezAlamo-2018-750-183	183	PASTEL	cake	CAKE	2408	5.78787878787879	2.08	7.04166666666667	1.53846153846154	1.70967741935484	7.96875	5.36	6.06896551724138	5.859	6.63	Colores (A color)
DiezAlamo-2018-750-184	184	PEINE	comb	COMB	1475	3.36363636363636	3.76	7.95833333333333	2.42307692307692	1.74193548387097	2.53125	1.96	6.25862068965517	6.665	6.241	
DiezAlamo-2018-750-185	185	PELOTA	football	BALL	1845	5.87878787878788	6.52	6.91666666666667	3.69230769230769	3.35483870967742	2.53125	2.24	6.54237288135593	5.92	6.211	Juguetes (A toy)
DiezAlamo-2018-750-186	186	PERA	pear	PEAR	922	5.18181818181818	2.36	7.66666666666667	1.53846153846154	1.35483870967742	6.78125	4.52	6.38983050847458	6.014	5.548	Frutas (A fruit)
DiezAlamo-2018-750-187	187	PERCHA	peg	PEG	361	3.51515151515152	2.08	7.625	2.38461538461538	2.03225806451613	2.28125	1.28	6.06779661016949	6.36	6.614	Muebles (An article of furniture)
DiezAlamo-2018-750-188	188	PERSIANA	blind			2.3030303030303	3.56	5.08333333333333	3.23076923076923	3.87096774193548	2	1.92	5.59322033898305	6.284	6.171	
DiezAlamo-2018-750-189	189	PEZ	fish	FISH	227	5	7.2	4.70833333333333	2.30769230769231	1.74193548387097	5.28125	4.8	5.1	5.174	6.77	Peces (A fish)
DiezAlamo-2018-750-190	190	PIEDRA	stone	STONE	857	2.4375	1.84	7.25	5.76923076923077	3.67741935483871	1.75	2.24	5.83050847457627	6.299	6.237	Armas (A weapon)
DiezAlamo-2018-750-191	191	PINCEL	paintbrush	PAINTBRUSH	3094	3.53125	4.64	7.58333333333333	2	1.51612903225806	2.3125	2.96	6.05172413793103	6.346	5.86	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-192	192	PINO	pine	PINE	1740	5.59375	2.48	2.125	3.5	2.25806451612903	3.78125	5.76	4.82142857142857	6.213	6.521	Árboles (A tree)
DiezAlamo-2018-750-193	193	PLACA	plate	PLATE	480	4	1.6	6.25	3.26923076923077	2.70967741935484	2.125	1.64	4.72413793103448	3.404	5.207	
DiezAlamo-2018-750-194	194	PUENTE	bridge	BRIDGE	1011	3.28125	1.56	1.04166666666667	4.30769230769231	3.32258064516129	2.03125	2.08	4.4		5.695	Tipos de viviendas (A type of human dwelling)
DiezAlamo-2018-750-195	195	PUERTA	door	DOOR	1567	3.57575757575758	4.4	3.91666666666667	4.15384615384615	4.12903225806452	2.3125	1.92	5.74576271186441	6.323	5.804	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-196	196	RADIO	radio	RADIO	1315	3.125	1.76	6.70833333333333	2.46153846153846	5.2258064516129	2.21875	1.48	5.61016949152542	5.81	6.002	Elementos químicos (A chemical element)
DiezAlamo-2018-750-197	197	RAÍZ	root	ROOT	670	3.06060606060606	1.48	5.58333333333333	1.96153846153846	1.06451612903226	3.65625	3.36	4.43103448275862	5.238	5.801	Árboles (A tree)
DiezAlamo-2018-750-198	198	RAMA	branch	BRANCH	1531	3.48484848484848	3.4	6.625	3.73076923076923	2.67741935483871	3.09375	3.04	5.48275862068965	4.72	6.114	Árboles (A tree)
DiezAlamo-2018-750-199	199	RANA	frog	FROG	503	6.15151515151515	7.04	5.58333333333333	1.76923076923077	3	3.625	4.12	5.27118644067797	6.37	6.267	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-200	200	RATÓN	mouse	MOUSE	1491	3.60606060606061	7.52	5.70833333333333	2.76923076923077	2.76666666666667	2.75	4.44	5.16949152542373	5.951	6.213	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-201	201	RED	net	NET	2963	2.3030303030303	3.48	5.70833333333333	3.42307692307692	1.74193548387097	2.28125	1.56	4.26666666666667	4.696	5.912	Tejidos (A kind of cloth)
DiezAlamo-2018-750-202	202	REJA	grille			3.125	1.6	3.54166666666667	3.76923076923077	3.12903225806452	2.0625	1.92	4.63793103448276	6.122	5.829	
DiezAlamo-2018-750-203	203	REPISA	shelf	SHELF	745	2.70967741935484	1.24	3	3.53846153846154	1.93548387096774	2	1.48	4.67796610169492	5.714	5.43	Muebles (An article of furniture)
DiezAlamo-2018-750-204	204	ROBOT	robot			4.36363636363636	5.36	3.79166666666667	4	4.64516129032258	1.8125	2	4.50847457627119	5.479	6.099	Juguetes (A toy)
DiezAlamo-2018-750-205	205	ROSARIO	rosary			3.40625	2.44	7.125	2.30769230769231	1.7741935483871	2.25	1.88	4.81034482758621	5.642	5.774	'Nombres de mujer (A girl''s first name)'
DiezAlamo-2018-750-206	206	RUEDA	wheel	WHEEL	710	3.57575757575758	6.68	4.625	3.92307692307692	3.2258064516129	1.4375	3.28	5.71186440677966	6.077	6.479	Vehículos (A type of vehicle)
DiezAlamo-2018-750-207	207	SÁBANA	bed sheet			3.53125	2.84	6.91666666666667	1.46153846153846	1.67741935483871	2.96875	3.48	5.84745762711864	5.9	6.446	
DiezAlamo-2018-750-208	208	SABLE	sabre			4.25	3.6	5.75	6.30769230769231	4.45161290322581	2	2.16	4.62068965517241	6.412	4.875	Armas (A weapon)
DiezAlamo-2018-750-209	209	SARTÉN	skillet			4.09090909090909	3.08	7.58333333333333	4.96153846153846	3.87096774193548	2.5625	2.88	6.15254237288136	6.506	5.58	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-210	210	SEMILLA	seed	SEED	714	2.93548387096774	1.92	7.54166666666667	1.30769230769231	1.16129032258065	4.84375	2.08	4.67796610169492	5.549	5.46	Árboles (A tree)
DiezAlamo-2018-750-211	211	SEÑAL	signal			6.25	1.96	4.45833333333333	3.15384615384615	2.41935483870968	1.90625	1.4	3.5593220338983	4.299	4.806	
DiezAlamo-2018-750-212	212	SERPIENTE	rattlesnake	RATTLESNAKE	871	6.375	7.24	4.16666666666667	6.11538461538461	2.93548387096774	3.21875	3.32	4.55932203389831	6.051	6.195	Serpientes (A snake)
DiezAlamo-2018-750-213	213	SERVILLETA	napkin			2.57575757575758	3.04	7.70833333333333	1.23076923076923	1.38709677419355	2.75	2.08	6.33898305084746	6.678	6.286	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-214	214	SIERRA	saw	SAW	1948	3.63636363636364	4.04	6.41666666666667	6.42307692307692	5.41935483870968	1.96875	2.8	4.36666666666667	5.473	5.814	'Herramientas (A carpenter''s tool)'
DiezAlamo-2018-750-215	215	SILLA	chair	CHAIR	1476	3.21212121212121	2.96	6.29166666666667	3.96153846153846	3.09677419354839	2.375	1.56	6.75	6.524	6.54	Muebles (An article of furniture)
DiezAlamo-2018-750-216	216	SOTANA	cassock			3.84375	2.8	6.20833333333333	2.42307692307692	1.29032258064516	1.90625	2.56	4.89655172413793	6.265	5.851	
DiezAlamo-2018-750-217	217	TABIQUE	partition			2.27272727272727	1.4	1.95833333333333	4.11538461538461	3.58064516129032	1.8125	1.48	4.17241379310345	6.103	4.822	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-218	218	TABLERO	board	BOARD	1227	3.27272727272727	2.32	6.125	3.53846153846154	2.54838709677419	2.1875	1.96	5.12068965517241	4.844	5.762	Muebles (An article of furniture)
DiezAlamo-2018-750-219	219	TABURETE	stool	STOOL	2058	3	2.36	6.33333333333333	3.53846153846154	3.28571428571429	2.5	1.56	6.49152542372881	6.137	5.859	Muebles (An article of furniture)
DiezAlamo-2018-750-220	220	TAMBOR	drum	DRUM	908	3.78787878787879	3.8	5.70833333333333	3.03846153846154	6.09677419354839	2.21875	1.6	6.3728813559322	6.153	6.213	Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-221	221	TANQUE	tank	TANK	3102	3.78125	4.88	1.125	7	7.16129032258065	1.4375	2.48	4.35	5.222	5.993	Armas (A weapon)
DiezAlamo-2018-750-222	222	TAPIZ	tapestry			4.96969696969697	1.44	4.29166666666667	2.07692307692308	1.7741935483871	2.1875	2.72	5.01785714285714	5.233	5.406	
DiezAlamo-2018-750-223	223	TAPÓN	cap	LID (COVER, CAP)	2319	3	2.88	7.875	2.03846153846154	2.09677419354839	2.375	1.76	5.27118644067797	5.866	5.932	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-224	224	TAXI	taxi			5.375	6.68	1.79166666666667	4.23076923076923	4.74193548387097	2	3.52	5.32203389830508	6.318	6.654	Vehículos (A type of vehicle)
DiezAlamo-2018-750-225	225	TAZA	cup	CUP	476	4.28125	3.08	7.875	2.69230769230769	2.45161290322581	2.90625	2.08	5.86440677966102	5.991	5.341	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-226	226	TELE	tv	TELEVISION	1788	5.51515151515152	2.16	3.875	4.11538461538461	5.12903225806452	2.09375	1.56	5.5	6.031	6.34	
DiezAlamo-2018-750-227	227	TENEDOR	fork	FORK	1302	3.39393939393939	3.68	7.91666666666667	4.46153846153846	2.74193548387097	3.125	1.56	6.1864406779661	6.292	6.413	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-228	228	TIGRE	tiger	TIGER	846	6.8125	7.32	1.41666666666667	6.80769230769231	6.16129032258065	3.8125	5.68	3.88333333333333	6.489	6.363	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-229	229	TIMBRE	doorbell			3.45454545454545	2	6	1.92307692307692	5.45161290322581	2.46875	1.24	4.79661016949153	5.513	6.133	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-230	230	TOALLA	towel	TOWEL	1021	4.09375	2.76	7.625	1.88461538461538	1.7741935483871	2.75	3.6	6.38983050847458	6.397	6.367	Tejidos (A kind of cloth)
DiezAlamo-2018-750-231	231	TOMATE	tomato	TOMATO	986	7.03125	2.24	7.83333333333333	2.03846153846154	1.45161290322581	6.9375	4.8	6.23333333333333	6.416	6.628	Verduras (A vegetable)
DiezAlamo-2018-750-232	232	TORRE	tower	TOWER	1671	3.51515151515152	1.08	1.70833333333333	3.61538461538462	3.19354838709677	2.03125	1.72	4.05084745762712	5.717	6.139	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-233	233	TORTUGA	turtle	TURTLE	112	5.33333333333333	5.88	5.79166666666667	1.76923076923077	1.96774193548387	3.625	4.4	5.33898305084746	6.692	6.418	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-234	234	TRANSISTOR	transistor			3.72727272727273	2.44	4.625	2.80769230769231	4.67741935483871	1.84375	1.52	3.79310344827586	5.997	5.4	
DiezAlamo-2018-750-235	235	TRAPO	cloth	CLOTH	1616	3.39393939393939	3	7.70833333333333	1.88461538461538	1.45161290322581	2	3.44	5.81034482758621	5.149	6.049	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-236	236	TREN	train	TRAIN	900	4.78125	7	1.45833333333333	5.69230769230769	6.90322580645161	1.65625	4.08	4.89830508474576	6.188	6.528	Vehículos (A type of vehicle)
DiezAlamo-2018-750-237	237	TRENZA	braid	BRAID	1043	2.875	3.16	7.04166666666667	1.69230769230769	1.2258064516129	2.59375	2.12	5.5	5.562	6.48	
DiezAlamo-2018-750-238	238	TRIGO	wheat	WHEAT	1077	5.5625	3.48	6.45833333333333	1.65384615384615	1.58064516129032	5.84375	3.88	5.22033898305085	6.412	5.412	
DiezAlamo-2018-750-239	239	TROMPETA	trumpet	TRUMPET	775	5.81818181818182	3.68	6.33333333333333	3.15384615384615	6.35483870967742	2.5	1.96	5.8448275862069	6.16	6.31	Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-240	240	TUBO	tube	TUBE	2956	2.96969696969697	1.8	6.125	3.5	2.58064516129032	2.21875	1.8	5.32203389830508	5.169	6.013	
DiezAlamo-2018-750-241	241	VACA	cow	COW	1007	4.78125	6.84	1.79166666666667	4.15384615384615	5.03225806451613	6.1875	6.6	5.28813559322034	6.499	6.023	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-242	242	VALLA	fence	FENCE	1690	3.25	1.64	3.95833333333333	4.07692307692308	2.67741935483871	2.07142857142857	1.56	5.21428571428571	5.901	5.516	
DiezAlamo-2018-750-243	243	VASO	glass	GLASS	604	2.96875	2.64	7.95833333333333	3.15384615384615	2.83870967741935	3.0625	1.56	5.86440677966102	6.523	6.613	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-244	244	VENTANA	window	WINDOW	1375	2.96875	2.04	3.33333333333333	3.80769230769231	2.67741935483871	2.15625	1.6	5.46666666666667	6.077	6.518	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-245	245	VERJA	railings	GATE	2940	3.1875	1.96	3.66666666666667	4.61538461538461	3.2258064516129	1.875	1.88	5.07272727272727	5.441	5.321	
DiezAlamo-2018-750-246	246	VIDRIERA	stained glass			5.78125	1.28	2.54166666666667	4.26923076923077	3.74193548387097	2.46875	1.4	4.41071428571429	5.265	5.252	Muebles (An article of furniture)
DiezAlamo-2018-750-247	247	YATE	yacht			4.375	5.76	1.29166666666667	3.96153846153846	5.83870967741935	2.21875	2.6	4.28813559322034	5.857	6.323	Embarcaciones (A type of ship)
DiezAlamo-2018-750-248	248	YEGUA	mare	MARE	938	4.75	7.32	1.625	4.80769230769231	5.51612903225806	4.09375	6.16	5.20338983050847	6.185	5.766	Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-249	249	ZANAHORIA	carrot	CARROT	3085	6.5	1.96	7.625	1.69230769230769	1.64516129032258	6.375	4.28	6.03333333333333	6.667	6.477	Verduras (A vegetable)
DiezAlamo-2018-750-250	250	ZAPATO	shoe	SHOE	1381	4.36363636363636	4.96	7.66666666666667	3.53846153846154	2.74193548387097	1.75	4.32	6.27118644067797	6.48	5.636	Tipos de calzado (A type of footgear)
DiezAlamo-2018-750-251	251	AVIÓN	airplane	AIRPLANE	1597	3.70833333333333	7	1.38461538461538	4.04166666666667	7.25	2.125	2.70833333333333		6.249	5.81	Vehículos (A type of vehicle)
DiezAlamo-2018-750-252	252	CAIMÁN	alligator	ALLIGATOR	1581	5.70833333333333	6.88461538461539	2.23076923076923	6.58333333333333	3.66666666666667	2.875	3.70833333333333				Animales de cuatro patas (A four-footed animal)
DiezAlamo-2018-750-253	253	AMBULANCIA	ambulance			5.54166666666667	6.76923076923077	1.57692307692308	2.875	6.25	1.875	2.875				Vehículos (A type of vehicle)
DiezAlamo-2018-750-254	254	HORMIGA	ant	ANT	587	4.25	7.34615384615385	7.19230769230769	1.875	1.125	2	1.25		6.551	6.508	Insectos (An insect)
DiezAlamo-2018-750-255	255	APARTAMENTO	apartment			3.41666666666667	1.61538461538462	1.34615384615385	1.5	2.83333333333333	2.25	3.66666666666667		5.795	5.619	Tipos de viviendas (A type of human dwelling)
DiezAlamo-2018-750-256	256	DELANTAL	apron	APRON	2046	4.08333333333333	3.07692307692308	7.53846153846154	1.33333333333333	1.16666666666667	2.04166666666667	2.125		6.014	6.089	Utensilios de cocina (A kitchen utensil)
DiezAlamo-2018-750-257	257	ARMADURA	armor	ARMOUR	1061	4.5	2.53846153846154	4.15384615384615	3.29166666666667	4.125	2.04166666666667	2.83333333333333		5.268	5.626	
DiezAlamo-2018-750-258	258	ESPÁRRAGO	asparagus	ASPARAGUS	2605	3.58333333333333	2.26923076923077	7.69230769230769	1.33333333333333	1.08333333333333	5.54166666666667	4.25				Verduras (A vegetable)
DiezAlamo-2018-750-259	259	AGUACATE	avocado	AVOCADO	3725	5.79166666666667	2.34615384615385	7.80769230769231	1.375	1.125	6.83333333333333	3.75				Frutas (A fruit)
DiezAlamo-2018-750-260	260	HACHA	axe	AXE	677	3.5	4.15384615384615	6.80769230769231	7.54166666666667	3.70833333333333	1.83333333333333	1.79166666666667		6.347	6.043	Armas (A weapon)
DiezAlamo-2018-750-261	261	BOLSA	bag	BAG	2468	3.375	4.11538461538461	7.61538461538461	2.08333333333333	2.66666666666667	2.04166666666667	2.25		4.724	5.035	Dinero (A kind of money)
DiezAlamo-2018-750-262	262	GAITA	bagpipe			4.75	4.03846153846154	6.23076923076923	2.20833333333333	5.58333333333333	2.45833333333333	2				Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-263	263	ESFERA	ball	BALL	1845	3.33333333333333	4.65384615384615	6.69230769230769	1.75	1.75	2.70833333333333	1.29166666666667	4.24137931034483	4.717	5.961	
DiezAlamo-2018-750-264	264	PLÁTANO	banana	BANANA	868	6.08333333333333	2.65384615384615	7.76923076923077	1.54166666666667	1.41666666666667	7.41666666666667	4.75				Frutas (A fruit)
DiezAlamo-2018-750-265	265	BANJO	banjo			3.08333333333333	3.57692307692308	5.19230769230769	2.29166666666667	3.75	2.25	1.79166666666667				Instrumentos musicales (A musical instrument)
DiezAlamo-2018-750-266	266	PANCARTA	banner			4.70833333333333	3.61538461538462	6.46153846153846	1.70833333333333	1.75	2.29166666666667	1.54166666666667				
DiezAlamo-2018-750-267	267	GRANERO	barn	GRANARY	3657	3.33333333333333	2	1.76923076923077	1.95833333333333	4	1.95833333333333	5.41666666666667		6.078	5.758	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-268	268	BARRIL	barrel	BARREL	2548	3.16666666666667	3	4.42307692307692	2.58333333333333	3.04166666666667	2.625	3.41666666666667				
DiezAlamo-2018-750-269	269	SÓTANO	basement			2.25	1.19230769230769	1.19230769230769	2.08333333333333	2.125	1.70833333333333	3.70833333333333	3.22413793103448	6.485	5.743	Partes de un edificio (A part of a building)
DiezAlamo-2018-750-270	270	BALÓN	basketball			4.25	6.69230769230769	7.46153846153846	4	3.20833333333333	2.04166666666667	2.08333333333333		6.225	6.355	Juguetes (A toy)
DiezAlamo-2018-750-271	271	BAÑERA	bathtub			3.125	1.76923076923077	2.73076923076923	2.25	2.54166666666667	1.95833333333333	2.70833333333333		6.32	6.692	
