ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SEMANTIC_CLASS	TYPICAL_ATTRIBUTE	COHYPONYMY	TYPICAL_EVENT	HYPERONYM	MERONYM	RANDOM_ADJECTIVE	RANDOM_NOUN	RANDOM_VERB
Baroni-2011-200-51	51	sweater			clothing	big, black, blue, clean, colorful, colourful, comfortable, dirty, elegant, expensive, fancy, fashionable, large, long, loose, new, nice, old, pretty, red, short, small, tight, warm, white	apron, blouse, bra, cloak, coat, dress, fleece, glove, hat, jacket, pant, pants, pullover, raincoat, robe, scarf, shirt, sock, socks, stocking, stockings, sweatshirt, trouser, trousers, underpant, underpants, vest	button, buy, change, choose, clean, cover, dress, fit, hang, keep, knit, make, produce, pull, put, sell, stain, tear, throw, wash, wear	apparel, artefact, artifact, clothes, clothing, commodity, covering, garment, good, object, wear	arm, back, button, cashmere, collar, cotton, cuff, fabric, fold, front, hem, material, neck, pattern, pocket, sleeve, wool	Spanish, academic, blind, defensive, deliberate, implicit, local, main, modern, more, multilateral, national, primitive, remote, such, technical, transparent, verbal	Corinthian, absolution, acting, adres, arrangement, austrian-rules, baker, banquet, blessing, bond, built-in, captive, cartamoides, category, chatter, check, commemoration, confine, consul, coordination, councilman, delegate, dialog, discipline, dolphin, drug, eigenvalue, eleven, escape, gene, ground, gunner, harm, hatred, hee, hop, hydrogen, onscreen, overweight, passage, port, practice, residuums, ridge, scam, speculation, stopped-flow, stroke, team, tube, wait	apply, arrange, become, build, chat, compose, continue, forget, foster, happen, honour, inform, liquefy, mask, multiply, sing, think, travel, write
Baroni-2011-200-52	52	vest	3140	VEST	clothing	black, clean, colorful, colourful, dirty, elegant, expensive, fancy, fashionable, formal, long, loose, new, nice, old, pretty, short, tight, warm, white	apron, blouse, bra, cloak, coat, dress, fleece, glove, hat, jacket, pant, pants, pullover, raincoat, robe, scarf, shirt, sock, socks, stocking, stockings, sweater, sweatshirt, trouser, trousers, underpant, underpants	buy, change, choose, clean, cover, fit, hang, keep, make, produce, protect, pull, put, sell, sew, throw, wash, wear	apparel, artefact, artifact, clothes, clothing, commodity, covering, garment, good, object, wear	back, button, cotton, fabric, front, hem, material, silk, wool	Elizabethan, Pakistani, appropriate, assistant, electoral, hard, instrumental, internal, likely, military, more, rounded, same, secular, unwanted, visual	PC, affinity, anaesthesia, articulation, asylum-seeker, battlefield, chairman, code, complexity, connection, detail, detector, drink, dyke, extremepie, handbook, happening, hockey, indoctrination, manna, medication, nameserver, nectarine, occupier, overview, passage, pericycle, psychopath, raisin, sauna, seaside, seedling, sgksir, shuttle, skin, space, strengthening, tobacco, triplet, vacuum-cleaner, warning, welfare-reauthorization	accuse, believe, compete, contribute, display, exist, face, fight, impregnate, print, reflect, request, suggest, tell, win
Baroni-2011-200-53	53	bag	2468	BAG	container	big, breakable, brown, capacious, clean, colorful, colourful, dirty, empty, full, heavy, large, light, little, new, old, round, small	backpack, basket, bottle, bowl, box, case, jar, mug, pouch, purse, suitcase, trunk, wallet	break, buy, carry, clean, close, contain, drop, empty, fill, fix, hold, keep, open, pack, produce, put, recycle, repair, sell, store, take, throw, wash	accessory, artefact, artifact, container, luggage, object	bottom, color, colour, content, exterior, handle, inside, interior, key, leather, outside, paper, plastic, pouch, wallet	alone, callow, due, electrical, governmental, illegal, insincere, last, official, other, sorry, staggered	Presbyterian, admission, cent, circumcision, component, condition, domination, everybody, ford, inaccuracy, incontinence, kiln, lion, metadata, musician, off-the-shelf, parting, posting, prioritising, resection, seizure, siren, summation, table, taxis, theater, wash	achieve, appear, back, browse, describe, erase, follow, gather, get, inform, learn, light, love, operate, participate, point, sound, support, swell, top, want
Baroni-2011-200-54	54	bottle	1321	BOTTLE	container	big, breakable, clean, dirty, empty, fragile, full, green, heavy, large, light, little, new, old, opaque, recyclable, robust, small, transparent, unbreakable	bag, bowl, box, chalice, glass, jar, jug, mug, plate, tumbler	break, buy, carry, close, contain, cool, drink, empty, fill, hold, keep, open, pour, produce, put, recycle, sell, spill, spin, stand, store, throw, wash	artefact, artifact, container, drinkware, object, utensil, vessel	beer, bottom, cap, content, cork, exterior, glass, inside, interior, label, lid, liqueur, liquid, milk, mouth, neck, outside, plastic, soda, water, wine	conventional, crimson, depraved, electoral, individual, international, last, local, paved, religious, simian, tedious, various	Ch, circuitry, demand, fighter, flag, footpath, format, gbp, hysteria, impact, irritation, kibbutz, limitation, malaria, male, mass, microphone, peerage, process, profit, rd, readership, reform, spotlight, stair, stone, summit, tail-spin, texture, theorem, tool, township, trader, translation, volume	allow, assign, award, base, believe, bring, describe, employ, explore, flood, follow, fund, grow, offend, persist, raise, recall, receive, shift, stretch
Baroni-2011-200-55	55	bowl	1530	BOWL	container	big, breakable, clean, curved, dirty, empty, full, heavy, hot, large, light, little, new, old, round, rounded, small, unbreakable, warm	bag, bottle, box, chalice, glass, jar, jug, mug, plate, tumbler	break, buy, carry, clean, contain, cool, drink, eat, empty, fill, heat, hold, keep, mix, pour, produce, put, recycle, sell, spill, store, wash	artefact, artifact, container, cookware, dishware, kitchenware, object, utensil, vessel	bottom, ceramic, cereal, clay, color, colour, content, edge, exterior, food, glass, inside, interior, liquid, milk, outside, plastic, pottery, rice, soup, steel, top, water, wood	available, criminal, directional, geographic, grand, high, hurt, innocent, least, major, numerous, subsequent, tactful, temporal, verbose	aim, axe, center, certainty, continuum, cycle, disc, eczema, failure, globalisation, infrastructure, instruction, jungle, laptop, licence, life, livestock, lung, mail, manuscript, mobster, outlook, pamphlet, physic, prairie, restriction, routine, scheme, scrip, scrutiny, shock, steamboat, storm, syntax, trip, unit, wound	achieve, become, begin, bypass, come, consume, correct, elect, file, finance, illuminate, leave, prepare, preserve, receive, subsidise, summon, trap
Baroni-2011-200-56	56	box	1465	BOX	container	big, brown, capacious, colorful, colourful, empty, full, heavy, large, light, little, new, old, rectangular, rigid, small, square	bag, basket, bottle, bowl, box, case, chest, drawer, drawers, jar, mug, pouch, suitcase, trunk	break, buy, carry, clean, close, contain, dust, empty, fill, hold, keep, lie, lock, open, pack, produce, put, recycle, sell, send, ship, store, unlock, wrap	artefact, artifact, container, object	bottom, cardboard, color, colour, content, edge, exterior, inside, interior, key, label, lid, lock, outside, paper, plastic, side, tin, top, wood	able, adjacent, annual, available, dependent, dry, enough, final, much, other, pulmonary, seminal, separate, stoic, tactical, various	benchmark, bypass, calibration, cleaner, club, dose, frontage, guest, home, hormone, lake, lamp, literature, location, mortality, nicotine, non-family, planning, playground, probation, prospect, school, smoke, swell, syntax	accept, attend, combine, compare, connect, cry, deal, equal, feel, form, give, illuminate, intervene, let, limit, receive, relegate, resume, shorten, teethe
Baroni-2011-200-57	57	jar	1462	POT	container	big, breakable, clean, dirty, empty, fragile, full, heavy, large, light, little, new, old, opaque, robust, small, transparent, unbreakable	bag, bottle, bowl, box, chalice, glass, jug, mug, plate, tumbler	break, buy, carry, close, contain, empty, fill, heat, hold, keep, open, preserve, produce, put, recycle, sell, spill, sterilize, store, wash	artefact, artifact, container, drinkware, kitchenware, object, utensil, vessel	bottom, cap, ceramic, coffee, color, colour, content, cookie, edge, exterior, food, glass, inside, interior, jam, label, lid, outside, pickle, pickles, plastic, pottery, top	European, Romanian, available, choleric, direct, existing, global, liable, local, more, online, other, precious, rampant, strained, unsuccessful, vital	H, MTA, actress, allowance, alteration, baseboard, beating, conduct, convention, correspondence, coursework, court, enquiry, experience, foreigner, friendship, g-blogs, gel, hearing, hehe, hitch, increase, input, lead, location, mathematics, offense, pacifist, price, reas, remodelling, reply, respect, riff, rule, sister, spacer, symmetry, touchdown, vaccination	accomplish, admire, answer, destine, enter, establish, hear, join, lay, lumber, offer, prevent, receive, require, send, show, upgrade, welcome
Baroni-2011-200-58	58	mug			container	big, breakable, clean, colorful, colourful, cylindrical, dirty, empty, full, heavy, hot, large, light, little, new, old, small, unbreakable, warm	bag, bottle, bowl, box, chalice, glass, jar, jug, plate, tumbler	break, buy, carry, clean, contain, drink, empty, fill, heat, hold, keep, pour, produce, put, recycle, sell, spill, store, wash	artefact, artifact, container, dishware, drinkware, kitchenware, object, utensil, vessel	bottom, ceramic, coffee, color, colour, content, edge, exterior, handle, inside, interior, liquid, milk, outside, plastic, pottery, tea, water	available, different, faulty, hazardous, high, itchy, mental, migratory, other, realistic, recognized, technological, top, wild, worth	Spaniard, agency, architect, beauty, braggart, bulletin, button, cent, churchyard, clothing, co-author, declination, existence, guidance, healing, kite, latter, location, mask, milling, one-two, parameter, peos, permission, point, reception, transition, underwear, video, ward, wetland, whisky	breach, continue, convince, counsel, edit, enroll, face, fall, identify, improve, let, occupy, seek, signal, warn
Baroni-2011-200-59	59	apple	1320	APPLE	fruit	crunchy, delicious, edible, fresh, green, healthy, juicy, nutritious, red, ripe, rotten, round, sour, sweet, tasty, unripe, yellow	apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, plum, strawberry	bake, cook, cut, eat, grow, peel, pick, ripen, rot, slice	food, fruit, produce	core, juice, leaf, peel, seed, skin, stalk, stem, vitamin	Armenian, accurate, biological, contrite, forlorn, heretical, hydraulic, imperial, led, psychoanalytic, reactive, socialist, stereo, traditional, wrong	Goth, acne, backdrop, bunk, dressage, enclosure, flexibility, hall, headstock, intake, lyricist, marshland, modification, nonconformist, polythene, somebody, sub-committee, trough, trust, watersports, wife	abuse, direct, disperse, draw, forego, grit, implement, steal, terrify, travel
Baroni-2011-200-60	60	apricot	3730	APRICOT	fruit	delicious, edible, fresh, juicy, orange, ripe, rotten, round, small, sweet, tasty, unripe	apple, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, plum, strawberry	cook, cut, dry, eat, grow, pick, ripen, rot, slice	food, fruit, produce	juice, peel, pit, skin, stone	cross-cultural, different, electric, exorbitant, expatriate, famed, introductory, lovable, outstanding, select, unmarked	advisor, autobiography, charity, chart, compromise, fluency, hypermarket, indebtedness, loyalist, pen, play, postmodern, pre-school, republican, self-harm, stockist, sub-paragraph, terrier, tyrosine, warning	contact, finish, return, sort, summarise, ticket, tilt, void
Baroni-2011-200-61	61	banana	868	BANANA	fruit	delicious, edible, fresh, green, healthy, long, nutritious, ripe, rotten, soft, sweet, tasty, unripe, yellow	apple, apricot, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, mango, papaya, peach, pear, pineapple, plum, strawberry	cut, eat, grow, mash, peel, ripen, rot, slice	food, fruit, produce	peel, potassium, skin	Ethiopian, able, bespoke, contractual, creative, democratic, disabled, disagreeable, liquid, positive, silver	anti-racism, birthday, casement, cessation, desolation, drizzle, dustbin, experience, gamble, groom, indiscretion, marking, masquerade, meaning, panelist, prairie, recall, reload, sore, strategy, trivia, wingspan	abduct, help, hope, indemnify, mention, splash, underwrite
Baroni-2011-200-62	62	cherry	2765	CHERRY	fruit	delicious, edible, fresh, juicy, red, ripe, rotten, round, small, soft, sweet, tasty, unripe	apple, apricot, banana, coconut, cranberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, plum, strawberry	collect, eat, grow, pick, ripen, rot	food, fruit, produce	pit, stem, stone	Tunisian, actual, backwards, homogeneous, lofty, morphological, obligatory, public, reasonable, recent, truculent, unforgettable, worthwhile	Thank, ala, auctioneer, bather, defence, derby, disgrace, epidemic, field, going, incorporate, rebuttal, reign, roadblock, specimen, stream, textile, whim	expect, form, hold, refuel
Baroni-2011-200-63	63	coconut	970	COCONUT	fruit	brown, delicious, edible, hard, ripe, rotten, round, sweet, tasty, tropical, unripe, white	apple, apricot, banana, cherry, cranberry, grape, grapefruit, lemon, lime, mango, papaya, peach, pear, pineapple, plum, strawberry	chop, cook, cut, dry, eat, ferment, grow, open, rot	food, fruit, produce	hair, meat, milk, shell	anthropological, anti, constant, distinctive, elemental, halting, near, old-fashioned, recoverable, steep, suspicious	accrual, alchemist, anticipation, brace, brewery, cannibalism, chapel, control, creditor, diploma, fella, gypsum, implant, meta, offset, pace, permission, pls, quot, sin	accumulate, address, appeal, broaden, call, teach, temper, trample
Baroni-2011-200-64	64	cranberry	3840	CRANBERRY	fruit	delicious, edible, fresh, purple, red, ripe, rotten, small, sour, sweet, tart, tasty, unripe	apple, apricot, banana, blueberry, cherry, coconut, currant, gooseberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, plum, strawberry	cook, eat, grow, harvest, pick, ripen, rot	berry, food, fruit, produce, juice	skin	Australian, ashamed, gold, homeopathic, industrialized, just, original, stressful, thorough, unequaled	brother, depreciation, dignity, down, endowment, lis, lizard, mite, morale, over-the-air, panchayats, priori, quarantine, rearguard, repair, span, torque, typescript, venue, worry	emanate, establish, imagine, mitigate, save, them
Baroni-2011-200-65	65	grape	920	GRAPE	fruit	delicious, edible, fresh, green, juicy, purple, red, ripe, rotten, round, small, sweet, tasty, unripe	apple, apricot, banana, blueberry, cherry, coconut, cranberry, currant, gooseberry, grapefruit, lemon, lime, peach, pear, pineapple, plum, strawberry	crush, eat, ferment, grow, harvest, pick, press, ripen, rot	berry, food, fruit, produce	juice, pip, seed, skin	advertised, considerable, effusive, grown-up, high-tech, insufficient, memorable, real, sheltered, thick	Xmas, accolade, barbarism, bureaucrat, contempt, disagreement, economy, endorsement, essay, hand-crafted, hoax, hut, lineup, montanes, outcome, pathway, reef, shoe, sitemap, timeframe	commercialise, decipher, determine, hide, moor, outline, receive, remand, rotate
Baroni-2011-200-66	66	grapefruit			fruit	bitter, delicious, edible, fresh, juicy, large, nutritious, pink, ripe, rotten, round, sour, sweet, tart, tasty, unripe, yellow	apple, apricot, banana, cherry, coconut, cranberry, grape, lemon, lime, orange, peach, pear, pineapple, plum, strawberry, tangerine	cut, eat, grow, peel, ripen, rot, slice, squeeze	citrus, food, fruit, produce	juice, peel, pulp, section, seed, skin, vitamin	Armenian, brazen, defensive, deferred, dissenting, established, first, genuine, innate, marked, predictive, rewarding, secure, starboard	April, assessment, closure, copywriter, desirability, dozen, economist, fireman, guy, ideologue, multi-agency, name, oboe, preacher, re-assessment, sheriff, soliloquy, spectre, stay, turbine, unwillingness, vox, zone	apply, bath, exit, explore, note, spoof, steep
Baroni-2011-200-67	67	lemon	3091	LEMON	fruit	edible, fresh, juicy, oval, ripe, rotten, sour, tart, tasty, unripe, yellow	apple, apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lime, orange, peach, pear, pineapple, plum, strawberry, tangerine	cook, cut, eat, grow, ripen, rot, squeeze	citrus, food, fruit, produce	juice, peel, pulp, seed, skin, vitamin	Congolese, Franciscan, brazen, decimal, fortnightly, respected, spectacular, uneventful, vintage, voluntary	Buddhism, NT, accounting, ado, amir, anatomy, annum, barrow, crosse, descendant, disguise, evasion, fleet, four-cylinder, gramme, integral, intolerance, mom, pb, pornography, proportion, recess, staff, tact, understatement	award, bootleg, invest, kill, piss, spread, worship
Baroni-2011-200-68	68	lime	982	LIME (FRUIT)	fruit	edible, fresh, green, juicy, ripe, rotten, small, sour, tart, tasty, unripe	apple-, apricot-, banana-, cherry-, coconut-, cranberry-, grape-, grapefruit-, lemon-, orange-, peach-, pear-, pineapple-, plum-, strawberry-, tangerine	cut, eat, grow, ripen, rot, squeeze	citrus, food, fruit, produce	juice, peel, seed, skin, vitamin	Mayan, captive, contractual, crass, distorted, far, malicious, more, permanent	amazement, angle, civilization, classroom, esprit, filesystem, healer, intoxication, justice, learning, marrow, me, mini, minicomputer, moat, musket, newcomer, on-screen, physics, saga, shortage, teaching, translator	attach, incapacitate, meet, queue, remark
Baroni-2011-200-69	69	peach	2043	PEACH	fruit	delicious, edible, fresh, fuzzy, juicy, orange, ripe, rotten, round, soft, sweet, tasty, unripe	apple, apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, pear, pineapple, plum, strawberry	cook, cut, eat, grow, peel, ripen, rot, slice	food, fruit, produce	juice, peel, pit, skin, stone	avaricious, collegiate, consistent, coronary, manageable, plain, pre-determined, premier, regulated, resonant, sacred, stimulating	Pentateuch, abbess, breed, congratulation, cryptography, dominions, fiasco, gen, literature, mi, organiser, physiology, poison, quote, realist, reductase, research, rota, separation	admit, craft, dilute, download, eliminate, labour, understand, unify
Baroni-2011-200-70	70	pear	922	PEAR	fruit	delicious, edible, fresh, green, juicy, ripe, rotten, sweet, tasty, unripe, white, yellow	apple, apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, peach, pineapple, plum, strawberry	cut, eat, grow, peel, ripen, rot, slice	food, fruit, produce	core, juice, leaf, peel, seed, skin, stalk, stem	Lithuanian, acute, alpine, armoured, at-large, computational, electoral, high-speed, notable, rapacious, voluntary	algorithm, bookmaker, centerpiece, chemical, deterrence, discovery, disparity, fraud, kind, lending, lodge, make-up, minima, moraine, organelle, peasant, peep, reinsurance, side-effect, starboard	change, harness, maximise, modernise, paste, regard, retain
Baroni-2011-200-71	71	pineapple	2440	PINEAPPLE	fruit	delicious, edible, fresh, juicy, prickly, ripe, rotten, sweet, tasty, tropical, unripe, yellow	apple, apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, mango, papaya, peach, pear, plum, strawberry	chop, eat, grow, peel, ripen, rot, slice	food, fruit, produce	core, juice, leaf, peel, shell, skin, tuft, vitamin	Darwinian, acclaimed, aggressive, arrogant, burnt, consonantal, introductory, outer, reliable, southbound, untouched	behavioural, brilliance, dining, editor, finder, gain, guitarist, heyday, holocaust, joe, listener, noon, perforation, philosophy, plan, pm, referendum, reverse, screw, seance, single-player, speculator, standpoint, subunit	achieve, contribute, filter, mimic, reel, rehabilitate, s
Baroni-2011-200-72	72	plum			fruit	delicious, edible, fresh, juicy, purple, red, ripe, rotten, round, small, sweet, tasty, unripe	apple, apricot, banana, cherry, coconut, cranberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, strawberry	cook, cut, dry, eat, grow, harvest, pick, ripen, rot	food, fruit, produce	juice, peel, pit, skin, stone	Democratic, NT, ashamed, callow, defunct, experienced, full, imaginative, maximum, religious, tacit, uploaded, youthful	advice, allele, bump, communist, competence, double-click, enquiry, gunman, jurist, latitude, law, midwife, p, persecution, premium, refund, respiration, subjugation, upsurge, worktop	afflict, assassinate, dub, remove, select, symbolize, tour
Baroni-2011-200-73	73	strawberry	3138	STRAWBERRY	fruit	delicious, edible, fresh, juicy, red, ripe, rotten, small, soft, sweet, tasty, unripe	apple, apricot, banana, blueberry, cherry, coconut, cranberry, currant, gooseberry, grape, grapefruit, lemon, lime, peach, pear, pineapple, plum	cook, cut, eat, grow, pick, ripen, rot, slice	food, fruit, produce	leaf, seed	British, appalling, crucial, extracurricular, mad, net, servile, slow, thy, visionary	Manx, accountancy, alibi, atonement, career, citadel, courthouse, editorial, encapsulation, footnote, gas, immunity, ingenuity, native, relict, rodent, symptom, tambon, teaspoon, tranquillity, transponder	connect, construct, disembark, lay, pronounce, tackle, warehouse, yield
Baroni-2011-200-74	74	bed	1663	BED	furniture	antique, comfortable, cosy, flat, hard, heavy, long, new, old, rectangular, round, soft, uncomfortable, warm	bookcase, chair, couch, desk, dresser, sofa, stool, table, wardrobe	build, buy, couch, creak, fall, fix, fuck, hug, lie, make, nap, prepare, read, relax, repair, sell, sit, sleep, stay	artefact, artifact, furnishing, furniture, object	blanket, frame, headboard, mattress, pillow, sheet, spring, straw, wood	Reverend, actual, asymmetric, easy, good, individual, mental, organizational, public, second, urban	bribe, climate, compilation, dad, enrolment, expression, lung, miner, notice, offence, official, penetration, peninsula, promoter, security, soviet, sweet, week-end, yarn	break, captain, claim, date, do, emphasise, enrage, give, increase, jettison, load, overplay, return, speak, suffer, watch
Baroni-2011-200-75	75	bookcase			furniture	antique, big, dusty, heavy, large, new, old, rectangular	bed, chair, couch, desk, dresser, sofa, stool, table, wardrobe	assemble, build, buy, carry, clean, clear, construct, contain, disassemble, display, dust, empty, fall, fix, hold, keep, organise, organize, protect, put, repair, sell, store, support, throw	artefact, artifact, furnishing, furniture, object	book, inside, metal, shelf, side, top, wood	enthusiastic, other, past, vicious	airport, anybody, arm, balcony, boxer, cash, centre, contravention, density, fighting, garrison, place, simulation, staffing, strip, tool	agree, award, date, declare, describe, dilate, earn, emerge, employ, favour, find, leave, meet, offer, pardon, prescribe, prevent, relate, reproduce, sing, try, understand
Baroni-2011-200-76	76	chair	1476	CHAIR	furniture	antique, comfortable, empty, hard, new, old, short, soft, tall, uncomfortable	bed, bookcase, couch, desk, dresser, sofa, stool, table, wardrobe	break, buy, creak, dine, drink, eat, fall, fix, relax, repair, rest, rock, sell, sit, stand, study, support, swivel, throw, upholster, work	artefact, artifact, furnishing, furniture, object	arm, armrest, back, cover, cushion, foot, leg, metal, plastic, seat, upholstery, wheel, wood	diving, readable, separate, usual	Mormonism, bourgeois, boy, carol, certiorari, equinox, expectation, generation, half, incubation, infrastructure, kind, labour, monarchy, pioneer, proceeding, routine, scroll, sound, sparrow, summary, thief, wellbeing	accept, begin, comment, commission, drive, feature, file, introduce, occur, pat, plan, provoke, require, resume, specialise, unbalance, unite
Baroni-2011-200-77	77	couch			furniture	antique, comfortable, cosy, dusty, hard, heavy, large, long, new, old, rectangular, small, soft, uncomfortable	bed, bookcase, chair, desk, dresser, sofa, stool, table, wardrobe	build, buy, clean, couch, drink, eat, fuck, lie, nap, play, read, relax, rest, sell, sit, sleep, stay, throw, watch	artefact, artifact, furnishing, furniture, object	arm, armrest, back, cushion, foot, leather, leg, pillow, seat, upholstery, velvet, wood	Spanish, detailed, eighth, entertaining, first, late, merged, online, redundant, sad, vibrant	advantage, auspice, cider, coach, concentration, dialect, diversion, drugstore, extent, fashion, injury, innings, maestro, merger, oesophagus, one-off, proxy, safeguard, snap, string, teacher, yesterday	cause, complete, constitute, educate, equal, fill, form, happen, incarnate, limit, obtain, pace, pass, refer, review, ricochet, stage
Baroni-2011-200-78	78	desk	1775	TABLE	furniture	antique, dusty, empty, flat, large, new, old, rectangular, round, small, solid, square	bed, bookcase, chair, couch, dresser, sofa, stool, table, wardrobe	assemble-, build-, buy-, clean-, clear-, construct-, cover-, disassemble-, draw-, drink-, dust-, eat-, fall-, hold-, play-, put-, read-, sell-, sit-, stand-, study-, support-, throw-, tidy-, work-, write	artefact, artifact, furnishing, furniture, object	drawer, iron, leg, metal, steel, surface, top, wood	friendly, great, harmless, own, phonetic, proud, stark	Care, actress, adjudicator, beating, blow, cave, champion, decade, dive, filmmaker, integration, laborer, leave, meter, peace, rest, serial, solubility, spotlight	achieve, address, associate, attack, attend, bracket, close, continue, control, encourage, exist, interest, keep, monopolize, pass, post, remember, shut, single, struggle, win
Baroni-2011-200-79	79	dresser			furniture	antique, big, heavy, large, new, old, rectangular, square	bed, bookcase, chair, couch, desk, sofa, stool, table, wardrobe	build, buy, clean, clear, close, contain, dust, empty, fix, hide, hold, keep, open, organise, organize, put, repair, sell, store, support, throw	artefact, artifact, furnishing, furniture, object	clothes, clothing, crockery, cutlery, drawer, dress, foot, handle, leg, mirror, plate, shelf, silverware, tableware, top, wood	excess, hot, possible, recent, regular, single	acceleration, accordance, apostolate, arson, ban, brief, centre, channel, cut, dealer, drummer, error, logo, micro-organism, ore, plating, poem, population, preview, probability, psychedelia, reputation, search, spot, standard, tithe, vegan, watchtower	allow, bear, broaden, continue, cooperate, create, enhance, fail, file, meet, nominate, pose, renounce, request, return, review, serve, stay, survive, think, upgrade
Baroni-2011-200-80	80	sofa	3099	SOFA	furniture	antique, comfortable, cosy, dusty, hard, heavy, large, long, new, old, rectangular, small, soft, uncomfortable	bed, bookcase, chair, couch, desk, dresser, stool, table, wardrobe	build, buy, clean, couch, drink, eat, fuck, hug, lie, nap, play, read, relax, rest, sell, sit, sleep, stay, throw, watch	artefact, artifact, furnishing, furniture, object	arm, armrest, back, cushion, foot, leather, leg, pillow, seat, upholstery, velvet, wood	accurate, available, average, emotional, fetal, founding, fund-raising, inexperienced, least, much, other, serious, strong, unhealthy	activist, automobile, bluff, chance, combo, death, declaration, digression, elocution, email, england, fault, insurance, origin, parting, partition, present, refectory, safety, script, stride, touch	announce, burn, capture, develop, hand, hydrogenate, like, occupy, offer, pick, plug, proceed, respond, spew, stabilise, undergo
Baroni-2011-200-81	81	table	1775	TABLE	furniture	antique, dusty, empty, flat, heavy, large, new, old, oval, rectangular, round, small, solid, square	bed, bookcase, chair, couch, desk, dresser, sofa, stool, wardrobe	assemble, build, buy, clean, clear, construct, cover, dine, disassemble, draw, drink, dust, eat, fall, fix, hold, play, put, read, repair, sell, sit, stand, study, support, throw, tidy, wipe, work, write	artefact, artifact, furnishing, furniture, object	cloth, cover, drawer, drawers, foot, leg, marble, metal, surface, tabletop, tableware, top, wood	amusing, conspicuous, fast, few, great, left, open-ended, own, poor	advance, aftermath, clarity, crucifixion, debtor, emda, ethnicity, farmer, footballing, forge, functioning, noon, participation, qualification, razor, reaction, representative, sea, shoe, th, virtuoso	allow, bear, crash, date, describe, die, get, harrow, illustrate, initiate, intervene, involve, judge, manage, name, promote, re-enter, sound, speak, strand, swerve, take, talk, teach, wait, want, warm
Baroni-2011-200-82	82	wardrobe	3106	WARDROBE	furniture	antique, big, dusty, heavy, large, messy, new, old, rectangular, roomy, spacious	bed, bookcase, chair, couch, desk, dresser, sofa, stool, table	assemble, build, buy, clean, clear, close, construct, contain, disassemble, dust, empty, fix, hang, hide, hold, keep, open, organise, organize, protect, put, repair, sell, store, support, throw	artefact, artifact, furnishing, furniture, object	bar, blouse, bottom, clothes, clothing, coat, door, dress, garment, hanger, inside, jacket, pant, pants, shelf, shirt, shoe, side, skirt, top, underwear, wood	Georgian, high, imperceptible, national, official, operative, still, such, top	allegation, appreciation, arrow, characteristic, def, destruction, dietetics, expert, freshwater, herbicide, hope, ignorance, jute, lead, ma, neutrality, pg, pm, posterity, prevalence, print, process, programmer, shell, soloist, struggle, subscriber, thousand, tutorial, viazul, watchdog	ask, bail, collapse, depend, derive, die, dive, eat, enable, end, force, lay, neighbour, pack, pertain, portray, release, relish, talk, tell, walk, write
Baroni-2011-200-83	83	bear	1820	BEAR	ground_mammal	aggressive, big, black, brown, dangerous, ferocious, fierce, frightening, gray, grey, heavy, large, old, scary, solitary, strong, white, wild, young	beaver, bull, cat, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, lion, pig, rabbit, rat, sheep, squirrel, tiger, whale	attack, breathe, chase, dance, die, drink, eat, fish, frighten, growl, hibernate, hunt, kill, live, run, scare, scratch, see, shoot, sleep, swim, walk	animal, beast, chordate, creature, mammal, predator, vertebrate	claw, ear, eye, fur, head, jaw, leg, mouth, muzzle, nose, paw, snout, tooth	African, American, Canadian, able, binary, heroic, high, legal, loyal, operational, rid, sinful, soft, strict, uncertain, unsupervised	MP, Men, Portuguese, ace, algae, association, bid, bobby, boxer, co-operative, coke, collapse, complaint, courtyard, datasets, document, drama, entropy, filling, litter, loyalty, magnitude, mosaic, multiple, organisation, parliament, peg, plan, plasticine, principal, punctuality, ranking, rocket, scanner, sensor, speed, toll, traitor, wrapper	apply, ascertain, assign, automate, coach, cohabit, enable, evolve, force, make, pan, prescribe, reach, reassign, receive, spare, stare, vote
