TO (A)WAKE(N), WAKE UP (caus)	TK548b	
TO (BE) HUNGRY (iv)	TK550	
HUNGRY (aj)		
HUNGER (n)	TK551	
INGESTION (552-559)		
TO DRINK IT (tv)	TK552a	
BEVERAGE	TK552b	
TO EAT (in general) (tv/iv)	TK553a	
TO EAT FRUIT (tv)	TK553b	
TO EAT MEAT (tv)	TK553c	
TO EAT GRAIN (CORN, WHEAT, RICE) (tv)	TK553d	
TO FEED HIM (caus)	TK554	
FOOD (n)	TK555	
A MEAL (n)	TK556	
TO BITE IT (tv)	TK557	
TO CHEW IT	TK558	
TO SWALLOW IT	TK559	
FOOD (560-565)		
FLOUR, MEAL (made from manioc, wheat, maize, acorn)	TK560	
DOUGH (from maize, acorn, wheat)	TK561	
GRUEL, MUSH (from grain, acorn, miaze)	TK562	
BAKED MEAL (‘bread”, tortilla, acorn bread)	TK563	
SALT	TK564a	
SALTY	TK564b	
FERMENTED UNDISTILLED LIQUOR (“beer”: palm wine, rice beer, pulque, beer, chicha, wine)	TK565	
FOOD PREPARATION (566-567)		
TO ROAST IT (MEAT), BAKE IT (tv)	TK566	
TO BOIL (iv)	TK567a	
TO BOIL IT (caus)	TK567b	
PLANT HUSBANDRY (568-571)		
CULTIVATED LAND/FIELD	TK568	
TO PLANT, SOW (tv)	TK569	
TO PICK IT, PLUCK IT, GATHER IT, HARVEST IT, REAP IT (tv)	TK570	
TO GATHER IT, COLLECT IT (FRUITS, VEGETABLES)	TK571	
MATERIAL CULTURE, TECHNIQUES, AND ACTIONS		
TRAVEL AND TRANSPORTATION (572-574)		
BRIDGE	TK572	
ROAD, WAY, PATH, TRAIL, STREET	TK573	
CANOE, BOAT	TK574	
CONSTRUCTIONS –- HOUSE (575-582)		
WALL	TK575	
FENCE	TK576	
HOUSE, HOME	TK577	
HUT, SHACK	TK578a	
LEAN-TO, SHED	TK578b	
SWEATHOUSE	TK579	
NEST	TK580	
DOOR1, GATE	TK581	
DOORWAY, ENTRANCE	TK582	
FURNISHINGS (583-584)		
BENCH, SEAT	TK583a	
CHAIR	TK583b	
(WOVEN STRAW) MAT	TK584	
MOVABLE CONTAINERS (585-592		
CLAY COOKING POT (not KETTLE, not BUCKET)	TK585	
(CLAY) PITCHER	TK586	
BAG, SACK, ?POCKET, ?QUIVER	TK587	
NET, NET BAG, FISH NET	TK588	
BASKET	TK589	
TO MAKE/PLAIT/”WEAVE” BASKETS	TK590	
TO DRAW WATER	TK591	
DIPPER, LADLE, DRINKING GOURD (container that will hold liquids)	TK592	
ADORNMENT AND ASSOCIATED TECHNIQUES (593-610)		
TO TIE IT (UP) (vt)	TK593a	
BUNDLE	TK593b	
TO TIE A KNOT (tv)	TK594a	
A KNOT (n)	TK594b	
BELT, SASH	TK595	
TO UNTIE IT, UNDO IT (tv)	TK596	
TO LOOSEN IT, RELEASE IT, SET IT FREE	TK597a	
LOOSE, FREE (aj)	TK597b	
TO WEAVE (IT) (tv/iv)	TK598a	
LOOM	TK598b	
CLOTHING, CLOTHES, GARMENT	TK599	
TO SEW (IT) (tv/iv)	TK600	
NEEDLE	TK601	
THREAD, FIBER	TK602a	
STRING	TK602b	
ROPE, CORD	TK603	
FOOTGEAR, SANDAL, SHOE, MOCCASIN	TK604	
TO DRESS (ONESELF) (iv/rv)	TK605a	
TO WEAR/DON IT, PUT IT ON	CLOTHES	TK605b
TO COVER IT (tv)	TK606	
BARE, NAKED	TK607a	
TO UNDRESS HIM, DENUDE HIM	TK607b	
BEAD(S)	TK608a	
NECKLACE, COLLAR	TK608b	
COMB (n)	TK609a	
TO COMB IT, CARD WOOL (tv)	TK609b	
TO BRAID IT (tv)	TK610a	
BRAID(S)	TK610b	
HUNTING AND FIGHTING: WEAPONS (611-620)		
TO FOLLOW HIM, PURSUE HIM (tv)	TK611	
TO CHASE HIM, PURSUE HIM, DRIVE IT (tv)	TK612	
TO HUNT (IT) (tv/iv)	TK613	
TO FISH (FOR IT) (tv/iv)		
TO SHOOT IT (PROJECTILE)	TK614	
BOW (FOR SHOOTING), THROWING STICK, BOOMERANG	TK615	
ARROW	TK616	
SPEAR, LANCE	TK617	
TO (SET A) TRAP (tv)	TK618a	
TRAP, SNARE	TK618b	
STICK	TK619a	
POLE	TK619b	
STAFF, CANE	TK619c	
POST, STAKE, PILLAR, PALING	TK620	
TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS (621-661)		
TO PRICK HIM, STING HIM	TK621a	
TO STAB HIM	TK631b	
TO PIERCE IT	TK622	
AWL (of bone, for perforating leather)	TK623	
TO PUSH HIM, SHOVE HIM	TK624	
TO PLUCK IT, UPROOT IT, PULL IT OUT/UP (tv)	TK625	
TO PULL IT, DRAW IT (not DRAG)	TK620	
TO STRETCH IT, EXTEND IT (tv)	TK627	
TO SCRATCH AT IT, SCRATCH AN ITCH (vt)	TK628a	
TO SCRATCH IT (tv)	TK628b	
TO SCRATCH HIM (WITH CLAWS/NAILS) (tv)	TK628c	
TO SCRAPE IT	TK629a	
TO SHAVE IT	TK629b	
TO (DRAW A) MARK (ON IT)	TK630a	
MARK	TK630b	
TO WRITE (IT) (tv/iv)	TK631a	
WRITING	TK631b	
TRACE, TRACK, FOOTPRINT, SIGN	TK632	
TO CARRY IT (A LOAD), PACK IT, HAUL IT (tv)	TK633a	
TO CARRY/PACK IT ON ONE’S BACK (tv)	TK633b	
TO CARRY IT IN ONE’S ARMS/HANDS (tv)	TK633c	
TO CARRY IT ON ONE’S SHOULDER (tv)	TK633d	
TO JOIN THEM, UNITE THEM	TK634a	
TO FASTEN IT, ATACH IT	TK634b	
TO DESTROY IT, DEMOLISH IT	TK635a	
TO SPOIL IT, RUIN IT	TK635b	
TO SPLIT IT (OPEN) (tv)	TK636	
TO SPREAD IT (OUT) (tv)	TK637	
TO TEAR IT (OFF), RIP IT (tv)	TK638	
TO GET TORN (OPEN) (iv)	TK639	
TO CUT IT (OFF), SEVER IT	TK640	
TO CHOP IT	TK641a	
TO CUT IT UP	TK641b	
AXE, HATCHET OF STONE FOR CHOPPING WOOD	TK642	
KNIFE OF STONE FOR CUTTING MEAT	TK643	
TO PRESS IT (OUT), SQUEEZE IT (OUT) (tv)	TK644a	
TO WRING IT OUT, MILK IT (tv)	TK644b	
TO CLENCH/MAKE.A FIST	TK645	
FIST		
TO HIT HIM, STRIKE HIM	TK646a	
WHIP	TK646b	
TO BEAT HIM	TK646c	
TO POUND IT (IN) (tv)	TK647	
TO CRUSH IT, MASH IT, POUND IT (tv)	TK646	
CRUSHED, STAVED IN		
TO GRIND IT, POUND ACORNS	TK649	
GROUND UP MORTAR, METATE/QUERN, GRINDSTONE, GRINDING BOWL	TK650	
PESTLE, MANO/MULLER	TK651	
TO BREAK IT	TK652	
TO SMASH IT (IN PIECES), TO BREAK IT TO PIECES	TK653	
TO BURST, EXPLODE (iv)	TK654	
TO “TURN” (tv/iv)	TK655	
TO SPIN, TURN, REVOLVE (iv)	TK655a	
TO TURN IT (AROUND), INVERT IT (tv)	TK655b	
TO ROLL (OVER), TURN (OVER) (iv)	TK655c	
TO EMBRACE HIM, HUG HIM	TK656	
TO DYE IT, PAINT IT	TK657	
TO STIR IT (tv) TK658		
TO MIX IT	TK659	
TO DO IT (tv) TK 660		
TO MAKE IT, BUILD IT, FORM IT, CREATE IT	TK661	
INTERROGATIVE MARKER	TK662	
BUT	TK663	
POSSESSIVE MARKER, “OF”	TK664	
INSTRUMENTAL/MEANS MARKER, “BY MEANS OF”	TK665	
LOCATIVE MARKER, “AT”	TK666 = 504	
ABLATIVE MARKER, “FROM”	TK667 = 498c	
COMITATIVE MARKER, “WITH”	TK668	
AND (joining NPs)	TK669a	
AND (joining sntences)	TK669b	
(TOGETHER) WITH, TOGETHER	TK670a	
TO ACCOMPANY HIM, GO WITH HIM	TK670b	
FRIEND	TK671a	
COMPANION, MATE	TK671b	
DUAL MARKER	TK672	
NOUN PLURAL MARKER	TK673	
COMPLETIVE/PERFECTIVE/PAST MARKER	TK674	
FUTURE MARKER	TK675	
IMPERATIVE SINGULAR	TK676	
IMPERATIVE PLURAL	TK677	
VERB PLURAL MARKER	TK678	
PARTICIPIAL MARKER(S)	TK679	
IMERFECTIVE (ACTIVE)		
PERFECTIVE (ACTIVE)		
IMPERFECTIVE (PASSIVE)		
PERFECTIVE (PASSIVE)		
INFINITIVE/VERBAL.NOUN MARKER	TK680a	
NOMINALIZING MARKER	TK681b	
I	TK681	
INDEPENDENT	TK681a	
AGENT OF TV	TK681b	
PATIENT OF TV	TK681c	
POSSESSIVE	TK681d	
THOU	TK682	
INDEPENDENT	TK682a	
AGENT OF TV	TK682b	
PATIENT OF TV	TK682c	
POSSESSIVE	TK682d	
WE (EXCLUSIVE)	TK683	
INDEPENDENT	TK683a	
AGENT OF TV	TK683b	
PATIENT OF TV	TK683c	
POSSESSIVE	TK683d	
WE (INCLUSIVE)	TK684	
INDEPENDENT	TK684a	
AGENT OF TV	TK684b	
PATIENT OF TV	TK684c	
POSSESSIVE	TK684d	
YE	TK685	
INDEPENDENT	TK685a	
AGENT OF TV	TK685b	
PATIENT OF TV	TK685c	
POSSESSIVE	TK685d	
HE	TK686	
INDEPENDENT	TK686a	
AGENT OF TV	TK686b	
PATIENT OF TV	TK686c	
POSSESSIVE	TK686d	
THEY	TK687	
INDEPENDENT	TK687a	
AGENT OF TV	TK687b	
PATIENT OF TV	TK687c	
POSSESSIVE	TK687d	
REFLEXIVE	TK688	
OTHER, DIFFERENT	TK689	
SAME, “VERY”, EQUAL	TK690	
EMPHATIC PRONOUN/(ONE)SELF	TK691	
SOMETHING	TK692	
YES	TK693	
NO	TK694	
NOT, NEGATIVE (PARTICLE), NEGATIVE MARKER	TK695	
WHO?	TK696	
INDEPENDENT	TK696a	
AGENT OF TV	TK696b	
PATIENT OF TV	TK696c	
POSSESSIVE	TK696d	
WHAT?	TK697	
THIS, THESE	TK697	
THAT, THOSE, YON	TK699	
WHERE?	TK700	
HERE, HITHER	TK701	
THERE, YONDER	TK702	
THUS, SO, LIKE THIS/THAT, IN THIS/THAT WAY	TK703	
WHILE, DURING (relative)	TK704	
