ID	NUMBER	SOURCE_ID	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	HUNGARIAN	LATIN	POLISH	DEFINITION
Kornai-2018-1400-764	764	1518	most	A			legtöbb	plurimus	najwiécej	-est
Kornai-2018-1400-765	765	170	mother	N	1216	MOTHER	anya	mater	matka	parent, female
Kornai-2018-1400-766	766	1024	mountain	N	639	MOUNTAIN	hegy	mons	góra	object, ON earth, natural, high, HAS <steep/1673>(side), high(ER hill)
Kornai-2018-1400-767	767	2137	mouth	N	674	MOUTH	száj	os	usta	organ, ON face, food IN/2758, speak INSTRUMENT, can/1246(open/1814)
Kornai-2018-1400-768	768	1731	move	U	765	MOVE	mozog	moveor	ruszać sié	before(=AGT AT/2744 place/1026), after(=AGT AT/2744 other(place/1026))
Kornai-2018-1400-769	769	3506	movement	N	3695	MOVEMENT	mozgalom	motus	ruch	
Kornai-2018-1400-770	770	2114	much	A	3452	MUCH	sok	multus	wiele	many
Kornai-2018-1400-771	771	1168	muscle	N	1004	MUSCLE	izom	musculus	miésień	tissue, move
Kornai-2018-1400-772	772	2676	music	N	642	MUSIC	zene	musica	muzyka	art, entertainment, sound/993, HAS rhythm
Kornai-2018-1400-773	773	3507	musical	N			musical	musicus	muzykal	
Kornai-2018-1400-774	774	1286	must	G	971	MUST	kell	debet	musieć	lack(option)
Kornai-2018-1400-775	775	3065	nail	N	1896	FINGERNAIL OR TOENAIL	köröm			PART_OF finger, AT/2744 end, finger HAS end, hard, smooth
Kornai-2018-1400-776	776	2176	nail	N	502	NAIL (TOOL)	szeg	clavus	gwóźdź	
Kornai-2018-1400-777	777	1765	name	N	1405	NAME	név	nomen	imié	word, MEAN/1186 thing, thing[<one>] HAS
Kornai-2018-1400-778	778	2269	narrow	A	1267	NARROW	szűk	angustus	wáski	lack(wide)
Kornai-2018-1400-779	779	2972	natural	A			természetes	naturalis	naturalny	lack(artificial), lack(person CAUSE)
Kornai-2018-1400-780	780	1414	near	A	1942	NEAR	közeli	propinquus	bliski	AT/2744 distance, ER distance
Kornai-2018-1400-781	781	2260	necessary	A	1030	NECESSARY	szükséges	necessarius	potrzebny	lack(=REL) CAUSE lack(=TO)
Kornai-2018-1400-782	782	1803	neck	N	1333	NECK	nyak	cervices	szyja	PART_OF body, CAUSE[head AT/2744]
Kornai-2018-1400-783	783	2259	need	N	2339	NEED (SOMETHING)	szükség	necessitas	potrzeba	bad FOR/2782 =AGT, lack(=TO) AT =AGT, =AGT WANT lack(=TO)
Kornai-2018-1400-784	784	2448	needle	N	1382	NEEDLE (FOR SEWING)	tű	acus	igła	artefact, long, thin/2598, steel, pierce, HAS hole, <sew INSTRUMENT>
Kornai-2018-1400-785	785	3004	negative	A			negatív	negativus	negatywny	lack
Kornai-2018-1400-786	786	2721	nervous	A			ideges	trepidus	zdenerwowany	anxious, sensitive
Kornai-2018-1400-787	787	1119	nervous	A			idegi	nervosus	nerwowy	
Kornai-2018-1400-788	788	2469	new	A	1231	NEW	új	novus	nowy	exist AT/2744 past[short], lack(old)
Kornai-2018-1400-789	789	2473	newspaper	N	1298	NEWSPAPER	újság	diurna	gazeta	artefact, public, HAS more(page), AT/2744 every(day), news IN/2758, article IN/2758
Kornai-2018-1400-790	790	1406	next	D	1354	NEXT	következő	posterus	nastépny	at/2744, FOLLOW '
Kornai-2018-1400-791	791	500	night	N	1233	NIGHT	éj	nox	noc	period, FOLLOW sunset, sunrise FOLLOW, dark, lack(sun), <sleep AT/2744>
Kornai-2018-1400-792	792	1778	no	G	1269	NO	nem	non	nie	lack
Kornai-2018-1400-793	793	3512	nobility	N			nemesség	nobilitas	szlachta	
Kornai-2018-1400-794	794	2671	noise	N	1182	NOISE	zaj	fremitus	hałas	sound/993, <bad>
Kornai-2018-1400-795	795	2078	nor	G			sem	neque	ani	not
Kornai-2018-1400-796	796	538	north	N	1598	NORTH	észak	septemtriones	północ	direction, ON earth, top, map HAS top
Kornai-2018-1400-797	797	1912	nose	N	1221	NOSE	orr	nasus	nos	organ, PART_OF face, vertebrate HAS face, front, AT/2744 centre, smell, air[move] IN/2758
Kornai-2018-1400-798	798	1779	not	G	1240	NOT	nem	non	nie	
Kornai-2018-1400-799	799	774	note	N			feljegyzés	annotatio	notatka	short, written
Kornai-2018-1400-800	800	2080	nothing	N	687	NOTHING	semmi	nihil	nic	lack(thing)
Kornai-2018-1400-801	801	540	notice	V	2893	NOTICE (SOMETHING)	észrevesz	animadverto	zauwaźać	know, see
Kornai-2018-1400-802	802	824	noun	N			főnév	vocabulum	rzeczownik	word, MEAN/1186 [<person>,<place/1026>,<thing>]
Kornai-2018-1400-803	803	1726	now	A	1376	NOW	most	nunc	teraz	AT/2744 this(time)
Kornai-2018-1400-804	804	2138	number	N	1356	NUMBER	szám	numerus	numer	quantity
Kornai-2018-1400-805	805	3514	nun	N			nővér	ancilla	zakonnica	
Kornai-2018-1400-806	806	1836	o'clock	D			órakor	hora	godzina	AT/2744 hour
Kornai-2018-1400-807	807		oats	N	60	OAT	zab			cereal
Kornai-2018-1400-808	808	364	object	N			cél	finis	cel	
Kornai-2018-1400-809	809	2705	object	N			tárgy	corpus	przedmiot	thing, <HAS colour>, HAS shape, HAS weight, <HAS surface>, HAS position, lack(life)
Kornai-2018-1400-810	810	157	occasion	N			alkalom	occasio	okazja	time, =TO AT/2744
Kornai-2018-1400-811	811	3517	octopus	N	2581	OCTOPUS	polip	polypus	ośmiornica	
Kornai-2018-1400-812	812	16	of	G			-ból	ex	-any	material[=REL]
Kornai-2018-1400-813	813	41	of	G			-ról	de	o	before(ON =REL), after(far)
Kornai-2018-1400-814	814	58	of	G			-tól	a/ab	od	before(AT/2744 =FROM), after(far)
Kornai-2018-1400-815	815	592	off	D			el	dis-	wy-	lack AT/2744
Kornai-2018-1400-816	816	201	offend	V			bánt	offendo	obrazić	=AGT CAUSE[harm AT/2744 =PAT]
Kornai-2018-1400-817	817	2723	offensive	A			sértö	odiosus	obraźliwy	lack(polite)
Kornai-2018-1400-818	818	2276	offensive	N			támadás	impetus	ofensywa	offend
Kornai-2018-1400-819	819	1152	office	N	2430	OFFICE	iroda	cancellaria	biuro	place/1026, professional(activity) IN/2758
Kornai-2018-1400-820	820	2388	officer	N			tiszt	praefectus	oficer	
Kornai-2018-1400-821	821	1065	official	A			hivalatalos	publicus	oficjalny	AT/2744 authority
Kornai-2018-1400-822	822	2398	official	N	3361	OFFICIAL	tisztviselő	officialis	urzédnik	
Kornai-2018-1400-823	823	921	often	D	1852	OFTEN	gyakran	saepe	czésto	many IN/2758 time, little(distance) BETWEEN
Kornai-2018-1400-824	824	3170	oh	G			ó	o	o	
Kornai-2018-1400-825	825	1900	oil	N	1484	OIL (ORGANIC SUBSTANCE)	olaj	oleum	olej	slip, can/1246[burn], liquid, <engine CONSUME>
Kornai-2018-1400-826	826	1854	old	A	1229	OLD	öreg	senex	stary	long(time) FROM/1838 birth, old HAS birth
Kornai-2018-1400-827	827	33	on	G			-n	super	na	at, TOUCH =REL, vertical(ER =REL)
Kornai-2018-1400-828	828	559	one	N	1493	ONE	egy	unus	jeden	number, lack(more), lack(divide CAUSE)
Kornai-2018-1400-829	829	381	only	D	1580	ONLY	csak	solus/modo	tylko	lack(other)
Kornai-2018-1400-830	830	2793	onto	G			-ra			after(on)
Kornai-2018-1400-831	831	1814	open	A	3235	OPEN (STATE)	nyílt	apertus	otwarty	move[can/1246], move THROUGH, lack(shut/2668)
Kornai-2018-1400-832	832	1815	open	V	1156	OPEN	nyit	aperio	otwierać	=PAT[open/1814[after]]
Kornai-2018-1400-833	833	1768	opinion	N			nézet	opinio	zdanie	=POSS THINK, =POSS[confident], =POSS HAS lack(proof)
Kornai-2018-1400-834	834	631	opponent	N			ellenfél	adversarius	przeciwnik	person, oppose, <compete>, <AT/2744 battle>
Kornai-2018-1400-835	835	630	oppose	V			ellenez	adversor	sprzeciwić sié	lack(agree)
Kornai-2018-1400-836	836	635	oppose	V			ellenz	adversor	sprzeciwić sié	
Kornai-2018-1400-837	837	2568	or	G	1014	OR	vagy	vel	albo	
Kornai-2018-1400-838	838	1942	order	N	1128	ORDER	parancs	iussum	rozkaz	communicate, authority GIVE, [other(person)] DO
Kornai-2018-1400-839	839	2739	order	N			sorrend	ordo	porzádek	relation, =POSS[more(item)], first PART_OF
Kornai-2018-1400-840	840	1023	ordinary	A			hétköznapi	quotidianus	zwyczajny	common
Kornai-2018-1400-841	841	2203	organ	N			szerv	membrum	narzád	object, PART_OF body, HAS purpose
Kornai-2018-1400-842	842	2204	organization	N			szervezet	societas	organizacja	group, person MEMBER, HAS purpose, structure
Kornai-2018-1400-843	843	2949	organize	V			szervez	compono	organizować	=AGT CAUSE[=PAT HAS structure]
Kornai-2018-1400-844	844	1567	other	N	197	OTHER	más	alius	inny	
Kornai-2018-1400-845	845	1316	out	D			ki	foras	wy-	lack(in/2758), lack(limit)
Kornai-2018-1400-846	846	1348	outside	D	762	OUTSIDE	kinn	foris	na zewnátrz	out
Kornai-2018-1400-847	847	99	over	A	1741	ABOVE	át	trans	przez	move, vertical(ER =REL)
Kornai-2018-1400-848	848	2059	own	A	684	OWN	saját	proprius	własny	self HAS
Kornai-2018-1400-849	849	3002	package	N			csomag	arca	paczka	artefact, together, after(AT other(place/1026))
Kornai-2018-1400-850	850	1318	pain	N	1783	PAIN	kín	cruciatus	ból	bad, sensation, injury CAUSE
Kornai-2018-1400-851	851	795	paint	V	3122	PAINT (SOMETHING)	fest	pingo	malować	=AGT CAUSE[=PAT[liquid] COVER surface, =PAT[picture] ON surface], liquid HAS colour, decorate, INSTRUMENT brush
Kornai-2018-1400-852	852	1929	pair	N	1888	PAIR	pár	bini	para	two, similar
Kornai-2018-1400-853	853	719	pale	A			fakó	gilvus	blady	white, skin
Kornai-2018-1400-854	854	1940	paper	N	648	PAPER	papír	charta	papier	material, FROM/2742 wood, flexible, sheet, HAS two(side)
Kornai-2018-1400-855	855	2266	parent	N			szülő	parens	rodzic	MAKE child
Kornai-2018-1400-856	856	1943	park	N			park	horti	park	area/2366, land, public, lack(building), rest IN/2758, beautiful, natural, grass IN/2758, tree PART_OF, IN/2758 <town>, walk IN/2758, play IN/2758, lack(building) AT
Kornai-2018-1400-857	857	1944	parliament	N			parlament	senatus	sejm	state/76 HAS, FOR/2782 nation, MAKE law, HAS power
Kornai-2018-1400-858	858	1997	part	N	779	PART	rész	pars	czéść	part_of
Kornai-2018-1400-859	859	1948	participle	N			participium	participium	imiesłów	
Kornai-2018-1400-860	860	568	particular	A			egyes	singularis	pewien	
Kornai-2018-1400-861	861	354	party	N	131	FESTIVAL	buli	orgia	zabawa	event, people AT/2744, FOR/2782 pleasure, eat AT/2744, drink AT/2744, dance AT/2744
Kornai-2018-1400-862	862	102	pass	V	1951	PASS	átenged	transmitto	przepuścić	=AGT LET/971[=DAT HAS =PAT]
Kornai-2018-1400-863	863	2480	passage	N			út	iter	przejście	
Kornai-2018-1400-864	864	1732	past	N			múlt	praeterita	przeszłość	period, PART_OF time, present FOLLOW
Kornai-2018-1400-865	865	2132	pastry	N			sütemény	panificium	wypiek	
Kornai-2018-1400-866	866	1704	pattern	N	2988	PATTERN	minta	exemplum	wzór	structure, ' RESEMBLE, repeat
Kornai-2018-1400-867	867	237	pay	N			bér	pretium	pensja	money, =POSS[work[before]], after(=POSS HAS)
Kornai-2018-1400-868	868	812	pay	V	718	PAY	fizet	persolvo	płacić	=AGT CAUSE[=DAT HAS money], buy, =AGT PART_OF exchange
Kornai-2018-1400-869	869	805	penny	N			fillér	nummulus	pens	cent
Kornai-2018-1400-870	870	1762	people	N	789	PEOPLE	nép	populus	ludzie	human(group)
Kornai-2018-1400-871	871	642	perform	V			előad	ago	grać	action, ' SEE, public, play
Kornai-2018-1400-872	872	2277	perhaps	D	2278	PERHAPS	tán	forsitan	moźe	
Kornai-2018-1400-873	873	1123	period	N	508	PERIOD	időtartam	tempestas	okres	time, =POSS IN/2758 time, =POSS FROM/1838 ' , =POSS TO/2743 '
Kornai-2018-1400-874	874	3015	permanent	A			állandó			lack(change)
Kornai-2018-1400-875	875	2185	person	N	683	PERSON	személy	persona	osoba	man/659
Kornai-2018-1400-876	876	265	petrol	N	2344	PETROL	benzin	benzina	benzyna	liquid, engine INSTRUMENT, can/1246(explode)
Kornai-2018-1400-877	877	3525	petroleum	N	650	PETROLEUM	petroleum	benzinum	paliwo	
Kornai-2018-1400-878	878	1243	photograph	N	3123	PHOTOGRAPH (SOMETHING)	kép	photographia	zdjécie	image, camera MAKE
Kornai-2018-1400-879	879	1721	phrase	N			mondat	sententia	fraza	sign, AT/2744 text, HAS word
Kornai-2018-1400-880	880	2809	physical	A			fizikai	corporalis	fizyczny	body HAS
Kornai-2018-1400-881	881	785	pick	V	2148	PICK	felvesz	tollo	podnosić	=AGT CAUSE[=PAT AT/2744 =AGT], after(use)
Kornai-2018-1400-882	882	1244	picture	N	2401	PICTURE	kép	pictura	obraz	image
Kornai-2018-1400-883	883	449	piece	N	594	PIECE	darab	pars	kawałek	thing, small, IN/2758 =POSS[large]
Kornai-2018-1400-884	884	1591	pig	N	1337	PIG	malac	porcus	świnia	mammal, HAS short(leg), HAS short(hair/3359), dig, <AT/2744 farm>, young
Kornai-2018-1400-885	885	418	pipe	N	1124	PIPE	cső	fistula	rura	artefact, space/2327 IN/2758, cylinder, fluid[move] IN/2758
Kornai-2018-1400-886	886	1026	place	N	723	PLACE (POSITION)	hely	locus	miejsce	point, ' AT/2744
Kornai-2018-1400-887	887	2326	place	N			tér	forum	plac	thing IN/2758, empty, [three(dimension)] IN/2758
Kornai-2018-1400-888	888	3052	plain	A			egyszerű			simple
Kornai-2018-1400-889	889	2089	plain	A			sík	planus	równy	
Kornai-2018-1400-890	890	2369	plan	N	3630	PLAN	terv	propositum	plan	after(structure)
Kornai-2018-1400-891	891	2807	plane	N	1597	AIRPLANE	repülő	aeroplanum	samolot	vehicle, fly, HAS two(wing), <HAS engine>
Kornai-2018-1400-892	892	2090	plane	N			sík	planum	płaszczyzna	flat
Kornai-2018-1400-893	893		planet	N			égitest			object, IN space/2509
Kornai-2018-1400-894	894	2792	plant	N	653	PLANT (VEGETATION)	növény	planta	roślina	live, lack(move), HAS many(leaf), HAS root, AT/2744 earth
Kornai-2018-1400-895	895	2495	plant	V	1486	PLANT (SOMETHING)	ültet	sero	sadzić	
Kornai-2018-1400-896	896	144	plastic	A			alakítható	formabilis/qui formari potest	elastyczny	material, HAS shape, shape[can/1246(change)], <artificial>
Kornai-2018-1400-897	897	2279	plate	N	480	PLATE	tányér	catinus	talerz	artefact, flat, <round>, <food ON>
Kornai-2018-1400-898	898	1175	play	V	1413	PLAY	játszik	ludo	bawić sié	game
Kornai-2018-1400-899	899	1288	pleasant	A			kellemes	iucundus	przyjemny	nice
Kornai-2018-1400-900	900	2378	please	V	1271	DELIGHT	tetszik	place/́0̈6	zadowalać	=AGT CAUSE[=DAT HAS joy]
Kornai-2018-1400-901	901	1236	pleasure	N	3916	PLEASURE	kéj	voluptas	przyjemność	nice
Kornai-2018-1400-902	902	2405	plural	A			többes	pluralis	mnogi	more, PART_OF language
Kornai-2018-1400-903	903	2607	poem	N			vers	versus	wiersz	art, text, <metrical>, poet WRITE
Kornai-2018-1400-904	904	1969	point	N			pont	punctum	punkt	degree
Kornai-2018-1400-905	905	336	pole	N	281	POST	bot	pertica	pal	artefact, long, upright, cylinder
Kornai-2018-1400-906	906	2014	police	N			rendőrség	disciplinae publicae praefectura	policja	government HAS, control, FOR/2782 law, CAUSE[lack(crime)]
Kornai-2018-1400-907	907	2516	polite	A	3300	POLITE	udvarias	comis	uprzejmy	CONFORM society/2285
Kornai-2018-1400-908	908	1965	political	A			politikai	civilis	polityczny	politics
Kornai-2018-1400-909	909	1964	politics	N			politika	consilium	polityka	science, LEAD/2617 nation
Kornai-2018-1400-910	910	1614	pool	N			medence	piscina	basen	water IN/2758, <swim> IN/2758, <play> IN/2758
Kornai-2018-1400-911	911	1763	popular	A			nép-	popularis	popularny	many LIKE/3382
Kornai-2018-1400-912	912	1338	port	N	610	PORT	kikötő	portus	port	place/1026, AT/2744 water, ship IN/2758, load AT/2744
Kornai-2018-1400-913	913	1027	position	N			hely	locus	miejsce	place/1026
Kornai-2018-1400-914	914	297	possess	V			birtokol	possideo	posiadać	=AGT HAS =PAT
Kornai-2018-1400-915	915	1525	possible	A			lehetséges	possibilis	moźliwy	LET/971, can/1246
Kornai-2018-1400-916	916	75	post	N			állás	locus/munus	stanowisko	
Kornai-2018-1400-917	917	2740	post	N	281	POST	pózna	asser	słup	artefact, solid, upright, AT/2744 ground, <wood>
Kornai-2018-1400-918	918	2741	post	N	167	MAIL	posta	cursorium	poczta	mail
Kornai-2018-1400-919	919	852	pound	N			font	libra	funt	<weight>, measure
Kornai-2018-1400-920	920	1831	pound	N			ól	stabulum	chlew	
Kornai-2018-1400-921	921	1971	powder	N	3368	POWDER	por	pulvis	puder	substance, more(particle)
Kornai-2018-1400-922	922	684	power	N	2526	POWER	erő	vis	moc	CAUSE physical(change)
Kornai-2018-1400-923	923	979	power	V			hajt	propello	napédzać	
Kornai-2018-1400-924	924	3531	powerful	N	3001	POWERFUL	erős	potens	mocny	
Kornai-2018-1400-925	925	2947	practice	N			gyakorlat	exercitatio	ćwiczenie	real, lack, frequent
Kornai-2018-1400-926	926	2512	practice	V			űz	exerceo	praktykować	
Kornai-2018-1400-927	927	1260	prepare	V	2909	PREPARE	készít	apparo	przygotowywać	=AGT[ready[after]]
Kornai-2018-1400-928	928	263	present	V	2982	GIFT	bemutat	introduco	przedstawić	=AGT CAUSE[=DAT SEE =PAT]
Kornai-2018-1400-929	929	1637	preserve	V	1997	PRESERVE	megőriz	conservo	konserwować	=AGT CAUSE[=PAT[<lack(injure)>,lack(change)]]
Kornai-2018-1400-930	930	1818	press	V	1913	PRESS	nyom	premo	naciskać	touch, =AGT CAUSE[=PAT AT/2744 surface]
Kornai-2018-1400-931	931	86	price	N	657	PRICE	ár	pretium	cena	amount, ' PAY/812, AT/2744 exchange
Kornai-2018-1400-932	932	652	principle	N			elv	ratio	zasada	basic(rule)
Kornai-2018-1400-933	933	1819	print	V			nyomat	imprimo	drukować	CAUSE[ [text,ink] ON surface], INSTRUMENT machine
Kornai-2018-1400-934	934	312	prison	N	1281	PRISON	börtön	carcer	wiézienie	building, must[people IN/2758], people[lack(free)]
Kornai-2018-1400-935	935	1578	private	A			magán	privatus	priwatny	lack(public), [one(person)] USE
Kornai-2018-1400-936	936	2785	problem	N	2425	PROBLEM	probléma	problem	problem	situation, difficult, after(solve)
Kornai-2018-1400-937	937	2791	process	N	3970	PROCESS	folyamat	processus	proces	series, action, change, <HAS result>
Kornai-2018-1400-938	938	93	produce	N			áru	merx	towary	
Kornai-2018-1400-939	939	2363	produce	V	2886	PRODUCE	termel	procreo	produkować	make
Kornai-2018-1400-940	940	2254	product	N			szorzat	summa quae ex multiplicatione effecta est	iloczyn	
Kornai-2018-1400-941	941	2359	product	N			termék	fructus	produkt	artefact, before(IN/2758 factory), after(' SELL)
Kornai-2018-1400-942	942	2948	programme	N			műsor	programma	program	plan, action, IN/2758 television
Kornai-2018-1400-943	943	2993	progress	N			halad	progredior	postépować	ER past
Kornai-2018-1400-944	944	1106	promise	V	1675	PROMISE	ígér	polliceor	obiecywać	=AGT SAY[after(=AGT DO)]
Kornai-2018-1400-945	945	1030	proper	A			helyes	iustus	poprawny	perfect, AT/2744 situation
Kornai-2018-1400-946	946	2593	protect	V	2900	PROTECT	véd	tueor	chronić	=AGT CAUSE[=PAT[safe], lack(harm)]
Kornai-2018-1400-947	947	1906	protection	N			oltalom	praesidium	ochrona	protect
Kornai-2018-1400-948	948	3007	protest	V			tiltakozik	adclamo	protesować	=AGT SHOW[=AGT THINK[=OBL[wrong]]], public
Kornai-2018-1400-949	949		proton	N			proton			particle, PART_OF atom
Kornai-2018-1400-950	950	1127	prove	V			igazol	demonstro	udowadniać	after(other(people) KNOW =PAT[true]), INSTRUMENT real
Kornai-2018-1400-951	951	114	provide	V			ad	praebeo	zapewnić	supply
Kornai-2018-1400-952	952	1407	public	A			köz-	publicus	publiczny	lack(private), every(people) HAS
Kornai-2018-1400-953	953	1096	pull	V	1455	PULL	húz	vello	ciagnáć	=AGT CAUSE[=PAT AT/2744 =AGT]
Kornai-2018-1400-954	954	791	punish	V	3649	PUNISH	fenyít	castigo	karać	=AGT HAS authority, before(=PAT DO bad), =AGT CAUSE[=PAT[suffer]]
Kornai-2018-1400-955	955	365	purpose	N			cél	propositum	cel	" WANT"
Kornai-2018-1400-956	956	2424	push	V	1452	PUSH	tol	promoveo	pchać	move, =AGT CAUSE[=PAT[away]]
Kornai-2018-1400-957	957	2374	put	V	998	PUT	tesz	pono	kłaść	=AGT CAUSE[=PAT AT/2744 =TO], =AGT MOVE =PAT, =PAT[object]
Kornai-2018-1400-958	958	1699	quality	N			minőség	qualitas	jakość	good, =POSS[good], characteristic, inherent
Kornai-2018-1400-959	959	1667	quantity	N			mennyiség	quantitas	ilość	much, <large>
Kornai-2018-1400-960	960	2315	quantity	N			tartam	spatium	ilość	
Kornai-2018-1400-961	961	1353	queen	N	1306	QUEEN	királynő	regina	królowa	woman, monarch
Kornai-2018-1400-962	962	1252	question	N	3268	QUESTION	kérdés	quaestio	pytanie	communicate, ASK <reply>
Kornai-2018-1400-963	963	941	quick	A	1631	FAST	gyors	celer	szybki	NEED [short (time)]
Kornai-2018-1400-964	964	986	quiet	A	1314	QUIET	halk	submissus	cichy	lack(noise)
Kornai-2018-1400-965	965	716	race	N			faj	species	rasa	human(type), parent CAUSE, human HAS physical(characteristic), human HAS characteristic(hair/3359), human HAS skin, skin HAS characteristic(colour)
Kornai-2018-1400-966	966	1982	radio	N	1315	RADIO	rádió	radiophonum	radio	device, wave IN/2758 air, communicate, device MAKE sound/993, programme IN/2758, broadcast
Kornai-2018-1400-967	967	698	rain	N	658	RAIN (PRECIPITATION)	eső	pluvia	deszcz	water, FROM/2742 atmosphere, fall/2694, many(drop), weather
Kornai-2018-1400-968	968	661	raise	V	501	LIFT	emel	elevo	unieść	lift
Kornai-2018-1400-969	969	1788	raise	V	2134	RAISE (BRING UP)	nevel	educo	wychowywać	
Kornai-2018-1400-970	970	2367	range	N			terület	spatium	zasiég	many, BETWEEN ' , different
Kornai-2018-1400-971	971	1992	rank	N			rang	dignitas	ranga	position, IN/2758 organization, official, IN/2758 <army>, IN/2758 <police>, IN/2758 <navy>
Kornai-2018-1400-972	972	2111	rather	D			sőt	immo	raczej	ER =REL
Kornai-2018-1400-973	973	1811	raw	A	1959	RAW	nyers	crudus	surowy	after(make FROM/2742), natural
Kornai-2018-1400-974	974	604	reach	V			elér	attingo	osiégnáć	after(=AGT AT/2744)
Kornai-2018-1400-975	975	2992	react	V			reagál	reageo	reagować	before(other)
Kornai-2018-1400-976	976	1908	read	V	724	READ	olvas	lego	czytać	=AGT CAUSE[meaning IN/2758 mind], =PAT[written] HAS meaning, =AGT HAS mind
Kornai-2018-1400-977	977	1258	ready	A	790	READY	kész	absolutus	gotowy	=TO[can/1246, immediately]
Kornai-2018-1400-978	978	1126	real	A	1657	TRUE	igazi	verus	prawdziwy	exist
Kornai-2018-1400-979	979	2956	realize	V			észre vesz	intelligo	zauwaz̈yć	after(know)
Kornai-2018-1400-980	980	1892	reason	N	2968	REASON	ok	ratio	powód	CAUSE =POSS
Kornai-2018-1400-981	981	1225	receive	V	694	GET	kap	nanciscor	dostawać	get/1223
Kornai-2018-1400-982	982	2027	record	V			rögzít	describo	nagrywać	=PAT[information, permanent[after]]
Kornai-2018-1400-983	983	2658	red	N	156	RED	vörös	ruber	czerwony	colour, warm, fire HAS colour, blood HAS colour, RESEMBLE anger
Kornai-2018-1400-984	984	2147	regular	A			szabályos	ordinatus	zwykły	CONFORM rule
Kornai-2018-1400-985	985	2796	relate	V			kapcsolatos			=AGT AT/2744 relation
Kornai-2018-1400-986	986	3544	relationship	N			viszony	affinitas	zwiázek	
Kornai-2018-1400-987	987	1496	relax	V			lazít	relaxo	relaksować sié	after(loose)
Kornai-2018-1400-988	988	2580	religion	N	661	RELIGION	vallás	religio	religia	system, faith HAS
Kornai-2018-1400-989	989	2581	religious	A			vallásos	religiosus	religijny	HAS religion, HAS faith
Kornai-2018-1400-990	990	667	remember	V	707	REMEMBER	emlékezik	memini	pamiétać	=PAT IN/2758 mind, =AGT HAS mind
Kornai-2018-1400-991	991	650	remove	V			eltávolít	aufero	usunáć	=AGT CAUSE[lack(=PAT) AT =FROM]
Kornai-2018-1400-992	992	1630	repair	V	2243	REPAIR	megjavít	emendo	naprawiać	=AGT CAUSE[=PAT[perfect]], before(damage)
Kornai-2018-1400-993	993	1042	report	N			hír	nuntius	raport	information, ABOUT recent(event), detail IN/2758
Kornai-2018-1400-994	994	1741	represent	V			mutat	monstro	pokazywać	sign HAS meaning, =AGT[sign], =PAT[meaning]
Kornai-2018-1400-995	995	1251	request	V	1828	ASK (REQUEST)	kér	rogo	źádać	=AGT EXPRESS[=AGT WANT[=AGT HAS =PAT]]
Kornai-2018-1400-996	996	2392	respect	V	385	RESPECT (SOMEBODY)	tisztel	observo	szanować	feeling, quality CAUSE, =PAT HAS quality
Kornai-2018-1400-997	997	766	responsible	A			felelős	cui ratio reddenda est	odpowiedzialny	HAS control, HAS authority, HAS blame
Kornai-2018-1400-998	998	1959	rest	U	168	REST	pihen	quiesco	odpoczywać	relax, lack(work), FOR [=AGT HAS energy], =AGT[tired[before]]
Kornai-2018-1400-999	999	679	result	N	3969	RESULT	eredmény	eventus	wynik	action CAUSE, favourable
Kornai-2018-1400-1000	1000	2641	return	V			visszaad	reddo	zwracać	=AGT CAUSE back/2639
Kornai-2018-1400-1001	1001	2643	return	U	581	COME BACK	visszatér	revertor	wracać	back/2639
Kornai-2018-1400-1002	1002	1555	ride	U	367	RIDE	lovagol	equito	jeździć konno	travel, =AGT ON <horse>, INSTRUMENT <horse>
Kornai-2018-1400-1003	1003	1191	right	N			jó	bonus	właściwy	CONFORM justice, lack(wrong)
Kornai-2018-1400-1004	1004	1199	right	N	1019	RIGHT	jobb	dextra	prawy	side, lack(left)
Kornai-2018-1400-1005	1005	3122	right	N			jog	jus	prawo	law
Kornai-2018-1400-1006	1006	2735	ring	U	2875	RING (MAKE SOUND)	cseng	tinnit	dzwonić	bell MAKE sound/993, FOR/2782 attention, <bell PART_OF telephone>
Kornai-2018-1400-1007	1007	402	ring	N	1374	RING	gyűrű	anulus	pierścionek	artefact, metal, circle, AT/2744 finger
Kornai-2018-1400-1008	1008	665	rise	U	568	RISE (MOVE UPWARDS)	emelkedik	ascendo	wznosić sié	after(=PAT AT/2744 high(position)), =PAT[stand[after]]
Kornai-2018-1400-1009	1009	1420	risk	N			kockázat	periculum	ryzyko	can/1246(harm)
Kornai-2018-1400-1010	1010	848	river	N	666	RIVER	folyó	fluvius	rzeka	natural, stream, HAS water, IN/2758 valley
Kornai-2018-1400-1011	1011	2481	road	N	667	ROAD	út	via	droga	way, HAS hard (surface), vehicle ON
Kornai-2018-1400-1012	1012	2214	rock	N	668	ROCK	szikla	rupes	skała	stone, IN/2758 nature
Kornai-2018-1400-1013	1013	2962	romantic	A			romantikus	romanticus	romantyczny	feeling[<love>] AT/2744, lack(real)
Kornai-2018-1400-1014	1014	2376	roof	N	769	ROOF	tető	tectum	dach	top, PART_OF house
Kornai-2018-1400-1015	1015	1028	room	N			hely	locus	miejsce	
Kornai-2018-1400-1016	1016	2235	room	N	1450	ROOM	szoba	conclave	pokój	place/1026, HAS more(wall), PART_OF building, HAS floor
Kornai-2018-1400-1017	1017	1396	rope	N	1218	ROPE	kötél	restis	lina	artefact, long, flexible
