ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH_FAMILIARITY_MEAN	ENGLISH_PAIN_MEAN	ENGLISH_OLFACTORY_MEAN	ENGLISH_COLOR_MEAN	ENGLISH_GUSTATORY_MEAN	ENGLISH_AUDITORY_MEAN	ENGLISH_GRASP_MEAN	ENGLISH_MOTION_MEAN
Amsel-2012-559-245	245	harpoon			5.89	7.17	2	2.32	1.33	3.6	4.43	4.64
Amsel-2012-559-246	246	harpsichord			4.78	2.22	1.83	2.73	2.3	4.8	3.64	2.95
Amsel-2012-559-247	247	hatchet	677	AXE	6.39	6	1.5	2	1.35	3.88	6	4.23
Amsel-2012-559-248	248	hawk	307	HAWK	07.05	4.61	3.22	3.68	2.19	4.92	3.7	6.75
Amsel-2012-559-249	249	helicopter	2580	HELICOPTER	7.31	4.75	2.8	3.38	1.4	7.55	1.55	6.82
Amsel-2012-559-250	250	helmet	1680	HELMET	7.2	1.88	1.68	4.5	1.81	1.67	6.15	02.05
Amsel-2012-559-251	251	highlighter			7.58	1.73	4.77	7.55	1.45	1.61	7	03.08
Amsel-2012-559-252	252	hoe	284	HOE	6.5	4.92	1.5	2.78	1.35	2.55	5.24	4
Amsel-2012-559-253	253	honeydew			7.25	1.36	5.57	6.33	7.26	1.36	5.57	2.1
Amsel-2012-559-254	254	hook	1071	HOOK	07.01	06.09	1.38	2.18	1.58	1.3	6.38	1.95
Amsel-2012-559-255	255	hornet	3261	HORNET	6.98	5.61	1.5	5.12	1.3	4	2.5	6.58
Amsel-2012-559-256	256	horse	615	HORSE	7.34	4.83	6.45	3.76	03.05	5.12	1.71	6.2
Amsel-2012-559-257	257	house	1252	HOUSE	7.65	2.33	2.55	3.91	1.25	2.27	1.3	1.32
Amsel-2012-559-258	258	housefly	1504	FLY (INSECT)	7.41	2	2.32	2.74	1.36	2.75	3.83	7.29
Amsel-2012-559-259	259	husky			07.06	04.04	04.04	4.29	2.32	5.68	2.59	6
Amsel-2012-559-260	260	hut	1678	HUT	6.76	2.26	3.14	2.48	1.52	1.95	1.17	1.23
Amsel-2012-559-261	261	hyena	1799	HYENA	6.62	6.36	4.33	3.64	2.35	6.15	1.36	6.64
Amsel-2012-559-262	262	iguana	1578	IGUANA	6.65	3.59	2.56	6.46	2.55	2.54	4	4.91
Amsel-2012-559-263	263	inn			07.02	1.26	2.88	2.55	02.04	2.3	1.22	01.08
Amsel-2012-559-264	264	jacket	2770	JACKET	7.58	2.13	2.36	4.8	1.59	1.75	07.09	1.95
Amsel-2012-559-265	265	jar	4135	JAR	7.48	2.88	2.29	2.36	2	1.96	6.57	1.21
Amsel-2012-559-266	266	jeans			7.77	1.81	2.52	4.63	1.83	1.69	6.47	3.61
Amsel-2012-559-267	267	jeep			7.4	4.77	2.93	4.36	1.44	5.88	1.57	6.52
Amsel-2012-559-268	268	jet			7	5.21	3.22	2.86	1.5	7.82	1.23	07.04
Amsel-2012-559-269	269	kettle	854	KETTLE	7.21	4.17	2.65	3.28	2.1	5.14	5.75	2
Amsel-2012-559-270	270	key	1472	KEY	7.59	2.3	1.65	3.42	1.5	2	7.7	2.83
Amsel-2012-559-271	271	kite	4032	KITE (TOY)	7.28	2.13	1.38	6.39	1.68	1.89	5.95	6.74
Amsel-2012-559-272	272	knife	1352	KNIFE	7.55	7.1	1.65	3	1.92	2.58	7	3.7
Amsel-2012-559-273	273	ladle	2657	LADLE	6.72	2.64	1.83	02.09	2.45	1.78	7.32	3
Amsel-2012-559-274	274	ladybug	3139	LADYBUG	7.35	1.38	1.42	07.09	1.86	1.23	5.73	5.75
Amsel-2012-559-275	275	lamb	820	LAMB	07.03	2.23	4.67	1.96	6	4.28	02.09	5.68
Amsel-2012-559-276	276	lamp	625	LAMP	7.65	2.43	1.21	4.96	2.14	1.65	5.64	1.52
Amsel-2012-559-277	277	lantern	4025	LANTERN	7.16	3.35	2.86	5.82	1.63	1.45	6.68	2.12
Amsel-2012-559-278	278	lava			6.35	7.13	3.95	7.19	1.5	4.18	1.68	5.91
Amsel-2012-559-279	279	lemon	3091	LEMON	7.74	2.1	6.88	7.26	5.38	1.13	7.79	1.43
Amsel-2012-559-280	280	leopard	1139	LEOPARD	6.75	5.9	2.81	6.44	2.81	5.36	01.09	6.83
Amsel-2012-559-281	281	leotards			6.61	02.04	1.79	05.09	1.5	1.25	6.52	1.91
Amsel-2012-559-282	282	letter	1612	LETTER	7.52	2.76	1.68	2.18	2.48	1.37	6.86	2
Amsel-2012-559-283	283	lettuce	3729	LETTUCE	7.53	1.48	2.88	5.3	06.04	1.29	6.86	1.26
Amsel-2012-559-284	284	level	3469	LEVEL	6.84	1.88	1.57	1.82	1.88	1.41	3.39	1.43
Amsel-2012-559-285	285	lifejacket			7.19	1.67	2.29	7.29	1.71	1.17	5.96	3.7
Amsel-2012-559-286	286	lightbulb	4000	LIGHTBULB	7.55	3.19	1.52	6.41	1.71	2.13	7	1.25
Amsel-2012-559-287	287	lime	982	LIME (FRUIT)	7.62	2.88	06.04	6.76	5.8	1.46	7.42	1.65
Amsel-2012-559-288	288	limousine			7.23	2.96	02.08	3.1	1.32	4.26	1.71	6.25
Amsel-2012-559-289	289	lion	1386	LION	7.26	6.48	4.81	4.83	2.35	6.58	1.32	6.56
Amsel-2012-559-290	290	lipstick	3093	LIPSTICK	7.38	1.33	3.76	7.32	2.95	1.38	7.19	2.21
Amsel-2012-559-291	291	lizard	632	LIZARD	7.13	2.4	2.2	06.04	1.91	2.18	4.77	5.35
Amsel-2012-559-292	292	lobster	2397	LOBSTER	7.36	4.91	4.86	6.29	6.67	2.63	4.92	5.23
Amsel-2012-559-293	293	lollipop			7.62	1.46	4.18	6.88	7.65	2.27	7.67	1.68
Amsel-2012-559-294	294	machete	2680	MACHETE	6.21	7.39	1.61	2.17	1.7	3.78	6	3.17
Amsel-2012-559-295	295	mackerel			5.61	2.1	5.17	3.52	5.29	2.12	5.54	5.17
Amsel-2012-559-296	296	magazine			7.62	2.36	3	06.05	2	2.26	6.86	2.36
Amsel-2012-559-297	297	mandarin	2367	MANDARINE	6.93	1.64	5.6	5.74	5.74	1.9	5.52	2.13
Amsel-2012-559-298	298	marble			7.38	3.5	1.5	5.22	2.42	2.74	7.22	4.44
Amsel-2012-559-299	299	mat	195	MAT	7.31	1.6	2.13	03.08	1.57	1.41	5.17	1.42
Amsel-2012-559-300	300	medal	4136	MEDAL	7.3	3.14	2.23	4.9	1.52	1.57	6.38	1.81
Amsel-2012-559-301	301	menu			7.69	02.09	1.96	3.5	1.91	1.58	6.78	1.41
Amsel-2012-559-302	302	microscope	4016	MICROSCOPE	7.23	02.05	1.82	2.64	2.13	1.44	4.82	1.35
Amsel-2012-559-303	303	microwave			7.72	2.43	3.17	2.52	1.43	4.26	03.09	2.87
Amsel-2012-559-304	304	minnow			05.02	1.95	2.83	2.48	2.78	2.43	4.39	5.35
Amsel-2012-559-305	305	mirror	1171	MIRROR	7.42	03.09	1.63	3.35	1.76	1.67	4.84	1.48
Amsel-2012-559-306	306	missile			6.39	7.24	2.72	2.61	1.55	7.53	1.55	6.48
Amsel-2012-559-307	307	mittens	867	GLOVE	7.26	01.09	1.36	4.82	1.69	1.14	6.62	2.5
Amsel-2012-559-308	308	mixer			07.02	3.5	2.38	2.45	2.43	5.95	5.25	4.46
Amsel-2012-559-309	309	moon	1313	MOON	7.52	1.39	1.32	05.05	1.65	01.05	1	4.68
Amsel-2012-559-310	310	moose	1772	ELK	6.71	4.36	4.43	3.71	3.56	4.43	1.62	4.91
Amsel-2012-559-311	311	moss	637	MOSS	6.88	1.52	3.67	05.04	1.7	01.05	4.63	1.32
Amsel-2012-559-312	312	moth	2828	MOTH	7.16	1.5	1.67	1.79	1.3	1.91	5.5	6.86
Amsel-2012-559-313	313	motorcycle	638	MOTORCYCLE	7.43	6.22	05.04	5.16	1.92	7.55	1.57	6.67
Amsel-2012-559-314	314	mug	4137	MUG	7.52	2	1.75	3.2	2.18	2.22	7.38	2.6
Amsel-2012-559-315	315	mural			7.24	1.56	02.05	6.88	1.58	01.09	1.86	1.14
Amsel-2012-559-316	316	mushroom	641	MUSHROOM	7.31	2.23	3.81	02.08	6.5	1.43	7	1.18
Amsel-2012-559-317	317	muzzle	2200	SNOUT	6.38	3.5	1.95	3.14	1.75	2.56	6.82	2.41
Amsel-2012-559-318	318	napkin			7.54	1.13	1.68	2.3	2.92	1.24	07.05	02.05
Amsel-2012-559-319	319	necklace	1961	NECKLACE	7.51	2.67	1.36	5.15	1.87	1.58	7.43	2.36
Amsel-2012-559-320	320	nectarine			7.54	1.67	4.68	6.68	6.9	1.32	7.5	1.76
Amsel-2012-559-321	321	nickel			7.64	1.77	2.96	03.08	1.5	02.09	7.6	2.22
Amsel-2012-559-322	322	nightgown			7.3	1.14	1.91	3.96	2.48	1.16	6.59	2.6
Amsel-2012-559-323	323	oak	644	OAK	07.01	2.52	3.96	3.33	2.96	1.23	2.41	1.72
Amsel-2012-559-324	324	octopus	2581	OCTOPUS	6.84	4.29	4.29	4.96	5.23	1.81	2.52	06.04
Amsel-2012-559-325	325	olive	1154	OLIVE	7.28	1.46	4.42	4.1	5.28	1.14	7.95	1.29
Amsel-2012-559-326	326	onion	2366	ONION	7.58	3	07.09	3.5	5	1.5	7.37	1.41
Amsel-2012-559-327	327	orange	2627	ORANGE (FRUIT)	7.76	1.48	5.95	7.33	7.61	1.64	7.4	1.64
Amsel-2012-559-328	328	oriole			4.1	2.35	2.95	3.18	3.3	2.54	2.55	3.81
Amsel-2012-559-329	329	ostrich	3797	OSTRICH	6.78	4.1	3.59	4.21	3.95	4.33	1.36	5.67
Amsel-2012-559-330	330	otter	15	OTTER	7	2.64	3.77	2.87	2.74	3.91	2.46	6.16
Amsel-2012-559-331	331	oven	1143	OVEN	7.56	05.04	4.6	2.41	1.7	2.63	1.88	1.2
Amsel-2012-559-332	332	owl	735	OWL	7.15	2.81	3.38	3.43	2.58	4.42	03.09	5.64
Amsel-2012-559-333	333	ox	1169	OX	6.7	4.48	05.09	3.22	3.15	4.53	1.64	5.54
Amsel-2012-559-334	334	paintbrush	3094	PAINTBRUSH	7.23	1.67	3.22	3.96	1.71	1.67	7.33	4.59
Amsel-2012-559-335	335	pajamas			7.47	01.09	1.91	5.82	1.8	01.05	6.45	1.35
Amsel-2012-559-336	336	pan	31	PAN	7.51	3.77	3.26	02.05	1.7	3.35	7.3	2.46
Amsel-2012-559-337	337	panther	1139	LEOPARD	6.61	6.4	2.64	5.48	2.95	5.25	1.1	6.96
Amsel-2012-559-338	338	pants	809	TROUSERS	7.63	1.78	02.05	4.48	1.92	1.31	07.05	3.38
Amsel-2012-559-339	339	paperclip			7.43	2.43	1.35	2.44	1.96	1.62	7.2	1.63
Amsel-2012-559-340	340	parakeet	886	PARAKEET	6.88	3.28	4.48	7.25	2.83	6	05.04	5.86
Amsel-2012-559-341	341	parka			6.43	1.86	2.2	4	1.96	1.54	5.77	2.58
Amsel-2012-559-342	342	parrot	882	PARROT	7.24	3.32	05.05	7.22	2.96	5.6	3.91	5.52
Amsel-2012-559-343	343	parsley	4061	PARSLEY	07.08	1.85	5.91	5.16	5.96	1.26	7	1.7
Amsel-2012-559-344	344	partridge	3681	PARTRIDGE	05.01	2.54	2.52	3	3	3.5	2.63	4.5
Amsel-2012-559-345	345	peach	2043	PEACH	7.69	1.59	4.91	6.2	7.4	1.26	7.76	1.5
Amsel-2012-559-346	346	peacock	3382	PEACOCK	6.83	03.05	3.56	7.57	03.04	4.2	1.73	5.83
Amsel-2012-559-347	347	pear	922	PEAR	7.6	1.95	3.79	5.33	6.5	1.5	7.63	1.43
Amsel-2012-559-348	348	pearl	3325	PEARL	7.28	1.59	1.17	4	2.38	01.04	7.43	2.17
Amsel-2012-559-349	349	peas	2025	PEA	7.56	1.3	2.67	5.35	6.22	1.23	07.09	2
Amsel-2012-559-350	350	peg	361	PEG	6.22	3.14	1.5	2.22	1.9	1.91	6.43	2.33
Amsel-2012-559-351	351	pelican	472	PELICAN	6.73	3.58	3.67	4.13	03.05	4.68	1.95	5.88
Amsel-2012-559-352	352	pen	794	PEN	7.68	03.05	1.88	3.9	1.48	2.16	7.62	4.82
Amsel-2012-559-353	353	pencil	2578	PENCIL	7.62	03.09	2.88	04.09	2.11	1.73	07.05	4.68
Amsel-2012-559-354	354	penguin	2831	PENGUIN	7.2	2.36	3.52	3.95	2.4	3.79	1.87	6.28
Amsel-2012-559-355	355	penny			7.61	1.59	2.45	3.79	1.77	1.86	8	1.84
Amsel-2012-559-356	356	pepper	1385	PEPPER	7.6	3.52	6.44	4.19	6.26	1.56	07.05	1.26
Amsel-2012-559-357	357	perch	2966	PERCH (FISH)	5.73	2.43	3.1	2.57	02.09	1.64	3.16	2.26
Amsel-2012-559-358	358	pheasant	3060	PHEASANT	5.69	2.6	3.67	3.36	4.45	3.96	2.5	4.74
Amsel-2012-559-359	359	piano	3994	PIANO (INSTRUMENT)	7.52	03.09	02.05	03.08	1.83	6.12	1.5	3
Amsel-2012-559-360	360	pickle			7.53	1.74	6.39	4.85	5.45	1.42	7.95	1.75
Amsel-2012-559-361	361	pie			7.61	1.82	6.43	4.64	7.5	1.88	06.05	1.63
Amsel-2012-559-362	362	pier			7.2	1.86	3.79	2.67	1.27	2.7	2	1.33
Amsel-2012-559-363	363	pig	1337	PIG	7.15	3.21	5.26	05.05	4.91	4.63	1.77	5.13
Amsel-2012-559-364	364	pigeon	1853	DOVE	7.35	2.67	3.82	2.83	03.08	4.18	4.11	07.04
Amsel-2012-559-365	365	pillow	1044	PILLOW	7.5	1.52	1.77	03.05	1.91	1.87	5.67	02.05
Amsel-2012-559-366	366	pin	64	PIN	7.36	5.17	1.22	2.45	1.96	1.25	07.09	1.43
Amsel-2012-559-367	367	pine	1740	PINE	07.02	3.17	6.19	4.74	2.29	2.13	3.87	1.38
Amsel-2012-559-368	368	pineapple	2440	PINEAPPLE	7.56	2.41	6.17	6.57	7.12	1.61	6.79	1.83
Amsel-2012-559-369	369	pistol	3881	PISTOL	6.96	7.32	2.67	2.88	1.65	6.95	7	3.96
Amsel-2012-559-370	370	plate	480	PLATE	7.68	3.3	2.43	3.13	1.59	3.38	7.28	2.11
Amsel-2012-559-371	371	platypus			6.2	3.24	3.6	3.29	2.36	2.42	02.08	5.62
Amsel-2012-559-372	372	pliers	4003	PLIERS	7.23	5.21	1.79	2.23	1.21	02.04	7.18	3.52
Amsel-2012-559-373	373	plum	4063	PLUM	7.57	1.62	04.09	5.73	7.26	1.22	7.65	1.5
Amsel-2012-559-374	374	pony	1647	FOAL	7.24	04.04	5.25	4.22	2.39	4.45	1.54	6.57
Amsel-2012-559-375	375	popsicle			7.6	1.83	3.77	6.67	7	1.39	7.23	1.96
Amsel-2012-559-376	376	porcupine	2510	PORCUPINE	6.99	6.32	2.55	2.7	1.73	2.35	2.15	5.83
Amsel-2012-559-377	377	pot	1462	POT	7.45	3.87	2.86	03.09	2.32	4.36	6.67	1.45
Amsel-2012-559-378	378	potato	593	POTATO	7.67	02.04	3.96	02.08	7.15	1.13	7.94	1.61
Amsel-2012-559-379	379	projector			7.36	2.55	1.5	3.76	1.69	2.9	3.42	02.08
Amsel-2012-559-380	380	prune			6.87	1.67	4.15	4.36	4.91	1.17	6.52	2.16
Amsel-2012-559-381	381	pumpkin	864	PUMPKIN	7.41	2.95	4.39	6.95	5.82	1.39	4.68	1.27
Amsel-2012-559-382	382	pylon			4.3	2.96	2.56	3.4	1.68	2.54	2.41	2.21
Amsel-2012-559-383	383	pyramid	2600	PYRAMID	6.92	2.86	1.74	3.16	1.35	1.24	1.13	01.09
Amsel-2012-559-384	384	python	1563	PYTHON	6.43	6.78	2.1	4.61	2.24	2.64	3.48	06.04
Amsel-2012-559-385	385	rabbit	1136	RABBIT	7.24	2.46	3.7	3.32	04.08	1.95	4.48	6.71
Amsel-2012-559-386	386	raccoon	828	RACCOON	7.16	4.62	4.68	3.29	2.43	3.54	1.95	6.41
Amsel-2012-559-387	387	racquet	2585	RACQUET	7.15	4.76	1.78	3.58	1.8	3.77	6.83	5.13
Amsel-2012-559-388	388	radio	1315	RADIO	7.55	2.2	1.45	2.54	1.52	6.88	5.91	1.36
Amsel-2012-559-389	389	radish	2365	RADISH	7.18	2.14	3.64	5.96	5.75	1.19	6.96	1.6
Amsel-2012-559-390	390	raft	1664	RAFT	6.98	2.88	2.57	04.08	1.55	2.92	02.05	5.67
Amsel-2012-559-391	391	rainbow	1733	RAINBOW	7.5	1.27	1.26	07.08	4.58	1.12	1	2
Amsel-2012-559-392	392	raisin	4139	RAISIN	7.51	1.14	4.65	3.23	6.77	1.28	7.67	1.33
Amsel-2012-559-393	393	rake	338	RAKE	7.24	4.9	1.68	2.36	1.76	03.08	4.91	3.24
Amsel-2012-559-394	394	raspberry	3803	RASPBERRY	7.44	1.41	4.9	07.04	7.54	1.48	7.61	1.71
Amsel-2012-559-395	395	rat	1490	RAT	7.22	3.91	5.5	2.86	1.64	2.92	05.09	6.71
Amsel-2012-559-396	396	rattle	300	RATTLE	7.24	2.78	1.94	4.63	1.74	4.4	7.22	4.76
Amsel-2012-559-397	397	rattlesnake	871	RATTLESNAKE	6.87	6.7	2.14	4.22	3.16	3.87	2.39	5.52
Amsel-2012-559-398	398	raven	2543	RAVEN	07.04	3.48	2.92	3.75	2.82	4.61	2.72	6.46
Amsel-2012-559-399	399	razor	151	RAZOR	7.46	6.5	1.84	2.78	1.55	2.17	6.95	3.21
Amsel-2012-559-400	400	revolver			6.79	7.1	2.73	2.73	2	7.23	6.9	3.52
Amsel-2012-559-401	401	rhubarb			5	1.67	3.33	4.48	3.26	1.7	6.22	1.91
Amsel-2012-559-402	402	rice	926	RICE	7.55	1.42	03.05	1.59	7.4	1.31	6.57	1.35
Amsel-2012-559-403	403	rifle	4140	RIFLE	6.7	7.46	2.79	3	2	6.7	5.18	2.64
Amsel-2012-559-404	404	robe	4141	ROBE	7.33	01.05	1.87	4.22	2.12	1.22	6	1.81
Amsel-2012-559-405	405	robin	2402	ROBIN	6.82	2.67	2.48	5.48	2.35	4.63	3.41	6.2
Amsel-2012-559-406	406	rock	668	ROCK	7.65	6	1.7	1.8	1.48	3.17	6.35	1.8
Amsel-2012-559-407	407	rocker			6.84	3.28	2.5	03.08	2	3.56	2.58	5.48
Amsel-2012-559-408	408	rocket	4070	ROCKET	6.89	5.22	4.38	3.56	1.21	7.55	1.48	6.48
Amsel-2012-559-409	409	rooster	1511	ROOSTER	6.96	3.14	4.5	5.44	4.38	6.35	3.46	06.04
Amsel-2012-559-410	410	rope	1218	ROPE	7.55	4.77	2.2	2.32	1.86	1.68	6.46	3.35
Amsel-2012-559-411	411	rose	3882	ROSE	7.52	04.09	5.64	7.45	03.04	01.05	6.91	1.5
Amsel-2012-559-412	412	ruler	3405	RULER	7.56	3.65	1.44	2.96	1.67	2.88	7.67	2.67
Amsel-2012-559-413	413	sack	2990	SACK	6.99	3.48	02.09	2.19	1.74	1.68	6.6	1.84
Amsel-2012-559-414	414	saddle	3065	SADDLE	6.95	2.77	2.83	2.86	1.21	1.7	3.89	2.84
Amsel-2012-559-415	415	sailboat	4026	SAILBOAT	07.04	2.92	2.86	3.92	1.63	3.8	1.25	5.64
Amsel-2012-559-416	416	salamander			6.46	2.29	3.12	5.75	02.08	1.64	4.71	5.84
Amsel-2012-559-417	417	salmon	944	SALMON	7.41	2.22	5.24	6.13	5.86	1.83	4.83	5.38
Amsel-2012-559-418	418	sandals	4034	SANDALS	7.51	2.32	2.79	4	1.28	2.59	6.74	4.33
Amsel-2012-559-419	419	sandpaper			7.18	4.43	1.88	2.58	1.37	3.58	07.04	3.13
Amsel-2012-559-420	420	sardine	3992	SARDINE	6.87	1.63	7.28	3.17	3.36	1.46	5.48	4.64
Amsel-2012-559-421	421	saucer	271	SAUCER	6.89	2.74	02.04	2.91	2.3	2.38	6.38	2.43
Amsel-2012-559-422	422	saxophone	4024	SAXOPHONE	7.15	2.42	1.84	5.86	02.09	6.32	5.36	3.32
Amsel-2012-559-423	423	scarf	3066	SCARF OR TURBAN	7.38	02.08	1.54	6.15	1.71	1	7.42	1.82
Amsel-2012-559-424	424	schoolbus			7.56	3.81	3.96	6.61	1.46	5.58	1.91	6.77
Amsel-2012-559-425	425	scissors	356	SHEARS	7.66	5.54	1.18	03.05	1.52	2.12	7.54	2.7
Amsel-2012-559-426	426	scooter			7.37	04.08	1.77	3.92	1.39	3.78	4.75	5.95
Amsel-2012-559-427	427	scorpion	1538	SCORPION	6.56	7.25	1.82	04.09	1.83	1.83	2.86	4.76
Amsel-2012-559-428	428	screwdriver	836	SCREWDRIVER	7.44	5.12	1.55	2.68	1.75	2.36	7.54	3.32
Amsel-2012-559-429	429	screws	1802	SCREW	7.15	4.35	1.9	2.18	1.64	2.35	7.73	2.33
Amsel-2012-559-430	430	seagull	950	SEAGULL	7.4	3.39	4.63	3.33	2.55	5.14	2.69	6.96
Amsel-2012-559-431	431	seal	651	SEAL	6.95	03.05	4.88	3.67	2.59	4.92	1.84	5.44
Amsel-2012-559-432	432	seaweed			7.47	1.62	5.58	4.48	5.67	1.26	6.11	3.96
Amsel-2012-559-433	433	shack	1678	HUT	6.7	1.77	2.68	2.41	1.68	2.46	1.62	1.48
Amsel-2012-559-434	434	shawl	2771	SHAWL	6.45	1.44	1.96	4.1	02.08	01.04	6.17	1.92
Amsel-2012-559-435	435	shed	3025	BARN OR SHED	07.06	1.88	2.7	2.86	1.82	1.88	1.25	1.65
Amsel-2012-559-436	436	sheep	1331	SHEEP	7.23	03.07	4.81	1.67	04.05	4.96	1.83	05.09
Amsel-2012-559-437	437	shell	598	SHELL	7.28	2.78	2.75	03.09	2.14	1.96	7.27	1.67
Amsel-2012-559-438	438	shelves	745	SHELF	7.45	3.65	1.43	2.45	1.29	1.61	2.84	1.15
Amsel-2012-559-439	439	shield	1064	SHIELD	6.87	2.77	2	3.22	1.63	1.95	5.27	2.26
Amsel-2012-559-440	440	ship	740	SHIP	7.22	3.37	4.39	3.17	1.36	5.88	1.61	6.4
Amsel-2012-559-441	441	shirt	1622	SHIRT	7.63	1.78	2.74	5.25	2.43	1.19	6.86	4.15
Amsel-2012-559-442	442	shoes	1381	SHOE	7.7	3.71	3.46	4.96	01.05	3.24	6.13	5.88
Amsel-2012-559-443	443	shotgun	3948	SHOTGUN	6.98	7.72	3.36	2.48	1.7	7.21	5.25	3.64
Amsel-2012-559-444	444	shovel	1901	SHOVEL	7.32	4.8	2.19	2.81	1.43	2.78	6.15	3.52
Amsel-2012-559-445	445	shrimp	2349	SHRIMP	7.41	2	5.48	05.05	6.73	1.41	6.77	5.32
Amsel-2012-559-446	446	sink	915	SINK (BASIN)	7.7	2.13	2.64	2.91	1.24	3.74	1.75	1.65
Amsel-2012-559-447	447	skateboard			7.42	5.52	1.83	3.86	1.42	4.57	6.7	6.17
Amsel-2012-559-448	448	skillet			07.04	4.73	3.3	2.33	1.52	3.46	6.16	02.09
Amsel-2012-559-449	449	skirt	1600	SKIRT	7.41	1.41	1.65	5.38	1.52	1.27	6.29	03.05
Amsel-2012-559-450	450	skis	2991	SKI	07.05	4.57	1.79	3.5	02.05	2.77	4.69	4.83
Amsel-2012-559-451	451	skunk	3888	SKUNK	6.86	3.59	07.04	4.64	1.5	02.09	1.74	4.91
Amsel-2012-559-452	452	skyscraper			7.47	2.7	1.33	3.73	1.53	1.67	1.25	1.58
Amsel-2012-559-453	453	sled	16	SLED	07.01	4.75	1.26	4.14	1.71	2.91	3.26	5.23
Amsel-2012-559-454	454	sledgehammer			6.85	7.58	1.5	2.86	1.61	6.45	5.38	4.42
Amsel-2012-559-455	455	sleigh			6.69	3.29	1.73	4.61	1.83	2.71	2.59	5.33
Amsel-2012-559-456	456	slingshot	4146	SLINGSHOT	07.05	6.22	1.43	2.62	1.77	03.09	6.75	4.71
Amsel-2012-559-457	457	slippers			7.45	1.63	2.45	4.35	1.18	2.23	6.52	2.96
Amsel-2012-559-458	458	slug			7.1	1.64	2.14	2.22	1.6	1.14	07.05	3.9
Amsel-2012-559-459	459	snail	1543	SNAIL	7.46	1.52	2.18	2.76	2.42	1.17	6.55	3.95
Amsel-2012-559-460	460	snowball			7.27	3.61	1.5	02.09	04.05	2.22	7.14	6.44
Amsel-2012-559-461	461	socks	1522	SOCK	7.58	1.52	05.04	3.63	1.5	1.14	6.88	02.05
Amsel-2012-559-462	462	sofa	3099	SOFA	7.57	2.4	2.87	4.3	1.64	1.63	1.19	1.13
Amsel-2012-559-463	463	spade	1176	SPADE	5.82	3.73	1.76	2.78	1.77	2.64	4.52	2.24
Amsel-2012-559-464	464	sparrow	1854	SPARROW	6.99	2.36	2.36	5.16	3.28	3.95	3.7	6.48
Amsel-2012-559-465	465	spatula			7.48	2.91	1.86	2.78	2.26	2.1	6.74	3.14
Amsel-2012-559-466	466	spear	945	SPEAR	6.79	6.9	1.56	3.17	1.58	2.71	6.13	4.2
Amsel-2012-559-467	467	spider	843	SPIDER	7.56	4.64	1.64	2.6	1.63	1.64	5.3	06.04
Amsel-2012-559-468	468	spinach	975	SPINACH	7.47	1.78	3.58	6.15	6.26	01.05	6.13	1.23
Amsel-2012-559-469	469	spoon	1378	SPOON	7.57	1.52	1.86	3.36	2.7	02.05	7.9	2.82
Amsel-2012-559-470	470	squid	4142	SQUID	7.15	3.65	05.08	3.17	05.04	1.92	4.71	5.95
Amsel-2012-559-471	471	squirrel	1628	SQUIRREL	7.27	3.48	3.17	3.26	2.63	2.79	5.32	07.09
Amsel-2012-559-472	472	starling			3.92	2.64	2	4.22	2.5	2.83	2.18	3.15
Amsel-2012-559-473	473	stereo			7.57	2.58	1.29	2.91	1.48	7.23	4.22	1.83
Amsel-2012-559-474	474	stick	1295	STICK	7.27	5.96	1.82	2.5	1.45	2.39	7.11	2.43
Amsel-2012-559-475	475	stone	857	STONE	7.54	5.52	1.78	2.26	2	1.87	6.48	1.43
Amsel-2012-559-476	476	stork	3724	STORK	6.15	3.3	3.23	03.04	2.39	3.23	2.44	5.58
Amsel-2012-559-477	477	stove	859	STOVE	7.6	05.04	3.56	3.27	1.6	2.62	1.68	1.67
Amsel-2012-559-478	478	strainer			07.07	1.96	2.38	3	02.05	1.59	6.33	1.82
Amsel-2012-559-479	479	strawberry	3138	STRAWBERRY	7.72	1.35	05.08	7.22	7.67	1.11	7.71	1.52
Amsel-2012-559-480	480	submarine	4022	SUBMARINE	6.87	3.52	2.35	3.27	1.55	5	1.42	5.55
Amsel-2012-559-481	481	subway			7.18	4.25	4.3	2.38	2.38	6.25	1.43	6.95
Amsel-2012-559-482	482	sun	1343	SUN	7.57	5.72	1.9	7.12	1.17	1.38	01.09	4
Amsel-2012-559-483	483	surfboard			07.08	4.25	2.46	4.82	1.39	2	4.77	5.55
Amsel-2012-559-484	484	swan	2837	SWAN	07.04	3.24	3.46	2.92	03.05	3.71	2.55	6.12
Amsel-2012-559-485	485	sweater	4035	SWEATER	7.67	1.61	2.24	4.7	2.32	1.17	07.08	2.25
Amsel-2012-559-486	486	swimsuit			7.58	1.78	3.46	06.04	2	1.21	6.27	2.35
Amsel-2012-559-487	487	sword	1535	SWORD	07.06	7.42	1.35	3.7	1.3	3.91	6.5	3.38
Amsel-2012-559-488	488	table	1775	TABLE	7.79	2.7	1.36	3.28	1.48	1.8	2.36	1.22
Amsel-2012-559-489	489	tack			6.95	5.46	1.45	2.59	1.5	1.45	6.9	1.5
Amsel-2012-559-490	490	tangerine	2367	MANDARINE	7.64	1.54	5.92	7.39	7.42	1.22	7.91	1.52
Amsel-2012-559-491	491	tap	1488	FAUCET	6.45	2.39	1.63	2.28	2	3.43	3.95	2.13
