ID	NUMBER	ORIGINAL	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Steinthal-1875-1565-324	324	Sein Sohn hat meine Tochter zur Frau.	Sein Sohn hat meine Tochter zur Frau.	His son is married to my daughter.		
Steinthal-1875-1565-325	325	Heirath	Heirath	marriage	2432	MARRIAGE
Steinthal-1875-1565-326	326	Hochzeit	Hochzeit	wedding	1259	WEDDING
Steinthal-1875-1565-327	327	Er ist unverheirathet.	Er ist unverheirathet.	He is unmarried.		
Steinthal-1875-1565-328	328	Vater	Vater	father	1217	FATHER
Steinthal-1875-1565-329	329	Mutter	Mutter	mother	1216	MOTHER
Steinthal-1875-1565-330	330	schwanger	schwanger	pregnant	1123	PREGNANT
Steinthal-1875-1565-331	331	saugen	saugen	to suckle		
Steinthal-1875-1565-332	332	säugen	säugen	to breastfeed	2472	SUCKLE (BREASTFEED, NURSE)
Steinthal-1875-1565-333	333	Säugling	Säugling	infant	1289	BABY
Steinthal-1875-1565-334	334	Bruder (älterer, jüngerer)	Bruder	brother	1262	BROTHER
Steinthal-1875-1565-335	335	Bruder (älterer, jüngerer)	älterer Bruder	older brother	1759	OLDER BROTHER
Steinthal-1875-1565-336	336	Bruder (älterer, jüngerer)	jüngerer Bruder	younger brother	1760	YOUNGER BROTHER
Steinthal-1875-1565-337	337	Schwester (ältere, jüngere)	Schwester	sister	1263	SISTER
Steinthal-1875-1565-338	338	Schwester (ältere, jüngere)	ältere Schwester	older sister	1758	OLDER SISTER
Steinthal-1875-1565-339	339	Schwester (ältere, jüngere)	jüngere Schwester	younger sister	1761	YOUNGER SISTER
Steinthal-1875-1565-340	340	Grossvater (von Vaters, von Mutters Seiten)	Großvater	grandfather	1383	GRANDFATHER
Steinthal-1875-1565-341	341	Grossvater (von Vaters, von Mutters Seiten)	Großvater väterlicherseits	paternal grandfather	2560	PATERNAL GRANDFATHER
Steinthal-1875-1565-342	342	Grossvater (von Vaters, von Mutters Seiten)	Großvater mütterlicherseits	maternal grandfather	2178	MATERNAL GRANDFATHER
Steinthal-1875-1565-343	343	Grossmutter	Großmutter	grandmother	1496	GRANDMOTHER
Steinthal-1875-1565-344	344	Grossmutter	Großmutter väterlicherseits	paternal grandmother	3015	PATERNAL GRANDMOTHER
Steinthal-1875-1565-345	345	Grossmutter	Großmutter mütterlicherseits	maternal grandmother	2177	MATERNAL GRANDMOTHER
Steinthal-1875-1565-346	346	Vaters Bruder	Onkel väterlicherseits	paternal uncle (brother of father)	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Steinthal-1875-1565-347	347	Mutter Bruder (Oheim)	Onkel mütterlicherseits	maternal uncle (brother of mother)	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Steinthal-1875-1565-348	348	Neffe (Brudersohn, Schwestersohn)	Neffe	nephew	1063	NEPHEW
Steinthal-1875-1565-349	349	Neffe (Brudersohn, Schwestersohn)	Neffe brüderlicherseits	nephew (son of one's brother)		
Steinthal-1875-1565-350	350	Neffe (Brudersohn, Schwestersohn)	Neffe schwesterlicherseits	nephew (son of one's sister)		
Steinthal-1875-1565-351	351	Nichte	Nichte	niece	1642	NIECE
Steinthal-1875-1565-352	352	Nichte	Nichte brüderlicherseits	niece (daughter of one's brother)		
Steinthal-1875-1565-353	353	Nichte	Nichte schwesterlicherseits	niece (daughter of one's sister)		
Steinthal-1875-1565-354	354	Enkel	Enkel	grandson	1618	GRANDSON
Steinthal-1875-1565-355	355	Enkelin	Enkelin	granddaughter	1619	GRANDDAUGHTER
Steinthal-1875-1565-356	356	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegervater	father-in-law	1055	FATHER-IN-LAW
Steinthal-1875-1565-357	357	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegermutter	mother-in-law	1050	MOTHER-IN-LAW
Steinthal-1875-1565-358	358	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegersohn	son-in-law	1056	SON-IN-LAW
Steinthal-1875-1565-359	359	Schwieger-Vater, -Mutter, -Sohn, -Tochter	Schwiegertochter	daughter-in-law	1057	DAUGHTER-IN-LAW
Steinthal-1875-1565-360	360	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwager	brother-in-law	2314	BROTHER-IN-LAW
Steinthal-1875-1565-361	361	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwägerin	sister-in-law	2317	SISTER-IN-LAW
Steinthal-1875-1565-362	362	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwester der eigenen Frau	sister of one's wife		
Steinthal-1875-1565-363	363	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Schwester des eigenen Mannes	sister of one's husband		
Steinthal-1875-1565-364	364	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Bruder der eigenen Frau	brother of one's wife	2380	BROTHER-IN-LAW (OF MAN)
Steinthal-1875-1565-365	365	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Bruder des eigenen Mannes	brother of one's husband		
Steinthal-1875-1565-366	366	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Mann der eigenen Schwester	husband of one's sister		
Steinthal-1875-1565-367	367	Schwager, Schwägerin (meiner Frau Bruder, meiner Schwester Mann; meines Bruders Frau; nennt eine Frau ihren Schwager und ihre Schwägerin ebenso? also ihres Mannes Bruder, ihrer Schwester Mann, ihres Bruders Frau)	Frau des eigenen Bruders	wife of one's brother		
Steinthal-1875-1565-368	368	Greis	Greis	old man	406	OLD MAN
Steinthal-1875-1565-369	369	alte Frau	alte Frau	old woman	907	OLD WOMAN
Steinthal-1875-1565-370	370	Er ist alt.	Er ist alt.	He is old.		
Steinthal-1875-1565-371	371	Er altert.	Er altert.	He is ageing.		
Steinthal-1875-1565-372	372	Er bekommt graue Haare.	Er bekommt graue Haare.	He is greying.		
Steinthal-1875-1565-373	373	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist gestorben.	He died.		
Steinthal-1875-1565-374	374	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist todt.	He is dead.		
Steinthal-1875-1565-375	375	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist alt geworden.	He grew old.		
Steinthal-1875-1565-376	376	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist nicht alt geworden.	He died at a young age.		
Steinthal-1875-1565-377	377	Er ist gestorben, todt, alt geworden, nicht alt geworden, noch jung.	Er ist noch jung.	He is still young.		
Steinthal-1875-1565-378	378	Waise	Waise	orphan	1149	ORPHAN
Steinthal-1875-1565-379	379	Familie	Familie	family	194	FAMILY
Steinthal-1875-1565-380	380	Stamm	Stamm	tribe	1549	TRIBE
Steinthal-1875-1565-381	381	Volk	Volk	people	789	PEOPLE
Steinthal-1875-1565-382	382	Leib (Körper)	Leib (Körper)	body	1480	BODY
Steinthal-1875-1565-383	383	Leichnam	Leichnam	dead body	767	CORPSE
Steinthal-1875-1565-384	384	Knochen	Knochen	bones	1394	BONE
Steinthal-1875-1565-385	385	Skelett	Skelett	skeleton	2668	SKELETON
Steinthal-1875-1565-386	386	Mark	Mark	bone marrow	1835	MARROW
Steinthal-1875-1565-387	387	Fleisch	Fleisch	flesh	2259	FLESH
Steinthal-1875-1565-388	388	Blut	Blut	blood	946	BLOOD
Steinthal-1875-1565-389	389	Adern	Adern	veins	1924	VEIN
Steinthal-1875-1565-390	390	Haut	Haut	skin	763	SKIN
Steinthal-1875-1565-391	391	Haar	Haar	hair	2648	HAIR (HEAD)
Steinthal-1875-1565-392	392	Glied	Glied	limb		
Steinthal-1875-1565-393	393	Kopf	Kopf	head	1256	HEAD
Steinthal-1875-1565-394	394	Schädel	Schädel	skull	1605	SKULL
Steinthal-1875-1565-395	395	Stirn (Vorderkopf, Hinterkopf)	Stirn	forehead	123	FOREHEAD
Steinthal-1875-1565-396	396	Stirn (Vorderkopf, Hinterkopf)	Vorderkopf	front of the head		
Steinthal-1875-1565-397	397	Stirn (Vorderkopf, Hinterkopf)	Hinterkopf	back of the head	523	BACK OF HEAD
Steinthal-1875-1565-398	398	Gehirn	Gehirn	brain	1583	BRAIN
Steinthal-1875-1565-399	399	Gesicht	Gesicht	face	1560	FACE
Steinthal-1875-1565-400	400	Auge	Auge	eye	1248	EYE
Steinthal-1875-1565-401	401	Brauen	Brauen	eyebrows	1173	EYEBROW
Steinthal-1875-1565-402	402	Lid	Lid	eyelid	17	EYELID
Steinthal-1875-1565-403	403	Wimper	Wimper	eyelash	1540	EYELASH
Steinthal-1875-1565-404	404	Augapfel	Augapfel	eyeball		
Steinthal-1875-1565-405	405	Pupille	Pupille	pupil	1658	PUPIL
Steinthal-1875-1565-406	406	Der Hund spitzt die Ohren.	Der Hund spitzt die Ohren.	The dog pricks up its ears.		
Steinthal-1875-1565-407	407	Wange	Wange	cheek	1730	CHEEK
Steinthal-1875-1565-408	408	Nase	Nase	nose	1221	NOSE
Steinthal-1875-1565-409	409	Mund	Mund	mouth	674	MOUTH
Steinthal-1875-1565-410	410	Athem (ich athme)	Athem	breath	870	BREATH
Steinthal-1875-1565-411	411	Athem (ich athme)	Ich athme.	I breathe.	1407	BREATHE
Steinthal-1875-1565-412	412	Lippe	Lippe	lip	478	LIP
Steinthal-1875-1565-413	413	Kinn	Kinn	chin	1510	CHIN
Steinthal-1875-1565-414	414	Zahn	Zahn	tooth	1380	TOOTH
Steinthal-1875-1565-415	415	Ober- und Unterkiefer	Oberkiefer	upper jaw		
Steinthal-1875-1565-416	416	Ober- und Unterkiefer	Unterkiefer	lower jaw		
Steinthal-1875-1565-417	417	Zunge	Zunge	tongue	1205	TONGUE
Steinthal-1875-1565-418	418	Gaumen	Gaumen	palate	540	PALATE
Steinthal-1875-1565-419	419	Bart (Backen-, Schnurr-, Kinn-Bart)	Bart	beard	678	BEARD
Steinthal-1875-1565-420	420	Bart (Backen-, Schnurr-, Kinn-Bart)	Backenbart	muttonchops		
Steinthal-1875-1565-421	421	Bart (Backen-, Schnurr-, Kinn-Bart)	Schnurrbart	moustache	1165	MOUSTACHE
Steinthal-1875-1565-422	422	Bart (Backen-, Schnurr-, Kinn-Bart)	Kinnbart	goatee		
Steinthal-1875-1565-423	423	den Bart rasiren	den Bart rasiren	to shave one's beard	231	SHAVE
Steinthal-1875-1565-424	424	das Haar schneiden	das Haar schneiden	to cut one's hair		
Steinthal-1875-1565-425	425	Hals	Hals	neck	1333	NECK
Steinthal-1875-1565-426	426	Nacken	Nacken	nape	1347	NAPE (OF NECK)
Steinthal-1875-1565-427	427	Mähne	Mähne	mane	1918	MANE
Steinthal-1875-1565-428	428	Kehle (Luft-, Speise-Röhre)	Kehle	throat	1346	THROAT
Steinthal-1875-1565-429	429	Kehle (Luft-, Speise-Röhre)	Luftröhre	trachea		
Steinthal-1875-1565-430	430	Kehle (Luft-, Speise-Röhre)	Speiseröhre	oesophagus		
Steinthal-1875-1565-431	431	Rücken	Rücken	back	1291	BACK
Steinthal-1875-1565-432	432	Höcker (des Kameels)	Höcker (des Kameels)	hump (of camel)	534	HUMP
Steinthal-1875-1565-433	433	Schulter	Schulter	shoulder	1482	SHOULDER
Steinthal-1875-1565-434	434	Arm (Ober-, Unter-)	Arm	arm	1673	ARM
Steinthal-1875-1565-435	435	Arm (Ober-, Unter-)	Oberarm	upper arm	431	UPPER ARM
Steinthal-1875-1565-436	436	Arm (Ober-, Unter-)	Unterarm	lower arm	446	LOWER ARM
Steinthal-1875-1565-437	437	Ellenbogen	Ellenbogen	elbow	981	ELBOW
Steinthal-1875-1565-438	438	Hand, rechte, linke Hand	Hand	hand	1277	HAND
Steinthal-1875-1565-439	439	Hand, rechte, linke Hand	rechte Hand	right hand	2183	RIGHT HAND
Steinthal-1875-1565-440	440	Hand, rechte, linke Hand	linke Hand	left hand	2182	LEFT HAND
Steinthal-1875-1565-441	441	Faust	Faust	fist	1473	FIST
Steinthal-1875-1565-442	442	Finger	Finger	finger	1303	FINGER
Steinthal-1875-1565-443	443	Daumen	Daumen	thumb	1781	THUMB
Steinthal-1875-1565-444	444	die übrigen Finger	Zeigefinger	index finger	577	FOREFINGER
Steinthal-1875-1565-445	445	die übrigen Finger	Mittelfinger	middle finger	3387	MIDDLE FINGER
Steinthal-1875-1565-446	446	die übrigen Finger	Ringfinger	ring finger		
Steinthal-1875-1565-447	447	die übrigen Finger	kleiner Finger	little finger	2774	LITTLE FINGER
Steinthal-1875-1565-448	448	Nagel	Nagel	nail	1896	FINGERNAIL OR TOENAIL
Steinthal-1875-1565-449	449	Brustkasten	Brustkasten	chest	1592	CHEST
Steinthal-1875-1565-450	450	weibliche Brust	weibliche Brust	female breast	1402	BREAST
Steinthal-1875-1565-451	451	Bauch	Bauch	belly	1251	BELLY
Steinthal-1875-1565-452	452	Nabel	Nabel	navel	1838	NAVEL
Steinthal-1875-1565-453	453	Lunge	Lunge	lung	688	LUNG
Steinthal-1875-1565-454	454	Herz	Herz	heart	1223	HEART
Steinthal-1875-1565-455	455	Magen	Magen	stomach	819	STOMACH
Steinthal-1875-1565-456	456	Leber	Leber	liver	1224	LIVER
Steinthal-1875-1565-457	457	Galle	Galle	gall	1780	BILE
Steinthal-1875-1565-458	458	Milz	Milz	spleen	1744	SPLEEN
Steinthal-1875-1565-459	459	Gedärm	Gedärm	intestines	1991	INTESTINES
Steinthal-1875-1565-460	460	Rippe	Rippe	rib	801	RIB
Steinthal-1875-1565-461	461	Weiche	Weiche	flank		
Steinthal-1875-1565-462	462	Hüfte	Hüfte	hip	1745	HIP
Steinthal-1875-1565-463	463	Arsch	Arsch	ass	834	BUTTOCKS
Steinthal-1875-1565-464	464	Glied	Glied	penis	1222	PENIS
Steinthal-1875-1565-465	465	Hoden	Hoden	testicles	797	TESTICLES
Steinthal-1875-1565-466	466	entmannen	entmannen	to castrate (men)	2563	CASTRATE
Steinthal-1875-1565-467	467	weibliche Scham	weibliche Scham	vulva	1837	VULVA
Steinthal-1875-1565-468	468	Gebärmutter	Gebärmutter	uterus		
Steinthal-1875-1565-469	469	Euter	Euter	udder	154	UDDER
Steinthal-1875-1565-470	470	Zitze	Zitze	teat	796	NIPPLE
Steinthal-1875-1565-471	471	Schenkel (Ober-, Unter-)	Oberschenkel	upper leg	471	UPPER LEG
Steinthal-1875-1565-472	472	Schenkel (Ober-, Unter-)	Unterschenkel	lower leg	447	LOWER LEG
Steinthal-1875-1565-473	473	Bein	Bein	leg	1297	LEG
Steinthal-1875-1565-474	474	Knie	Knie	knee	1371	KNEE
Steinthal-1875-1565-475	475	Schienbein	Schienbein	shin	186	SHIN
Steinthal-1875-1565-476	476	Wade	Wade	calf	498	CALF OF LEG
Steinthal-1875-1565-477	477	Fuss	Fuss	foot	1301	FOOT
Steinthal-1875-1565-478	478	Ferse	Ferse	heel	980	HEEL
Steinthal-1875-1565-479	479	Knöchel	Knöchel	ankle	803	ANKLE
Steinthal-1875-1565-480	480	Sohle	Sohle	sole	2666	SOLE (FOOT)
Steinthal-1875-1565-481	481	Zehe	Zehe	toe	1389	TOE
Steinthal-1875-1565-482	482	nackt	nackt	naked	590	NAKED
Steinthal-1875-1565-483	483	barfuss	barfuss	barefoot	3737	BAREFOOT
Steinthal-1875-1565-484	484	barhaupt	barhaupt	bareheaded		
Steinthal-1875-1565-485	485	Schweiss	Schweiss	sweat	125	SWEAT (SUBSTANCE)
Steinthal-1875-1565-486	486	Thräne	Thräne	tear	1651	TEAR (OF EYE)
Steinthal-1875-1565-487	487	Rotz	Rotz	snot	208	NASAL MUCUS (SNOT)
Steinthal-1875-1565-488	488	Speichel	Speichel	saliva	1503	SALIVA
Steinthal-1875-1565-489	489	schwitzen	schwitzen	to sweat	126	SWEAT (PERSPIRE)
Steinthal-1875-1565-490	490	weinen	weinen	to cry	1839	CRY
Steinthal-1875-1565-491	491	sich schnäuzen	sich schnäuzen	to blow one's nose	2679	BLOW (WITH NOSE)
Steinthal-1875-1565-492	492	speien	speien	to vomit	1278	VOMIT
Steinthal-1875-1565-493	493	Milch	Milch	milk	635	MILK
Steinthal-1875-1565-494	494	Koth	Koth	excrement	675	FAECES (EXCREMENT)
Steinthal-1875-1565-495	495	Urin	Urin	urine	1142	URINE
Steinthal-1875-1565-496	496	kacken	kacken	to shit	676	SHIT (DEFECATE)
Steinthal-1875-1565-497	497	pissen	pissen	to piss	592	PISS
Steinthal-1875-1565-498	498	Wind lassen	Wind lassen	to fart	1159	FART
Steinthal-1875-1565-499	499	rein	rein	clean	704	CLEAN
Steinthal-1875-1565-500	500	reinlich	reinlich	tidy		
Steinthal-1875-1565-501	501	schmutzig	schmutzig	dirty	1230	DIRTY
Steinthal-1875-1565-502	502	sich waschen	sich waschen	to wash oneself	3371	WASH (ONESELF)
Steinthal-1875-1565-503	503	Seife	Seife	soap	788	SOAP
Steinthal-1875-1565-504	504	Fett einreiben	Fett einreiben	to grease		
Steinthal-1875-1565-505	505	Salbe	Salbe	ointment	1926	OINTMENT
Steinthal-1875-1565-506	506	sich mit Farbe bestreichen	sich mit Farbe bestreichen	to paint oneself		
Steinthal-1875-1565-507	507	tättowiren	tättowiren	to tattoo		
Steinthal-1875-1565-508	508	baden	baden	to bathe	138	BATHE
Steinthal-1875-1565-509	509	sich abtrocknen	sich abtrocknen	to dry oneself	2015	MAKE DRY
Steinthal-1875-1565-510	510	mager	mager	meagre		
Steinthal-1875-1565-511	511	bleich	bleich	pale		
Steinthal-1875-1565-512	512	fett	fett	fat	1279	FAT (OBESE)
Steinthal-1875-1565-513	513	abmagern	abmagern	to drastically lose weight		
Steinthal-1875-1565-514	514	fett werden	fett werden	to drastically gain weight		
Steinthal-1875-1565-515	515	Leben	Leben	life	210	LIFE
Steinthal-1875-1565-516	516	Gesundheit	Gesundheit	health		
Steinthal-1875-1565-517	517	Geburt	Geburt	birth	2805	BIRTH (ACCOUCHEMENT)
Steinthal-1875-1565-518	518	Name	Name	name	1405	NAME
Steinthal-1875-1565-519	519	Leichenbegängniss	Leichenbegängniss	burial	3336	FUNERAL
Steinthal-1875-1565-520	520	Klagegesang	Klagegesang	lament		
Steinthal-1875-1565-521	521	Speise	Speise	food	256	FOOD
Steinthal-1875-1565-522	522	Trank	Trank	drink	731	BEVERAGE
Steinthal-1875-1565-523	523	essen	essen	to eat	1336	EAT
Steinthal-1875-1565-524	524	trinken	trinken	to drink	1401	DRINK
Steinthal-1875-1565-525	525	tränken	tränken	to give water to an animal		
Steinthal-1875-1565-526	526	Hunger	Hunger	hunger	1864	HUNGER
Steinthal-1875-1565-527	527	Mich hungert, durstet.	Mich hungert.	I am hungry.	1533	BE HUNGRY
Steinthal-1875-1565-528	528	Mich hungert, durstet.	Mich durstet.	I am thirsty.	3474	BE THIRSTY
Steinthal-1875-1565-529	529	satt	satt	full (not hungry)	106	SATIATED
Steinthal-1875-1565-530	530	kauen	kauen	to chew	321	CHEW
Steinthal-1875-1565-531	531	schlucken	schlucken	to swallow	897	SWALLOW
Steinthal-1875-1565-532	532	verdauen	verdauen	to digest		
Steinthal-1875-1565-533	533	Mehl	Mehl	flour	1594	FLOUR
Steinthal-1875-1565-534	534	Brot	Brot	bread	1368	BREAD
Steinthal-1875-1565-535	535	Fleisch	Fleisch	meat	634	MEAT
Steinthal-1875-1565-536	536	Brühe (Suppe)	Brühe (Suppe)	broth	1547	SOUP
Steinthal-1875-1565-537	537	Brei (die üblichen Speisen)	Brei	mush	3651	MUSH (FOOD)
Steinthal-1875-1565-538	538	Frühstück	Frühstück	breakfast	1322	BREAKFAST
Steinthal-1875-1565-539	539	Hauptmahlzeit	Hauptmahlzeit	main meal		
Steinthal-1875-1565-540	540	Abendbrot	Abendbrot	dinner	1833	DINNER (SUPPER)
Steinthal-1875-1565-541	541	berauschendes Getränk	berauschendes Getränk	intoxicating drink	2050	ALCOHOL (DRINK)
Steinthal-1875-1565-542	542	betrunken	betrunken	drunk	1463	DRUNK
Steinthal-1875-1565-543	543	Tabak rauchen	Tabak rauchen	to smoke tobacco	1689	SMOKE (INHALE)
Steinthal-1875-1565-544	544	schmecken	schmecken	to taste	21	TASTE (SOMETHING)
Steinthal-1875-1565-545	545	Geschmack	Geschmack	taste	2190	TASTE
Steinthal-1875-1565-546	546	süss	süss	sweet	717	SWEET
Steinthal-1875-1565-547	547	bitter	bitter	bitter	887	BITTER
Steinthal-1875-1565-548	548	sauer	sauer	sour	1906	SOUR
Steinthal-1875-1565-549	549	salzig	salzig	salty	1091	SALTY
Steinthal-1875-1565-550	550	fressen	fressen	to devour sth.		
Steinthal-1875-1565-551	551	nagen	nagen	to gnaw	2706	GNAW
Steinthal-1875-1565-552	552	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück	garment	1895	CLOTHES
Steinthal-1875-1565-553	553	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Kopf	head garment		
Steinthal-1875-1565-554	554	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Fuss	foot garment		
Steinthal-1875-1565-555	555	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Leib	upper garment		
Steinthal-1875-1565-556	556	Kleidungsstück (für den Kopf, Fuss, Leib, Aermel)	Kleidungsstück für den Aermel	arm garment		
Steinthal-1875-1565-557	557	sich anziehen	sich anziehen	to get dressed	814	DRESS UP
Steinthal-1875-1565-558	558	Staatskleider anlegen, ausziehen	Staatskleider anlegen	to put on a festive dress		
Steinthal-1875-1565-559	559	Staatskleider anlegen, ausziehen	Staatskleider ausziehen	to take off a festive dress		
Steinthal-1875-1565-560	560	Kleider reinigen	Kleider reinigen	to clean clothes	3434	WASH (CLOTHES)
Steinthal-1875-1565-561	561	waschen	waschen	to wash	1453	WASH
Steinthal-1875-1565-562	562	trocknen	trocknen	to dry	1786	DRY UP
Steinthal-1875-1565-563	563	schmutzig	schmutzig	dirty, unclean	1230	DIRTY
Steinthal-1875-1565-564	564	rein	rein	clean	704	CLEAN
Steinthal-1875-1565-565	565	nass	nass	wet	1726	WET
Steinthal-1875-1565-566	566	Schmuck	Schmuck	adornment	917	ORNAMENT
Steinthal-1875-1565-567	567	einzelne Gegenstände zum Schmuck, wie Ohrring, Armring u.s.w.	Ohrring	earring	770	EARRING
Steinthal-1875-1565-568	568	einzelne Gegenstände zum Schmuck, wie Ohrring, Armring u.s.w.	Armring	armlet	3149	ARMLET
Steinthal-1875-1565-569	569	Haus	Haus	house	1252	HOUSE
Steinthal-1875-1565-570	570	Hütte	Hütte	hut	1678	HUT
Steinthal-1875-1565-571	571	Zelt aufschlagen, abbrechen	Zelt	tent	1316	TENT
Steinthal-1875-1565-572	572	Zelt aufschlagen, abbrechen	Zelt aufschlagen	to erect a tent		
Steinthal-1875-1565-573	573	Zelt aufschlagen, abbrechen	Zelt abbrechen	to strike a tent		
Steinthal-1875-1565-574	574	Zeltpflock	Zeltpflock	tent stake		
Steinthal-1875-1565-575	575	Küche (Heerd)	Küche	kitchen	1365	KITCHEN
Steinthal-1875-1565-576	576	Küche (Heerd)	Heerd	hearth, stove	859	STOVE
Steinthal-1875-1565-577	577	Schlafstätte	Schlafstätte	sleeping place		
Steinthal-1875-1565-578	578	Bett	Bett	bed	1663	BED
Steinthal-1875-1565-579	579	Thür	Thür	door	1567	DOOR
Steinthal-1875-1565-580	580	Thorweg	Thorweg	gateway	2940	GATE
Steinthal-1875-1565-581	581	Schlüssel (Riegel)	Schlüssel	key	1472	KEY
Steinthal-1875-1565-582	582	Schlüssel (Riegel)	Riegel	bolt	1012	LATCH
Steinthal-1875-1565-583	583	Schloss	Schloss	lock	1596	LOCK
Steinthal-1875-1565-584	584	verschliessen	verschliessen	to lock		
Steinthal-1875-1565-585	585	zumachen	zumachen	to close	1046	SHUT
Steinthal-1875-1565-586	586	öffnen	öffnen	to open, to unlock		
Steinthal-1875-1565-587	587	Fenster	Fenster	window	1375	WINDOW
Steinthal-1875-1565-588	588	Rauchloch	Rauchloch	smoke hole		
Steinthal-1875-1565-589	589	Treppe	Treppe	stairs	34	STAIRS
Steinthal-1875-1565-590	590	oberes Geschoss	oberes Geschoss	upper floor		
Steinthal-1875-1565-591	591	Dach	Dach	roof	769	ROOF
Steinthal-1875-1565-592	592	Wand	Wand	wall	933	WALL (OF HOUSE)
Steinthal-1875-1565-593	593	Balken	Balken	bar		
Steinthal-1875-1565-594	594	Thürpfosten	Thürpfosten	door jamb		
Steinthal-1875-1565-595	595	Zeltpflock	Zeltpflock	tent stake		
Steinthal-1875-1565-596	596	bauen	bauen	to build	1840	BUILD
Steinthal-1875-1565-597	597	zimmern	zimmern	to do carpentry		
Steinthal-1875-1565-598	598	Matte flechten	Matte flechten	to weave a mat		
Steinthal-1875-1565-599	599	Tisch	Tisch	table	1775	TABLE
Steinthal-1875-1565-600	600	Stuhl	Stuhl	chair	1476	CHAIR
Steinthal-1875-1565-601	601	Bank	Bank	bench	2584	BENCH
Steinthal-1875-1565-602	602	Beil	Beil	axe	677	AXE
Steinthal-1875-1565-603	603	Säge	Säge	saw	1948	SAW
Steinthal-1875-1565-604	604	Hobel	Hobel	plane	3408	PLANE (TOOL)
Steinthal-1875-1565-605	605	Hammer	Hammer	hammer	1481	HAMMER
Steinthal-1875-1565-606	606	Nagel	Nagel	nail	502	NAIL (TOOL)
Steinthal-1875-1565-607	607	Topf	Topf	pot	1462	POT
Steinthal-1875-1565-608	608	Rost	Rost	grate, grid		
Steinthal-1875-1565-609	609	Teller	Teller	plate	480	PLATE
Steinthal-1875-1565-610	610	Kessel	Kessel	cauldron	854	KETTLE
Steinthal-1875-1565-611	611	Schüssel	Schüssel	bowl	1530	BOWL
Steinthal-1875-1565-612	612	Löffel	Löffel	spoon	1378	SPOON
Steinthal-1875-1565-613	613	Messer	Messer	knife	1352	KNIFE
Steinthal-1875-1565-614	614	Schneide	Schneide	knife edge		
Steinthal-1875-1565-615	615	Heft	Heft	knife handle	1254	HANDLE
Steinthal-1875-1565-616	616	schleifen	schleifen	to grind	1033	GRIND
Steinthal-1875-1565-617	617	Gabel	Gabel	fork	1302	FORK
Steinthal-1875-1565-618	618	sonstiges Küchengeräth	sonstiges Küchengeräth	other kitchen utensils		
Steinthal-1875-1565-619	619	reinigen	reinigen	to clean	2235	CLEAN (SOMETHING)
Steinthal-1875-1565-620	620	Krug	Krug	jug	270	JUG
Steinthal-1875-1565-621	621	Becher	Becher	cup	476	CUP
Steinthal-1875-1565-622	622	Glas	Glas	glass	604	GLASS
Steinthal-1875-1565-623	623	Brunnen graben	Brunnen graben	to dig a well		
