ID	NUMBER	GLOSS	FRENCH	LATIN	PAGE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gauchat-1925-480-373	373	You have	Ayez	habeatis	124		
Gauchat-1925-480-374	374	pity	pitié	pietate	124	1141	PITY
Gauchat-1925-480-375	375	with this worker	de cet ouvrier	operariu	124		
Gauchat-1925-480-376	376	(He does not have) good health	(Il n’a pas) la santé	sanitate	126		
Gauchat-1925-480-377	377	What kind of (feminine)	Quelle	quīna?	126		
Gauchat-1925-480-378	378	poverty	pauvreté	paupertate	126		
Gauchat-1925-480-379	379	He wants	Il veut	vŏlet	126		
Gauchat-1925-480-380	380	to change	changer	cambiare	126	2856	CHANGE (SOMETHING)
Gauchat-1925-480-381	381	the profession	de métier	ministĕriu	126		
Gauchat-1925-480-382	382	The week	La semaine	septimana	128	1469	WEEK
Gauchat-1925-480-383	383	past	passée	passata	128		
Gauchat-1925-480-384	384	I made myself	je me suis fait	sŭm factu	128		
Gauchat-1925-480-385	385	a sprain	une entorse	intŏrsa	128		
Gauchat-1925-480-386	386	I have had	J’ai eu	habūtu	128		
Gauchat-1925-480-387	387	the fever	la fièvre	fĕbre	128	1534	FEVER
Gauchat-1925-480-388	388	the doctor	Le médecin	mĕdicu	130	597	PHYSICIAN
Gauchat-1925-480-389	389	had to	a dû	debūtu	130		
Gauchat-1925-480-390	390	come	venir	venīre	130	1446	COME
Gauchat-1925-480-391	391	He gave me	Il m’a donné	bajulatu	130		
Gauchat-1925-480-392	392	a powder	une poudre	pŭlvere	130	3368	POWDER
Gauchat-1925-480-393	393	white (feminine)	blanche	blanca	130		
Gauchat-1925-480-394	394	yellow	jaune	galbina	132	1424	YELLOW
Gauchat-1925-480-395	395	red	rouge	rŭbea	132	156	RED
Gauchat-1925-480-396	396	green	verte	vĭrida	132	1425	GREEN
Gauchat-1925-480-397	397	I took	J’ai pris	prē(hen)su	132		
Gauchat-1925-480-398	398	a drop	une goutte	gŭtta	132	2087	DROP (CLASSIFIER)
Gauchat-1925-480-399	399	of gentian	de gentiane	gentiana	132		
Gauchat-1925-480-400	400	(This) helped (me)	(Cela m’a) aidé	adjutatu	134		
Gauchat-1925-480-401	401	to cure	à me guérir	warīre	134	499	CURE
Gauchat-1925-480-402	402	Now	Maintenant	ad hōra	134	1376	NOW
Gauchat-1925-480-403	403	I am cured	je suis guéri	sŭm warītu	134		
Gauchat-1925-480-404	404	cured (feminine)	guérie	warīta	134		
Gauchat-1925-480-405	405	(They are) healed (feminine)	(Elles sont) guéries	warītas	134		
Gauchat-1925-480-406	406	he has pain	Il a mal	malu	136		
Gauchat-1925-480-407	407	in the foot	au pied	pĕde	136		
Gauchat-1925-480-408	408	(in the) knee	(au) genou	genŭclu	136	1371	KNEE
Gauchat-1925-480-409	409	(in the) elbow	(au) coude	cŭbitu	136	981	ELBOW
Gauchat-1925-480-410	410	(in the) finger	(au) doigt	dĭgitu	136	1303	FINGER
Gauchat-1925-480-411	411	(in the) thumb	(au) pouce	pŏllice	136	1781	THUMB
Gauchat-1925-480-412	412	(in the) nose	(au) nez	nasu	138	1221	NOSE
Gauchat-1925-480-413	413	(in the) teeth	aux dents	dĕntes	138	1380	TOOTH
Gauchat-1925-480-414	414	(in the) neck	(au) cou	collu	138	1333	NECK
Gauchat-1925-480-415	415	(in the) heart	(au) cœur	cŏr	138	1223	HEART
Gauchat-1925-480-416	416	(in the) thigh	(à la) cuisse	cŏxa	138	800	THIGH
Gauchat-1925-480-417	417	(in one) rib	(à une) côté	cŏsta	138	801	RIB
Gauchat-1925-480-418	418	in one eye	à un œil	ŏclu	140		
Gauchat-1925-480-419	419	in the eyes	aux yeux	ŏclos	140		
Gauchat-1925-480-420	420	(in the) tongue	(à la) langue	lĭngua	140	1205	TONGUE
Gauchat-1925-480-421	421	(in the) head	(à la) tête	tĕsta	140	1256	HEAD
Gauchat-1925-480-422	422	(in one) nail	(à un) ongle	ŭngla	140	1258	FINGERNAIL
Gauchat-1925-480-423	423	(in one) ear	(à une) oreille	aurĭcla, -ŭcla	140	1247	EAR
Gauchat-1925-480-424	424	He fell	Il est tombé	cadūtu, -ēctu	142		
Gauchat-1925-480-425	425	(she) fell	(elle est) tombée	cadūta, -ēcta	142		
Gauchat-1925-480-426	426	on his/her buttocks	sur son derrière	cūlu	142		
Gauchat-1925-480-427	427	He falls	Il tombe	cadit	142		
Gauchat-1925-480-428	428	always	toujours	ad id ĭpsu	142	1676	ALWAYS
Gauchat-1925-480-429	429	He has the arm	Il a le bras	brachiu	142		
Gauchat-1925-480-430	430	naked	nu	nūdu	144	590	NAKED
Gauchat-1925-480-431	431	the hand	la main	manu	144	1277	HAND
Gauchat-1925-480-432	432	naked (feminine)	nue	nūda	144		
Gauchat-1925-480-433	433	His/her body	Son corps	cŏrpus	144		
Gauchat-1925-480-434	434	is skinny	est maigre	macru	144	1400	THIN (SLIM)
Gauchat-1925-480-435	435	The skin	La peau	pĕlle	144	763	SKIN
Gauchat-1925-480-436	436	is thick	est épaisse	spĭssa	144		
Gauchat-1925-480-437	437	The bone	L’os	ŏssu	146	1394	BONE
Gauchat-1925-480-438	438	(is) thick	(est) épais	spĭssu	146	1244	THICK
Gauchat-1925-480-439	439	He is right	Il est droit	dirēctu	146		
Gauchat-1925-480-440	440	I kill	Je tue	tūto	146		
Gauchat-1925-480-441	441	a fly	une mouche	mŭsca	146	1504	FLY (INSECT)
Gauchat-1925-480-442	442	(a) spider	(une) araignée	aranea	146	843	SPIDER
Gauchat-1925-480-443	443	an ant	une fourmi	formīcu, -a	148	587	ANT
Gauchat-1925-480-444	444	(a) wasp	(une) guêpe	wĕspa	148	1517	WASP
Gauchat-1925-480-445	445	(a) flea	(une) puce	pūlice	148	232	FLEA
Gauchat-1925-480-446	446	(a) louse	(un) pou	pedŭclu	148	1392	LOUSE
Gauchat-1925-480-447	447	The hunter	Le chasseur	captiatōre	148	1053	HUNTER
Gauchat-1925-480-448	448	saw	a vu	vidūtu	148		
Gauchat-1925-480-449	449	a hare	un lièvre	lĕpore	150	1190	HARE
Gauchat-1925-480-450	450	(a) wolf	(un) loup	lŭpu	150	522	WOLF
Gauchat-1925-480-451	451	(a) wild boar	(un) sanglier	singulare	150	3154	WILD BOAR
Gauchat-1925-480-452	452	(an) eagle	(un) aigle	aquila	150	1905	EAGLE
Gauchat-1925-480-453	453	a nice	un bel	bĕllu	150		
Gauchat-1925-480-454	454	green bird	oiseau vert	aucĕllu vĭride	150		
Gauchat-1925-480-455	455	The bird	L‘oiseau	aucĕllu	152	937	BIRD
Gauchat-1925-480-456	456	makes	fait	facit	152		
Gauchat-1925-480-457	457	its nest	son nid	nīdu	152		
Gauchat-1925-480-458	458	in the tree	dans l’arbre	arbore	152		
Gauchat-1925-480-459	459	The chick	Le poussin	pullicīnu	152	2512	CHICK
Gauchat-1925-480-460	460	has wings	a des ailes	alas	152		
Gauchat-1925-480-461	461	of feathers	des plumes	plūmas	154		
Gauchat-1925-480-462	462	The cat	Le chat	cattu	154	1208	CAT
Gauchat-1925-480-463	463	has hair	a le poil	pĭlu	154		
Gauchat-1925-480-464	464	white	blanc	blancu	154	1335	WHITE
Gauchat-1925-480-465	465	the tail	la queue	cōda	154	1220	TAIL
Gauchat-1925-480-466	466	yellow (1)	jaune	galbina	154		
Gauchat-1925-480-467	467	one, one (feminine)	un, une	ūnu, ūna	156	1493	ONE
Gauchat-1925-480-468	468	two	deux	dŭo, dŭas	156	1498	TWO
Gauchat-1925-480-469	469	three	trois	trēs	156	492	THREE
Gauchat-1925-480-470	470	four	quatre	quatt(u)or	156	1500	FOUR
Gauchat-1925-480-471	471	five	cinq	cīnque	156	493	FIVE
Gauchat-1925-480-472	472	six	six	sĕx	156	1703	SIX
Gauchat-1925-480-473	473	seven	sept	sĕpte	158	1704	SEVEN
Gauchat-1925-480-474	474	eight	huit	ŏctu	158	1705	EIGHT
Gauchat-1925-480-475	475	nine	neuf	nŏve	158	1483	NINE
Gauchat-1925-480-476	476	ten	dix	dĕce	158	1515	TEN
Gauchat-1925-480-477	477	eleven	onze	ŭndeci	158	1706	ELEVEN
Gauchat-1925-480-478	478	twelve	douze	d(u)ōdeci	158	1707	TWELVE
Gauchat-1925-480-479	479	twenty	vingt	vigĭnti	158	1710	TWENTY
Gauchat-1925-480-480	480	hundred	cent	cĕntu	158	1634	HUNDRED
