ID	NUMBER	ENGLISH	WORDPAIR	POS	SIM_LEX_999	CONCRETENESS_WORD1	CONCRETENESS_WORD2	CONCRETENESS	ASSOCIATION_STRENGTH	SIM_ASSOCIATION_333	CONCEPTICON_ID	CONCEPTICON_GLOSS
Hill-2015-999-285	285	winter	word1-143	N	2.38	3.84	3.64	3	3.96	1	1471	WINTER
Hill-2015-999-286	286	summer	word2-143	N	2.38	3.84	3.64	3	3.96	1	1342	SUMMER
Hill-2015-999-287	287	taxi	word1-144	N	9.2	4.93	4.88	4	3.86	1		
Hill-2015-999-288	288	cab	word2-144	N	9.2	4.93	4.88	4	3.86	1		
Hill-2015-999-289	289	tree	word1-145	N	5.53	5	4.46	3	3.67	1	906	TREE
Hill-2015-999-290	290	maple	word2-145	N	5.53	5	4.46	3	3.67	1	3248	MAPLE TREE
Hill-2015-999-291	291	bed	word1-146	N	3.4	5	4.9	4	3.53	1	1663	BED
Hill-2015-999-292	292	bedroom	word2-146	N	3.4	5	4.9	4	3.53	1	2505	BEDROOM
Hill-2015-999-293	293	roof	word1-147	N	7.58	4.79	4.85	4	3.5	1	769	ROOF
Hill-2015-999-294	294	ceiling	word2-147	N	7.58	4.79	4.85	4	3.5	1		
Hill-2015-999-295	295	disease	word1-148	N	7.15	3.45	4.1	3	3.45	1	1986	DISEASE
Hill-2015-999-296	296	infection	word2-148	N	7.15	3.45	4.1	3	3.45	1		
Hill-2015-999-297	297	arm	word1-149	N	4.85	4.96	4.93	4	3.35	1	1673	ARM
Hill-2015-999-298	298	shoulder	word2-149	N	4.85	4.96	4.93	4	3.35	1	1482	SHOULDER
Hill-2015-999-299	299	sheep	word1-150	N	8.42	4.9	4.97	4	3.33	1	1331	SHEEP
Hill-2015-999-300	300	lamb	word2-150	N	8.42	4.9	4.97	4	3.33	1	820	LAMB
Hill-2015-999-301	301	lady	word1-151	N	3.42	4.33	3.57	3	3.29	1	2471	LADY
Hill-2015-999-302	302	gentleman	word2-151	N	3.42	4.33	3.57	3	3.29	1		
Hill-2015-999-303	303	boat	word1-152	N	2.25	4.93	4.77	4	3.25	1	1844	BOAT
Hill-2015-999-304	304	anchor	word2-152	N	2.25	4.93	4.77	4	3.25	1	1870	ANCHOR
Hill-2015-999-305	305	priest	word1-153	N	6.28	4.77	4.35	3	3.23	1	852	PRIEST
Hill-2015-999-306	306	monk	word2-153	N	6.28	4.77	4.35	3	3.23	1		
Hill-2015-999-307	307	toe	word1-154	N	4.68	4.93	5	4	3.22	1	1389	TOE
Hill-2015-999-308	308	finger	word2-154	N	4.68	4.93	5	4	3.22	1	1303	FINGER
Hill-2015-999-309	309	river	word1-155	N	7.3	4.89	4.5	3	3.21	1	666	RIVER
Hill-2015-999-310	310	stream	word2-155	N	7.3	4.89	4.5	3	3.21	1	947	STREAM
Hill-2015-999-311	311	anger	word1-156	N	8.73	2.41	2.89	2	3.06	1	82	ANGER
Hill-2015-999-312	312	fury	word2-156	N	8.73	2.41	2.89	2	3.06	1		
Hill-2015-999-313	313	date	word1-157	N	4.42	3.9	4.62	3	3.05	1		
Hill-2015-999-314	314	calendar	word2-157	N	4.42	3.9	4.62	3	3.05	1	1967	CALENDAR
Hill-2015-999-315	315	sea	word1-158	N	8.27	4.79	4.86	4	2.91	1	1474	SEA
Hill-2015-999-316	316	ocean	word2-158	N	8.27	4.79	4.86	4	2.91	1	645	OCEAN
Hill-2015-999-317	317	second	word1-159	N	4.62	3.3	3.04	2	2.84	1	1384	SECOND
Hill-2015-999-318	318	minute	word2-159	N	4.62	3.3	3.04	2	2.84	1		
Hill-2015-999-319	319	hand	word1-160	N	3.88	4.72	4.96	4	2.84	1	1277	HAND
Hill-2015-999-320	320	thumb	word2-160	N	3.88	4.72	4.96	4	2.84	1	1781	THUMB
Hill-2015-999-321	321	wood	word1-161	N	7.3	4.85	4.96	4	2.79	1	1803	WOOD
Hill-2015-999-322	322	log	word2-161	N	7.3	4.85	4.96	4	2.79	1		
Hill-2015-999-323	323	mud	word1-162	N	7.32	4.86	4.86	4	2.76	1	640	MUD
Hill-2015-999-324	324	dirt	word2-162	N	7.32	4.86	4.86	4	2.76	1	25	DIRT
Hill-2015-999-325	325	hallway	word1-163	N	9.28	4.74	4.72	3	2.7	1		
Hill-2015-999-326	326	corridor	word2-163	N	9.28	4.74	4.72	3	2.7	1		
Hill-2015-999-327	327	way	word1-164	N	7.62	2.34	1.62	1	2.56	1		
Hill-2015-999-328	328	manner	word2-164	N	7.62	2.34	1.62	1	2.56	1	488	MANNER
Hill-2015-999-329	329	mouse	word1-165	N	1.12	4.83	4.86	4	2.56	1	1491	MOUSE
Hill-2015-999-330	330	cat	word2-165	N	1.12	4.83	4.86	4	2.56	1	1208	CAT
Hill-2015-999-331	331	cop	word1-166	N	9.05	4.3	4.5	3	2.54	1		
Hill-2015-999-332	332	sheriff	word2-166	N	9.05	4.3	4.5	3	2.54	1		
Hill-2015-999-333	333	death	word1-167	N	4.93	3.73	3.93	3	2.46	1	910	DEATH
Hill-2015-999-334	334	burial	word2-167	N	4.93	3.73	3.93	3	2.46	1		
Hill-2015-999-335	335	music	word1-168	N	6.98	4.31	3.71	3	2.43	1	642	MUSIC
Hill-2015-999-336	336	melody	word2-168	N	6.98	4.31	3.71	3	2.43	1		
Hill-2015-999-337	337	beer	word1-169	N	7.5	4.88	4.76	4	2.4	1	1639	BEER
Hill-2015-999-338	338	alcohol	word2-169	N	7.5	4.88	4.76	4	2.4	1	404	ALCOHOL (FERMENTED DRINK)
Hill-2015-999-339	339	mouth	word1-170	N	7.1	4.74	4.96	4	2.28	1	674	MOUTH
Hill-2015-999-340	340	lip	word2-170	N	7.1	4.74	4.96	4	2.28	1	478	LIP
Hill-2015-999-341	341	storm	word1-171	N	6.38	4.7	4.59	3	2.27	1	858	STORM
Hill-2015-999-342	342	hurricane	word2-171	N	6.38	4.7	4.59	3	2.27	1		
Hill-2015-999-343	343	tax	word1-172	N	2.38	3.89	3.07	2	2.25	1	873	TAX
Hill-2015-999-344	344	income	word2-172	N	2.38	3.89	3.07	2	2.25	1		
Hill-2015-999-345	345	flower	word1-173	N	6.95	5	4.48	4	2.22	1	239	FLOWER
Hill-2015-999-346	346	violet	word2-173	N	6.95	5	4.48	4	2.22	1		
Hill-2015-999-347	347	paper	word1-174	N	5.38	4.93	4.9	4	2.2	1	648	PAPER
Hill-2015-999-348	348	cardboard	word2-174	N	5.38	4.93	4.9	4	2.2	1		
Hill-2015-999-349	349	floor	word1-175	N	1.73	4.8	4.85	4	2.18	1	1632	FLOOR
Hill-2015-999-350	350	ceiling	word2-175	N	1.73	4.8	4.85	4	2.18	1		
Hill-2015-999-351	351	beach	word1-176	N	8.33	4.79	4.63	3	2.15	1	3460	BEACH
Hill-2015-999-352	352	seashore	word2-176	N	8.33	4.79	4.63	3	2.15	1		
Hill-2015-999-353	353	rod	word1-177	N	3.03	4.43	4.82	3	2.13	1		
Hill-2015-999-354	354	curtain	word2-177	N	3.03	4.43	4.82	3	2.13	1	2621	CURTAIN
Hill-2015-999-355	355	hound	word1-178	N	2.38	4.48	4.97	3	2.13	1	3380	HUNTING DOG
Hill-2015-999-356	356	fox	word2-178	N	2.38	4.48	4.97	3	2.13	1	1312	FOX
Hill-2015-999-357	357	street	word1-179	N	5.48	4.75	4.82	4	2.07	1	1362	STREET
Hill-2015-999-358	358	alley	word2-179	N	5.48	4.75	4.82	4	2.07	1		
Hill-2015-999-359	359	boat	word1-180	N	4.28	4.93	4.77	4	2.04	1	1844	BOAT
Hill-2015-999-360	360	deck	word2-180	N	4.28	4.93	4.77	4	2.04	1		
Hill-2015-999-361	361	car	word1-181	N	2.57	4.89	5	4	2.04	1	1111	CAR
Hill-2015-999-362	362	horn	word2-181	N	2.57	4.89	5	4	2.04	1	1393	HORN (ANATOMY)
Hill-2015-999-363	363	friend	word1-182	N	4.25	3.07	3.83	2	1.97	1	1325	FRIEND
Hill-2015-999-364	364	guest	word2-182	N	4.25	3.07	3.83	2	1.97	1	1782	GUEST
Hill-2015-999-365	365	employer	word1-183	N	3.65	3.81	4.1	3	1.96	1		
Hill-2015-999-366	366	employee	word2-183	N	3.65	3.81	4.1	3	1.96	1		
Hill-2015-999-367	367	hand	word1-184	N	3.97	4.72	4.93	4	1.96	1	1277	HAND
Hill-2015-999-368	368	wrist	word2-184	N	3.97	4.72	4.93	4	1.96	1	799	WRIST
Hill-2015-999-369	369	ball	word1-185	N	2.58	5	4.79	4	1.96	1	1845	BALL
Hill-2015-999-370	370	cannon	word2-185	N	2.58	5	4.79	4	1.96	1	3202	CANNON
Hill-2015-999-371	371	alcohol	word1-186	N	6.98	4.76	4.81	4	1.93	1	404	ALCOHOL (FERMENTED DRINK)
Hill-2015-999-372	372	brandy	word2-186	N	6.98	4.76	4.81	4	1.93	1		
Hill-2015-999-373	373	victory	word1-187	N	8.98	2.55	2.17	1	1.9	1	783	VICTORY
Hill-2015-999-374	374	triumph	word2-187	N	8.98	2.55	2.17	1	1.9	1	3849	TRIUMPH
Hill-2015-999-375	375	telephone	word1-188	N	3.63	4.96	4.42	3	1.88	1	1379	TELEPHONE
Hill-2015-999-376	376	booth	word2-188	N	3.63	4.96	4.42	3	1.88	1		
Hill-2015-999-377	377	door	word1-189	N	5.4	4.81	4.75	4	1.88	1	1567	DOOR
Hill-2015-999-378	378	doorway	word2-189	N	5.4	4.81	4.75	4	1.88	1		
Hill-2015-999-379	379	motel	word1-190	N	8.17	4.93	4.64	4	1.86	1		
Hill-2015-999-380	380	inn	word2-190	N	8.17	4.93	4.64	4	1.86	1		
Hill-2015-999-381	381	clothes	word1-191	N	5.47	4.76	4.9	4	1.82	1	1895	CLOTHES
Hill-2015-999-382	382	cloth	word2-191	N	5.47	4.76	4.9	4	1.82	1	1616	CLOTH
Hill-2015-999-383	383	steak	word1-192	N	7.47	4.96	4.9	4	1.81	1		
Hill-2015-999-384	384	meat	word2-192	N	7.47	4.96	4.9	4	1.81	1	634	MEAT
Hill-2015-999-385	385	nail	word1-193	N	3.55	4.93	4.96	4	1.76	1	1896	FINGERNAIL OR TOENAIL
Hill-2015-999-386	386	thumb	word2-193	N	3.55	4.93	4.96	4	1.76	1	1781	THUMB
Hill-2015-999-387	387	band	word1-194	N	7.08	4.68	4.79	4	1.75	1		
Hill-2015-999-388	388	orchestra	word2-194	N	7.08	4.68	4.79	4	1.75	1		
Hill-2015-999-389	389	book	word1-195	N	5	4.9	4.61	4	1.74	1	963	BOOK
Hill-2015-999-390	390	bible	word2-195	N	5	4.9	4.61	4	1.74	1		
Hill-2015-999-391	391	business	word1-196	N	7.02	3.28	3.29	2	1.73	1	2931	BUSINESS
Hill-2015-999-392	392	industry	word2-196	N	7.02	3.28	3.29	2	1.73	1		
Hill-2015-999-393	393	winter	word1-197	N	6.27	3.84	3.32	2	1.71	1	1471	WINTER
Hill-2015-999-394	394	season	word2-197	N	6.27	3.84	3.32	2	1.71	1	691	SEASON
Hill-2015-999-395	395	decade	word1-198	N	3.48	3.19	2.83	2	1.64	1		
Hill-2015-999-396	396	century	word2-198	N	3.48	3.19	2.83	2	1.64	1		
Hill-2015-999-397	397	alcohol	word1-199	N	8.65	4.76	4.46	3	1.64	1	404	ALCOHOL (FERMENTED DRINK)
Hill-2015-999-398	398	gin	word2-199	N	8.65	4.76	4.46	3	1.64	1		
Hill-2015-999-399	399	hat	word1-200	N	2.67	4.88	4.97	4	1.62	1	771	HAT
Hill-2015-999-400	400	coat	word2-200	N	2.67	4.88	4.97	4	1.62	1	603	COAT
Hill-2015-999-401	401	window	word1-201	N	3.33	4.86	4.81	4	1.56	1	1375	WINDOW
Hill-2015-999-402	402	door	word2-201	N	3.33	4.86	4.81	4	1.56	1	1567	DOOR
Hill-2015-999-403	403	arm	word1-202	N	3.57	4.96	4.93	4	1.55	1	1673	ARM
Hill-2015-999-404	404	wrist	word2-202	N	3.57	4.96	4.93	4	1.55	1	799	WRIST
Hill-2015-999-405	405	house	word1-203	N	5.8	5	4.9	4	1.54	1	1252	HOUSE
Hill-2015-999-406	406	apartment	word2-203	N	5.8	5	4.9	4	1.54	1		
Hill-2015-999-407	407	glass	word1-204	N	6.27	4.82	4.58	3	1.52	1	604	GLASS
Hill-2015-999-408	408	crystal	word2-204	N	6.27	4.82	4.58	3	1.52	1	4039	CRYSTAL
Hill-2015-999-409	409	wine	word1-205	N	5.15	4.79	4.81	4	1.52	1	1524	WINE
Hill-2015-999-410	410	brandy	word2-205	N	5.15	4.79	4.81	4	1.52	1		
Hill-2015-999-411	411	creator	word1-206	N	9.62	3.07	3.9	2	1.51	1		
Hill-2015-999-412	412	maker	word2-206	N	9.62	3.07	3.9	2	1.51	1		
Hill-2015-999-413	413	dinner	word1-207	N	3.33	4.5	4.43	3	1.49	1	1833	DINNER (SUPPER)
Hill-2015-999-414	414	breakfast	word2-207	N	3.33	4.5	4.43	3	1.49	1	1322	BREAKFAST
Hill-2015-999-415	415	arm	word1-208	N	3.72	4.96	4.5	3	1.45	1	1673	ARM
Hill-2015-999-416	416	muscle	word2-208	N	3.72	4.96	4.5	3	1.45	1	1004	MUSCLE
Hill-2015-999-417	417	bubble	word1-209	N	8.57	4.6	4.59	3	1.42	1	3689	BUBBLE
Hill-2015-999-418	418	suds	word2-209	N	8.57	4.6	4.59	3	1.42	1		
Hill-2015-999-419	419	bread	word1-210	N	3.33	4.92	4.97	4	1.42	1	1368	BREAD
Hill-2015-999-420	420	flour	word2-210	N	3.33	4.92	4.97	4	1.42	1	1594	FLOUR
Hill-2015-999-421	421	death	word1-211	N	5.8	3.73	2.07	2	1.41	1	910	DEATH
Hill-2015-999-422	422	tragedy	word2-211	N	5.8	3.73	2.07	2	1.41	1	2434	TRAGEDY
Hill-2015-999-423	423	absence	word1-212	N	0.4	2.31	2.72	1	1.38	1		
Hill-2015-999-424	424	presence	word2-212	N	0.4	2.31	2.72	1	1.38	1		
Hill-2015-999-425	425	gun	word1-213	N	5.68	4.83	4.79	4	1.35	1	1566	GUN
Hill-2015-999-426	426	cannon	word2-213	N	5.68	4.83	4.79	4	1.35	1	3202	CANNON
Hill-2015-999-427	427	grass	word1-214	N	4.57	4.93	4.93	4	1.34	1	606	GRASS
Hill-2015-999-428	428	blade	word2-214	N	4.57	4.93	4.93	4	1.34	1	869	BLADE
Hill-2015-999-429	429	ball	word1-215	N	1.67	5	5	4	1.33	1	1845	BALL
Hill-2015-999-430	430	basket	word2-215	N	1.67	5	5	4	1.33	1	1539	BASKET
Hill-2015-999-431	431	hose	word1-216	N	1.67	4.87	4.73	4	1.32	1		
Hill-2015-999-432	432	garden	word2-216	N	1.67	4.87	4.73	4	1.32	1	586	GARDEN
Hill-2015-999-433	433	boy	word1-217	N	7.5	4.76	4.56	3	1.28	1	1366	BOY
Hill-2015-999-434	434	kid	word2-217	N	7.5	4.76	4.56	3	1.28	1	1304	CHILD (YOUNG HUMAN)
Hill-2015-999-435	435	church	word1-218	N	2.95	4.9	4.34	3	1.27	1	1349	CHURCH
Hill-2015-999-436	436	choir	word2-218	N	2.95	4.9	4.34	3	1.27	1		
Hill-2015-999-437	437	clothes	word1-219	N	3.02	4.76	4.67	3	1.27	1	1895	CLOTHES
Hill-2015-999-438	438	drawer	word2-219	N	3.02	4.76	4.67	3	1.27	1		
Hill-2015-999-439	439	tower	word1-220	N	1.9	4.76	4.96	4	1.22	1	1671	TOWER
Hill-2015-999-440	440	bell	word2-220	N	1.9	4.76	4.96	4	1.22	1	2246	BELL
Hill-2015-999-441	441	father	word1-221	N	7.07	4.52	4.56	3	1.19	1	1217	FATHER
Hill-2015-999-442	442	parent	word2-221	N	7.07	4.52	4.56	3	1.19	1		
Hill-2015-999-443	443	school	word1-222	N	4.42	4.79	3	3	1.18	1	673	SCHOOL
Hill-2015-999-444	444	grade	word2-222	N	4.42	4.79	3	3	1.18	1		
Hill-2015-999-445	445	parent	word1-223	N	5.37	4.56	4.4	3	1.15	1		
Hill-2015-999-446	446	adult	word2-223	N	5.37	4.56	4.4	3	1.15	1	3635	ADULT
Hill-2015-999-447	447	bar	word1-224	N	1.9	4.67	4.83	4	1.15	1		
Hill-2015-999-448	448	jail	word2-224	N	1.9	4.67	4.83	4	1.15	1		
Hill-2015-999-449	449	car	word1-225	N	3.4	4.89	4.72	4	1.15	1	1111	CAR
Hill-2015-999-450	450	highway	word2-225	N	3.4	4.89	4.72	4	1.15	1		
Hill-2015-999-451	451	dictionary	word1-226	N	6.25	4.62	3.07	3	1.14	1		
Hill-2015-999-452	452	definition	word2-226	N	6.25	4.62	3.07	3	1.14	1		
Hill-2015-999-453	453	door	word1-227	N	1.97	4.81	4.68	4	1.13	1	1567	DOOR
Hill-2015-999-454	454	cellar	word2-227	N	1.97	4.81	4.68	4	1.13	1		
Hill-2015-999-455	455	army	word1-228	N	5.95	4.7	2.69	2	1.11	1	1561	ARMY
Hill-2015-999-456	456	legion	word2-228	N	5.95	4.7	2.69	2	1.11	1		
Hill-2015-999-457	457	metal	word1-229	N	7.25	4.87	4.88	4	1.1	1	2244	METAL
Hill-2015-999-458	458	aluminum	word2-229	N	7.25	4.87	4.88	4	1.1	1	3385	ALUMINIUM
Hill-2015-999-459	459	chair	word1-230	N	6.67	4.58	4.87	3	1.09	1	1476	CHAIR
Hill-2015-999-460	460	bench	word2-230	N	6.67	4.58	4.87	3	1.09	1	2584	BENCH
Hill-2015-999-461	461	cloud	word1-231	N	6	4.54	4.66	3	1.05	1	1489	CLOUD
Hill-2015-999-462	462	fog	word2-231	N	6	4.54	4.66	3	1.05	1	249	FOG
Hill-2015-999-463	463	boy	word1-232	N	6.75	4.76	4.14	3	1.03	1	1366	BOY
Hill-2015-999-464	464	son	word2-232	N	6.75	4.76	4.14	3	1.03	1	1620	SON
Hill-2015-999-465	465	water	word1-233	N	6.47	5	4.89	4	1.03	1	948	WATER
Hill-2015-999-466	466	ice	word2-233	N	6.47	5	4.89	4	1.03	1	617	ICE
Hill-2015-999-467	467	bed	word1-234	N	3.02	5	5	4	1.02	1	1663	BED
Hill-2015-999-468	468	blanket	word2-234	N	3.02	5	5	4	1.02	1	806	BLANKET
Hill-2015-999-469	469	attorney	word1-235	N	9.35	4.52	4.7	3	1.01	1		
Hill-2015-999-470	470	lawyer	word2-235	N	9.35	4.52	4.7	3	1.01	1		
Hill-2015-999-471	471	area	word1-236	N	8.33	3.72	3.07	2	0.97	1	2980	AREA
Hill-2015-999-472	472	zone	word2-236	N	8.33	3.72	3.07	2	0.97	1		
Hill-2015-999-473	473	business	word1-237	N	9.02	3.28	4.11	3	0.97	1	2931	BUSINESS
Hill-2015-999-474	474	company	word2-237	N	9.02	3.28	4.11	3	0.97	1		
Hill-2015-999-475	475	clothes	word1-238	N	5.87	4.76	4.63	3	0.96	1	1895	CLOTHES
Hill-2015-999-476	476	fabric	word2-238	N	5.87	4.76	4.63	3	0.96	1		
Hill-2015-999-477	477	sweater	word1-239	N	7.15	4.78	4.86	4	0.96	1	4035	SWEATER
Hill-2015-999-478	478	jacket	word2-239	N	7.15	4.78	4.86	4	0.96	1	2770	JACKET
Hill-2015-999-479	479	money	word1-240	N	6.67	4.54	4.1	3	0.95	1	1559	MONEY
Hill-2015-999-480	480	capital	word2-240	N	6.67	4.54	4.1	3	0.95	1		
Hill-2015-999-481	481	hand	word1-241	N	4.17	4.72	4.9	4	0.95	1	1277	HAND
Hill-2015-999-482	482	foot	word2-241	N	4.17	4.72	4.9	4	0.95	1	1301	FOOT
Hill-2015-999-483	483	alcohol	word1-242	N	6.73	4.76	4.4	3	0.93	1	404	ALCOHOL (FERMENTED DRINK)
Hill-2015-999-484	484	cocktail	word2-242	N	6.73	4.76	4.4	3	0.93	1		
Hill-2015-999-485	485	yard	word1-243	N	3.78	4.82	4.37	3	0.93	1	736	YARD
Hill-2015-999-486	486	inch	word2-243	N	3.78	4.82	4.37	3	0.93	1		
Hill-2015-999-487	487	molecule	word1-244	N	6.45	3.27	3.34	2	0.92	1		
Hill-2015-999-488	488	atom	word2-244	N	6.45	3.27	3.34	2	0.92	1		
Hill-2015-999-489	489	lens	word1-245	N	4.28	4.64	5	4	0.9	1		
Hill-2015-999-490	490	camera	word2-245	N	4.28	4.64	5	4	0.9	1	2618	CAMERA
Hill-2015-999-491	491	meal	word1-246	N	7.15	4.62	4.5	3	0.88	1	1526	MEAL
Hill-2015-999-492	492	dinner	word2-246	N	7.15	4.62	4.5	3	0.88	1	1833	DINNER (SUPPER)
Hill-2015-999-493	493	eye	word1-247	N	3.55	4.9	4.56	3	0.88	1	1248	EYE
Hill-2015-999-494	494	tear	word2-247	N	3.55	4.9	4.56	3	0.88	1	1651	TEAR (OF EYE)
Hill-2015-999-495	495	god	word1-248	N	1.8	2.07	3.41	2	0.87	1	1944	GOD
Hill-2015-999-496	496	devil	word2-248	N	1.8	2.07	3.41	2	0.87	1	3917	DEVIL
Hill-2015-999-497	497	loop	word1-249	N	3.1	4.26	4.9	3	0.87	1		
Hill-2015-999-498	498	belt	word2-249	N	3.1	4.26	4.9	3	0.87	1	772	BELT
Hill-2015-999-499	499	rat	word1-250	N	7.78	4.85	4.83	4	0.87	1	1490	RAT
Hill-2015-999-500	500	mouse	word2-250	N	7.78	4.85	4.83	4	0.87	1	1491	MOUSE
Hill-2015-999-501	501	motor	word1-251	N	8.65	4.84	4.86	4	0.87	1	110	MOTOR
Hill-2015-999-502	502	engine	word2-251	N	8.65	4.84	4.86	4	0.87	1	2622	ENGINE
Hill-2015-999-503	503	car	word1-252	N	7.42	4.89	4.88	4	0.87	1	1111	CAR
Hill-2015-999-504	504	cab	word2-252	N	7.42	4.89	4.88	4	0.87	1		
Hill-2015-999-505	505	cat	word1-253	N	6.75	4.86	4.96	4	0.85	1	1208	CAT
Hill-2015-999-506	506	lion	word2-253	N	6.75	4.86	4.96	4	0.85	1	1386	LION
Hill-2015-999-507	507	size	word1-254	N	6.33	3.13	2.43	2	0.84	1	2845	SIZE (OF OBJECT)
Hill-2015-999-508	508	magnitude	word2-254	N	6.33	3.13	2.43	2	0.84	1		
Hill-2015-999-509	509	reality	word1-255	N	1.03	1.72	1.59	1	0.83	1		
Hill-2015-999-510	510	fantasy	word2-255	N	1.03	1.72	1.59	1	0.83	1		
Hill-2015-999-511	511	door	word1-256	N	5.25	4.81	4.96	4	0.83	1	1567	DOOR
Hill-2015-999-512	512	gate	word2-256	N	5.25	4.81	4.96	4	0.83	1	2940	GATE
Hill-2015-999-513	513	cat	word1-257	N	5.95	4.86	4.71	4	0.82	1	1208	CAT
Hill-2015-999-514	514	pet	word2-257	N	5.95	4.86	4.71	4	0.82	1	3780	PET
Hill-2015-999-515	515	tin	word1-258	N	6.42	4.87	4.88	4	0.82	1	893	TIN (METAL)
Hill-2015-999-516	516	aluminum	word2-258	N	6.42	4.87	4.88	4	0.82	1	3385	ALUMINIUM
Hill-2015-999-517	517	bone	word1-259	N	4.17	4.9	4.87	4	0.82	1	1394	BONE
Hill-2015-999-518	518	jaw	word2-259	N	4.17	4.9	4.87	4	0.82	1	798	JAW
Hill-2015-999-519	519	cereal	word1-260	N	3.75	4.83	4.89	4	0.81	1		
Hill-2015-999-520	520	wheat	word2-260	N	3.75	4.83	4.89	4	0.81	1	1077	WHEAT
Hill-2015-999-521	521	house	word1-261	N	1.9	5	4.89	4	0.8	1	1252	HOUSE
Hill-2015-999-522	522	key	word2-261	N	1.9	5	4.89	4	0.8	1	1472	KEY
Hill-2015-999-523	523	blood	word1-262	N	4.28	4.86	4.59	3	0.79	1	946	BLOOD
Hill-2015-999-524	524	flesh	word2-262	N	4.28	4.86	4.59	3	0.79	1	2259	FLESH
Hill-2015-999-525	525	door	word1-263	N	3.73	4.81	4.72	4	0.79	1	1567	DOOR
Hill-2015-999-526	526	corridor	word2-263	N	3.73	4.81	4.72	4	0.79	1		
Hill-2015-999-527	527	god	word1-264	N	7.3	2.07	1.6	1	0.77	1	1944	GOD
Hill-2015-999-528	528	spirit	word2-264	N	7.3	2.07	1.6	1	0.77	1	53	SPIRIT
Hill-2015-999-529	529	capability	word1-265	N	7.62	1.93	1.78	1	0.77	1		
Hill-2015-999-530	530	competence	word2-265	N	7.62	1.93	1.78	1	0.77	1		
Hill-2015-999-531	531	abundance	word1-266	N	8.97	2.21	2.39	1	0.77	1		
Hill-2015-999-532	532	plenty	word2-266	N	8.97	2.21	2.39	1	0.77	1		
Hill-2015-999-533	533	sofa	word1-267	N	6.67	4.9	4.58	4	0.77	1	3099	SOFA
Hill-2015-999-534	534	chair	word2-267	N	6.67	4.9	4.58	4	0.77	1	1476	CHAIR
Hill-2015-999-535	535	wall	word1-268	N	4.68	4.86	4.83	4	0.77	1	933	WALL (OF HOUSE)
Hill-2015-999-536	536	brick	word2-268	N	4.68	4.86	4.83	4	0.77	1	1006	BRICK
Hill-2015-999-537	537	horn	word1-269	N	2.68	5	4.96	4	0.77	1	1393	HORN (ANATOMY)
Hill-2015-999-538	538	drum	word2-269	N	2.68	5	4.96	4	0.77	1	908	DRUM
Hill-2015-999-539	539	organ	word1-270	N	6.15	4.77	4.68	3	0.76	1		
Hill-2015-999-540	540	liver	word2-270	N	6.15	4.77	4.68	3	0.76	1	1224	LIVER
Hill-2015-999-541	541	strength	word1-271	N	7.07	2.96	2.32	2	0.74	1	202	STRENGTH
Hill-2015-999-542	542	might	word2-271	N	7.07	2.96	2.32	2	0.74	1		
Hill-2015-999-543	543	phrase	word1-272	N	5.48	2.86	3.56	2	0.74	1		
Hill-2015-999-544	544	word	word2-272	N	5.48	2.86	3.56	2	0.74	1	1599	WORD
Hill-2015-999-545	545	band	word1-273	N	3.92	4.68	4.54	3	0.74	1		
Hill-2015-999-546	546	parade	word2-273	N	3.92	4.68	4.54	3	0.74	1		
Hill-2015-999-547	547	stomach	word1-274	N	5.9	4.89	4.72	4	0.74	1	819	STOMACH
Hill-2015-999-548	548	waist	word2-274	N	5.9	4.89	4.72	4	0.74	1	1681	WAIST
Hill-2015-999-549	549	cloud	word1-275	N	5.6	4.54	4.7	3	0.73	1	1489	CLOUD
Hill-2015-999-550	550	storm	word2-275	N	5.6	4.54	4.7	3	0.73	1	858	STORM
Hill-2015-999-551	551	joy	word1-276	N	5	2.37	1.66	1	0.72	1	2524	JOY
Hill-2015-999-552	552	pride	word2-276	N	5	2.37	1.66	1	0.72	1	3915	PRIDE
Hill-2015-999-553	553	noise	word1-277	N	6.17	3.52	4.07	3	0.72	1	1182	NOISE
Hill-2015-999-554	554	rattle	word2-277	N	6.17	3.52	4.07	3	0.72	1	300	RATTLE
Hill-2015-999-555	555	rain	word1-278	N	5.97	4.97	4.51	4	0.71	1	658	RAIN (PRECIPITATION)
Hill-2015-999-556	556	mist	word2-278	N	5.97	4.97	4.51	4	0.71	1		
Hill-2015-999-557	557	beer	word1-279	N	5.42	4.88	4.6	4	0.71	1	1639	BEER
Hill-2015-999-558	558	beverage	word2-279	N	5.42	4.88	4.6	4	0.71	1	731	BEVERAGE
Hill-2015-999-559	559	man	word1-280	N	3.92	4.79	4.24	3	0.7	1	1554	MAN
Hill-2015-999-560	560	uncle	word2-280	N	3.92	4.79	4.24	3	0.7	1	1327	UNCLE
Hill-2015-999-561	561	apple	word1-281	N	2.88	5	4.89	4	0.7	1	1320	APPLE
Hill-2015-999-562	562	juice	word2-281	N	2.88	5	4.89	4	0.7	1	1499	JUICE
Hill-2015-999-563	563	intelligence	word1-282	N	6.5	2.24	1.72	1	0.68	1		
Hill-2015-999-564	564	logic	word2-282	N	6.5	2.24	1.72	1	0.68	1	2429	LOGIC
Hill-2015-999-565	565	communication	word1-283	N	7.47	2.9	2.35	2	0.68	1		
Hill-2015-999-566	566	language	word2-283	N	7.47	2.9	2.35	2	0.68	1	1307	LANGUAGE
