ID	NUMBER	TURKISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	AOA_MEAN	AOA_MEAN_CHILDREN	AOA_MEAN_YOUNG	AOA_MEAN_MIDDLE	AOA_MEAN_OLD	MEAN_IMAGEABILITY	MEAN_CONCRETENESS	FREQUENCY	NUMBER_SYLLABLES	NUMBER_LETTERS
Goz-2017-600-229	229	ideal	ideal			4.61	2.95	4.69	5.46	5.25	2.52	1.64	107	3	5
Goz-2017-600-230	230	iğde	oleaster			3.31	2.74	4.33	3.7	2.53	5.22	6.37	7	2	4
Goz-2017-600-231	231	ihmal	omission			3.2	2.34	3.51	4.01	3.01	2.36	2.24	19	2	5
Goz-2017-600-232	232	iklim	climate	2426	CLIMATE	2.86	2.56	3.17	3.26	2.52	3.86	4.59	58	2	5
Goz-2017-600-233	233	ilâç	medication	1372	MEDICINE	1.88	1.77	1.82	2.1	1.84	6.36	6.56	233	2	4
Goz-2017-600-234	234	ilgi	interest (mental)	3847	INTEREST (FEELING)	2.71	2	2.71	3.31	2.8	3.05	2.08	347	2	4
Goz-2017-600-235	235	imaj	image			4.78	2.87	4.55	5.6	5.89	2.94	2.69	88	2	4
Goz-2017-600-236	236	imza	signature			2.98	2.23	3.17	3.44	3.09	5.8	6.02	111	2	4
Goz-2017-600-237	237	inanç	belief	3333	BELIEF (RELIGIOUS)	2.68	2.19	3	3.2	2.43	3.01	1.47	208	2	5
Goz-2017-600-238	238	incir	fig	322	FIG	1.81	1.71	1.8	1.97	1.76	6.31	6.88	27	2	5
Goz-2017-600-239	239	indirim	discount			3.83	2.26	4.02	4.63	4.39	3.97	4.51	55	3	7
Goz-2017-600-240	240	insanlık	humanity			2.92	2.23	3.27	3.37	2.87	3.13	1.95	119	3	8
Goz-2017-600-241	241	ip	rope	1218	ROPE	1.62	1.56	1.7	1.7	1.53	6.25	6.84	96	1	2
Goz-2017-600-242	242	ipek	silk	1641	SILK	2.83	2.1	3.3	3.58	2.43	5.11	6.24	54	2	4
Goz-2017-600-243	243	ishal	diarrhea	1177	DIARRHEA	2.33	2.08	2.46	2.65	2.15	4.67	5.72	32	2	5
Goz-2017-600-244	244	iskele	pier			2.91	2.38	2.88	3.33	3.04	5.93	6.71	50	3	6
Goz-2017-600-245	245	iskelet	skeleton	2668	SKELETON	2.85	2.33	3.16	3.43	2.57	6.03	6.72	26	3	7
Goz-2017-600-246	246	işaret	sign	1720	SIGN	2.14	1.79	2.08	2.44	2.22	3.77	5.18	127	3	6
Goz-2017-600-247	247	işlemci	processor			4.91	2.85	4.84	6.03	5.69	3.15	5.76	10	3	7
Goz-2017-600-248	248	itiraz	objection			3.08	2.43	3.43	3.59	2.92	3.6	2.48	53	3	6
Goz-2017-600-249	249	iyi	good	1035	GOOD	1.86	1.57	1.93	2.01	1.92	2.76	1.42	1907	2	3
Goz-2017-600-250	250	iyilik	goodness			1.95	1.66	2.04	2.29	1.85	2.79	1.46	47	3	6
Goz-2017-600-251	251	izlenim	impression			4.43	2.63	4.78	5.07	5.16	2.23	2.46	56	3	7
Goz-2017-600-252	252	kabin	cabin			3.78	2.49	2.23	4.42	4.79	5.59	6.7	34	2	5
Goz-2017-600-253	253	kablo	cable			2.48	1.93	2.37	2.81	2.76	6.07	6.87	90	2	5
Goz-2017-600-254	254	kaçak	fugitive			3.29	2.39	3.82	3.73	3.29	3.78	4.29	54	2	5
Goz-2017-600-255	255	kadeh	glass (for alcohol)			3.45	2.65	3.53	4.17	3.43	6.35	6.75	65	2	5
Goz-2017-600-256	256	kadın	woman	962	WOMAN	1.77	1.52	1.76	2.03	1.78	6.27	6.24	1898	2	5
Goz-2017-600-257	257	kafiye	rhyme			4.35	3.67	4.72	4.88	4.15	4.27	3.93	14	3	6
Goz-2017-600-258	258	kâğıt	paper	648	PAPER	1.7	1.59	1.55	1.97	1.68	6.56	6.83	323	2	5
Goz-2017-600-259	259	kahpe	bitch			4.6	3.11	5.5	5.15	4.5	3.5	3.46	3	2	5
Goz-2017-600-260	260	kahvaltı	breakfast	1322	BREAKFAST	1.71	1.59	1.6	1.76	1.85	6.25	6.37	71	3	8
Goz-2017-600-261	261	kambur	hunchback	99	HUNCHBACK	2.87	2.49	3.26	3.3	2.5	5.41	5.79	13	2	6
Goz-2017-600-262	262	kamera	camera	2618	CAMERA	3.51	1.97	2.3	4.03	5.38	6.58	6.76	87	3	6
Goz-2017-600-263	263	kamyon	truck	4011	TRUCK	1.86	1.67	1.7	2.09	1.94	6.49	6.96	84	2	6
Goz-2017-600-264	264	kan	blood	946	BLOOD	1.71	1.63	1.74	1.88	1.61	6.09	6.7	371	1	3
Goz-2017-600-265	265	kanca	hook	1071	HOOK	3.04	2.43	3.57	3.56	2.69	5.39	6.72	4	2	5
Goz-2017-600-266	266	kapak	lid	2319	LID (COVER, CAP)	1.84	1.64	1.74	1.98	1.97	5.63	6.69	142	2	5
Goz-2017-600-267	267	kapı	door	1567	DOOR	1.56	1.53	1.54	1.65	1.54	6.74	6.86	817	2	4
Goz-2017-600-268	268	kapüşon	hood			3.45	2.31	2.93	4.07	4.09	4.42	6.28	4	3	7
Goz-2017-600-269	269	karar	decision			2.99	2.23	2.89	3.71	3.12	3.23	2.47	622	2	5
Goz-2017-600-270	270	kararlı	determined			3.17	2.17	3.3	3.68	3.5	2.74	2.46	66	3	7
Goz-2017-600-271	271	kargo	cargo			4.52	2.6	4.27	5.63	5.43	4.94	6.11	11	2	5
Goz-2017-600-272	272	karınca	ant	587	ANT	1.6	1.65	1.63	1.57	1.57	6.44	6.88	33	3	7
Goz-2017-600-273	273	karışık	mixed			2.34	1.91	2.42	2.69	2.35	3.5	2.9	58	3	7
Goz-2017-600-274	274	karton	cardboard			2.13	1.89	2.01	2.5	2.11	5.46	6.77	22	2	6
Goz-2017-600-275	275	kas	muscle	1004	MUSCLE	2.72	2.07	3.03	3.22	2.63	5.49	6.51	172	1	3
Goz-2017-600-276	276	kasnak	hoop			4.2	3.45	5.32	4.3	3.65	4.02	6.36	2	2	6
Goz-2017-600-277	277	kaşık	spoon	1378	SPOON	1.5	1.42	1.5	1.57	1.51	6.71	6.86	102	2	5
Goz-2017-600-278	278	katil	killer	3871	MURDERER	2.81	2.19	2.93	3.08	3.02	4.42	5.82	68	2	5
Goz-2017-600-279	279	kavga	fight			1.82	1.75	1.82	1.9	1.85	4.13	3.77	99	2	5
Goz-2017-600-280	280	kaygan	slippery	3702	SLIPPERY	2.78	2.19	3.06	3.19	2.73	4.74	4.96	14	2	6
Goz-2017-600-281	281	kayıp	loss			2.18	2.05	2.16	2.53	2.01	2.85	3.04	161	2	5
Goz-2017-600-282	282	kayısı	apricot	3730	APRICOT	1.84	1.64	1.78	2.12	1.81	6.63	6.82	17	3	6
Goz-2017-600-283	283	kazanç	income			3.2	2.28	3.53	3.65	3.38	3.54	4.1	65	2	6
Goz-2017-600-284	284	kelebek	butterfly	1791	BUTTERFLY	1.62	1.53	1.56	1.74	1.63	6.64	6.8	19	3	7
Goz-2017-600-285	285	kemik	bone	1394	BONE	2.19	2.14	2.43	2.46	1.79	6.21	6.82	159	2	5
Goz-2017-600-286	286	kepenk	shutter			3.62	2.84	4.09	4.2	3.28	5.91	6.76	16	2	6
Goz-2017-600-287	287	kırık	broken	588	BROKEN	1.77	1.66	1.93	1.89	1.65	5.03	5.72	75	2	5
Goz-2017-600-288	288	kırmızı	red	156	RED	1.66	1.54	1.64	1.82	1.66	6.42	4.32	224	3	7
Goz-2017-600-289	289	kış	winter	1471	WINTER	1.7	1.54	1.7	1.84	1.72	5.83	5.15	123	1	3
Goz-2017-600-290	290	kız	girl	1646	GIRL	1.53	1.38	1.42	1.78	1.52	6.32	6.11	1088	1	3
Goz-2017-600-291	291	kimya	chemistry			4.53	3.18	4.36	5.23	5.24	3.58	4.49	50	2	5
Goz-2017-600-292	292	kimyon	cumin			3.98	2.8	3.96	4.67	4.32	5.11	6.69	5	2	6
Goz-2017-600-293	293	kitap	book	963	BOOK	1.65	1.54	1.58	1.83	1.65	6.77	6.65	816	2	5
Goz-2017-600-294	294	koç	ram	1344	RAM	2.01	1.89	2.06	2.31	1.81	6.13	6.71	12	1	3
Goz-2017-600-295	295	komik	funny	4038	FUNNY	2.14	1.7	2.04	2.37	2.43	3.91	2.59	50	2	5
Goz-2017-600-296	296	komşu	neighbor	1332	NEIGHBOUR	1.71	1.61	1.72	1.89	1.65	5.41	5.76	132	2	5
Goz-2017-600-297	297	konfor	comfort			4.05	2.68	3.95	4.78	4.69	3.82	2.94	54	2	6
Goz-2017-600-298	298	koridor	corridor			2.42	2	2.05	2.8	2.73	5.76	6.4	41	3	7
Goz-2017-600-299	299	korku	fear	781	FEAR (FRIGHT)	1.8	1.82	1.81	1.94	1.64	3.7	1.4	278	2	5
Goz-2017-600-300	300	korkunç	horrible			2.38	1.95	2.2	2.7	2.63	3.48	2.3	91	2	7
Goz-2017-600-301	301	koyu	dark	706	DARK	2.25	1.96	2.18	2.52	2.32	4.01	3.91	65	2	4
Goz-2017-600-302	302	köpük	foam	1768	FOAM	2.19	1.92	2.35	2.55	1.98	5.78	6.49	54	2	5
Goz-2017-600-303	303	kral	king	1508	KING	2.27	1.8	1.83	2.77	2.6	5.51	5.33	78	2	4
Goz-2017-600-304	304	krem	cream			2.29	1.97	1.9	2.71	2.52	5.79	6.61	71	1	4
Goz-2017-600-305	305	kulak	ear	1247	EAR	1.53	1.45	1.42	1.7	1.54	6.6	6.75	311	2	5
Goz-2017-600-306	306	kum	sand	671	SAND	1.81	1.71	1.74	1.9	1.87	6.31	6.62	75	1	3
Goz-2017-600-307	307	kural	rule			2.73	2.06	2.3	2.95	3.49	3.67	2.9	308	2	5
Goz-2017-600-308	308	kuş	bird	937	BIRD	1.45	1.39	1.46	1.54	1.4	6.25	6.81	129	1	3
Goz-2017-600-309	309	kuşku	suspicion			3.82	2.6	4.02	4.59	4.08	2.68	1.58	82	2	5
Goz-2017-600-310	310	kutu	box	1465	BOX	1.87	1.62	1.89	2.14	1.83	6.27	6.84	126	2	4
Goz-2017-600-311	311	kuyumcu	jeweler			2.8	2.17	2.63	3.48	2.9	6.02	6.36	15	3	7
Goz-2017-600-312	312	kuzgun	raven	2543	RAVEN	4.33	2.85	4.56	4.91	4.39	3.37	5.65	3	2	6
Goz-2017-600-313	313	kuzu	lamb	820	LAMB	1.63	1.59	1.59	1.83	1.53	6.54	6.79	57	2	4
Goz-2017-600-314	314	külhan	ruffian			5.04	3.32	6.18	5.31	4.5	2.45	3.49	2	2	6
Goz-2017-600-315	315	külot	briefs (underwear)			1.65	1.5	1.55	1.7	1.81	6.36	6.89	11	2	5
Goz-2017-600-316	316	kültür	culture			3.82	2.58	3.93	4.26	4.46	3.56	2.41	485	2	6
Goz-2017-600-317	317	lâmba	lamp	625	LAMP	1.84	1.74	1.82	2.04	1.76	6.36	6.84	83	2	5
Goz-2017-600-318	318	lehçe	dialect	2815	DIALECT	5.17	3.65	5.34	5.77	5.31	3.27	3.91	1	2	5
Goz-2017-600-319	319	lezzet	taste	2190	TASTE	2	1.72	2.19	2.14	1.99	4.03	4.18	95	2	6
Goz-2017-600-320	320	liman	harbor	610	PORT	3.18	2.54	3.3	3.76	3.13	6.03	6.52	76	2	5
Goz-2017-600-321	321	limon	lemon	3091	LEMON	1.72	1.57	1.69	1.79	1.8	6.57	6.93	60	2	5
Goz-2017-600-322	322	lirik	lyrical			5.46	4.36	5.2	5.95	5.9	2.54	2.22	2	2	5
Goz-2017-600-323	323	lise	high-school			3.05	2.59	3.33	3.48	2.86	6.02	5.8	148	2	4
Goz-2017-600-324	324	lokanta	restaurant	4091	RESTAURANT	2.27	1.94	2.13	2.5	2.47	6.32	6.71	141	3	7
Goz-2017-600-325	325	lüks	luxury			3.47	2.26	3.43	4.05	4.07	3.88	2.89	91	1	4
Goz-2017-600-326	326	maaş	salary			3.26	2.32	3.48	3.83	3.41	4.89	5.22	108	2	4
Goz-2017-600-327	327	mağara	cave	1155	CAVE	2.42	2.09	2.66	2.67	2.32	6.09	6.71	20	3	6
Goz-2017-600-328	328	makyaj	make-up			3.37	2.2	2.81	3.73	4.56	5.39	5.93	79	2	6
Goz-2017-600-329	329	manken	model (fashion)			3.65	2.27	3.06	4.44	4.65	6.3	6.28	58	2	6
Goz-2017-600-330	330	marka	brand			4.01	2.36	3.69	5.05	4.81	4.27	4.66	170	2	5
Goz-2017-600-331	331	masa	table	1775	TABLE	1.48	1.4	1.37	1.58	1.55	6.42	6.9	401	2	4
Goz-2017-600-332	332	mayın	mine			4.4	2.82	4.1	5.31	5.22	5.4	6.7	1	2	5
Goz-2017-600-333	333	maytap	sparkler (fireworks)			3.42	2.93	3.27	4.19	3.27	5.12	6.64	3	2	6
Goz-2017-600-334	334	medya	media			4.8	3.11	4.52	5.66	5.77	4.7	4.68	192	2	5
Goz-2017-600-335	335	mektup	letter	1612	LETTER	2.29	2.16	2.46	2.48	2.11	6.22	6.89	240	2	6
Goz-2017-600-336	336	memur	officer			2.74	2.31	3.02	3.26	2.43	5.94	6.27	191	2	5
Goz-2017-600-337	337	meraklı	curious	3633	CURIOUS	2.53	2	2.54	2.91	2.65	3.75	2.36	71	3	7
Goz-2017-600-338	338	metal	metal	2244	METAL	3.1	2.26	3	3.62	3.47	5.32	6.51	87	2	5
Goz-2017-600-339	339	meyve	fruit	1507	FRUIT	1.7	1.49	1.66	1.85	1.8	6.31	6.63	186	2	5
Goz-2017-600-340	340	mezar	grave	1773	GRAVE	2.29	2.07	2.45	2.47	2.18	6.11	6.21	78	2	5
Goz-2017-600-341	341	mısra	verse			3.29	2.82	3.52	3.75	3.12	4.75	5.31	20	2	5
Goz-2017-600-342	342	mızrak	spear	945	SPEAR	3.52	2.81	4.18	3.48	3.63	5.28	6.83	4	2	6
Goz-2017-600-343	343	mızrap	pick (guitar etc.)			4.63	2.97	5.6	4.99	4.41	3.91	6.15	1	2	6
Goz-2017-600-344	344	minder	cushion			1.84	1.83	1.94	1.97	1.65	6.31	6.86	24	2	6
Goz-2017-600-345	345	mineral	mineral			4.58	3.4	4.67	5.03	5.18	3.23	5.47	52	3	7
Goz-2017-600-346	346	miras	legacy			3.9	2.57	4.17	4.7	4.16	3.64	5.25	52	2	5
Goz-2017-600-347	347	misafir	guest	1782	GUEST	1.73	1.66	1.67	1.82	1.75	5.36	6.07	66	3	7
Goz-2017-600-348	348	mobilya	furniture			2.37	1.77	2.1	2.86	2.69	6.14	6.76	89	3	7
Goz-2017-600-349	349	moda	fashion			3.44	2.23	3.6	4.18	3.72	3.94	3.43	133	2	4
Goz-2017-600-350	350	monitör	monitor			4.79	2.87	3.83	6.06	6.13	6.14	6.76	23	3	7
Goz-2017-600-351	351	moral	morale			3.33	2.36	3.63	3.61	3.7	3.08	1.84	55	2	5
Goz-2017-600-352	352	muaf	exempt			5.16	3.56	5.84	5.51	5.11	3.2	2.27	1	2	4
Goz-2017-600-353	353	muson	monsoon			5.58	3.89	6.09	5.99	5.75	3.08	4.7	1	2	5
Goz-2017-600-354	354	mutfak	kitchen	1365	KITCHEN	1.7	1.45	1.56	1.82	1.91	6.24	6.75	365	2	6
Goz-2017-600-355	355	mutluluk	happiness	2941	HAPPINESS	2.48	2.03	2.15	2.86	2.8	3.72	1.85	151	3	8
Goz-2017-600-356	356	muz	banana	868	BANANA	1.95	1.42	1.57	2.22	2.5	6.73	6.92	67	1	3
Goz-2017-600-357	357	müftülük	"office of ""mufti"""			4.54	3.28	5.4	4.75	4.48	3.64	3.96	1	3	8
Goz-2017-600-358	358	mühendis	engineer			3.24	2.44	3.33	3.86	3.32	4.63	5.49	108	3	8
Goz-2017-600-359	359	müşfik	compassionate			5.26	3.98	6.32	5.63	4.74	1.82	2.35	2	2	6
Goz-2017-600-360	360	müzik	music	642	MUSIC	1.91	1.7	1.83	2.03	2.06	5.49	5.34	399	2	5
Goz-2017-600-361	361	nakavt	knockout			4.61	3.29	5.6	4.77	4.5	4.28	3.85	1	2	6
Goz-2017-600-362	362	namaz	salah (islam)			2.11	1.97	2.36	2.21	1.93	5.51	3.94	112	2	5
Goz-2017-600-363	363	nefes	breath	870	BREATH	1.89	1.63	2.05	2.21	1.72	4.52	5.68	128	2	5
Goz-2017-600-364	364	nehir	river	666	RIVER	2.54	2.11	2.64	3.03	2.39	6.25	6.67	53	2	5
Goz-2017-600-365	365	nesil	generation			3.75	2.61	3.97	4.26	4.12	2.71	3.32	64	2	5
Goz-2017-600-366	366	nezle	cold (disease)	102	COMMON COLD (DISEASE)	2.19	2.05	2.36	2.41	1.97	5.18	5.2	13	2	5
Goz-2017-600-367	367	nişancı	marksman			3.67	2.64	4.43	4.03	3.66	4.79	6.02	1	3	7
Goz-2017-600-368	368	noksan	shortcoming			3.45	2.97	4.87	3.63	2.52	2.99	3	6	2	6
Goz-2017-600-369	369	oksijen	oxygen			3.26	2.72	3.33	3.83	3.19	3.81	5.69	80	3	7
Goz-2017-600-370	370	okul	school	673	SCHOOL	1.78	1.7	1.53	2.03	1.83	6.44	6.6	565	2	4
Goz-2017-600-371	371	olaylı	eventful			3.53	2.46	3.49	4.17	3.93	3.24	2.61	1	3	6
Goz-2017-600-372	372	omuz	shoulder	1482	SHOULDER	1.85	1.61	1.85	2.15	1.8	6.32	6.86	100	2	4
Goz-2017-600-373	373	onursuz	dishonorable			4.29	2.81	4.78	5.11	4.49	2.71	1.98	1	3	7
Goz-2017-600-374	374	orman	forest	420	FOREST	1.7	1.62	1.69	1.77	1.72	6.43	6.57	217	2	5
Goz-2017-600-375	375	oruç	fasting			2.26	2.13	2.66	2.24	2.08	4.87	3.03	62	2	4
Goz-2017-600-376	376	ot	grass	606	GRASS	1.8	1.66	2.06	1.93	1.59	6.29	6.79	70	1	2
Goz-2017-600-377	377	otel	hotel			2.67	1.84	2.34	3.33	3.07	6.06	6.62	183	2	4
Goz-2017-600-378	378	otobüs	bus	1070	BUS	1.99	1.67	1.91	2.05	2.29	6.53	6.86	213	3	6
Goz-2017-600-379	379	oynaş	flirt			4.79	3.05	5.31	5.43	5.16	2.92	3.59	1	2	5
Goz-2017-600-380	380	öğlen	noon	12	MIDDAY	1.82	1.66	1.92	1.98	1.76	4.23	4.23	18	2	5
Goz-2017-600-381	381	öğrenci	student	753	PUPIL (STUDENT)	2.04	1.89	2.15	2.15	2.01	6.39	6.18	407	3	7
Goz-2017-600-382	382	ölü	dead	1625	DEAD	2.16	1.89	2.17	2.47	2.13	4.97	6.17	110	2	3
Goz-2017-600-383	383	ölüm	death	910	DEATH	2.19	1.98	2.14	2.5	2.17	3.56	2.34	392	2	4
Goz-2017-600-384	384	öncülük	pioneering			4.05	2.84	4.47	4.39	4.43	3.2	2.23	14	3	7
Goz-2017-600-385	385	önem	importance			2.88	2.05	3.04	3.5	2.93	2.94	1.95	351	2	4
Goz-2017-600-386	386	örnek	example			2.61	2.22	2.61	3.18	2.43	2.94	3.96	417	2	5
Goz-2017-600-387	387	örtü	cover			1.92	1.79	1.84	2.18	1.87	6.04	6.75	81	2	4
Goz-2017-600-388	388	ötücü	singing (bird)			3.38	2.77	3.73	3.61	3.28	2.62	3.96	1	3	5
Goz-2017-600-389	389	övgü	praise	1687	PRAISE	3.25	2.47	3.39	3.57	3.29	2.81	1.77	29	2	4
Goz-2017-600-390	390	özet	summary			2.89	2.33	3.15	3.36	2.78	3.92	4.73	68	2	4
Goz-2017-600-391	391	özgür	free	2316	FREE	3.39	2.13	3.54	4.1	3.79	3.61	2.08	72	2	5
Goz-2017-600-392	392	özlem	yearning			2.59	2.08	2.49	2.8	2.94	3.17	1.64	73	2	5
Goz-2017-600-393	393	palto	coat	603	COAT	2.19	1.96	2.44	2.3	2.12	6.34	6.77	25	2	5
Goz-2017-600-394	394	pamuk	cotton	1850	COTTON	1.97	1.74	1.94	2.22	1.97	6.24	6.77	55	2	5
Goz-2017-600-395	395	papatya	daisy			1.74	1.63	1.66	1.9	1.76	6.33	6.89	12	3	7
Goz-2017-600-396	396	para	money	1559	MONEY	1.7	1.56	1.79	1.76	1.71	6.38	6.41	1046	2	4
Goz-2017-600-397	397	parke	parquet (flooring)			4.11	2.7	3.55	4.64	5.29	5.73	6.91	16	2	5
Goz-2017-600-398	398	parmak	finger	1303	FINGER	1.58	1.57	1.54	1.67	1.54	6.49	6.89	226	2	6
Goz-2017-600-399	399	paslı	rusty			2.65	2.36	2.94	2.86	2.5	4.79	5.91	1	2	5
Goz-2017-600-400	400	pasta	cake	2408	CAKE	1.99	1.75	1.57	2.16	2.39	6.48	6.77	79	2	5
Goz-2017-600-401	401	paten	skate			3.59	2.32	2.24	4.32	5.14	6.06	6.77	3	2	5
Goz-2017-600-402	402	patik	booties (for babies)			1.68	1.62	1.61	1.9	1.59	5.75	6.66	1	2	5
Goz-2017-600-403	403	patron	boss	2930	BOSS	3.41	2.17	2.76	3.92	4.59	5.36	5.81	102	2	6
Goz-2017-600-404	404	pay	share			3.2	2.52	3.61	3.88	2.88	3.43	4.03	152	1	3
Goz-2017-600-405	405	pencere	window	1375	WINDOW	1.68	1.54	1.77	1.85	1.6	6.54	6.93	276	3	7
Goz-2017-600-406	406	pense	pliers	4003	PLIERS	3.22	2.46	3.84	3.39	3.24	5.79	6.94	2	2	5
Goz-2017-600-407	407	peşinatsız	zero down-payment			5.37	3.3	6.22	5.98	5.89	2.54	3.83	1	4	10
Goz-2017-600-408	408	petrol	oil (petroleum)	2556	OIL (HYDROPHOBIC LIQUID)	3.49	2.53	3.56	3.97	3.86	5.57	6.56	150	2	6
Goz-2017-600-409	409	peynir	cheese	1569	CHEESE	1.5	1.39	1.52	1.58	1.52	6.43	6.88	143	2	6
Goz-2017-600-410	410	pıhtı	clot			4.6	3.13	4.9	5.23	4.76	4.4	6.33	8	2	5
Goz-2017-600-411	411	pide	pita			2.05	1.81	2.08	2.42	1.9	6.28	6.88	11	2	4
Goz-2017-600-412	412	pilâv	rice (pilaf)			1.76	1.64	1.78	1.93	1.69	6.58	6.85	53	2	5
Goz-2017-600-413	413	pilot	pilot			2.66	1.95	2.41	3.1	3.1	6.08	6.35	51	2	5
Goz-2017-600-414	414	pire	flea	232	FLEA	2.64	2.61	3.35	2.9	1.86	4.87	6.69	5	2	4
Goz-2017-600-415	415	pirinç	rice	926	RICE	1.84	1.75	1.88	1.95	1.78	6.5	6.69	101	2	6
Goz-2017-600-416	416	polis	police	656	POLICE	1.92	1.71	1.89	2.1	1.95	6.28	6.55	278	2	5
Goz-2017-600-417	417	pomat	pomade			4.97	3.5	5.71	5.3	4.35	2.74	5.21	1	2	5
Goz-2017-600-418	418	prensip	principle			4.91	3.28	5.4	5.83	5.04	2.85	1.98	61	3	7
Goz-2017-600-419	419	protein	protein			4.01	2.97	3.73	4.42	4.8	3.29	5.17	64	4	7
Goz-2017-600-420	420	punto	font size			5.8	3.5	5.7	6.24	6.09	3.32	4.92	1	2	5
Goz-2017-600-421	421	pusu	ambush	65	AMBUSH	3.96	2.7	4.52	4.56	4.09	3.39	4.39	7	2	4
Goz-2017-600-422	422	radyo	radio	1315	RADIO	2.11	1.79	2.09	2.04	2.48	6.47	6.75	140	2	5
Goz-2017-600-423	423	radyum	radium			6.24	3.93	6.6	6.41	6.58	2.61	5.32	2	2	6
Goz-2017-600-424	424	rahatsız	uneasy			2.33	1.85	2.66	2.54	2.33	2.9	2.6	21	3	8
Goz-2017-600-425	425	rakam	digit			2.02	1.86	2.11	2.36	1.8	5.89	4.14	148	2	5
Goz-2017-600-426	426	rakip	rival			2.91	2.21	3.01	3.57	2.87	4.04	4.7	117	2	5
Goz-2017-600-427	427	reklâm	advertisement			2.97	1.68	2.18	3.5	4.28	5.06	5.39	211	2	6
Goz-2017-600-428	428	rezalet	scandal			3.86	2.61	4.08	4.43	4.31	2.6	2.69	31	3	7
Goz-2017-600-429	429	röfle	highlighting (hair)			5.47	3.3	5.67	6.36	6.02	3.81	5.94	1	2	5
Goz-2017-600-430	430	rüzgâr	wind	960	WIND	1.83	1.7	1.86	2.03	1.75	5.14	6.09	185	2	6
Goz-2017-600-431	431	sabır	patience			2.93	2.09	3.32	3.61	2.76	2.77	1.5	44	2	5
Goz-2017-600-432	432	sadık	loyal			3.57	2.46	3.97	4.23	3.69	2.88	2.07	32	2	5
Goz-2017-600-433	433	sadist	sadist			5.71	3.54	6.27	6.03	5.77	3.55	3.81	1	2	6
Goz-2017-600-434	434	sağlam	robust			2.26	1.92	2.61	2.51	2.08	3.58	3.66	120	2	6
Goz-2017-600-435	435	sahil	shore	113	SHORE	2.7	1.97	2.23	3.25	3.23	6.29	6.38	73	2	5
Goz-2017-600-436	436	salata	salad	4041	SALAD	1.92	1.7	1.95	2.15	1.87	6.51	6.79	72	3	6
Goz-2017-600-437	437	salon	hall			2.34	1.82	1.97	2.79	2.69	5.59	6.33	244	2	5
Goz-2017-600-438	438	sanatçı	artist			2.63	2.03	2.38	3.27	2.79	4.5	5.14	219	3	7
Goz-2017-600-439	439	sandık	chest (wooden)	3150	BOX OR CHEST	2.14	1.89	2.48	2.43	1.83	6.47	6.86	17	2	6
Goz-2017-600-440	440	saray	palace	4059	PALACE	2.77	1.98	2.43	3.15	3.43	6.05	6.56	129	2	5
Goz-2017-600-441	441	sarp	steep	2717	STEEP	4.76	3.46	5.8	5.21	4.2	3.82	4.44	1	1	4
Goz-2017-600-442	442	sarsıcı	traumatic			4.16	2.73	4.11	4.91	4.76	2.68	2.68	4	3	7
Goz-2017-600-443	443	sazlık	reed bed			3.93	2.67	4.75	4.43	3.76	4.93	6.52	2	2	6
Goz-2017-600-444	444	sebze	vegetable	924	VEGETABLES	1.88	1.59	1.81	2.17	1.93	6.19	6.71	128	2	5
Goz-2017-600-445	445	seçmen	voter			4.28	2.92	4.92	4.71	4.54	4.82	6.2	52	2	6
Goz-2017-600-446	446	selâm	greeting			2.05	1.68	2.26	2.32	1.98	4.21	4.13	67	2	5
Goz-2017-600-447	447	semer	saddle	3065	SADDLE	3.43	2.88	5.14	3.42	2.46	4.38	6.42	1	2	5
Goz-2017-600-448	448	serbest	free			2.76	2.03	2.69	3.34	2.94	2.37	2.09	108	2	7
Goz-2017-600-449	449	sergi	exhibition			3.45	2.36	3.57	4.1	3.76	5.94	6.11	71	2	5
Goz-2017-600-450	450	serin	cool			2.02	1.84	2.17	2.19	1.9	3.92	5.03	50	2	5
Goz-2017-600-451	451	ses	voice	1363	VOICE	1.65	1.57	1.64	1.78	1.59	4.33	5.45	1113	1	3
Goz-2017-600-452	452	sesteş	homonym			4.44	3.02	4.04	5.37	5.19	2.89	3.33	1	2	6
Goz-2017-600-453	453	sevap	good deed (religious)			2.25	2.02	2.44	2.57	2.02	2.61	1.64	19	2	5
Goz-2017-600-454	454	sevgi	love	3834	LOVE (AFFECTION)	1.88	1.7	1.92	2	1.9	3.5	1.73	294	2	5
Goz-2017-600-455	455	sevgili	lover			3.06	2.34	2.98	3.61	3.28	5.3	4.69	257	3	7
Goz-2017-600-456	456	sevinç	joy	2524	JOY	2.07	1.78	2.31	2.29	1.93	3.58	1.74	124	2	6
Goz-2017-600-457	457	seyirci	spectator			2.34	2.03	2.21	2.62	2.47	6.16	6.47	85	3	7
Goz-2017-600-458	458	sezon	season	691	SEASON	3.84	2.44	3.8	4.61	4.4	2.76	3.59	66	2	5
Goz-2017-600-459	459	sığlık	shoal			4.73	3.15	5.47	5.35	4.26	2.88	3.71	1	2	6
Goz-2017-600-460	460	sıkı	tight	3053	TIGHT	2.54	2.04	2.45	3.06	2.61	2.91	3.89	102	2	4
Goz-2017-600-461	461	sicil	registry			5.17	3.31	5.55	5.92	5.67	2.85	3.79	15	2	5
