ID	NUMBER	GLOSS	HIERARCHY
Shin-1995-1052-159	159	fork	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-160	160	hammer	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-161	161	handle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-162	162	hearth	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-163	163	hoe	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-164	164	horseshoe	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-165	165	jug	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-166	166	key	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-167	167	knife	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-168	168	knitting needle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-169	169	lock	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-170	170	measure for flour	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-171	171	mill	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-172	172	nail	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-173	173	needle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-174	174	net	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-175	175	pick	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-176	176	pitchfork	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-177	177	plate	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-178	178	pot	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-179	179	quiver	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-180	180	rake	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-181	181	ring	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-182	182	rope	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-183	183	round stone for driving a roof smooth	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-184	184	sabre	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-185	185	saddle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-186	186	saw	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-187	187	scabbard	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-188	188	scissors	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-189	189	scoop	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-190	190	scythe	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-191	191	sickle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-192	192	sieve	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-193	193	skimmer	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-194	194	sledge-hammer	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-195	195	spade	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-196	196	spear	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-197	197	spindle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-198	198	spoon	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-199	199	stack	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-200	200	stake	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-201	201	stirrup	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-202	202	sword	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-203	203	thimble	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-204	204	thread	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-205	205	tinder	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-206	206	trap	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-207	207	trough	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-208	208	weaving loom	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-209	209	wedge	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-210	210	wheel	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-211	211	whetstone	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-212	212	whip	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-213	213	whirligig	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-214	214	wooden plough	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-215	215	yoke	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.4 Instrument 9
Shin-1995-1052-216	216	sledge	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.1.4  Artifact > 1.2.2.2.1.4.5 Transport
Shin-1995-1052-217	217	apple	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.1  Inanimate > 1.2.2.2.2.1.1 Edible
Shin-1995-1052-218	218	strawberry	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.1  Inanimate > 1.2.2.2.2.1.1 Edible
Shin-1995-1052-219	219	bamboo	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.1  Inanimate > 1.2.2.2.2.1.2 Non-edible
Shin-1995-1052-220	220	oak	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.1  Inanimate > 1.2.2.2.2.1.2 Non-edible
Shin-1995-1052-221	221	dog	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.3 Domestic
Shin-1995-1052-222	222	hen	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.3 Domestic
Shin-1995-1052-223	223	chameleon	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.4 Non-domestic
Shin-1995-1052-224	224	crocodile	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.4 Non-domestic
Shin-1995-1052-225	225	hyena	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.4 Non-domestic
Shin-1995-1052-226	226	lion	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.4 Non-domestic
Shin-1995-1052-227	227	snake	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.4 Non-domestic
Shin-1995-1052-228	228	fish	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.5 Fishes
Shin-1995-1052-229	229	eagle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.6 Birds
Shin-1995-1052-230	230	hawk	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.6 Birds
Shin-1995-1052-231	231	elephant	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.7 Mammals
Shin-1995-1052-232	232	ox	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.7 Mammals
Shin-1995-1052-233	233	panther	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.2  Animate > 1.2.2.2.2.2.1 Non-human > 1.2.2.2.2.2.1.7 Mammals
Shin-1995-1052-234	234	bride	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-235	235	brother	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-236	236	daughter	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-237	237	daughter-in-law	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-238	238	dowry	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-239	239	father	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-240	240	father’s brother	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-241	241	father’s sister	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-242	242	father-in-law	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-243	243	granddaughter	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-244	244	grandfather	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-245	245	grandmother	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-246	246	grandson	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-247	247	groom	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-248	248	husband	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-249	249	maternal uncle	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-250	250	mother	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-251	251	mother’s brother	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-252	252	mother’s sister	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-253	253	mother-in-law	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-254	254	sister	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-255	255	son	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-256	256	son-	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-257	257	in-law	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-258	258	wife	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.1 Kin
Shin-1995-1052-259	259	friend	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.2 Person in social role
Shin-1995-1052-260	260	king	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.3 Social status
Shin-1995-1052-261	261	master	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.3 Social status
Shin-1995-1052-262	262	slave	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.3 Social status
Shin-1995-1052-263	263	doctor	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.4 Profession
Shin-1995-1052-264	264	fisherman	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.1 Interpersonal and Person > 1.2.2.2.2.3.1.4 Profession
Shin-1995-1052-265	265	you	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.2 Non-SAP and SAP > 1.2.2.2.2.3.2.1 Non-ego
Shin-1995-1052-266	266	I	1. Entity > 1.2 Concretum > 1.2.2 Object > 1.2.2.2  Individual object > 1.2.2.2.2.3  Human > 1.2.2.2.2.3.2 Non-SAP and SAP > 1.2.2.2.2.3.2.2 Ego
Shin-1995-1052-267	267	wild	2. Property > 2.1 Behavioral property
Shin-1995-1052-268	268	tame	2. Property > 2.1 Behavioral property
Shin-1995-1052-269	269	blind	2. Property > 2.2 Biological property
Shin-1995-1052-270	270	elderly	2. Property > 2.2 Biological property
Shin-1995-1052-271	271	fat	2. Property > 2.2 Biological property
Shin-1995-1052-272	272	old	2. Property > 2.2 Biological property
Shin-1995-1052-273	273	slim	2. Property > 2.2 Biological property
Shin-1995-1052-274	274	strong	2. Property > 2.2 Biological property
Shin-1995-1052-275	275	weak	2. Property > 2.2 Biological property
Shin-1995-1052-276	276	young	2. Property > 2.2 Biological property
Shin-1995-1052-277	277	youthful	2. Property > 2.2 Biological property
Shin-1995-1052-278	278	bad	2. Property > 2.3 Evaluative property
Shin-1995-1052-279	279	foreign	2. Property > 2.3 Evaluative property
Shin-1995-1052-280	280	good	2. Property > 2.3 Evaluative property
Shin-1995-1052-281	281	handsome	2. Property > 2.3 Evaluative property
Shin-1995-1052-282	282	kind	2. Property > 2.3 Evaluative property
Shin-1995-1052-283	283	mean	2. Property > 2.3 Evaluative property
Shin-1995-1052-284	284	nasty	2. Property > 2.3 Evaluative property
Shin-1995-1052-285	285	pretty	2. Property > 2.3 Evaluative property
Shin-1995-1052-286	286	ugly	2. Property > 2.3 Evaluative property
Shin-1995-1052-287	287	other	2. Property > 2.4 Logical property
Shin-1995-1052-288	288	same as	2. Property > 2.4 Logical property
Shin-1995-1052-289	289	such as	2. Property > 2.4 Logical property
Shin-1995-1052-290	290	big	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-291	291	colour (black	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-292	292	blue	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-293	293	green	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-294	294	grey	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-295	295	red	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-296	296	white	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-297	297	yellow)	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-298	298	fast	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-299	299	hard	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-300	300	long	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-301	301	loud	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-302	302	low	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-303	303	narrow	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-304	304	short	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-305	305	slow	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-306	306	small	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-307	307	soft	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-308	308	sour	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-309	309	sweet	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-310	310	wide	2. Property > 2.5 Perceptual property 10
Shin-1995-1052-311	311	true	2. Property > 2.6 Propositional property
Shin-1995-1052-312	312	necessary	2. Property > 2.6 Propositional property
Shin-1995-1052-313	313	easy	2. Property > 2.6 Propositional property
Shin-1995-1052-314	314	difficult	2. Property > 2.6 Propositional property
Shin-1995-1052-315	315	few	2. Property > 2.7 Quantitative property
Shin-1995-1052-316	316	little	2. Property > 2.7 Quantitative property
Shin-1995-1052-317	317	many	2. Property > 2.7 Quantitative property
Shin-1995-1052-318	318	much	2. Property > 2.7 Quantitative property
Shin-1995-1052-319	319	poor	2. Property > 2.8 Social property
Shin-1995-1052-320	320	rich	2. Property > 2.8 Social property
Shin-1995-1052-321	321	new	2. Property > 2.9 Temporal property
Shin-1995-1052-322	322	old	2. Property > 2.9 Temporal property
Shin-1995-1052-323	323	bad	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-324	324	big	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-325	325	black	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-326	326	blind	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-327	327	blue	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-328	328	difficult	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-329	329	easy	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-330	330	elderly	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-331	331	fast	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-332	332	fat	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-333	333	few	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-334	334	foreign	2.10. One participant property > 2.9 Temporal property
Shin-1995-1052-335	335	good	2.10. One participant property > 2.9 Temporal property
